p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11
-0.15799148,0.33444443,-2.917729,-0.9806692,-0.0026634147,-0.96091056,3.2008796,1.620534,0.72265923,-0.25880608,3.4520528,0.6471805
0.39167568,0.0575013,-1.5794916,0.14904003,-0.55411184,0.56700075,2.036153,0.97997606,-0.54822433,-0.9627871,2.345178,0.17512281
1.8882486,1.4422563,-1.5894101,0.5613954,-0.89809823,-0.8248735,-0.010348695,0.93169975,-0.15861289,-0.4692788,1.7858586,1.3872657
1.0886722,-1.0901537,0.095696606,0.36007157,-1.1391335,0.10865507,-0.10326647,-0.34130895,2.1639154,-1.0060753,0.537057,0.88325447
1.7256836,0.42036277,-0.42574653,-1.1855754,-2.2473087,0.057049092,-0.25721845,-1.0469767,0.56275934,-1.2349988,1.5622863,0.43994626
0.398928,-0.5951783,-0.4705095,0.7872992,-0.64324343,0.04301229,-0.60242707,0.37077275,0.14484276,-1.0169699,1.4007336,0.74711066
0.8528359,-0.118219025,-1.1343613,0.44105724,-0.09722611,-0.66378677,-0.3142368,-0.56479746,1.1886292,-0.49093282,1.43909,1.0543134
1.2712183,-0.47932047,-1.1299413,-0.11154873,0.15958486,-0.9306511,0.040732853,-0.58793,1.3778871,-1.0320479,1.5228735,1.4234611
1.0902464,-0.56077045,-1.153233,-0.07952231,0.17033127,-0.47085196,0.23726028,-1.1822668,1.697715,-0.38370034,1.5901965,1.4746234
1.3067589,0.2745852,-0.05173901,-0.35491043,-2.031168,0.4003139,-0.36355862,-1.6716051,0.42954937,-1.4662296,1.439874,0.5009145
1.2549887,-0.18140452,-0.6828626,-0.2621193,-0.407374,-0.71844685,-0.52243805,-0.21441942,0.73624456,-0.45742264,1.6721009,0.6801057
0.44662172,-0.5930166,-0.4192678,0.20340124,-0.6078015,0.39091134,1.1102562,-1.1325831,1.968374,-1.3294675,0.6548455,1.2411861
1.2019367,-0.5442628,-1.2545499,0.087685466,0.22778551,-0.8356773,-0.079536274,-1.2296802,1.7941473,-1.1032128,1.5617694,1.3729054
0.24621278,-0.21606867,0.061030805,-1.3317949,-0.099396475,-1.2371858,-0.22096658,-0.28827608,0.5247231,-0.054659456,1.955911,0.15566581
-0.348562,-0.5963454,-1.0637313,-1.1996499,-0.3741552,-0.8944601,0.43339154,-0.43727833,0.42090702,0.4039291,2.0504153,0.9526011
0.24349959,-0.626311,-0.2220766,-1.0766752,-0.44456843,-0.16386764,-0.2458289,0.56222373,1.3594388,0.1492673,1.9503266,-0.061682202
-0.30955592,0.5370493,-0.61279356,0.8588597,-0.47185194,0.017972317,0.9978069,0.26504868,0.3399875,-0.18995714,1.5242766,0.5748672
-0.49236286,-0.0780338,0.26766318,1.8237169,0.035968997,0.72412074,0.026600016,0.663837,-0.09599656,0.3179768,1.4248066,1.5364916
-0.40633616,-0.05670894,0.8572119,0.38966438,-1.6051748,0.06353614,0.6266066,1.4779832,-1.4301614,0.25853822,2.1073864,0.93433917
-1.3039383,2.5097437,-0.63333267,0.30069453,1.4513578,0.57027584,-0.9584119,-0.9114203,0.07681494,0.21942028,2.9093702,1.4902197
0.77572805,-1.3121136,0.07724839,1.6940504,0.22000866,2.4513845,0.35881364,0.87461334,-0.89057136,-0.5796827,2.7755718,1.7464447
-1.3539476,-0.96363264,-0.84388864,0.5344828,-2.739467,0.014662516,1.3927723,0.5416542,-0.6818418,-0.79171896,1.2145042,2.0610077
-0.70692956,-0.6948483,0.44616124,-0.4344632,-2.7611985,1.6191334,-0.40385285,1.2263987,-0.48540342,0.3306812,2.0873818,0.9008131
-0.51022637,-0.49552718,2.0275662,0.83729297,-2.2187057,1.4951456,-0.040212244,1.6322066,1.0540767,-0.24907444,2.036625,0.7431311
0.2923673,-0.90189195,1.2674865,-0.47956744,-2.769815,2.1090453,-0.6661991,0.7264344,-0.14996493,0.018102303,2.0238967,0.54536265
0.8669046,0.27266324,-0.57278806,0.45578408,-0.103190094,0.9290881,0.2199623,1.29695,-0.78326845,1.0343169,3.675781,-0.50252485
-1.2842329,1.3183651,-0.44617984,2.112161,-0.878463,-0.90684336,-0.3453465,0.16538626,-0.053524442,1.0152254,1.9233261,0.9743709
0.3909105,-0.2632721,0.004018801,0.53041846,-0.6449114,0.3119464,-0.50542235,-0.02112158,-0.3891917,0.39912266,1.3203367,0.5715328
0.5744125,-0.21836232,0.10172039,0.54430324,-0.78790706,0.3403878,-0.6461488,0.1439498,-0.60705745,0.37318015,1.2309377,0.5989959
0.5258337,-0.21532716,0.1462206,0.3815751,-0.6281049,0.39301923,-0.78285784,0.055753853,-0.33438593,0.26631624,1.2561666,0.5505529
0.63040006,-0.45780978,1.3905149,1.2154207,-1.0526357,-1.2876219,-0.653408,0.31857863,0.2530663,-0.59022236,1.1065543,-0.009057002
0.5035491,-0.33764914,1.3977612,1.316437,-1.191491,-1.2464901,-0.5960793,0.3936778,0.20174626,-0.40794677,1.2112297,0.13628507
0.48019886,-0.2361995,0.78842854,0.603775,-0.819903,-1.488029,-1.2020501,-0.6220676,0.08324826,-0.86392766,1.4310335,-0.2939907
0.5516485,-0.092513345,0.6839082,0.6984498,-0.8703912,-1.4111392,-1.2602755,-0.5875154,0.09424599,-0.73971736,1.3859087,-0.23658349
0.86640394,-0.66373485,0.45796376,0.70961255,0.8921915,-1.5009406,0.7508231,2.6338553,0.011555209,1.2897509,3.4971414,-0.19227555
1.3378618,0.2589011,-0.17965,0.84495974,-0.19777416,-0.60977083,0.28683385,0.44162616,0.34939483,-0.21498498,1.0203017,0.88298154
0.46014658,0.3317964,0.33750463,0.395482,0.2203105,0.40147528,0.11026492,0.07604467,-0.85090905,0.2528135,2.739646,-0.39043966
-0.46172348,0.5572119,-0.56625694,-0.11841011,-0.2447401,-0.9814207,1.4179479,0.26783478,-0.7704395,-1.0671581,1.9433917,0.19885518
1.244157,0.49338737,-1.2493349,0.7270934,-1.15054,-0.13327299,-0.42481247,-0.22165419,-0.13453515,1.452701,2.5439763,-0.0014162456
-0.0046705944,-0.75985944,-0.39256784,1.2351983,-0.0295531,1.2779429,-0.40016145,0.5899909,-0.7468992,-0.07477124,2.5454466,1.061473
0.062379356,-0.6128962,-1.369281,0.184487,-1.9938953,-0.31980637,-0.9053745,-0.7819336,-0.2536129,-0.86023855,1.148873,-0.16216828
0.027850553,-0.48771697,-0.9153289,0.29871854,-1.8466979,-1.3860395,-0.44824386,-0.6455779,0.0062794327,-0.95350707,0.823726,-0.15523557
-0.4596636,0.13790621,-1.0822186,0.13463113,-1.3035637,-0.9044197,-0.062224116,-1.028366,-0.015330827,-0.5636533,1.0447448,0.20850395
-0.4397518,-0.018939452,-0.5179034,-0.09464441,-1.7050521,-0.83189076,-0.18700938,-1.1687387,-0.4129757,-0.7001692,1.0170625,0.37448215
-0.27236006,-0.30239818,-0.9635812,-0.16502611,-1.9805859,-0.75714236,0.12003344,-1.0703793,-0.11240207,-1.6310277,1.6800157,-0.7621812
-0.26182142,-0.069719225,-1.1003131,-0.03286938,-1.5170991,0.5233538,-0.7161936,-1.5649371,-0.2495899,-0.8266636,1.7753036,-0.21661133
-0.47929713,0.24578695,-1.0629771,-0.3409557,-1.4996494,0.7371276,-0.99450105,-1.5385071,-0.26081294,-0.99691606,1.6030123,0.11544106
-0.23792732,-0.048416518,-1.0190344,0.012362201,-1.56699,0.6012524,-0.96175396,-1.5666294,-0.31472966,-0.5512899,1.4937471,0.1737322
-0.22465487,-0.14282854,-1.3238276,0.073688194,-1.6109363,0.42755842,-0.571549,-1.3578846,-0.17320724,-0.47907582,1.3793012,0.49961638
-0.56150776,-0.18034908,-1.118091,0.022018788,-1.6808968,0.59316945,-0.40083948,-1.4830331,-0.29394478,-1.0667248,1.5938334,-0.14125037
-0.2289671,-0.16610608,-1.0635173,0.11236554,-1.7267388,0.71892226,-0.7252548,-1.3974243,-0.42389286,-0.79133856,1.5194046,0.07892887
1.2317452,-0.27831915,-2.0764549,-0.025558975,-1.7568175,0.1907855,-0.34935156,-0.3817452,-0.6458733,-1.5815701,1.7373304,-0.6234755
-0.4677759,-0.039431453,-1.403583,0.06967031,-1.6411206,0.6879123,-0.79577416,-1.4231766,-0.14803055,-0.9832955,1.5389916,-0.12866004
-0.14557457,0.057502426,-1.1748265,-0.26290968,-1.6192948,0.56503206,-1.0235252,-1.2602603,-0.09455735,-1.1220024,1.5251911,-0.060941532
-0.08411484,-0.20818731,-1.1869409,-0.2122926,-1.9369938,0.7041771,-1.1063708,-1.4321978,-0.21867478,-0.68534017,1.5585741,0.10378909
-0.27530053,-0.1687348,-1.1338433,-0.26020354,-2.1118088,-0.60388976,-0.023146078,-1.2607688,-0.24331893,-1.6487143,1.7742566,-0.49137273
-0.7026157,0.21744287,-1.0107982,-1.2201315,-1.0500734,-1.7089287,0.04182645,-1.5254637,-0.06934712,-0.25580952,1.239293,0.88677925
-0.7806009,-0.11580452,-1.4179102,-0.837035,-0.9095366,-1.4567358,0.3832126,-1.5198588,0.23167296,-0.34569576,1.3095565,0.5744271
-0.27859077,-0.51348835,-1.1283717,-0.31978762,-1.3718624,-1.8426723,-0.16729258,-1.0057595,0.09827949,-0.6470009,1.1296327,-0.01036072
1.0337789,-0.7665695,-2.4487581,0.0053311163,-1.9111941,-0.2796061,-0.8753016,-0.20952329,-0.4046541,-1.7550575,1.6151913,-0.9821302
-1.3990232,-2.0474825,-0.28456312,4.490035,-2.5243,1.5719466,0.65633804,0.9507367,1.0384955,1.7249478,2.7764893,0.20266482
-1.1827177,-0.44203275,-1.5258744,-0.112530924,-2.7760327,0.5632203,-0.22994554,0.40634257,0.17256935,-0.5951343,1.6909178,0.22948085
1.4230592,0.83184034,-0.026925363,0.36098656,-2.2103012,-0.1924714,-1.8592466,1.3399364,0.06405099,-1.517589,1.5100596,-0.5475872
0.17847134,0.7977482,-1.3166234,0.46262732,-3.2124832,-1.0989985,0.3660376,0.61479825,2.2685015,-1.5575353,0.9451825,1.0740073
0.13746078,0.49945304,-1.2852665,0.30006647,-2.8206496,-1.2872776,0.3854552,0.5329123,2.0528388,-1.7960223,0.94754493,1.115066
0.103449054,0.8064578,-1.4013894,0.45086288,-2.7492738,-1.3717359,0.46561566,0.67308736,1.9503201,-1.6674553,0.99113697,1.1697475
0.4010122,1.4991152,2.069457,0.63359004,-0.95933414,0.6202585,1.118726,0.37469822,0.1419525,-0.2178937,1.6407484,1.1568048
0.5475597,0.46800312,1.4796798,0.78809136,-1.2786158,0.43851122,-0.5518788,-0.060271926,-0.18187696,-0.3909994,0.6918407,2.06774
0.79510874,1.5660013,2.0202596,0.6905322,-0.8360578,0.8161779,0.844217,0.7380425,0.12305612,-0.1778359,1.5170735,0.97406554
0.8077106,0.6409683,1.2685354,0.59852695,-1.1812572,0.4795071,-0.4111636,0.28323588,0.010134387,-0.09993887,0.56763756,1.8031999
0.7169469,0.43695632,1.4090139,0.52083856,-1.1023912,0.4130075,-0.2764967,0.3215669,0.10403351,-0.31019476,0.3515532,1.7949582
0.32640073,-1.6505257,2.2034373,1.1632892,-2.632596,-0.8732585,1.5084857,1.9698709,0.30964985,2.1403394,2.4262903,-0.017985867
-0.19632493,-0.59878653,-0.2171324,0.53357553,-2.5247724,-0.07616342,-0.21783043,-0.8255396,-0.24556956,0.14556289,1.0805371,1.9743248
-1.6001282,0.9209572,-1.746201,2.5596673,-1.743476,-1.1275967,2.6274297,-1.8086075,1.1514158,-1.0828465,0.48311344,1.7912341
-1.496957,-1.6335404,2.384332,0.95284724,-4.4194794,3.0381541,0.24910894,-0.7997723,-0.12927604,-2.330109,1.1330905,1.9314287
-0.3067443,-2.3102343,-0.049826656,1.6877533,0.5373467,-0.54645324,-0.3209944,0.19194295,-0.17214407,0.7062158,3.0499399,-0.1715373
-0.22535458,-2.1603923,-0.05765809,1.6929125,0.5688868,-0.47550488,-0.36666647,0.07810058,-0.20235534,0.7812527,3.3253357,-0.08459066
-0.54341733,-0.9321097,0.86261046,0.20694444,0.7734271,-1.5274423,0.55031633,-0.18741149,-0.2925628,-0.36722645,3.0242667,0.3970754
-0.56044173,-1.0924454,1.0891387,0.24233064,0.7749389,-1.3964525,0.6398166,-0.4242932,-0.040506084,-0.39435846,2.9334025,0.26195437
-0.07651663,-0.88408446,1.2921692,0.4427962,1.0322831,-1.361755,0.38028622,0.0532004,-0.18000227,-0.600549,3.127431,-0.101507545
-0.3600965,-0.9569074,1.3186878,0.5137565,1.0987343,-1.5605732,0.47397152,0.04668746,-0.06836709,-0.4690822,3.1988213,-0.24879546
-2.5954075,0.8091156,-0.7581812,1.8462013,-1.9714104,-0.58180106,0.71788293,2.6788354,0.49810857,-0.14332741,1.6356267,3.0459173
-2.7259817,-2.0907936,0.10744665,0.29937276,-2.3861237,-0.77047634,1.1243842,-1.6384326,0.8515341,-0.99712723,0.79985005,3.270814
0.5837824,-0.44544455,-1.8459808,2.20252,-1.6005659,0.61543334,0.64440495,1.3193307,0.715952,-0.81693107,0.7416351,0.12813191
0.021403315,-0.16507499,-1.7610295,2.0792763,-1.1563953,-0.5562314,0.41922918,1.3010753,0.8971797,-0.6747833,1.3767565,0.46364555
0.2734409,-0.09545878,-1.558835,2.1586652,-1.0433586,-0.63313574,0.53430307,0.9880885,0.8487128,-0.8557252,1.3261071,0.5027598
0.18963909,-0.6488808,-2.3807456,1.8051109,-1.1197584,-0.3497652,0.83966994,1.6645315,0.096018575,-1.0237628,1.4833928,0.11951672
-0.14877927,-0.28873998,-1.7525487,2.0819623,-1.0216424,-0.8443333,0.5256453,1.0394686,0.86742336,-0.8663616,1.5591749,0.59975785
0.15368675,-0.048794243,-1.5750833,2.041284,-0.8657824,-0.6815362,0.6427649,1.3940088,1.1029267,-0.84064925,1.336036,0.62121254
0.37539256,-0.3647021,-1.6688452,2.0777295,-1.1193011,-0.6302434,0.6248178,1.1870599,1.0357865,-0.8468118,1.2199696,0.40815
1.2116972,1.21287,-0.8550219,-1.7011108,-3.0288098,-1.6254096,2.4042027,-1.6239157,-0.3445364,-0.91632587,1.7647057,1.5211366
0.10830859,-1.0792165,0.38827637,0.7781008,-1.8344359,0.15227231,1.1304679,-0.6504266,1.5951941,-0.43490076,1.1659213,1.7336687
-0.14493863,0.23812665,0.84728074,-0.7709266,-2.030634,-0.24297725,1.0706623,-0.6741292,1.7498199,-1.1861464,1.0988737,1.2415146
-1.0111508,-1.413006,-0.7207242,-0.3452011,-0.84624916,0.16248484,0.05322498,1.0451885,0.009498111,-0.5742671,1.1394591,0.82780343
-1.1820241,-1.7229923,-0.22402315,-0.22011736,-0.7515885,0.020310828,-0.26096973,1.3391352,0.16211802,-0.7572992,1.4365666,0.9796889
-0.83352256,-2.9335601,-0.6614614,0.28756246,0.10821952,0.7794468,0.41482517,0.9599856,0.749731,-0.22723061,1.6785976,1.3007745
-1.123446,-1.0546618,-0.9313895,-0.4117883,-0.7076623,0.44473857,0.31094098,0.8717591,0.018624088,-0.8025368,0.77945316,1.0208029
-0.78848153,-1.1787269,-0.5665595,-0.21377705,-0.16575512,0.064639546,0.19155622,0.56094927,-0.49927127,-0.70340025,1.5748179,1.0796739
-0.75178176,-1.4444306,-0.0003479111,-0.08706134,-2.4152305,-0.66658556,-0.95255417,0.11659139,-0.9551111,-1.6786455,0.9825001,0.9505054
-0.7547893,-1.3404732,-0.1385574,-0.44099206,-2.729995,-0.8645509,-0.9696984,0.13134162,-1.39568,-1.7599912,1.0209867,1.4091518
-0.48181757,-1.5159266,0.067081176,-0.3323572,-2.6501262,-0.8407704,-1.0522074,0.38139686,-1.0567718,-1.4454426,1.1044444,1.0551099
-1.313962,-1.4370496,-0.21365334,-0.26270607,-2.2290077,-0.34054458,-1.2529262,0.8880187,-1.0900891,-1.3172389,1.1746771,0.9413401
-0.20332104,-1.3025331,-0.48042604,0.24647537,-0.9505563,0.43472797,-0.5499362,0.7586852,1.3051555,-0.7228528,0.98315716,1.2190878
-0.3406717,-0.9238193,-0.548001,0.05590186,-1.2174984,-0.058147475,-0.38366485,0.8290679,0.8942395,-1.0390214,0.806599,1.6278534
-0.19747344,-1.1521486,-0.09092526,-0.059022855,-1.5409936,-0.39415854,-0.6819025,0.79381585,1.1694218,-0.9515118,0.98235756,1.1442239
-0.6129329,-1.184246,-0.50205845,0.33688766,-1.0193548,0.17582767,-0.574925,1.3528429,0.49041358,-0.53090024,1.0006425,1.1773338
-0.34836355,-0.79600036,-1.499467,0.32193232,0.62688726,0.25320762,-0.9846932,0.6443052,1.2789677,-1.1635025,1.5731946,1.1313984
-0.19968265,-0.65033853,-1.7347391,0.47759518,0.6194181,-0.07067224,-0.6581089,0.5275291,1.1501191,-0.9481349,1.3976631,1.4810467
-0.32658267,-1.1678421,-1.5841409,0.43260437,0.2560938,-0.15578556,-1.0003328,0.87259376,1.4405569,-0.83755094,1.590772,1.358023
-0.84833837,-1.186636,-0.8704626,1.6021804,-0.20663664,0.21153939,-1.2201781,2.1033132,1.4887973,-1.4281932,1.3599124,1.0172024
1.0089206,0.18234839,-0.7656133,0.54567164,-0.8109739,-0.8449721,-0.40411973,0.12557685,-1.4238911,-0.97488844,1.8286906,-0.13658108
1.0002053,0.16103102,-0.80115056,0.5901335,-0.9171609,-0.83503383,-0.43205854,0.032299753,-1.3364887,-0.8714985,1.9431493,-0.09255666
-0.46523955,0.030406846,-0.71593785,0.3220289,-0.16101582,-0.50873506,-0.27095056,-0.14205103,-0.16137764,-0.5548491,0.9354683,0.18525474
-1.0357708,-0.38781124,-0.9893434,0.7056132,-0.70864224,-0.70021755,-1.2390106,-0.18269517,-0.2505459,-0.7875209,1.6612535,-0.9467041
-0.5395695,0.011356145,-0.5457214,0.37901592,-0.96389276,-0.14843696,-0.40875232,0.029909864,-0.12131514,-0.46104458,0.741302,-0.22178195
-1.7006699,-0.55670124,-0.44404522,-0.4804831,-0.86333776,-0.107624665,0.25513813,-0.59619755,1.1691924,1.0650253,0.74514514,-0.4378317
-1.0926194,-0.47370934,-1.1516894,0.21979576,-0.2515012,-0.70975035,-0.33957162,-0.27213186,-0.036526978,-0.41829553,1.493405,0.35009724
-0.6008634,-0.24271424,-0.77143914,0.7747652,-0.5084914,-0.46496955,-0.8308542,-0.11603714,-0.11633324,-0.66006166,1.2544335,-0.4776545
-0.28708705,-1.0123035,0.4204921,0.27926004,-0.021646956,0.33931777,-0.61429214,0.53967404,-0.45658,-0.5835691,1.3791217,-1.4585322
-0.914396,1.6157327,-0.982281,0.4238223,-1.5686642,-0.5275815,1.4392823,1.7937256,2.1891382,1.133693,1.5841583,2.468614
0.69549906,0.45786175,-0.7390831,0.22793457,-1.4149548,-1.2989304,-1.1007323,0.28129223,0.5475093,0.7444282,1.5130782,0.76793826
0.5256772,1.9386544,-0.09344634,-0.23551539,-0.2768354,-1.0509784,0.25583488,-0.18032378,0.057083897,-1.2392815,1.7470481,-0.20675851
0.44911036,2.3244042,0.041843694,-0.1593739,-0.32466316,-1.04361,0.28219038,-0.26684737,0.19500642,-1.481602,2.0372524,-0.45529044
0.08680065,-0.83169514,-1.6863456,2.1160843,-0.43432596,-0.278083,1.0221807,0.73084885,0.124011695,0.83671635,1.2410897,0.7125573
1.9325217,1.5404515,-0.8098095,0.2284054,-0.93889284,0.109740354,0.6306946,0.16586602,0.12209554,-0.19018449,1.7278572,0.9111544
1.6350652,-0.43571252,-0.5713154,1.1353699,-0.3756386,-0.5401275,-0.09636423,1.7709843,0.2922157,-0.3494555,1.5819035,0.7762379
1.6143651,-0.6403884,-0.48020023,1.2440003,-0.4390081,-0.36709502,-0.23681651,2.0967803,0.25330234,-0.54256123,1.5433884,0.6232618
2.7604663,-0.6575698,-2.3240204,1.3683505,0.37466136,0.14178693,-0.038098555,1.5716743,-0.39889008,-0.9205351,1.8398718,-0.04516233
1.4274533,-0.7626851,-0.8420875,1.4194767,-0.9363332,-0.48373154,-0.099171124,1.9402438,0.31067678,-0.34032947,1.3810672,0.5825744
-1.2692142,1.4239489,-1.1528726,2.2141008,-0.2680949,-0.52974576,1.147782,-0.51201797,-0.40790415,-0.4366591,2.2946327,0.40559062
2.181077,-0.52008086,-1.7210075,-1.2728114,1.0460328,-0.32489192,1.881262,-0.5658246,1.1160855,-0.23394364,3.214276,-1.5882549
0.82702345,1.557775,-0.6658648,1.7690003,-0.4199143,-1.5146688,1.4774113,0.2432473,0.20646094,-0.84351003,1.8493006,0.91605854
-0.86336756,1.5689318,1.5415053,0.33909255,-0.5482098,-1.3256177,0.80893433,-1.5102754,0.6934191,0.37044922,2.6471863,-0.007954145
-0.6074688,-1.5720098,0.59915066,0.13724945,-1.8300368,-1.7781522,2.327959,2.0227995,1.3412136,-1.6554682,2.7851703,-0.55485016
-1.5615219,-1.7969627,1.5265644,-0.21671271,-1.7915173,-2.6049063,3.6966722,2.036011,1.9869614,-2.1647966,3.1520307,0.5009372
-0.6790142,-0.43086097,-0.70577943,0.19746447,-2.1036894,-1.6670681,-0.9819891,-0.6890228,0.88466877,0.67785,0.3925844,1.9719889
-0.59844846,0.22651868,0.15486485,2.4068317,-0.2589343,-1.2613473,0.46279666,-0.91859794,0.2554266,-0.5315289,2.1179922,2.0913627
-0.56223136,-0.073353805,0.357756,2.6089296,-0.039529268,-1.0211089,0.4294838,-0.97545296,-0.014745025,-0.8765352,2.1306632,2.1479423
-0.6741453,-1.5678337,-0.36568496,-0.6600348,-2.3196228,-0.108017996,-0.939387,-1.5969671,0.6478994,1.5138856,2.019647,-0.53309745
-0.44980326,-0.7579836,-0.28970954,-0.2566709,-2.035251,-0.23843086,-0.31039393,-0.8689598,1.001883,0.6351267,1.5563983,0.7892174
-0.2532882,-0.57932603,-0.37314284,-0.5589602,-1.8215141,0.16059427,-0.20601733,-0.46432948,1.1633954,0.5828891,1.5798295,0.8242553
-0.43144432,-0.64752597,-0.30591828,-0.27874258,-1.7766075,-0.0983623,-0.2997125,-0.5082088,1.1729006,0.69971794,1.5442052,0.6119238
-1.7119457,-0.6681432,0.32380807,-1.1638664,-1.1692096,-0.60831356,-1.2366972,1.0199267,0.9784731,0.52061117,2.308087,1.5160246
-2.210826,0.6390568,0.6677308,-1.3144011,-1.7360442,0.11780333,-1.403602,0.11987347,1.3911666,0.2744672,1.6549848,1.6244447
-1.7996676,0.17499314,0.46127185,-1.4393115,-1.4472042,-0.039093982,-1.3997512,0.24533527,0.7883698,0.74013144,2.144847,1.0738262
-1.5060537,-0.9625974,-0.04105605,1.0088472,-2.968408,-0.8003953,-0.9133312,-0.39427128,2.0440247,0.4478034,0.6376212,1.7247739
-1.528389,-1.0943859,-0.16893597,0.10089422,-2.8559837,-0.37510023,-0.15728156,-0.022048743,2.0366478,0.55109376,1.4334193,1.4204559
-2.510245,0.7837918,-0.36820084,1.5711961,-0.25006354,-0.8027339,0.96114486,-0.072714,0.33718395,0.29067925,2.0810783,1.2354901
-2.9414725,1.1273428,-0.37915462,0.5340897,0.28452924,-0.20298627,2.1928926,-1.2245687,0.52000254,-0.06603429,2.6391575,2.9146001
-0.30286872,0.6355394,-1.591549,1.2105196,-0.5157845,-0.10991178,-1.0934631,-0.27239782,0.3105217,-0.17390333,1.1381325,1.0085913
0.6734785,0.14830165,-0.41426954,-0.49209937,-2.0076377,-1.457528,-1.0552865,0.45621872,1.4877462,1.2183131,0.8844686,1.1361635
-0.07122779,2.2359087,0.28465348,-0.32660115,-0.9137737,-1.5671285,1.1032299,1.3399441,0.3555836,-2.0928216,1.3609796,1.0173935
0.50004995,2.0798283,0.6260346,-0.8125669,0.010782186,-1.4143993,-1.1879972,0.7030339,0.16948386,-1.3868572,1.7232832,0.5387943
1.4070623,1.0904554,-0.73581576,-0.34151796,-3.0189908,-0.7976836,-1.874267,0.63043994,0.0075742495,-0.57514733,1.9991142,-0.34308374
1.3569442,0.2857832,-0.2077171,0.6607454,-0.7420611,-1.534165,-0.4943737,0.47224718,0.7961769,0.53689533,1.1850761,1.2368072
1.5496113,2.0826185,-0.6006777,-0.8692556,-0.35676682,0.4647953,-1.1253538,0.88161045,1.1025665,0.03643406,2.4517562,0.8985864
0.8035441,0.25752306,-0.68581206,0.17177081,-1.4798493,-1.2375977,-1.0087935,0.07634712,0.9461275,0.6707871,1.5421897,0.54120815
0.41675177,-0.47518268,-0.44501454,0.54640746,-0.5760838,-1.7182629,-0.8004664,0.0047897375,1.0796235,0.7191305,1.7794456,1.2437279
-0.015010763,-0.9018912,0.24808566,0.8958213,0.26212978,-0.76953924,0.15715444,0.22416258,0.51193714,-0.37348166,1.4304085,1.3023106
0.039777834,-0.9116064,-0.09082684,0.86186165,-0.08851616,-1.0164113,-0.17193758,0.13614874,0.65283835,-0.11321403,1.4080272,1.0555673
-0.10656561,-0.9603273,-0.21266985,0.6158809,-0.07478764,-0.9791205,-0.10296922,-0.012324953,0.7458942,-0.12687278,1.4828893,1.1601063
0.49448323,-0.6391074,-1.9437859,1.117296,0.14717595,-3.1081257,-0.5771292,-1.6171762,-1.3235161,-1.6886033,2.400096,0.09950135
1.5912398,-0.79821306,-0.3933428,0.254889,1.3220569,-1.2746015,1.3289422,-0.28560188,-0.7829217,-2.3836741,3.3569553,0.49441442
-1.0103465,-0.028341664,0.94397324,2.3762114,-1.1937394,-1.7084767,1.6234784,-1.5612106,0.8513053,-0.5719094,2.4830134,-1.0929747
2.6169286,0.9353219,-0.50741935,0.38670924,-1.0419117,-2.664722,-1.7521573,-0.005539801,0.2976689,-0.033753112,2.7170494,-0.5489052
2.775619,-0.46875325,-2.3812222,2.5704036,1.6743872,-0.8953586,0.098332666,1.0324471,0.7097852,1.0387981,2.4345188,2.3022654
0.63606983,0.7193805,-0.19664046,2.099644,-0.6862877,-3.328519,1.0378481,-0.34560308,-0.3790181,-0.5850494,2.0506792,1.6802497
0.67085737,0.5044058,-0.78128856,0.12635072,-1.2582474,-1.2862711,-0.93687636,0.09738974,0.8189847,0.7215524,1.5346801,0.63966185
0.47434253,0.40208286,-0.71719503,0.113966145,-1.527798,-1.1224979,-1.022404,0.017709836,0.8124019,0.837223,1.5134975,0.43957692
0.72963744,0.30180198,-0.67213607,0.007963316,-1.4061896,-1.2654108,-1.0141068,0.10769057,0.9275759,0.5989212,1.3942003,0.8285663
0.8073705,0.3239796,-0.6962122,-0.1047634,-1.2998973,-1.3977078,-1.03555,0.24780458,0.93383366,0.5077389,1.4656156,0.6475235
0.69137406,0.58392614,-0.56268764,0.24699712,-1.0911119,-1.2761396,-1.2763364,0.04904091,1.0302211,0.6986807,1.4842582,0.82988405
0.6428346,0.34229988,-0.6071241,0.09050426,-1.3881655,-1.3849899,-1.1817013,0.0685546,0.9207921,0.78394693,1.5387753,0.6784687
0.6981971,0.41853312,-0.6615403,0.24710989,-1.4545461,-1.2572261,-0.9755117,0.23442273,0.7684785,0.8186305,1.5924778,0.5655849
0.84896463,0.5159959,-0.7486897,-0.022818593,-1.2227687,-1.2409046,-0.9189534,0.10174019,0.81052226,0.735712,1.5294586,0.7261576
0.08247139,-0.47883478,0.51430917,-0.8994076,0.62069273,0.5444344,2.1133015,1.3658077,3.0571115,1.9658786,2.0254796,2.1421914
0.36864498,1.3386676,0.20544817,-1.1728824,-0.56464034,-0.53538877,0.40240008,-0.29577914,-0.56657505,0.008667301,2.2825255,1.3725817
-0.2044827,0.108946614,-0.6153119,0.85991395,0.5321206,1.7784523,0.6279664,0.9842691,0.038483452,1.153981,2.1513238,1.1615604
0.43276197,0.8641185,-0.6220038,-0.76066035,-0.62338096,0.56663257,0.945204,-0.0839471,-0.125852,1.3109645,1.8981423,1.7334725
1.2022117,0.6077557,-0.6597409,-0.2263517,-0.34275582,1.0824865,0.53576934,0.046154093,0.5540236,0.29199734,1.682426,1.9178188
