p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11
1.3921342,-0.12687592,0.26658088,-0.48556212,-0.07275373,-0.063119315,0.5554142,0.5350553,0.70082194,-0.21930663,2.2899551,0.11840327
1.3008801,-0.07838358,0.38958815,-0.64436346,-0.17691448,-0.02141479,0.8391064,0.79099435,0.69112307,-0.20348147,2.097698,0.2760199
0.035834096,0.5953109,0.22887647,0.21068214,-1.0041637,0.3833746,0.50292456,0.5098058,0.7863448,-0.63252056,0.7892765,0.87351704
0.042298924,1.0008775,-0.87928045,0.035367876,0.675605,-0.11212805,0.19347258,-0.040298995,1.0749482,-0.3166409,1.256034,1.7318556
0.87546754,0.9679156,-1.4833562,-0.02300008,0.03505743,0.79408914,-1.7996595,1.3188734,1.1335206,-0.70918316,1.5729433,1.386607
1.5110477,0.40027836,2.5698724,-0.40951115,0.1488401,0.12675132,-0.18397795,0.78397864,0.08746406,1.0571636,2.6172893,1.66417
1.1410639,-1.0203967,0.06593044,0.36361095,-1.104277,0.19418919,-0.04384002,-0.40833345,2.03139,-0.9151215,0.5526886,0.84142965
1.4328231,-0.9207912,-0.6929036,0.17388996,-0.9239018,-0.77701885,-0.74740064,-1.4132532,0.9951814,-1.6798706,1.4764987,0.55168366
0.334636,-0.5360701,-0.31502393,0.2836192,-0.6107156,0.44865942,1.1847647,-1.0500635,1.7837609,-1.4421788,0.62469625,1.2417489
0.6449832,-2.5488467,-0.16017763,-1.1595471,-0.7712222,-1.0762526,-0.47096384,0.04859446,1.164613,0.7450909,2.7489767,-0.44360164
0.78097147,-2.2564254,-0.20903961,-1.2238857,-0.8337122,-1.2113272,-0.6842747,0.10586176,1.303218,0.78487986,2.9911542,-0.5714674
1.1562115,-1.19319,-0.5282974,-0.17957112,-1.2750098,-1.1986476,0.34171844,-0.34578487,-0.2076478,-0.012461587,1.698115,0.7707894
1.0573208,-2.090664,-0.5793898,-0.5376317,-1.2840878,-0.8645599,0.02915699,-1.0820494,0.42740127,-0.6591017,1.5784714,0.6467487
0.507786,-1.41617,-0.013831535,0.056685973,-1.5742823,-1.4306526,0.15186541,-0.60010815,-0.120967284,0.13193034,2.1438122,0.93347967
0.164291,-2.4084377,-0.6231581,-0.47111762,-1.451333,-0.8905158,-0.09650945,-1.5284142,0.4211033,-0.4686482,1.8316844,1.2378364
1.5176344,-1.2855362,0.1891259,-0.18744317,-1.509207,-2.1186655,-1.0871863,-0.60172737,-0.39998806,0.4468551,2.2247944,1.3102889
0.017166749,-1.725728,-0.44503993,-0.61567354,-1.5262029,-0.6910082,-0.4314826,-1.5604423,0.27955285,-0.63901067,1.7712613,0.5663427
0.9122796,-2.8995194,-0.7446749,0.26983216,-0.38587764,0.35331202,-0.15411393,0.19476485,0.51841015,0.9679679,2.8673844,-0.063428245
0.83670187,-3.2776427,-0.88789445,-0.46239376,-0.6082918,0.94914633,-0.4340805,-0.90831673,1.404112,-0.27201325,2.3332257,0.1431364
0.9124367,-0.49350047,-0.3032969,0.56691533,-0.7323095,-1.6070187,0.8692013,-1.0540483,0.075411536,-0.06373059,2.3412843,-0.27650347
1.4634514,-0.77346265,-0.11774523,0.12476181,-0.92326516,-1.6574839,0.8394458,-0.57926583,-0.2585482,-0.2292805,2.0362012,0.056371156
1.5169729,-0.33277696,-1.2280445,-0.64515615,-0.47048968,0.34206977,-2.8637173,0.09157905,-0.8953927,-1.4072965,2.2315602,2.517649
0.9295748,-1.3678778,-0.550131,0.7592862,-0.8513986,-0.26271567,0.16706093,0.1030287,0.22689469,0.34937555,1.4923995,-0.09121916
1.0042899,-1.7645215,-0.8184691,0.4464198,-0.7439889,-0.098812684,0.14481543,-0.04104986,0.14921872,0.30776992,2.11507,0.1572103
0.92684,-1.2660552,-0.71177036,0.5659508,-0.9340689,-0.4326568,0.16578242,0.13069503,0.19970967,0.33234915,1.7120047,0.14919613
1.1360478,-1.8291608,-0.6379439,0.62916434,-0.9280667,-0.2849881,-0.008177449,0.037368607,0.21137105,0.35058102,2.1683168,-0.032263473
0.9587251,-1.3905925,-0.5603078,0.5717249,-0.8945364,-0.23381259,0.14393508,-0.05444158,0.25105163,0.3831756,1.7520514,0.13167934
1.0366629,-1.6039045,-0.51672864,0.7434816,-0.8477151,0.016463904,0.074629255,-0.026040757,0.16517614,0.35598144,1.9695878,-0.28299794
1.0210412,-1.5928023,-0.28658342,0.56332356,-0.8682939,-0.09659652,0.055044997,0.0759655,0.18861893,0.16271286,2.106433,-0.26006705
0.93841857,-1.4055412,-0.46396017,0.542126,-1.0505056,-0.15056522,0.24002008,0.19925208,-0.015199108,0.41597793,2.001747,-0.16146837
0.093716025,1.2590996,-0.475322,-1.7106835,0.057967544,-1.7233876,-0.1721126,0.047615618,0.7626988,-0.138957,2.14782,1.183338
-0.21235785,1.0009034,-0.4064223,-2.1856072,-0.2879529,-1.2631079,0.009335992,-0.62530994,0.88979673,0.2153987,2.2311273,0.87462574
0.58302486,1.2458218,1.439511,-0.014814445,-2.0183432,-0.73110574,-0.32136884,0.9219292,-1.1509732,-0.23469771,3.0264518,-0.8648562
-0.06754137,0.2924669,0.34073815,0.2004287,-0.3769572,0.55912155,-0.31612757,0.22324838,0.5657082,-0.78336984,1.135709,0.04376518
-0.5370642,0.010752659,0.69249594,-0.37208152,-1.0529635,0.129628,-0.5072396,-0.6866717,0.4910244,-0.052996777,1.7818503,1.327264
-0.94674265,-0.06215549,0.25320467,-0.033875257,-0.96123534,0.5207709,0.006274646,-0.29935098,1.0614474,0.49565727,1.2254423,0.23604801
-0.72077376,1.5074353,0.43167746,0.12286235,-0.116546944,0.77379465,-0.8266927,-1.0600721,-0.29240823,-0.5907258,1.4144529,0.084585905
-0.48155946,1.497266,0.6428963,-0.078773685,-0.8608112,0.3462082,-0.7631881,-1.4300956,-0.2357872,-0.26287472,2.17679,0.5022893
0.51766145,0.42510292,-0.28029466,0.61102366,-0.64162207,0.58337486,0.27003947,0.08948226,-0.104743995,0.50822985,1.0345098,2.0827634
1.0035415,-1.1721115,-0.5311155,-0.10865475,-3.0975423,-0.7947804,3.917034,0.17970079,-2.9235008,-0.509522,1.5956584,5.0439606
0.20716284,2.3606513,-0.06942246,-0.3163413,-0.677313,0.42205137,1.8059822,2.16594,-1.5112784,2.0247781,3.3548968,1.4053718
0.6756311,1.9838469,-1.0220361,0.10310107,-0.3257617,1.1752443,-0.005886988,1.0518835,-0.37566182,-0.5989388,1.2685097,1.7141211
0.4003816,3.0033116,-1.6139858,0.12897931,0.46834576,0.4910128,1.4637215,1.310103,-1.0530422,1.1624258,3.0322006,2.5671184
0.9289788,-0.85226053,1.2166181,0.50178427,-1.5227929,-1.2982534,0.493912,-2.2170794,1.8966676,-0.39851508,1.468098,1.156719
0.82542795,-1.0160792,1.1707406,0.6118914,-1.4388685,-1.1952236,0.5611414,-2.3104775,1.6363448,-0.55861074,1.4734956,1.663521
0.42362595,0.0976342,1.7402668,-0.5460109,-1.7051301,-1.7709386,0.4188758,-2.1051528,2.0247903,-0.8400693,1.7152967,0.83373934
0.53602374,-0.11872144,1.5307809,-0.27791312,-1.5505723,-1.721975,0.4187709,-2.2496908,1.7882208,-0.7252096,1.6478581,1.1918968
-0.22245175,-0.20751868,0.3645595,0.30837283,-1.4224471,-2.1793706,0.85512334,-1.9013597,1.1811527,-2.129853,1.3188224,1.1090295
-0.23403387,-0.36712664,0.3803934,0.53788865,-1.4554613,-1.9312147,1.247544,-1.8554875,0.8286939,-2.0070598,1.2390668,1.5757152
1.463901,-0.814158,0.17190595,0.6544696,-0.14156267,0.23741393,-0.37199566,0.06717537,1.490404,-1.3955946,1.0975589,0.90040773
1.1211997,-0.74874336,-0.16468653,0.6233534,-0.16285695,0.18364711,-0.3691528,0.07186732,1.2990816,-1.0938569,0.97555166,0.87038016
1.3448123,-0.7222038,-0.011123208,0.8435919,-0.14750062,0.17415273,0.077318616,0.19513057,1.2991143,-0.944306,1.0059428,1.038292
1.2448179,0.29945758,0.7530484,-0.2576577,-0.4238493,-0.27636474,-0.054238036,0.15335345,1.4432343,-1.7435622,0.93071175,0.8452044
1.0128957,0.31909782,0.49930945,-0.39513832,-0.3724922,-0.25873765,-0.18457878,0.18399274,1.3604618,-1.4142746,1.116752,0.40649685
0.9762717,0.23367776,0.50421524,-0.2108332,-0.5311611,-0.31329492,-0.260571,0.24025795,1.453588,-1.3871388,0.9976205,0.5528856
0.3242921,-0.16751923,-0.36118412,0.43569785,-0.356518,-0.8012925,-0.15735409,0.14563182,0.5811671,-2.8188462,0.92296135,1.0536549
0.49539068,-0.34014362,-0.3730049,0.50334084,-0.24598727,-0.39281315,0.043350384,0.18213056,0.6502602,-2.3108852,0.8328043,1.162393
0.02120734,-0.293189,-0.69445574,0.63122237,-0.3305089,-0.7535281,0.2029457,0.15794756,0.34589452,-2.3546467,0.8913022,1.0241694
0.24318935,-0.13214675,-0.80104685,0.624513,-0.49778068,-0.7849424,0.2684153,0.22890124,0.39367452,-2.254085,0.81443596,1.0001298
0.8678052,0.94357014,-0.3279587,-0.7175398,-1.0332158,-0.15247847,1.4186721,1.7351545,-0.18765064,0.024340218,2.3731158,-0.60809267
1.6033915,-0.34323743,0.47699887,-0.13056217,-0.4278558,-0.87833995,0.7734331,1.3946048,1.1188453,0.9837596,1.7643075,0.507542
1.559656,1.4174961,-0.049828023,0.651003,-0.35374564,-1.5527037,-0.6518513,0.5674076,-0.6176183,-2.0140862,2.0700684,1.5365783
0.6366805,1.5891796,0.38811228,0.4345508,-0.34998897,-0.06057026,-1.0187101,0.83465433,0.36980104,-1.36106,1.6334128,1.0362952
1.1148674,0.6738785,-0.63363653,0.42021707,-1.2501469,-0.1179533,-0.67719185,1.0211947,-0.048310537,-1.3805107,1.3975414,1.9082702
2.680877,1.2145183,1.042017,1.3395004,-0.16602817,0.25463897,0.31824112,1.0490594,1.4638857,-1.2401124,0.7602414,1.9599235
2.2686,2.4145336,1.7835699,0.012588559,-0.5243101,-0.29871413,0.38752618,1.0245355,1.4328755,-1.519053,1.1845535,1.3730011
0.9511187,1.6652926,0.17909549,1.008011,-0.6582448,-0.70619607,0.8152002,0.8060948,0.10951069,-2.4327161,0.8305597,1.6795375
1.1985871,-0.09616461,-1.6944791,0.56093377,-0.7863189,0.050140377,0.2549573,1.2717373,0.7555709,-1.1384382,0.9813192,2.5684912
0.8026452,2.7848628,-0.06744932,-1.3789979,-0.20694648,-2.3896399,-1.8607366,1.6030959,1.6642209,-1.8883855,1.1905174,0.85254437
0.20745054,-0.14810596,-0.1436428,0.06447879,-0.1462243,0.50624716,1.1183666,0.886518,-0.0071809073,-0.914622,1.6112052,1.1418488
0.40808475,-0.27756426,-0.31409526,0.18274519,0.0021645974,1.0554405,1.2747777,0.76440084,-0.49869743,-1.2925469,1.9174371,1.1000286
0.15589076,-0.08272215,-0.029429838,-0.077049695,-0.22237039,0.27909148,2.174746,1.0880076,0.21955444,0.0009266309,1.3800374,0.5469567
1.2542168,0.22890973,-0.22765958,0.7900917,-0.19083346,-0.65657055,0.21747282,0.52383757,0.3425626,-0.167857,1.0016904,0.9589545
0.4612069,-0.9760854,1.2469434,-0.06576815,0.19488353,1.6422955,0.16660488,-0.61467266,1.4435564,-1.5464715,0.99114335,2.1252527
0.2210315,-0.15147878,1.6111817,-0.9970622,-0.05383944,1.1169682,0.213923,-0.50477105,1.5325941,-1.951104,1.0786498,1.6304982
1.2825435,-0.22022222,0.7776869,-1.0920885,-0.12750192,1.1411409,-0.17089058,-0.46181163,0.44607577,-2.1678863,1.7431464,2.3078089
-0.04174843,-0.2690608,0.02456706,0.50427336,-0.2869944,0.39982435,-0.29259664,-0.3064403,0.6484983,0.014435711,0.48024464,0.7079117
0.11924896,-0.31323594,-0.011978815,0.64994943,-0.1250917,0.3505102,-0.40156227,-0.41325188,0.5817394,0.11041814,0.46881413,1.0396193
0.46467307,-0.554499,0.28785175,1.4272664,-0.47848198,0.5475862,0.8698467,-0.091791116,1.7690805,-0.23417203,1.3507006,-0.6540692
-0.1295827,-0.7623316,0.3023609,1.9137645,-0.72315454,0.68100303,0.47142854,-0.090535335,1.6361953,0.08585022,1.3374922,-0.41538158
-0.15743512,-0.9374791,0.35853338,1.665378,-0.666376,0.62291026,0.6978631,-0.23620206,1.7925482,-0.17931943,1.2896606,-0.4814805
0.28902414,-0.28680703,0.040983137,1.7062813,-0.22458579,0.30502662,0.8075335,-0.17922688,1.890358,-0.110577635,1.4300066,-0.50927377
0.55407685,-0.21980363,0.25288206,1.3910351,-0.32742855,0.44792825,0.8998623,-0.33033958,1.8250203,-0.045040756,1.4439822,-0.22229438
0.1923894,-0.6279142,0.4105786,1.813047,-0.6496041,0.48723426,0.6154019,0.02108433,1.7499802,0.028374774,1.3570676,-0.4088037
-0.32688698,-1.3050052,0.8410833,1.6655132,-1.4668713,1.3791378,0.3989461,0.09299679,1.2848984,0.031015793,1.3584605,-0.59310246
0.38805118,-0.618718,0.62318397,1.496086,-0.32870087,1.0031164,0.66589254,-0.24774854,1.5861018,0.092370726,1.669932,-0.3508919
1.395552,-0.07857817,0.44844425,1.7701598,0.25113025,0.8655001,1.4277312,0.19508125,1.5302793,-0.11405971,1.8094556,-0.08228508
0.41174322,-0.1850443,-0.028098267,1.8005065,-0.25459567,0.39840525,1.0632676,-0.26538473,1.6027806,-0.00209294,1.5240796,-0.3949117
0.19777696,-0.33481604,0.4791176,1.684977,-0.7188932,0.38581693,0.7090493,-0.36477917,1.6123438,0.013711716,1.3241837,-0.45607394
0.17541546,-1.1472186,0.034078997,1.5648098,-0.5577439,1.362204,0.64265823,0.7819475,2.2850578,-0.6233984,1.4511582,-0.6441387
0.39992353,-0.6813426,0.33621576,1.3396865,-0.19336897,0.9554167,0.7009761,-0.11543914,1.548826,0.18389703,1.6487594,-0.39681107
0.2901244,0.8798803,0.92720884,0.3481663,-0.69261116,0.14933749,1.0190562,-0.2067098,2.0071695,-0.37123865,1.6072247,-0.93824446
-0.05637106,0.67919075,1.1109076,0.7897714,-0.63018095,0.17417479,0.62458354,-0.3609091,2.1767507,-0.20688857,1.4556777,-0.68589836
-0.04885541,0.43506438,0.9455515,0.5903371,-0.99168366,-0.015685264,0.7613218,-0.36982012,1.8465207,-0.12041268,1.5618011,-1.0117903
0.11854901,0.8935749,0.7332984,0.50560075,-0.7732823,-0.021703856,0.8578324,-0.3299261,1.9475452,-0.5200617,1.3450767,-1.0145705
0.47241533,1.0090638,0.7152221,0.27699104,-0.644114,0.088810794,0.9292497,-0.25165182,1.8105522,-0.33022562,1.6474073,-0.91642547
0.19121033,0.71307296,0.7939493,0.69879425,-0.88043964,-0.061494105,0.787864,-0.24728239,1.8183643,-0.28106913,1.4203664,-1.0346868
-0.35319823,-0.042087074,1.6691142,0.38960227,-2.0310004,1.1492493,0.21013881,0.25263223,1.660987,0.033203337,1.1576151,-0.97851694
0.35483667,0.7027579,1.1477532,0.58763933,-0.64232266,0.40291554,0.6584554,-0.4149055,1.8794074,-0.148662,1.5149425,-0.62621415
1.0675448,1.119276,1.192121,0.9589625,-0.0841097,0.22743075,1.2861569,-0.14172792,1.6302906,-0.25069913,1.9797283,-0.68089116
0.35708773,1.1595496,0.56467843,0.4633092,-0.5365511,0.05188413,0.9512613,-0.4794989,1.9294549,-0.5043702,1.5433307,-0.7853536
0.012921617,0.8198301,0.9119696,0.6306205,-0.711209,0.03759865,0.851965,-0.29764503,1.8320123,-0.2086709,1.3417995,-0.8304945
0.45905846,-0.16697998,0.6035358,0.50641185,-1.042522,1.17561,0.7225113,1.0505506,2.628639,-0.4909934,1.3118728,-0.93732053
0.22831881,0.72436637,1.0552725,0.3904621,-0.7523203,0.4461295,0.6069296,-0.43072906,1.8543586,0.1402155,1.775584,-0.89508724
-0.11156894,0.4932565,0.15140127,1.0785434,0.0662226,0.49124527,1.7166661,-0.6372732,0.7782742,-0.20174892,1.9403546,0.13782659
-0.5435114,0.14030802,0.17719439,1.8063545,-0.22582506,0.57586884,1.4301637,-0.6792665,0.64980364,0.35038772,1.8410313,0.10727083
-0.40711993,-0.14342944,0.19734494,1.347085,-0.21793894,0.570947,1.6359048,-0.77962625,0.5134122,0.07719,1.9317247,0.061044443
-0.093997024,0.61221033,-0.14236186,1.2733254,0.050260786,0.24778965,1.697896,-0.783549,0.8761504,-0.11222716,1.8036845,-0.13915896
-0.20090425,0.5800289,0.12639686,1.1057056,0.08396636,0.5393106,1.7894791,-0.71232235,0.62626594,-0.0027003742,1.9342178,0.22050117
-0.026437074,0.27831653,0.3941133,1.416452,-0.057728693,0.2432874,1.6265155,-0.58519655,0.81251395,0.21518803,1.7697678,0.031586308
-1.0555514,-0.4828001,0.6937672,1.7276824,-0.90028703,1.5400178,1.1901249,-0.24679612,0.11526233,0.5190812,1.8256105,0.12776814
0.020805763,0.29664984,0.4674914,1.2711145,0.28436053,0.79812723,1.7377933,-0.5062381,0.3920513,0.26173022,2.0760696,0.29025406
0.8776777,0.77351826,0.4633123,1.4255531,0.76154596,0.65768397,2.091847,-0.18645486,0.20243154,-0.10468363,2.3976092,0.16523415
-0.16014957,0.6323898,0.014401028,1.4627018,0.011473769,0.39033562,1.9530705,-0.93901324,0.62522674,0.04569442,2.082961,0.106549874
-0.31124893,0.21626411,0.15670757,1.522549,-0.10531164,0.47538692,1.7230384,-0.68264043,0.5994042,0.07310885,1.7731509,0.11456562
0.035181265,-0.7313367,-0.09920394,1.3234301,-0.13255614,1.6397063,1.8155862,0.802949,1.2591422,-0.1732573,1.6215222,0.11431201
-0.21158803,0.26057076,0.07796506,1.3394257,-0.1544019,1.0096602,1.581543,-0.65331244,0.5687673,0.47583812,2.0397146,0.33192182
-0.06558605,0.6323546,0.24232364,0.19453597,-1.1201802,0.19773944,0.50849515,0.5444983,0.7282672,-0.697434,0.79056585,1.0105395
-0.05629166,0.91542476,-0.8253534,0.022414563,0.6483213,-0.08985632,0.14875932,-0.091648154,1.1598495,-0.33425736,1.3140188,1.6421363
0.06367789,0.7055128,-2.5060375,0.44529188,0.7822361,0.6021297,-0.51889753,-0.0691089,1.4618483,0.45147666,2.8931718,0.14162725
0.09207026,0.7331747,0.16129287,-0.85201806,-0.4837849,0.7429914,-0.7257216,0.9748914,0.49731264,-0.75474244,1.761738,0.9411788
-0.12501442,0.5779108,-0.17844191,-1.1904516,-0.44017187,0.99332494,-0.55562174,0.8637542,0.49072504,-0.4745547,1.6718377,0.91749775
-0.07092107,0.45214725,0.09605703,-1.2993227,-0.5768876,0.8788831,-0.42137387,0.90211886,0.54335207,-0.2775568,1.5241472,0.9641311
-0.06907009,0.66222334,-0.036599126,-0.9782304,-0.30212933,0.8901697,-0.6401131,0.8100392,0.61728585,-0.29933944,1.8323965,0.951357
-0.04796322,0.5410825,0.03127556,-1.1987269,-0.39521348,0.9146036,-0.8447076,0.8074679,0.60333,-0.36379886,1.5417682,0.9274475
0.326005,0.53948694,0.19615516,-1.0799885,-0.61200464,1.0256385,-0.4728711,1.0033904,0.5884808,-0.60207987,1.5115236,1.2184886
0.2409844,0.9504909,-0.35864314,-0.93874824,-0.15691145,0.9356103,-0.35540187,0.68500316,0.8661264,-1.0914493,1.8416473,0.45453233
0.36402753,0.8927389,-0.46897244,-1.1031858,-0.18153895,0.8095213,0.037352767,0.4763797,0.9451139,-1.0620606,1.66535,0.6426703
0.31324148,0.87110335,-0.607363,-1.1308496,-0.45291722,0.67566085,-0.09878551,0.70865417,1.0008984,-0.9925033,1.5609231,0.38487208
0.28533587,0.84532017,-0.41994932,-0.9197945,-0.25235617,0.75655466,-0.06677986,0.78570807,0.7713952,-0.84033144,1.7589841,0.41422966
0.20172077,0.8476483,-0.38316926,-1.0469021,-0.06919722,0.8848696,-0.37700647,0.6122306,0.92735183,-0.85634667,1.7451917,0.63429254
0.2076678,0.72467387,-0.28486305,-1.0212595,-0.23660041,0.78094953,-0.08354293,0.84804004,0.6506832,-0.86858684,1.795335,0.5181607
0.021768712,-1.1453445,-0.32814032,-0.63273996,-1.2217511,2.029137,-0.82883173,0.8206378,0.70828295,0.97716826,1.8360065,0.99978477
0.4741246,-0.6864549,-1.1148398,-0.8180331,-1.3914617,1.7628307,-0.16943865,0.8260313,0.99185187,0.5133162,1.5210431,0.553951
-0.44724914,-0.27744752,0.8765652,-0.046917904,-1.2074883,-0.42296335,0.73983294,0.43062064,-0.90288264,0.42622828,1.6211048,0.65240633
-0.551985,-0.49412632,1.0462966,0.1594229,-1.3052002,-0.5863508,0.7064641,0.22479929,-0.7609249,0.4669912,1.9014224,0.57146865
-0.62074345,-0.08233158,0.7086767,0.09292445,-1.3968236,-0.60969293,0.6716966,0.45515034,-0.5024993,0.17786679,1.8935584,0.49048722
-0.21827288,-0.07456109,0.8453348,-0.010092386,-1.1554912,-0.5741588,0.5139289,0.27352646,-0.56615156,0.26465407,1.6213826,0.35092604
-0.4402583,-0.2939183,0.6239345,0.15376647,-1.3323119,-0.71755576,0.5790456,0.30580977,-0.34069443,0.40776932,1.8014342,0.44776955
-0.4528712,-0.44328496,0.014802847,-0.087358266,-1.0486687,0.17635092,0.22116299,0.3816572,0.19773385,-0.48089567,2.2702894,-0.06562746
-2.3438053,-0.15640944,1.2216955,1.6571468,-0.8830891,-0.7002957,-0.013926394,1.6635137,-1.4295746,-1.297035,2.052012,1.2913053
-0.47529846,0.6179617,-0.39211482,-0.29172397,-0.8492947,-0.71798956,0.87411916,0.8463342,0.029436247,-1.4434805,1.6259179,0.44488394
-0.21852356,-0.7021251,-1.241287,0.15997921,0.2864731,1.0073335,0.85614073,0.38928655,0.5282924,0.49428684,1.7225447,0.7797721
-0.1784851,-1.0763333,-1.1530039,-0.07771093,0.091376394,0.5737794,0.741507,0.14172645,0.21857874,0.7003925,1.7018437,0.84515095
-0.29230934,-0.32286185,-0.5455827,-0.036411643,0.061175905,2.1307862,0.7464386,0.4775076,0.93764395,0.16857575,2.5800536,0.24126014
-0.15854245,-0.4872616,-0.95799774,-0.30728465,-0.51073146,2.1888595,0.13822713,-0.46393394,0.36500642,0.0055462434,2.3010528,0.38949245
-0.34242722,-0.19711652,-1.0176723,-0.55809045,-0.54748964,2.2521098,0.28404388,-0.30733985,0.48216495,-0.15060422,2.1502943,0.48880473
-0.1758082,-0.19235536,-1.1409172,-0.25872543,-0.6910681,2.0804498,-0.010720268,-0.4889483,0.6136266,0.26013404,2.0104556,0.518639
-0.31523675,-0.48643136,-1.4497861,-0.19637579,-0.5551447,1.9661273,0.37078133,-0.34086514,0.44508728,0.0023737343,1.7800976,0.6945234
-0.5523366,-0.7025549,-1.1620775,-0.115837194,-0.65508294,2.1395414,0.19829804,-0.30087867,0.54215664,-0.29905224,1.893692,0.34725252
-0.20713119,-0.5312329,-0.5411828,0.034326017,0.010281374,2.2473495,0.5717595,0.36668816,0.9479544,0.23604232,2.472316,0.46759275
-0.4183478,-0.43958795,-1.3000287,-0.0694185,-0.7714713,2.087157,0.049868092,-0.17376001,0.53091484,-0.15886052,1.9596186,0.41516557
1.3812039,-1.3493352,-1.8795463,-0.42836756,0.20682414,2.0728729,1.1785381,0.6425853,0.5233273,-0.91603976,2.3512099,0.0036743793
-0.44807544,-0.5546192,-1.3470613,-0.25579977,-0.714342,1.9665215,0.19810902,-0.20308115,0.6060508,-0.017463183,2.053946,0.4616706
-0.19809403,-0.47666034,-1.2264234,-0.5318847,-0.70783716,1.9966877,-0.26493114,-0.21752335,0.764987,-0.20244229,1.9106423,0.4081727
-0.053952202,-0.57684755,-1.1172935,-0.35594425,-0.9779821,2.1659493,-0.2762172,-0.33228892,0.8311698,0.15500835,1.8384093,0.5155292
-0.2264772,-0.35133055,-0.79484683,-0.018172523,-0.09309636,2.1620867,0.46390235,0.30780333,0.8480689,0.16828893,2.5653656,0.31730312
-0.1989563,-1.2071122,-1.3487904,-0.58643574,0.3270779,0.28621656,0.9126041,0.05200214,0.3018365,0.85372853,1.9437566,0.8549297
-0.20111577,-1.0972155,-1.4617133,-0.05787275,0.3771139,0.8662955,1.0928308,0.49638617,0.72995025,0.9513573,2.0239959,0.63598484
0.83112097,-0.35245425,0.46031255,1.833577,-0.9665163,1.2299926,0.3425536,0.16957782,0.71954,-0.8927088,0.4804686,0.99713176
-0.18560559,1.3940933,-0.20521156,1.2509503,-2.1730776,0.92707574,0.28994954,-0.9885398,-1.9387016,-0.26763994,1.3165338,0.48286211
-0.6318522,0.9566937,-0.47944215,0.8064885,-1.5774918,1.0290313,0.19103181,0.12147422,-0.96291393,-0.77045584,1.405791,0.3164304
0.00569124,1.122521,-0.32303828,1.2220031,-1.9179157,1.0587826,0.14059484,-0.7939311,-2.0248158,-0.44939494,1.3141135,0.77164596
-0.1949724,-0.2976109,-0.5349062,1.8143172,-0.061511375,0.793423,0.54069144,0.44777495,-1.2653089,-0.9325875,1.3461292,0.8432363
-0.58421385,0.74744534,-0.21006532,1.6537553,-0.7735681,0.7497048,-0.027106838,0.36153188,-0.43329948,-0.8615471,1.3689486,0.56477785
-0.33779383,-0.12048394,-0.83700204,2.5407658,-0.22964138,1.0195781,0.26037997,0.3740942,-1.0658576,-0.8576154,1.6174595,1.2187169
-0.8248181,0.7747157,-0.23101974,1.4049537,-0.89050037,-0.0352967,0.8444051,0.10745228,0.2284301,-1.8426787,0.4832934,0.84979725
-0.17118509,1.0933285,-0.12881315,2.1938853,-1.1534916,-0.78438836,1.1830508,-0.30676132,-1.4069165,-1.1863744,0.924468,0.8828526
-0.5160236,0.68575543,-0.4248863,1.815411,-0.6741381,-0.36253795,0.95181876,0.66007,-0.7169972,-1.5852553,1.2630131,0.6187275
-0.13650097,0.97069925,-0.40893888,2.22567,-1.0967652,-0.7708605,1.0400007,-0.0514655,-1.5134388,-1.3021002,0.88218796,1.042756
-0.39468667,0.6807632,0.08831708,1.2815573,-0.17494455,1.2972823,1.4083567,-0.24620487,-0.5181265,-1.0186278,1.1569448,1.0735759
-0.72877127,0.5861563,-0.36592245,1.6380239,-0.8201029,0.612244,0.014729492,0.2648948,-0.3902442,-0.9150422,1.3103591,0.7531214
0.21325831,1.3464763,1.7024466,1.2779415,-1.0937561,0.031920083,-0.16680378,0.5099241,-0.29912472,1.2936518,1.7847992,1.6975456
-1.9702024,1.6070913,0.073861666,-0.7651966,-0.22414926,-1.682684,1.6742308,2.5685527,-2.5597725,0.62045217,3.023403,-0.61845285
-1.5087339,1.5305891,-1.0869073,-2.445798,0.050414704,-0.59545845,1.3734485,1.5345799,-0.11022483,-1.9470643,2.2306051,-0.52340823
0.6143683,1.794654,-2.2845905,2.7758613,0.49507686,-0.65223384,-1.5595677,-1.1260895,0.6554446,-1.0594928,3.3067389,-0.58860445
0.47919577,1.9565104,-2.070673,2.886032,0.4528654,-0.6654892,-1.3302622,-1.0853653,0.53636897,-0.9281481,3.086387,-0.6869982
-0.2313466,0.18643737,-5.551701,0.20389067,-0.37694845,-1.9170965,-0.007441555,1.5255244,2.9468453,-1.648063,1.1519111,0.30548745
0.4409045,0.5255946,1.0098972,-0.18914329,-0.81738263,-0.109624766,0.55930525,0.95558417,-0.35964996,0.48067468,1.783069,0.90346295
0.76273745,-0.3092498,0.053068005,-0.3165431,-0.39068726,0.51194966,-1.7788042,0.09265346,-0.49590877,0.5257971,1.121592,-0.035121817
0.16023847,-0.199898,-0.008198366,0.19503924,-0.52143776,-0.07854317,-0.735039,0.03201792,0.08454245,-0.026385328,1.0211229,0.24298438
0.14313968,-0.24813025,0.07851266,0.2237205,-0.44893125,-0.04091014,-0.62066907,0.09335947,0.10566264,-0.054804977,1.0825679,0.22313721
0.16438876,-0.22368747,0.026179448,0.2937603,-0.4155803,-0.08589778,-0.64525324,0.012739221,0.025316076,0.1088221,1.0177344,0.16674222
