p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7
1.3783098,0.9654502,1.6058385,-0.98248285,0.37068817,-1.4134607,1.6894019,0.16474426
1.3344797,0.95225126,1.8847976,-0.95308256,0.1679187,-1.1213652,1.6592214,0.24189107
1.7990677,0.9587067,1.7797115,-0.60084,0.42932826,-0.27558327,1.8048803,1.8084673
1.5799538,0.97792923,1.5844891,-0.80053854,-0.013675296,-1.347756,1.7118518,0.20149183
1.8630933,0.67871374,1.5483863,-1.8319596,0.30270463,-0.93512297,1.9415603,-0.12418676
1.4768015,1.1210829,1.7423658,-0.68990993,0.30454713,-1.2829463,1.6665856,0.18447904
1.3894626,1.0384368,1.6983664,-1.2903843,0.123326756,-1.2802035,1.624796,0.069291234
2.413557,0.51083493,1.5140918,-0.18987437,1.5896587,-0.8992539,1.6930729,0.8211733
1.261306,1.1679873,1.8014419,-0.8420792,0.20504843,-1.4189122,1.670117,0.09000287
0.261711,0.3244062,2.3077438,0.08917413,1.0722531,-1.2176805,1.0741295,0.26900172
0.3004805,0.45938766,2.638657,0.2664268,0.7611769,-0.76439345,1.179806,0.37863237
0.40970984,0.60729027,2.3708167,0.30392328,0.8112002,-0.74463606,1.2174342,0.51869303
0.44636458,0.29176655,2.3237326,0.063637756,0.96816915,-1.1509221,1.0005778,0.121682726
0.21071425,0.24061064,2.2846663,0.2595226,0.87011284,-1.143224,1.0264857,0.5158234
0.36062762,0.1394379,2.4006739,0.18544242,0.43388614,-1.0765816,1.0992695,0.50294465
0.606358,0.18938784,2.661178,0.70372486,1.156851,-0.13762805,1.2076089,1.8112888
0.480048,0.385187,2.4649491,0.50534,0.52188903,-0.9458415,1.151848,0.387335
0.5226241,0.09792294,2.2067654,-0.73110163,1.1248666,-0.767488,1.0689561,0.025972534
0.38846558,0.43518245,2.4987519,0.3915879,0.62587863,-1.0539026,1.2037437,0.5346265
0.29162467,0.4295526,2.3225334,-0.11194772,0.6338087,-1.1187283,1.0563433,0.27019426
1.0661645,-0.17581896,2.4283125,1.1595138,1.995651,-0.61513996,0.99151915,1.0210314
-0.0034128744,0.5853717,2.38592,0.36008775,0.97365606,-1.0162772,1.0764313,0.5220034
-1.1255217,0.12547703,0.030214895,-0.3905088,0.44532216,-1.364484,1.3745081,0.11379365
-1.4309376,-0.12918766,0.95376956,0.9711556,0.69265836,-1.3092936,1.2717347,0.30960268
-1.2231611,0.5788712,1.7175794,2.0583875,2.54183,-1.9997482,1.5869513,-1.1655138
-0.7908627,0.13187252,-0.8848748,-0.32157716,0.21957693,-0.45135814,2.4871314,-1.1859229
-0.7587485,0.24876493,-0.88047284,-0.122550115,0.23260523,-0.31757057,2.3425617,-1.394359
-1.0886068,0.43587974,-1.0850624,-0.009318441,0.114255,-0.49499667,2.1646235,-1.2733155
-1.0343575,0.39676365,-0.7575286,-0.034196123,0.14103386,-0.58512706,2.3666606,-1.3796462
-0.95268613,0.3443141,-0.99050844,-0.24106081,0.10152602,-0.34575093,2.190977,-1.2864995
-0.8488261,0.5164172,-1.253304,-0.21924038,0.2934497,-0.52367365,2.402802,-1.3133576
-1.523592,0.7526334,-0.4493367,-0.21672255,0.22730312,-1.021781,2.232337,-1.3583355
-1.3491582,1.0160588,-0.41633347,0.08990004,0.1991003,-1.0298303,2.1319451,-1.3828367
-1.5927938,0.90010977,-0.45437893,0.22080186,0.34170368,-1.1190867,1.971213,-1.3083215
-1.3823438,0.81402016,-0.27118918,0.08733111,0.079720646,-0.99544954,2.137228,-1.3338457
-1.372843,0.8312219,-0.47799465,0.12182249,0.23505604,-1.0118164,2.2530644,-1.5271885
-1.4358215,0.8998821,-0.61965865,-0.07798348,0.11924294,-0.80579674,2.1957517,-1.2067091
-1.1724516,-0.18996027,-0.78754485,0.46793953,2.4044461,0.646168,2.2852714,-2.4119608
-1.4520037,0.06686561,-0.030615754,0.7567142,2.3638496,0.059615746,1.946255,-2.0612226
-0.31792215,0.40378055,0.7551158,0.076983534,-0.042069897,1.8541307,2.1143277,0.6923841
-0.16636127,0.4406107,0.8251185,0.10708782,-0.21811873,1.9087707,2.4221642,0.7608979
-0.119165696,0.18588264,0.9918059,-0.07279981,0.18167706,1.6452146,2.401012,0.7237956
-0.41462427,0.48799843,0.6807365,-0.099045895,0.010961285,1.4783534,2.0691545,0.59592
-0.2096658,0.32351133,0.8783587,0.00490728,-0.02539316,1.3996959,2.3159597,0.717328
-0.5300709,-0.052741148,0.07476044,0.68671125,1.5965424,0.14673607,2.1044915,-0.06951851
-0.7809837,-2.1900792,-0.11828172,0.18115291,0.27924925,1.744262,2.8616004,0.07337921
-0.051834304,-0.586329,-0.048473775,-0.49009663,-0.009669088,0.94800025,3.501458,-1.286948
-0.095514864,0.6199718,0.6469785,0.80075514,1.3628136,-0.067834966,1.5013018,-2.1456592
-0.11669306,0.60770077,0.29673865,0.98122746,1.0268275,0.07285979,1.4453379,-1.8466913
0.6205069,0.9424915,0.7480196,-0.011384632,1.825769,-0.94756,2.0365324,-2.0802743
0.86265504,1.0952907,-0.30758625,0.3424545,2.1794024,-0.6228848,1.9848347,-1.8411546
0.8473219,0.8856222,-0.39903107,0.4778902,2.1330295,-0.84696925,1.8375703,-1.715509
1.1226895,0.96499527,-0.24582833,0.27221093,1.93017,-0.55725265,1.8837754,-1.8501647
0.7917614,1.0637596,0.03630907,0.93934965,2.067731,-0.7038718,1.7030792,-1.7946692
1.1615268,0.88160694,-0.4050371,0.37271714,2.2009647,-0.60159576,1.8171092,-1.6181074
0.599522,0.9922104,0.5910676,0.10407916,1.7131116,-0.6926825,2.0461962,-2.1976812
0.75478345,0.81825364,-0.16412745,0.41224048,2.3251345,-0.7894691,1.8375556,-1.6296189
1.3769294,0.77354866,-0.01219999,0.60504895,2.4190178,-0.14311932,1.8829783,-2.3160682
0.8178017,1.0262187,-0.25967756,0.5430916,2.0759292,-0.63653165,2.0076265,-1.8090022
0.73813826,0.91271377,-0.49375603,0.4379636,2.1953945,-0.5749176,1.8568668,-1.6459658
0.8597019,0.83842146,-0.28942722,0.6687855,2.1243625,-0.72755027,1.8400278,-1.8447169
0.6999225,0.9614857,0.6053067,-0.07399877,1.8400891,-0.9100677,2.0245864,-2.1423118
-0.40564996,0.9683007,0.68938005,0.9960234,0.7060361,-0.026248984,1.450046,-2.271384
-0.376916,0.61088294,0.8389621,0.69573104,1.3955096,-0.25839433,1.5381854,-2.7088156
0.32483673,0.27576128,0.13372834,-0.66714287,0.77415776,-2.689305,0.8786262,1.3873081
-1.1509781,-0.14560947,0.41616777,1.3110518,2.6380348,0.5687622,0.77905697,1.6158974
-0.9458505,0.33663437,-0.057397477,0.43557134,2.2365193,-0.67716855,0.9445275,0.62934536
-1.1359363,-0.20585905,0.10222102,1.2475468,2.6031275,0.16371602,0.76401925,1.3471588
0.076177955,-0.9917275,0.5396055,0.36147752,2.3378227,-0.9882756,0.5500936,0.16563608
-0.38781756,-0.6537313,0.103543505,-0.058439467,2.1878579,-0.8565349,1.0218087,0.60184073
-0.25972906,-1.7983503,0.089312606,0.4441164,2.9188316,-1.8300961,0.8744237,0.21447581
0.69425493,-1.1877089,0.2479619,0.273071,1.377166,-1.3358995,0.9248236,1.8761046
0.20740107,-1.9631004,0.87628627,1.0519376,1.8677557,0.209546,0.96294975,1.9592415
0.46999988,-1.8699058,0.2773904,0.51568973,1.3287095,-0.8844449,1.1200007,1.3522605
0.13694818,-2.0358102,0.47653538,0.843262,1.9449128,0.24996437,0.93946695,1.7628728
-0.5909997,0.26213995,1.4286677,0.8207573,1.7285346,-2.0286598,0.31767157,1.1434141
-0.3407398,-0.7149298,0.05778206,0.008495498,2.1650739,-0.98217297,1.0706964,0.55318505
-2.7982452,-0.8622575,1.1587282,-0.72516,-0.12699597,0.9281288,2.2598817,1.1279937
-2.688795,-2.4205585,2.4090376,-0.24598409,2.6367881,4.565485,2.2169418,-1.6001673
-2.8987079,-0.604995,-0.53718233,-1.1201975,0.2826412,2.0125258,3.3168888,-2.999826
-2.3969424,-1.9137115,1.3402789,0.21931595,3.65352,-0.44725606,1.4032637,1.4779406
-2.3369257,-1.9456799,1.5306264,0.22582658,3.3066785,-0.39224863,1.3684942,1.5913355
-5.2095118,-1.0162961,-0.078550614,-1.0758883,2.077337,-1.953063,1.6462411,1.4237825
-1.3743328,0.29987988,0.5465621,-0.36213174,0.52803916,1.1786095,1.9097364,0.36225227
-0.606953,0.7519588,-0.06023187,-0.288693,0.010363681,0.6881798,1.2647657,-0.6274186
-0.35918415,0.3816329,0.029809343,-0.33899003,-0.19822897,0.38750997,1.4085428,-0.24502529
-0.33190283,0.35501936,0.045497432,-0.21288617,-0.20573243,0.4446816,1.5248713,-0.27694565
-0.42465767,0.42798525,0.025605537,-0.33036643,-0.33894157,0.3079132,1.3287821,-0.34546927
-1.28484,2.6057498,3.461235,1.3338176,2.9932575,0.0974147,2.1757498,-0.18990612
-0.7397736,1.7320348,1.50965,-2.13553,2.2854185,0.409999,2.1686301,-0.7906379
-0.30857033,-0.8093047,-0.040900264,-2.5470836,2.2316477,-0.14531179,2.1612961,0.7901936
0.2007032,0.99987334,-0.3850042,-0.10383546,-0.2569499,-1.9173919,1.6684911,1.5665548
-0.05629949,1.2250412,-0.2080083,1.5250646,1.5307394,-0.12974499,1.8640124,1.9271513
0.24175075,-0.46089074,-0.26556957,0.4839206,1.166368,-1.3115219,1.587955,0.37514648
-0.4372179,0.78139204,0.82737964,1.6951622,0.49516386,-0.9114924,1.7240778,1.0488775
-0.3240752,0.9242716,0.59883964,2.1458824,0.12364829,-1.0750561,2.077036,0.768564
-0.42689052,1.4764544,1.0531808,2.0753803,0.19572614,-1.1977154,1.9367032,0.6769494
0.30524343,1.0438069,-0.8890757,0.6422172,1.217311,-1.0507867,1.8934817,2.2829366
0.25723588,1.0971813,0.39591208,1.2059661,-0.20079264,-0.18421008,2.154589,0.61750877
-0.3785803,1.3420948,0.5256941,1.1187932,0.24486822,-2.1390743,1.2410083,1.7548845
-0.25263458,1.2828848,0.99914426,2.4216013,0.26014012,-1.3385051,1.9057643,1.3922408
-1.0154948,0.91091377,1.4692396,-0.625583,-0.75258,-0.46353883,1.6348999,-0.90542376
-0.1384798,1.5813773,1.1561682,0.5497688,0.1650242,-0.4412998,1.5403719,-0.53892154
0.0131123,0.70100594,0.4750401,-0.71714723,-0.18011537,-0.92955726,2.0888214,-0.7059207
0.08872731,-0.10426629,0.85863686,0.10860747,0.4237171,0.34852263,1.5483726,1.258677
0.063174516,0.86448276,-0.3055708,0.5483502,-0.5873259,0.6920607,2.1528592,-0.6319659
-0.89470166,-0.07209606,0.12167517,-0.33092698,1.5872802,2.2292933,2.4465415,1.0671297
-2.730861,-0.26588878,1.7096804,2.7245367,1.1478806,-0.15962222,1.5880597,-0.11961132
1.62287,-0.5412228,-0.5190383,0.19373208,1.946163,1.6518116,3.3035245,-2.0547926
0.7928043,-0.49951792,0.6177589,1.3119076,-0.48870924,1.686709,3.1679819,1.2364315
-1.5814763,-1.015836,-1.4900633,0.13405249,1.7506869,1.7017784,3.0779362,0.3197162
-1.165433,-1.4666291,-2.5531855,0.78776467,0.2444364,1.5769378,4.6025295,1.0636015
-0.8244151,-0.3238799,-2.1731536,0.9970824,0.9435981,2.2867215,3.650449,0.08339364
-2.5252473,-0.55683213,0.97822034,-0.29605904,2.478332,0.9137854,1.8971103,0.510853
-0.995389,-0.9678234,1.7785126,-0.141272,0.59629524,0.72122765,1.8005002,1.6442053
0.14734499,0.039556775,0.6309893,-0.38997585,0.80006284,0.75913125,1.5829052,-1.0604539
0.21474673,0.19978663,0.62960404,-0.6798184,0.5918168,1.0362643,1.6851267,-0.89039373
0.06872707,0.15194383,0.50244254,-0.51855946,0.7368591,0.8787205,1.6756742,-0.9247221
-0.56628036,0.8556911,-1.5377619,-0.7224668,-0.25805202,-0.17130539,2.1892023,0.35335162
-0.8613277,0.89095646,-1.3977307,-0.7500181,-0.18065245,-0.1192122,2.1844356,0.27588713
0.039993275,0.90726846,-1.6279322,-0.6079713,0.05868059,-0.45154694,1.7967566,0.36046547
0.015763698,0.83651865,-1.5266203,-0.6109162,-0.03522504,-0.500942,1.7196649,0.27337247
0.42646626,0.018924845,3.2887013,-2.0224555,1.128165,2.964407,3.1394176,-1.5691923
0.1180012,-0.8466536,-0.09470344,-1.2600365,0.9192225,-0.32416078,1.2668556,0.8819736
-0.62030804,-0.08052013,0.4786449,0.36351508,1.6115934,1.2592665,1.338887,0.23306212
-1.0735943,-0.3688382,0.88181317,-0.27118596,0.28130513,0.9292482,2.2484179,-1.3872219
-1.149044,-0.22922161,0.7870394,-1.1894143,3.206117,0.4332452,1.617474,0.61425376
0.8506691,0.060661193,-0.43682456,-0.35924125,1.5143372,1.1846151,2.4933271,-1.2310897
0.53230137,0.42282578,-1.125659,1.334047,1.4849193,0.47686133,1.7477127,1.0315313
0.22935663,0.38194486,-0.5171973,1.058685,0.89418685,0.7392131,1.6719671,1.7916194
-0.1252114,0.92331684,-0.2794747,1.2009202,1.1175439,0.528011,1.4703333,0.9839713
0.16129416,0.8028732,-0.58371806,1.0420293,0.88594526,0.4160878,1.5713334,1.3371077
0.6377449,1.1597366,-0.6932906,1.1045431,1.975368,0.85887563,2.1505227,1.5698894
0.74868613,1.261719,-1.1267035,0.8980256,2.1311421,0.07335607,1.8463733,0.5215644
0.802524,0.9819118,-1.5516986,0.9348415,2.336722,-0.16404179,1.8034031,0.3689049
1.091614,0.9969755,-1.3538243,0.83849746,1.8494654,0.3216256,1.7913401,0.4540553
0.4878083,0.9953753,-0.85531175,1.3777344,1.7418327,-0.13150604,1.746664,0.35522515
0.97994804,1.2140927,-1.2123915,0.8606003,2.179679,0.16462459,1.8436453,0.73667985
0.8280059,1.0278713,-1.283399,0.92063963,2.1787534,0.02961923,1.7522693,0.52032036
1.2673383,0.71817434,-0.9122471,0.82520837,1.8387649,0.8131283,2.0918803,1.0536884
0.84389806,1.4336643,-1.4778033,0.7786671,2.1192024,0.009803671,1.9302117,0.45255068
0.5935019,1.0350678,-1.5636146,0.67525816,2.2574437,0.067789175,1.8134928,0.67692554
0.9006531,1.1356908,-1.4547251,1.0703906,2.0481322,0.09773127,1.918168,0.49455246
0.5468705,1.3734381,-0.79760873,1.2708611,2.0757797,0.8362245,2.255259,1.6647968
-0.44177318,1.7412204,0.10379488,1.389921,0.13627274,-0.05852193,1.5143508,0.777765
-0.20870785,1.7640761,0.17515229,1.4624379,0.6118868,0.00033346412,1.524964,0.64759225
-0.0084600365,0.84311736,-0.015382494,1.4747193,0.48849562,0.41300383,1.5196396,1.3403816
1.3113732,0.6767117,-1.380499,0.8657759,1.7229706,1.0927107,2.1087792,1.1552199
0.50000113,-0.67441225,2.7600837,0.30378786,4.183416,1.8860548,2.8329654,4.65071
-2.3268003,-0.9041305,-1.4220731,0.6403777,1.5855922,-0.25836802,2.4605134,1.2762653
-1.2724918,1.012011,-1.6157973,-1.5619946,0.99675065,-0.8177479,2.703298,0.3623493
-1.7902517,0.9197122,-1.4085852,-0.5561205,-0.12850212,-3.4636843,3.2120292,1.6286497
-1.3932586,0.86746514,-1.5463948,-0.33356538,-0.41034544,-3.055007,3.327723,1.4762728
-1.6856242,0.67049915,-1.2766552,-0.31891856,-0.35292518,-3.1700466,3.1650898,1.3416388
-1.8535218,0.47743863,0.3254034,-0.6221382,0.12745687,0.3679544,2.2044916,2.381701
-0.8916967,-0.6089326,-0.92340994,-0.10927225,0.6374411,-0.11154903,1.5435642,1.5780452
-1.3799409,0.46141055,0.17435975,-0.93057334,0.24921395,0.82117456,1.9067956,2.1407685
-1.0767455,-0.20837823,-0.75717103,-0.3471766,0.6519111,0.10297214,1.2811354,1.3400804
-0.99102,-0.21847539,-0.7526268,-0.31597924,0.42753872,0.014634728,1.1979761,1.3528227
-2.3801284,1.4238832,1.4052662,-0.8914957,-0.86348057,3.3211167,3.712455,2.1504521
-0.025013994,-0.14213285,0.8640916,0.7463297,-1.1889911,0.239335,2.6007144,2.1892524
1.4369006,-2.596906,1.3135364,-0.2345842,-1.4861516,-1.2977223,2.7954469,3.525927
2.674629,1.5230306,-0.9185503,1.6996256,0.2100413,2.4994354,3.636943,2.5988336
1.7856479,-1.0223328,1.8681718,0.9871271,3.1754818,-1.225099,1.2256031,-0.5830106
1.7619313,-1.1312581,1.9009033,0.800188,3.156896,-1.0321747,1.4813914,-0.8373536
2.2341545,-0.7514793,1.3247346,1.0633047,0.47896606,-0.26943147,2.442158,-0.4108698
2.2357268,-0.6524754,1.5657752,1.1197723,0.4553512,-0.49345064,2.2867074,-0.39235523
2.5913367,-0.6865527,1.3769149,0.5253652,0.07170852,-0.17463335,2.632575,-0.46914583
2.4487338,-0.826431,1.8085766,0.71400744,0.29546168,-0.262395,2.3960052,-0.6397033
-2.8633177,-3.2182517,0.70050335,-0.7366331,0.3293097,0.804686,3.5659366,0.6967574
2.1512434,-0.7620134,-0.42252937,1.6699616,-1.9249705,1.2221937,3.6468544,1.4447507
0.3577013,-1.661012,-0.5795345,-0.29738328,3.344655,0.10116719,1.1960074,0.80973536
-0.48627582,-1.6185954,0.56641567,-1.2181066,2.4427378,-0.13636532,1.8176782,0.85880476
-0.44345146,-1.5224682,0.64869297,-1.1594615,2.2791543,-0.19150083,1.7850952,1.0542815
-0.57712466,-1.7847365,0.47353148,-0.34315085,2.9381723,0.35709634,1.6333433,0.63243085
-0.5161117,-1.628977,0.84596187,-1.1079516,2.093492,-0.24660559,1.9946206,0.85344994
-0.48774502,-1.7755494,0.6590716,-1.0988021,2.3901222,-0.1648403,1.9314569,0.7979727
-0.35777622,-1.5928054,0.5804893,-1.1476436,2.3313584,0.0035553977,1.8173206,1.036346
-1.9068506,1.2899474,1.3130118,-0.04157171,0.058726665,-1.1140609,2.3017447,3.7878354
1.2259336,0.79552704,0.31725824,-0.56510115,-1.0254647,-1.4491799,2.3079438,1.5419085
1.4442612,1.101735,0.36606166,-0.47178602,-1.2882365,-0.99036616,2.8321095,0.82699865
-0.09501033,-0.8785753,-0.9929179,1.2226201,0.397872,-0.5104935,1.6311055,-0.4660033
0.38559708,-1.1551976,-1.3229971,1.5129511,0.5562053,-0.33988535,2.206419,-0.645699
0.34631678,-1.096087,-0.4281445,1.8178163,0.6285042,-1.7086945,1.6217304,-1.0774901
-0.49690178,-0.96084917,-0.96915716,1.3292279,0.36880532,-0.507281,1.3586018,-0.28473103
0.2822231,-0.35955784,-0.67633784,1.7242793,0.49293154,-0.15668672,1.639863,-0.27576616
0.13337927,0.14970584,-2.0625947,1.9579735,0.8784063,0.3909323,1.9067061,0.6438628
-0.31333303,0.4274504,-2.2288585,2.337506,0.7181727,0.7614769,2.069683,0.61757886
0.022377655,0.42739007,-2.175464,2.0426466,0.68222415,0.43818143,2.216851,0.33674598
0.398637,-0.25750384,-2.430089,1.69473,0.5993309,0.5341931,2.3363347,-0.07135729
-0.53750366,-0.45891383,-0.51818144,1.5891082,1.6608218,-0.9069707,1.4053954,-0.5078118
-0.7747195,-0.47576085,-0.6366871,1.8001598,1.6674342,-0.51216847,1.5066998,-0.19214474
-0.36472416,-0.2592635,-0.67026275,1.6917373,1.7565137,-0.6479685,1.6312312,-0.50517464
-0.25087968,-0.64333224,-0.77478343,1.4264798,1.5118959,-0.6213186,1.5030087,-0.7607989
-0.46113276,-0.89380795,0.12474608,2.0770762,1.6789218,-1.1277028,1.5200152,-0.6414587
-0.7322924,-0.6737122,0.39484343,2.2240505,1.7098712,-1.0657749,1.326734,-0.2828483
-0.4689173,-0.7510324,0.0828696,2.2068944,1.9985375,-1.2962852,1.5701557,-0.70335156
-0.10633493,-1.7643551,-0.5581401,1.5259877,2.577762,-1.5439303,1.8398548,-1.0058697
0.3717818,1.1911647,-1.2961073,-1.412413,-0.2463274,-0.5035526,2.408046,-0.10976515
0.31183136,1.1586101,-1.2387083,-1.4578444,-0.15799373,-0.52515966,2.4090738,-0.05816755
0.87226105,-0.3474988,0.08350958,-0.3183205,1.2661908,-0.607474,0.9011419,0.0029666014
1.0302899,-0.14914012,-0.6012805,-1.5885178,1.723687,-1.7746214,1.5357515,-1.0503137
-0.08255537,0.027803374,-0.28139088,-0.879522,1.2554669,-0.8843422,0.86684537,0.2382597
-0.88372505,0.5416172,-0.40563712,-0.43691787,-1.1298349,-1.6677028,1.059079,-0.5951769
1.2648473,-0.14762329,-0.054959003,-0.3341251,1.2233338,-1.0074071,1.3803948,-0.3484013
0.7845329,-0.2589507,-0.06755701,-0.97974735,1.6623372,-1.2305983,1.0791392,-0.48956683
1.7880101,-0.49345553,-0.50586003,-0.8374826,1.3433379,-1.3626456,0.5820605,-1.163641
-3.4030082,0.5184369,2.0133257,-0.024410563,-0.5297479,-1.0923178,3.1017535,0.858691
-1.084582,0.20947288,0.7836735,-2.098688,-0.21513052,-0.039836396,2.3388488,0.21253861
-0.28351822,0.22833382,2.5487947,0.2585722,1.0938414,1.3112621,1.6783994,0.0059174043
0.032323178,0.14038715,2.9440942,-0.0071800076,1.2067652,1.3501599,2.0630698,-0.23077051
0.5887932,-0.5124752,1.687112,-0.30801842,1.4452007,0.7313284,0.771449,1.7094946
0.121944375,0.05216233,0.08219464,-2.1570704,0.99384683,-1.1651675,1.8421935,1.3117114
0.7151459,-0.8176055,0.35020143,-0.6645737,1.6999774,1.7000864,2.212535,0.45853794
0.9537172,-1.1274998,0.23348372,-0.49653304,1.8617536,1.891846,2.348677,0.49686703
1.7042887,-1.0850025,0.09268826,-0.8174666,2.1351717,2.0221195,2.1808586,0.13272412
0.80017954,-0.7927632,0.5594269,-0.39080188,2.0023727,1.9718263,2.1474833,0.4433879
0.13987108,-0.9140457,2.1041272,-2.330656,1.3578573,-0.15577579,1.6919391,0.68913704
2.8393025,1.3291005,0.5983848,-0.38394037,1.2368994,0.3328914,2.1342425,-0.9119639
0.23100346,-1.6661099,1.1019099,-1.848822,1.022954,-0.36580345,2.2112193,1.7645521
1.827116,-0.5968141,2.3165796,0.9620294,-1.3049524,0.9312721,2.6263518,-0.45240125
2.1586251,-1.1152472,1.464584,-1.838721,-1.2948873,-1.5569608,4.503002,-0.83248717
2.0666466,-1.2933306,2.704972,-2.105875,-2.4307137,-2.100541,5.4709263,-1.5720501
-0.49840736,-0.43819752,-0.11654303,-1.3679562,-2.0060122,0.0868599,2.7443128,0.2363734
1.2828985,-1.2660224,0.9059976,-0.50600284,-0.16011457,0.83306813,2.7029355,1.168735
1.3824334,-1.6586198,0.7093448,-0.29110625,0.028874144,1.0319451,2.6979244,1.2287191
1.1124266,1.0707213,-1.4375323,-0.7800689,-3.6191475,-0.52233124,3.7644167,-0.8760803
0.6687248,-0.005550108,-0.2748637,-0.015174785,-1.6324123,-0.033159673,3.0166886,0.30631366
0.26448667,0.07210248,-0.42811257,-0.21567667,-1.4524277,-0.14856744,3.024534,-0.067504846
0.10032828,-0.056125704,-0.33906692,-0.29296225,-1.3336401,-0.2712883,2.9769435,0.1639914
-0.22702403,-2.0441387,0.20283344,0.7958354,-1.80919,0.3378695,3.7611613,-1.1542311
-1.2397592,-2.1265445,-0.5840439,0.89558667,-2.226167,-0.050439656,3.5072753,0.07807291
-0.85784537,-1.6728363,-0.11743915,1.0026388,-2.217942,0.65459454,3.6300328,-0.8642591
-1.0930256,-1.3294479,-0.6055191,-0.25348705,-3.0634727,-1.5602425,3.464558,1.9553791
-0.49460706,-0.923739,-0.925987,-0.35890594,-2.3373003,-1.0033705,4.0247555,0.8600892
0.4068443,-0.605136,2.5206232,0.42650607,-0.3371335,0.8057634,1.9611382,1.362691
0.6121109,-1.2809662,3.0502157,-0.21477383,-0.35176012,1.4082612,3.1830895,1.2262601
0.6305416,0.29503435,-0.57915413,0.17631833,1.6271653,0.7852228,1.6655232,-0.7495799
-1.045194,-0.2955004,-0.11078456,-1.4573398,-1.9099815,-0.27787793,2.407938,0.32936597
0.047913354,-2.4838724,1.4589412,0.8431556,-0.741894,1.5963455,3.3124695,-0.016243875
-1.7047015,-1.1005431,1.5225384,1.7862597,0.36677608,0.522019,1.5944356,-0.70125365
-0.36401162,1.7549136,-0.31455845,-3.4112976,0.16699344,-0.38816676,3.3743186,0.60634017
-0.64493316,-0.6645609,-0.03324285,-2.1010394,0.0705505,-0.2469993,1.8373109,0.7117886
-2.8492653,0.20057745,0.48555374,-0.3098363,1.3462256,-1.259285,2.1689456,-1.5609415
-1.0496094,-0.12641391,0.80479777,-1.938791,-0.25735253,0.08651095,2.3237963,0.45666805
-1.0536813,0.5146339,0.17778866,-0.8443455,-1.1387879,-0.5381971,2.5423665,0.20879874
0.3602533,-0.19155675,0.0132083455,0.59709513,-0.70067996,-0.043576792,1.9502089,0.032840423
0.24849533,0.1434725,0.39009693,0.44751224,-0.705743,-0.3636381,2.0706117,0.23441885
0.13268708,0.14495453,0.36008018,0.5760189,-0.7852504,-0.35235092,2.1223252,0.023363171
4.1430006,-1.2110707,0.011777332,0.1279727,1.2393818,0.5034075,2.1671593,0.34482726
3.3227966,-0.49955562,1.6470578,2.5210936,0.7738637,1.566756,3.6007056,0.16672792
1.9999818,-0.47358173,2.27442,-1.004066,-0.71771723,-0.100351185,2.600313,1.8089046
0.9673235,-0.5097938,-0.26028082,-3.2322476,-0.343063,0.50290734,3.3238807,0.75291765
-1.3857431,-2.7738178,1.9471232,-0.25169784,2.9149148,-0.3912169,1.0538028,2.6385746
0.46592823,-2.3582811,0.5223171,-1.2136407,0.177184,0.008101204,2.6635292,2.2013083
-1.0150652,0.2620152,0.6363018,-1.9863219,-0.5249688,-0.2679348,2.2807,0.34766608
-1.0328784,0.056621674,0.64929587,-2.0660267,-0.25488475,-0.074065045,2.2975268,0.12914832
-1.149064,0.12758775,0.7527502,-1.999419,-0.2225651,-0.1241124,2.2111752,0.08051225
-0.88781834,0.18474321,0.49315748,-1.9983097,-0.43767726,0.04623054,2.4181464,-0.24767096
-1.0542234,0.16219951,0.4170067,-2.0421884,-0.558556,-0.24136007,2.2829728,0.096023396
-0.9551492,0.43035778,0.69406265,-2.0649555,-0.5426497,-0.11706674,2.3753994,0.16542853
-0.9016221,0.07706214,1.0786494,-1.8699924,-0.5320153,0.19636573,2.4186728,0.35451937
-1.1919265,0.15945666,0.4331771,-1.9601028,-0.5376025,-0.1984959,2.3821754,0.1692845
-1.1437106,3.3540578,1.3141607,-1.246535,-1.4916725,-1.1826546,2.730119,-1.8686217
-0.21300122,1.1584818,0.4463715,0.7434385,0.68921036,0.2223447,2.3231702,-0.094743684
-0.48895934,1.2282748,2.5639863,2.6577225,0.5117436,-0.42718232,1.2000285,-1.1472763
-0.5211682,1.8423784,1.4211353,1.2367963,0.38682702,-0.23192929,1.7125764,-0.27247155
0.17405692,1.2262363,0.5556783,1.510335,0.2713458,0.09888432,2.067169,-0.11671322
-0.7010119,-0.6771252,-0.035485417,-2.1966228,0.1707713,-0.16537184,1.8509635,0.78438526
-0.7627434,-0.56545717,-0.011562498,-2.1310706,0.1367262,-0.27226004,1.8128973,0.7903618
-0.5879873,-0.9046363,0.5667997,0.071970746,-0.89529276,-2.8756287,2.8136308,-1.8790289
-0.91792077,-1.1821084,1.2170585,0.8144106,-1.420263,-2.661546,2.9650972,-2.4051046
0.7649169,-0.58186036,-0.7181131,-1.8964695,-1.5540371,-3.84156,3.4157684,-2.0985224
-1.2073017,-0.11327562,1.3049579,-0.6626452,0.28253075,-0.83007765,1.3452742,-1.091918
-2.1400037,-0.9924693,0.9329331,-0.6288065,1.6363214,-0.39255363,1.935212,-1.6134526
-1.5338169,-1.0777341,0.1731519,0.30328354,1.5250596,0.30221736,2.2142408,-0.99746156
-1.3316555,-0.891778,-0.08916352,-0.021892406,1.4921367,0.43006176,2.2558615,-1.1011673
