p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22
0.038748905,-1.6643226,0.41143492,-0.056114715,0.10484309,0.36850488,-0.6881145,0.7637794,-0.29667938,0.25902864,-0.26866218,0.14736384,0.86550695,0.6718848,-1.7056403,1.766624,0.13752748,0.7151751,-0.1189744,-0.34738538,0.4086034,0.57936466,-0.06977692
0.21492827,-1.6969992,0.49367857,-0.045624148,0.21352383,0.47425362,-0.39298287,0.73816186,-0.43457264,0.24678788,-0.45538425,0.2916391,0.9834733,0.6318337,-1.7488925,2.0030792,0.20802915,0.51956296,0.029897459,-0.5193547,0.36466962,0.65731597,-0.028042322
0.54669315,-0.8984573,0.33175728,0.03915154,-0.3869145,0.1731856,0.22184868,0.43635204,-0.56281126,0.7892284,-0.32200778,-0.22796567,0.73779714,-0.053508498,-1.6543734,0.6579433,0.38547507,0.14006956,0.88007474,1.2079701,0.41829062,0.3503154,-0.016815169
1.0223374,-1.630137,-0.051088743,-0.35632056,-0.9887029,0.015001365,0.24051264,0.67052794,-0.6110348,0.6290815,-0.16710977,-0.33654574,1.5230833,-0.19177698,-0.9530647,1.2457159,-0.23411572,0.015970403,0.35417414,1.0989285,0.19936082,0.048474986,0.6707055
0.23467945,-0.78614724,0.2098203,0.15189373,0.011868004,0.5399569,-0.28893843,0.36089927,-0.7812562,1.283706,-0.4030746,-0.3914605,1.0184942,0.118619144,-1.6228261,1.092689,0.66115063,-0.12367309,0.72403896,0.868744,-0.10899426,0.83630675,-0.28622824
0.3587791,-1.1545565,-0.32547674,-0.27897823,-0.9613895,0.08265157,-0.50988317,0.7107345,-1.0549445,0.83725905,-0.36465263,-0.6925545,1.9704728,-0.05165173,-0.7194003,2.105153,-0.5156383,0.19990754,-0.16908543,1.2006571,-0.2024575,0.7747122,0.16885494
0.22144066,-0.8876229,0.21410298,0.3176787,-0.51437086,0.91613054,-0.21076585,0.6538437,-0.89037967,1.0531381,-0.23010707,0.10225964,0.64959043,0.2639959,-1.5933567,1.005999,0.90809137,-0.02684086,1.2377768,0.6431427,0.052289605,0.63328695,-0.45597818
0.19894129,-0.61847776,-0.59751946,-0.22363792,-1.2829149,-0.07546626,-0.53777856,1.0314977,-0.81499666,0.4838246,-0.10298599,-0.20319131,1.3047439,0.18314904,-0.34352782,1.6671636,-0.36328724,0.41701838,-0.4672467,0.6695603,-0.094038226,0.46890414,-0.0032339825
0.6375254,-1.2787008,0.56186676,-0.024697743,-0.5521312,0.65687895,-0.98113644,1.000524,-0.3991972,-0.39713246,0.6907283,-0.8905151,1.2690182,0.88363403,-2.202558,-0.36032364,-0.58353734,0.48239505,0.37398857,0.57756025,0.16695753,1.5052764,-0.4016832
1.3557776,-1.4307609,-0.118632406,-0.70807403,-1.2391795,0.03641271,-0.53056145,1.3892266,-0.37965587,-0.4568535,0.6884024,-0.939031,2.016293,0.5455975,-0.94717634,0.44892293,-1.2720124,0.16556679,-0.59758157,0.40400228,-0.005649583,1.0336841,0.357822
1.490523,0.29767764,0.4872729,-0.12652276,-0.7562709,-0.14998874,-0.17970794,0.33495712,-0.3382974,0.8640062,-0.13095723,-0.6335794,0.5504699,0.021348028,-1.5302011,0.47658807,0.12855645,-0.106847286,0.89186996,0.6805495,-0.10965021,0.07447029,0.52318543
1.0373496,0.060814176,0.27360144,0.0031747564,-0.5193725,-0.16145094,0.08400253,0.48935872,-0.5316721,1.2576426,-0.104325026,-0.5098403,0.38974687,-0.18682691,-1.617777,0.3679074,0.35751227,-0.25648856,0.91478956,1.0253458,0.34847593,0.24346359,0.23751225
1.0939299,0.08095581,0.059510864,0.29548162,-2.0353253,1.6195972,-0.028772624,1.9700174,0.42353508,-0.56108826,0.1263691,0.7179059,0.46579188,0.6356395,-1.4227834,1.5160598,-1.2773242,0.25435442,0.013143395,0.13820821,0.017674867,0.22026956,-0.53495127
-0.223235,-0.6320137,0.5560429,0.3397414,-0.04548805,0.534781,0.14590293,0.6731556,-0.52000505,0.11115304,0.21353409,-0.029012073,0.68751264,0.945043,-1.2816561,0.44736576,0.36916724,0.32725903,-0.24568018,0.33547783,0.46041292,0.2800925,0.007204791
0.12610775,-0.7099479,0.77954036,0.47808293,-0.3656364,0.5269049,0.012155226,0.5926958,-0.6288844,-0.059014443,0.15650728,-0.03779882,0.9826977,1.0371908,-1.5160668,0.748271,-0.051336396,0.5301143,-0.15261264,0.5600665,0.26292607,0.21487153,0.035020143
-0.1468482,-0.507173,0.5520301,0.41525003,-0.1029483,0.42099488,0.18910326,0.634685,-0.5952353,0.19174606,0.1915186,0.031528886,0.736413,0.9157267,-1.3016138,0.6168291,0.18429914,0.36336982,-0.26678962,0.42584983,0.40674385,0.16928026,-0.012737807
0.06344573,-0.9579747,0.74410313,0.37251544,-0.15522137,0.72263974,0.10696554,0.5965023,-0.61058503,0.039145462,0.25542027,-0.03538529,1.0005314,1.0583155,-1.7005835,0.74297154,0.17450212,0.44840398,-0.054960594,0.49204448,0.34034747,0.27090687,-0.0925733
-0.011777795,-0.648289,0.5753231,0.27230862,-0.042072706,0.4910673,0.2707341,0.6196471,-0.50704736,0.16856407,0.1551695,0.06704545,0.93989724,1.0206225,-1.332669,0.58595306,0.1881577,0.38527125,-0.18339528,0.33439815,0.35123885,0.23224095,-0.13245288
-0.171924,-0.65261286,0.7526836,0.26121327,-0.19990587,0.5391446,0.0883289,0.68027884,-0.5330869,-0.03584147,0.28312835,-0.21434115,0.80206645,1.1809152,-1.6349881,0.4194733,0.23263611,0.50547636,-0.1495768,0.57839537,0.43901804,0.27659094,-0.1613122
0.058690723,-0.64157706,0.7814203,0.17723402,-0.1872512,0.5795966,0.12083249,0.7209784,-0.4875293,0.028827904,0.29685605,-0.40429577,0.8494916,1.2680542,-1.5740341,0.5608325,0.23864211,0.40816522,-0.28863162,0.44540963,0.26888782,0.2653628,-0.06825815
0.009371208,-0.5287876,0.59488004,0.11906281,-0.15793473,0.36285666,0.27774242,0.65395737,-0.56237644,0.17007619,0.13153857,-0.27035412,0.82525164,1.0177275,-1.5543958,0.55843425,0.39755315,0.45527768,-0.23861885,0.64807624,0.3140239,0.2900308,-0.17470881
0.5943397,0.77195877,0.08959903,1.0501118,0.71058697,0.23157305,0.7293677,-0.5370756,-0.5006288,0.9978375,0.9665072,-0.5107837,0.23116678,0.49089736,-1.686978,0.5330377,-0.015007295,-0.114600256,0.9130533,0.17403543,0.56800646,0.2647686,-0.5864724
0.84697956,0.27967042,-0.07970069,1.0018722,0.7438278,0.28506285,0.77393526,-0.600748,-0.46350503,1.0807688,1.0677961,-0.13988686,0.20571412,0.051550962,-2.014163,0.54045707,0.13674733,-0.46530455,1.2816161,0.2689285,0.15690717,0.6912299,-1.100732
0.62590986,-0.12796824,-0.31511453,-0.79766905,0.6754092,0.3069057,1.4304713,0.9921596,0.5592866,0.72850263,-1.2263379,-0.20101915,0.8242066,1.6568205,-1.53684,1.1075217,1.6136547,-1.264687,-0.7398776,0.8170919,-0.23609574,-0.74949926,-0.33947837
0.5969539,-0.06875217,0.16919175,0.5279055,-0.10513124,-0.028838385,0.38315326,0.8073062,-0.3747077,0.22089782,0.4140079,0.10503956,0.20246018,0.6380057,-0.56132525,0.34390628,-0.09560466,0.07938924,-0.32694304,-0.62607086,0.2569979,0.0076697823,-0.34572658
0.69622755,-0.23404558,-0.23329213,0.398494,-0.56615806,0.2070947,0.44135353,0.65409523,-0.5734724,0.40074846,-0.3489069,-0.04034782,1.1524103,-0.013551293,-1.034817,0.75806427,0.38958848,-0.26352426,0.34746686,-0.39677086,0.11225936,0.37877613,-0.5258909
0.58985966,0.098793186,-0.2704855,-0.041392643,0.01143785,-0.35326526,0.2689025,0.43705487,-0.69709414,0.5170762,-0.05741817,0.10437457,0.7617911,-0.52067304,-0.89721656,0.6695327,0.42680538,0.032632165,-0.11689836,-0.8144619,0.085277855,0.8364115,-0.6101358
0.18831253,0.22053042,0.20692517,0.4167049,0.14232609,0.56053126,0.33798024,0.696293,-0.6649103,-0.3408218,-0.21322641,0.32277408,0.40144962,0.7345256,-0.02250226,0.3833952,-0.047140766,-0.43994984,-0.033520002,0.04742266,0.053183056,0.14287741,-0.65738934
0.28332737,0.39584702,0.14005677,0.43580353,-0.046110976,0.693135,0.36972797,0.85970956,-0.8068689,-0.10103804,-0.88188624,0.15917806,1.2342119,0.602003,-0.33937845,0.52669793,0.38244715,-0.909002,0.6082072,0.45690557,0.17446858,0.5633679,-0.6491384
1.4160423,0.78191817,0.039624743,-0.060549825,0.7947894,0.6929383,-0.22672585,0.19871068,-0.16522932,0.5626083,0.22739221,-0.25577083,0.8041784,-0.35784754,-0.27451417,0.7062195,-0.056856073,-0.027136743,-0.59188575,-0.02004674,-0.20048846,-0.23618543,-0.6029938
2.1156163,2.483642,-0.122786514,-1.934673,-0.7520308,-0.6747619,0.43574822,-0.08382384,0.7894467,2.6880472,0.9681815,-0.75930506,1.4567707,-1.9155561,-0.53627867,1.5437505,-0.9795055,-0.6608082,-1.5768089,1.3212137,-0.67732984,-1.004422,-0.3228758
0.5021706,1.0986085,-0.4965439,-0.84955007,2.0206795,0.3915462,0.735465,-0.8738808,-0.013905122,0.17056307,-0.42109692,-1.0653003,1.4733856,1.0418957,-1.6742542,0.6772884,-1.0695672,-0.5918036,-0.43303677,1.2624003,0.11651179,-0.78134817,-0.5654023
1.8456669,0.44718963,0.029709486,-0.36613828,1.236617,0.5233352,0.042111833,0.07089126,-0.72943205,1.2580619,0.39239252,-0.32047743,0.35737228,-0.2681426,-0.44522378,0.6026728,-1.1211822,0.092392385,-1.0009481,-0.5284451,-0.62004,-0.17314678,-1.112983
2.0672777,1.2432072,-0.90830046,-0.8806106,1.5883534,-0.15946287,-0.9463884,-1.1953379,-1.3512137,1.393875,-0.5105636,0.122213565,0.8290976,-0.36494252,-2.0832336,0.44189408,-0.97979325,-0.2207598,-0.10770303,1.167282,-0.021777272,-0.47013184,-0.6248334
0.35443816,-0.22616786,0.021208065,0.5731702,-0.99824107,0.6477308,-0.32234785,1.5414193,-0.49547112,1.1255599,-0.5263344,-0.60550624,1.8532336,-0.065823376,0.09143415,1.7297744,0.20103449,0.11253119,0.3344993,0.39947784,-0.26004648,0.9860932,0.83317107
0.42269439,-0.29837868,0.18368034,0.59368163,-0.7053176,0.45702457,-0.30323392,1.5103915,-0.33082741,1.2679001,-0.5076509,-0.74915946,1.9886948,-0.007729977,0.2660682,1.6633993,0.2594406,-0.16602282,-0.04545846,0.078943916,-0.321009,0.79729474,0.86277854
1.021719,-0.38870865,0.13760258,-0.0151382275,-0.71207917,-0.30314168,-0.026020704,0.9527288,-0.62181497,1.0423435,-0.17860427,-0.82069904,1.4761772,0.6385623,0.38917413,2.6913633,0.85200405,0.5329742,-0.18444118,0.098134786,-0.5629743,1.35174,0.65966684
0.78549933,-0.66568977,0.09051812,0.18469284,-0.50854945,-0.43860132,0.02682602,0.9324012,-0.7601172,1.2417135,-0.2743202,-0.9534936,1.5924627,0.5676013,0.36694166,2.55823,0.6810007,0.20680772,-0.6462259,-0.007870367,-0.6049123,0.89754874,0.7295122
0.5502992,0.5272406,0.36646578,0.23402448,-1.1324266,0.14992616,0.28290397,0.8712186,-1.5292591,0.6161309,0.46768337,-1.7813087,1.3201369,-0.32589254,0.045474198,2.1655898,0.52162015,-0.53643686,0.34035155,-0.0031847877,-0.6235036,-0.23125675,0.6835764
0.39605808,0.54775107,0.5853324,0.24266584,-1.0135672,-0.09387343,0.33803582,0.82502085,-1.2920425,0.97205645,0.46242735,-1.7865741,1.414893,-0.49665162,0.11078308,2.088512,0.6725791,-0.6350809,0.00076573907,-0.2487131,-0.701215,-0.25452143,0.8354522
0.5629074,-0.065418445,-0.029866615,0.8996168,-0.53417194,0.31778923,-0.4091123,0.9910748,-0.046118975,0.9298064,0.40993118,0.12733285,0.92583245,0.642323,-0.07384541,0.4997759,-0.7350998,-0.6965461,-0.2590867,0.368751,1.1383198,0.07889271,0.8284203
0.32777938,0.09032489,0.01104006,0.86329126,-0.45227107,0.31406704,-0.46159205,0.9506005,-0.117642134,0.5719216,0.32105613,-0.12919694,0.8137889,0.5087057,-0.3074752,0.25814003,-0.59311295,-0.5615838,-0.10613148,0.43394694,1.1803662,0.17268252,0.47107473
0.29114434,0.40071958,0.030389953,0.80046594,-0.72078496,0.40053838,-0.4258136,0.9758431,0.10289026,0.7782198,0.4419094,0.15684709,0.86809725,0.32196143,-0.41527286,0.19715421,-0.51432556,-0.590885,0.09134836,0.35382017,1.0858563,0.28376096,0.6728494
0.9883627,-0.029132888,0.11189408,0.41434178,-0.65720767,-0.49551466,0.009967894,0.38411343,-0.10757318,1.0807796,0.5727844,-0.3601582,0.28346676,1.0280496,0.28859922,1.1421849,0.045161624,-0.39091825,-0.7143792,0.055783074,1.0331069,0.4452099,0.57872003
0.94218874,-0.15800878,-0.0094856685,0.24092707,-0.3881344,-0.59286106,0.16193089,0.27214912,-0.2966919,0.8613971,0.67592853,-0.14906909,0.24781509,1.2654836,0.0030688823,1.0595034,-0.047883913,-0.32628828,-0.8446414,0.060147133,0.96295923,0.36911827,0.403133
0.83044904,-0.033245575,-0.108451836,0.1306985,-0.526166,-0.61944,0.09690484,0.3812224,-0.23590642,0.8060007,0.6030941,-0.19324084,0.31152362,1.0933431,0.030927606,1.1456637,-0.028296582,-0.31783363,-0.63802886,0.058691382,1.0797268,0.4775201,0.39672244
0.86024,0.7768078,0.3344928,0.7958815,-0.61065173,-0.33305684,0.21951903,0.40490195,-0.7944044,0.66646343,0.9985067,-0.96049225,0.38051423,0.26256093,-0.0018743646,0.9445596,-0.36563104,-1.3657337,-0.3454919,0.10138663,0.83057797,-0.8919529,0.6307884
0.7016664,0.6312169,0.26454633,0.5787167,-0.69536656,-0.1505778,0.08259123,0.46795842,-0.7840645,0.63959557,0.8779547,-0.65017104,0.46667206,0.0995381,-0.04565343,0.8142427,-0.39729062,-1.2969757,-0.29325154,0.124734,0.7611776,-0.5803364,0.5397734
0.64549094,0.96193534,0.3980785,0.6177137,-0.6566589,-0.17790805,0.1852706,0.4314719,-0.9181907,0.34524524,1.130685,-0.8870882,0.3782172,0.007623913,-0.293957,0.757393,-0.29748955,-1.296652,-0.11060404,0.12654959,0.70162493,-0.7809402,0.48640683
0.48255572,0.9093245,0.15263063,0.42816445,-0.724718,-0.35073698,0.31302598,0.56828916,-1.0119746,0.42229214,0.97572905,-0.8057814,0.31562188,-0.05970736,-0.32391295,0.7309254,-0.1455047,-1.2008588,-0.19002174,0.23590215,0.80546725,-0.7181842,0.32437733
-0.33067346,0.11961342,0.063863024,0.0035703916,0.13709755,-0.084626354,0.6542642,0.031054249,-0.17945324,1.6648412,0.8573504,0.46942255,0.037222743,1.7374475,-1.1752651,0.5876247,-0.0730356,-0.5709529,-0.24317296,0.7957208,1.0829479,-0.93452215,0.49220422
-0.07050982,0.1752115,0.043531854,0.6695557,0.26009405,-0.9398693,1.2367147,1.0870554,-0.24558179,0.53002846,1.3077676,0.038611796,0.34425643,1.0785403,-0.7446255,0.7528414,0.1906666,-0.1838738,-0.5252183,0.3302221,-0.5425727,-0.064129435,0.13364533
1.9003868,1.1187268,-0.04279496,-0.21476154,-1.1183934,-0.37239116,1.1712995,0.1788965,0.335379,1.0546975,0.5215663,-0.053774085,-0.1893039,0.3500379,-0.8702533,2.0814133,-1.013101,0.26908442,-0.24851045,-0.08378232,0.38310635,-0.023805635,-0.733984
1.2125256,0.9436473,-0.012380148,0.7637245,-0.59267384,0.33876717,0.40116307,0.7563546,-0.20592877,0.4371392,0.2612833,0.114223324,-0.043599993,1.0317104,-0.78139275,1.1961088,-0.7402322,0.034362674,0.05743296,-0.55723625,0.18724115,0.37373152,-0.6671051
1.0605456,1.0170481,-0.43692404,0.8156313,-1.1482704,0.6490731,-0.0982992,1.0727693,0.60537803,0.5608926,0.008165877,-0.10546617,0.04489834,0.44425583,-1.1420206,0.79385823,-0.6794637,-0.18875651,-0.19635995,0.15408427,0.33813596,0.71269184,-0.40770215
0.5616844,1.2665656,-0.35837704,1.088349,-1.626513,0.43547672,0.40313527,1.1890472,0.81478906,1.5099859,0.31554735,0.3426331,-0.049149442,0.56680673,-0.47828293,0.99896646,-0.7103494,0.31125918,0.50080067,-0.4519856,0.4493587,1.696101,-0.12136864
1.3308693,0.7011164,-0.052969053,0.45815066,-0.9929976,-0.46808064,0.6104602,0.33621007,0.7096151,1.6912079,0.40694663,0.015551971,-0.5781401,1.5839487,-0.21425992,1.8080719,0.047479846,0.84153944,-0.27496803,-0.74199605,0.26836008,1.8765085,-0.1298744
0.99285936,2.1458046,0.44953376,0.6828949,-1.5785854,-0.12498327,1.1950104,0.75190604,-0.27296907,1.1947715,0.88378376,-0.91612345,-0.57191336,0.080271035,-0.24325095,1.442516,0.05117136,-0.21189643,0.5975948,-0.4633825,0.008263155,0.49467665,-0.16114521
1.9333893,1.3310233,-0.0858453,0.37210032,-1.6392475,0.5790783,-0.107064046,0.67834115,0.6848316,-0.0034779112,-0.11804191,-0.10105009,0.79544055,-0.08021222,-1.4413102,0.069174156,-0.4608329,-0.190534,0.37904432,1.0309471,0.72988856,0.6996469,-0.52201456
1.1908518,1.860906,-1.0601308,1.3818415,-1.4900447,0.9280395,2.12155,-0.55404675,0.3463117,-0.35275188,1.9960332,0.63129103,0.18028228,1.3947848,-0.40615988,1.6341755,-1.0605706,0.5953707,0.722763,-2.1124163,0.9167857,-0.2653228,-1.1111132
0.37004668,0.105650954,-0.19513634,0.5497079,-0.009237292,-0.3231532,0.17358615,0.7152752,0.043905973,0.14583191,0.14206068,0.36221448,0.30547103,0.401227,-1.1287345,0.63518214,-1.051449,-0.6955591,0.7441345,0.39864695,0.43524268,0.25445747,0.31667802
0.54402095,0.065312445,-0.32703874,0.8533211,0.13095543,-0.4279702,0.014310963,0.8446964,0.27839214,0.21891703,0.016716376,0.3234018,0.55880696,0.411013,-0.9360258,0.6141529,-1.3435928,-0.887649,0.9442505,0.5652545,0.6764745,-0.08472133,-0.074010685
0.08767723,0.08572153,-0.4691098,0.42617917,-0.09827254,-0.83387613,0.39113688,0.27522257,-0.03646059,-0.14507172,0.38333118,0.91682166,0.5585511,0.6300564,-1.1692183,0.45898256,-0.7900572,-0.34983772,0.80890095,0.5972957,0.4961185,0.37041962,0.77495086
0.47439873,0.9398226,-0.28175777,0.18479839,0.024551084,0.4436726,-0.0054398915,0.68114513,0.25787142,0.20243661,0.098757304,-0.36142474,0.15621814,0.86304885,-0.5447212,0.8343337,-0.12423975,0.37640724,-0.17717141,0.4785745,0.63033503,0.033960413,-0.0051140934
0.810391,-3.0890267e-05,0.2955559,2.0001066,-0.380783,-0.9155118,-0.3048497,1.7822907,0.5553738,1.5077692,0.13498662,-0.31172258,0.4582406,0.3376471,0.27621886,-0.08311289,-0.57727027,-0.38819906,-0.3798708,0.01225618,0.6747806,1.189177,0.17239982
1.3750981,-0.29900703,0.28451964,1.3656687,-0.27078143,-1.4637157,0.02667418,1.1750138,0.44443688,1.5396103,0.17196669,-0.8324387,-0.12614371,1.2568535,0.47475,0.78733826,0.14682032,0.028934354,-0.7920009,-0.36081246,0.5639097,1.4629748,0.0130611155
1.1289917,0.3783016,0.7478046,1.4877834,-0.3886635,-0.5863156,0.19919118,1.4311033,-0.5353857,1.2474103,0.512938,-1.4954156,-0.07811295,0.81024057,-0.23347704,0.48797572,-1.138084,-0.6770611,-0.9791847,0.5870456,-0.13373183,1.1838971,-0.63111603
0.3195656,0.21373804,0.16620366,0.27092966,0.016368825,0.32904977,-0.08332522,0.40310827,-0.124519035,0.05787578,0.27640063,0.017524078,0.46161103,0.124030635,-0.0845552,0.40446386,0.33844054,-0.052537374,-0.107849054,-0.21253352,0.16592975,-0.17650719,-0.115543105
0.5140963,0.33318365,0.21556425,0.341341,0.18227841,0.46166024,-0.14051114,0.41460752,-0.07480654,-0.030354949,0.3561307,0.0283733,0.49629137,0.05033211,-0.0075508263,0.54022056,0.45035017,0.09567258,-0.22454834,-0.2120011,0.08224722,-0.35176578,-0.14405166
-0.60203654,0.07165086,-0.62074596,-0.025183305,-0.64817053,-0.021767633,-0.2514353,1.3930383,-0.116509706,0.8426054,0.39960095,-0.01473061,0.9187791,1.0787612,-0.7179119,0.08706225,-0.47217783,0.26120692,1.0736139,-0.37307814,0.50451267,0.34603706,0.6309513
-0.15533127,0.32502446,-1.0096786,0.17241259,-0.6930764,0.094586715,-0.74850845,1.1480228,-0.04700508,0.46034688,-0.041544426,0.003452672,1.1092012,0.75770646,-1.046438,-0.06012953,-0.7292177,0.43255177,0.9197206,-0.2762101,0.55088997,0.39649945,0.58932555
-0.6953938,0.23445141,-0.822768,-0.13694558,-0.51099277,0.29702425,-0.9808898,1.4183974,-0.13633125,0.8401984,-0.041014876,0.16794327,1.2749054,0.8641607,-0.7825947,-0.024958298,-0.5753846,-0.17683886,0.93748033,-0.0784338,0.336357,0.61420083,0.53267866
-0.11218803,0.2872245,-0.4876485,0.46585956,-0.6695403,0.46130696,-0.7341219,1.4962859,-0.14328344,0.23240615,0.14518811,0.30885267,0.88848823,0.9118125,-0.76772356,0.106725626,-0.5788099,0.4713399,1.3017397,-0.29803362,0.64843714,0.039655987,0.27053744
-0.25982735,0.38263443,-0.25579268,0.38316214,-0.7036193,0.40888077,-0.52360904,1.0460585,-0.18503274,0.74779224,0.2858225,0.21363279,1.1733605,0.8077245,-0.7066854,0.045341276,-0.79453015,0.42831907,1.0919639,-0.29374146,0.864635,0.36825147,0.57616633
-0.4591371,0.4987524,-0.5695766,0.27934903,-0.5864686,0.22684617,-0.63018525,1.2224312,-0.17901267,0.61982614,0.050222367,0.08183169,1.2109909,0.7393569,-0.8002971,0.17442086,-0.60413224,0.33401558,0.70461047,-0.41759196,0.7903422,0.067388915,0.76327455
-0.7042959,0.80380076,-0.7479262,0.044963136,-0.4312428,-0.10621284,-1.1942877,0.7501629,0.3499691,0.5463404,-0.55649203,0.58906114,2.2131562,1.0935227,-0.74527764,0.36279136,-0.70942277,0.114552885,-0.41919935,-0.017926645,-0.025652366,0.13931462,1.3004022
-0.27146646,0.31399453,-0.5526724,-0.037589993,-0.5264504,0.4016236,-1.0631814,1.1136578,0.025010943,0.8554589,0.2872088,0.1777481,1.3332877,1.0582247,-0.82687426,0.05381914,-0.7867548,0.2405147,1.1220129,-0.1786528,0.5458417,0.59930134,0.5529689
-0.35411364,0.105313785,-0.90736616,0.5362472,-1.0710729,0.31784526,-0.31779376,1.2589679,0.7942567,1.2864201,0.9747967,0.49347162,0.5354657,1.5099912,-1.0351765,-0.05574801,-0.9415409,0.3868457,1.1837144,0.16363972,0.19287007,-0.29505828,0.10364897
-0.45382085,0.37922245,-0.81599957,0.27561513,-0.6561336,0.22928302,-0.6264896,1.1241703,-0.3515494,0.7065743,0.29442695,-0.033113565,1.069804,0.83682245,-0.8919093,0.029174482,-0.6388089,0.6250262,0.93194485,-0.077302106,0.7623792,0.25819135,0.44703794
-0.28106534,0.6030095,-0.5993124,0.2229183,-0.67190826,0.110206194,-0.54983884,1.3288149,0.023534913,0.5496525,0.3240143,0.081628315,1.1815523,0.91305864,-0.62265354,0.12750055,-0.3562679,0.4064008,1.0792645,-0.21778122,0.5538036,0.2529059,0.64916474
-0.21769361,1.3119949,0.05630154,0.3278894,-1.2050464,-0.46213397,-0.9505273,1.4153734,0.28432715,0.097122155,-0.11349866,-0.2073443,1.4801208,1.2399753,-1.0163203,-0.8964693,-0.765209,-0.69383365,0.24167559,-0.8548258,0.82696897,0.5549868,1.135676
-0.292516,-0.08242323,-0.49484378,-0.07039018,-0.3119769,0.428045,-0.7444503,1.2331077,-0.17535892,0.4449292,0.3580235,0.3381799,1.1822505,0.8946128,-0.85024226,0.22262193,-0.72609645,0.6137857,0.8083844,-0.28150934,0.5548387,0.49909946,0.43733627
0.35011643,-0.03932058,-0.52464586,-0.6757429,-0.21256472,-0.98140776,-0.07084831,0.49972665,-0.31977832,1.0532693,0.6483383,0.071592614,0.5496612,1.9873012,-0.60829055,0.58816606,0.40547585,0.86311907,0.41811684,-0.7398974,0.34210762,0.5137344,0.401232
0.77008057,0.018720765,-1.0482247,-0.54366,-0.32462573,-1.0194175,-0.5794909,0.40159845,-0.32828474,0.8080006,0.35516325,-0.15988655,0.5460997,1.8771846,-0.7251173,0.51091623,0.23099555,1.1854061,0.33044302,-0.61672074,0.6499631,0.7835593,0.3420314
0.23935723,-0.024841117,-0.7997845,-0.867295,-0.13716672,-1.0018336,-0.58705336,0.6116609,-0.36094284,0.8121693,0.3426681,-0.18018764,0.5811806,1.9073306,-0.5758458,0.84880173,0.091135345,0.5662092,0.17468911,-0.54832363,0.30541718,0.83042663,0.25381592
0.6709013,0.049380258,-0.6140425,-0.2457088,-0.3988378,-0.7493561,-0.25036794,0.70994943,-0.40580213,0.41468376,0.30393678,-0.09573633,0.5662416,1.8798372,-0.32277003,0.5558727,0.32989645,0.91757065,0.6183363,-0.66454816,0.35040656,0.74354523,0.3266734
0.39436933,0.26908538,-0.3569804,-0.20926344,-0.26800284,-0.7603741,-0.12969528,0.47025388,-0.33709604,0.6352957,0.42827907,-0.08486955,0.5478064,1.9098086,-0.49346888,0.602141,-0.06963765,1.1001277,0.29112417,-0.58791685,0.60640776,0.7558446,0.23572668
0.34708,0.2076556,-0.60533315,-0.45099968,-0.08535856,-0.66932106,-0.43014416,0.44825575,-0.42681745,0.71364117,0.36686262,-0.19620189,0.6696641,1.8091573,-0.3312986,0.69746935,0.23716079,0.77205366,0.19587132,-0.6996216,0.77671564,0.5099278,0.46307167
0.18618119,0.74810165,-1.0498252,-0.4388146,-0.017384838,-1.3297472,-0.9492633,-0.2520517,0.38702992,0.5416866,-0.380605,0.40362418,1.6776052,1.7805747,-0.5483104,0.87036365,0.09848696,0.62061185,-1.361154,-0.4303453,-0.22231226,0.6194195,1.0640396
0.6110838,0.18368046,-0.81273645,-0.47812724,-0.37231493,-0.9276775,-0.5921768,0.37421367,-0.015345569,0.9212805,0.64129764,-0.14945298,0.55512923,1.658065,-0.2820306,0.66083944,-0.05066337,0.71136445,0.45979455,-0.567898,0.5350077,0.85972255,0.09745074
0.7317908,-0.024632946,-0.9084454,-0.21574852,-0.7611071,-0.94256234,-0.03155639,0.54024386,0.73693347,1.3349043,1.2876095,0.16124652,0.13829285,2.5788155,-0.6988483,0.6331767,-0.388408,0.8317014,0.71734554,-0.24253252,-0.017616153,-0.08200736,-0.051739067
0.658452,0.002075724,-0.8219981,-0.35984534,-0.27423748,-0.7921336,-0.10260865,0.35678518,-0.5667312,0.95606965,0.6784055,-0.28737065,0.53505623,1.9164436,-0.4457476,0.5508622,0.1436575,0.9722216,0.3044409,-0.61117953,0.3952211,0.7668394,0.2004848
0.39099985,0.2999882,-0.7624045,-0.1596529,-0.37644643,-1.0246505,-0.25776622,0.61911976,-0.110230364,0.7772946,0.58637637,-0.029185569,0.5573407,1.7798828,-0.31647396,0.5276945,0.2759914,0.831315,0.22181512,-0.6650249,0.3507011,0.4905757,0.4459954
0.7179355,1.0412976,-0.03975586,-0.4152063,-1.1205723,-1.7303809,-0.4917596,0.8186285,0.4738919,0.25702417,0.254569,-0.27873203,1.0127317,2.157723,-0.60013944,-0.39958557,-0.107291095,-0.20056127,-0.5723803,-1.2492887,0.7927239,1.1924441,1.0028416
0.6532687,-0.20659527,-0.58893657,-0.7697745,0.006570706,-0.6867349,-0.56179816,0.62309784,-0.18132201,0.48624656,0.62361866,0.055574838,0.7798145,1.8071533,-0.5016929,0.99081004,0.036163133,1.1782761,0.36482418,-0.65869147,0.57918006,0.76071113,0.123253845
