p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22
0.34312496,0.6488803,-0.08978695,-1.7782199,0.81167483,0.6507274,1.3051819,1.2489394,-0.0005887363,1.3460704,-0.6872523,0.40619323,1.3149357,1.8987443,-0.8425433,0.7311541,0.3467981,-0.4089241,-0.2814934,-0.40743357,1.1430815,-0.091325775,-0.04666027
0.57386434,0.4003649,0.42383233,-0.3423006,0.6263608,-0.023746869,0.37045014,0.8637487,0.37016565,0.9462728,-0.11180725,0.516638,1.1410365,1.3124392,-1.0231807,0.53893644,0.2693329,-0.48190895,-0.07861579,-0.05659551,1.1607058,0.27798393,-0.37189224
0.088376455,0.22956614,-0.017820137,0.6669739,0.29093102,-0.9124178,1.1604674,1.1092694,-0.27308777,0.4778382,1.2523683,0.023871586,0.39489254,0.9719082,-0.7672529,0.8174445,0.062293246,-0.25412455,-0.5935741,0.3961642,-0.5906831,-0.023264105,0.12824807
0.25940818,0.6338741,-0.5162028,0.9246354,0.049408987,0.42791197,0.21046396,0.5451051,0.06697394,1.3092922,0.25596595,0.7756501,0.8812984,-0.120485835,-0.63926274,0.7083426,-0.8704267,0.1802344,-0.45160532,-0.18134247,0.85724974,0.2826227,1.2656425
0.29163742,0.564352,-0.70093495,0.7750736,0.119434915,0.29811108,0.3004319,0.7513853,-0.036243748,1.1750636,0.46744984,0.7252642,0.60590714,-0.120592475,-0.43775898,0.5909668,-0.5865426,0.44130322,-0.37582853,0.19768026,0.53702617,0.24686226,0.84364045
-0.011345771,0.50149184,-0.52752525,0.8247592,0.16572861,0.62307984,0.18426655,0.6179809,-0.005482657,1.3069686,0.36330935,0.7110969,0.6926625,-0.0035727373,-0.5802128,0.61910367,-0.63249266,0.21024513,-0.3596081,0.24490002,0.5277178,0.39145467,0.8332488
0.18945709,0.4525196,-0.6476031,0.8857849,0.25423735,0.41096833,0.27557248,0.5112618,0.021924729,1.1918876,0.29248056,0.52032673,0.62113225,0.13689075,-0.68180084,0.5959154,-0.5410778,0.28237897,-0.36298424,0.08547405,0.4069129,0.33795467,0.73726594
0.5100953,0.27730754,-0.099911146,0.92184484,0.15342791,0.1164745,0.5409427,-0.03936619,-0.3689633,0.5932756,-0.23556727,0.81388587,0.8858176,0.692261,-0.55698216,0.86882603,-0.22072543,0.15801996,-0.18575238,0.1717809,0.65104115,0.26049948,0.2111868
0.49415573,0.2576424,-0.5251368,0.9645599,0.5182668,0.05517405,0.34356472,-0.27260137,-0.42124787,0.48011637,-0.17654757,0.6057836,0.64296275,0.76771826,-0.3856991,0.5216747,-0.036994234,0.055577453,0.06492584,0.27460465,0.1711519,0.085758805,-0.1313688
0.6973736,0.2034616,-0.85776913,0.9323577,0.4191657,0.070955366,0.39330536,-0.35492775,-0.2790321,0.4873924,-0.028217398,0.72736025,0.7850841,0.83439034,-0.48957607,0.4428278,0.05472298,-0.005698684,0.16784647,0.20042257,0.18394174,0.14331017,-0.23511645
0.4929497,0.28749412,-0.30734518,0.62735856,0.69720846,0.020096159,0.31450716,0.018117655,-0.37965983,0.5927983,0.28472847,0.34702545,0.3707441,0.09686946,-0.6981091,0.698085,-0.48351705,0.23535189,-0.16753843,0.08906493,0.35015798,0.275249,0.30934346
0.56025934,0.26731166,-0.53058326,0.57937634,0.77668107,-0.0766398,0.27356365,0.15739778,-0.5003145,0.59815717,0.34376222,0.2530239,0.37546608,0.21766458,-0.6459947,0.7746174,-0.39732954,0.2181888,-0.25134686,0.27078354,0.23722336,-0.039678838,0.1241377
0.54528004,0.35794306,-0.41536734,0.6515083,0.7752264,0.02032555,0.37598413,0.018922614,-0.458761,0.60457706,0.2850137,0.17479941,0.3522365,0.22992429,-0.7287275,0.645727,-0.3208935,0.088208154,-0.20784883,0.23190197,0.10435335,0.07109801,0.014775114
0.62907994,0.3626363,-0.53691715,0.5743177,0.8754859,-0.07405106,0.35621026,-0.0036092564,-0.4057658,0.5976264,0.30305684,0.12982358,0.36477387,0.32092825,-0.85384595,0.7685458,-0.35877585,0.09723246,-0.20218119,0.14737399,0.16750501,0.013939685,-0.03563568
0.7247247,1.1797312,-0.9454808,0.29948354,-0.5381962,0.43997094,0.47390366,0.95335037,0.27993932,0.87629735,0.42567948,-0.17864187,-0.13294615,0.8662171,-1.2797225,0.8374236,0.12612085,0.40146938,-0.45603788,0.96476513,0.75690806,-0.15931292,-0.17643216
0.10724059,0.92245847,-0.13191637,-0.09624885,-0.03897585,-0.046997685,-0.31998986,0.9253857,-1.403623,0.05559901,-0.2776143,0.0115553485,0.5140183,0.05036219,-0.9079251,1.2542293,-0.30320868,-1.2399596,0.16067861,0.77949446,0.53465664,-0.5986811,-0.16516684
0.43037322,-0.14559186,0.18487254,-0.030237824,-0.7891542,-0.27361074,-0.4137123,0.07903267,-0.067673765,-0.111322746,-0.1304486,-0.3482964,0.70145476,0.42393464,-1.0888822,1.0243212,-0.7238782,0.36313266,-0.1404741,0.22312643,-0.15247943,0.28487882,0.064092815
0.6131544,0.2941565,0.7427438,-0.47593176,-0.37495416,-0.43430465,0.20503122,0.40765223,0.016336491,0.27676967,0.3456838,0.45622438,-0.28425398,0.53617877,-1.5704846,1.165725,0.9297584,-0.26656413,-0.12426286,0.3876058,0.7694106,0.7293669,0.038521428
0.37410054,0.5776639,-0.2053527,0.081018366,-0.0068168817,-0.36710015,-0.15766133,0.9338555,-1.2807827,0.21089636,0.011062736,-0.15256622,0.4612297,-0.106414415,-0.9212004,0.8241105,-0.42571312,-1.2171671,-0.036187164,0.36810544,0.44033596,-0.97123355,-0.11496396
-0.48914707,-0.25131497,0.045913476,1.104467,0.929145,0.13076289,0.80543774,1.3118898,0.055474404,0.1693227,0.423772,-0.6601063,0.62209237,0.6625649,-1.1658214,0.91090924,-0.3736789,-0.24464831,-0.27351677,0.9846951,-0.39854783,-0.032820016,-0.27088714
-0.15704651,1.1295846,-1.031985,1.0344747,0.37045044,0.46597856,0.7704269,-0.9385976,-0.74475574,0.8301228,-0.4728878,0.20117185,0.31828582,1.0742851,-1.8187072,0.8940951,0.6975554,-0.021025075,-0.37900245,-0.39767024,0.54094326,0.4735429,-0.10618001
0.4470236,1.5575105,0.3962341,0.09171091,0.0985833,-0.6210604,-0.12812656,1.1972286,-0.56781197,0.18959276,0.13316888,-0.1891515,0.57716435,0.3021923,-1.5830871,-0.1257703,1.0144092,0.42954677,-0.7021942,0.7467438,0.56955755,0.9122073,-0.20758712
-0.354871,0.08347808,-0.23446402,0.047996815,-1.1077477,0.057100996,1.1892749,0.4582803,-0.77060235,1.0868908,0.5105185,-0.25180054,2.147617,-0.62414646,-2.1906676,-0.15672706,0.39462477,-0.30403525,0.03736743,0.41098443,1.2867742,-0.6879987,-1.356647
0.77354205,1.4626466,-0.1665652,-0.506356,0.8124677,-0.0023091624,0.73487604,0.37137586,-1.5497488,-0.6114178,-0.32989582,-0.7314655,1.2215233,-0.026431952,-1.2018486,0.8885468,-0.13390741,-0.3382534,-0.2681785,0.52414787,1.6451637,0.57315725,-0.763045
1.4379491,1.125897,-0.031895634,-0.14888653,0.63860977,0.5688858,-0.0797715,-0.17647892,-1.127919,-0.7012673,-0.6930485,-0.7252847,1.4265136,0.6685393,-0.6476829,1.1445675,-0.7182894,-0.722998,-0.25596428,-0.4227825,0.6224471,-0.22545514,0.23934832
1.2009723,-0.36777166,0.6412262,1.2902514,-0.6874402,-0.18825476,0.19572668,1.5827227,0.39179188,0.37684524,0.74160194,0.09571524,1.5398878,0.6160107,0.72813207,0.25697204,-0.37002075,-0.2929373,-0.3746668,-0.2386466,0.62962705,0.79144967,0.7034495
0.3575146,0.14716747,1.0822629,0.65408295,-0.034239735,-1.0651417,0.33315012,1.3399986,-0.6871714,0.17397457,0.82373726,0.10228759,0.51449436,0.2559732,-0.8531418,0.36719933,-0.5001346,-0.08668423,-0.9970603,-0.005117839,0.1996585,0.2975197,0.43413177
1.5336777,-0.8997025,0.8094982,0.7622809,0.018616159,-0.030567685,0.056887306,0.81155956,-0.8960654,0.66115355,0.69966704,-0.73438215,0.8604243,0.73125577,-0.39562315,0.3408371,-1.0890977,-0.38713992,-1.3968031,0.57988065,0.18685894,-0.011560144,0.36346138
1.4474077,-0.024616411,0.28051326,0.647346,-0.17568247,-0.747362,0.02948067,0.55215096,-1.0184268,0.5171094,0.3937743,-0.38756666,0.42942935,0.2610733,-0.80962306,0.05962203,-0.8499512,-0.25298014,-1.2192593,0.447869,0.16635393,0.23712732,-0.08801172
1.852341,-0.49303678,0.5122358,0.53179985,-0.03781896,-0.35280758,-0.05478847,0.28214058,-0.596851,0.45715424,0.4043632,-0.758026,0.8343805,0.74145794,-0.6323401,0.23141086,-1.3127421,-0.49180582,-1.4452037,0.8772346,0.8445301,-0.34514505,0.027807439
1.9818642,-0.51889175,1.6947522,0.42246017,0.23017803,-0.26735723,1.1509583,0.8389559,-0.91824466,0.74084973,0.2952902,-0.34653026,1.3682264,0.5349473,0.20398268,0.58173865,-0.64936525,-0.58468235,-0.632635,0.021625757,1.1995548,1.1273465,0.14401993
1.5234588,-0.61480564,0.72916216,0.6155604,-0.034527466,-0.11662731,0.038350627,0.93990636,-0.8828673,0.8778743,0.6938919,-0.6410791,0.7538279,0.59397745,-1.0524759,0.49254915,-1.1668504,-0.40211743,-1.3798195,0.47763795,0.24378733,0.2804463,0.2931907
1.7151072,-0.5508426,1.6949543,0.34834492,-0.07882742,-0.2338154,-0.26277778,0.4238549,-1.6471727,0.20692314,0.99847823,0.09326364,1.5801783,0.5321878,0.45073107,0.29870853,0.47415155,0.30247688,-0.64197135,0.045194928,0.86846554,0.16893104,1.062318
0.81866735,0.039544124,0.36682904,0.33777595,0.39271596,0.83982265,0.34148678,1.588356,-0.6786178,0.28659028,0.7009239,0.6069072,0.1524434,1.1483297,-0.9783547,0.12909712,-0.93197155,0.11802868,-0.43276763,-0.6686911,0.6571225,-0.52788734,-0.38552803
0.57680315,-0.037499223,0.11839877,0.46654087,-0.8258338,-0.6535943,1.0849082,0.20004219,-0.25707462,-0.06618434,0.76350075,-0.05709069,1.0609697,0.31489676,-1.0391433,0.7223342,0.57818985,-0.690901,0.27329072,0.4235843,0.40228933,-0.46743613,-0.71108794
0.29822034,0.12929007,-0.21771409,0.7075837,-1.0447828,0.33410114,1.0076493,0.4803351,0.20061243,0.08490236,1.9318537,-0.33055627,1.1372198,0.35265067,-1.0732124,1.1240903,0.24230474,-0.8769366,0.32874984,-0.43330526,0.40917835,-0.8407383,-0.7532135
1.7917147,-0.28027877,1.0166142,-0.41260365,-2.4979615,0.38696375,0.5690641,0.9808476,0.71923625,-0.2758306,-0.6835522,0.72981995,1.3610504,-0.2772129,-1.7088869,0.76325816,0.24385779,-0.9207179,0.54240453,1.1666571,-0.041525453,-0.1494931,-0.5786833
0.25215945,0.17226222,0.124651,1.0508327,-0.014681395,-0.6153297,0.9843052,-0.17405795,0.35039103,0.1923999,-0.014669349,-0.33156928,1.0498415,1.0654118,-1.4071901,0.55612934,0.3007876,0.037372638,-0.6263909,0.90150106,0.08381565,-0.30675125,-0.2695512
0.4548768,0.8877267,-0.28340885,0.17705162,-0.0012435233,0.41815266,-0.040462524,0.6270004,0.33925524,0.25836435,0.12433304,-0.3694811,0.18565622,0.8889197,-0.5374582,0.8814854,-0.056600623,0.39529085,-0.11295545,0.50489736,0.6277402,0.056554426,-0.015743438
0.01539256,0.70934546,-0.0025877499,0.0062656286,0.6233142,0.38606396,-0.04332498,0.7667394,0.17059754,-0.50858,-0.025631413,-0.20474918,1.742851,-0.2961436,-2.3780532,0.53370357,-0.19249873,-0.6911847,-0.6046599,-0.9339742,1.9421036,0.85130334,-0.08462461
1.2682581,-0.44251963,1.3065978,1.1052469,-0.82703036,0.04056125,0.73457986,0.6874811,-0.43377098,0.019933375,0.20291527,-0.7887747,0.6138627,0.7230482,0.039329905,0.13042255,-0.522274,-1.1327387,-0.89907646,-0.44856203,0.40788004,1.1019616,0.34038785
1.034913,0.25278252,0.93007696,0.712322,0.4691865,-0.67665553,0.70458126,0.89853215,-0.5855814,0.71843094,0.9155114,-0.47687915,0.32336137,0.14441122,-1.3121314,0.23979159,-0.5929065,0.5085895,-1.1319982,0.68596315,0.38276917,0.7194774,0.059104886
0.1020676,0.24890164,0.37438312,-0.026705395,-0.2250042,-0.3199221,0.52541107,0.98974097,-0.72722745,0.6250139,0.24808939,-0.45779666,0.23268525,0.23411219,-1.2943954,0.5295082,-0.29300174,0.32196248,0.3354623,0.5950773,0.6889832,-0.24240129,0.122023776
1.1817685,0.40831742,0.43779862,0.5722778,-0.14247814,0.51033074,0.5709243,0.24056278,-1.25597,0.30153704,-0.68675274,-1.5562937,0.42181435,-0.065260224,-0.5510102,0.79774773,1.036547,-0.49458712,-0.1876142,0.9723423,0.6889928,0.41264457,0.3145751
2.3929062,-0.08129779,0.87101454,-0.14943242,0.25915766,0.114636466,1.0677166,0.5435007,-1.3304868,0.07836696,0.15434265,0.3587252,-0.020873394,1.5718701,-0.42723945,0.55065036,-0.47433466,0.14352423,-0.014006797,-0.38914374,1.2515029,0.91316247,-0.29738578
1.9265099,-0.123992704,0.19278963,0.21750994,-0.097856335,0.34244284,0.70044065,0.9022537,-0.55702364,0.43861663,0.7036762,0.4967134,-0.18477672,1.7363576,-0.41708833,1.3098134,-1.1204273,1.0286736,-0.25065625,-0.1918489,0.90118873,1.2980138,0.39340094
1.657597,0.39546397,0.4494646,0.35875806,0.38733867,-0.05548294,0.50387776,0.5623116,-1.2779492,0.24025565,0.24195005,0.23621562,-0.112565964,1.1059659,-0.8311533,0.699159,-0.48991585,0.15085998,0.14680728,0.013820601,1.0669379,0.37940544,-0.766198
1.1572863,-0.1379111,-0.4254959,0.7151707,-0.10001237,0.1430843,0.041467354,1.0430217,-0.28939852,0.9579042,0.8241702,0.39744747,-0.21644302,1.4758548,-0.7009765,1.504757,-1.12963,1.2493979,-0.18920638,0.28275234,0.9499048,0.93487334,0.13706481
0.4391684,0.80240446,-0.031815097,0.0064780936,-0.2590181,0.49277377,0.2178818,-0.0762259,-0.10746361,1.4587234,0.3375542,1.0009269,1.0136845,-0.10340827,-0.8043251,0.9939921,0.27275676,0.31188384,0.42776546,-0.13142529,1.8141171,-0.7180877,-0.87687594
0.5477548,0.8212663,-0.1574208,0.12622483,-0.36334878,0.47612277,0.042172674,-0.15834059,-0.050564285,1.3733321,0.30395088,1.1315606,1.1545719,-0.14048591,-0.6464159,0.77728605,0.37301847,0.2296838,0.7616225,-0.26920742,1.6494869,-0.59604824,-0.67928624
0.55460846,0.87345064,-0.24498464,0.1700469,-0.24793063,0.40755048,-0.007816366,-0.30042708,0.025532689,1.255711,0.30529487,0.93650776,0.9293565,0.06412221,-0.6283232,0.8301577,0.23924556,0.29968464,0.5040651,-0.20862427,1.435638,-0.5177988,-0.496731
0.08624334,1.0124621,-0.051165562,0.10649461,-0.4411052,0.2884772,-1.3568983,1.1591161,-0.482884,-0.7335592,0.6318893,-0.32038006,1.359804,0.97665286,-2.1879802,0.6241046,1.8316638,-0.25101906,1.5385822,0.65077716,1.0162495,-0.77544564,0.47152653
0.67194575,0.22099085,0.05321016,0.07135505,0.31928292,0.40618733,0.23703349,0.080064975,-0.16823192,1.1994786,0.49131316,0.64281327,0.33135405,0.11418907,-1.6389633,0.5640126,0.5196365,-0.6368941,0.48666814,0.9361051,0.19569932,0.11491571,-0.28385738
0.82555073,0.80233186,-0.20567864,0.10608925,0.58027595,-0.59551215,-0.4019783,-0.63696086,-0.953393,0.380133,-0.046518277,0.6717483,0.6677229,0.79607534,-1.6897857,0.73292047,-0.17537665,0.09944124,-0.08779848,1.0324508,0.79581916,-0.90776485,-0.024397962
0.7770385,0.69775075,-0.233602,0.052802745,0.5210349,-0.7010905,-0.3063809,-0.64342284,-0.91579485,0.54213184,-0.0030791536,0.73647535,0.7109899,0.82607687,-1.7741947,0.7482999,-0.23866448,0.0075858408,-0.23283193,1.0475932,0.88961613,-1.0164226,-0.0784446
0.40827155,1.6464701,0.6710436,0.25238177,0.96947986,-1.2071549,2.0295556,0.81969184,-0.1850847,0.44719535,-0.081671245,0.48344243,1.2675365,0.76108,-0.5836014,1.3871267,0.16188069,-0.9491858,0.011492185,-0.94595,-0.5897129,0.123398095,-0.83405995
0.41098174,0.52486664,-1.1667317,-0.008481442,-0.18966796,-1.072245,-0.5523869,0.7952528,-2.5475674,0.6491033,-0.2998883,0.30230305,0.50215006,-0.6244303,-2.3099895,0.031147998,-0.8860407,-1.8982973,-0.15479322,1.0746963,0.51610285,-1.3329031,0.32664043
0.6981396,1.4524008,-0.31153837,-0.03809764,0.82439685,-0.735602,0.4761788,1.4261718,-0.09445151,0.8360743,0.38339418,-1.6441958,0.18522802,0.6501218,-0.73376566,0.38236013,0.90438133,0.015584872,0.29178268,-0.48518738,0.22086005,0.1746632,-1.4156364
0.16822298,0.017179718,-0.36052722,-0.1783511,0.3693322,0.1673037,1.7998414,0.35481834,0.43623343,0.8470661,-1.0122944,-0.2986458,0.5728849,1.7092261,-1.6669596,0.786091,0.8342863,-0.26608273,-1.2783418,0.5860596,-0.06775137,-0.4036931,-0.2296522
0.2630545,-0.15398966,0.15833831,-0.6607469,0.47876427,-0.15277654,0.7453708,-0.66436887,-0.26382735,-0.18789956,0.061889943,-0.38399625,1.3444166,1.2865252,-1.2782362,1.2083666,-0.027018547,0.32507533,-0.12599374,0.03210388,1.1541756,-0.19233225,-0.1856183
1.6362628,-0.020577675,-0.3557444,-0.60853213,-1.2998363,0.025605267,0.40806174,0.080173224,-1.1134622,1.0645608,-1.2643828,1.686996,0.46940887,0.38680908,-1.5369115,0.78895646,-0.62526613,-0.18680067,1.0719838,-0.00052202,-0.27460003,0.011644201,-0.29256868
0.9708724,0.8410689,-0.23922412,0.1260935,0.27023456,-0.47195983,-0.38236067,-0.12760909,-1.3587555,1.1853527,-0.43697304,0.33012953,0.66526985,0.25576335,-2.7986352,-0.391169,-0.7240776,-0.75406986,-0.8182862,-0.6311373,0.47087803,-0.5230411,-0.48292404
1.2336191,1.0694817,0.074360415,-0.016232027,0.043681953,0.30327174,-0.22386776,-0.0010313356,-0.25734168,1.0055771,-0.49866042,0.04733249,1.0419552,-0.279738,-2.5178487,0.15437609,-0.84752685,-0.63286793,-0.88186437,-0.48183966,1.2636293,-0.54119265,-0.57670254
2.054163,0.07695016,-0.44105306,-0.38491786,0.2347897,1.0436987,-0.079017445,-0.3189207,-1.4828551,-0.50419205,-0.5719738,-0.45829153,0.82244414,0.81487244,-2.7445168,0.12399697,-0.25120294,-0.15977387,-0.8485623,-0.5892355,0.17783938,0.13879693,0.5048317
0.049620733,0.5748321,0.14297903,-0.3458864,0.21086979,-0.33312514,-0.21348104,0.6273988,-0.46859315,0.673074,0.1564441,0.21389599,0.36227292,0.70509225,-0.81788605,1.0264759,-0.03422934,-0.057092797,-0.57423097,0.42330593,0.80690277,0.28332916,0.23370935
-0.7102317,0.4204917,0.19085306,-0.780175,0.7097619,-0.36195752,-0.08223135,0.31732643,-0.19590157,0.19851626,-0.44268665,0.5389975,0.47124153,0.24006462,-0.89297515,1.293319,-0.36527032,0.013644551,-1.6058245,0.39219874,1.3942307,0.17999384,0.37511325
-0.3049164,0.5053641,0.11337966,-0.58942467,-0.9721382,0.92304987,0.5427083,2.403976,0.90094405,0.7291821,-0.86829305,-0.6885938,1.4803003,0.7418339,0.14051892,0.5365556,0.18762764,-0.63418704,0.15990445,-0.6041586,0.45481223,-0.1434284,1.3332134
0.25824487,0.15491228,0.25947747,-1.0489026,-0.9910016,-0.4337768,0.9884429,2.0942094,0.86293316,0.9185706,-0.4664339,-0.85015947,1.0137819,1.4127384,0.70073265,1.3003781,0.9035206,-0.24162951,-0.61649376,-1.0905814,0.30272192,0.078335255,1.3516815
-0.6311088,1.2978241,0.51984936,-1.213467,-0.95726275,-0.5528212,0.44235706,1.4646803,0.28563875,1.0922914,-0.3567078,-1.4846005,1.2568384,0.607783,-0.082172275,1.1419127,0.4362453,-0.16868366,0.28117234,-0.27016625,0.08278207,-0.58843756,0.937097
0.50428635,-0.43930972,0.058082554,-0.47450393,-1.125895,1.347192,0.8638131,1.4382647,0.37857723,2.156772,-0.7801316,-0.7220524,1.2528245,0.72921336,-0.16046175,0.75791293,-0.029964268,-0.07666208,-0.47739384,-0.70440006,0.50458366,0.051082265,0.51961243
1.0774424,-0.5855523,0.24380793,-0.81229377,-1.0132352,0.13725251,1.1565654,0.9166074,-0.011006249,2.1388588,-0.4445575,-1.1487541,0.91011536,1.4345945,0.18893394,1.5086904,0.48252043,0.4251272,-0.9828537,-0.8060757,0.4840077,0.10667704,0.21488504
0.39428148,0.53675663,0.4460529,-0.8931907,-0.8175007,-0.09290675,1.0524621,0.96181214,0.013780352,1.9664894,-0.55997795,-1.4828385,1.1373152,0.6072336,-0.7248174,1.0991004,0.19881772,-0.32182407,-0.7292975,-0.3614506,0.2645135,-0.7569754,0.0356698
1.2920893,-0.52991253,1.1869068,0.6752017,-0.8942356,0.77934784,0.7799843,0.9569667,0.0019080072,0.9741324,0.033809222,-1.008709,-0.058681093,0.26666868,-0.43750283,0.63534606,-0.5365379,-1.5120004,-0.798589,-0.11951748,0.52449346,1.5861762,-0.21851318
0.68596405,-0.09970793,-0.36507437,-1.2635063,1.0210097,-0.68395585,-0.08044737,0.78989214,-0.61271167,1.2026325,0.9323337,0.05921029,0.25949764,-0.91300315,-1.7654003,0.0020966902,-0.64867795,0.50397164,0.6646339,-0.57087165,0.9249793,0.9298171,-0.91976297
0.32475412,0.44357362,0.054704763,-0.6845519,0.39843503,-0.7144119,-0.023858756,0.19307235,-0.56571454,0.9349354,0.67498666,0.33654624,0.63205004,-0.15859917,-1.4981197,0.52008384,-0.7463724,0.6576688,0.56754506,-0.035965532,0.83302814,0.47930038,-0.77337575
0.24832775,0.60659456,-0.027254634,-0.740126,0.36781552,-0.7192517,-0.14318609,0.361142,-0.68274206,0.88993084,0.7171015,0.21200134,0.6194299,-0.22299235,-1.6505277,0.68579084,-0.7630047,0.5974057,0.5266347,-0.076060615,0.84512633,0.5854288,-0.9129011
1.1394398,0.97564733,0.21831377,0.69479585,-0.75338656,0.47896817,0.9896711,1.113489,-0.42473462,0.14804474,0.6162824,0.33424777,-0.13855015,1.4850156,-0.6072995,1.2347409,-1.0665101,0.3729495,0.28628927,-1.0751094,0.33817327,0.02788426,-0.7066396
0.6073487,-0.5560492,-0.0012037639,0.57630944,-0.55722857,0.9672312,0.23392105,1.2448494,0.3273069,0.5320757,0.3129363,-0.3887184,1.3891098,0.49187732,0.2858878,0.6129551,-0.025328979,-0.4666739,0.02562683,-0.18774725,0.81948805,0.46068785,0.6065688
0.16501121,0.044446822,0.58126634,-0.11560862,0.0060025924,0.5673737,0.43346912,1.1529502,-0.5132727,0.30508685,0.51683354,-0.47262913,0.634218,-0.08676561,-1.2678251,0.9035116,-0.18423015,-0.33456495,-0.54676837,0.012081231,0.48212448,-0.02899192,0.6466048
1.0431622,0.10006834,0.04313087,0.38042757,-0.2557974,0.108015716,0.17290267,0.46466392,-1.001668,0.31678236,-0.3020969,-0.6692661,0.414521,0.31313488,-1.1614243,0.39657763,-0.42512447,-0.34969163,-0.6901638,0.6295066,0.26001444,-0.20615329,0.26807567
0.67263,-0.19556302,0.686716,1.011733,-1.0047796,1.6003621,0.5580636,1.3492478,-0.35662967,1.5534492,-0.74016005,-0.10298492,1.3651242,0.46091458,-0.24365819,0.63339967,-0.37984,0.39618057,0.3029071,0.21876194,0.74014723,-0.27312747,1.0781112
1.1862875,0.036462445,0.66604525,0.46370715,-0.53048706,0.4619876,0.25484762,0.5385479,-1.4029317,0.40373555,-0.4247264,-1.0813866,0.57537115,0.5424921,-1.2186822,0.46831313,-0.55941963,-0.39081946,-0.8499809,0.98239666,0.10545157,-0.35324132,0.88539195
0.91784954,-0.7719001,-0.3939701,0.8347618,-0.68268013,0.71877,1.1095886,0.43093136,-0.38193035,0.96433187,-1.1090479,-0.823441,1.984791,0.651074,0.48145333,0.7919849,-0.59143853,0.21798672,-0.93614924,0.41028783,0.8355616,0.4914886,0.017861681
-0.17938468,0.15300524,0.18504874,0.12337321,-0.4664871,-0.3455054,1.3471677,0.09018648,-0.77561486,-0.14671358,0.2149197,-0.5421015,1.1674964,0.6375095,-1.2782793,-0.11068103,0.83467895,-0.87485963,-0.38815096,0.29022855,0.1683499,0.8208412,0.37222028
0.06364539,-0.29728517,-0.10929745,-0.22949496,-0.49347523,0.4857645,0.96937436,0.484744,-0.15719189,1.8748016,0.3938015,0.004421743,0.11745119,1.4670813,-1.3527628,0.40973005,0.28978723,-0.48101816,-0.3912723,0.45934778,0.8925998,-0.021988515,0.33702403
0.06617732,-0.35133508,-0.09574798,-0.12312988,-0.28403842,0.49045786,0.75344044,0.49618357,-0.2946226,2.1099412,0.26088813,-0.06621282,-0.10367069,1.4049838,-1.2675616,0.32396555,0.28813714,-0.66738486,-0.43567726,0.31211394,0.8238946,-0.0077009453,0.19793199
-0.04831999,0.014621853,0.28301078,0.3614415,-0.514647,-0.061046846,0.25395206,0.5060886,0.06745361,1.5492617,0.92820305,-0.23202345,0.2546715,1.2943782,-1.2551371,0.25968164,-0.07520483,-0.29526767,-0.04756097,0.56680614,0.34978274,0.44033122,-0.07265932
-0.1297204,-0.1701319,0.33620036,0.46509624,-0.580043,-0.06895085,0.29466885,0.49905115,0.10938879,1.4973624,0.96734065,0.0722802,0.12645765,1.2529583,-1.2173812,0.48777786,-0.14489277,-0.2842026,-0.064369194,0.53977233,0.32886624,0.4393681,-0.069583185
0.6296997,0.23040365,0.40340313,0.041017283,-0.1073918,-0.03438777,0.39204076,0.78492904,0.02635558,0.35412714,0.16248675,0.33624327,0.64099234,0.7450311,-0.47108182,0.81996477,-0.12986808,0.15530625,-0.012634317,-0.5397229,0.27435088,0.20235452,-0.08781551
1.0171375,0.11996779,-0.54030615,-0.26594517,-0.4438115,-0.59583324,-0.07176685,0.09715117,-0.73411405,0.6330863,-0.54258156,0.96439326,0.24765949,0.30767074,-1.4509395,-0.15457928,-0.49030808,-0.19283274,0.11025164,0.19839641,0.044730186,-0.038560484,-0.04020717
1.3531806,0.50496435,-0.04080997,0.23221725,-0.060255747,0.93978477,0.1108955,0.91330564,-0.38049382,0.11795477,0.0753117,0.9401843,-0.15529403,0.78906274,-1.7202735,-0.07068266,-1.5926325,-0.5453072,-0.8904182,-0.4242908,0.89944047,-0.36614805,-1.00035
-0.30202925,-0.41163948,-0.0058662845,1.1548275,0.97734636,0.34527206,1.175564,1.3733891,-0.1798276,0.24667138,0.3288288,-0.2198325,0.6104515,0.7480163,-1.276623,1.0116665,-0.674337,-0.28486145,-0.8241509,0.8293182,-0.85881996,0.21545099,-0.76674676
0.61511236,-0.5414051,0.13174005,0.5624788,-0.6802082,1.0303491,0.17974934,1.266376,0.25430086,0.5297537,0.35988843,-0.36044005,1.4129635,0.5191843,0.19868292,0.5574787,-0.039912798,-0.35860714,0.057018798,-0.13986963,0.7306459,0.44144413,0.66086787
1.4013634,-0.43424454,1.1556476,0.110737965,-0.7196474,1.0442057,0.35242605,1.0002922,-1.3640656,0.40119448,-0.38796407,-1.1998775,0.9608124,0.29441997,-0.34714162,0.68404704,-0.6253268,-0.51983327,-0.56123227,0.079887606,0.5111736,-0.3043957,0.71558094
0.9966009,-0.6267126,0.80321264,-0.16696851,-0.08072162,1.251176,-0.21447347,0.4267589,-1.0491184,0.3581827,0.3498736,-0.52258646,1.5241342,0.45342556,0.026025895,0.7644354,0.7733706,-0.06571075,0.03271159,0.07424522,1.0572082,-0.08531087,1.0254804
