p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26
-0.372909,-0.081597544,-0.51319915,-0.42603788,0.5966039,0.5154121,0.228588,0.2122745,-0.5099937,-0.4790077,0.49133375,-0.24870159,0.12810998,0.47399494,0.07827886,-1.0226339,0.4093006,-0.7150538,-0.21273993,-0.35879353,0.45182034,0.41103378,0.012075577,0.9909833,0.70317817,0.11300567,-1.0006187
1.3645492,-1.01813,-0.6604275,-0.22011596,0.45085987,0.024035709,-0.46403697,0.99573785,0.4798375,-0.5523054,0.7876813,0.29097196,0.46592885,0.99270016,1.4892855,-0.63625544,-0.068844184,0.7041509,-1.4676616,-0.25749913,0.7103228,-0.28035587,0.85274965,-0.9669574,-1.1498066,-0.21077842,1.0308573
0.6308977,-1.1740243,-1.0660343,-0.15933958,0.4504545,0.03823159,-0.73639035,0.92888886,0.88854253,-0.57580006,1.9922488,-0.10454484,0.38141116,0.3062034,1.2324945,-1.0528703,-0.17566003,0.39630064,-1.2304301,-0.3590971,0.9649429,0.5618894,0.74373543,-0.58711976,-0.1508471,-0.6572743,0.3649674
0.79749584,-0.81722987,-0.2149805,-0.44248152,0.53841966,0.21121468,-0.05047235,0.27524662,1.6567268,-0.51124054,1.4699997,-0.18203916,1.3555108,0.678046,1.0614548,0.25090525,0.19093147,-0.20218293,-0.83877355,0.47380996,1.1200422,0.8405606,1.1604558,-0.65199524,-1.0828931,0.002361505,0.3860559
2.1416183,-0.5859558,-0.80932534,-0.5651586,0.28581816,0.14600909,-0.4465663,1.2163392,-0.1891755,-0.44452992,0.5877771,0.70831823,0.08236393,0.6557089,1.0819818,-0.58743453,1.1327441,0.04552863,-1.4899735,-0.2251196,0.13267125,0.14604662,0.69073707,-0.7433059,-0.6418162,-0.24803364,0.3798281
1.5922371,-0.6758778,-0.95062315,-0.6875819,0.19065432,0.1656926,-0.5283386,1.0635327,0.11112297,-0.52954215,1.5877093,0.2824924,0.09810263,0.07385963,0.81132627,-0.8376405,1.2689272,-0.21678554,-1.1579615,-0.30110916,0.274469,0.89241946,0.80069727,-0.40054217,0.07038755,-0.64129615,-0.20678897
1.6446929,-0.19385038,-0.60793227,-0.5431772,0.27071616,0.6512825,0.08395698,0.601322,0.9143867,-0.58025825,0.9325466,-0.0005832859,1.0263255,0.26093504,1.176659,0.08399084,1.0534765,-0.8214712,-0.86607915,0.312893,0.68012106,0.66578716,0.8016893,-0.026655663,-0.7826223,-0.2446732,-0.16161561
1.3213745,0.24824616,0.19745062,-0.12503728,-1.0417017,1.1840516,-0.15075909,1.4886478,0.10179703,0.10127042,0.5637048,-0.08812731,-0.73519933,-0.7099897,1.2805406,-0.7333389,0.81669194,-1.1639907,-0.30323625,-0.6237673,0.42887715,0.21707039,0.83316684,0.34038112,0.4121018,-0.91526794,-0.043123323
1.3316898,1.2573946,0.8578291,0.4378349,1.7163283,0.1596626,0.8385563,0.9253348,-0.8461992,-0.7445741,-0.18067625,0.11639274,-0.48327932,1.4209882,0.09819338,-0.031055879,-0.4444136,0.01626818,-0.23657161,0.8398515,0.05721169,0.5369279,0.4347076,0.63123524,0.31917697,-0.37560523,-0.0036653797
1.3051211,0.7916575,0.4143647,0.3554094,1.2693322,0.3680418,0.39720622,0.051005,-0.5753174,-0.8156142,-0.26517627,0.018046655,-0.27444324,0.6822682,0.035445996,0.004915937,-0.6758795,-0.4392225,-0.34517473,0.6473565,0.779652,0.5549671,0.50522333,0.29534099,0.54744905,-0.442519,0.32959685
1.3158511,0.8751448,0.39950073,0.38846165,1.4111547,0.33263195,0.42570505,0.05648588,-0.6801043,-0.8558929,-0.34981015,-0.08713076,-0.2191809,0.7168573,0.2772213,0.019237794,-0.5654996,-0.41794047,-0.43179497,0.66746795,0.77665406,0.35793394,0.5207,0.26689205,0.48975298,-0.5097459,0.3329887
1.4450735,0.31465915,0.117516816,-0.8904826,-0.18739814,0.37312913,-0.10269994,-0.41895944,-0.48276988,-0.79248434,0.23449163,-0.55045277,0.0981652,-0.24329002,-0.13252401,0.40859216,0.6973221,0.6977016,-0.9955993,0.0946634,1.1681126,0.091198556,1.0875466,0.5135956,2.0305378,-0.5536127,-0.45498526
1.2401114,-0.20112275,-0.30666664,0.07031343,-0.45984197,0.023262342,-0.028573837,0.72526264,-0.2135263,-0.68506116,-0.021614436,0.6806182,-0.017026927,0.74565625,0.6083457,-0.74959105,0.15186688,0.23182122,-0.6211271,-0.97567177,0.76450825,0.32635283,0.4759524,-0.60788065,0.08501318,-1.0311812,0.48984903
1.0097644,0.5909037,0.0746944,-0.48132202,-0.04291908,0.7804866,0.22604133,0.48124176,-0.6797779,-0.62185955,-0.15777877,-0.43274602,0.00092527794,0.076368764,0.84179944,-0.85092777,0.27004364,0.123956196,-0.2678343,0.2018561,0.6053325,0.27372274,0.55792856,0.18905184,-0.15560976,-0.53999496,-0.18989179
0.5819401,0.4242281,-0.16783316,-0.12560074,0.12791641,1.0213397,0.21209078,0.62187463,-0.054894548,-0.3604872,-0.5562388,-0.18148912,0.4728032,-0.19812642,0.25865477,-0.4569979,0.7919498,-0.5841168,-0.5126681,0.15457994,0.8310292,-0.6018805,0.5562842,0.15413986,-0.07766357,-0.5892242,0.7591053
1.4906386,-0.1411642,0.16808692,-0.9151374,0.51458466,0.7417137,-0.4273929,1.1030275,-0.30804798,-0.65644413,-0.18026857,0.8724127,0.018261356,1.1761914,0.1010554,-0.6215559,0.8994105,-0.27570006,-0.96280634,-1.1090965,0.5593977,0.4887572,0.6143532,-0.3450258,-0.6262708,-0.26309502,1.3284415
0.7698324,0.21782286,0.21253131,-0.24453902,-0.0128344605,1.3372588,-0.015253133,0.94969964,-0.044579107,-0.3491771,-0.61167085,0.07306337,0.4408661,-0.17900367,0.44821173,-0.87871873,0.9807844,-0.72341347,-0.56549704,0.113968164,1.1291862,-0.8113055,0.61059356,0.18677194,-0.42263243,-0.759789,1.2620755
0.522497,-0.19546562,-1.0249869,-0.0025136545,-0.99656695,0.21244125,-1.1251467,0.7806105,0.007498379,-0.92641175,0.43316856,0.22592561,-0.64887977,0.261595,0.19132185,-1.4069715,1.3632073,0.062973075,-0.02607017,-1.5166208,0.27203992,0.5374782,1.0618291,0.6728624,-0.18131548,-0.32485893,1.698127
-0.19679575,0.45027158,-0.23904637,-0.33229667,0.470211,1.0784346,1.197522,0.6393589,-0.5860282,-0.7082498,0.47616926,0.36340356,0.6806997,0.6832307,0.52852666,-0.28585738,-0.22875606,-0.40499726,-0.9517499,-0.50899464,0.6366364,-0.72564405,0.19168106,-0.055292502,0.060073327,0.14403945,0.58096087
0.88462615,0.68557936,-1.490518,-0.38200662,0.6079264,0.8573145,0.30659276,0.5946732,0.07955367,-0.59088224,0.3839701,0.05708075,-1.0948548,-0.12799875,0.39374062,0.27377343,0.40903166,-0.9150284,-0.6901502,0.41303065,0.9543959,-0.031638023,0.4184722,-0.5142635,-0.15471114,-0.034204766,0.025895901
0.92736506,0.730395,-1.3241172,-0.32496136,0.59452885,0.73464406,0.20891045,0.6769222,0.11355059,-0.50306356,0.3741828,0.13327838,-1.1835332,-0.34833753,0.39832133,0.2861537,0.30134237,-1.0986605,-0.9207304,0.3810898,0.8134784,0.114451244,0.56545407,-0.39753792,-0.31259385,0.26881617,-0.017062206
0.8316073,0.92337865,-0.8866986,-0.23162484,0.17808695,0.41908115,0.18826054,0.90623575,0.1727284,-0.27839735,0.13690308,0.017252224,-0.9689643,-0.025653247,-0.092219606,0.20989434,0.21876225,-0.6656253,-0.6559557,-0.014961105,1.1008625,-0.20908445,0.67816424,-0.22525343,-0.111720756,-0.24951208,0.19224086
0.7307596,1.0726818,-0.93639237,-0.11105442,0.15161595,0.51751935,0.12877358,0.88327175,-0.027706366,-0.3236544,0.16492447,-0.10121197,-0.96990263,0.04550114,-0.20238765,0.19740885,0.37960607,-0.66750807,-0.7123884,-0.07665915,1.048695,-0.18796617,0.51467395,-0.30686483,-0.07809301,-0.16588587,0.1187972
0.615161,0.39307833,-0.18979524,0.060388472,-0.148636,0.36811316,0.49185973,0.15500687,-0.040150765,-0.62320405,0.30134323,-0.0032111618,-0.08243712,0.34173694,0.3745629,-0.10294045,0.4125631,-0.115857854,-0.72787,-0.23955238,0.50715643,0.016982486,0.87270314,-0.22637962,0.745131,-0.09077589,0.059637114
0.6661726,0.93153167,-0.43036547,-0.46480167,0.4598349,-0.07719135,0.856094,0.25546488,0.120091304,-0.29189986,-0.33625862,-0.31598088,-0.27504855,-0.1626664,-0.198246,-0.6788291,0.035063118,-0.6886701,0.6271001,0.030478364,0.8366235,0.06496212,0.19139823,-0.47759452,0.39819798,-0.7670098,0.19425412
1.2554419,1.2556233,-0.53012997,-0.7184803,-0.40547612,0.20690258,1.0558823,0.25215653,0.15391849,-0.074346386,-0.46273392,-0.42737877,-0.4841874,-0.52125674,0.52752686,-0.24221794,-0.17751743,-0.5783509,-0.62626845,0.6320359,0.82988226,0.16464098,-0.11244835,1.3902546,1.7637941,-0.6901896,-0.36142755
1.0332185,0.9386859,-1.8637689,-0.15951905,-0.8852458,0.6389287,1.1630671,-0.12898152,-0.49752432,0.6675244,-0.1946202,-0.8159525,-0.018621271,0.20105477,0.0074755168,-0.7608831,0.93919235,-0.13588047,-0.92012763,-0.23786618,0.6119894,0.17768563,0.09022827,0.65111697,-0.21792194,0.541052,-0.15518793
1.1538038,-0.24611741,-0.1957168,0.04736411,-0.45042166,0.06912979,-0.0073953327,0.7640919,-0.22561023,-0.6307653,-0.05037829,0.7213872,-0.08413091,0.7141981,0.6199104,-0.7108263,0.2062622,0.17461886,-0.6863379,-0.8000022,0.84627813,0.22387455,0.5589475,-0.68160474,0.0008017179,-1.0335809,0.64246196
1.279065,-0.30319172,0.42272362,-0.3108668,-0.3837305,0.8023007,-0.24819198,1.0409235,-0.33458185,-0.4547932,0.36749902,0.5241115,0.2391811,0.12284443,0.8668918,-1.3462255,0.78416437,-0.16597275,-0.3971233,-0.2866042,0.8618809,-0.2231362,0.55703354,0.5174483,-0.364826,-1.4436358,1.1676561
0.98681796,-0.40827608,0.101244204,-0.57221884,-0.45071125,-0.17219864,0.80698955,0.6896455,-0.18888018,-0.8827052,-0.039043,0.6035295,-0.21020718,-0.38904023,-0.04098159,-1.4228098,0.7416714,-0.27717903,0.175824,-0.593476,0.43394303,0.27798608,0.82845026,-0.54178476,0.2124033,-0.5815202,1.4093666
0.34497344,0.7594384,0.863883,-0.44050497,0.4824758,0.15784332,0.97341913,-0.10694351,-1.1792321,-0.87940556,0.17133176,1.1022525,0.3790886,1.0582415,0.098127306,-0.67077845,1.4418303,0.12702088,-1.6598041,0.079678334,0.67355525,0.09893765,-0.5198317,0.5585383,-0.044036444,-0.27551812,0.33959606
0.5157129,0.5562871,0.7392083,-0.36120364,0.49965513,0.16551793,1.1102978,-0.12583712,-1.4313325,-1.024625,0.13683523,1.1980698,0.39631963,0.902584,0.20842889,-0.79601353,1.6603456,0.3116624,-1.6755341,0.121039584,0.6805035,0.13824542,-0.3762394,0.56157154,-0.004253444,-0.43659788,0.24980444
0.89245576,0.6591713,0.4755083,-0.607074,0.28920448,1.1576179,0.65379024,-0.10622583,-0.10578573,-0.9588741,0.007301542,0.48154604,1.006067,0.5321698,-0.2555949,-0.33497664,1.2490067,-0.27311623,-0.5912083,0.36545277,0.16792038,0.6030221,0.17536166,0.26952013,-0.27580652,-0.23767368,0.2829158
1.018786,0.35314065,-0.17067017,-0.86149347,0.007737143,0.50891906,0.32917354,-0.41257444,0.04596267,-1.8051192,0.3072006,0.90843225,1.1433489,0.82645595,-0.1424648,-0.5067391,1.4762312,-0.37249082,-0.7383442,0.16402838,0.29962134,0.8622431,-0.3936169,0.47194374,-0.1960797,-0.7781375,0.6543431
0.85881364,0.60267234,0.75830877,-0.21123917,0.7941251,1.1428647,0.4696859,-0.1697946,-0.32588127,-0.39380717,-0.23154154,0.48372734,0.7662204,0.5766763,-0.03127973,-0.9338403,1.3021765,-0.34882855,-0.70023715,-0.13721916,0.59663755,0.72317624,0.5211031,0.40068987,-0.69635165,-0.15787607,-0.13054487
0.72445995,0.32494792,-0.1426055,-0.3206857,0.830845,0.23990643,-0.42985475,-0.15623778,-0.21490553,-0.9317052,-0.07652735,0.73689157,1.2518272,1.0188069,-0.07556504,-1.259525,1.3896251,-0.74590915,-1.1898952,-0.53510374,0.7725764,1.0242133,0.007083406,0.7530044,-0.65430623,-0.773697,0.8142203
1.1630144,0.80746007,1.2386897,-0.1174366,0.32024723,0.9992773,0.52782726,-0.025774632,-0.7213952,-0.14864211,-0.88079935,0.401492,0.62053126,0.38654816,0.067766465,-1.0154322,1.3912336,-0.08509637,-0.78572494,0.06605816,0.3912034,0.6121006,0.4999066,0.1847981,-0.30402485,0.2348987,0.21630552
0.6177806,0.46722022,-0.61658263,-0.46879548,0.41296238,-0.61058533,-0.2948219,0.13182029,-0.34074405,-0.6680994,-0.24068098,0.11289805,0.855032,1.0891548,-0.13546808,-1.040533,0.97989845,-0.40351236,-0.96816397,-0.37658545,0.38420585,1.0104101,0.24859393,0.8030843,-0.37801194,-0.3117541,0.86477363
0.8604735,0.9282549,1.093344,-0.24758895,0.3026093,1.4260451,-0.327014,0.5407083,-0.14312875,-0.49710998,-0.42026758,0.52085793,-0.7198757,0.8252835,-0.30355516,-0.6806976,0.58304954,0.11536089,-1.1563323,0.19892499,1.3306776,-0.8731361,-0.20086524,1.3511337,-0.3892997,-0.25932762,1.2845428
0.88852876,0.3837208,-0.4124582,-0.66583717,-0.053706437,0.47404474,-0.79242426,0.29825592,-0.00035001623,-1.143317,-0.06385534,0.83301514,-0.42407376,0.99775517,0.10085992,-0.8301335,0.77692163,-0.15714441,-1.1666031,-0.2729246,1.2809501,0.004578089,-0.677524,1.508412,-0.1478932,-1.1140914,1.9183497
0.73945916,0.48876032,0.4377772,-0.67554134,0.39720175,0.5071608,0.43923053,-0.8510948,0.45677048,-1.3186884,-0.28720197,0.11314136,0.25003552,0.29530454,0.8048096,-0.8494404,0.89636445,-0.043430854,-0.39762107,0.61764485,0.71132594,0.40336928,0.4159237,-0.26277387,-0.5196243,-0.25760844,0.2129925
0.76428664,0.70274264,0.2865568,-0.83231133,0.4895256,0.8566671,0.69256544,-0.3847705,0.25645798,-1.0694504,-0.23031002,-0.024597695,0.41481426,0.31397417,0.34623042,-0.3950417,0.8675378,-0.12253399,-0.25385928,0.38081697,0.40108752,0.6391088,0.51561546,0.01563001,-0.41114533,-0.21091433,0.0861002
1.5422529,1.8870201,0.5982677,-0.6999015,-0.2631944,-0.36691254,-0.0013198331,0.13299534,-0.07448036,-0.0076348754,-0.15072162,0.24192636,0.72940177,0.8873152,0.37646353,-0.7665326,0.6014727,0.17325248,-1.4720564,-0.32270834,0.5756196,0.13238487,-0.09396489,1.3754814,2.0113156,-0.07531273,0.8146803
0.35202453,-0.049937572,0.32875133,0.09261528,0.14032567,0.6936648,0.62856966,0.45298916,-0.18757261,-0.6303945,0.2682837,-0.028493123,0.33757693,0.8310184,0.010212344,-0.64671993,0.62933123,0.20718752,-0.9353888,0.5887749,0.5811892,-0.34906656,0.65150654,0.27889803,-0.41157132,0.18535826,0.35359704
0.695565,0.046972807,0.4392966,0.0612654,0.21580832,0.48725227,0.57769936,0.3742786,0.011763067,-0.8053991,0.46329513,0.16706923,0.5062993,0.82875854,-0.16073813,-0.8381722,0.86733127,-0.11435497,-0.92875797,0.67002136,0.7511047,-0.45379147,0.62267184,0.45411304,-0.41973773,0.122407444,0.7530531
0.5224426,0.0072318115,0.36660388,0.017181916,0.15143204,0.53523225,0.6858382,0.33534944,-0.05904484,-0.6532207,0.35899022,-0.00038859542,0.4003633,0.75997823,-0.0025982815,-0.6421484,0.7123338,0.03110962,-0.8572688,0.5157559,0.63989973,-0.26541743,0.75050235,0.2723554,-0.4081303,0.09566706,0.4783666
0.71073586,0.05727175,0.5708385,0.15159027,0.20178589,0.80351263,0.6541979,0.3564411,-0.15104446,-0.84991205,0.38389438,0.27053535,0.40098503,0.8707342,-0.038139466,-0.9534161,0.93682885,0.06673691,-1.0385181,0.69553655,0.7846197,-0.50031835,0.5785869,0.36935854,-0.3854728,0.16837296,0.65409935
0.6092643,-0.035224594,0.35747212,0.1300343,0.085361354,0.68074757,0.7732971,0.25384945,-0.08722742,-0.618917,0.37173378,0.12069659,0.30028793,0.8439637,-0.14921692,-0.7715292,0.72177005,-0.025131905,-0.9033152,0.51322323,0.67827266,-0.27724645,0.66975826,0.27228642,-0.25997746,0.14228317,0.4362995
0.52971774,0.04738666,0.3980796,-0.04301965,0.22807528,0.64614606,0.619419,0.45335212,-0.097470105,-0.7171747,0.35390586,-0.011204249,0.30594283,1.0593712,0.033560485,-0.77448255,0.68923634,0.17995666,-1.1526196,0.7517134,0.66951144,-0.48429257,0.61988,0.39354858,-0.5821253,0.3065164,0.59220016
0.64758116,-0.012873814,0.37276146,-0.06500122,0.17344098,0.6667971,0.5518705,0.33327958,-0.058416627,-0.5819216,0.37001806,0.14367765,0.20715466,0.9943663,0.22463146,-0.9039097,0.76545733,0.14930472,-1.2133948,0.61411536,0.8980024,-0.45263126,0.55721825,0.3008862,-0.44349796,0.32180715,0.6201706
0.55105853,0.094928116,0.32437032,-0.115310416,0.21441177,0.75869244,0.65029055,0.24118245,-0.04476845,-0.45748895,0.31198683,0.008935238,0.38995203,0.8984766,-0.003554069,-0.8364796,0.75131524,-0.0022525585,-1.0583122,0.5613395,0.7181513,-0.18340139,0.67051786,0.27305946,-0.38711888,0.2795824,0.5745235
0.37893608,0.18005945,0.69749814,-0.12625644,0.1765126,1.7044678,0.69160235,0.1187806,-0.12512328,-0.44403607,-0.067918554,-0.7224987,0.15445527,-0.2728699,0.4809755,-0.38268626,0.56111574,-0.29127294,-0.67057544,0.6222819,1.0034205,0.67436594,0.63276315,-0.23573284,0.5737281,-0.2572651,0.13842809
0.36939526,0.544165,0.8769466,0.07866357,0.19896893,1.9906335,0.7548307,-0.16367735,-0.42994708,-0.38447085,-0.29227445,-0.3474159,0.15965533,-0.5039006,0.49681416,-0.6903154,0.881605,-0.5270084,-0.13305542,0.7966766,0.8944535,0.87155646,0.5610586,0.09966478,0.49779546,-0.022978751,0.18838528
1.1922401,0.09077741,-1.1622151,-0.3663007,0.24609487,0.5780682,0.51132053,-1.5175506,-0.15678571,0.26506183,1.5609407,-1.473685,0.27427766,0.059934117,0.989221,-0.61762184,0.46706283,-0.9103008,-1.3195456,0.9392834,0.7164797,0.09873048,1.0005417,0.0088878535,-0.38655108,0.4677715,0.46632513
0.50577134,0.34469026,0.07983138,-0.33192492,-0.12658319,0.12678991,0.43943673,0.16591829,0.21714166,-0.5452498,0.051117446,-0.33576,-0.06465595,0.049535636,0.05888091,0.06325433,0.04052818,-0.048853412,-0.6441306,-0.07996908,0.33566314,0.3500374,0.6723593,0.57347697,0.58434093,0.103550225,-0.10919724
0.5731064,1.0891223,0.036997266,-0.27650717,0.3074607,0.10594666,0.68400013,0.31398723,0.3313439,-0.6265745,-0.45282328,-0.07151331,0.5430715,0.4026163,0.4811923,-0.28969508,0.7998868,-0.29549032,-0.40293068,-0.51538056,0.42942,0.8304445,0.68584657,0.35015002,0.1960876,0.3550098,0.49539298
0.29393145,0.8279513,-0.083241045,0.21542762,0.9063628,-0.047108363,0.70312077,0.53350896,0.3906576,-0.60411054,-0.19260281,-0.22856706,0.3360463,0.5444891,0.20358503,-0.014384027,0.5218632,-0.054490853,0.048940554,-0.24273786,0.082904495,0.83698684,0.80024844,0.44802922,0.081486695,0.036245786,-0.17278646
0.208724,0.032016754,-0.41252688,-0.6068136,-0.18888982,-0.33880752,0.5217,-0.09568473,-0.13092637,0.1934969,-0.25922912,-0.22046086,0.17442542,-0.27349037,0.30423588,0.32720557,0.45328015,0.04944542,-0.3090234,-0.12764682,0.24900019,0.23656088,0.809196,0.99166614,0.7171761,-0.1463044,0.41016015
0.24507435,0.28595775,-0.49473336,-0.6015254,0.11490335,-0.25785103,0.8097946,0.093473576,-0.32992816,0.25967342,-0.40899703,-0.052712217,0.5624038,-0.13458686,0.8241431,0.2640861,1.0127016,-0.06329666,-0.41775534,-0.7180378,0.538708,0.49146152,1.1200061,0.77985275,0.3360548,-0.0073952144,1.0494871
1.391324,0.68303674,-0.42536712,-0.43042004,0.3508423,0.60793287,0.79995257,-0.1394995,0.6384258,-0.0503701,0.039609116,-0.23497762,-0.034688972,0.15245754,-0.06478154,0.0873595,0.8514551,-0.4943563,0.47494766,-0.3986789,0.024611797,-0.04933419,0.5975275,0.12003781,-0.24111655,-0.3028537,-0.35761303
2.86028,0.8675458,-0.5269567,-0.7102616,1.385474,2.3885725,-0.4627205,0.14240047,2.7682204,0.77205765,0.27507123,0.67978114,1.303639,0.5407246,0.9987591,0.8479195,1.3001145,-1.5025663,0.77016306,0.5369469,0.6292872,0.41237506,1.0899717,-0.9654697,-0.26667485,-0.34312677,-1.7603166
1.6069394,0.36100742,-1.7846835,-0.038797744,-0.2562876,0.50568676,1.5286043,-0.695353,0.52743244,-0.35474223,0.8322409,-0.9001658,1.0295852,0.017133167,-0.20818532,-0.277622,0.9135095,-1.901574,1.1742505,0.49681008,0.99021024,0.47177,0.4319749,-0.31184876,-0.0016448,-0.4119312,-0.6360207
2.2865932,0.42901525,-0.56377774,-0.24568439,0.18386932,0.7412299,0.6720247,-0.40910915,0.7367292,-0.054506008,-0.3052106,-0.1093577,-0.2247159,-0.2992196,-0.4173853,0.19167829,0.47971123,-0.37746838,-0.041903645,0.35722578,-0.42702627,0.47569552,0.5509146,0.7960566,0.5685872,-0.6134696,-0.97009206
1.999103,0.60432225,-1.1833092,-0.5076683,1.393372,0.4601163,1.4047432,-0.6923642,1.275357,0.19944347,-0.48198977,-0.52496254,0.41783845,-0.21554877,-0.55413336,-0.55149204,0.8725774,-1.502754,1.1336448,0.52715456,0.6388311,0.4856687,0.50703335,0.24199282,-0.19196938,-1.0210071,-0.6934276
1.0822966,-0.3237564,0.17137514,0.0072955606,0.5170648,0.23090237,-0.5359203,0.7166653,-0.6611381,-0.20259584,-0.27698973,0.94133425,0.46764523,1.1452781,0.062199388,-1.2657686,1.0492183,0.12001839,-1.2273364,-0.8923603,0.90306354,0.9254961,1.2038007,-0.53593326,-1.0560224,-0.30080214,0.8024249
1.2997017,-0.49797997,0.031445388,-0.10715386,0.24439424,0.21579629,-0.48652503,0.7129964,-0.5671883,-0.07182528,-0.10101332,0.9543395,0.45634982,0.9094854,0.28933883,-1.2425175,1.1387539,0.28110465,-0.7595719,-1.0054468,1.1800647,1.1171013,1.214271,-0.3395555,-1.1117367,-0.40320837,0.49926355
0.5250011,-0.55078846,0.11869427,0.14829622,0.66017777,0.4217382,-0.4170912,0.4396165,-0.36631963,-0.19480407,0.5949977,0.9375868,0.51302576,0.6354524,-0.24190089,-1.6628815,1.1182579,-0.16625258,-0.979955,-0.9477133,1.3847874,1.7163131,1.1746373,-0.24307843,-0.41093433,-0.71214163,0.29276848
0.7015941,-0.47896,-0.28192607,-0.050862815,0.121971756,0.2948569,-0.47051004,0.320288,-0.42980966,-0.17053518,0.7534572,0.7077454,0.5914235,0.4846622,-0.19721255,-1.5329329,1.5117321,-0.09459679,-0.56976366,-0.8714704,1.4673666,1.7570719,1.0653311,0.1138658,-0.5046803,-0.8027116,0.0887151
0.74271244,-0.3868714,0.9214445,-0.26919985,-0.22203927,0.40161762,-0.1431095,0.26537657,0.40902275,-0.89397985,-0.24067639,0.66611886,1.6775357,-0.12539202,0.6565733,-0.6851949,1.321742,-0.20654641,-0.5597746,-0.71555454,1.3762552,0.7982665,1.1017904,0.05034814,-1.0629128,-0.40028766,0.12565134
0.650214,-0.3561373,0.68710446,-0.3554631,-0.40368316,0.3877051,-0.18450332,0.49017072,0.53676695,-0.6170184,0.026169391,0.75118905,1.5609169,-0.1906396,0.8699853,-0.6376482,1.5368394,0.06886083,-0.142076,-0.774187,1.6370362,0.9782701,1.0924418,0.088166304,-1.0674846,-0.44272158,-0.21482886
1.081491,0.19381914,-0.17117503,-0.32508498,-0.21402137,0.1797789,-0.4488451,0.48553622,-0.6208931,-0.57779735,-0.37577975,0.09867205,-0.51649815,0.88508517,0.49000013,-0.33925903,0.10326949,-0.20729607,-1.2536408,-0.87442863,0.4197973,-0.006296003,0.919116,0.0011847344,-0.33022588,-0.39070827,0.5291346
0.95344245,0.36040795,-0.1269666,-0.16928086,-0.07563955,0.08749282,-0.24413294,0.67260396,-0.49318492,-0.42836955,-0.31198516,-0.15876476,-0.2558266,0.83110505,0.27338606,-0.250947,0.17252569,-0.20131734,-0.9660246,-0.76215893,0.3886896,-0.19979769,0.79219645,0.15405314,-0.24820998,-0.35785452,0.56700313
0.8120808,0.43102193,-0.059245445,-0.30532178,0.044492345,0.18018457,-0.19569847,0.708193,-0.32256553,-0.31211135,-0.49067795,0.12964101,-0.3458372,0.99382365,0.51454914,-0.2634753,0.096067,-0.018838681,-1.1403545,-0.6792783,0.49530154,-0.29057273,0.9339824,-0.11682119,-0.32669374,-0.23404202,0.5920756
0.42279804,0.16536053,-0.08113461,-0.5603209,-0.083997056,0.2271604,-0.5205818,0.6469685,0.07180972,-0.57919204,0.38932365,-0.07774224,-0.57244176,0.3205538,0.40810132,-0.68009555,0.10572755,-0.4731565,-0.74519795,-1.2479659,0.587125,0.6579767,0.7898116,0.21176316,0.42625102,-0.78353953,-0.23808396
0.28340527,0.21373764,-0.3611292,-0.57727456,-0.17503417,0.30166653,-0.31377894,0.4543591,-0.14883476,-0.6330873,0.599112,-0.27889678,-0.65298015,0.36486953,0.21919733,-0.66309744,0.083191276,-0.55975014,-0.69771075,-0.9016007,0.63826835,0.6769986,0.6992158,0.4867347,0.5708273,-0.7001045,-0.19773759
0.21302478,0.27434936,-0.36545467,-0.5027283,-0.21270932,0.15736939,-0.3147247,0.509143,-0.10687774,-0.55528,0.49653697,-0.28143507,-0.45738754,0.46504977,0.22503436,-0.59689474,0.15558496,-0.46137992,-0.81665003,-0.8324455,0.59507126,0.6100369,0.82317686,0.38597852,0.52731633,-0.7408193,-0.016894797
0.8248441,0.28214577,0.48595574,-0.6209612,-0.7420197,0.50996226,-0.4354803,0.2606383,0.43396363,-1.0777522,-0.200982,-0.21358395,0.50541556,-0.17574324,1.1751522,0.27186716,0.48481077,-0.4813727,-0.5962186,-0.9835167,0.78939575,-0.16382965,0.83606344,0.5375636,-0.31031117,-0.5731045,-0.20277491
0.64590764,0.142728,0.37196478,-0.66765326,-0.57189274,0.41276798,-0.2617017,0.40349734,0.46229956,-0.92718977,-0.39083698,-0.17450559,0.21388055,-0.057586957,1.0697011,0.03731635,0.42366317,-0.49141538,-0.5471965,-0.91158575,0.7208148,-0.045298774,0.68482643,0.4854591,-0.25131652,-0.51738197,-0.07709659
0.5939544,0.35029414,0.5701579,-0.69454867,-0.64401305,0.45974746,-0.082776174,0.35966298,0.57368493,-0.9974542,-0.37052473,-0.18312623,0.5948983,-0.1791507,1.1713679,0.28173655,0.46997792,-0.3284447,-0.4512084,-0.6733448,0.8548049,-0.31627038,0.7374672,0.5738732,-0.2879123,-0.43978456,0.012711517
0.38438678,0.27852902,0.33627716,-0.67508924,-0.5886527,0.42230842,0.0049897055,0.48492047,0.6084725,-0.93210965,-0.32037753,-0.38948867,0.7784015,-0.13294116,1.1128919,0.2930806,0.4387362,-0.3235366,-0.48219413,-0.5842598,0.7423472,-0.09262453,0.9317448,0.5725662,-0.31330213,-0.56358075,0.07198376
