p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26
0.5778736,0.3980964,-0.8922847,-1.1146007,1.0642003,0.50752,1.2549552,-0.11785372,-0.92331016,-0.7242058,0.5530752,-0.24655664,0.13951756,-0.21753065,-0.1854879,-0.9512704,-0.14367153,-0.9078891,-0.10979965,0.6571719,1.0521415,0.63205254,0.021798475,0.7020393,1.156327,1.434243,-0.107492454
-0.06339032,-0.5504517,0.05570622,-0.3812912,-0.3513247,0.19122021,-0.073266804,0.18507966,0.21149403,-0.28540522,-0.65732896,0.3245696,0.7212712,0.29308254,0.42753267,-0.7844207,-0.17184274,-0.13603453,-0.91487783,-0.7113386,0.39471325,0.05757669,0.25568736,0.7313431,-0.008978569,-0.6672344,0.23343061
0.6999522,0.5818194,0.5255559,0.25275642,0.8997598,-1.3588854,0.93350315,-0.124030784,0.078720555,-0.6026813,-0.6313919,0.2994008,-0.220843,-0.17084216,0.21400337,-0.5516068,0.80083007,-0.7992535,0.954583,0.6655839,2.1220787,-0.307978,0.4297728,-0.12790965,-0.051184952,-0.6981216,0.3479233
0.70495534,0.99777335,-0.34488493,-0.020727457,0.48666105,-0.9761049,1.2723712,0.16189636,0.25044617,-0.2729562,-0.52742386,0.29684764,-0.18496713,-0.030007683,-0.16441603,-1.067843,1.1775469,-0.44594517,0.9015625,0.5127624,1.2902414,-0.4549239,0.5223841,0.50329775,-0.07258518,-0.60909367,0.5481603
0.61605066,0.86779654,-0.28541547,-0.14620908,0.33363092,-0.91872793,1.3315277,0.35031325,0.347346,-0.45437726,-0.667715,0.11880242,-0.40069374,-0.16728999,-0.32020196,-0.95603174,1.028832,-0.42391005,0.9414759,0.56767875,1.4908018,-0.47356367,0.36219883,0.4123763,-0.10573331,-0.53458285,0.52478117
1.024078,-0.28651798,-1.3525599,0.27118132,-0.251611,-0.0050267046,0.39717177,0.9224095,-1.0186092,-0.7350895,-0.11481416,0.18939117,-0.0076333126,0.49949926,0.6965168,-0.9159643,1.0300531,0.439191,0.48480445,-0.008720025,1.5275084,-0.88029885,0.21980725,0.24330336,0.47305524,0.59217554,0.6394455
1.1269156,-0.13783035,0.22333896,-0.46567738,0.7142064,0.5452013,2.3007104,0.25228944,0.053144466,0.52231747,0.35314223,-0.8040385,0.12683845,1.8438474,0.55074394,-0.9471709,-0.12023196,0.24683699,-1.0732834,-0.9544282,0.36426884,-0.3664608,0.7214486,0.518228,0.5790578,1.0756907,0.77229106
0.83072126,-1.1637281,0.9791469,-0.06336924,0.18889073,1.3945637,1.0878361,0.909163,-0.5603329,-2.0540726,-1.1820612,-0.042154584,0.009749631,-0.14077751,0.9194715,-0.8029123,0.3507515,-0.39092532,-0.6639393,0.5961229,1.5119982,-0.43039986,-0.05447393,-0.7594458,0.6516173,0.8904948,0.35996422
0.38828492,-1.2127116,1.0897541,-0.4585191,0.2481012,1.0942807,0.91517746,0.815657,-0.7219646,-2.4584565,-0.99799347,-0.017111503,-0.0113528455,-0.1919922,1.2146298,-0.7444063,0.7953113,-0.39958337,-0.106206894,0.7427066,1.3536536,-0.2691099,0.56986755,-0.31189987,0.7998064,-0.20803273,0.18425712
0.39351267,0.30155456,-0.1026773,-0.088713095,0.099908955,1.3115311,0.54553044,-0.57491475,-0.053221438,-0.76295686,0.6697776,-0.6179565,-0.015763223,0.57640487,0.12260807,-0.1661974,0.8889478,-0.33267,-0.5247834,0.44195753,0.37821957,0.016514247,0.80493283,-0.13401915,0.7777005,-0.10299824,0.8653725
0.40951508,0.35467324,-0.13152559,-0.13480373,0.10834271,1.2611428,0.5178639,-0.6183894,-0.034998894,-0.82242596,0.6684983,-0.7405145,0.018209277,0.6589879,0.19845708,-0.20346192,0.85691977,-0.27465802,-0.5878575,0.40423593,0.32744285,0.042286824,0.8133613,-0.0710225,0.6725155,-0.09005204,0.90454996
-0.17314672,1.4517878,-0.2873509,0.686218,0.55039275,0.78563046,1.4887017,0.36024117,-0.12390029,-1.5474952,0.2076152,-0.83385056,0.4484023,1.1531646,0.91179055,0.056342695,0.33752272,0.063459,-1.161929,-1.0133642,0.807834,-0.48343113,0.29276305,1.5411555,0.32172418,-0.13183863,-0.4145798
0.15304752,0.41947228,0.06880895,-0.37507617,0.07411448,0.04797615,0.42553923,0.19564319,-0.11684812,-0.2800021,0.056690812,-0.3232481,-0.21555449,0.07597885,-0.10112585,0.24939695,0.23761521,-0.013783503,-0.05515166,-0.45832065,0.31264853,-0.18998954,0.2162749,0.073024735,-0.108090974,0.010569659,0.13844575
0.45453992,0.33052233,-0.7664182,-0.7961353,0.19276085,0.36463138,1.0102777,0.47966164,0.5799287,-0.6832023,0.562465,0.23716788,-1.0952744,0.37346268,0.6260955,0.73836386,0.31218168,-1.1899303,-0.28006607,-0.19574805,0.56864476,0.76147586,0.7821577,0.2587358,1.2106845,-0.32801262,-0.5240618
0.81705385,-0.19506642,-1.8604416,-0.6244405,0.2667832,0.7358661,1.2919106,0.17668693,0.7751054,-0.77364236,1.636471,0.045055695,-0.9863781,0.75339246,1.2560078,-0.06860994,0.64325213,-0.8319095,-0.8325385,0.28277484,0.18388799,0.42428634,1.5260693,0.7844353,0.70489204,0.35047135,-0.9795895
1.1998478,-0.588241,-1.3458145,-0.87078816,1.3729751,0.36986393,1.1349213,0.13689749,0.15469989,-1.1248059,1.0235277,-0.08404164,-0.14916374,-0.023763781,1.2928793,0.13841589,0.6310692,-0.56527036,-1.1949321,0.5422606,-0.045124512,0.64370483,1.2067912,0.045516964,0.3468447,-0.09714038,-0.3936348
0.85467553,0.17532611,-0.74251616,-0.487515,0.74333405,0.43164927,1.1644307,0.21947047,0.4199627,-0.61087716,0.8014136,0.19083324,-0.21482225,0.18183619,0.75313145,0.04660509,0.47714376,-0.71972203,-1.0235022,-0.10723059,0.49487242,0.8339529,0.5990059,0.18402979,0.67304146,-0.22208777,-0.11052904
0.62353545,0.9038799,-1.2505164,-0.045848485,-0.17607142,0.40435863,0.71912426,0.11625678,-0.5962624,0.24204192,0.21716452,-0.309824,-0.25517452,0.10948298,-0.16193335,-0.71278965,0.0948371,0.5724924,-0.82331055,0.4216724,1.3909813,-0.18889199,0.3741457,-0.012271803,-0.4141128,-0.094335236,-0.46833503
0.2560886,1.0565441,-0.4569124,-0.061665777,-0.06797569,0.5593924,-0.071852826,0.13625152,-0.0033791217,-1.0068821,-0.2837072,0.28167683,-0.1421028,1.281113,0.5431286,-0.24563634,0.08340751,-0.68712264,-0.9688275,-0.6992441,0.1679508,0.027925184,1.3811963,-0.7193197,0.124673024,0.1758101,0.5935902
0.66788954,1.0180055,-0.43333176,-0.15973788,0.14812775,0.5780574,-0.24235687,-0.11126599,-0.13789144,-0.6517014,-0.58245015,0.43498582,0.1719331,1.2106441,0.34322065,0.0031196044,-0.22415783,-0.279474,-0.851981,-0.40520045,0.20721287,0.15229994,0.9704149,-0.77575856,0.042125404,0.036927726,0.4799343
0.455091,0.9733217,-0.5598165,-0.24675128,0.07230987,0.5418977,-0.104600355,0.09216427,-0.14725111,-0.55461776,-0.46468633,0.4239736,-0.024730083,1.2924789,0.547015,-0.12881783,0.047919516,-0.23045556,-0.9697076,-0.52685726,0.31063536,0.17102396,0.9624856,-0.7574367,-0.0036816532,0.21202016,0.47272435
0.48041975,0.9625587,-0.4947099,-0.14063182,-0.05836783,0.47505233,-0.113287024,-0.055966772,-0.043113176,-0.5737411,-0.47701907,0.3315537,0.056422796,1.0942332,0.5376763,-0.12926337,0.21359791,-0.19188555,-0.84668297,-0.4499555,0.38259777,0.0719036,0.8918664,-0.61781543,-0.008733279,0.24221209,0.29419965
0.50251406,0.6330263,-0.4695763,-0.10882309,0.31266525,0.58816767,-0.28648722,-0.25746924,-0.056795377,-0.51593006,-0.2818518,-0.31788415,-0.6399966,0.7703525,0.46383142,-0.34063166,0.8624477,-0.38277936,-0.019708637,-0.44242647,0.46243295,-0.04959685,1.1175758,0.081982456,0.34104168,0.2536708,0.38463485
0.59888935,0.5788853,-0.68386084,-0.2534033,0.11774314,0.5057939,-0.31967857,-0.7195572,-0.090726845,-0.14245552,-0.51824594,-0.3988875,-0.5638819,0.4402737,0.2921017,-0.28143093,0.7088449,-0.079287335,0.03544433,-0.33694103,0.39513838,0.16529782,0.76228136,0.11627977,0.13898247,0.5489065,0.15419532
0.6863036,0.6328694,-0.71200615,-0.36140248,0.043793164,0.44343877,-0.22862557,-0.65457773,-0.016002338,-0.14224061,-0.69720167,-0.33314452,-0.51899534,0.5833356,0.2971923,-0.5307227,0.83113015,0.17910488,-0.027960612,-0.36473578,0.5038244,0.038181994,0.64426976,0.16325942,0.26142868,0.6609852,-0.0790694
0.34607673,0.80078846,-0.25043726,-0.06478217,0.115794964,0.55197334,0.24601597,-0.34232733,-0.26271248,-0.54149634,-0.37648767,-0.17214312,0.060862154,0.6176956,0.48579416,0.107675776,0.44753397,-0.3928246,-0.38212466,0.17667782,0.27884802,0.06582143,0.6489716,-0.10057599,0.07570037,0.3011537,0.260071
0.72459286,0.7297777,-0.42152616,-0.14038967,0.050753843,0.52958435,0.13245831,-0.6572152,-0.25541598,-0.49099392,-0.5740724,-0.16763495,0.3450415,0.5710072,0.36689672,0.15464512,0.4357027,-0.2340321,-0.37875566,0.16072333,0.4984725,0.11652046,0.4307613,-0.0034598268,-0.09401938,0.21790758,0.14996742
0.57448286,0.7364894,-0.44137722,-0.13724864,0.06660458,0.5949273,0.26388416,-0.6236695,-0.1544454,-0.36916924,-0.37808767,-0.24061759,0.17663833,0.40278605,0.37832075,0.03227702,0.48217937,-0.17453977,-0.3117636,0.089852154,0.43861932,0.05611092,0.4609771,0.122941546,-0.079836726,0.33722103,0.057580862
0.62583625,0.73701525,-0.50047344,-0.089851,0.026013426,0.54873013,0.30304232,-0.5816426,-0.12851472,-0.5746848,-0.40534028,-0.2937707,0.2689447,0.41093424,0.4214867,-0.00032915716,0.604333,-0.19252098,-0.33891204,0.1350955,0.5235405,0.040346965,0.40061817,0.109542735,-0.022045773,0.34345773,0.009012584
1.1145161,0.8299078,-0.7288167,-0.9115965,0.24726388,1.0899103,0.10918726,0.09833009,-0.057970867,-0.1262046,-0.29041234,-0.68929267,0.7548256,0.24733733,0.3777851,0.009509971,-0.2865468,0.35671198,-1.3640084,-0.43740493,1.0222149,0.13717875,0.3438171,-0.14032522,0.8093334,-0.7620639,-0.19848105
0.12867582,-0.29519013,-0.16140282,-0.18426819,0.71151453,0.38707978,0.87632006,0.13504083,-0.2656479,0.45731962,-0.3669611,0.12341921,1.2196363,0.24853529,0.17153981,-0.5029889,0.4643368,-0.8533192,-0.9623141,-0.5091574,1.266659,-0.67332435,0.91528016,0.77663434,0.5357934,-0.25710273,0.3873367
0.4413713,0.737132,0.02813157,-0.2351251,0.4541285,-0.33696133,-0.10976988,-0.01444282,0.16249418,-0.53069705,0.52570635,0.23119016,0.44913617,0.44973296,-0.16891943,-0.37898213,0.70610404,-0.5475588,-0.817288,-0.031605687,0.7454693,-0.18297373,-0.13905703,0.48195973,0.25983986,-0.13349521,0.49958047
0.31263027,1.042203,-0.040625203,0.14103805,0.08793513,0.57084227,0.9081609,-0.17254435,-0.99600595,-0.43772742,-0.09744244,-0.564971,-0.47757754,0.741148,0.7935636,-1.0634824,-0.19268182,-0.26718462,-0.1679749,-0.27451193,0.8648748,-0.14005868,0.59029466,-0.6324312,0.4664461,-0.2527192,0.12773038
0.24181633,-0.31803456,-0.02256573,-0.27670845,0.34110352,0.36799413,0.9914421,0.12369739,0.027037848,0.06969269,-0.3064587,0.09220925,1.1478633,0.06906328,-0.021829417,-0.6104882,-0.05367392,-0.9277774,-0.7987758,-0.528584,1.1418116,-0.4536868,0.57548755,0.80044633,0.40390825,-0.25711462,-0.0048503983
0.663911,0.90053564,-1.4455425,0.06297296,-0.67807364,0.42180422,0.9849952,-0.24720044,-0.4063466,-0.022579046,-0.121934466,-0.7138495,0.087292455,0.11466378,-0.12229955,-0.60540694,0.4860835,-0.20008452,-0.8157042,-0.13509466,1.0197843,0.012814758,-0.18292826,0.2874298,-0.554186,0.26841912,-0.073729604
-0.30655184,-0.04091268,0.23363133,0.030174628,0.13958697,0.739033,0.993975,0.3571323,0.5188669,-0.4837758,-0.85626537,-1.0555714,0.6717814,-0.74024194,0.43707862,-0.59152955,1.1213834,-0.3803414,-0.6972672,0.4591388,1.2234156,0.37967867,0.8997376,-0.54465747,1.1216434,1.0308399,0.088685
0.107253276,1.2501832,0.007963914,0.17766985,1.1396396,0.87098384,1.2401406,0.15854506,0.54570866,0.24121127,-0.15416019,-0.68434536,-0.5574158,-0.20052052,0.12582144,-0.7414559,-0.55317783,0.85186183,-0.60601544,-0.6600562,0.82302403,0.5489,1.220206,0.79667693,-0.2730298,-0.78158,0.7213659
0.5816062,1.4744639,-0.26224387,-0.23266955,1.0457691,1.2984774,1.2571809,0.88353145,-1.0819383,-0.43060046,-0.52529454,0.734616,0.7454195,0.3437464,1.0539858,0.6825587,0.09046132,-0.8841668,-1.1729662,-0.33249778,0.80117154,-0.76673305,0.7100972,0.2612201,-0.8631378,0.9838547,0.92165005
0.38449845,0.3194044,0.3922839,-0.6208827,1.2928611,0.61418897,1.0634309,-0.25411433,-0.022819776,-0.005698248,-1.1733768,-0.011641074,0.060451508,0.97812045,1.6363466,-0.14707166,0.73750275,-0.60422003,-1.0216091,0.28537074,0.5209838,0.093609296,0.44385043,1.162417,-0.6470447,-1.0499281,0.27811116
1.0893732,-0.23738486,0.64653456,-0.41660628,1.1302127,0.35373405,0.19956055,-0.9853267,0.2293124,-0.43679187,-0.7877561,0.113891065,-0.40649652,0.4139081,1.8423193,-0.5242482,1.0298247,-0.92231756,-0.7938159,-0.3430023,0.93060803,-0.39286706,-0.26187107,0.48738655,-0.6309362,-0.9258554,0.32047233
0.92825705,-0.70097435,-0.02761128,0.07871755,-0.88138556,1.0010048,0.052459978,0.8910792,0.00954134,-0.4194312,-0.27600902,1.077836,-0.6166621,0.89975345,0.14943428,0.05634704,-0.13070856,0.21481784,-0.98197424,-1.1653595,1.4356666,0.14843233,0.8061125,-0.6559707,-0.020342613,-1.1818827,0.5667826
0.4059383,0.08986475,0.33118626,-0.46868223,-0.29972878,1.6712517,0.3732734,0.49104446,-0.45364296,-0.28890622,-0.18430743,-0.41464943,-0.44186053,0.27228668,-0.00256055,0.2256135,0.0048092394,0.1527738,-0.62966204,0.10450194,1.1625104,0.12973,0.9364557,0.3830893,-0.27511764,-0.6237261,-0.28142384
1.1656622,-0.21827656,-0.2393161,0.054502603,-0.7635196,1.5362816,-0.13386168,0.7117965,-0.27271214,-0.2632054,-0.31614637,0.132497,-0.5102964,0.11203032,-0.23426796,-0.50832224,0.6529909,-1.2341479,-0.51429415,-0.4166057,1.024366,-0.13316563,0.4598158,0.7898338,-0.31902757,-0.9625819,0.70693487
0.63316935,0.14705786,-0.2702521,-0.22774833,-0.27898806,1.6415523,0.1182513,0.64861333,-0.06783328,-0.20305015,-0.5497742,-0.12642837,-0.08996285,-0.079856,-0.22221017,0.22132601,0.6950804,-0.81244576,-0.69826055,0.047921736,1.0129104,-0.47799268,0.5954531,0.5922965,-0.13383761,-0.6735406,0.36675957
1.0464433,0.14950767,-0.47122565,0.08827781,-0.5165124,1.3904182,-0.037957486,0.79612225,0.35662276,-0.1669465,-0.34800962,-0.08248642,-0.3261335,-0.042774197,-0.23230061,-0.5460436,0.56075466,-1.9860228,-0.5500181,-0.27445716,0.9446581,-0.2798883,0.4300241,0.5814532,-0.4599123,-0.847403,0.6677934
1.4199746,-0.95365936,0.17701004,-0.43137443,-0.52683973,2.0646548,0.8944645,1.1124775,0.3111986,-0.68074715,0.28136885,0.670479,-0.6925217,-0.07290764,0.26160213,-0.2081496,1.0608995,-0.44917732,-0.45432603,-0.6930401,0.64615923,0.737424,0.6251269,0.7858362,0.1811037,-1.2364544,0.19933908
1.1381593,0.27179363,-0.36238602,-0.045063887,-0.61022437,1.6332244,0.09997252,0.86489516,-0.31118152,-0.28724808,-0.23249951,0.09170427,-0.5990525,0.30046242,0.051500548,-0.5820493,0.85729945,-1.2583864,-0.7881282,-0.31550336,1.0407752,-0.23263828,0.6291307,0.9043354,-0.22957441,-0.7792268,0.48837313
0.526785,-0.95144856,0.4327206,-0.70736426,-1.0068265,0.923824,1.1009216,0.7509335,0.1257386,-0.7682139,-0.30810854,0.7432547,-0.74656814,-0.4430542,-0.8509724,-0.67345357,0.6559084,-0.3683888,0.0113598155,-0.4999483,1.0114369,0.11079784,1.1209058,-0.490359,0.14949188,-0.601092,1.5444599
1.1559472,0.5754754,-0.28480762,-1.1260879,-0.2686376,0.3397775,0.9755456,0.06847311,-0.4937517,-0.97480804,0.073902264,-0.5461534,-0.73557264,0.17382903,0.105892174,-0.0006690597,0.16817132,0.020531297,-0.4659754,0.27733782,0.68956804,-0.02139694,0.38665903,1.0158863,0.74286586,-0.2769298,-0.19678566
0.1326426,-0.28692746,0.37029278,-0.010964328,0.2016119,0.53631294,0.3463233,0.47529948,-1.3181242,-0.5158494,1.0068103,-0.19816174,0.7489694,0.07290148,0.4093109,-1.0192168,-0.09262004,-0.43162674,0.5131313,-0.26357886,1.4056308,-0.027577858,1.2369078,0.21135461,0.7108242,-0.06340901,0.9873118
0.7080547,-0.03747045,0.42298403,0.32077777,0.50323737,0.805037,-0.35751775,0.56876045,-0.30076158,-0.8748228,0.49015462,-0.1706526,0.53479934,0.51587975,0.910126,-0.26762906,-0.13053428,-0.4599698,0.47797957,-0.1501413,1.6973634,0.05607156,0.99318194,0.07769222,1.472765,0.7655362,1.2126523
1.8420223,0.88027716,1.185907,-0.11445247,-0.6034928,0.20469688,0.46761778,-0.26074785,-0.3623381,0.19265431,0.090810366,0.11659691,1.1020399,1.6374959,0.88529676,-1.5403723,0.13955072,-0.71859425,0.018965693,-1.0633217,0.38477486,-0.28989697,0.5298665,0.4776336,0.6974308,-0.41191968,1.2839473
0.17186303,0.84986115,-0.73802793,-0.47803077,-0.906925,0.62626433,0.5509746,-0.6455611,0.27475592,0.09256824,0.8995602,-0.47585112,0.07902079,0.46833527,-0.34315598,-0.3485783,0.8205093,-0.3331354,-0.912275,0.06598786,1.1117896,0.097971514,0.42681843,0.14645958,0.12366111,0.014665318,0.49564365
0.72873944,0.2304027,-0.31710392,-0.31193182,0.16913839,0.5376653,0.2943809,0.07242189,0.15436172,-0.06950457,-0.4771803,-0.18658301,0.60709596,0.32609946,0.2619776,0.30908582,0.06444146,0.20703629,-1.1531621,-0.5030408,0.84512025,-0.24607375,0.29190847,-0.15200385,0.33225563,-0.36965615,-0.07141891
-0.22847936,1.1582857,-0.3592014,0.4445894,0.48353523,0.70289683,1.7918458,0.18001606,0.17620607,-1.5378056,0.1947424,-0.53845704,0.5109827,0.87656033,1.1507804,-0.13510379,0.6743459,0.24145024,-0.87070704,-0.6564592,0.9500492,-0.40040803,0.072099105,1.6133089,0.5691695,-0.8735757,-0.69392735
0.7537947,-0.31539953,0.36148056,0.09210964,-0.6727388,1.3655572,-0.12667312,0.92514527,0.206638,-0.12229315,0.517677,0.23335241,-0.8893308,-0.4328528,0.49534845,-0.01656118,0.9643174,-0.85383147,-0.16727069,-1.0653414,1.0564564,0.13517989,0.2826145,0.5979495,0.47857282,-1.4952942,0.28823933
1.1478233,-0.034852203,-0.4255905,0.28002262,-0.16075462,2.1229534,0.7846885,0.22934762,-0.21184854,0.16672131,-0.17336303,-0.26167518,-0.53522384,0.88668334,-0.18801172,-0.3746234,-0.029417114,-0.008731899,-0.6523201,-0.33665934,0.84492755,-0.2894221,0.85793585,0.5753841,0.38317624,-0.6713538,0.23522648
0.5219173,0.7082536,-0.33516002,-0.6116289,0.39185834,0.6818061,0.12841092,0.5444476,-0.11645402,-0.7081794,-0.051241778,-0.8404806,-0.13010237,0.5964065,0.08464482,-0.16538349,0.45158496,-0.25014928,-0.22692238,0.31487945,0.5720418,0.11607524,0.85566,0.2890155,-0.042523168,0.13966045,0.5161401
0.52839845,0.41409767,-0.12900797,0.8140342,0.043010015,0.5256992,0.49168313,1.1402773,0.43263024,-0.0009102247,-0.17375748,-0.3245754,0.49137306,-0.91677123,0.7188019,-0.5241576,0.6725323,-0.2664618,-0.24769598,-0.4764901,0.8963534,0.0641994,0.8458436,-0.1594066,-0.8104145,-0.6714925,1.398028
1.3625364,-0.9007569,0.3474634,-0.8779484,-0.5483844,0.5911344,1.7184877,0.35049903,-0.033581316,-0.43978316,-0.15565017,-0.20036809,-0.53540933,-0.09927269,-0.4561463,-0.44438493,0.88458633,-0.33601046,-0.54164517,-0.35068867,0.33488104,0.89295435,1.159,0.68854505,1.5868248,-0.58393013,-0.06518712
1.1917821,-0.19276698,0.072779946,-0.85946316,-0.5069122,0.56354934,0.5540968,0.418084,-0.51169354,-0.17342302,0.19637847,-0.14239459,-1.1138027,0.3514832,-0.44399193,-0.8730271,0.58672315,-0.5076723,-0.58245546,-0.72237086,0.890056,0.9879452,1.286968,0.0023186067,2.0585656,-0.40291798,0.428731
1.2271261,-0.20713753,0.37889147,-0.8666307,-0.14266475,0.81519353,1.4207392,0.18456359,-0.22614042,-0.3665808,-0.34108153,-0.46349046,-0.16887048,-0.06983975,-0.3537696,-0.1500238,0.7655234,-0.40652663,-0.7544022,-0.1325134,0.5581616,0.4939537,1.0564291,0.7298715,0.9948108,-0.012099549,0.027557217
1.0580018,0.6247063,0.040407017,-0.7638542,-0.19075051,0.7130398,-0.048155766,0.5335312,-0.80201155,-0.13872792,0.20962724,-0.34170857,-0.9436657,0.6588079,-0.47822586,-0.76280016,0.22422118,-0.75394434,-0.9779458,-0.6548223,1.1554214,0.79979295,1.22199,-0.13373585,1.4848871,-0.0017669367,0.61196995
0.9969152,-0.02460061,-0.2205028,-0.26323622,1.5122105,0.9770361,0.63636315,-0.41763392,-0.24805777,-1.5724632,-0.7903868,0.092783004,0.56162196,0.37246868,-0.29926836,0.09324126,0.11989779,-0.66591793,-0.61842644,-0.24979174,0.22676499,0.4175819,0.6203313,0.03857153,1.1449608,0.66898996,-0.067500435
0.94609517,0.10085678,-0.007438278,-0.20164298,1.418636,0.77665055,0.69242436,-0.59065104,-0.15561846,-1.5704527,-0.79641616,0.2699991,0.44291577,0.44586432,-0.4201819,0.1713096,0.11573576,-0.482974,-0.585814,-0.43836692,0.173674,0.29172185,0.6173183,-0.012861491,1.0426452,0.6251048,0.018347552
0.86559236,0.016594524,-0.16437685,-0.224323,1.1781367,0.7049085,0.61159486,-0.45739517,0.021811433,-1.3140554,-0.7224198,0.10675407,0.35254747,0.34105515,-0.42871207,0.010637104,0.13466673,-0.5263183,-0.49107742,-0.34595552,0.30639392,0.25236413,0.63054335,-0.14609088,1.0101455,0.7258781,-0.1528365
-0.2714713,1.4690378,1.0037057,-0.9959819,0.8038692,-0.012636487,1.2911041,0.025184652,-0.81613666,-0.70395195,-0.11330855,-0.08948945,1.0014814,1.1716359,-0.47059372,-0.2591534,-0.3793197,0.20150843,-0.15168163,0.4422436,2.683542,-0.8170084,1.7546594,0.066687234,-0.045928866,0.40265253,0.25536725
0.31478956,0.34538794,-0.07220729,-0.1808387,0.19685793,1.3401103,0.60534096,-0.5206732,-0.115977935,-0.7696145,0.6163613,-0.605098,0.020532567,0.5537118,0.11840892,-0.16370307,0.8908006,-0.2854657,-0.5395475,0.5049492,0.37099257,0.08151998,0.75174576,-0.14023381,0.6252578,-0.09793433,0.77508485
0.37363493,0.36814743,-0.6178909,-0.46771353,1.1541094,0.16228338,1.1910139,-0.19253884,0.47495815,-0.095885895,-0.1053736,-0.9105766,0.3488958,-0.5120331,-0.6702021,-0.24945475,0.2770259,-1.5440707,0.09521373,0.42959073,1.5471797,0.45343637,0.41130257,0.15392722,0.16508928,-0.026316691,0.2674355
0.37815443,0.3896267,-0.7303371,-0.5679504,1.2283618,0.074152365,1.1645733,-0.108811975,0.41788322,-0.2432953,0.03196564,-0.9509059,0.32798257,-0.40885514,-0.6364153,-0.22310708,0.31024522,-1.6052065,0.059862398,0.47935778,1.4609452,0.42109662,0.3966292,0.11585645,0.23671918,-0.090099946,0.22905639
0.8381993,0.42838028,-1.25298,0.34238964,0.6003046,0.26449496,1.6727878,-0.5171678,-0.28691918,0.09836477,0.18602803,0.18330504,-0.33359227,-0.472933,1.7205573,0.39255205,0.30475223,0.9179604,-0.73397166,-1.111052,1.2064751,1.2541621,0.6189388,-0.07819322,0.8192409,0.5588968,-0.34067884
0.15184078,0.36148143,-0.2828851,-1.0061977,0.95348126,0.3412886,1.5822475,0.35631758,0.21535641,0.09177234,-0.5365978,-0.5616445,1.1287143,-0.051406704,-0.49543542,-1.0895778,-0.40044916,-1.3890939,0.2808291,-0.09498451,1.7194011,-0.27247772,0.20423393,0.9981904,0.14656664,-0.8894894,0.018205956
0.6180843,0.9315244,-0.01336822,-0.23288938,0.8473777,-0.6896385,1.2119539,0.15423872,-0.0094617605,0.3240965,0.4339941,0.4021109,1.3556726,0.046578493,0.7679471,-0.35706067,0.31388047,0.7642823,-1.529351,0.21703425,0.73406035,0.10636863,0.9261112,0.09536447,-0.20692311,-1.3551682,-0.26591948
0.52786654,0.24629027,-1.5532165,-0.6148674,-0.36059287,0.6027626,0.52349424,-0.69493526,0.08805986,0.1922064,1.3893332,-1.2361525,-0.03950015,0.25554773,0.68893325,-0.52522695,1.1262312,-0.47065857,-1.5760394,0.69159573,0.44622236,-0.09095077,0.83875537,-0.039590817,-0.380705,0.5075344,0.26488745
0.6794761,0.33830228,-0.617006,-0.3405076,1.3912697,0.3626273,0.9651731,0.017762834,-0.3446755,-1.3673415,1.0394394,-0.38728705,0.1929723,0.37756497,-0.0980334,-0.70232564,0.81849074,-1.0523905,0.15660149,0.008913632,0.6179459,-0.28749248,0.018727649,-0.15386313,0.2980665,0.46827164,0.33408085
1.483352,1.1563739,0.077629946,-0.27962103,0.55627775,-0.08478407,0.99644977,0.26770914,0.0064349268,0.085218064,-1.1349247,0.2899279,-0.15951271,-0.3276222,0.16329442,-1.1658212,0.74844897,-1.1254013,0.7323975,-0.3217586,0.8080951,0.4550183,0.5939402,-1.0942372,1.2477083,-0.95264524,1.012558
1.3145689,0.9395517,0.20607558,-0.41677827,0.89985305,-0.033776462,1.7419493,0.08783657,0.92724466,-0.7352111,-0.10525017,-1.0179176,0.39440504,-0.42772353,0.47406143,-0.6444246,0.02992543,-1.3108824,-0.018507972,0.7089589,1.0710115,-0.042330705,0.30271482,1.0147104,0.19414908,-0.86652046,-0.5159446
1.300221,1.2093319,-0.17077868,0.14053828,0.66534764,0.47932088,1.9209132,0.78299004,1.3146207,-0.30406836,-0.19368087,-0.8804729,0.42970067,-0.14505993,0.71022236,-0.47828117,0.16883537,-1.1822233,-0.6098794,0.3532443,1.0899036,0.20627137,-0.31059602,0.6892735,0.6224335,-0.93887323,-0.4556342
0.8943468,0.811458,0.15713982,-0.5557788,0.040353365,0.03221225,1.3844118,0.17041443,0.6512087,-0.84205335,-0.66591966,-0.40984133,-0.044159543,-1.0312604,0.7187624,-1.6337687,1.5747432,-0.22392824,0.12679541,0.5954853,1.2383249,-1.2125554,-0.08388035,0.5753025,0.5441083,-1.1850029,0.07875861
0.19985661,0.113548584,-0.47148445,-0.53833586,0.584882,0.36676398,0.23345383,0.34704846,-0.58634377,-0.31264144,0.08202595,0.075497665,-0.09547614,0.41149828,0.089907415,-0.7889261,0.4212193,-0.59814066,-0.4890198,-0.27353022,0.8779236,0.17676978,0.5311015,0.29675987,0.39891574,-0.20042668,-0.6361826
