p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19
-1.2007397,-0.5040376,0.45362726,0.6752127,-0.43720338,0.2237241,0.7352189,0.74003375,-1.0833199,0.9573346,0.57583773,-0.3230645,-0.26079136,0.60121036,-0.23116417,1.0756567,-0.088724956,-0.14873466,-0.8225333,-0.49932778
-1.0492508,-0.37266582,0.53024524,0.7964759,-0.31861886,0.27354887,0.5804762,0.6944613,-1.1230614,0.8565915,0.6236425,-0.38000312,-0.29080787,0.6981562,-0.25012586,0.7405554,-0.13480245,-0.20770018,-0.752591,-0.6923997
-0.431546,-0.23805976,-0.12346435,0.5314886,0.07820277,0.69455653,0.41789278,1.3011519,-1.1570989,0.38137743,0.16085255,-0.5313208,-0.08043296,0.8218265,0.097627714,-0.17520387,0.6998604,-0.16102056,-0.6419706,-0.2029687
-0.09149897,0.09520734,-0.22686173,0.28010267,0.18302327,0.59582406,0.25684252,1.1689699,-1.1312666,0.29670116,0.089982,-0.28757805,0.22284208,1.0844039,-0.12358047,-0.15961051,0.56546646,-0.12611905,-0.13325407,-0.09763061
-0.18832986,0.33920318,-0.3517359,0.27477446,0.31167057,0.49232864,0.45972517,1.053545,-1.2626923,0.24340715,0.32339692,-0.37643462,0.30259207,1.2051271,-0.28512943,-0.08689698,0.44090816,-0.31460613,-0.25248107,-0.3085065
-0.42183447,-0.6792646,0.45316002,0.44870713,-0.21328609,0.4585075,0.23043405,0.75473124,-0.82286066,0.3406961,0.04547589,-0.12787056,0.043783806,0.5423827,-0.24928539,0.37588155,0.26758835,-0.17614658,-0.44169596,-0.754437
-0.13094537,-0.49943605,0.4107847,0.5160823,-0.33158615,0.33538455,0.17536865,0.6829962,-1.028194,0.4887865,0.16773853,-0.026013106,0.19641283,0.7740159,-0.27774405,0.43719,0.27755377,-0.22410202,-0.1850999,-0.73929095
-0.1654099,-0.45203933,0.4027932,0.41001385,-0.31681946,0.33561513,0.03193046,0.75316495,-1.0245274,0.27035758,0.16119027,0.027891677,0.2607122,0.84407085,-0.21216667,0.42860895,0.30346286,-0.268961,-0.22265638,-0.74109197
-0.14508235,-0.5666171,0.43298116,0.47615767,-0.27094123,0.39410606,-0.046328496,0.7562903,-1.0003898,0.32858267,0.27969167,-0.057385065,0.2480269,0.8837268,-0.1738897,0.3505933,0.38501585,-0.30955327,-0.20939627,-0.9190983
-0.12314284,0.5566868,-0.2134813,-0.07925396,-0.7053968,-0.5149445,0.024824075,0.34413365,-1.2229222,1.0987997,1.2672869,0.7223928,0.566541,0.8748056,0.39617282,1.0682869,0.282433,-0.53782886,-1.0857456,-0.530369
0.8673571,0.015526742,1.0056453,0.4019046,-0.07144834,-0.2266585,0.2486017,0.6208467,-0.5797476,-0.14856401,0.5829804,0.38489318,0.3662237,0.16354875,1.7924777,0.21063393,1.0225215,-1.4438301,-0.009613501,0.14159682
0.00015243437,0.7360634,-0.021673001,0.7088962,0.11062515,-0.67040694,0.05450871,0.10577002,-0.40366277,-0.83836406,0.3843489,-0.5479254,0.4519419,-0.28552136,-0.016300637,0.3588038,1.1324999,-0.005687415,-0.5098745,-0.51460075
0.72758514,-0.1670368,0.33337277,0.25249588,-0.1632513,0.03366236,-0.4904539,0.28548703,-0.43608394,0.5447439,0.9613518,1.0139232,-0.020315612,0.27324647,0.17026775,-0.5960197,1.5823917,-0.8335534,-0.9114564,-0.85591036
0.6022478,-0.12840348,1.0622737,0.289787,-0.282839,-0.5280416,0.219473,0.36282974,-0.36249095,-0.02325903,0.655231,0.31314376,0.56556815,-0.31732002,1.5297786,-0.07768538,0.79867375,-1.2666506,0.18359263,-0.3587378
-0.16394831,-0.3841473,1.4837266,0.058558717,-0.62884235,-0.32245225,0.27551475,0.23260798,-0.4023619,-0.6533673,0.538714,-0.36955082,0.23874034,1.4286735,-0.30288517,0.507885,0.7389881,-0.4074424,-1.3234372,-0.9353158
0.5506048,0.6731194,-0.62473375,1.1691552,0.4130143,-0.46171272,-0.8426997,1.7115334,-1.0045185,-0.11588103,0.26839688,-0.06585385,0.8301378,0.7669652,0.72760236,-1.4913678,-0.24040104,-0.1256805,-0.7054298,-1.1623787
-0.52431977,-0.5224136,0.84844863,-0.5478551,0.30360585,0.68126565,0.08074201,0.8572033,-0.8235845,-0.20657825,1.5774704,1.2848977,1.3606293,0.68210584,0.7433742,-0.21889971,0.59464335,-0.77412426,-0.005311099,-0.31673875
-0.3035183,-1.4449347,1.0223991,0.47428778,0.44825903,-1.4749775,0.89850026,-0.014300387,-2.2958,-0.33032376,0.25994194,0.67634374,-0.25016263,0.4478007,0.16964085,0.52437085,0.5049779,-1.4624349,-0.37268528,-1.8266902
2.0693142,0.5452285,-0.438219,0.35123953,-0.8137428,0.27989343,-0.21271817,1.4563477,-1.5948794,-0.22120099,0.5995093,0.2221021,0.74572164,0.093273744,0.5831419,0.3092776,1.7573078,-0.5901862,0.48547244,-0.42754453
1.5430015,1.200214,-0.55295306,0.8988941,-0.026158305,0.21591376,-0.96781576,1.2802781,-1.5709249,0.08132249,0.48960438,-0.16215459,-0.06553419,-0.38804916,1.3114905,0.28394192,1.7221655,0.22224829,0.53384864,-0.6229152
-1.8465866,-0.76435626,0.078525774,1.0758798,-0.54714787,0.23669645,0.5353067,0.19450937,-0.69188213,1.305004,1.2802659,-0.7126466,-0.33399722,-0.94330263,0.0866859,0.27536952,1.2607312,0.22582297,-0.7050571,-0.023810022
-1.3736829,-1.0383767,0.26594707,0.77815855,-1.0059077,-0.4209472,-0.048309002,0.6925935,-0.16452537,0.6349809,0.17721768,-0.062481206,0.42601317,-0.37612602,0.17218871,0.20107493,1.3523865,-0.6803914,-0.09753891,-1.1330343
-0.84042645,-0.39066875,0.22596583,0.72240067,-0.4324924,-0.61714906,-0.060927417,-0.06267779,-1.1973615,1.2889373,-0.06740806,-0.66966975,0.056518476,-0.5361637,0.35467663,0.044076867,2.2724035,-0.9877268,-0.88852406,-0.15010217
-0.946548,-0.6038634,0.29437214,0.5677768,-0.71420544,-0.6911358,-0.22276565,0.21263647,-0.4514825,0.9186706,0.10509722,-0.119362906,0.3680725,-0.14759472,0.42529473,0.65417284,1.8836675,-1.0487195,-0.481561,-0.38548636
-1.0056608,0.09608439,0.061749883,0.4608629,-0.19084932,-0.841308,-0.4765249,-0.17130952,-0.93649626,0.9417287,0.42679211,-0.51361555,0.109863974,-0.44376898,0.85258466,0.18445478,2.1442993,-1.2906345,-0.84148073,0.051086165
-0.9835394,-1.1756022,-0.6481246,0.99180454,-1.0057077,-0.23468995,0.26834032,0.6804117,-1.4566425,1.3097291,0.032947924,-0.8743508,0.6150421,-1.4715005,0.7539568,-0.75870097,1.7206944,-0.16348442,-0.72346216,-0.90468615
-0.96586674,-0.09722267,0.21575141,0.58990794,-0.5439775,-0.7160638,0.012530508,0.07776249,-1.2031016,1.0414757,0.0045627453,-0.5889974,0.25331336,-0.19248894,0.5903431,0.35419405,2.225626,-0.9913994,-1.0906912,-0.66049
-1.6787926,-0.7925401,-0.26292518,1.0992506,-0.49317643,0.44449106,0.5033671,1.5881971,-0.22992083,1.4788225,0.5850063,-0.4497565,-0.25462002,-1.4980431,0.0022681123,-0.756633,1.9354285,-0.8407891,-0.61433095,0.5912982
0.3351302,-0.5359708,0.04707002,-0.28391266,-0.76376486,-0.64653516,0.92317736,1.2958977,-0.10837872,0.14311726,0.12059818,-0.041516017,0.22734284,0.23167495,0.48480302,0.55107164,1.1835843,0.1743472,-0.70537156,-1.4890652
-0.25956237,-1.1138097,0.406248,1.6565914,-1.0785731,-0.13864617,0.2747007,1.1785352,-0.19415613,0.23663273,1.0788141,-0.10548827,-1.0309064,-0.12698954,0.89934283,-0.009098355,0.24930502,-1.2106587,-0.73984766,-0.23440395
-0.043662593,-0.19579694,0.54566866,1.0440438,-0.36922592,0.02586614,0.7722058,0.6423328,-0.1302059,-0.044043317,1.3618747,0.056807533,-1.5952727,-0.8921082,1.475384,0.25851053,0.35379574,-1.291009,-0.5901243,-0.8527479
-0.52992964,0.4709665,-1.2063035,1.2540661,-1.4818027,-0.7293768,0.5930431,-0.90955514,-1.9796184,-1.1403307,0.3009251,0.32742795,-0.9838561,-0.17736614,1.198489,0.27522686,1.7546247,-0.88591945,-0.19225694,-1.2289767
-0.6676515,-0.20984808,0.07511648,0.36093596,-0.5098956,-0.5381094,0.094753884,0.80842566,-0.3236284,-0.6970345,0.9076918,-0.8733555,-0.21940917,0.8619819,0.25541767,-0.43123645,0.3253539,-0.9845577,-1.5397125,-0.7175462
-0.10373562,0.55247205,-0.22505742,0.20174283,-0.43195862,-0.01621529,0.09745109,0.14904025,-0.8010601,0.1817558,1.2449361,0.22606777,0.80592954,0.39755788,0.34151044,0.8484375,0.15672559,0.10008843,-0.5831673,-0.13858804
0.23954777,-0.8785577,-0.8681897,1.1209193,0.44583935,0.6685464,-0.080582716,0.83771,-0.706919,0.044635594,0.49139595,0.16560555,1.117046,0.6160243,0.4634083,0.7551426,1.5865046,-1.3626989,-0.114505574,-2.326148
-1.3395853,-0.06422408,-0.41761968,0.15554982,-0.60704935,-0.067485936,-0.34002602,0.5682275,-0.5409187,0.948548,0.06806865,-1.5638169,-0.056743722,-1.0369437,1.1994194,-0.5095055,1.7388301,-0.1423117,-0.5761355,-0.5099359
-0.7443237,-0.108445905,0.366369,-0.19599874,-1.429117,0.4396405,0.2138862,0.14736266,-1.2279729,0.46285325,0.21311806,-0.014632566,0.9009806,-0.79303455,-0.53991216,0.26277193,1.7501773,-0.36468753,-0.7378944,-1.0770496
-0.020965395,-0.2919642,0.6925916,0.33276135,-0.060521204,-0.8032481,0.89789754,0.35471535,-0.21993378,0.1728416,0.67602307,0.26659662,0.16190976,0.4272215,0.089473054,-0.0046851826,1.0463293,-0.66041297,-0.5391859,-0.56064403
-0.05404974,-0.031526264,0.15058754,0.9748211,-0.28500614,-0.3617839,-0.7897269,0.53336054,-1.6621219,0.02777914,1.165313,0.6829151,-0.14873527,0.14892216,1.090299,-0.65536654,1.0341415,-0.77372724,0.4784721,0.586953
-0.6551458,-0.5335104,-1.2411402,-0.12686265,-0.64597857,-0.26924357,0.100990884,1.7857068,-1.0348526,0.73447883,-0.031252645,-0.31671843,0.47878417,-1.0115473,1.2003602,-0.9638436,1.2486084,0.68574136,-1.4493465,-0.9798502
-1.3959587,0.044640154,-1.1574141,0.3532805,-0.7467412,-1.2657145,-0.08356144,1.5573318,-0.7737097,0.15962599,0.45251152,-0.8465962,0.18836467,-0.9284469,0.44982737,0.31645262,1.3150165,1.352185,-1.9082292,-1.0340047
-0.2725897,-0.6681963,-0.68802124,0.23733868,-0.5815569,-0.26072723,0.17073113,1.519883,-0.79232204,-0.0023197525,0.16953263,-0.074587904,0.70762706,-0.28243768,0.8521001,-0.21448906,1.3262817,0.42810768,-1.0983099,-0.9923337
-1.1189239,0.00028505415,-0.6088201,0.6042462,-0.37229306,-1.6757131,-0.024001755,1.1508795,-0.49498805,-0.49460793,0.97003573,-0.847774,0.45601723,-0.3805514,-0.21650955,1.1973151,1.3622901,1.1196715,-1.7543494,-1.0846453
1.267302,-0.9048012,-1.2527564,0.3797232,0.26873994,0.3186355,0.058130387,1.738157,-1.7304662,-0.048448164,0.4240264,-0.45662698,1.4177665,-0.15080063,-0.51901776,0.43422878,0.098550305,0.063250914,-1.1227819,-0.36308157
1.168007,-0.67366475,-1.4212141,0.36552697,0.4760595,0.26691127,0.0707536,1.7220544,-1.6466118,-0.043568056,0.40106544,-0.16428845,1.297712,-0.38360414,-0.3741697,0.40223366,-0.010523728,0.23713396,-0.88370544,-0.37329277
1.1220433,-0.40754014,-1.1432724,0.37021607,0.35416535,0.32854822,-0.0049106046,1.6636004,-1.4469472,-0.050497156,0.41969618,-0.49928296,1.2695708,-0.13371119,-0.42669028,0.2118585,-0.008418056,0.11868895,-0.89913917,-0.25015217
0.38011602,1.1375804,0.9344466,0.8627661,0.04361368,0.054096855,0.54485536,2.6338022,-0.22051452,-1.782224,1.2883232,1.5159165,-0.75141615,-0.2617637,0.13413373,-0.7350892,0.9568907,-0.54768384,-1.0596989,-0.82900286
-0.26541355,-0.4866552,1.162506,0.04946754,-0.40396437,-0.15584622,-0.90876347,1.4598306,-1.1536813,-0.54981846,0.34494522,-0.1434318,1.1187475,0.037054252,-0.010597221,0.43582362,0.36566737,-0.56074715,0.13490872,-0.18436082
1.0104208,0.5180752,0.058024272,-0.2616433,-0.45890677,-1.1623281,-0.44107702,1.6356443,-0.3331338,-0.10964898,0.46988714,-0.21556166,1.2140086,-0.24759912,0.46561328,-0.44633043,0.9014369,-1.4313477,-1.023075,-0.365915
1.0928855,0.40941402,0.17735715,-0.3055341,-0.5122321,-1.2339476,-0.42364946,1.628769,-0.28498492,-0.007440242,0.5551137,-0.3943959,1.2379369,-0.08719354,0.41127652,-0.39711404,0.96499586,-1.3483694,-1.0376258,-0.41158023
0.16682276,-0.57179815,0.32740393,-0.697701,-0.50114864,0.47839817,0.38341218,0.3754655,-1.6471026,-0.030645376,0.9994658,1.6451699,1.3244357,1.7400261,0.86059076,-0.7886579,0.11095579,0.5206075,-1.5893401,-2.2689738
1.2228922,-0.32742658,2.1436224,-0.30976808,-0.061071523,-2.0952106,-0.22138765,0.8413772,-0.331281,-0.35204256,0.50702333,0.8414078,0.78316045,-0.59333354,2.0744658,-0.15607058,1.0387337,-2.7675786,0.71828735,-0.94238234
1.0227602,-0.5999643,0.05197332,1.223842,-0.74023724,-0.49345946,0.49582073,1.2347575,0.003026124,-0.4242718,2.1927257,0.58373845,0.63073134,0.42881656,0.4254095,0.7838275,0.62493014,0.29195723,0.3202046,-0.34066263
0.2257853,-0.48146924,1.2028081,-0.5246405,-0.89476526,-0.3280467,0.23994324,0.6857907,-1.4845662,-0.12920645,1.1800451,-1.7792658,-0.56224406,1.2474434,0.71828496,0.005145719,-0.55501974,-0.8948194,-1.2898308,-0.79704463
1.222704,-0.32528645,0.16596664,0.6595658,0.27509794,-0.080012925,0.12356926,1.1569452,-0.7104461,-0.17009866,0.45178294,-0.9807206,-0.3420133,-0.23585904,-0.21480343,-1.2190447,1.5294658,-0.81074375,-1.2058702,-0.65637743
0.54453933,0.13053846,0.46757948,0.17806712,1.1409146,-1.6855214,0.058415152,0.5594289,-1.45497,-1.1502073,0.27551162,0.55605304,-0.5063354,-0.979069,1.7636586,0.6101712,-0.108785585,-0.14177875,-1.4411398,-1.2144916
1.027925,0.07245905,0.5829379,-0.5968258,0.51897645,-1.5263728,-0.2760106,1.0020889,-0.35434783,-0.3343879,0.45997927,0.2972303,1.4839094,-0.45077375,1.0659995,0.14964013,1.0154004,-1.1672467,-0.69448364,-2.138095
0.9190427,0.35391468,0.021898879,-0.26215917,0.9150263,-0.8777577,-0.43945867,0.13453992,-1.1186906,0.121496595,0.4333287,0.121283166,1.4048241,-0.2625908,0.94994295,0.2752125,1.0774543,-1.2263798,-1.2187622,-2.364687
0.9205395,0.15259881,-0.2893849,0.4375188,1.2272266,-1.1866337,-1.4461168,1.9668834,-0.8450494,-0.14707388,0.9580889,-1.0462459,-0.36062777,0.057423547,1.551467,1.0347123,0.639683,-1.0793666,0.15291233,-1.2059244
0.024695858,-0.03608108,0.10779556,0.011516412,-0.2504688,-0.12886404,0.12541617,0.6597168,-0.69293976,0.44860286,1.1051432,-0.5247847,0.42414165,-0.12455583,0.14304872,0.032117132,0.5994358,-1.2542113,-0.38581684,-0.802477
0.38295493,-0.19870768,-0.35874498,-0.15279993,-0.20742032,0.23568659,0.11988471,0.4147937,-0.6343058,0.737954,0.3559428,-1.2736682,0.51619905,0.13597962,-0.117850915,-0.31675136,0.43428275,-1.9082578,-0.11001584,-1.1661335
-0.5939965,-0.7414728,0.86859834,0.5221425,-0.24361527,-0.932762,1.3359565,-0.002538377,-1.435896,0.7206158,2.3053663,-0.83894026,-0.9224826,-0.75132555,1.0163441,0.73892313,-0.113030635,0.86344904,0.88314044,-1.023057
-0.22569786,-0.31749573,0.78940374,0.46135268,-0.17023386,-1.1971046,0.4982365,0.20990072,-1.3588713,1.1255666,2.7659657,-1.1483964,-0.8187562,-1.377537,0.7720914,0.44785365,-0.39219385,0.8973877,0.6352613,-0.8990141
-0.22892572,-0.45107642,1.2319674,0.078219,-0.43959594,-1.0736728,1.1038034,0.27895933,-1.2325962,-0.45275775,2.750567,0.022462534,-0.13925807,-0.5694075,1.3269445,-0.28149432,-0.4809559,0.78238016,0.9312849,-0.9257904
-0.16201782,-0.4344637,0.9440282,0.98009944,-0.3697681,-0.8390145,1.1693873,-0.025756922,-2.194378,0.73660946,1.2304952,-1.7876049,-0.17653674,-0.1817905,0.7054741,0.47277364,-0.17333756,1.1840073,-0.7811703,-0.37244388
0.40252787,-0.13157934,0.7737087,0.9199764,-0.38901392,-0.96522135,0.37593105,0.2697247,-2.2520761,0.9542416,1.4798595,-1.716056,-0.041291952,-0.42353052,0.7340155,0.1023602,-0.17546247,1.2349132,-0.8275042,-0.35727012
0.39314613,-0.56854624,0.98290676,0.4447136,-0.82323766,-1.0729165,0.50669444,-0.008575874,-2.0296392,-0.09199597,1.59082,-0.96456754,0.40420392,0.03973297,1.5041864,-0.79012537,-0.23166424,0.5347631,-0.50144506,-1.1101643
-1.3492352,0.1353092,-0.2654167,0.25194785,-0.52157736,-0.24317065,-0.30608165,-0.08862824,-0.914779,1.0431501,0.18747199,-1.6193389,0.31475234,-0.06718791,1.7712926,-0.3593404,1.5065684,0.37111616,-1.3470267,-0.52275074
0.58043814,-1.2736232,0.6037531,-0.19700912,1.0798954,-0.96871114,-0.62212867,0.32687452,-0.9469212,-0.12870303,0.70870554,0.07583057,1.5684423,-0.53615785,-0.6567903,2.0200374,0.6699051,-0.13995214,-0.20789424,-0.89730805
0.26386446,-0.9381863,0.14115898,-0.21551426,1.083647,-0.985411,-0.42896274,0.69504124,-0.77984095,0.020846205,0.9151414,0.7030292,0.7759645,-0.2087301,-0.36198923,1.1184653,0.9770509,0.047680385,-0.6997392,-0.8953547
0.38161698,-0.8959073,0.1971138,-0.17771152,1.1081419,-0.98089963,-0.39516023,0.6535849,-0.7442908,0.0916067,1.0013008,0.8018228,0.8566111,0.06523695,-0.30637312,1.2123529,1.1792521,0.006216786,-0.68240017,-0.9684894
0.694046,0.85273194,-0.6659608,0.19205184,-0.8918674,0.28463212,1.2329819,1.2983339,-0.45744717,0.5989903,0.4341527,0.37336093,-0.21187256,0.06582883,0.86511445,0.6200434,0.8512615,1.1575341,-1.486631,-1.5468944
-0.791628,-0.09485072,0.18892701,0.9477384,0.38597366,-0.18759497,0.8623038,-0.16601923,-1.1343831,1.0674638,1.1896697,-0.64254624,-0.67334574,-0.49559292,0.26519957,0.061851386,0.69759697,0.38276336,-0.9188858,-0.2784757
-0.35869682,-0.3042313,0.40994942,0.86226845,0.015194211,-0.6494034,0.012877927,0.2745554,-0.86672974,0.4604987,0.29822853,-0.2353897,-0.011168674,-0.14809322,0.59779924,0.016289324,0.8681874,-0.39967933,-0.4614352,-1.3427153
0.0870948,0.13061139,0.4544892,0.44226772,0.44878444,-0.9682259,-0.035533134,0.09212863,-0.9592145,0.7576531,0.26890674,0.064019784,-0.03073322,-0.067192376,0.8461105,0.22278163,1.271859,-1.079753,-0.7819411,-0.33415157
-1.091345,-0.7545983,0.24778952,2.386251,-0.1574848,-0.7801037,1.0823855,1.005655,-1.0910612,0.54414934,0.6193286,-0.9238124,-0.5405404,-0.052744612,0.3114493,0.46877903,0.881827,0.9009561,-0.82788056,-0.031852577
-0.07227184,0.38504884,0.59329057,0.78950113,0.5937082,-1.3767211,0.1296539,0.11014721,-1.2120681,0.9523244,0.085381195,-0.021632701,-0.17317104,-0.46859136,0.8973184,-0.04038419,1.6291739,-1.4230317,-0.88926977,-0.22889492
-0.025996963,-0.38056833,-0.10725687,1.4138892,0.6485514,0.0691863,0.9500871,0.2719646,-2.346062,0.54462016,0.6319484,-1.3346256,-0.5322434,0.6042912,0.24216226,-0.83971566,1.3604468,0.074734025,0.2848487,0.6715398
0.087322466,-0.8081819,1.1046752,-0.21277778,0.07691336,0.31273136,0.31040037,-0.05052845,-1.0620179,-0.36612293,1.2954952,0.2751493,0.8347906,1.0591865,0.32668352,0.20522986,0.57822526,-0.34532136,0.6787661,-1.0491897
-0.42508692,-0.1463005,0.8023215,-0.69831824,-0.18196884,0.0646899,-0.68086547,0.75364393,-1.4108101,0.5349182,1.760912,-1.3296895,0.6708952,-0.22818284,-0.31197986,0.5619336,0.28507268,-0.75858426,-0.49283266,-0.9756398
-0.5890834,-0.15749717,1.0174208,-0.6587156,-0.25549346,0.053001657,-0.7838174,0.74189407,-1.44821,0.5997745,1.6033325,-1.4058284,0.94460154,-0.08157579,-0.3192092,0.5025612,0.34562048,-0.55268204,-0.23288004,-0.83577454
-0.7614484,0.34197724,0.5399157,-0.34320018,-0.14374726,-0.029848928,-0.2844164,0.5573777,-0.8312622,0.2588894,1.3981481,-1.0068612,0.6402424,0.088584274,-0.42772788,0.4703331,1.082027,-0.70492226,-0.27083403,-0.6047921
-0.80374545,0.42814332,0.5824191,-0.34126544,-0.03620728,0.11348558,-0.28516334,0.3711616,-0.87191916,0.25655428,1.4030833,-1.025095,0.5132877,0.06781089,-0.57354325,0.44769278,1.0720481,-0.60498154,-0.5368935,-0.73464626
-0.41623852,-0.04989802,0.02109875,0.51078594,-0.033235785,0.02861932,0.5054128,0.6322496,-0.6736445,0.023805236,0.746213,-0.3608525,0.29947162,-0.06017863,0.4320629,0.5501359,0.4735817,0.17675602,-1.0368778,-0.7198669
0.20544302,0.24074394,0.48043486,-0.24289694,0.6765172,-1.5745816,0.092669874,0.8009059,-0.71812576,-0.4338307,0.28432888,0.17524028,0.040165927,-0.38036525,0.722877,0.6181165,-0.015932133,-0.6543239,-0.85161835,-0.79689986
0.661459,-0.19727741,-0.24100567,-0.5732767,0.108685225,-0.851887,0.43369362,0.49078056,0.056456134,0.42436254,-0.4293872,0.09927185,0.44500533,0.5255272,1.5458604,1.2818629,1.1681563,-0.27904144,-1.7388562,-1.8307991
-0.25672427,-0.4172538,1.6245826,-0.18656148,-0.93040967,-0.4744731,0.5104418,0.38712564,-0.9101615,-0.8721257,-0.18534519,-0.60767674,0.36254096,1.7636017,0.21108514,0.6908428,0.69758475,-0.13637266,-1.5753819,-0.5847378
-0.8812218,-0.116179466,0.20288135,0.95509654,0.29867885,-0.21387339,0.9079254,-0.12764095,-1.0679989,0.9470953,1.2087638,-0.67466325,-0.5973077,-0.5619916,0.36535588,0.13423152,0.73818386,0.37944168,-0.97067195,-0.14427541
-0.073242724,-0.32503214,0.07743922,1.5108196,-0.26655006,-0.8495507,0.3104461,0.56694955,-1.5179015,0.4707722,0.7327254,-0.5567719,-1.155927,-1.0945144,1.1116372,0.07065501,1.888693,-0.09999779,0.36920112,-0.1341133
-0.43989503,0.17062601,-0.014059807,0.8674203,0.690985,-0.075859234,0.8738846,1.0905071,-0.91895497,1.0730186,0.7227281,-0.34354997,-0.72952616,-0.901043,0.36329585,-1.029371,1.0286007,-0.3117672,-1.1581258,0.3425024
0.49898213,0.15241623,0.55792284,1.3729272,0.22162245,-0.15735736,-0.1252683,0.6761082,-1.4161422,-1.0465335,0.25900945,-0.39246097,0.039672907,0.3887311,-0.8518433,1.4677947,1.0479614,0.8890259,-0.5753709,-1.2316622
0.6437812,0.12553294,0.66284937,1.3319542,0.27679795,-0.17288898,-0.039561044,0.8232319,-1.7984403,-0.96750957,0.09543935,-0.4807811,-0.03619495,0.32138255,-0.8247104,1.3978468,0.9422008,1.0870544,-0.70794636,-1.4400771
0.45029148,0.05422419,-0.055750802,1.3557388,-0.97565585,-1.0788233,0.096913755,0.8171374,-1.2745032,-0.1655553,0.17008346,0.05549978,0.30539972,-0.5772097,-0.86526376,0.40319392,1.0671115,-0.5102201,-0.75048316,-0.40113017
0.435788,0.1143906,-0.19753247,1.6111046,-0.24468853,-1.0681641,0.6007061,-0.02640247,-1.4840353,0.12353826,0.57547575,-0.71905077,0.42125726,-1.3552508,-0.6409539,0.42708364,1.6282886,-0.3876208,-0.33349732,-0.20635958
0.6353935,0.6791952,0.7126312,1.702641,-0.89232326,-0.21311048,0.3784649,1.0262815,-1.7061524,-0.047151234,-0.24887761,0.09728454,0.4241863,-0.28929564,-0.6698399,0.32025093,0.86493444,-0.607438,-0.85440385,-0.25476682
0.5741281,0.7361042,0.43718538,2.048123,0.0058645234,-0.52859795,1.2217332,-0.2836241,-1.9444515,-0.14652456,0.4433078,-0.5658736,0.70435554,-0.6158551,-0.6331425,0.2963194,1.751412,-0.60768616,-0.5816979,0.18321592
0.9241806,0.6524494,0.5241771,1.7490119,-0.77081203,-0.41193306,0.99209595,1.0131718,-1.6495886,-0.3770176,-0.12716486,0.3844841,-0.37079608,-0.11819358,-0.37770075,0.8423054,0.606315,-0.2442363,-0.85833555,-0.44462803
0.60370475,0.46979278,0.33579338,1.3503121,0.50141126,-0.73566157,1.6450987,-0.42542583,-1.3334202,-0.37342858,0.8314816,-0.48097968,0.59023815,0.091918394,-0.16966332,0.17699338,1.1862285,-0.2509577,-0.29866523,0.21176466
-0.5107197,0.7609985,0.2362776,0.35687774,-0.308833,-0.489012,0.3144591,1.1236739,-1.2544996,-0.18824437,-0.046820525,-0.14595258,-0.58003384,-0.2324386,-0.5543227,2.280792,1.8155206,-1.0854567,0.007586443,-0.6432412
-0.5386351,0.20060407,0.02553442,0.8199873,0.43079585,-0.80027443,0.65872145,-0.32389158,-1.8116119,0.26453528,0.57453996,-0.92067313,-0.2984039,-0.97723466,0.040331647,1.9946333,2.2253108,-1.0121775,0.53366095,-0.10541907
0.33418107,0.51906985,0.14821462,1.4053828,-0.51640636,-0.5312671,-0.64650834,1.1308154,-0.8019077,-0.20799237,0.75331634,0.49817005,0.43275353,-1.3770152,0.32726255,0.8293548,1.0042645,-0.45633474,-0.092480935,-0.017758919
0.5312795,0.18539435,0.13438916,1.2430042,-0.8669868,-0.9656539,-0.17420378,1.1802005,-0.8668407,0.0924978,0.33131337,0.42085055,0.6507015,-1.0574355,-0.12706989,0.5217403,0.85335845,-0.63764465,-0.20502995,-0.29673225
0.01829235,1.4249382,-1.424331,1.126321,-0.30159122,-0.8905469,1.5529611,-0.5546087,-1.4244148,-1.1919466,0.19196925,0.28889522,-0.18514049,0.04187271,1.3381652,1.9212596,1.7180856,0.5789932,-1.1797229,-1.4250119
0.17604561,-0.21905416,0.46567672,0.57010317,0.04486335,-0.38193935,0.20439489,0.892168,-0.8197237,-0.19084157,0.76662457,-0.10914348,-0.47237113,0.18071045,-0.8427637,0.74243927,0.7769563,-0.23409581,-0.22245151,-0.78692806
0.18603174,0.030057488,0.38619915,0.75947684,0.12787062,-0.7013498,0.2710698,1.0585365,-1.0611329,-0.65397006,0.71829325,-0.2536335,-0.55670464,-0.22897795,-0.78112495,0.75727,1.2352251,-0.25295985,-0.3902116,-0.85865635
0.3053579,-0.19829533,0.48339847,0.6510941,-0.013600772,-0.5565529,0.2722051,0.95864815,-0.89900005,-0.2865276,0.84262687,-0.10530494,-0.35295665,0.0677641,-0.76235604,0.603933,0.86554605,-0.19529958,-0.3318768,-0.7805913
0.31730637,-0.11475268,0.538263,0.90241855,0.04614485,-0.5167669,0.15295342,1.1121633,-1.2247895,-0.41510758,0.668704,-0.21348083,-0.62804973,-0.07940084,-0.9081139,1.0132835,1.1919702,-0.26742223,-0.3864881,-0.93597364
0.20419584,-0.2269892,0.5189547,0.63838726,0.107694566,-0.45609042,0.3043944,1.0243123,-1.062926,-0.36044115,0.6366924,-0.29122087,-0.47697234,-0.03105709,-0.72849375,0.6798109,0.94108135,-0.17799835,-0.49683803,-0.7103045
