p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19
0.14940165,-0.13852742,0.60116625,0.5538292,-0.04148164,-0.5404419,0.21573883,1.0738232,-0.9619397,-0.4654469,0.8770932,-0.059483692,-0.56388474,-0.014078875,-0.9467766,1.0160306,1.0921136,-0.28809938,-0.10352177,-0.82254636
0.13484734,-0.089112446,0.7335266,0.6672938,0.03441045,-0.40861738,0.067134574,0.97952837,-1.1586848,-0.3639067,0.9111056,-0.2002348,-0.5212857,0.0034492996,-0.78605634,1.0772797,1.1265638,-0.19454361,-0.20463695,-0.74261487
0.18060403,-0.26233432,0.5935661,0.73123455,-0.08585681,-0.55029196,0.08148061,0.9709085,-1.0387806,-0.42868048,0.8213455,-0.07830141,-0.351552,0.12048176,-0.75728935,0.7980039,0.98033655,-0.35347885,-0.4352336,-0.57020885
-0.58572394,-0.5987782,0.33823925,0.77661985,-0.20763546,-0.7762064,-0.43590367,1.2694845,-0.334782,0.33582693,0.07757564,0.43607244,0.8402537,-0.3320751,0.79769075,0.20247681,-0.28420332,-0.28187418,-1.3789603,-1.2490503
-0.22735086,-1.018703,1.0185808,0.9281375,-0.6887278,-0.8406415,-0.49573126,1.1446702,-0.27595153,0.19845104,-0.30623204,0.57614225,1.0089148,-0.76454574,0.73653054,0.36835095,-0.41159073,-0.42154345,-1.4620311,-1.3047982
0.43224508,-1.0358186,2.1971767,-0.48336732,-1.3395305,-0.05863898,-0.19401643,1.1237522,-1.5391356,-0.46731043,1.427796,-1.3542565,-0.69338703,0.98004436,1.6068572,-0.2661411,-0.5434838,-0.98054683,-0.7492132,-0.711779
-0.31686372,-0.2637568,-0.031021493,0.32671162,-0.10253218,-0.23056304,0.39767906,0.8393238,0.0032175137,-0.030316586,0.20820996,-0.26270646,0.82364553,-0.1361955,0.5656156,0.14682128,0.5402198,0.42918423,-0.33517492,-0.9457775
0.14489892,-0.17997572,0.09034548,1.122136,0.33554018,-0.1450108,0.3887953,0.2611037,-1.2006475,-0.8922235,0.62234026,-0.30530384,0.91437715,0.09390983,0.7784658,-0.017172903,0.590521,0.19344744,-0.20761625,-0.96001685
0.33846566,-0.1956515,0.5583282,0.7441651,0.38202977,0.19559981,0.07397838,0.34207055,-0.6340364,-0.70848566,0.39140904,-0.23656635,1.6584303,-0.690567,0.42640233,-0.14105196,0.3152992,0.26751706,0.27096987,-0.6289408
0.021070987,-0.6070146,-0.20667006,0.44178733,-0.26108092,0.07296993,0.22105718,0.76963407,-0.32040676,-0.071990065,-0.31704378,-0.023741748,0.31698704,0.55213857,1.2482338,0.36719197,0.52191424,0.16681288,-0.48749322,0.10103393
0.15605904,-0.63541365,-0.042759214,0.6839338,0.031167975,0.49555957,0.51989293,0.71635747,-1.3525453,-0.34061435,0.25801623,0.0052720564,0.2861581,0.92636025,1.5798748,0.12250809,0.91230416,0.14619191,-0.35830534,0.39921293
-0.30068618,0.6381574,0.15045427,-0.32439798,-0.51205456,-0.8491628,-0.39116135,-0.072138496,-1.3054451,-0.6274852,0.16924025,0.34929246,0.9748598,-0.5268924,0.59784824,-0.18968621,0.52752835,-0.207927,-0.78500265,-0.41900715
-0.3974929,0.9724166,0.7268339,-0.25777966,-2.1760092,-1.5223403,1.1780384,-2.4102485,-1.6980921,-0.71073556,1.0003713,-0.11052146,2.1636982,-1.8392493,1.777587,-0.78423256,-0.6347819,-1.5623283,-2.1376543,-1.7800399
1.703502,-0.8836979,-0.04735041,0.31295064,-0.63813853,-0.34229776,-1.4894518,-0.17766339,-1.2983552,0.26666006,1.174259,-1.041275,1.830299,0.9413794,0.5190407,-0.92882735,0.8831576,-1.6793772,-2.6116707,0.7551595
0.13974224,0.4243058,0.27618918,-0.28543657,-0.42406422,-0.98336136,0.31386334,0.06714588,-0.7904892,-0.59308416,-0.4691453,0.41143072,2.2649372,-0.7964635,1.069211,0.07254074,0.34318477,-0.05636391,-1.5549034,-0.20705308
1.674908,1.526386,0.3859103,-0.8792052,-0.23143482,-1.9313889,-0.46991402,0.70934975,-1.285599,-0.45566088,-0.25701752,0.3580301,2.4109752,-0.60704434,0.9526802,-0.005519919,0.4448043,-1.9163146,-1.6472319,-0.04656238
-0.4558978,0.23493202,1.2875879,2.2690344,-0.4261665,0.014483437,1.4772173,0.3303251,-1.9235755,0.23504493,1.0436124,-0.5073304,0.057250507,-0.24239308,-0.27341443,-0.072707936,0.38968042,0.5109138,-0.9949021,0.51821923
-0.53572017,0.2523086,1.3946472,2.0829744,-0.2835434,0.014321777,1.3127819,-0.010814733,-2.1881263,0.44006526,1.0617397,-0.60706234,0.23346871,-0.36414358,-0.07639954,-0.18767054,0.31525478,0.32245713,-0.79607534,0.4157099
-0.07008291,0.64873016,1.483887,2.396653,-0.5236908,0.08102262,0.6809633,0.62407905,-2.1388469,0.51645136,1.1399662,-0.68986034,0.15607736,-0.81180876,-0.3073067,-0.278258,-0.032274313,0.29550967,-1.3029165,0.51357555
0.059686612,0.64954174,1.4686608,2.2042787,-0.19968581,-0.047732495,0.653987,0.19200756,-2.310864,0.6676157,1.1473962,-0.88304067,0.4883917,-0.6515294,-0.33055973,-0.30008522,0.19614469,0.19947997,-1.0995674,0.5577701
0.02915699,0.35906413,1.1016843,2.4233747,-0.45081323,-0.12947479,0.5829478,0.41584155,-1.4976767,0.1877046,1.3825941,0.11290313,0.24051754,-0.606918,0.8767719,-1.5288792,0.4481279,0.045126036,-0.4510221,0.3198663
-0.19742362,0.55399835,1.0613081,2.1630325,-0.32311523,-0.24052505,0.4386153,0.080788024,-1.7399902,0.21206886,1.5060247,0.028735891,0.56032,-0.77528334,0.82090586,-1.5501571,0.19183412,-0.09147153,-0.3882801,0.23920317
-1.0539415,0.42618728,-0.058737334,0.6562777,-0.3279554,-0.10588246,0.69334304,0.031376988,-1.1720729,0.6016824,1.1439221,-0.55273944,-0.019066194,0.40968797,0.14453343,0.7869333,1.4086484,-0.024265416,-0.05456026,-0.0034291954
-0.8423562,0.17542055,-0.14001377,0.5585495,-0.19317153,-0.25670633,0.66861516,0.16818541,-0.8192292,0.31666866,1.0311478,-0.2624804,0.016561713,0.6199737,0.011897123,0.51682436,1.4215653,-0.011831331,-0.14066043,-0.088240914
-1.1314154,0.3031296,-0.2451037,0.5601378,-0.27607712,-0.21391416,0.71816534,0.19086163,-0.7780011,0.1829238,1.2466664,-0.24315256,0.07238957,0.44712144,0.17867877,0.7129225,1.0819161,-0.13897505,-0.120966814,-0.15329051
-0.72343314,0.8859092,-0.30040455,0.57350224,-0.31648695,-0.5564057,-0.32781336,0.22338343,-1.0417572,0.95934886,1.4862918,-0.63723856,0.3300481,-0.083641015,0.26318508,0.18596941,0.9011016,-0.055738285,-0.40048337,0.039160218
-0.43838805,0.6772445,-0.21067266,0.3808508,-0.24017711,-0.4685549,-0.24968466,0.3804353,-0.9360263,0.85293466,1.1586099,-0.77062356,0.34380993,-0.093429215,0.08839474,0.4313121,1.0185333,-0.25730518,-0.40379587,-0.13552237
-0.39747715,0.6346247,-0.28187305,0.5282647,-0.26727548,-0.5015574,-0.1288242,0.31073743,-0.9283513,0.7286305,1.3219436,-0.6002758,0.3418399,0.0046364926,0.05470821,0.40833557,0.97303796,-0.1551418,-0.28149843,-0.18105273
-0.6271881,0.79380345,-0.4213018,0.7850476,-0.5300746,-0.20766576,-0.43775365,0.058457788,-0.91366047,0.48528582,1.5097098,0.13905933,0.33174974,0.17925632,1.295991,-0.8637044,1.4331102,-0.42135277,0.507696,-0.24230272
-0.661562,0.5500797,-0.35795206,0.6936285,-0.40129244,-0.2999959,-0.14013328,0.09366868,-0.7101621,0.50325304,1.3182684,-0.06837287,0.46492898,0.1867108,1.2334847,-0.57788056,1.2174314,-0.5584962,0.50782746,-0.07504435
-0.56151575,0.5244174,-0.43705556,0.8248187,-0.40373546,-0.2596613,-0.20138451,0.23397042,-0.530715,0.14833152,1.3858634,0.34638673,0.41942176,0.100462794,1.3491478,-0.83816475,1.1465774,-0.73629993,0.56328464,-0.29613152
-0.4092943,0.29233453,-0.37439555,0.752458,-0.47095254,-0.5131656,-0.09566579,0.14229073,-0.5045529,0.25778082,1.4917364,0.32937643,0.5443651,0.24779275,1.2959446,-0.87021154,1.0630153,-0.7880087,0.5112793,-0.22784019
0.31113788,-0.26112315,0.6302313,-0.6092675,-0.035153143,0.089864016,-1.0742172,0.49946174,-1.0426891,0.5813024,1.7036209,-1.1814473,0.81149966,-0.07742835,-0.63978785,-0.08467765,0.8310094,-0.7151843,-1.1842496,-0.5116717
-0.12378833,-0.032647293,1.5297776,-0.36478326,-0.39228278,-0.39463988,0.2623424,0.5526431,0.24638377,-0.1178573,1.1174705,0.30016032,-0.52494776,0.20135278,-0.15972185,0.73839974,0.6293671,-0.39703333,-1.6418399,-0.9725251
0.9139357,1.1945974,0.12348508,0.12640011,-1.2318326,0.1665844,0.65900904,-0.24516533,-1.0134959,1.0195488,0.9013697,-0.25896654,0.30688068,0.14715989,0.98446333,0.14588268,0.6251844,-0.12098239,-1.8815268,-1.1151462
0.06581632,0.86173975,-0.216097,0.38745368,-0.64413106,0.14155337,0.54158574,0.8825492,-0.8214541,0.45118883,0.41923574,0.15797035,0.203905,0.4154067,0.96298844,0.5159111,0.6285096,0.55141395,-1.177206,-1.1712875
-0.29018968,1.1866237,-0.660138,0.46069133,-0.68183154,-0.28894374,0.71174467,0.17413896,-1.2890091,0.26030964,0.60495526,0.3994948,0.3669479,0.65125126,0.8017628,0.8569417,0.8125857,-0.14494205,-0.7258963,-1.3599916
-1.187432,1.7999791,-0.35274887,0.21885642,-0.9985492,0.23782945,1.6864614,0.23815946,-0.88580763,0.96810186,1.2530476,0.16686285,0.09227369,0.25299537,0.35383165,0.75766754,-0.12679195,0.83821833,-1.8072815,-1.0514622
-0.65893877,2.2596416,-0.2543308,-0.02259591,-0.8962036,-0.07904599,0.3493187,0.7263246,-0.9485673,1.1589346,1.2228256,-0.20590156,0.2275713,-0.27196684,0.3307585,0.4403074,-0.1365165,1.0317248,-2.2747407,-0.9700177
-0.6247785,1.4156253,-0.3641,0.38935107,-0.9430129,-0.27645433,0.7448788,0.5396073,-0.66259414,0.7191827,1.3956815,0.7941788,0.18821178,-0.22744416,1.3665311,-1.1466886,-0.041572984,0.5682098,-1.2533909,-1.0820125
-1.0449332,-0.09831593,-1.1268363,1.4782209,-1.2160126,-1.4028322,0.94188523,0.36519563,-0.64785314,-0.1800728,1.0675129,0.1310262,0.8402678,0.58598596,0.838752,1.3451066,1.1103148,-1.0671072,-0.476442,-0.054976482
0.9620235,0.77321625,-1.6879959,2.0827405,-0.40374866,1.273114,0.56903005,1.8097194,-0.13107647,1.5283192,0.44242674,-0.21126488,-2.202611,-1.1288087,1.9502014,0.28363833,-0.9742188,-0.17183623,-2.589143,-1.7792045
-0.16235815,0.9963507,0.14230762,-0.20218585,0.5849489,-0.31608465,-0.15286218,-0.037260205,-1.1249772,-0.24804723,0.6272467,0.18327747,0.17472056,0.2142349,0.5147017,0.07482174,1.2046965,-0.07216261,-1.1775773,-0.79312944
-0.32735574,1.3679775,0.17951448,-0.5853578,0.6754493,-0.41268122,-0.24086726,-0.058910195,-1.5156047,-0.2740337,0.46976918,0.2351269,0.093198866,0.3852614,1.0687737,-0.09526262,1.2893795,0.08992186,-1.2800263,-0.48801053
-0.1608497,0.3498513,0.19601424,0.08540071,0.45105278,-0.4611581,-0.55921793,0.38211805,-0.40304312,0.2221037,1.231429,0.41753668,0.024735298,0.051214878,-0.20804805,0.05598129,0.8283564,-0.6826716,-1.4337211,-0.47024792
-0.10344824,0.5276993,-0.2609507,0.21491882,-0.45727032,-0.095472775,0.09564402,0.17058556,-0.75579184,0.17090686,1.1662737,0.28203386,0.80292135,0.3746706,0.4500582,0.92674416,0.19880767,0.07000761,-0.53627527,-0.1436905
-2.5792568,-0.55954653,0.79866034,0.91884404,-0.99588877,-0.5168891,0.34860542,0.09865102,-0.44215935,1.2697723,0.97082573,-0.19524123,0.48986283,0.11140999,-0.08886778,0.03690836,1.0579672,0.7397472,-0.6261361,-0.23175706
-2.2200367,-0.1285197,0.65826654,0.7133682,-1.0244784,-0.65950346,-0.6106268,0.51916844,-0.39391223,1.5341674,1.1673245,-0.55076236,0.54392457,-0.4880079,-0.23857215,-0.30661607,1.0532714,0.9036447,-0.9285677,-0.30468726
-1.8749613,0.050286178,0.47947922,0.17100973,-1.2118609,-0.6837062,0.092373185,0.094400175,-0.94333607,1.1156045,0.5298038,-0.39725783,0.8311014,0.581205,0.9746216,-0.45853302,2.3812003,0.11366535,-0.91148126,0.26170498
-0.35808873,0.20334606,0.21473801,-0.020475464,-0.17478038,-0.22654454,-0.103002556,0.40969294,-0.3818811,-0.15896566,0.31979528,0.04472332,-0.05013194,-0.15123187,0.13141161,-0.14735065,0.44593337,0.17066485,0.020109499,-0.44502038
-0.45330608,0.22115983,0.31758934,-0.092760675,-0.28710938,-0.44030604,-0.2987162,0.40082678,-0.5670053,-0.37772495,0.28816587,0.12621506,-0.15660654,-0.22587654,0.0006474126,-0.2794209,0.46066797,0.24788103,0.07553491,-0.6137183
-0.90219796,0.109244674,0.9106985,0.07668072,0.5240364,-0.4867574,1.5704272,0.5754917,-0.23472947,-0.5138303,1.5255915,-0.6351856,0.5713681,0.1655386,-0.31501812,0.8668666,0.50776,0.5452744,-0.18249103,-0.38017645
-0.7912145,0.14903846,0.7052845,0.4082832,0.71216875,-0.20526713,1.5768319,0.97804964,-0.40621543,-0.52288383,1.3335885,-0.37487274,0.3666192,0.4212618,-0.36174437,1.111858,0.51353765,0.21827188,0.20607121,-0.35087055
-0.6676747,0.23247753,0.8480639,0.23346734,0.54500675,-0.4550228,1.7799455,0.852951,-0.29585627,-0.43746683,1.3027366,-0.59212494,0.43569875,0.031992648,-0.19380148,1.0429145,0.4924904,0.24867427,0.033423606,-0.17717312
-0.4745116,0.058263596,0.6004618,0.44394276,0.5543633,-0.12904194,1.6082314,0.94367284,-0.061773486,-0.5520446,1.2840208,-0.46550336,0.51439565,0.00971907,-0.020729102,1.4336925,0.49728253,0.49519464,-0.10560754,-0.1809437
-0.76527953,0.43745983,0.37126896,0.5036065,0.37585628,-0.4249843,1.5386754,0.99077994,-0.6207822,-0.4878481,1.1894566,-0.19565345,0.4192624,-0.039900742,-0.38827637,0.8401064,0.55984277,0.6556094,-0.46769646,-0.18767242
-0.92688197,0.12594418,0.45114145,0.53092504,0.5656629,-0.28501248,1.4973236,1.1014655,-0.38698205,-0.45997754,1.3412036,-0.43851545,0.3501051,0.2538077,-0.27517512,0.8221093,0.4959758,0.45739347,-0.045072805,-0.47055146
-1.6405476,0.6211001,0.40502346,-0.25106514,0.16693366,1.0093267,1.7831751,0.88329685,-1.0322117,-0.526032,1.3596787,-0.6054601,-0.14785978,0.9461657,0.12035866,0.05539306,0.43238118,-0.003233736,0.18551089,-0.27798977
-0.8308952,0.33948654,0.61278516,0.12663364,0.5735674,-0.22570887,1.6162862,0.94401366,-0.38481542,-0.39984164,1.3162258,-0.50077623,0.1655584,-0.3019996,-0.31452042,1.1218522,0.90183306,0.47528502,-0.20879431,-0.3854036
-0.7064377,0.5908029,0.87269497,-0.23205888,0.09274792,-0.0717834,1.4649677,0.2881238,-0.342675,-0.39913672,2.3812819,-0.7513141,0.2819767,0.31337786,-0.61203164,1.4167625,0.48223236,0.070475265,-0.3876249,-0.22852094
-0.67042536,0.05040916,0.48711273,0.6357501,0.6395672,-0.5837402,1.7570062,1.0640627,-0.12651473,-0.4308589,1.35857,-0.3430999,0.47892234,0.28009486,-0.22083946,1.039193,0.5034136,0.3639921,0.013584474,-0.33169308
-1.0268837,0.13362584,0.46673918,0.34721267,0.6850574,-0.34521666,1.4347502,0.76443166,-0.48504356,-0.65225303,1.5873191,-0.31743437,0.449168,0.016728116,-0.21228369,0.95780504,0.41996872,0.36794516,-0.017215127,-0.3172356
-1.411303,0.12224904,0.24888279,0.36710706,0.4502278,-0.2688508,2.0610151,0.7478887,0.39085406,-0.1332411,1.6284496,-0.553443,0.079972014,-0.602653,0.80657333,1.1223012,0.9803766,0.08530062,0.6527672,-1.1278617
-0.77428675,0.18732864,0.6739742,0.120648235,0.5500502,-0.011908092,1.6455714,0.9564001,-0.4284714,-0.474685,1.0270008,-0.5250201,0.18676993,0.12049792,-0.5054766,1.0807955,0.71520257,0.39059842,-0.47223046,-0.2922296
-0.37483814,0.7521429,0.85062456,-0.3613526,0.51754427,-0.69086295,0.6350824,1.4535946,-0.43539152,-0.4005978,1.7464709,-0.56588435,0.4497305,-0.59553766,-0.5309987,0.35064778,0.25712812,0.6822312,-0.7713577,-0.46900016
-0.28856575,0.9820035,0.6768919,0.0026440993,0.6949963,-0.592682,0.7140114,1.8587276,-0.4950226,-0.18722233,1.7909117,-0.4157246,0.3251048,-0.47483295,-0.7076644,0.68198204,0.3745586,0.5343438,-0.39090577,-0.2868438
-0.16113797,0.6608596,0.89552194,-0.012382755,0.564024,-0.7205733,0.33587334,1.5825692,-0.42153966,-0.31394526,1.7410417,-0.67611665,0.39061666,-0.5926695,-0.4692154,0.65909404,0.5183805,0.56824774,-0.35230303,-0.19020917
-0.37801486,0.82290024,0.70608485,0.007090942,0.61221427,-0.77859217,0.565726,1.4679188,-0.32445052,-0.3686553,1.3791356,-0.47269315,0.47749382,-0.6460335,-0.094279855,0.8327243,0.23560335,0.6973171,-0.38338163,-0.12276151
-0.32983005,0.89705193,0.56250834,0.100483574,0.15540227,-0.96326596,0.43270984,1.5078716,-0.61647105,-0.59101707,1.535882,-0.14536202,0.28720155,-0.58270997,-0.4918159,0.44311264,0.5239499,0.8939198,-0.6794185,-0.17590638
-0.49341205,0.7177252,0.5981544,0.123009734,0.5505937,-0.7034722,0.40073118,1.8264923,-0.56315315,-0.22287394,1.5270083,-0.28885254,0.24271208,-0.49537808,-0.57339835,0.29775065,0.4332591,0.72141457,-0.32183146,-0.34120977
-1.4138747,1.5437273,0.3143008,-0.70327264,-0.020927876,0.8506432,0.9124034,1.2850646,-1.224014,-0.4359593,1.6582743,-0.5425218,-0.3224796,0.5321658,-0.12260033,-0.5275737,-0.05071172,-0.090524696,-0.286665,-0.37773997
-0.41320765,0.846259,0.37616962,-0.031080566,0.58743376,-0.59767544,0.42500237,1.35803,-0.43582597,-0.14192973,1.7043223,-0.47480604,0.3681879,-0.8024581,-0.5224867,0.75667703,0.6329253,0.76151776,-0.443755,-0.3488964
-0.2655782,1.2053216,0.94815564,-0.62357086,0.17686187,-0.08864818,0.06722999,0.8436449,-0.64753115,-0.22838418,2.7636845,-0.7398661,0.31333467,-0.38630956,-0.74537134,1.1806585,0.6804987,0.41810882,-0.36641142,-0.2160157
-0.24570294,0.78102267,0.6473142,0.17432983,0.6893253,-1.0949513,0.5670696,1.6284776,-0.4818276,-0.15686381,1.4509157,-0.6823724,0.45304516,-0.69545215,-0.27949482,0.5459422,0.3347475,0.5679128,-0.38463455,-0.30777344
-0.61539847,0.6872243,0.56278616,0.02749792,0.5983201,-0.6423465,0.5516293,1.2186016,-0.41997623,-0.46217233,1.7728686,-0.47271,0.32059124,-0.59937036,-0.49829724,0.4999438,0.31060004,0.44444406,-0.22070284,-0.43161154
-1.2910423,0.56392974,0.15191552,-0.15570061,0.50289726,-0.6012472,0.985426,0.9939951,0.3299243,0.23785776,2.1689725,-0.71594507,0.10369866,-1.3772664,0.56119657,1.0077673,0.9521597,0.11132253,0.3477605,-1.2217779
-0.3193674,0.7352961,0.5864501,-0.0548302,0.56727016,-0.19582741,0.52559,1.6038464,-0.6210325,-0.372761,1.5267396,-0.34586895,0.12266078,-0.57410586,-0.67910486,0.7836853,0.76009566,0.7904499,-0.8416917,-0.15706754
-0.23932387,0.4671296,0.47463515,-0.12430373,0.7288985,-0.29892716,0.9944077,2.0439363,-0.4546428,-0.49502352,0.84424603,0.1783175,0.28274053,-0.41216072,0.0036342866,-0.36536962,0.6017089,-0.07126423,-0.6299642,-0.111861154
-0.31804872,0.4718081,0.22560568,0.03650173,1.148485,-0.062443987,0.67704284,2.5520902,-0.72438085,-0.15464425,0.73541796,0.42320764,0.15339498,0.06682185,-0.25651297,-0.008057896,0.76805705,-0.1519976,-0.09040083,0.16161379
-0.28472206,0.4481032,0.7300404,0.012172546,0.6895673,-0.131823,0.8037081,2.2141347,-0.46890822,-0.32777217,0.7267286,0.23810875,0.06134134,-0.36549452,0.10032796,-0.131104,0.7867875,-0.21931188,-0.4226661,0.3620681
-0.02337085,0.43718183,0.42687926,0.20074636,0.7239538,-0.16266048,0.9676093,2.2373064,-0.23857158,-0.3390419,0.7093171,0.3004644,0.33468768,-0.22942181,0.09209715,0.15502414,0.62168247,0.071962,-0.38197127,0.27124408
-0.22037603,0.7202692,0.106395476,0.20257871,0.6549465,-0.29732776,0.9140924,2.1153731,-0.7064383,-0.68033236,0.56281275,0.6130029,0.26204544,-0.42260966,-0.031871952,-0.32764754,0.8622316,0.020973904,-0.51547694,0.2533811
-0.46707654,0.47221124,0.17633118,0.35627005,0.54779947,-0.30546424,0.7257051,2.366219,-0.35233316,-0.35089222,0.90928715,0.44274008,0.084070854,-0.09508777,-0.26517636,-0.14167716,0.63209486,0.1343578,-0.44202793,0.06200258
-1.104011,0.9888662,-0.113631345,-0.4130954,0.36538622,1.2226764,1.3100567,2.1097186,-1.1203161,-0.45539692,0.79704344,0.39046916,-0.20927735,1.0215545,0.21464027,-0.9321007,0.65433556,-0.56516683,0.0911487,0.06012962
-0.40847874,0.670777,0.20933355,0.06766161,0.61933255,-0.13038318,0.732323,2.2161484,-0.27358153,-0.31082314,0.8786104,0.3967082,0.14930493,-0.31362247,-0.23463285,-0.14474513,0.94826543,-0.08391083,-0.5369963,0.106611624
-0.27203053,0.8736078,0.7506818,-0.5707484,0.14205155,-0.06523092,0.73744667,1.5369895,-0.3546062,-0.30317265,1.9078794,0.13458966,-0.12442808,0.089341,-0.5031628,0.15821262,0.75391346,-0.45082885,-0.9373764,0.3906056
-0.30565965,0.3017437,0.07514127,0.30219337,0.9603058,-0.4207486,0.86306524,2.3951454,-0.4850791,-0.25529182,0.80576074,0.29487088,0.34985325,-0.41559333,0.09695619,-0.072606765,0.80750644,-0.082225226,-0.26497194,0.26033595
-0.6828326,0.3354188,0.18547219,0.05171168,0.8072959,-0.19209625,0.87300915,2.0663822,-0.5022343,-0.5403135,0.948121,0.41876101,0.1785841,-0.46356648,-0.05385911,-0.20770742,0.6726663,-0.2841592,-0.21871842,0.015111387
-1.2119675,0.24886994,-0.27458617,0.069950484,0.71870315,-0.24731381,1.5396663,2.014745,0.61074543,0.10551569,1.1237621,0.44186884,-0.20908199,-0.8567574,0.9203367,-0.08045878,1.141434,-0.630139,0.11471608,-0.65783924
-0.2677041,0.5457167,0.0513967,-0.048393402,0.8677006,-0.06807085,0.9645997,2.1415703,-0.7902895,-0.36103642,0.5797723,0.3723158,0.17175663,-0.07430093,-0.32776663,-0.019942159,0.97348326,-0.23725994,-0.6648111,0.2139033
-0.32284304,-0.13245359,0.07682513,0.65068656,0.020141346,-0.0045370376,0.43403426,0.5539381,-0.7589889,-0.14842314,0.775783,-0.33159372,0.3201739,-0.058452647,0.5207484,0.557441,0.5168244,0.18783534,-1.0397975,-0.81745285
0.23083557,0.18239807,0.5158858,-0.1467177,0.6182786,-1.635955,0.06705982,0.7945243,-0.6355399,-0.41088632,0.30013865,0.19757526,0.014237317,-0.40126133,0.7409301,0.61830926,0.064869575,-0.53821653,-0.8619704,-0.8405035
0.79909945,-0.18049511,0.65076905,-0.82793844,0.9163781,-1.9816536,0.18135548,1.1819729,-0.44677955,-0.08912678,0.46719423,0.8153282,1.2742653,-0.107878946,0.99665904,1.2620574,1.6111245,-0.532333,-0.6850008,-0.38814688
-0.59120446,-0.42658323,-0.08679782,0.067238435,-0.261996,0.31589437,0.18494527,0.5496101,-0.28489438,0.24943016,0.4287169,-0.028918998,0.5051371,0.64801633,0.6525212,0.2860954,1.0881329,0.12163413,-1.3416467,-1.2621967
-0.6689571,-0.6356626,-0.17199492,-0.15950082,-0.3683268,0.58790535,0.23117597,0.47032532,-0.04987504,0.17226702,0.56748265,-0.19300885,0.40263957,0.37314388,0.48935112,0.25024378,0.9759305,-0.19248067,-1.3649584,-1.1502262
-0.4361403,-0.53093153,-0.34007213,-0.2315432,-0.48929194,0.50046796,0.11200771,0.45669568,-0.28053537,0.28195438,0.55952984,-0.5223263,0.6497162,0.33370262,0.29324657,0.12840633,0.92082334,-0.26704264,-1.2190844,-0.9439502
-0.47228038,-0.70130783,-0.12969968,-0.03094478,-0.49297363,0.5311255,0.18093921,0.60531783,-0.28929543,0.27349907,0.60117537,-0.024622504,0.3864821,0.5082061,0.4561132,0.41810238,1.0935984,0.021840753,-1.2617714,-1.1628634
-0.37244055,-0.6190031,-0.40447035,-0.19971691,-0.471305,0.50001866,0.18939719,0.4568314,-0.03849189,0.22279163,0.5083327,-0.45258197,0.40173224,0.46413243,0.42385247,0.35217664,1.0413703,0.05698204,-1.1788651,-1.1266727
-0.78579175,-0.4849377,-0.19317658,-0.18530272,-0.28552756,0.21700056,0.33165506,0.34879103,-0.2752554,0.40137357,0.39305747,-0.34356874,0.6867536,0.60836804,0.52955496,0.36936566,0.99399596,-0.23010169,-1.3550633,-1.0392921
-0.12243243,-0.14878592,-0.0012321541,-0.070483506,-0.64600897,0.13695358,0.3796323,1.0600649,0.017835336,0.7897069,0.5776334,-0.10946343,0.91802573,0.17919469,0.8836339,0.4081622,0.8868345,0.118798085,-1.3200463,-0.4984591
-0.2345665,-0.047353808,0.06811817,-0.20113085,-0.6785832,0.06575725,0.4810168,0.9731246,0.086908855,0.8539978,0.70096016,-0.31604448,0.80303514,-0.012258208,0.88558996,0.36290324,0.9124854,-0.22157641,-1.381296,-0.07229481
-0.02879669,-0.056363102,-0.07466465,-0.20346256,-0.4108242,-0.06223458,0.5496571,0.90717006,0.09034458,0.71192676,0.5171829,-0.49524683,0.8906641,-0.085411,0.87363464,0.39793375,0.9009761,-0.38428953,-1.4978715,-0.3674154
-0.14707401,-0.13824175,0.096184544,0.023561435,-0.42072457,0.1270473,0.49529082,0.88926107,0.049527343,0.67381686,0.6371378,-0.16986787,0.7694971,0.11684618,0.74923056,0.52575314,0.8316726,-0.1652436,-1.4175463,-0.4361601
-0.12683418,-0.18955068,-0.050591335,-0.051556576,-0.59967405,0.12326499,0.4190322,0.9787304,0.1120139,0.7461579,0.4750256,-0.2780252,0.8176989,-0.019929647,0.7529849,0.5225107,0.95653623,-0.08143834,-1.2273811,-0.3929017
-0.27559015,-0.13296725,0.078095324,-0.058705125,-0.34896436,0.24639083,0.4272979,0.8685803,0.026980406,0.720033,0.51510817,-0.23385808,1.0019066,0.12601763,0.714246,0.39607683,0.8477051,-0.27855673,-1.4406893,-0.43314862
-0.72574925,-1.1851695,0.33879745,-1.6855423,1.6441504,0.84498906,0.2853685,0.65512174,-0.5798769,-0.5664626,0.7670021,-0.64076203,1.069,-0.16968551,1.124117,0.061622005,0.9018397,-0.33797544,-0.8504984,-0.94418
-0.050648995,-0.6565531,0.33412993,-1.3456588,1.0091444,0.2790982,0.79421794,1.107872,0.11917281,0.0038135855,0.85327464,-0.7656951,1.3963025,-0.3976357,1.2225763,0.10200926,0.5746985,-0.38384613,-0.94179815,-0.14180212
-0.22228493,0.46394715,0.7193188,0.9366373,-0.13651119,-0.041042574,0.16197824,0.44700232,-0.6722858,-0.5936721,0.20934257,-0.51824,-0.077561244,0.5605297,0.15584281,-0.52594805,-0.0650373,-1.3487617,-1.1321969,-0.70357907
