p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25
-0.77447194,0.99356425,0.16538383,1.1154805,0.109681375,-0.5312146,-0.9518828,0.06668903,-1.1824406,1.1142229,0.85557157,-0.3202586,-0.29131687,0.23181628,-0.3962084,1.969889,0.7170972,-0.6084247,0.48477018,-0.16879451,-1.1693424,0.4960052,0.76220304,0.10447321,0.17060919,-0.22752325
0.33137423,0.80106306,-0.1108522,0.15441172,0.1410023,-0.7373424,0.1949866,0.33871016,0.39609763,-0.61834025,0.96347195,0.34167302,-0.44398403,0.017398309,0.7680538,-0.3154337,0.18739653,-1.0317076,0.9003783,-0.41007012,0.34735864,-0.30063277,-0.3390798,-0.35788846,0.5257061,-0.41419584
0.1454408,0.7929079,-0.7275799,0.32282618,0.30707797,-0.96894914,-0.00340979,-0.5430376,0.27508736,0.44495025,-0.00061588903,-0.16941565,0.14334749,-0.10463923,-0.017162526,0.9831639,0.551391,-0.7463852,1.3058643,0.32852212,0.10743027,0.5108565,1.1048813,1.3274738,1.143723,-1.3799928
0.4355634,0.9662956,-0.4544273,0.26665983,-0.2714672,-0.9926982,0.02054305,-0.4873217,0.4513186,0.97886693,0.494429,-0.49366564,0.32840374,0.34990066,-0.15520139,0.64929473,0.61784214,-0.4197933,0.9556594,-0.7067885,0.3542322,0.09425856,1.0114578,1.0028539,0.9284238,-1.0073062
0.2177187,1.1827161,-0.32509014,0.24915473,-0.18281017,-0.859997,0.1836503,-0.5063958,0.37982905,0.99316067,0.3972646,-0.48206487,0.39904022,0.5205598,-0.3191305,0.7718299,0.57589203,-0.55225563,0.8300172,-0.44858524,0.43763134,0.099101566,0.92066824,0.9851519,0.8138595,-1.11687
-0.13957289,0.8950683,-0.12152639,0.8324558,-0.4265912,-0.77023983,-0.8027024,0.5625342,-0.42109764,0.5741763,0.4546526,-1.1101741,-0.57064134,0.47261766,0.07322639,-0.37468582,-0.4992645,0.45443058,1.1186514,-0.8920658,-0.5987552,-0.5913607,0.7456674,1.2766074,0.45818824,0.7807205
-0.18474601,1.1346323,0.66880655,-1.5737234,0.025202136,-0.6849905,0.06790979,-0.625932,0.7362223,1.2390658,1.1577613,-0.28726792,-0.9864666,-0.40503237,-1.0002425,-0.09500321,-0.48823315,-0.71697086,0.3782363,-1.2090499,-2.1575592,-0.15387206,0.82561195,-0.24721241,-0.7007526,0.99106413
-0.44933876,0.12551643,0.20818567,1.305055,1.2402905,-0.5801477,0.24735098,-0.3726756,-0.90915096,0.48802394,0.82455987,-0.9693629,-0.13985656,0.6292069,0.004997101,0.36946145,-2.0897386,-1.5539012,0.9946583,-0.6506337,-0.5848252,0.94208854,0.6111417,1.2547235,0.3412516,0.680525
-0.15326227,0.078145325,0.17861049,1.3655373,0.7712377,-0.122065574,0.7225024,-0.22929269,-0.79873085,0.7731203,1.1476756,-0.9911287,0.16367458,0.4402627,0.027112775,0.030974107,-2.0520508,-1.7115705,1.1271613,-0.45596907,-0.9741205,0.6397618,1.0942334,1.2503004,0.19454432,0.56524163
-0.32946277,-0.032100447,-0.10453697,-0.15481609,0.23188198,-0.27285695,-0.08291784,0.50621647,-0.72615486,0.7773568,0.8452756,0.016490186,-0.274204,0.2570133,0.6656687,1.1065954,-0.7197898,-1.0868928,0.3579543,-0.90458727,-0.9060544,0.25821796,0.23731944,0.41352865,0.06206087,-0.36212346
-0.36532328,0.0020391466,-0.074447826,-0.14739096,0.25518832,-0.35717785,-0.08057585,0.50615346,-0.72821265,0.727695,0.9503587,0.11846295,-0.28808674,0.27404252,0.6312169,1.1422224,-0.7208318,-1.1200252,0.36032185,-0.9245039,-0.8768682,0.22809449,0.18122014,0.29954636,0.112242416,-0.33973882
0.2637569,1.1961367,0.87094367,-0.8022431,2.2240267,-0.7825025,-0.018398779,0.38787925,0.3488024,1.5615116,0.65268135,0.6158609,-0.27882597,0.3120476,-0.16920602,-0.5358355,-0.19182295,-0.92831653,0.5534044,-0.24824077,-0.9292898,0.9846871,0.61521304,-0.0724601,0.8946753,0.4976832
0.094631806,0.43847445,-0.023257567,0.075360104,0.033159748,0.009913037,0.014468226,0.1952876,0.32111683,0.52251756,0.3370554,-0.21232909,-0.079585746,0.22185025,-0.07698271,0.27337554,-0.2844184,0.20681006,0.3085267,-0.0635884,-0.091095656,0.16294411,0.10162272,-0.2296385,0.2993613,0.3765702
-0.24998291,0.023388073,0.42406797,1.583696,0.86373055,-0.27686808,-0.22007205,0.2090801,0.5227725,0.9518564,-0.1495623,-0.020041358,-0.08618758,-0.73956895,-0.97775924,0.28912896,-0.20410594,0.0723886,0.99598306,-0.631888,-1.7838334,0.643612,0.05539452,0.32175687,0.05181534,-0.7196286
-0.09849164,-0.026580213,0.8910025,2.3881876,1.3283757,-0.20798512,-0.34653634,-0.39150295,-0.39696628,1.5324978,0.56008774,0.73171276,-0.9167532,-1.1264491,-0.35644552,0.5817418,0.17473596,-0.48238003,1.3640329,-1.0028712,-1.7164521,0.34759286,-0.6211973,-0.37461433,-0.31196728,-0.37791178
-0.3759043,0.04305457,0.50519294,1.8167132,0.28546396,-0.45785448,-0.35304114,-0.21581456,-0.43333519,1.2580729,0.79449064,0.6818591,-0.6995318,-0.7965328,-0.022646345,1.3981999,-0.182332,-0.2878072,1.8349556,-0.5181322,-1.683405,-0.004786467,0.116631426,-0.15105395,-0.62012637,-0.39016235
0.062377013,0.3595267,0.38707438,1.2345321,0.6805559,-0.48409382,-0.033407357,0.27032948,-0.08963117,1.0450442,0.35788682,0.2576289,-0.3285621,-0.68257946,-0.5463607,0.74091214,-0.1142937,-0.15861297,0.9583424,-0.7016167,-1.5167066,0.17066856,0.3118902,0.4054641,-0.10098263,-0.4702112
-0.5020943,0.35152906,0.39293054,-0.3517523,-0.45991537,-0.0011111101,-0.249738,1.0136704,0.35690063,0.954013,0.11916315,0.5983466,-0.5723716,-0.4040754,-0.27260676,0.720617,0.5668571,-0.49634504,0.07408312,-0.50102234,-1.221044,-1.1990438,0.72378546,0.32140857,0.61995494,0.23523626
-0.30746463,-0.78120613,1.0045677,-0.13494745,0.89211184,-0.3522561,0.5095158,1.1237751,-0.36590624,1.0607525,0.7941213,-0.5990192,-0.7212784,-0.2904238,0.008199512,0.03254377,0.2444224,-0.8199695,0.3549192,-0.31891814,-0.27267256,0.265775,-0.3356381,-0.09390988,0.8005908,0.50202996
-0.15604177,-0.7553313,0.9485247,-0.18871334,0.6017193,-0.074695244,0.3290131,0.99952894,0.10082272,0.67437905,0.7063129,-0.45428506,-0.84360653,-0.4262822,0.113011286,0.14438757,0.21710502,-0.5285788,0.4101377,-0.26060054,-0.19703716,0.4781843,-0.22885388,-0.21229874,0.5376388,0.53378296
-0.12559216,-0.62245256,0.8980961,-0.19062707,0.7695278,-0.17343815,0.4101653,0.89432126,-0.025149826,0.84151155,0.82085127,-0.43822452,-0.80914634,-0.45829442,0.047614552,0.26152098,-0.02420876,-0.41167477,0.26343852,-0.31276685,-0.3514715,0.3369686,-0.42104903,-0.17003262,0.45658568,0.5505263
-0.22686943,-0.62695247,0.6926369,-0.18208775,0.73323405,-0.13403948,0.18915276,0.7062622,0.056220006,0.94480413,0.65235066,-0.3114409,-0.8341777,-0.48034057,0.06926604,0.23386817,0.00906989,-0.34048596,0.3193703,-0.29382077,-0.178511,0.32014036,-0.17706382,-0.14827228,0.5239633,0.36648884
0.08625002,-0.41969302,0.6527141,0.37909254,0.77450657,0.25008202,-0.08089948,0.19818993,0.2102145,1.1606048,0.5434124,-0.7507416,-0.44257557,0.22403501,-0.373744,0.45180604,0.21945047,-0.33191898,0.32889766,-0.3625794,-0.16341354,0.3701518,0.12501627,0.16773309,0.895736,0.4022521
0.03235102,-0.25336006,0.5002987,0.26536626,0.38916913,0.3711577,-0.2299459,-0.14771809,0.487965,1.1027672,0.197796,-0.6339895,-0.51138204,-0.022729559,-0.25701737,0.5125998,0.06386744,-0.10963867,0.20917349,-0.26011366,-0.04802253,0.38531667,-0.07974593,0.04450224,0.60317427,0.38370964
0.05722843,-0.13491042,0.5061489,0.18345115,0.37240148,0.32173267,-0.3098382,-0.16042288,0.63615644,1.1335049,0.20346321,-0.6257892,-0.5301152,-0.33697525,-0.40588087,0.5681418,-0.17973714,-0.052464575,0.1837965,-0.38182384,-0.02695008,0.46264428,0.05327017,-0.014262823,0.7103135,0.4677927
-0.0517685,-0.41770595,0.33147365,0.057873167,0.5405487,0.21362586,-0.15174608,0.29613608,0.012631614,1.3280945,0.40268475,-0.31820273,-0.41553807,-0.06355286,0.18143778,0.35255417,0.026820434,-0.33776322,0.31511527,-0.2601605,-0.0007638587,0.57550085,0.17169222,-0.045389384,0.369646,0.21448302
0.03525952,-0.28704455,0.40399286,0.044337545,0.3346844,0.24145661,-0.31358755,0.04849976,0.2716353,1.2258439,0.37202644,-0.27027774,-0.6153327,-0.17856908,0.23364097,0.34621596,-0.009251709,-0.320883,0.5213889,-0.3498202,0.08351965,0.56212974,0.033760063,-0.12206558,0.40627676,0.18076636
-0.020630017,-0.051330253,0.3126881,0.07285492,0.31849104,0.24639258,-0.26304415,0.006502188,0.29542786,1.3371155,0.13511238,-0.24435398,-0.4979311,-0.12579323,0.27061272,0.44607347,-0.059819292,-0.2305039,0.32823122,-0.31259012,-0.041420653,0.50392574,0.03784533,-0.13191606,0.3184739,0.18284364
-0.017481644,-0.0014880708,0.2952156,0.050558746,0.3543644,0.22044301,-0.43622857,-0.031801842,0.31149063,1.4483702,0.16846119,-0.207551,-0.53765607,-0.099057145,0.24726452,0.42481902,-0.1490066,-0.2261873,0.507355,-0.36832663,0.031326078,0.5590396,0.17788108,-0.11793676,0.37277943,0.08753906
0.2621778,0.5467164,0.62509334,0.08114363,0.16158772,0.6625028,0.22529787,0.77837557,1.3355501,0.40595236,0.6863026,-0.07597443,-1.2998687,-0.31309983,0.31807566,1.2680266,-0.38303363,-1.2138522,0.18345203,-0.20717022,-0.7652958,0.07291225,0.66648656,-0.1248419,0.5158969,0.39793095
0.13303214,1.4943871,0.11536191,0.52020997,-0.053092916,-0.66688603,-0.28836194,0.72758687,0.6065334,0.075988755,0.8027448,0.30132243,-0.11219549,0.054055985,0.47690412,0.54589146,0.18519694,-0.11488216,1.0268605,-0.43074203,-0.41535133,-0.3159767,-0.13853511,0.79347146,0.91578263,-0.2803944
-0.11047831,0.38931084,-0.45953983,-0.0096769,0.39141047,-0.24781454,-0.30113763,0.0976311,0.33735618,0.9785957,0.8106189,-0.33504504,-0.3809162,0.019216143,-0.117806725,0.2868991,-0.12069013,0.39615935,0.17339368,0.04661075,0.25043166,-0.33042994,0.7022852,0.14715375,1.0370198,0.31944275
-0.30745432,0.06002948,0.26940966,-0.280946,-0.45883223,0.11114304,-0.36260733,1.6400268,0.3862635,1.2457025,0.31769684,-0.2904123,-0.20747912,-0.4112174,0.32958928,-0.023979561,-0.462578,0.087331444,1.1098394,0.03954826,-0.6726131,0.26321805,0.66224146,0.71723944,0.61399376,-0.1311169
-0.1536193,1.5840499,-0.04852988,0.33623314,0.04294491,-0.37378946,-0.038656566,0.635835,0.4580208,0.28125685,0.53860754,0.22877768,-0.07407321,-0.2621478,0.82249874,0.35909155,0.46937576,-0.3942603,1.0405399,-0.3839003,-0.2588349,-0.1502674,-0.026381962,0.4176517,0.93775696,-0.4645475
-0.6669354,0.34752896,0.41147193,-0.72209865,0.32424712,0.4977119,-0.38992366,1.0946307,0.28862888,1.8758634,1.0059955,0.61925644,-0.76538867,-0.639737,0.50714755,1.0853283,0.6429594,0.087121606,-0.98516536,-0.69003785,-0.60465467,-0.7062569,-0.07203088,-0.19596842,0.72311765,0.4636009
0.2609508,-0.525281,1.5519489,1.1947292,0.63331336,0.30997443,-0.67825377,-0.684418,-0.093617395,1.230841,0.41861883,-0.064589575,-0.8220436,-0.24496393,-0.1225281,0.81361306,-1.353272,-1.343957,0.2786089,-0.48087433,-0.31230822,0.5740579,0.81730527,1.0794926,0.5913532,0.104059316
1.3004584,0.86482155,0.35909772,0.16789787,-0.76632154,-0.49641937,0.121560425,0.7442891,0.42902315,1.3107316,0.8135802,0.37101838,-1.2423455,-0.08857416,0.019984258,-0.31776834,0.37149778,-0.6621039,0.07488957,-0.1636698,-0.9003572,0.7867314,0.58136964,0.9574657,-0.10062991,0.15258396
0.31562266,1.2937014,0.5296718,-0.70715564,0.04135986,0.54837364,-0.37914336,1.2069947,-0.7862243,1.8925636,0.9589343,0.34204438,-0.6594017,0.9127863,-0.23320736,1.523778,0.46647355,0.16264482,1.7626106,-0.15884213,-0.6492929,-0.7627409,-0.054630797,-1.1805594,0.5325764,-0.24111803
0.5777052,1.914189,0.22787403,0.11918605,0.20776063,-0.75736547,0.289191,-0.26538962,0.05042582,1.5411509,1.1713785,0.8141869,0.20998558,0.6425379,1.2000862,0.8678624,-0.5660091,-0.22316188,0.5590396,-0.55721295,-0.46945024,0.56969476,0.8332499,-0.08734949,0.10637531,0.78302836
0.48961785,1.6265879,-0.16888328,0.1412059,0.84662443,-0.32890165,0.3668166,-0.6373582,0.27144238,1.050858,0.33331025,0.328207,-0.44681132,0.6477192,0.9855524,0.9451502,-0.6080857,0.085364275,1.3870746,-0.93293405,0.36700192,-0.47841907,0.38369772,0.5425592,0.09107418,0.59970176
0.6155285,-0.7941418,-0.22458164,0.36876813,0.93954885,-0.35428026,1.0717589,0.7148422,0.5740536,-0.21418697,1.0927839,-0.103359856,-1.4100393,-0.050120465,-0.18526174,-0.68178475,0.12671143,0.1307253,0.8329865,-1.5671053,-0.68289673,-0.12084414,0.29301217,0.024305888,0.40949297,0.057789642
0.12995425,-0.42886415,-1.1597223,0.32344052,0.025715698,-0.36530894,-0.3819404,0.9433036,0.3344302,1.1380881,0.98489803,0.45566702,-0.62066823,0.07238741,-0.003316854,-0.22601928,0.14269419,-0.056438923,0.69797784,-1.2395955,-0.32402703,0.7916085,0.59786093,-0.4152737,0.3985629,0.4309633
0.44377127,0.25558913,-0.7375151,0.52644444,0.75146073,0.011619145,0.2553324,-0.35878077,0.692096,0.4908373,1.1384807,0.09591625,-0.20881109,0.21484302,-0.2590332,-0.34511006,0.21979259,-0.4293095,0.1713097,-2.1843085,-0.5695745,0.12415216,0.14501013,-0.01658659,1.5335248,0.044495948
0.48614994,0.3422272,-0.46410164,0.88592964,0.4724134,0.031565323,-0.014188631,-0.0140368035,0.8190958,0.816335,1.0926411,0.4705723,-0.3450843,0.12047484,0.00067694986,-0.22156246,-0.18943931,-0.11341019,-0.07772352,-1.4502008,-0.3225107,0.75446075,0.22044343,0.3077061,0.9687565,0.2826746
0.4230624,0.61374927,-0.6415271,0.99040526,0.7373963,0.049128767,-0.10070901,-0.21666607,0.88684773,0.31893373,1.0395036,0.3702031,-0.1515183,0.011102375,-0.28505355,-0.13942336,0.099993914,-0.5558902,0.0020460768,-1.7530533,-0.5233058,0.18699057,0.15998223,0.20975345,1.8045077,0.11881596
0.8330844,-0.56119317,-0.63040537,0.94422525,0.815852,-0.9173968,0.99337226,-0.39309338,0.6733537,1.2168117,0.6243843,-0.22413425,0.25517035,0.37091288,0.14581127,0.26441774,0.13460328,-0.21996495,0.79417586,-2.5789895,-0.87798274,-0.008713583,0.8595878,-0.6796791,0.50284106,-0.37620744
0.18294533,0.409582,-0.5465583,0.4805525,0.8887653,-0.19798721,0.3125419,-0.030254776,0.7575042,0.85559326,1.2874601,0.26388043,-0.17988381,0.056356013,-0.069764264,-0.2770881,0.07007699,-0.5101279,0.061251543,-2.02234,-0.6922763,0.32789445,0.17821021,0.2362007,1.6189189,0.23638839
0.49059555,-0.43671343,-1.33045,0.30252826,-0.03332184,-0.18077883,1.0807666,0.058478158,0.5745131,0.25627244,1.2316129,-0.47162256,-0.36953706,0.5305797,-1.2837466,0.07899846,0.78620756,0.29378077,0.63121086,-2.0576646,-0.3243261,0.11295484,0.6794123,0.11892035,0.9060915,-0.06027174
-0.5593994,0.82203114,0.85839874,0.3965821,0.15059474,0.6902051,0.67643577,0.6590875,0.31841904,1.2461628,0.8142705,0.10322242,0.3603313,-0.05472313,-0.38049224,-0.07699834,-0.35449708,-0.20501775,0.69215983,-1.2842253,-0.2465548,0.097864725,0.09843108,-0.3650775,0.360215,-0.29770553
0.2460001,0.47566503,-0.779265,0.106847525,0.43833557,-0.5357442,-0.109517835,1.2103975,-0.217736,-0.12870143,1.01218,0.5249464,-0.70947003,0.34982404,0.05468794,0.5233591,-0.5265209,0.3250396,1.1438516,-0.8417871,-0.5602687,1.007448,-0.03206753,1.0234435,0.5184033,-0.56815165
0.72703665,0.74420714,-0.6932645,0.29862052,0.83497375,-0.31523186,-0.1651467,1.3459626,-0.348843,-0.1650572,1.2883091,0.13323863,-1.2402549,-0.3558392,-0.43699482,-0.30499357,-0.6519656,0.36505988,0.9456921,-1.1239552,-0.57373494,0.7487796,0.8464713,0.8149033,0.51924884,-0.3711289
0.43747017,1.3995979,0.20355868,-2.19698,0.7630573,0.33712828,0.8338549,1.4088004,-0.1636872,0.3600723,1.1771915,0.25994262,-0.10644356,0.5512988,1.2542487,0.63916546,-0.12611872,-0.38269487,1.0991914,-0.395338,-0.21899575,-1.4010125,0.51255184,0.95412755,1.3007722,-0.33722323
0.031616285,0.21024907,-0.019905323,0.042553466,0.16881298,0.0069262977,-0.81630915,0.7850765,-0.41339093,1.5088437,0.48311847,0.4697926,-0.7666894,-0.074198514,-0.44333893,0.7658841,-0.35007796,-0.25602776,-0.54151714,-0.8228992,-0.41002902,-0.33270484,-0.11677406,0.26722023,0.993977,-0.21461257
0.33917165,0.32338816,0.06400063,0.32262087,0.54379445,0.27088785,0.3759449,0.20611273,0.720093,0.4465859,0.5673909,0.3810895,-0.85607475,-0.43853787,-0.0013290888,0.8474122,-0.22923858,-0.5776352,-0.059368152,-0.101555735,-0.36213315,0.12611502,0.39302504,-0.16432892,0.3854721,0.42353714
0.054711264,1.5176805,0.8321135,-0.41946304,2.2696648,-0.5354114,-0.20510605,0.45673788,0.42214024,1.8303258,0.27337906,0.37643403,-0.061694823,0.6971558,-0.09953321,0.02669553,0.16763578,-0.22011429,0.46767014,-0.43445745,-0.86877596,1.0887369,0.7399412,-0.13297479,1.1545868,0.52924466
0.44218653,-0.38184187,-1.171528,0.4405441,1.3152913,-0.97374284,0.56758404,0.43990475,1.1152209,0.6940613,0.28151304,-0.0673122,-0.23244387,-0.33769888,-0.11324443,-0.7571365,0.50403666,-0.030520821,0.57960695,-1.3166617,-0.4419005,-0.6123959,0.27745107,0.265244,0.803532,-1.1799196
0.24839617,-0.17363097,-0.1438169,0.23250541,0.5607108,-0.17148682,0.3851328,1.0854349,0.4954697,1.1242636,0.5065437,-0.09090589,-0.3389675,-0.21665946,0.22508627,-0.5512561,0.84135807,-0.5698694,0.08391665,-1.7876229,-1.1941411,0.41669145,0.83411866,0.012155792,0.47071168,0.53958386
0.005153315,0.8738779,0.21678536,0.058179583,-0.0386959,-0.60024077,-0.07240244,0.40387174,-0.2816718,0.91784555,1.1887665,-0.07414033,-0.586511,-0.23081286,-0.36786175,0.48572782,-0.5186447,-0.4218415,0.15182121,-0.18818353,-0.41815975,0.40348855,-0.06913521,-0.18774721,0.5780863,-0.19166587
0.06741789,0.4431143,0.7824071,0.31449324,-0.2934824,-1.0977997,-0.0046311757,-0.5755717,1.0149274,0.4508044,0.86600584,-0.20188783,-0.64833903,0.16589169,0.93667346,0.39392194,0.4232728,-0.70408285,-0.23858358,-0.9532389,-0.42219537,-0.65547675,1.4423056,0.3784797,0.5513973,-0.13424382
-0.26436898,-0.017795805,0.26887068,1.2166834,0.19903986,-0.34714982,1.4216282,0.49804866,0.40564176,1.2576716,-0.42538545,-0.08692187,0.68255633,-0.06265593,-0.37289816,1.024935,0.21870226,0.02259318,0.93189186,-2.0197966,-0.7892205,0.061851572,0.9405805,-0.03841865,0.31137437,-1.0235786
-0.48056182,-0.47136986,0.48454362,0.9769257,0.30467108,0.12226592,1.5665306,1.0809125,0.4107495,0.5826832,0.012015482,-0.40433502,-0.1794872,-0.63101584,-0.5935663,1.0973183,-0.040363654,0.07411949,0.42306697,-2.125265,-0.5680931,0.13663794,0.6298335,0.8406235,0.8236517,-1.0066708
-0.11248582,0.24319845,0.2511167,0.72293234,-0.06667721,-0.46417716,0.71695226,0.5495829,0.48594818,1.652427,-0.037319187,-0.053957753,0.45544645,0.10348663,-0.21732193,0.7091023,-0.22664306,0.14801574,0.7533201,-1.4880028,-0.52186614,0.40961543,0.42996588,-0.023420945,0.47879413,-0.50103635
-0.6053791,-0.3636386,0.4271658,0.78118694,0.18730538,-0.0054686554,1.1159469,1.1919428,0.3546124,0.7011637,0.4967296,-0.56425816,-0.64942575,-0.5936788,-0.5551721,0.7758466,-0.49515197,0.12027653,0.0342467,-1.5063967,-0.4459929,0.69169885,0.081253536,0.979511,1.2929509,-0.6669932
-0.5985126,0.3153313,0.75266993,0.5337721,0.59742963,-0.33462453,0.24369626,0.8757098,0.10547544,0.5095307,0.7889182,-0.14853382,0.7587525,-0.7050724,-0.027026001,1.2560937,0.4840002,0.027704744,1.1058646,-0.6603203,-0.66384023,1.1850547,-0.4332178,-0.00034303791,0.62505114,0.54007334
-0.62260103,0.32601967,0.6969237,0.4412283,0.5046771,-0.44410548,0.3862097,0.7580389,0.09684586,0.516162,0.7053018,-0.29573068,0.7754282,-0.7093172,-0.029072752,1.0965071,0.56115305,-0.02262257,1.1374276,-0.5491796,-0.46265438,1.1529486,-0.3890559,0.10549768,0.5437015,0.63822615
-0.50107896,0.26135254,0.69863427,0.46995658,0.470539,-0.2725618,0.38822603,0.528414,0.18037735,0.5186488,0.53689724,-0.26668686,0.5679606,-0.8522365,-0.12801667,1.1215456,0.4832091,-0.1050507,0.8834069,-0.40635788,-0.44840333,0.99848586,-0.3349491,0.05683563,0.6514626,0.45776668
-0.9731633,1.3672173,-0.045110337,-0.19324973,-0.97632515,-0.45184755,0.37556902,0.45380735,-0.69507736,1.4197686,1.4328994,0.08639527,-1.2388229,0.018522207,-0.3331154,0.41871867,0.8948106,-1.9567097,0.55585176,0.9193503,-0.4418383,0.8151183,1.5338804,0.930381,1.1180744,-0.29880846
-0.3257714,-0.15032804,-0.11843152,-0.18078324,0.15733026,-0.35978687,-0.02476694,0.51496243,-0.70272416,0.8244561,0.8108982,0.059476994,-0.22353858,0.27214086,0.7191046,1.0425732,-0.63237107,-0.977552,0.28633577,-0.84118533,-0.9263656,0.36412862,0.33651164,0.42777863,0.16853367,-0.29965115
0.16797282,1.0924879,0.026511895,0.6291739,-0.19216278,0.33903173,-0.5391285,-0.42178124,0.37830296,0.916257,0.59009063,0.21033815,-0.4206619,-0.602561,-0.36588302,1.7402643,0.76154476,-0.4902333,-0.20846446,-0.4014398,-0.43010777,0.3449831,0.5152316,1.1379316,0.9988816,-0.27939245
0.18907677,1.0957187,0.09342935,0.6493754,-0.13054727,0.28465742,-0.5841695,-0.2983488,0.35244903,0.9397026,0.6839004,0.09948746,-0.4264045,-0.6084914,-0.49038947,1.8286589,0.78310525,-0.42852268,-0.15096894,-0.28060204,-0.55546546,0.4044792,0.4722446,1.059397,0.9639312,-0.3641072
-0.46180424,0.4425132,1.1441824,-0.17738202,1.0207443,-1.0555224,0.16884825,1.7570558,-0.08145129,1.2920866,-1.1100141,0.08893365,-0.538915,-0.20032556,0.4497098,0.93456656,-0.0758074,0.6513102,1.0947015,-1.30276,-0.027965201,-0.29509884,0.24315661,0.89395267,-0.062337227,0.95973736
-0.24856153,2.7297091,-0.3582491,0.41555485,0.14835928,-0.605686,-0.60311943,1.0912842,0.80306494,0.5857491,0.95170176,0.011498762,0.46193907,0.26922747,1.2556136,1.2583199,1.0863731,-0.9656866,0.84532845,-0.018744567,0.0530989,0.35684487,-0.3614769,0.8761513,1.2844474,-1.236723
0.065257065,1.0190488,0.4716457,1.2872876,-0.6894909,-1.2377301,0.05332943,0.712075,0.56205475,0.30608052,0.034839228,1.5029104,-0.31962332,-0.98493385,0.032863885,0.14489824,-1.0043777,-0.78659993,1.012223,-0.30451095,-1.0121413,0.26794654,1.1763085,0.6789974,-0.17432143,1.3067784
-0.4907305,-0.025182009,0.2708208,0.84553766,0.23564608,0.10893245,-1.5288832,0.34409904,-0.5214784,1.762175,0.84250325,1.0323639,-1.113516,-0.11471429,0.34354955,1.4279221,-0.7798862,-0.21637765,0.08029902,-0.67976815,-0.7748942,-0.70719993,-0.4867301,-0.47909522,0.6043845,0.47099072
-0.31658006,0.8174815,0.49742842,0.044664823,-0.11150808,-0.03874591,-0.27587473,-0.4227982,-0.7574627,0.2871927,0.70121235,-0.22220533,0.048059657,0.12237922,-0.79456574,1.2054194,0.056125034,-0.17362626,1.094044,-0.29205304,-1.4970484,-0.15211646,0.5023304,0.25895783,1.3716311,-0.82905334
0.066059396,0.5945149,0.07918464,-0.45071328,0.78031355,-0.27515092,0.3278418,0.7720558,0.6012562,0.7711736,0.7440604,-0.8232608,0.7425157,-1.1167146,-0.47828963,1.7609594,0.7615455,-0.6101354,0.95996934,-0.4507493,0.54907763,-0.38541454,0.8386532,1.8612828,0.32464093,-0.3737535
0.44036183,2.166598,0.034484435,0.46831203,1.3558306,-0.46203524,0.05723538,0.1854319,1.0766807,1.4426725,0.5243567,0.3086068,0.1771848,-0.60434234,-0.014999607,1.5007828,-0.02178052,-0.94293255,0.54048735,0.21388055,-0.400199,0.45358747,0.20806348,0.78607017,0.1763483,-0.90874916
0.45263273,1.8655034,0.4993182,0.63936967,1.9988635,-0.20856518,-0.7294717,0.08096208,0.6045164,1.2484883,0.23603898,0.16257831,0.05945752,-1.1087542,0.04839172,1.2554321,-0.0771936,-0.89952916,0.7213261,-0.1702451,-0.49395147,0.13732144,0.82628644,0.18948023,0.80766773,-0.34846798
-0.3365859,1.5457498,-0.40045798,0.59925485,0.84173125,0.14476545,-1.0120615,-0.779576,0.9746228,1.3768872,0.19119738,0.13378248,0.017461887,0.8495477,0.16430785,0.9428625,-0.63435924,-1.257826,1.4074317,-1.2450593,0.28556317,0.02128115,1.0882388,0.68654853,0.59187996,-0.84661186
-0.09971169,0.5850962,0.5002038,-0.18306673,0.75190866,-0.10639026,0.5782155,0.08348666,0.083638996,0.4278667,0.67429656,-0.19247644,-1.0273756,-0.21662529,0.36644074,0.85355777,0.36329088,-0.29859394,0.25984344,-0.6147588,-0.679447,0.73328793,-0.098051995,0.107866555,0.345094,-0.2641038
-0.13852185,0.7011922,0.7423887,-0.2549731,1.3371909,-0.041977573,0.06996793,-0.41318607,-0.25894418,0.43224865,0.5833083,-0.060148075,-0.77129585,-0.25782982,0.25056824,0.60225403,0.3551418,-0.15998201,0.055815395,-0.68137354,-0.55684966,1.0969983,-0.5279534,-0.21448669,0.27630883,-0.5739358
-0.282863,0.19611445,0.60495734,0.56273264,0.66817546,-1.0606952,0.53893363,0.8228962,-0.3903702,-1.0338112,1.211061,0.46657968,-2.318849,-0.49819982,-0.009418182,0.5829028,-0.2955456,0.12027676,1.827805,-0.5490022,-0.5458838,-1.3973392,-0.1404718,-0.74904823,0.17052367,0.63237226
-0.17803511,-0.05880745,0.48176768,1.9099145,0.40244183,-0.867244,0.43090004,0.1366177,-0.7988698,-0.9202481,0.11646539,0.66096604,-2.181826,-0.57573444,0.2690803,0.72983146,0.16389342,-0.5960885,1.5145332,-0.5073064,-0.51121074,-1.1466516,0.527757,-0.1846472,0.797083,0.06153934
