p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25
0.4536508,0.66273195,-0.001142104,1.0759184,-0.1722782,-1.4033171,0.40282577,0.72562313,-0.7842966,-0.2128167,0.28673872,0.38821006,-1.746546,-0.91885793,0.64187384,1.1739824,0.015356229,-0.095502414,1.6993513,-0.11854583,-0.21278627,-0.5237556,0.07932234,-0.31399617,0.24191462,-0.4263725
-0.75140196,-0.48040813,0.16425927,1.0024807,0.5970535,-1.074088,0.17301387,0.3197031,-0.46050355,-0.34822026,1.6183589,-0.77908474,-1.3952005,-1.0850323,0.5173004,0.9757078,-0.6812233,-0.12917513,1.6777732,-1.4742892,-0.53804153,-0.6890162,-0.19613715,-0.60282755,0.2876236,0.07217197
-0.58301497,-0.59031546,0.030529862,1.9629428,0.46287334,-1.0668572,0.19428165,-0.10353998,-0.7110861,-0.16746233,0.77729887,-0.5910274,-1.3606505,-0.93586093,0.7981309,1.1632893,-0.373961,-0.7395508,1.2918503,-1.4064451,-0.4316263,-0.48176256,0.33971187,-0.23112722,0.7782423,-0.40782446
0.2652154,0.32585102,-0.1244944,1.1236292,0.3361716,-1.1670413,-0.2016175,0.63664335,-0.5362512,0.40549546,0.70647347,-0.39508617,-1.0126988,-1.2290664,1.0737861,1.2629536,-0.37603024,-0.36415702,1.6614608,-0.8815022,-0.5395543,-0.27544016,0.21595503,-0.59379935,0.5504184,-0.6081346
-0.19710056,-0.5351449,-0.7377029,0.72897136,1.3393282,-0.8929616,0.67372483,0.34529886,1.2241669,0.9317408,0.3923994,0.12921658,0.0072572795,-0.87024534,0.001991598,-0.4608636,-0.216152,-0.49014685,0.19190636,-0.9717071,-1.0904071,-1.1507982,0.17479175,-0.20044899,1.0922456,-1.0429107
-0.26502612,0.55227715,0.26123625,0.10770222,0.2769977,0.120124,0.35233948,0.77397954,-0.40629894,0.95830405,0.6290225,-1.5450253,-0.009594761,0.7183416,0.7451181,0.007266506,-0.47553545,-0.4328507,1.1233553,0.30787733,-1.6190118,1.7713228,-0.146171,-0.38318354,-0.43219143,0.019798005
-0.2997422,0.96905833,-0.12261822,0.42135823,0.46067193,0.40808487,0.41793948,0.9726733,0.15091656,1.1515914,0.2465993,-1.0015652,-0.23418039,0.71816695,0.2559712,0.53736144,-0.06756399,-0.13571525,0.9684653,-0.0028253654,-0.56777847,1.1887279,-0.12947515,0.3530674,-0.06147365,0.22433351
-0.23002695,0.9251688,0.08090114,0.33482584,0.5677154,0.4266712,0.3567909,0.9711314,0.21361767,1.2882606,0.368411,-0.96528333,-0.21677308,0.78809345,0.20548436,0.53249496,-0.1092818,-0.3209407,1.0872846,0.11106082,-0.5621621,1.1564527,-0.12068749,0.41195107,-0.064478315,0.39727888
-0.17129922,-0.34603053,0.96215904,0.071308635,0.38774177,0.511729,0.71347916,1.1678585,1.1971204,1.0069578,0.5304053,-0.21954964,-0.6986145,-0.18379134,-0.49825037,0.080177315,-0.92180073,-0.4361181,1.4124324,-0.8711724,0.17118289,0.23299877,1.0044396,-0.16932476,0.48063058,-0.9804875
0.006912947,-0.3010592,0.5413657,0.039136246,0.9546856,-0.31656286,0.97524214,0.3684541,0.089212716,-0.3822438,1.2347288,-0.4784002,-0.88518745,-0.22132203,-0.18521133,-0.19440326,-0.24737193,-0.53080916,0.9020461,-0.85770625,-0.7507854,-0.7999428,0.39101076,0.0487723,0.44257358,-0.10886768
-0.1651886,0.13228782,-0.18107538,0.10381514,0.37630403,-0.24331833,-0.19269893,0.4968042,0.09017678,0.839732,1.1361108,0.031443868,-0.3624912,-0.11540149,0.009173569,0.18341434,-0.25485396,-0.719782,0.9607316,-0.67481357,-0.48808733,-0.11119754,0.60735667,-0.026303576,0.4356903,0.18121187
0.28256872,0.85442305,0.11489853,0.8774482,0.43427467,0.13630137,-0.14126647,-0.054810237,0.40446615,0.6487341,1.3186727,0.094126076,-0.4611148,0.017258238,0.0041500637,0.2300715,-0.61900234,-0.1286689,0.24543963,-0.9134312,-0.048315484,0.105698615,0.43424416,0.24342898,0.74854374,0.2550962
-0.57205266,-0.5569581,0.56596464,0.24229461,0.9001295,-1.1654512,0.92697424,0.0014220636,-0.17677663,0.46650177,2.1637135,-0.6139749,-0.91384405,0.08719538,0.058094833,0.7582833,-0.7872471,0.5687487,0.8653734,-1.2218347,-0.0033865406,-0.25891945,0.0032251521,-0.47764876,0.36055478,0.5281226
0.4546271,1.119462,-0.30361158,1.257743,0.49337795,0.050409295,-0.10879483,-0.19293994,0.458229,0.6410089,1.7575382,-0.20659932,-0.5089439,0.25049308,-0.06230579,0.44515473,-0.9016147,0.12119286,0.2988812,-1.4235646,0.102773264,-0.15978873,0.6086708,0.025495257,0.8566576,0.34623045
0.35433078,-0.031185491,0.80348355,0.41478953,0.73382515,-1.0765369,0.38251132,-0.65347415,0.43554655,0.22724725,0.93575984,-1.6526757,-1.1546953,0.5852018,-0.9080314,0.081830494,-0.37810147,-0.50508,0.017431086,-1.732812,-0.52409136,-0.7610389,-0.5252572,-0.92976475,0.9766793,-0.25905773
-0.14074749,1.1737758,0.5051617,0.12605764,0.083706126,-0.70653784,-0.13604914,0.09371608,0.015583887,0.5560952,1.331573,0.1795722,-0.6595635,-0.30384758,0.112096354,-0.14174806,-0.40118986,0.26912498,-0.19095457,-0.41495144,-1.2158717,0.074599735,1.1003518,0.46989542,-0.20552534,0.8189974
-0.8162687,0.16836365,-0.4586361,1.0483634,0.31111607,0.2122921,-0.2415116,1.1437091,-0.19872972,1.4914033,0.26654634,-0.4461134,-0.4573393,0.014068076,0.13916147,1.1358966,0.26186094,-0.6264226,0.8998732,0.21948306,-0.87945336,-0.44919667,-0.15378906,-0.50231266,0.90962917,-0.18006606
-0.85313624,0.081963286,-0.5030884,1.1067382,0.06471413,0.25486487,-0.049835805,1.0326053,-0.15869328,1.6303985,0.28092086,-0.4317608,-0.54892266,-0.17870182,0.34895724,0.9773724,0.07703417,-0.57010216,0.7745717,0.19902217,-0.81071496,-0.46526387,-0.33903888,-0.55975324,0.9028003,-0.13138002
-0.16765301,0.32088324,-0.3884675,0.4469882,0.035167396,0.19576351,0.23742461,1.0942073,0.22503203,1.5429734,0.3397808,-0.790157,-0.65460646,-0.105206475,-0.18607055,0.19812097,0.18382557,-0.477399,0.38299277,0.07228645,-0.88219756,-0.4124725,-0.07325222,-0.32875863,0.8566584,-0.06941941
-0.3016601,0.28548253,-0.252055,0.2980704,0.050714992,0.23181406,0.18719697,1.146713,0.10944077,1.5388563,0.32253572,-0.7167704,-0.5475686,-0.107025646,-0.23826149,0.303663,0.2571691,-0.3053669,0.2507907,0.14044188,-0.97119963,-0.4442384,-0.06000393,-0.30951685,1.0016302,-0.028391551
-0.038043406,0.04909246,0.16547485,0.18112569,0.4651353,-0.083607934,0.36525106,0.46343333,-0.040944967,0.93623024,0.38047287,0.024227494,-0.6091622,-0.6053264,-0.39604157,0.060294893,0.051602643,-0.09470882,0.6477574,-0.60168546,-0.4846644,-0.14022349,0.5260141,0.05502848,0.4639187,0.35811797
-0.03499704,0.7158167,-0.16619311,0.08115103,0.4865664,-0.29180425,-0.06639221,0.4990524,0.60500634,0.96284497,0.3538842,-0.41494566,0.27199104,-0.3755609,-0.43081465,1.0788853,0.36257473,-0.312354,0.14748526,-0.09326179,0.19590233,0.23079629,0.38578093,0.88322747,0.30075198,-0.39390498
0.085268006,1.3769622,0.8782572,0.820548,0.9718361,0.7078062,-0.25256437,0.9629923,1.1187617,1.1179781,0.31012022,0.043691617,0.6023294,-0.8982838,-0.5798962,0.035872977,-0.706156,-0.45995614,0.66935354,-1.5625196,0.1653205,0.015701635,0.58375007,0.044272263,0.2478406,-0.8371729
-0.62380904,0.0020703347,0.8368102,-0.6334553,0.47576913,0.6750344,-0.7152569,1.0852906,0.6527044,1.605351,0.9703583,0.39046785,-0.41741872,-0.589999,0.45303142,0.7276558,0.29006404,0.3397251,-0.70005333,-1.2262697,-0.93678033,-0.9006028,-0.20496151,-0.017333826,0.8100915,0.392602
0.026824873,-0.26844218,0.3788567,0.09035555,0.97185385,-0.3500599,1.0069492,0.40224004,0.04775654,-0.3340764,1.353896,-0.4186747,-0.95352924,-0.21539159,-0.24624108,-0.19327842,-0.2058208,-0.50081027,0.7928521,-0.89385265,-0.6776857,-0.78674287,0.4264869,0.13872363,0.39471954,-0.009051186
-0.24391747,0.62021285,-0.67174095,0.83717686,0.74964106,-0.5899058,0.6507177,-0.3837418,0.063771054,0.20037651,1.9632158,-0.2041963,-0.695703,0.82901657,0.6236447,0.22805399,-0.40280786,-0.5207108,0.6164266,-1.7140975,0.033601608,-0.71548027,0.48680225,0.07107132,0.5897047,-0.03027109
-0.30532345,0.092566945,-0.33188534,-0.089366935,0.16483231,-0.19353686,1.1045073,-0.078224026,0.115273625,-0.15376554,1.5289099,-0.9114687,-0.051358335,0.25619864,-1.0906295,0.62305784,0.32311636,-0.40803376,0.76514274,-1.0957956,-0.5581225,-0.91563416,0.695079,0.1866212,0.82942927,-0.14048907
-1.1772648,0.35265657,0.4699103,-1.1951569,0.40781808,-0.4141068,-0.1642656,0.2900477,-1.0611378,1.4002285,0.9690177,-0.30733308,-0.16947837,0.49866238,0.2962824,0.2952858,-0.61906785,-0.0011537969,1.2386725,-0.7071918,0.33723864,-0.22214293,0.79768693,0.026404107,0.8535223,0.8255752
-1.1875443,0.26110858,0.58445865,-1.109225,0.45764822,-0.5139936,-0.12517202,0.04919816,-0.9636292,1.4510686,1.002344,-0.24575485,-0.22195327,0.55724627,0.5251982,0.442872,-0.47248262,0.098252244,1.4655266,-0.9189068,0.35276544,-0.3024431,1.0768441,0.008466966,0.84547687,0.8158441
-0.112169385,0.33331743,-0.28248295,-0.7090163,-0.068066515,-0.93306637,0.21340214,0.6179014,-0.6531313,1.0471325,0.88650465,0.0702838,-0.16155232,0.34777853,0.70141006,1.178178,-0.015317045,-0.45419025,0.014557406,-0.6270278,0.1814983,-0.07243735,0.49850073,0.17160673,1.1008377,0.1742141
0.106523246,0.13939638,-0.6643042,-0.31371665,-0.018297892,-0.961884,-0.03377649,-0.16255239,-0.4732731,0.8983611,1.6493208,-0.43784213,-0.3611156,0.2286902,0.6719843,0.59530395,0.18306883,-0.8077706,0.5542024,-0.62835234,0.56225544,-0.76144737,0.65187347,-0.15620121,1.2531482,0.35091048
0.09421508,0.0011628522,-0.10697772,-1.1307521,0.2527945,-0.97594863,0.55954796,0.023012998,-0.27469644,1.0601261,0.89708674,0.1740032,-0.34437752,0.30789572,0.8623537,1.196856,-0.2213987,-0.18622711,0.3306228,-0.5981289,-0.25244468,0.26656967,0.30647343,0.31340763,1.4440985,0.6473996
0.59546316,-0.19291528,-0.32603177,-0.65604156,0.2825156,-0.94959307,-0.020776406,-0.8003288,0.27102453,0.74771756,2.2320225,-0.33606318,-0.7594984,0.31380817,0.34114718,0.50794524,0.063677646,-0.19409865,0.9040549,-0.31247976,0.14443572,-0.3816236,0.58904415,-0.21591114,2.0332897,0.82848173
-0.29186076,0.074507706,0.13646886,-1.5007408,-0.04532789,-0.67921287,0.94318926,0.4531599,-0.496641,1.0289282,1.0552545,0.32435656,0.14136454,-0.10777349,0.6285348,1.0957333,-0.11715012,-0.27830622,0.56106406,-0.8439911,0.11281156,-0.05950296,0.36223698,0.7632184,1.2882106,0.3582328
0.37476245,-0.19883028,0.2334742,-0.13800177,-0.09086706,-0.3781267,-0.2425921,-0.71606046,0.51762325,0.75039536,1.9679248,-0.25961682,-0.44568604,-0.1888579,-0.14390588,0.04025154,0.14323622,-0.040792465,0.90368044,-0.16678998,0.11726727,-0.22382832,0.23950861,-0.09913634,1.3087653,0.6502653
-0.13956615,0.899148,-1.1733284,-1.1121596,0.71060556,-0.29688048,0.38695613,0.8569343,-0.62641054,2.3503134,0.8947625,-0.2472596,-0.51905626,0.8864608,-0.6027815,0.37925708,0.5529222,-0.1573633,0.24600853,-0.90856403,0.5619655,-0.6419534,-0.5329677,-0.32811424,1.041581,0.63102186
0.431357,0.37340823,-1.2539937,0.022385769,0.7349187,-0.52149296,-0.34247458,-0.15647273,-0.3390452,1.8653282,1.7624644,-0.7748435,-0.89406234,0.47547755,-0.55483496,-0.18986571,0.5879796,-0.482044,1.0943115,-0.6854432,0.71380514,-1.43282,-0.27647516,-0.7524293,1.0070412,0.6229738
-0.13354014,0.67542255,-0.8478018,-0.047811087,-0.22556597,-0.7388451,0.27657506,-0.23705375,-0.14771299,1.1714838,0.22762291,-0.44815952,-0.5676382,0.051281735,1.0341797,0.8202145,-0.25017786,-0.78377867,0.8506225,-0.29285184,-0.039947033,-0.08523411,0.38308874,0.4667654,0.62112224,0.8792851
-0.21493754,0.59097606,-0.6022102,-0.1510418,-0.31263408,-0.8645266,0.3018357,0.089792244,-0.27206287,1.2541343,0.54518497,-0.22810343,-0.2536263,-0.012472197,0.98547596,1.0623527,-0.19357377,-0.72621036,0.46986747,-0.3586122,-0.17547347,0.17105755,0.18653236,0.27141348,0.648422,0.3938105
0.08284464,0.58283603,0.81648517,-0.7836065,0.53311354,1.0463636,0.521195,1.3248302,1.0893929,1.1036841,1.7507472,-0.036088534,0.20863692,-0.5443251,-0.4256886,0.019292198,-0.20340842,0.19415501,0.52695984,-0.81972253,0.88719434,-1.4248888,1.5691506,0.1186572,1.6872132,0.5845835
-0.39940795,0.799909,0.336487,-0.53004414,-0.10782733,-0.36607063,0.14782235,0.27764934,-0.6582545,0.76157856,0.52506334,0.21933997,-0.77269906,0.6454111,-0.35876724,0.5580521,-0.24553274,-0.29752663,0.36326954,-0.794103,-0.0069442703,0.033706456,0.30201256,-0.17003308,0.8091298,0.18888018
-0.38641727,1.0303246,-0.00077312125,-0.5210825,-1.02791455e-05,-0.31615537,0.057467733,0.18881686,-0.42551297,0.89379907,0.77614605,-0.008494817,-0.8478053,0.68890566,-0.3987403,0.7377692,-0.104339845,-0.083274834,0.2548617,-0.94336224,0.20734403,-0.2069757,0.59189075,0.07125751,1.2882696,0.28346214
-0.37284866,0.8740721,0.26825777,-0.42788285,-0.13046513,-0.33810663,0.16558234,0.2778283,-0.45399335,0.7422783,0.62519276,0.15710154,-0.7629161,0.57125527,-0.29504627,0.65187746,-0.1715596,-0.3021417,0.37885344,-0.7978848,-0.033092313,0.015699096,0.45389834,-0.087412946,0.9450519,0.19376574
-0.5166112,0.9780776,0.0024174626,-0.72185034,0.086401224,-0.35538125,0.09962992,0.35361186,-0.6755655,1.0095502,0.74160457,0.011983942,-0.82961243,0.7561641,-0.37868235,0.7258199,-0.17007525,-0.32251865,0.4473324,-1.0445406,0.12840277,-0.27403912,0.5807502,-0.057680532,1.1633865,0.2543914
-0.28641167,0.80937356,0.23815839,-0.49803254,0.04343417,-0.2535365,0.17384967,0.29671112,-0.61785483,0.7849031,0.574923,0.114315785,-0.7389676,0.5786186,-0.38903424,0.7206718,-0.09705201,-0.31174704,0.44900966,-0.90198433,-0.059920013,-0.16306987,0.3659351,0.018974908,0.95152533,0.12247513
-0.48143226,1.0834138,0.19717786,-0.50837874,-0.2686462,-0.3244603,0.09849787,0.2723101,-0.71750164,0.86245495,0.79982954,0.13791996,-0.8097099,0.6449991,-0.4628182,0.63145447,-0.2761411,-0.23394118,0.29707184,-0.741337,0.0113083245,-0.16591498,0.3055871,-0.15105228,1.0425037,0.33103392
-0.46992216,1.0458848,0.010241182,-0.43149543,-0.061858963,-0.3069831,0.0880568,0.28127006,-0.7484558,0.951804,0.6621982,0.076641455,-0.9408584,0.5777207,-0.36430714,0.74592173,-0.45775026,-0.24860765,0.48055094,-0.8042132,-0.07580494,-0.3113328,0.33415577,-0.048466083,1.0323434,0.5060763
-0.27145392,0.86470705,0.14486736,-0.376675,-0.18771774,-0.34923527,0.023265423,0.34492978,-0.70374274,0.8947613,0.7347656,0.16232881,-0.7354909,0.52614343,-0.272759,0.9217952,-0.3350666,-0.25223058,0.33929783,-0.70437163,-0.1437763,-0.18320842,0.43220174,0.043833498,0.9908609,0.3556507
0.47437173,-0.39490455,-0.20236677,0.56834143,0.16749193,0.3350607,0.25752062,0.9942411,-0.23449248,1.4072192,0.5874117,0.21126641,-0.032661702,0.11514508,0.37923306,0.87715036,-1.172951,-0.8324418,0.33503136,-0.69309926,-0.38872898,0.8102128,0.5378146,0.7790392,0.42175856,-0.2903495
0.607792,-0.6896166,-0.65078205,0.3152406,0.37874755,0.3688545,0.18557167,0.9899659,-0.36669213,1.5018383,0.61786324,0.1493037,0.25761107,0.25702047,0.8158122,0.91557443,-1.3224256,-0.71928716,0.19509654,-0.99501586,-0.59210676,0.930707,0.53477436,0.8496371,0.55307,-0.45278683
0.29269502,0.25615466,0.42684326,0.9928538,-0.062436063,0.7928773,-1.2593856,-0.02428157,-0.7127863,1.6828628,1.1515386,1.3468133,-1.3704889,-0.30058473,1.038557,1.6763413,-0.74423265,-0.056895636,0.7449446,-0.7247134,-0.8945676,-0.8678138,-0.2391967,-0.057421766,0.3825601,0.1953149
-0.2571815,-0.07266111,0.4808948,0.52686006,0.26572224,0.2310287,0.38882682,0.27094007,0.122225456,0.8239594,0.35906714,0.11739193,-0.2562037,-0.20125654,-0.045416396,-0.09730162,0.043327335,-0.23207195,0.5969478,-0.589924,-0.096126586,-0.02032804,0.40569234,-0.28718972,0.521425,-0.021173978
-7.754867e-06,-0.50700355,0.40199584,-0.13274655,0.7842884,-0.29863152,0.3409886,0.36411285,0.12751392,1.1446099,0.9146553,-0.18548742,-0.09312725,-0.39458048,0.4576226,0.42281705,0.4307622,-0.3632154,0.85337543,-0.14646597,-0.3627625,-0.43105155,0.56998783,0.21309038,0.792049,-0.22322284
0.19596784,-0.63034034,0.62549895,0.38628775,0.7138452,-0.4619092,0.06887658,0.035405695,0.029436303,0.7260749,0.42324314,-0.37004447,0.10146663,-0.047556814,0.5073234,0.2381298,0.28724802,-0.35085222,0.69593304,0.33388057,-0.82069194,0.44601047,0.6671222,-0.08914009,0.72501004,-0.34094515
0.10590696,-0.15372786,0.75573295,0.5598096,-0.03982832,-0.16723132,-0.07326275,0.3425065,0.58673835,0.6003973,0.6681476,0.4204511,-0.025447084,0.3500385,-0.2571875,0.113257535,0.022503516,0.37589633,0.5719803,-0.57375133,-0.002703859,-0.69957775,-0.047229283,0.29571468,0.031831678,-0.19332218
0.31183705,-0.3103234,0.7171047,0.27725416,0.20159708,-0.7533144,0.20330285,0.6394551,0.7458703,0.9246865,1.0654582,0.41054922,-0.09681581,0.30204734,0.14139056,0.6021536,0.31700858,0.42942786,0.786936,-0.27175194,-0.54627186,-1.1436446,-0.19357635,0.65920055,-0.05444283,-0.3057132
0.5205259,0.6837924,-0.41207802,0.16293775,-0.24949002,-0.0022586053,-0.41767344,0.16033,0.6805904,0.9462699,0.13266702,-0.44039512,0.6979046,-0.8261573,0.009729698,0.64665973,-0.2564541,-0.118488066,0.77009296,-0.64175016,-0.9560125,0.046295132,-0.20851953,-0.3712725,0.52869886,0.17846473
3.0998542,1.3683882,-0.44363153,-0.04387507,-0.031901285,-1.4906727,-0.8419268,1.3586315,-0.313339,0.24890284,0.00070813304,-0.97789466,0.62408483,-2.8180816,0.46892533,1.8333641,-0.545255,-1.0673667,1.1961944,0.094043046,-1.3616354,-0.8507264,-0.59155667,0.5529564,0.7758854,-0.5514905
0.6829846,1.0778764,0.4380406,0.107005976,-0.38123694,1.3256334,-0.92875826,-0.4767828,-0.37982237,2.23433,0.1687602,-0.37976298,0.35230884,-1.5397501,0.52185136,2.0245538,0.82027185,-0.8479956,0.72182524,-0.20440345,-1.4303755,-0.513675,-0.49430603,-0.20580669,0.7410987,-0.9363573
0.013174023,0.35940948,-0.015346915,0.6553941,-0.5587865,0.23074496,-0.33504742,-0.16961025,0.5213478,0.8320219,0.01179775,-0.15896745,1.2718713,-1.8895006,-0.120797396,0.11464383,-0.022681098,-0.83503866,1.4325778,-1.4197357,-1.3274134,-0.20493157,0.06475515,-0.22951126,0.61147445,-0.25194117
0.35237828,1.0524944,-0.42854664,0.16909614,-0.4296641,-0.2972635,-0.9858717,-0.35919997,0.87487465,1.052496,0.12529254,-0.14957127,0.88695127,-1.7482479,-0.26699892,2.1216972,0.71770614,-1.169382,0.6367217,-0.39170134,-1.3243531,0.048170496,-0.23263256,1.0433729,0.74032193,-0.63843495
0.07688787,-0.9061925,0.3221085,-0.24893191,0.5417329,-1.0237632,0.68273884,-0.024134556,-0.040683463,-0.3933403,2.0111883,-0.3412429,-1.4550191,-0.15286927,0.2780608,0.81932765,0.14114118,0.5296575,1.1069225,-1.0520461,-0.58507144,-0.06202848,0.057659574,0.14436312,1.306587,0.44682083
0.39687893,-0.9432675,0.32952017,-0.25715503,0.5722842,-1.0399401,0.6676104,-0.09949405,0.15614419,-0.3732948,1.783943,-0.09347324,-1.360364,-0.40721667,0.24774921,0.48720068,0.13836305,0.35487732,1.2359449,-1.288285,-0.7254607,-0.12949806,0.075483106,0.03179923,1.386592,0.25084537
0.36399767,-1.0239322,0.13654104,0.6198834,0.5385638,-0.87779176,0.74496317,-0.66470194,-0.2742777,-0.29685107,0.9885134,-0.17309614,-1.3147464,-0.1648186,0.58139086,1.2304022,0.6143883,-0.078827575,0.8408973,-1.2965792,-0.743468,0.21209921,0.6885938,0.7941413,1.761078,0.10166257
0.43428683,-1.0792882,0.1838469,0.5173285,0.3934877,-0.96301055,0.36201763,-0.86675674,-0.16039181,-0.12148614,1.0431827,0.00868016,-1.2660273,-0.35280025,0.3500556,0.8139391,0.635932,-0.3646976,0.9339427,-1.2980953,-0.75464964,-0.0042132973,0.5439186,0.56510514,2.063291,-0.10731003
0.6892074,-0.25942093,-0.03647071,-0.33206013,0.021644616,-1.1042819,1.2196971,-0.014869104,-0.34560266,0.3143241,0.95994395,-0.016239487,-1.0044622,0.24608302,1.7107373,0.61417323,0.21452063,-0.48009416,1.3992479,-1.2246616,0.3775221,-0.115605794,0.3975678,0.34565216,1.3845135,-0.25779697
0.99364865,-0.39740917,0.03181527,-0.26639208,0.08992183,-1.2709402,1.1527911,0.14331552,-0.3238851,0.19945346,0.71666974,0.08923219,-0.9231967,-0.061928283,1.569368,0.4696986,0.23572381,-0.54131836,1.3178108,-1.212036,0.17969608,-0.2016945,0.4358554,0.24223703,1.5677176,-0.13528582
-0.38240635,-0.037187442,0.35116944,0.36491376,0.77284855,-0.25849253,0.5117847,0.4867049,0.37670302,0.5385087,1.301567,-0.4607563,-0.9729761,-0.24772176,-0.14160092,-0.113985255,-0.42009616,-0.26842046,0.3754855,-0.6303547,-0.18666385,-0.42205033,-0.8781029,-0.28519633,0.93088055,-0.042031318
-0.4252756,0.20829457,0.36304957,0.21153517,0.7579082,-0.27757517,0.38951492,0.62864256,0.36612165,0.56745714,1.3585536,-0.397294,-0.76680803,-0.095607646,-0.16631941,-0.18412302,-0.37755144,-0.0010840072,0.2292801,-0.46550807,-0.24613892,-0.124461144,-0.6267566,-0.38810477,0.82373786,-0.105480835
-0.31132987,0.18273656,0.40198416,0.14903891,0.8208652,-0.42736936,0.51324403,0.9520799,0.26878914,0.4399186,1.3352276,-0.34328336,-0.8153483,-0.2392723,-0.14614426,-0.0052741026,-0.4581996,0.02045053,0.23093247,-0.39714375,-0.20057438,-0.14474992,-0.7792871,-0.18523388,0.69664866,0.19654718
0.0051831948,0.01290214,0.22473237,1.4148936,0.8246889,-0.3830991,0.70202464,0.27788183,-0.011825199,0.3722908,0.17072113,-0.18408531,-0.6281593,-0.14798449,0.052751157,0.27833098,-0.076248094,-0.81707823,-0.13507903,-0.6819789,-0.25995433,-0.33563602,-0.1842224,0.18399984,1.3419958,-0.50227153
-0.07150058,0.091835886,0.063703984,1.421374,0.67085725,-0.16814612,0.49282512,0.030331569,-0.017397301,0.6489688,0.22648013,-0.12565665,-0.61274904,-0.122674115,-0.101201184,0.39903474,0.14123347,-1.0749252,-0.13968536,-0.6538796,-0.42977402,-0.0126958,-0.13819703,0.1738834,1.2409807,-0.41342077
-0.05809337,0.10854369,0.08263233,1.3270327,0.5991364,-0.25196797,0.46381503,0.14852236,-0.0030586887,0.6002899,0.36386028,-0.26500228,-0.60484123,-0.107577726,-0.107726134,0.29385144,0.13436761,-1.0627578,-0.116975665,-0.4956878,-0.35031047,0.0073135826,-0.13116927,0.14412524,1.2874124,-0.452237
0.26887277,0.64055103,0.00072695024,0.5160149,0.43604237,-0.42210382,0.79069614,0.7124918,0.06077813,1.1655838,0.20323692,-0.3116285,-0.5672792,0.15574023,1.159792,-0.092354946,-0.33161595,-1.1592295,0.52728117,-0.7474838,0.6670824,-0.6821105,-0.3939897,-0.18712522,1.1239845,-0.7699859
0.33300012,0.47509778,0.08887078,0.37254202,0.49730492,-0.4244647,0.74927807,0.6313787,0.107396685,0.96431,0.33724713,-0.1563188,-0.4311197,0.14043827,0.7585516,-0.057700396,-0.32280096,-0.93746865,0.47630695,-0.69094414,0.48125476,-0.5924662,-0.5100873,-0.12077047,1.0027664,-0.5220781
0.4380971,0.8059152,-0.036723368,0.14609002,0.38627067,-0.4817646,0.842007,0.9844388,0.032039586,1.1900628,0.34174022,-0.1707447,-0.3053962,0.28788453,1.1048427,-0.042565353,-0.3685758,-1.0368272,0.5342924,-0.59351903,0.68002456,-0.46786517,-0.3132868,-0.20068781,0.86678386,-0.49503064
0.4326501,0.7028925,0.13790078,0.30348837,0.15248168,-0.57226145,0.615944,0.8872173,0.0386015,1.0716352,0.44267073,-0.021758508,-0.3302209,0.24987061,0.93255866,-0.0024600863,-0.25364256,-1.1107345,0.47035304,-0.41664433,0.5265409,-0.3758665,-0.254376,-0.22249086,0.9284664,-0.61151844
-0.81615883,0.52234054,0.27078173,0.66132754,0.19587752,0.9867485,-0.067456074,0.7194847,-0.5579396,1.1725589,0.14898919,-0.60116863,-0.48950878,-0.2509496,0.23128536,1.5644269,0.8174991,-0.65475327,0.5670142,0.27147868,-1.1529305,-0.33971068,-0.044833075,-0.049662996,1.0745378,-0.7882816
-0.60696596,0.42248368,0.40239656,-0.33588815,-0.39395514,0.13470317,-0.23862144,1.1347812,0.24596636,0.9129988,0.0741802,0.61323637,-0.60287774,-0.28651908,-0.36984453,0.6362389,0.48844177,-0.46209916,0.10841747,-0.38457337,-1.1974913,-1.2312437,0.7514031,0.29667762,0.5026532,0.2968625
0.8261733,0.09562286,0.88788223,-0.3269932,0.69376236,0.21257155,0.058504112,1.1434224,1.1755081,0.5870737,0.46263894,-1.0918912,-0.68312556,-0.88662225,0.20409113,1.0562892,-1.0941412,-0.927097,0.98354477,0.07967069,-0.7559489,0.13381505,0.34410632,0.09610156,0.8326036,-0.8417591
-0.025543727,-0.061865248,0.66889185,0.008342962,0.3928743,0.35703444,0.70584023,0.72240674,0.9588972,1.0814557,0.30169898,-0.13465929,-0.6229341,-0.42868137,-0.08160772,0.23603998,-0.78901976,-0.4371603,0.8733644,-0.72982305,-0.18936886,0.07531242,0.68664646,0.14248753,0.6518292,-0.6111865
0.41350156,0.3015953,0.9444028,-0.19989876,0.29787007,0.565874,0.8103467,1.0372456,1.0512296,1.1603241,0.53659236,0.14851813,-0.70714945,-0.17409527,0.19134416,0.46639934,-0.3432297,-0.88201284,0.033264406,0.0077748965,-0.38246587,0.030228753,1.0206716,-0.41918322,1.5134352,-0.5022932
0.21439108,-0.91912407,0.8909782,-0.3260766,0.9546827,-0.03644517,1.3741865,1.4164466,1.1081839,0.20309311,0.8454126,-0.13402763,-1.4924896,-1.3139224,-0.10966065,0.6472685,-1.0582707,-0.41434658,0.14336856,0.09360112,-0.9598977,0.37487224,0.50558233,-0.14336577,0.46455085,-0.02816121
