p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13
-0.0040426604,0.15695047,1.2495657,1.6288519,0.9080915,-0.53284967,-0.3101654,0.77889615,-0.3433526,-1.5424318,-0.2618905,1.4863356,0.7779061,-1.0497551
0.08253801,0.84090775,-0.13628803,0.38712102,1.3865668,0.008514866,1.1495379,-1.062844,-1.3057622,-1.2631696,-0.46642104,0.4604387,-0.23908444,-0.31580764
0.10667429,0.6857188,0.098126225,0.5069942,1.32964,0.025459273,1.3264774,-1.1531569,-1.5281086,-1.4659507,-0.3316184,0.18024792,-0.22966996,-0.3937922
0.29240534,0.70595604,-0.42115083,0.392733,1.610221,-0.28466958,1.2272824,-0.92674583,-1.1243173,-1.3974832,-0.10216301,0.25550163,-0.06372372,-0.3728179
0.40680897,0.6073672,0.021353748,0.29491833,1.2306015,-0.022510432,1.2235293,-0.6959145,-1.1935033,-1.2221961,-0.28384706,0.17622627,-0.31285477,-0.06872027
0.3563272,0.51466,-0.04459008,0.3173591,1.3897952,-0.22246602,1.193976,-0.84241796,-1.2034615,-1.411962,-0.045199975,0.18101579,0.040571135,-0.3298163
0.63016313,0.7610426,-0.555628,1.0558656,0.9245347,-0.9116624,0.52250636,0.41223273,-0.08236299,-1.3338642,0.20547888,0.2621629,0.23050183,0.25254622
1.2496614,-0.678246,-1.2830241,2.170176,1.1319889,1.5667906,0.80167764,-1.6615518,-2.778196,-1.7147988,-0.52104694,-0.2335964,-0.27884308,-0.39352718
0.9179205,1.1579261,-1.3179187,0.8747475,0.97369236,-0.44004026,0.27070794,0.38220856,-0.19293207,-1.7370456,-0.8644677,0.32940927,0.5104583,0.39692792
-0.28624085,1.0951948,0.3901802,1.078701,0.29295418,-0.17347129,0.19574623,-0.20910044,-1.7712567,-0.9718764,0.38617995,-0.06929997,1.1332289,0.47656184
-0.1970861,0.8313262,0.55052644,1.297278,0.4602872,0.20586504,-0.030246144,-0.6509203,-1.7613353,-0.8394588,0.7038796,-0.05700158,0.6214259,0.7365727
0.041639138,0.7151895,1.5123028,1.6408045,0.16078977,-0.70308167,-0.16291006,0.83622825,-1.2386643,-1.7560285,0.24034606,-0.34519848,1.2836624,0.14479859
-0.54994524,0.77091825,0.9105532,1.903894,-0.3662602,-0.41847378,-0.20079745,0.3464668,-1.5289345,-2.1035974,0.33139372,-0.51953423,0.71354175,-0.19832124
-0.5381501,0.53778654,0.97416097,1.7482443,-0.42655125,-0.50914216,-0.33363292,0.4263948,-1.3267084,-2.2080772,0.10866909,-0.2865484,0.5331286,-0.05780951
-0.53968453,0.43168238,1.1555718,1.6374481,-0.11492409,-0.35283798,-0.44229588,0.5059786,-1.4609507,-2.1222103,0.2192494,-0.1474637,0.62052405,-0.2467575
-0.6305943,0.80201703,0.4558614,1.3178998,-0.24998632,-0.42261666,-0.38682452,0.35946214,-1.6696795,-2.0300162,0.39280072,-0.33558753,0.793636,-0.16538963
-0.46210364,0.6631651,0.7697395,1.8031402,-0.45007384,-0.6307066,-0.27271476,0.6738764,-1.2894725,-1.8047961,0.21329942,-0.45642838,0.556629,-0.5137138
-0.06030766,0.59846395,1.4491289,1.6512301,0.10166753,-0.36266384,-0.19625695,0.6668329,-1.4422818,-1.9174718,0.16295749,-0.35034972,1.1920308,0.21320187
-0.57826144,0.7280359,1.0968963,1.7926564,-0.1175516,-0.6448615,-0.1718865,0.6503034,-1.2894549,-1.9441862,0.2943633,-0.09925743,0.6531763,-0.62527585
-0.011431151,0.9809028,-0.045148734,1.5455052,-0.15357852,0.2240376,-1.1183715,0.1415611,-1.6691185,-2.1391256,1.0062007,-1.0875108,0.38020673,0.06488406
-0.4380505,0.5277139,0.97206163,1.6814729,-0.14661537,-0.5317423,-0.40887055,0.1253995,-1.3981874,-2.2058039,0.1729782,-0.20051873,0.68169755,-0.09580102
-0.6523414,0.42698082,0.746018,1.7571834,-0.42769665,-0.3594687,-0.22090048,0.2782367,-1.2300658,-2.0751116,0.37544042,-0.38588333,0.8056997,-0.3721013
-0.58765405,0.4299502,1.0626593,1.7752388,-0.37235907,-0.18316005,-0.16636705,0.2824433,-1.4198867,-2.1761055,0.24527402,-0.18832201,0.6357289,-0.42815554
0.005100639,0.9015076,1.4823369,1.7370695,0.21052259,-0.48334515,-0.072040774,0.599316,-1.3420174,-1.9969984,-0.044618294,-0.2516873,1.1060992,0.104925424
-0.036707077,1.1817591,0.5325263,0.96547633,0.14594741,0.1407833,-0.017789789,-0.57316875,-1.6061304,-0.86640257,0.5854358,0.057413228,0.9888179,1.1062316
-0.26799726,1.0951589,0.5682003,0.9901329,0.17603663,0.12843749,0.13591182,-0.16678794,-1.6715796,-1.0181574,0.30753264,-0.023320192,1.5760093,0.7885366
0.9709953,0.67884916,-0.5903879,0.50360554,-0.37129962,0.43810222,0.03597788,-0.02949538,1.1093714,-2.0578258,0.7151364,-0.49260435,1.0541302,-0.7250837
1.090255,1.8138467,-1.7220453,0.38569134,0.34451997,-1.2861998,-0.0872757,0.08072002,-0.10943614,-1.3750494,-0.82618904,0.45850906,-0.7962755,-1.9364382
0.85070163,0.7477912,-1.451576,-0.15696163,0.15234421,-1.2658336,-0.2805811,-0.5053748,-0.23026873,-2.1200972,-0.19413452,0.3771854,-0.12293917,-0.60381776
1.2076738,1.7167544,-1.5432527,0.5123897,0.17409125,-0.8793204,-0.054707404,0.27307668,-0.2240171,-1.5123634,-0.7897114,0.5912861,-0.637058,-1.8230162
2.2445905,1.7800248,-0.28960803,0.98388153,0.061717138,-0.2304693,0.22482531,-0.34121108,-0.37856835,-0.32161945,0.09498384,0.39368033,0.780097,-0.18005237
1.6170743,0.5820651,-1.0610641,0.26362085,0.6004748,-0.28009167,-0.31104004,-0.23260926,0.010427836,-1.6274086,0.30387002,-0.07983175,0.61485684,-0.527184
2.6082582,1.7676919,-0.6609172,0.6842935,0.543136,-0.25752518,0.24545678,-0.3929837,0.009074859,-0.73656046,0.18704802,0.83420885,1.125108,-0.13239078
1.7026404,-0.31094843,-0.970942,-0.41256762,0.38804984,-0.08533697,0.17149498,-0.30884278,0.8877353,-1.8236116,0.7632891,0.4479262,-0.5012121,-0.30453104
1.7430743,1.0826946,-1.6413218,0.013526935,0.6412813,0.8543249,0.71521926,0.63311356,0.50692505,-1.5819967,-0.04501226,0.109007895,-1.2270882,-0.9552374
1.5386977,0.1775757,-1.5674018,-0.4024586,0.44358078,0.51850575,0.3191855,-0.031381343,0.42444542,-2.3213396,0.68936586,0.16863947,-0.47226375,0.38747504
1.5997299,0.87875366,-1.721251,0.053611923,0.6675979,0.87705743,0.5023752,0.8287056,0.38477927,-1.6281533,-0.022223594,0.40218115,-1.2127899,-0.71695834
1.8355839,1.1887997,-0.85394365,-0.64508885,-0.9231334,-0.4599018,0.78106356,0.2501228,0.16052209,-1.6971124,0.63196373,0.062294256,1.1165103,-0.33949137
1.6744845,0.59030014,-1.0104234,0.23464093,0.61910313,-0.4017553,-0.16699266,-0.45504424,0.0042647803,-1.6113249,0.20592672,0.074259624,0.5975304,-0.485064
-0.51814103,0.44677535,1.0001563,1.2382668,1.7071768,-1.2332321,1.5832746,0.10659704,-1.3042605,-0.01583421,0.3145027,0.52207047,-0.46061647,0.5281171
1.6142198,1.5367476,-2.4335017,-0.5834754,1.3620297,-1.0312403,0.35846737,-2.308574,-1.8187338,-1.181563,-1.5803518,0.3860589,-1.6065477,1.7598592
0.31798714,1.5731828,-3.0474184,0.44336465,0.789556,-1.8193028,-0.3657971,0.4087854,0.8128873,-1.7991918,-2.081615,-0.04440739,-0.0033329953,1.7822146
1.5331867,-1.5633074,0.111533254,0.4697873,3.2793846,-2.86462,-0.97480536,-0.49531877,-0.46176165,-0.9035122,1.0988433,-0.35623255,-0.28490165,-0.4631829
1.4127972,-1.4533688,0.48095596,0.23860583,3.305002,-2.7141972,-0.9216571,-0.3490848,-0.5968931,-0.8309321,1.2376531,-0.021540618,-0.3732513,-0.53575295
0.6805748,-1.7298203,-2.5131135,-0.1287602,2.0549245,-4.107231,-1.4971392,-1.0749948,-0.8530509,-2.0204554,-0.99994224,0.5978602,0.47477344,-0.3815668
0.54560053,0.8089413,0.5369942,0.83260345,1.6917988,-0.08144426,0.72252893,-0.74998397,-0.8966154,-0.97649217,-0.06762712,0.3844727,-0.50118506,1.0347096
-0.18298264,0.1278757,0.3743199,0.68176645,0.443503,0.10102861,0.1134854,0.86491084,0.26099706,-0.8412116,-0.041100666,0.80581266,-0.79768103,0.3613506
-0.12474863,0.15323995,-0.31510976,0.5419137,0.11081973,-0.11896558,0.86889726,0.7750058,-0.11056616,-0.5226676,0.043358807,0.013176985,-0.15601571,0.1727926
-0.031661987,0.0801659,-0.28252718,0.5332961,0.10965682,-0.19335407,0.9273872,0.8007692,-0.1828725,-0.59794873,0.1721703,-0.029608188,0.015643915,0.18249445
-0.12539677,0.12774234,-0.31532708,0.50956964,0.06356542,-0.20776469,1.00107,0.7791242,-0.10775459,-0.40705246,-0.014840684,0.024490338,-0.11198936,0.17680664
0.48630545,0.44657794,0.50272685,-0.20447806,0.84985644,-2.8022122,0.09466508,-0.9782503,-1.6017596,-3.039686,1.0802788,1.40096,0.46228373,2.092023
0.43080378,0.7546743,0.80615294,0.4236964,1.1760575,-1.5107393,0.43461075,0.56602836,-0.09652153,-1.8215734,0.25505075,0.71086353,0.76960135,2.6051202
1.1349907,1.2055309,-0.55413353,1.1322995,1.4046429,0.004237819,-0.42877573,1.6941189,-0.6966313,-0.92725784,1.7106458,1.1094276,0.26671782,1.1064025
0.20050672,-0.965083,0.5723935,1.4558327,-0.27772412,0.09789808,0.6771619,0.22967596,1.1585908,-1.4251536,1.3488842,0.41983736,0.44594157,-0.44518453
0.77952963,-0.48035815,-0.6393847,1.0076752,-0.3412241,-2.4218943,1.3732884,-0.29999533,0.62434405,-1.5623223,0.22450872,1.2851373,-1.2018884,-0.8569802
0.91670823,0.31824228,-0.46249008,1.3958647,0.6740028,-0.5238331,0.29925856,0.033026226,0.22298433,-0.56361467,0.6579221,0.50443536,0.19916986,0.08049486
0.13462794,-0.5683877,0.7685192,1.3227941,0.37344834,-1.3694485,0.8362492,-0.2906268,-0.6687772,-0.657377,0.59557426,0.51696587,-0.069902025,0.14824238
0.60264957,-0.74358886,0.8647967,1.2264036,0.26005173,-1.1168677,1.0636321,-0.654177,-0.3385537,-0.9126846,1.3328863,0.7728932,0.08444609,0.27524307
0.40290394,-0.4565101,1.0836393,1.3281398,-0.20762868,-1.4722325,1.2031522,-0.7382579,-0.9206811,-0.5718671,1.7208802,0.9671281,0.4121546,0.5835657
0.44180322,0.0548254,0.023203576,1.2871099,-0.12022299,-2.3278432,1.2681695,0.21885155,1.2929883,-1.5910314,0.31494674,1.0796334,-1.2356846,-1.323926
-0.015490092,-0.22781995,0.3295963,1.9096032,0.43844205,-1.0298368,1.0093955,-0.13559206,-0.37079287,-0.40816638,0.5689721,0.49465728,-0.124946505,0.058379777
0.9127523,-0.75447136,0.7986561,0.7700363,-1.0020142,-0.9066357,1.3831775,0.656815,0.44474086,-1.2232617,1.4548166,1.1875851,0.52977103,-0.5253476
0.6203798,-1.0072122,1.3447303,1.4247336,-0.07196159,-1.9559902,1.2019932,-0.91578937,-0.602858,-0.8125233,1.333587,1.0329591,0.15272251,0.020151868
0.8497223,0.5616704,-1.0064608,0.7530646,-0.20706959,-0.33520272,1.492315,-0.2627165,-0.111357294,-0.81578845,0.0349663,0.8560434,0.98102695,1.0621794
0.12934582,1.1838939,-0.96997803,0.31678435,-0.14291272,-0.2045852,0.39735547,-0.3981084,-0.34388098,-2.081646,0.5266599,1.0939562,0.4325982,0.7494291
0.6861478,0.30504882,-0.0054028574,1.2132701,0.27565232,0.18604642,0.44448698,-0.5654873,-0.111093424,-1.6772739,0.21222393,0.5506747,0.7516652,0.40672264
0.82812345,0.39545503,0.24883169,0.69442976,0.64030486,-0.71473604,0.30912298,0.5961401,-0.46090826,-0.6133519,0.25433597,0.78366786,-0.2531049,-0.37135017
1.3452173,0.547477,0.9913946,0.31296712,1.0503048,0.7440945,0.87746334,0.5114363,-1.2104259,-1.0637186,0.16940218,-0.076038435,0.12259824,0.7630243
0.31888542,1.0417867,-0.26676214,0.8733427,2.6777947,0.00873283,0.12334462,-1.5410031,-0.92538226,-1.4957136,-0.3433754,0.42207664,-0.5322712,0.5014951
1.0373414,-1.8063419,-0.19843252,0.9624855,1.2768766,-1.802805,0.050657313,0.15063807,-1.5453154,0.039971914,0.19153339,1.2515717,1.2531916,0.54517525
-0.370208,2.0072405,-0.7829492,3.300881,0.48988473,1.0111133,-0.11143686,-0.35341948,-0.60284317,-1.354,1.4860227,0.121123664,0.9723898,0.42267928
-0.16159378,-0.4128234,-0.92699844,0.2876219,1.999727,0.012970553,0.014582807,-1.9815904,0.6046607,-2.8018851,0.49497485,0.7641409,0.20202057,-0.99038213
-1.3156116,-0.5121483,-0.2528505,1.7246127,2.828954,-0.6238586,-0.6185235,-0.18936753,-0.6260734,-2.2086537,-0.49160108,0.43428448,0.20678525,0.5120687
-1.0851123,0.75119317,0.11919489,2.8956118,2.4384003,0.04892086,1.553677,0.026780855,-2.3789365,-1.9666653,-0.36573887,-1.152039,-0.29379708,-0.5743763
-1.7060924,0.35208046,0.4893561,2.2936509,2.5058615,-0.16308612,0.092907965,0.10306866,-0.8499835,-2.4294376,-0.4233257,0.46097347,-0.88856965,-0.61957157
0.8377551,2.6425138,-0.14307562,1.7757927,1.7760305,-1.0840709,0.8713778,0.70859003,-1.018483,-0.5100124,-0.7685144,0.56233317,0.13317135,0.176758
0.5831026,0.15665145,0.11212057,1.0953822,1.1713519,-1.6274718,0.61734635,0.29031807,-0.5966839,0.13521919,0.3851587,1.1333125,-0.09699473,-1.0855906
-0.30599654,0.43373266,-0.15684853,0.79626924,0.3099112,0.35557923,0.9461029,1.0287418,-0.19599506,-0.6030966,0.1428639,0.09504373,0.19702324,-0.12691143
-0.3748296,0.60076076,-0.23044156,0.80142033,0.37405172,0.48042747,1.0904537,1.1432229,-0.12100603,-0.5686297,0.09205095,0.15876584,-0.090543866,-0.052040104
-0.39438355,0.4725572,-0.17376713,0.80217683,0.3841815,0.3292116,1.0405879,1.127537,-0.059850387,-0.58713955,0.10353031,0.030146794,-0.001062434,-0.01658423
0.0060546333,-1.3803704,0.98691756,0.58576953,1.1750668,0.008834405,0.6573281,-0.29477215,-0.3776666,-1.177953,1.5455985,-0.4253671,-0.27265766,0.48153245
-0.16217369,-1.2705063,0.89125717,0.4171911,1.226675,0.1555636,0.70318055,-0.2865428,-0.5301672,-1.2974808,1.336424,-0.20368393,-0.19526802,0.4356386
0.22151424,-0.95771986,0.6480109,0.3756739,1.1332175,-0.96630245,0.72328174,-1.1208955,0.34996226,-0.7355203,1.6313307,-0.21452479,-0.24340084,0.035876803
0.23929566,-0.8020403,0.5815054,0.335678,1.0870304,-0.90958303,0.71873456,-1.0799973,0.24605021,-0.71059924,1.5792347,-0.32550862,-0.4096881,-0.027778378
1.4827555,1.0910589,-1.8574189,0.08707505,0.17923227,-0.88806254,1.0640169,-0.8973179,-2.321969,-0.98695624,1.4325031,-1.5299222,0.32398608,2.5117674
0.8132861,-0.157915,0.09948564,0.72782594,0.9617449,0.20964065,-0.31187448,1.1694095,-0.33927086,-0.68674546,0.79076505,0.19857578,-0.083057255,0.54211706
-0.48712286,1.2586327,-0.1536064,1.5219059,1.1236507,-0.9155195,0.9814848,0.6004244,-0.5956,-0.2721465,-0.4470352,0.3910077,0.82252455,0.07686305
0.8946061,1.2669148,-1.3469462,0.36807802,0.9271761,-0.64000475,0.30608225,-0.2681576,0.32978156,-1.5289428,-0.6939916,-0.06498555,0.48193154,0.15036505
0.8209585,2.396152,0.37565494,1.3044827,1.0618333,-0.8868269,0.4105851,-0.52784914,-1.3071356,-1.0946169,0.076440535,0.408677,0.027071118,-0.5670663
0.028501406,1.9202472,-0.33621547,1.97308,0.8865572,0.2128808,-0.0752769,-0.64933074,-0.040006775,-1.6846538,0.5249731,0.44301006,0.5691349,0.4382996
-0.20921496,-0.25246185,-0.91010517,1.0166022,0.41952312,-0.6597576,-0.5117914,-0.4044857,-0.7118375,-1.2981796,1.1200559,0.08055235,-0.7497983,-0.78932786
0.14835148,-0.3359357,-0.9536402,0.54828316,0.8758091,-0.62294626,0.076539904,-0.4525148,-0.044408757,-0.79291236,1.4611424,0.5160961,-1.168339,-0.36851755
-0.43607295,0.13254325,-1.0212102,0.30637804,0.531723,-0.9184585,0.25075093,-0.40865505,-0.6686265,-0.99474174,1.0458752,0.6491452,-0.740328,-0.3209137
-0.3781562,0.08394623,-0.80146474,0.4771518,0.6249025,-0.5880074,0.2589448,-0.05919382,-0.42030305,-1.1595875,0.8303615,0.673165,-1.402803,-0.25486085
0.05794543,-0.3223075,-0.64519155,0.74673605,-0.024846785,-1.5454745,0.48156404,0.2516783,-0.62978214,-1.7888831,0.96568394,-0.1326774,-1.8458357,0.028756127
-0.48204336,0.120082326,-0.6123635,1.132572,-0.33833903,-0.9903418,-0.22070289,0.41160184,-0.98347175,-2.005557,0.6941938,0.022159787,-0.84576905,-0.7005615
-0.5711824,-0.107283406,-0.46861845,1.1590692,-0.39796627,-1.1711276,-0.34385088,0.6206556,-0.87335813,-2.2321575,0.18210502,0.28033343,-1.0886238,-0.6255169
-0.3503272,-0.10808246,-0.36172542,0.99579656,-0.20274308,-0.8315252,-0.4908981,0.7338786,-0.9538594,-2.0602663,0.42766577,0.44776684,-0.976004,-0.7063232
-0.30960047,0.0057075913,-0.7064741,0.8342383,-0.06676446,-0.6855321,-0.29651418,0.43449175,-0.9964477,-1.957153,0.51355,0.48387888,-0.62733924,-0.74201035
-0.22241558,0.1849086,-0.61252296,0.9717235,-0.33548614,-1.3681068,-0.18312971,0.74051213,-1.0145024,-1.9712176,0.34929577,0.29295334,-1.2399074,-0.91993296
-0.3106521,0.085932136,-0.25486556,0.99944997,-0.2866506,-0.884149,-0.15788457,0.86039007,-0.94261926,-2.0932815,0.2919827,0.49693134,-1.2791805,-0.7854208
0.25409243,0.42909628,-1.1681277,1.0305364,0.013013082,-0.6006332,-0.9615381,-0.074111156,-0.5202503,-2.2815354,0.75361633,0.048146054,-1.0069855,-0.6679587
-0.2695139,-0.124195516,-0.3535242,1.059472,-0.3648225,-1.2173784,-0.5048775,0.39951384,-1.0143999,-2.1425834,0.29938626,0.28698954,-1.0075471,-0.6254629
-0.5199507,-0.21622331,-0.71643907,1.0830369,-0.36177942,-1.0588734,-0.26640683,0.33208564,-0.76982933,-2.0755265,0.3790761,0.12978108,-0.852707,-0.92033476
-0.20191887,-0.053413052,-0.5247328,1.1388738,-0.41514674,-0.807638,-0.27852994,0.42154846,-1.1899109,-2.1599774,0.20973703,0.5785567,-1.1618061,-0.78582495
-0.10355402,-0.35806593,-0.8704707,0.8352475,0.16641511,-1.7399815,0.3505556,0.20564835,-0.87063384,-1.8025142,1.0983347,0.20338771,-1.947653,-0.28034598
-0.29116508,0.036801696,-1.0976931,0.15122625,0.06488501,-0.7123897,0.44123235,-0.34417656,-0.43860063,-0.9978024,1.1449294,1.3348311,-0.8887392,1.1284056
-0.25690252,0.41138488,-1.2432352,0.035993725,-0.044013843,-0.97745454,0.31224504,-0.39354575,-0.5076498,-1.0476257,1.3023708,1.2381405,-0.65176815,0.79226214
0.23443125,-0.2986785,-1.1237422,0.13880248,0.40552953,-0.7197123,0.33161196,-0.72417885,-0.072901994,-0.82076854,1.4759116,0.5505664,-0.9699767,0.5404553
0.053455036,0.01645577,-1.2027217,1.2333617,0.43365395,-0.7112355,-0.89307535,-0.6788759,-0.4428517,-1.4872262,1.3660752,-0.055794604,-0.94207287,-0.8298741
1.9478867,1.5546764,1.7264107,0.21414346,4.2102294,-0.9589895,-0.82088745,-1.4177266,-2.2309716,-2.8571522,-0.29552492,-1.4353875,1.5164026,-2.2351623
-0.47601578,0.7048547,-1.2106923,1.2832881,1.072867,-2.1870644,-0.2624612,-0.185944,-0.84266216,-2.5297217,-0.9887971,-0.39841926,0.24750815,-0.57819813
0.69087374,-0.4389346,-1.9786711,0.7217996,1.4229823,-0.4063185,-0.6863987,2.747233,0.47620824,-1.4142945,0.6978103,-0.81325895,-0.19469015,1.5494566
0.68142426,-0.9686034,-1.0319101,0.076204255,0.34162474,-0.6375505,0.00468264,1.749873,0.9090974,-4.1839123,0.68217736,0.09389572,0.7601208,-0.22809035
0.48720688,-0.9880969,-1.076256,0.27950856,0.14090684,-0.7377351,0.25774863,1.6127427,0.57585204,-3.8908498,0.71148133,0.12485259,0.37691534,-0.026683176
0.59610933,-0.9476085,-1.2264264,0.12478026,0.35093486,-0.7340076,0.1977488,1.6732246,0.5131311,-3.8030887,0.5309606,0.06424375,0.5606303,-0.029066525
0.3341055,0.69853276,0.7053068,0.6122363,2.484724,0.34439567,2.0970612,1.1557125,-0.44303516,-0.7384516,1.0792763,0.41083783,-1.1542131,1.4568964
0.048840914,0.46825716,0.1466278,2.021668,1.3423138,0.0063663214,1.5319138,0.09522891,-0.14824504,-0.15133002,0.4444707,0.5823546,-1.3787144,0.07656423
0.06056873,1.3249029,0.62323385,1.0514462,2.6992166,1.2963065,2.135484,1.1955884,-0.26451528,-0.6639927,1.0860792,0.8560981,-0.62863517,1.3161404
0.05790921,0.8255721,0.27942657,1.7691875,1.5704925,0.9082157,1.6533982,0.38386104,0.088274196,-0.5107323,0.3404951,1.1357675,-1.1599102,0.38869157
0.013130205,0.83123106,0.16043048,1.8590603,1.4795889,1.0001599,1.7311103,0.52433276,0.07892284,-0.36266476,0.23111391,0.9963373,-1.0659038,0.37276116
-0.45244354,0.96560895,0.13384289,0.18831211,2.8103466,-0.5174828,1.9080638,-3.395329,-2.1963608,-1.4020734,2.0516186,-1.808964,1.4339749,0.6652808
-0.88564837,0.1833925,-1.6931822,1.0615939,0.88305426,0.152825,1.0266916,-0.21350914,1.433171,-1.7426097,0.6885045,0.8310407,0.22934973,-0.41736078
0.8912748,-0.11937709,-1.2592423,-1.2527303,2.567959,0.90585726,1.2139015,-0.87887883,1.5294453,-1.9860961,2.7211916,2.2921367,-0.1747458,-2.339837
-2.1521678,-0.020680945,0.7431482,0.7971369,1.9409871,-1.6088842,2.2186484,-0.7332326,1.6852839,-3.4665475,-0.14254825,-0.13766967,-1.6418675,-3.845609
1.6927042,1.3544589,-0.31609204,1.3420702,-0.042929225,-1.3061551,1.3907619,-1.6946982,-1.7692488,-0.6786918,0.5580665,-0.9331643,-0.019176636,0.64559746
1.9203581,1.2446824,-0.57583064,1.4597567,-0.30211326,-1.5229307,1.392354,-1.7841872,-1.7281678,-0.6069408,0.68590707,-0.62058765,0.30588385,0.73012507
1.8995782,0.7693706,-0.24459188,1.4193739,0.8604636,-1.2541058,0.69718915,-0.30658674,1.2154138,-0.9668223,0.006177713,-0.50448596,-0.39880517,1.0806552
2.0620098,0.6152613,-0.1953809,1.0560504,0.667831,-1.4021332,0.9459562,-0.3451527,1.1525793,-0.9768169,0.15238373,-0.5976085,-0.27636147,0.9748779
2.050723,0.649645,-0.14951365,1.6933993,1.1386521,-1.205508,0.81585205,-0.14506792,0.96830326,-0.45410565,0.15789822,-0.64368546,-0.66150904,0.89736533
2.288613,0.65895593,-0.08485045,1.3810875,1.0603942,-1.3850703,0.86698216,-0.2916228,0.98723465,-0.6851217,-0.045305967,-0.7974429,-0.60423476,0.81527454
-0.20731561,1.3298926,-2.4563534,1.8376051,3.5545754,0.8418135,-0.47009572,1.0368097,-1.2937118,-2.6403694,-1.1121639,0.4652964,0.027991008,-0.44575763
-2.3360527,-1.958223,-0.6336757,0.5999175,2.1192946,-0.06546187,1.741373,-0.9007747,2.7834504,-3.054996,0.22589578,0.5701472,0.96490604,-0.6449053
1.3198359,0.95806754,0.15456647,1.7395688,1.0870595,-0.08250269,-1.4504982,0.38417313,-0.5381495,-1.1672801,0.5711568,-0.10976027,0.29338658,-1.4322424
1.1241157,0.48275426,-0.63716424,1.4518249,1.6432703,-0.9477707,-0.7178339,0.18850316,-0.7112996,-1.1182752,0.73273253,0.16032058,0.1074363,-1.2311656
1.0456682,0.344444,-0.56835335,1.3732942,1.639268,-0.9696191,-0.58095413,0.24818847,-0.5638593,-0.94687295,1.226756,-0.08420946,0.049530838,-1.1639034
1.0008266,-0.3046258,-0.56604975,1.8470404,0.7916092,-0.66221905,-1.9455168,-1.1353147,-1.198408,-1.64692,1.3005655,0.7371542,0.37704143,-1.2585124
1.164732,0.5163474,-0.5637905,1.3951861,1.9642872,-0.9639371,-0.41488904,0.17725286,-0.7764225,-0.98677635,0.88456315,0.06832503,0.11313565,-1.1934702
1.058053,0.27755377,-0.8792472,1.6583298,1.551385,-1.0356064,-0.73246455,0.12424938,-0.68345845,-0.82212174,1.1914488,0.045636334,0.3283773,-1.235101
1.1605428,0.43472117,-0.37576473,1.5621519,1.6870501,-0.8627807,-0.7833238,0.2511192,-0.79201555,-0.89815223,1.184627,-0.017746314,0.23553866,-1.0793463
1.1695482,1.3790554,-1.4478333,-0.3408015,-0.37705043,-1.8261592,2.0608988,-0.38187754,-0.2694256,-1.8489642,0.8854786,3.2868292,-0.8393902,-0.0049743946
-0.8921806,-0.54076165,0.1898495,0.81744736,1.1192254,1.3934861,1.4970931,0.24958484,0.51038885,-2.486064,1.2129009,-0.16696973,1.670502,-0.48447856
-1.3330038,-1.2759469,-0.016146155,-0.08012819,1.2454983,0.21996674,1.7061967,1.2274624,0.928904,-2.303011,1.7169597,-0.04676802,0.68257016,0.5729043
0.18649754,0.079784326,0.22657062,1.1151186,1.0642807,0.3537632,0.67793226,-0.55846524,0.85174876,-1.5223299,-0.951117,-0.82789147,0.3789928,-0.2892382
-0.11164736,0.2312653,-0.1821563,1.8644251,1.1455652,0.4602974,1.0814929,-0.6156545,0.87308383,-1.2483126,-0.79635715,-0.95774925,0.593608,-0.1392664
0.74660635,1.3557881,0.20269091,2.7855554,-0.88681287,0.75267524,1.5410901,-0.17168663,0.55169225,-1.4708802,-1.1940203,-1.1938891,1.9958911,0.16337116
0.33486715,-0.27576798,0.21240099,0.54706836,1.1198461,0.9648252,0.6300909,-0.26579842,0.7125888,-1.4324919,-0.7325868,-0.8440539,0.719519,-0.11191329
0.12988858,0.10891671,0.39290792,1.0414377,1.099976,0.3779476,0.9687752,-0.45893276,1.3591297,-1.258575,-0.22358933,-0.6631649,0.72003263,0.33990332
-1.0920346,0.009579708,-0.9728146,0.75532407,0.3125146,0.41967994,0.8447178,-1.1723228,-0.33568937,-2.2290373,-0.017656373,-0.64352834,-0.4205975,0.24993423
-1.2439651,-0.18195345,-0.9268962,0.85187745,0.6106662,0.9759779,0.99746275,-1.2523077,-0.13809024,-2.4830577,0.13901713,-0.17094181,-0.73469293,0.5150995
-1.0317137,0.095728785,-0.83381087,1.1753274,0.36359757,0.77596575,0.9701524,-1.1089379,-0.2680256,-2.3822863,0.06153279,-0.26299024,-0.9313933,0.19287135
-1.2351772,0.22507405,-1.1694281,1.3896488,0.68799305,0.6107494,0.83658934,-0.9550099,-0.15257564,-1.958497,-0.65550643,-0.759638,-0.114144064,0.3000532
0.09251203,-0.55955166,0.51893806,1.4854469,0.38896483,-0.28587288,0.24396397,-0.424008,-0.075986065,-1.8126684,-0.315713,-0.7590314,0.423461,-0.6458763
-0.026426928,-0.8336081,0.25826514,1.5934072,0.43218455,0.25249916,0.30947337,-0.25097752,0.2880423,-2.1193125,-0.26746947,-0.3761837,0.19232097,-0.26250508
0.1999198,-0.53784317,0.16411197,1.7610767,0.1911442,-0.17282003,0.40745053,-0.38438493,0.32238808,-2.151348,-0.32209578,-0.50343376,-0.07628336,-0.5787579
