p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13
0.24075226,-0.4510514,0.63875014,1.9832133,2.083841,-1.1986774,0.10214331,-0.5106237,-0.8437811,-1.1193737,-0.5713326,0.058750037,2.1241152,0.0040275715
0.3927312,-0.6402169,-0.21181989,1.7956893,1.2545834,-3.0850148,0.88867265,-1.1888694,-0.8097653,-0.48951858,-0.549756,-0.031060964,0.44106284,-0.3730602
-0.42168948,-0.46172678,-0.20696041,0.81514627,1.0879498,-0.81629395,0.8817463,-0.07198955,0.43225878,-0.9145346,0.086455725,0.92899233,-0.15044966,0.51021504
-1.6508453,-1.0177464,0.14751011,0.7468141,2.1128387,-0.66266423,0.43614092,-0.50271535,0.09259703,-1.0861459,-0.9999401,0.74676895,-0.3252903,0.16503733
0.290988,0.1979942,0.84335107,1.762627,0.39722678,0.83350307,0.09304833,-0.44232756,1.1023659,-1.7830193,2.9504683,-1.0685886,-0.26417112,-1.0933964
-0.18697003,-0.37390614,0.92568254,1.2258672,0.79575646,0.26642212,0.11666805,0.4074317,1.4693854,-1.7871732,3.518815,-1.2925589,-0.9643223,-0.1544427
1.0739095,0.8717401,0.885563,0.34586665,0.60650754,0.59374243,0.2396878,-0.43208128,0.18265447,-2.1145756,3.0142002,-0.23126638,-1.0518844,-0.58589
-0.2643136,-0.46077728,0.5762278,1.2777836,0.6809708,-0.43823215,0.8295735,0.23978579,1.7613912,-1.784979,2.8450344,-0.32996377,-0.8574244,0.13463385
-0.053725023,-0.8706638,0.083291925,0.89741415,1.1550273,-1.4924688,0.8263205,0.3922624,1.2574826,-1.4493109,3.0983305,-0.0631197,-1.8064723,0.5595915
0.4762067,0.3686744,0.028129678,0.8417847,1.104531,-0.7213867,0.29398596,-0.5087958,0.66329736,-2.2074754,2.893643,0.6523847,-1.584697,0.7498139
0.5449837,-0.1993907,0.26764375,3.030168,0.043148037,-0.63102394,-0.086052686,-0.54818076,0.8269806,-0.80681705,0.7690246,1.000917,-1.0553439,0.8098295
-1.8340361,2.0727808,0.69163585,1.2496893,1.201018,-1.090024,0.22296546,-0.3886524,1.2433699,-1.5315855,0.07654124,0.7672906,3.0650454,0.01777629
-0.22439648,1.2574769,0.34472346,0.6598002,0.8853551,-0.37132433,0.03793751,-0.15480958,0.5637606,-1.7512689,0.36102885,0.636357,2.0550587,-0.2933103
-0.22241038,1.2820953,0.44899338,0.7802561,1.0468556,-0.36826643,0.04748021,-0.14480707,0.59344065,-1.8423067,0.44301072,0.4446366,2.2181458,-0.22897767
2.0816917,0.17760105,-0.8824994,1.588066,1.1855184,-1.0310501,0.06767612,2.0512865,0.09953333,-0.41466236,0.123106875,1.2215514,0.41454563,0.5665942
0.1079261,-0.887259,0.5507209,1.3235013,-0.20271625,0.010956787,0.56077206,0.41185644,1.1149287,-1.4636903,1.4095548,0.45997715,0.31830773,-0.4600102
0.91276747,0.22666991,-0.28381023,1.6434695,0.61837095,-0.5245347,0.48693052,0.017604567,0.25052562,-0.40672085,0.7576473,0.60495657,0.21118708,0.07897869
0.04301742,-0.1665634,0.20050415,1.8351055,0.43748334,-1.0111805,1.067305,-0.16876186,-0.4913662,-0.30633286,0.46684211,0.42393056,-0.15401281,0.01742773
0.19969678,0.2815107,0.57151634,1.7752656,-0.7047656,-0.65610605,1.8726252,0.90361476,1.9332244,-2.0321414,0.67010695,0.34150642,-0.7580914,-0.53886837
0.043568563,0.079736814,0.5502664,2.7529385,0.046317067,-1.5649778,1.6717573,-0.42549,-0.29078048,-0.20918287,0.5680387,0.6788659,-0.005207192,-0.08184974
-0.06892794,-0.51264614,0.7313382,2.0683856,0.7518805,-0.64426166,1.3911544,-0.4043742,1.1709478,-0.89514965,1.8924453,0.16044642,-2.2101703,-1.9210722
-0.4486716,0.45461318,-0.08221902,0.5095724,0.43560955,-1.4014922,1.3949717,0.056048773,-1.0852058,-1.3487505,-0.6052772,-0.50127715,-0.83620226,0.5802799
0.26534978,0.5330601,-0.578931,0.6262091,0.28250864,-0.12490795,0.18447423,0.19883557,0.3031341,-2.9020119,0.51595545,-0.7423512,-0.64544356,1.678419
0.00376367,0.53542966,-0.6803277,0.95331067,0.11298993,0.04741484,0.25425977,0.3474553,0.17843352,-2.6992633,0.7031831,-0.836253,-0.79457045,1.7539549
0.31329244,0.7459679,-0.1156248,0.78969616,-0.35593033,-0.011792298,0.31127468,0.30972573,-0.15059787,-2.302034,0.22286597,-0.5374393,0.23652482,1.2467535
0.24863504,0.78946316,-0.26938686,0.62355894,-0.15750168,0.11038703,0.491438,0.33043203,0.022530615,-2.3025358,0.15957434,-0.628434,0.299545,1.3553665
0.8561453,0.21803476,0.2879307,0.53096545,0.69559807,0.25098062,0.3499064,0.8912124,0.09941823,-0.88014734,0.42036998,0.5281631,0.7029689,0.25920534
0.9155505,-0.8165675,0.47096372,0.35870677,0.598016,-0.748081,-0.24210548,-0.5970383,-0.43982425,-0.83988357,0.2105485,0.5999725,1.6997707,0.71402043
0.6350266,-1.0669715,0.091148995,2.0265014,0.8807756,-0.9298125,-0.677417,1.1123631,-0.710232,-0.65961903,-0.40218255,0.8670636,2.1117613,0.2947365
-0.15955967,0.5854764,-0.41448405,1.1524792,0.9271417,0.67744696,1.3349234,0.13933018,-1.6498121,-0.7231779,1.3242517,0.39548126,-0.3567808,1.8412073
0.17787264,-0.78721195,0.56264365,1.3894954,-0.3682893,0.059802454,0.66638696,0.3751804,1.0507731,-1.4558386,1.3129305,0.35025242,0.4047589,-0.5068664
0.45126468,-0.44963956,-0.27611127,2.2093859,-0.6502791,-1.5052158,1.2547264,-0.30317882,0.9002502,-1.0325273,0.96854675,0.46137074,-1.0069258,-0.35973227
0.97362155,-0.7099222,0.64885575,0.67069596,-1.0231587,-0.65115726,1.3456259,0.6119355,0.44653535,-1.3065269,1.3342569,1.1283119,0.4369528,-0.5565714
0.2397427,1.2009741,0.73986965,1.1757107,0.71100056,0.84685117,3.3378384,0.3300906,-0.52807903,-0.9790569,-0.34034884,-0.32867557,0.6529128,-0.48845005
0.3470334,0.89841694,0.2709593,1.1991495,0.5752564,0.6512281,3.5063257,0.40926754,-0.4004523,-0.96084625,-0.07332524,-0.36761624,0.5618178,-0.48479167
0.20280741,0.8188837,0.7949682,0.9008543,0.3359111,0.30724743,1.7940527,-0.1040843,-0.6416535,-1.6951138,-0.43320215,1.0871501,0.008010518,-0.42519143
0.12151458,-0.11605773,1.6371679,1.5994439,0.22756867,0.22296081,1.467977,-1.2242839,0.6215145,-1.5814608,0.5107918,1.2284176,0.08115613,-1.298272
-0.27918372,0.4869899,0.46342406,1.1393523,0.32774922,0.3607639,2.365925,0.0027857653,-1.4492712,-2.0336478,-0.22075546,0.82860494,0.045119755,-0.92777634
-0.35091805,-0.61505824,1.4927044,1.8676888,0.2702371,0.68703663,2.295929,-1.132411,-0.18842691,-1.6822442,0.82592446,0.80193764,0.20434971,-1.1781644
0.55127776,0.43982866,0.28132612,1.3685544,-0.016399475,0.6316741,2.268506,0.27864504,-1.5457135,-1.6688793,-0.57937825,0.8821958,0.38152158,-0.58385587
-0.16237333,-0.7416843,1.2384894,1.6876588,0.39819825,0.7127286,1.3223503,-0.67563355,-0.04789125,-1.0769907,0.84339005,0.36095896,0.1840904,-1.0331737
0.9221732,2.2033706,0.28257778,1.9248053,-0.42569053,0.053835727,2.5076525,0.100950524,-1.1635265,-1.0552732,-0.55893743,-0.6202815,0.81066066,-0.37951314
0.61833215,0.83932745,1.0514693,2.7956245,-0.47086042,-0.24927856,1.4760277,-0.91116357,0.5577702,-0.75760984,0.7618246,-0.08107365,0.9516848,-1.2374511
1.1058052,1.3878514,0.26335356,0.69546574,0.9417924,-0.10393559,1.6868669,-0.7496138,-0.72005135,-0.99220824,0.45125523,0.72988915,-0.095462814,-1.1480168
0.71719646,1.239408,0.6541303,0.77674633,0.6008603,-0.1468211,1.3828481,-0.40961537,-0.7632735,-1.4874412,-0.08987365,1.1709217,-0.27461627,-0.91696566
1.3117468,-0.14118156,-0.1962781,2.4322321,0.54085845,1.63389,1.9054617,0.32965043,0.32088163,-0.3582895,0.63817024,1.4431747,2.3190467,0.49879575
0.43283537,0.9805346,0.033297967,0.53773457,0.088309094,-0.03295431,1.4852346,0.3909069,-0.78481424,-1.2891598,-0.35833284,-0.12872949,-0.23728748,0.32742172
0.7095705,0.9299508,0.19879693,0.7649332,0.17918916,0.119984046,1.9586984,0.10401318,-0.49905062,-1.4266986,-0.30130482,0.13196729,-0.07087447,0.40361017
0.55709213,0.8363526,0.058666147,0.59172744,0.27158853,0.1331066,1.5774533,0.37568372,-0.6694916,-1.4150153,-0.26867503,0.07823443,-0.16098656,0.40308353
0.6382827,1.1208549,-0.06536319,0.8064936,0.12042901,0.009505977,2.1149344,0.14322835,-0.69148606,-1.5335737,-0.37020507,-0.029738616,-0.10309241,0.25728506
0.6055342,0.87417275,0.085396275,0.55566955,0.18883243,-0.05197525,1.7135155,0.26195726,-0.7552224,-1.3285003,-0.24254423,0.08706334,-0.015255446,0.40223053
0.6657902,1.3405598,-0.03807307,0.6237781,0.013323608,-0.053343765,1.8191806,0.1484515,-0.76394445,-1.5266588,-0.15943758,-0.37243274,-0.16620432,0.31187212
0.6844707,1.2452173,0.002541849,0.7348115,0.16657038,-0.21035512,1.8145734,-0.053303268,-0.630566,-1.4517435,-0.07520103,-0.3465264,-0.25666648,0.20782635
0.5065804,1.2755755,0.10174752,0.70438343,0.37005955,-0.09318303,1.6519648,0.16372897,-0.86527264,-1.3746717,-0.13557923,0.007824803,-0.36095262,0.17555661
1.2138255,0.7319444,-0.64039886,0.6870257,1.1348087,-0.6773134,1.8532301,1.2200701,-0.11765561,-0.22785926,-0.3159515,1.3319069,0.91162765,1.0980006
1.0461608,1.0840726,-1.117542,0.71567583,1.1198547,-0.94662744,2.0622,0.76008433,-0.05300459,-0.15311588,-0.49432328,1.4885306,0.89915526,0.8081583
0.79526496,1.0252516,-0.5984968,0.16521923,2.3119428,-1.3148472,0.26970196,-1.0758718,-0.91602117,-1.8236052,1.3347334,0.021932555,-2.8454387,0.9265011
0.57561034,-0.17883967,-0.16996145,1.0917914,0.37575263,-0.35632056,0.5399804,1.0954449,-0.2038492,-0.16131596,0.121268556,0.50788623,0.21639593,0.21485831
0.7231078,-0.2173508,0.30836093,1.1540873,0.7758514,0.01612819,1.3471843,0.16812323,-0.3455281,-0.97069144,0.13655992,1.0549009,-0.080415934,0.119481966
0.0059254747,-0.14387143,-0.14923277,0.6721398,1.1889999,-0.41097006,0.941302,0.58067447,-0.009103152,-0.60526043,-0.008630393,1.1285348,0.45537293,-0.36588868
0.12977122,-1.2190248,-0.78340477,0.8433914,0.1662369,-0.27181378,0.30983147,0.61004096,-1.1841185,-0.5399733,0.2137637,0.80414385,-0.4352982,0.34887385
0.29167256,-1.0894786,-0.40385807,0.92116874,-0.026398065,-0.08154779,0.6074168,-0.16812457,-1.0433635,-1.7648878,0.46429563,0.90171987,-1.1518649,0.48246443
-0.11894947,0.29757643,0.24808316,1.0919021,1.0248477,-0.45142347,0.09836557,-0.6789622,-0.26983047,-0.1554448,1.2712526,1.102052,0.9157786,0.3387063
-1.4357901,-0.41597974,-0.8153806,0.48952165,3.0547054,1.4499658,-0.25478867,-3.0629158,2.9259017,-2.6236854,3.7868688,2.9050586,2.1628795,1.8919903
-0.7792815,-0.017572407,2.1825185,-0.5254167,2.9519978,-1.0185297,0.3570414,-1.7602679,-0.7665765,-2.6434724,-0.22657982,1.8433686,0.27903008,1.8356922
-0.3021365,-0.06835163,-0.13734068,1.2802334,1.281653,-0.23284669,-0.25772265,0.22667074,-0.42313594,-0.27191395,1.4248358,1.3580079,2.230054,0.9331394
-0.24763994,0.10551186,1.0974258,-0.074225135,2.6418726,-1.7833452,-0.7134109,-0.8212447,-1.4487528,-1.4641219,0.83144903,1.8370147,1.8921874,1.4059676
-0.29070118,-0.9828079,0.70215243,1.2242198,-0.18101753,0.5162776,2.7658162,0.5512819,-0.217317,-1.5420105,2.5026553,0.7184675,0.35673097,-1.3380525
-0.22809985,-1.1448846,0.54176533,1.087937,-0.117286645,0.40314794,2.6579537,0.21010049,-0.17884807,-1.6052312,2.6298528,0.9913845,0.03427817,-1.2212193
-0.5976353,-1.5288126,0.2782747,0.49143362,0.16202174,-0.533299,3.0347142,0.9036152,-0.4145763,-1.502585,2.7883124,0.77618194,-0.18421148,-0.5880336
-0.54576457,-1.6714365,0.44011173,0.5257138,0.32832003,-0.6555541,2.86504,0.53641635,-0.48511344,-1.4834272,2.7204406,0.8498833,-0.5514632,-0.5956623
0.8817075,-1.5061159,-0.12811905,0.6081011,0.34616345,-0.18337092,2.4547172,0.16777,-0.24066232,-1.4881822,2.4186594,1.4069873,-0.9138831,-1.0136529
0.67508745,-1.5247173,-0.16013198,0.3041976,0.5206293,-0.13054529,2.4289107,0.0121933,-0.1588651,-1.662671,2.3580384,1.5463268,-1.2807127,-0.8267395
0.4635429,-0.08928133,0.08213115,2.3209424,-0.3884497,0.061532643,0.40138316,0.633397,0.89702016,-1.1717367,1.1072396,-0.3176121,0.64163595,-0.04434446
0.46924698,0.08400787,0.21531852,2.0460856,-0.1850516,0.022112632,0.24050306,0.70296645,0.6076779,-1.0113661,0.5911626,-0.12728503,0.48219153,-0.17255712
0.6536496,0.26643065,0.21489295,1.8422214,-0.22007588,0.37935272,0.4149887,0.6506538,0.6928009,-1.2634403,0.7721238,-0.22119121,0.72366124,-0.16538034
0.3012678,-0.71511847,-0.17830202,1.6260817,-0.081122294,-0.37773365,0.5491724,1.1598063,0.84665745,-1.083018,1.2270491,-0.2540355,-0.13835147,0.826361
0.00565401,-0.42728737,-0.19051737,1.3807312,0.06074233,-0.87464195,0.46544632,1.1989803,0.67363125,-0.9748871,1.0468501,-0.45902264,0.02192443,0.8367732
0.2022645,-0.32438916,0.11750113,1.4870963,0.13909727,-0.6337118,0.49534133,1.1777924,0.5933615,-1.0430404,1.0072362,-0.22968078,-0.07291947,0.64672476
1.2948132,-0.53378665,-1.020338,1.8817134,0.08683963,-0.13283664,0.30094907,0.2486511,0.87530434,-1.0347728,1.1370054,0.3736452,-0.87957376,0.42249084
1.1095269,-0.64772046,-0.7047815,1.8375967,-0.04722655,0.09079428,0.3336705,0.27009374,0.8580463,-1.1891892,0.90315217,0.1661563,-0.50559247,0.33462974
1.4297292,-0.18520936,-0.9408989,1.4916378,0.10290691,0.04506831,0.37080845,0.21752143,0.72412205,-1.1236265,0.74646056,0.37927634,-0.7550719,0.20718834
1.3518423,-0.28206655,-0.7109599,1.5072392,0.23497218,0.11648642,0.076619685,0.37608546,0.54818314,-1.261675,0.7002935,0.51607686,-0.9175602,0.27794382
0.011429029,0.4558688,0.633436,-0.55330276,1.34216,-0.59228903,0.645756,-0.091639474,0.31392035,-2.7879527,-0.58815956,0.283902,0.023956342,1.9376814
0.8784226,0.9760662,-0.97145206,0.08163642,1.010901,-0.008766857,0.30128375,-0.33650437,-1.1447542,-0.88692737,1.0700302,-0.7707551,0.7407466,1.3571209
1.3212603,0.60047257,-1.2503885,1.6900102,2.268554,-0.42997292,-0.017766548,0.23909627,1.2389685,-0.46365467,1.1074378,1.0838978,-0.23989414,1.8308549
1.8329592,0.36958212,-0.8830204,1.6589434,1.1255362,-0.40654585,0.27798936,1.1794147,0.28396797,-0.3108258,0.4330899,0.9041068,0.31430268,0.8381996
1.6735874,1.2674127,-0.41180536,2.0178242,1.4808567,0.7887532,0.2044112,0.9465127,0.14318806,-0.556907,0.618778,1.3102531,0.25285327,0.8248631
1.5818213,1.2433614,0.10510124,1.5036062,0.32426348,1.0601263,0.96741927,1.9590027,1.8920312,-1.0304624,1.0506797,0.09054715,0.56680584,1.1815721
0.9739021,0.43093175,-0.19796126,0.72935086,0.82851124,-0.52055484,1.290083,2.7106206,1.4673038,-0.7373816,1.4945588,0.23701777,-0.50284487,2.32046
2.3017476,0.31574827,-1.0486686,0.8151286,1.0483019,0.23957509,0.71285933,1.4134218,1.0599835,-0.93245995,1.2143589,1.3137666,-1.6084654,1.5181007
0.7633421,1.103537,-0.6051389,2.3224542,0.8006473,0.4952846,0.5196723,-0.35629004,0.7130002,-0.85346425,1.4973286,0.91777235,1.1345617,-0.51381224
3.7522771,0.49594566,-1.7517915,0.48651356,2.275394,-1.8210819,1.041502,1.3722944,2.4272525,1.0676175,-0.5641685,1.5491842,1.1356828,0.13148217
0.42488074,0.77226764,0.0075322166,1.1473125,1.0696965,-0.055751245,0.7791737,0.70447296,0.39334303,-0.9630035,-0.37281173,-0.21708646,0.45898807,1.11249
0.32029128,0.8193282,0.27637872,1.6194793,1.1709191,-0.021147339,1.0340545,0.8353565,0.4783388,-0.78113145,-0.4878725,0.11989549,0.7129917,1.6754129
1.1395937,0.7221663,0.3758203,-0.21434586,1.3042649,0.10687818,1.0926875,0.21271925,-0.10564427,-0.94674635,-0.33133888,-0.39554203,0.17278656,1.3647133
0.74686617,-0.19743437,0.031008728,0.7226244,1.0316831,0.2298157,-0.29831073,1.1279565,-0.4351905,-0.6716034,0.74167204,0.16067477,-0.017805118,0.5299059
1.0523847,-0.4486924,1.0168104,2.2399359,-1.4942253,1.2906297,0.82231283,1.2067438,-0.5706954,-1.3877147,0.78203684,0.2541277,0.031727787,1.0234888
0.76798785,-0.8284965,0.8355163,1.6280658,-1.1931252,0.2268851,1.0999761,1.7880138,-0.6574778,-1.22429,0.9446245,0.21820138,-0.6905629,1.803671
0.9557056,0.08552305,0.64431036,2.9386423,-0.83002204,-0.5502621,0.5845944,0.392704,-0.804655,-0.857927,1.3120353,0.6052057,-0.8130384,2.1038132
0.31040218,0.13212998,-0.15566672,0.79793245,0.21802804,-0.33357486,0.3541367,0.07378441,0.042407826,0.031340014,0.5020341,0.30513775,0.23402983,-0.15921432
0.28955477,0.415756,-0.14898144,0.8771842,0.3519659,-0.54843223,0.38912117,-0.058819965,0.0741554,0.20194437,0.60178125,0.47953048,0.41784418,-0.23278049
0.55851823,0.5534922,1.371625,0.38200608,0.5908782,-0.41692346,0.49024174,0.9430885,0.4101465,-1.5086884,0.7881787,-1.1081153,0.6282593,-0.38305572
1.0278767,0.8362401,1.2253066,0.5182725,0.69312406,-0.26851994,0.38006762,0.5056305,0.1871168,-1.4428196,0.5207161,-0.84951496,0.804113,-0.9741153
0.38384292,0.7302166,1.2987565,0.3214518,0.4538421,-0.41532353,0.74776304,0.6097652,0.10318614,-1.5382229,1.1305496,-1.1009228,0.79420376,-0.598119
1.1698133,0.34833974,1.2801912,0.29170954,0.4640149,-0.1858591,0.397653,0.68427444,-0.03464639,-1.590978,0.7521225,-0.9821184,0.802526,-0.5166164
1.0889827,0.65555036,1.082451,0.21211001,0.48314878,-0.2997099,0.5609062,0.8337411,0.55073535,-1.7139108,0.73023546,-0.7037014,0.5412451,-0.47526014
0.98941225,0.46287853,1.3274865,0.5419521,0.6756786,-0.0867595,0.4552397,0.96592003,0.049283918,-1.4388942,0.69130427,-0.8457921,0.7843306,-0.5253796
0.0018661954,0.50718045,1.5677274,0.57439417,1.146914,0.2731541,0.772869,0.5631151,0.029846365,-1.8975465,0.8123998,-1.6458831,0.66664386,-1.3213813
0.58776027,0.6794253,1.5508052,0.24652955,0.7253312,-0.4258557,0.69086546,0.35731834,0.18668385,-1.5673264,1.1717649,-0.82890916,1.0495151,-0.6404625
0.85319865,0.28558844,1.5962335,0.543713,0.8472946,0.24736115,0.20649602,0.6170057,0.30002868,-1.8953766,0.6846815,-1.5614998,0.9858867,0.042070854
1.1067284,0.6990305,1.5460887,0.4567764,0.74092305,-0.2257453,0.3830089,0.7970112,0.2574086,-1.5609388,0.622824,-0.78125954,0.5668621,-0.6837059
0.86814064,0.76776457,1.2987648,0.20618856,0.8762052,-0.16594267,0.65401345,0.7146933,0.2443352,-1.4377329,1.0311855,-0.7133328,0.66061306,-0.8659834
1.716906,0.36864707,1.0894561,1.1829859,0.09165363,-0.040638223,0.13380888,0.46860906,-0.024018656,-1.8454231,0.769135,-1.6292778,0.7661325,-1.1741786
0.83989555,0.8727935,1.4327307,0.3024873,0.4359791,-0.47063595,0.6999941,0.38878444,0.3524034,-1.5790339,0.6625607,-0.9003858,0.59555465,-0.3736021
0.5523357,-0.01907402,1.0934922,-0.5522829,1.0847504,-1.6564043,0.90611637,1.3000631,0.2012548,-1.4501737,1.0730407,-0.76647156,0.03288572,0.22657728
1.0200772,0.16560593,1.1886218,-0.506347,0.96781784,-1.6553395,0.8330238,1.2597389,0.19239043,-1.3782187,1.1279137,-0.46766338,0.029866492,-0.16508323
0.3712408,-0.007874259,1.2006404,-0.49351227,1.2230539,-1.4419705,0.92207396,1.186784,-0.30792904,-1.3473091,1.370738,-0.71550417,-0.12680078,0.15567125
0.635754,-0.32022184,0.9981741,-0.45957738,0.8595241,-1.407697,0.83254486,1.4442731,-0.1396367,-1.2482592,1.158842,-0.6510392,-0.06364931,-0.21575285
0.9005165,0.063795306,0.8827194,-0.5126282,1.0117946,-1.3567972,0.6495368,1.3962547,0.18809947,-1.5733979,0.918408,-0.597666,-0.46629336,0.1460343
0.83237165,-0.047863897,1.0012349,-0.4265205,1.0427264,-1.3186582,0.64316344,1.4765365,-0.13781868,-1.234682,1.2426134,-0.45332357,-0.062244825,0.03651206
-0.5345488,-0.46546963,1.4721187,-0.33854523,1.9273156,-0.6125051,0.9694333,0.9915994,0.020007541,-1.6575886,0.98372513,-1.4048848,-0.11414937,-0.5507978
0.5176461,-0.25816903,1.3355113,-0.50751626,1.2598944,-1.3088024,0.7383147,1.0097718,0.12355964,-1.2230573,1.6270274,-0.30862212,0.31529003,-0.16349702
0.8236074,-0.34860292,1.4313939,-0.2029315,1.4587322,-0.7532273,0.3988408,1.096503,0.14539449,-1.6013036,1.1911969,-1.2649974,0.19193566,0.4972201
0.7763526,-0.07037244,1.1901133,-0.29242384,1.1515031,-1.6643803,0.6834182,1.296333,0.36235923,-1.2815616,1.1919745,-0.41321245,-0.056203056,-0.024029115
0.7506968,0.08949173,1.1728029,-0.43759137,1.1793338,-1.1489251,0.7929664,1.2222501,0.17370854,-1.1874936,1.2147206,-0.57278454,0.1422992,-0.17515147
1.2183944,-0.33837774,1.1647792,0.6509767,0.42081836,-0.46931368,0.050608803,1.4684626,0.28511658,-1.9691837,1.1568897,-1.4536511,0.16085616,-0.47332537
0.79722047,0.1766207,1.2509875,-0.719967,1.1585282,-1.4360505,0.92253524,0.6918428,0.2936818,-1.5815617,1.12024,-0.39289126,-0.26191097,0.06459181
1.2652481,0.9450312,0.72556126,-0.28001943,0.2421894,-1.4298999,1.2343997,0.83129925,-0.4298646,-1.2024876,0.6283665,0.021513589,0.7832805,-0.24950677
1.6143672,1.4596316,0.9317735,-0.20097744,0.56545347,-1.3240746,0.96917945,0.64257944,-0.70455104,-0.9515285,0.6289097,0.34457415,0.7502342,-0.8977368
0.97009176,1.2594459,0.71219957,-0.35643163,0.1322498,-1.0504483,1.4851373,0.5385945,-0.8714058,-1.231566,0.84090465,-0.1601658,0.7280053,-0.28164732
1.5382049,0.67853636,0.8648398,-0.297779,0.24024837,-1.0963458,0.92824453,0.9903947,-0.81927377,-1.1751778,0.7127271,-0.041731495,0.60646653,-0.34758294
1.5031058,1.1275803,0.6668156,-0.2114952,0.12079923,-1.0969846,1.1517591,0.74815685,-0.4541546,-1.3404306,0.28888783,0.1003215,0.41918725,-0.64924705
1.5333569,0.79207975,0.85161805,-0.35494837,0.36786234,-0.81691396,1.1014496,1.1405212,-0.67777294,-1.133182,0.6834015,0.09625005,0.4963291,-0.21285838
0.6129321,1.1003932,1.472024,-0.17710172,0.85452944,-0.3112693,1.43735,0.43985558,-1.0724022,-1.5848216,0.10151287,-0.3721649,0.7487102,-1.203436
1.3321404,0.8733104,1.0175451,-0.3529052,0.40102494,-0.98807013,1.25427,0.7121458,-0.7873652,-0.98652613,0.7542403,0.28437102,0.9000641,-0.27083844
1.321728,0.9107993,1.1073145,-0.06451489,0.3977008,-0.27046284,0.8413706,0.95027477,-0.5108628,-1.5972579,0.28702113,-0.75630504,0.7347551,0.48221898
1.5499233,1.0460777,1.0250512,-0.15900372,0.28146064,-1.2460259,1.2006063,0.7279959,-0.6408854,-1.1448438,0.6233611,0.31129178,0.5989288,-0.62149364
1.3788173,1.3170252,0.8683259,-0.1496574,0.32238105,-0.84068656,1.111715,0.7153893,-0.61070096,-1.0214509,0.7899386,0.084992275,0.8790104,-0.6528432
2.1658664,1.1977243,0.8992486,0.85932773,-0.3947286,0.0523408,0.67723525,0.89998925,-0.67527026,-1.5159632,0.51498044,-0.75772953,0.95557606,-1.0235912
1.1930832,1.3032436,1.0210834,-0.26509124,0.40572116,-1.1667486,1.0949525,0.48014554,-0.39390448,-1.3376434,0.39794952,0.44430327,0.62892467,-0.5408406
0.89188176,0.21313281,0.2308064,0.58367616,0.81776375,0.3619473,0.44986266,0.7829971,0.13850331,-0.9272741,0.42054975,0.6235455,0.6970606,0.31783202
0.9085385,-0.82659864,0.41998395,0.37866965,0.5747152,-0.6819543,-0.14679334,-0.4763631,-0.44276047,-0.8086523,0.33057898,0.5519532,1.6578767,0.6620009
0.1010593,-0.05794431,1.5653,1.7474935,1.2534648,-2.2271767,-0.7580018,-0.45012516,-1.2018243,-1.1970434,0.04251968,-0.06016358,2.1592565,0.43192652
0.41617417,0.013330727,-0.5104952,1.6678269,0.69066536,-0.08210131,0.065568395,0.8922726,-0.07242013,-1.4133633,-0.48026127,0.66733414,0.2506418,1.1052666
0.38753515,0.1205816,-0.36097592,1.638081,0.46571055,-0.26503077,-0.28321993,0.73607624,-0.19638655,-1.6060165,-0.8299812,0.8633338,0.32758528,0.9595351
0.22011834,0.055121627,-0.14997907,1.4974254,0.45530415,-0.38527414,-0.33969003,0.5361324,-0.08815931,-1.4698017,-0.7218187,0.79349685,0.050768025,0.89482075
0.4386548,-0.164287,-0.3990932,1.5708659,0.38366547,-0.3676972,-0.12222706,0.9559903,-0.22974235,-1.6700764,-0.5437035,0.7262024,0.30297527,0.96666366
0.29964316,-0.11247416,-0.14445135,1.5718806,0.31980756,-0.16326164,-0.24447902,0.86230063,-0.11505324,-1.5189886,-0.82483596,0.9001196,0.26063722,0.8575187
0.34090915,0.13745151,-0.15338944,1.9952505,0.43356758,-0.09316128,-0.21805236,0.75301784,0.014018018,-1.3714974,-0.4334002,0.8078619,0.07074533,1.0782285
0.984137,0.0037375048,-0.6234693,1.6493117,0.2564468,-0.89303076,-0.06791817,0.5283946,0.426977,-1.4295464,-0.46351078,0.8604371,0.27533424,0.8679642
1.0816114,0.19925226,-0.4000878,1.6264732,0.049990807,-0.9752427,-0.10597678,0.18059327,0.44817585,-1.323003,-0.32671258,1.1080092,0.16594343,0.9194238
0.92182434,0.24173975,-0.28394756,1.6129363,0.38465628,-1.0489591,-0.21697368,0.2234641,0.6718614,-1.2825075,-0.47269052,0.9876914,0.3316014,0.7364525
1.0969254,0.054443922,-0.49160287,1.4231718,0.3601971,-0.8325096,-0.104968145,0.46637422,0.47450316,-1.4659786,-0.43102297,0.80941486,0.3040768,0.99448603
0.9861683,0.04955194,-0.33953217,1.6481001,0.060606677,-0.90347916,-0.05734769,0.47497323,0.36527887,-1.4121672,-0.5140257,0.9658249,0.2959478,0.8907308
0.9192989,0.21393608,-0.43855247,1.5776706,0.34140134,-0.78736067,-0.06883754,0.5669305,0.46775892,-1.4564987,-0.5832359,0.7558802,0.08285385,0.989645
-0.71426094,-0.00789018,1.3354021,1.950945,1.3840779,0.25639677,-0.30520043,1.148508,-1.1322597,-1.5893995,-0.13561729,0.86643726,0.64459896,-0.5640247
