algorithm,params,calinski,siluetas
k-means,2,55.99767813103008,0.09219142
k-means,3,50.77712508934297,0.091046154
k-means,4,49.63752168888964,0.10298332
k-means,5,46.04088313090834,0.10274562
k-means,6,42.59457533178953,0.1015374
k-means,7,41.74053049852034,0.11472674
k-means,8,39.83384893326249,0.116907574
k-means,9,38.742791400842826,0.11979322
k-means,10,36.84564287101545,0.12111607
k-means,11,35.93931501310683,0.12641688
k-means,12,34.998744445951814,0.13150544
k-means,13,33.04183858644001,0.13037835
k-means,14,33.63152509686271,0.13526084
k-means,15,32.24618458216849,0.13223185
k-means,16,32.00261563143836,0.13696963
k-means,17,32.13401783150886,0.14567342
k-means,18,31.100271151442538,0.14504537
k-means,19,29.990304536541313,0.13851085
k-means,20,29.99988132786166,0.15097745
k-means,21,29.146049696483555,0.1442408
k-means,22,28.93256531226388,0.1505159
k-means,23,28.418034701209237,0.15814978
k-means,24,28.51509808033079,0.15797672
k-means,25,27.503316687799227,0.15381634
k-means,26,27.164832046577715,0.14932553
k-means,27,26.720241256685664,0.16711076
k-means,28,26.880178576377634,0.16893676
k-means,29,26.866283510857784,0.1673543
Birch,2,34.378807516933456,0.07326857
Birch,3,30.799155634614255,0.0611254
Birch,4,30.67802821221555,0.047106378
Birch,5,30.95249821166156,0.05835261
Birch,6,30.77099471013561,0.06036884
Birch,7,30.984532851492688,0.057662237
Birch,8,30.70627040019009,0.07082902
Birch,9,30.423395706943957,0.074207224
Birch,10,30.41967496785614,0.085635535
Birch,11,30.403383476698373,0.096815154
Birch,12,30.060456203270483,0.105677925
Birch,13,29.653880053857726,0.10439899
Birch,14,29.239040707169018,0.106547214
Birch,15,28.9407278482741,0.11437915
Birch,16,28.799308637620225,0.116332196
Birch,17,28.45171568962401,0.12274995
Birch,18,28.199499096222624,0.1289365
Birch,19,27.925372072812802,0.13018176
Birch,20,27.702753483693634,0.12906156
Birch,21,27.39346118566846,0.1288898
Birch,22,27.096702785202286,0.13285385
Birch,23,26.921310743881847,0.13874654
Birch,24,26.697978211297556,0.14497297
Birch,25,26.51808353454137,0.14885534
