p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10
0.25161624,1.1896673,0.546348,1.5993304,0.10162586,1.2416786,-0.4127308,-1.3350116,-0.11433457,-0.79217196,0.8898425
1.2361827,1.4456297,0.47471175,1.0313737,-0.024484398,0.22383666,-0.21345499,-0.9887076,-1.3629051,-1.0046936,0.4628902
-0.57492167,1.8996788,0.13101201,2.2560241,1.0564446,-0.49032694,0.6745619,-2.0925305,0.04090832,-0.49215624,-0.018248092
0.28044745,2.090124,0.30834576,0.96072006,0.69686544,1.1294017,-0.81042105,-1.2174731,-0.62557375,0.13255219,1.6680797
-0.22126889,0.25685066,-0.62962794,1.3084478,-1.131558,1.2614574,-1.008644,0.30497968,-1.4646931,-0.58884865,1.1545289
-0.84558475,-0.07749103,-0.118629985,1.3884081,-1.0458963,1.4253454,-0.90639657,0.38899884,-1.554201,-0.4432868,-0.04591793
-0.23640637,-0.29321367,-0.67936224,1.6298703,-0.42270982,0.7514113,-1.088839,0.20447539,-1.536292,-0.60057765,0.20838343
-0.6491358,0.20490162,-0.8151478,1.3889934,-0.7032026,1.366423,-1.0399511,0.05661733,-1.2466675,-0.6770756,-0.029774211
-0.8953464,0.3823005,-1.2356681,2.2770674,-1.0601416,0.8404529,-1.3926578,0.76296324,-1.7383695,-0.08421632,0.43355715
-0.16031694,0.5001595,-1.6022482,1.8946042,-0.7035352,0.39502072,-0.83891916,0.4754483,-1.2379873,-0.67077214,1.4482245
0.14191894,0.44078603,-1.857545,1.6560371,-0.59209925,0.79350626,-0.74970853,0.76257396,-1.3869665,-0.48952335,1.8673552
-0.25066665,0.4159505,-1.5802454,1.5219038,-0.6210018,0.56604457,-0.76598203,0.53918296,-1.1337423,-0.68930995,1.787612
-0.022551954,0.4109859,-1.3224336,1.7191447,-0.58099663,0.79297435,-0.63179314,0.18655188,-1.1199731,-0.9582196,1.3911602
-0.12417959,0.5559232,-1.6584208,1.8582147,-0.6695167,0.48108456,-1.0167637,0.7792235,-1.2021728,-0.5887735,1.6477524
-0.11615327,0.72315043,-1.6851424,1.7415006,-0.84248406,0.8206688,-0.6972792,0.4306155,-1.0290712,-0.63121396,1.7367778
0.1416311,1.7695863,-1.1660541,1.5287387,-1.3468504,1.3213676,-0.9187039,0.1906103,-1.2512549,-0.7360844,0.807975
0.10725375,0.5406258,-1.6385462,1.9767087,-0.86010885,0.6108079,-0.5828556,0.8451779,-1.1645331,-0.40225098,1.8090184
-0.10858855,0.5133991,-1.7740595,1.6539115,-0.65180296,0.85914403,-0.7383948,0.5950433,-1.201232,-0.41186658,1.6757557
0.049728163,0.68795,-1.5790478,1.6936793,-0.6914339,0.8300751,-0.9046056,0.742815,-1.2775481,-0.82454133,1.5206615
-0.40119413,0.5420336,-1.4046943,2.456084,-1.1368179,0.889015,-1.3729199,0.5423684,-1.758663,-0.51733905,0.4608137
-0.16019267,-0.19462737,0.1251111,1.811103,-0.23387983,1.1305509,-1.3753549,0.62628293,-1.3178619,-0.94280535,-0.8889533
0.060924318,-0.11901161,0.080043525,1.9658105,-0.20951067,0.69162536,-1.4920316,0.8061656,-1.4194391,-0.8773518,-0.80157495
-0.802178,-0.171164,0.50435007,1.6432506,-0.8011299,1.1708584,-1.3977648,0.7652919,-1.4624757,-0.35403258,-0.50796837
0.33490434,1.1981912,-0.53331524,1.443505,-1.6924564,1.4607725,-1.19574,0.45718223,-1.6320686,-0.6657394,0.74524856
-4.0368767,1.584383,-0.044969622,0.17980826,4.6525664,-1.0459558,-1.1353287,-0.19883096,-2.0073302,-1.9184097,1.5663054
0.26474965,1.4409677,-1.564786,0.04705238,1.4850447,1.0194774,-1.320034,0.47374836,-3.560054,-0.056487232,0.700685
-1.1749816,1.0334826,-2.586905,0.56176716,-0.6859041,0.5667782,0.8528331,-0.6796722,-2.2102451,1.0419255,0.75856537
-0.43894723,2.1748297,-2.1554475,0.91469604,0.15492705,0.06942257,1.2872075,1.3527141,-3.276956,0.081324324,-1.4118844
-0.40131298,1.976032,-1.843963,0.88156706,-0.13878776,0.45517752,0.9522195,1.236022,-3.2239354,-0.037968192,-1.2139984
-0.4232208,1.9134727,-1.8271016,0.81291234,-0.09166451,0.13570982,0.8945448,1.0445932,-3.2296233,0.08292364,-1.23472
-2.626431,-0.23913723,0.24765292,1.4368968,1.593979,1.309196,0.24074188,-0.049796257,-0.07422188,0.6741552,1.5078264
-1.2989607,0.57634455,0.39739633,0.8902384,0.8459844,2.184836,0.13919297,-0.17022218,0.28004465,-0.3280099,1.3450053
-2.1758335,-0.59987944,-0.09838474,1.7966143,1.1600957,1.431859,0.7117985,-0.47441217,0.13265337,0.257014,1.1667467
-1.2858552,0.22474246,-0.07183781,1.3011469,0.7498892,1.9459612,0.46312812,-0.4716308,0.46101055,-0.4487696,0.9514464
-1.2538787,0.44206622,0.049069956,1.1154702,0.5114694,1.9696507,0.48012275,-0.4432294,0.60997254,-0.45244077,0.9529387
-2.3524005,1.2543956,1.265365,0.9590496,4.2157097,2.387612,-0.9529453,-0.8784403,-0.51787406,-0.018902784,-0.90480274
1.0365851,2.3517492,0.5095253,1.5124087,0.4141853,1.4211494,1.3465514,-0.18065375,-0.21724309,-0.9595956,-0.9312643
-0.09086829,3.282665,-0.4193413,0.037894093,0.055215225,0.02196724,0.83071643,1.4127549,-2.3900878,-1.8450608,-3.0660982
-0.07618149,3.5347533,-1.2953047,1.318978,3.263173,2.3116748,3.0797555,1.6992378,0.20490004,1.7604651,-0.9949317
-0.79545176,1.0359921,2.86944,1.6877207,0.95524275,1.3609827,-1.6209197,-0.769279,-0.21150686,-0.63576543,1.0534617
-0.8175485,0.8501142,2.9790056,1.7733468,0.99933267,1.4230596,-1.7975856,-0.5001752,-0.4524535,-0.82462656,1.1126131
0.64847845,2.0855494,1.365049,1.2937921,-0.5018656,0.40555272,-0.0148122,0.6097193,-0.56792873,-0.14309226,2.277145
0.59008324,2.0504503,1.4693902,1.2703207,-0.4478529,0.11765518,-0.13642386,0.82721996,-0.5621291,-0.18370125,2.2290134
0.055636458,2.1523614,1.4571884,1.1056257,-1.2061329,0.40502873,0.3033218,0.3025669,-0.6342276,-0.3770573,2.5400224
0.31915605,2.3439944,1.7658716,1.1387933,-1.0224152,0.10014805,0.023643149,0.46533108,-0.65152293,-0.42411774,2.5170422
-0.6769545,-0.1081229,-0.05281023,-0.3025159,1.9685528,0.8975418,1.5210278,-2.248598,-4.1526475,-1.3627024,0.289308
2.0872629,2.470035,0.88778126,1.70999,1.0168055,1.9730213,3.1006744,1.4155859,-1.2983825,1.2276402,-2.6769683
-1.3430408,2.1948915,-0.50355995,-0.27224585,1.1278076,-0.065450355,0.25563323,-1.7482965,-0.8229404,-1.6469015,0.93448055
-1.2953433,1.7836624,-0.4779098,0.7076477,0.7705678,-0.17235833,-0.23784785,-1.9281731,-1.4777558,-0.99359244,0.48480758
-1.5135139,1.782112,-0.40338835,0.8786347,0.39551407,-0.1198565,-0.25086018,-1.8085661,-1.2650331,-1.0231816,0.615128
-0.47163424,2.6554756,-0.75005454,0.209559,1.402575,0.6015131,-1.5838579,-1.3257157,-1.0073293,-1.7593688,1.1516843
-1.4527643,1.8241783,-0.1430197,0.9928005,0.6614459,0.0073918286,-0.312259,-1.8929305,-1.3558272,-0.9727562,0.46475565
-1.4637837,1.7100592,-0.3975467,0.7247037,0.5304893,-0.024649924,-0.24120563,-1.873762,-1.4779383,-1.0134598,0.7461545
-1.6099774,1.7591069,-0.4675329,0.7214183,0.58488274,0.048208483,-0.28718945,-1.8462625,-1.2421389,-0.98905736,0.64837706
-0.9431215,2.5497196,-0.23131794,0.63038725,0.3962021,2.7358909,-3.0212379,1.8534331,-2.352936,0.043324403,-1.1206726
-0.95569265,1.428502,0.4393024,2.9931896,0.109082885,-0.14838617,2.3784888,0.5773144,-0.010133894,-0.49048772,-0.80909353
0.17559609,1.7576956,0.682444,1.9055967,0.5110746,0.14139135,1.2007524,2.0749068,-1.3508953,0.5651412,-1.3698852
0.6942701,0.7932815,1.625951,0.34811386,0.8441507,0.40370566,0.9463681,-0.46093196,-1.4024298,0.28358018,-0.46741527
0.6453901,0.93554085,1.8633205,0.24301986,0.9376038,1.151677,1.216278,-0.6957352,-1.5272623,0.45929518,-0.17821245
0.45176986,1.5960363,2.9215734,0.8433741,2.793406,1.3915616,1.057186,-0.22821963,0.18442497,0.46759343,0.39746392
0.62001354,0.57543635,1.5073445,0.107549705,0.8472352,0.32484826,0.69714093,-0.00536967,-1.3344215,0.2560631,-0.49995255
0.7232514,0.5502635,1.6717101,0.7084447,0.5198112,0.7783667,0.6344252,-0.033797946,-1.0264934,-0.14544111,0.004079614
0.38296494,-0.052021563,0.31309396,0.76837385,0.8351326,1.9301622,0.61133015,-0.3817663,-1.8052839,0.54873973,-0.948497
0.3412794,-0.24518481,0.22509399,0.92721206,0.8262099,2.2499452,0.8080342,-0.5081584,-1.9538122,0.16085394,-1.2211727
0.09520419,-0.049506344,0.3622212,0.81732106,0.6985168,2.2246504,0.8521395,-0.5605621,-1.9171878,0.1938408,-1.002347
0.59525794,0.37372184,0.6180261,0.178773,1.0336499,1.9968733,0.86542606,-0.9416741,-2.035427,0.5987981,-0.89986295
-0.92869276,0.898376,1.0917144,0.52087885,1.6211581,0.71301305,0.882494,0.11204753,-0.94700336,1.0138679,-0.011646743
-0.71139014,0.6938429,0.7059693,0.4686604,1.5185481,1.0075613,1.0706418,0.28394625,-1.1571146,0.6731976,-0.16146345
-1.0947454,0.9522414,0.89445096,0.5365584,1.4437187,1.0782368,1.332822,0.32567248,-1.0679294,0.78413016,-0.20791589
-0.36030665,1.1989317,1.06191,0.16124167,1.306792,0.9601037,1.0319917,-0.39111522,-1.0648159,0.918936,-0.025795301
-0.34169972,-0.7630952,1.3299208,1.2498747,1.9800322,0.6819075,0.18524157,-1.0473647,-1.3376936,0.7985803,1.5686047
-0.28605768,-0.981316,1.076306,1.420524,1.8668561,0.46243945,0.13619159,-0.7099451,-1.3369348,0.759432,1.5574479
-0.44918603,-0.7042732,1.3772588,1.4795502,2.311697,0.6795034,0.43507382,-1.0986611,-1.2235668,0.9422086,1.5987983
-0.5183118,0.16122477,1.2638396,0.6004457,2.182345,1.4347054,0.46742326,-1.6143297,-1.7947717,1.925059,1.8706634
-0.45378798,1.1770427,-0.121551245,2.4222968,0.08734155,0.96669114,0.4045489,0.15431054,0.39690644,1.2507493,0.3466385
-0.5922761,1.1043378,-0.0027455802,2.4624314,0.12723897,0.92945963,0.38132998,0.23159099,0.35316244,1.3756717,0.41214854
-0.28047726,0.066643804,-0.0075610257,0.6036517,0.058295947,0.17876494,0.46443227,0.023457147,-0.6561848,0.13002868,0.68616474
-0.12283387,0.40708938,-0.21769908,1.4865503,-0.72644216,0.040514342,1.4534173,-0.5881919,-0.4945214,0.86078554,1.0694433
0.014201867,0.40135098,-0.17847897,0.66574144,-0.27749515,0.17621967,0.641643,-0.44663766,-0.76622415,0.21317682,0.30528995
2.4354908,0.84117186,0.24296966,0.16330665,0.16170675,-1.4961553,2.0273192,-0.7882633,-0.7553452,0.19759278,-0.58979654
0.6701689,0.18868437,0.2525386,1.2851723,-0.046517797,0.20106493,1.2679408,-0.13028006,-0.64486134,-0.23575768,0.8346934
-0.5345543,0.31537956,0.029664852,0.9553762,-0.38083646,0.20478925,0.99605376,-0.34951332,-0.5614726,0.63746464,0.9808257
-0.57858086,0.42286262,0.6155498,1.158956,-1.575043,0.28739932,1.271989,-1.8232841,0.18819095,1.772498,0.933979
-1.811004,-1.0815344,-0.7506933,0.9169823,3.47835,-1.2860155,-0.4617858,-0.2562861,-4.0962906,-0.81416225,0.3429286
-0.016162211,0.77254283,-0.6217715,1.7998905,0.17042556,-0.115162216,0.19721776,-1.4939466,-1.6961951,-0.28217658,-0.82603246
0.31816176,1.7328925,0.74967057,1.0397427,-0.84202546,-0.73504233,0.82568043,-1.1584882,-0.59256274,-0.8571548,1.157636
0.076182954,1.9853702,0.9784091,1.2968012,-0.9006105,-0.9777906,0.658532,-1.1739327,-0.65789855,-0.8761724,1.2914381
-1.0894066,0.8965519,-0.063816406,0.81776744,1.4930742,-0.29019424,-1.1753292,-1.4783478,-0.3216593,-1.6429468,0.6095298
-1.3798223,0.060027476,-0.91921407,0.92343724,0.2590925,0.08499084,0.55906403,-0.27169824,-1.8845588,-2.1236124,0.6978511
-0.111394204,2.8952215,0.4777339,0.18483603,-0.1547561,1.4108821,0.17049186,-1.0396405,-1.0287368,-0.8434552,0.13369265
-0.2245417,3.055724,0.6176773,-0.18762147,-0.19402328,1.4811281,0.230974,-1.1427215,-1.269439,-0.6573045,0.25286087
0.53512233,4.2526965,-0.2236801,0.4371046,-1.053567,1.6271312,-0.30644044,-1.4104803,-0.32613,-0.88395804,0.83583504
-0.3269914,3.0775454,0.72967273,-0.0031288986,0.32978386,1.2908342,0.24212942,-1.2394341,-0.8707778,-0.82426655,-0.085399196
-0.6370529,2.3735943,0.17099008,1.1401252,0.1777157,-0.85680103,-1.8340249,-0.25291762,-1.5240196,-2.012882,-0.16395551
1.5277573,3.5504158,0.89771825,2.4115696,-0.37369895,-0.26552618,-1.1912065,1.225182,0.14333667,2.0622685,-0.3338167
-1.2145946,1.551459,-0.2866436,1.3663602,-1.0864325,-0.2576944,-0.67632586,-0.42208305,-2.0090554,-2.2476628,0.06775738
-1.8579977,0.6058025,1.2155333,1.3941866,0.61627394,-0.015283864,-1.2506737,1.7068174,-1.5732237,-0.14767167,-0.78479785
0.23293261,4.3318977,2.9344616,1.8403226,-0.7304708,-0.4395368,-0.00024245777,-0.2849357,-2.2516294,-0.14623226,-0.30351365
0.50841135,5.5785527,3.7446842,2.241946,-0.36088863,-1.6363635,0.46721295,-0.22589706,-2.728398,-0.1307199,-0.91125494
0.81249076,1.0608853,-0.20799325,1.2207234,0.100646906,0.5317943,1.0685512,-0.77844125,-1.9172723,-0.4222629,-1.8884565
-2.03804,1.4987448,1.3945162,1.4898285,-0.34253514,1.4094498,0.022248577,-0.8501133,-1.3223033,-1.0338601,-0.5255766
-2.185212,1.4058763,1.4097955,1.3571676,-0.49134985,1.8448628,0.14784539,-0.68303144,-1.2452422,-1.1648213,-0.37622404
-0.12504692,1.5939633,0.49455786,1.9014596,-0.5164832,-0.7963609,2.6865559,-1.2330375,-0.47175324,0.8141688,-0.8282401
-0.36318055,1.7444646,0.6969797,1.190935,0.37961766,-0.004997964,1.8031337,-0.39075446,-0.9865121,-0.5223669,-0.79941666
-0.051709488,1.7838434,0.33564207,1.1877555,0.5607918,-0.20938493,1.698651,-0.5260174,-1.0480614,-0.5085859,-0.3909686
-0.36155573,1.768621,0.4517583,1.0840666,0.50574,-0.21171361,1.6955422,-0.668767,-0.9882173,-0.45631716,-0.5050919
1.1950371,1.66584,1.5407943,0.55323005,1.5729567,-0.53989965,1.5010967,-0.14357609,-2.3092937,-0.0015497257,-0.26928204
1.3446264,0.512642,0.464008,0.5389067,1.906735,-0.49305034,2.0995085,0.41887772,-3.0034287,0.23064691,-0.73721606
1.5048796,0.90829,0.7276396,0.8784621,1.6309869,-0.7057097,1.6597787,-0.055697758,-2.3416288,0.11191906,-0.62196034
-0.6959138,2.9871552,1.1908748,0.20541349,1.8925693,-0.012160043,2.429753,-1.4028474,-1.7104473,-0.50117606,-2.1095533
-0.6584037,2.4974253,0.4223995,0.49912497,1.2900431,0.016959226,2.06921,-1.1162673,-2.2650666,-0.42489392,-1.397307
-2.3821697,0.6177018,1.5018002,1.3994968,0.54954123,-0.74205273,0.95479745,-1.0203593,-0.73307115,-2.3492815,0.23390931
-1.018772,1.0568163,1.0028193,1.2711259,1.6165978,-0.7416099,1.3852317,0.08765183,-1.2669625,-3.8817387,-0.19229664
0.8285404,1.0569988,-0.85849684,1.6116868,0.74771005,0.07596519,1.034714,-0.8653079,-0.67818356,-1.0794619,-0.08019391
0.32287395,0.554623,-0.4065438,1.4206631,0.6312413,-0.4886683,1.2809522,-1.2169365,-1.6040143,-0.74361545,-1.4100413
0.8129841,1.4335415,1.6199609,0.65239173,-1.0323597,0.37253127,0.32677954,-0.40309158,-2.0199676,-2.1876345,0.50791633
0.568186,0.6473519,0.43877307,0.6459872,-0.6590071,-1.1874968,1.3286903,-0.07371019,-1.8181638,-1.5910048,1.716627
-1.3072184,2.1774688,-0.89625174,2.6208947,-0.18817724,0.42704755,-0.10621757,-1.5815654,-1.441436,1.2559236,-1.2612473
-0.083825596,0.6088883,-0.50479573,1.4213452,-0.8694222,-0.0045037367,0.5839585,-1.0439007,-1.877849,-0.8020751,-0.64424795
1.030153,0.32277623,-1.165453,1.323221,0.7806664,-1.0236987,1.6898736,-0.6588955,-2.13049,-0.6485215,2.0181813
-0.1105008,0.72709936,-0.7463762,1.8324794,-0.089037634,-0.019957587,-0.0006225924,-1.0385722,-1.901053,-0.32909164,-0.82787263
-0.48225567,0.02842651,0.29101035,2.4115705,0.58286774,-0.2604369,0.04684797,-0.626232,-1.6820955,-1.4720321,-0.61398405
-0.89956385,0.043883137,1.1435319,1.419541,0.26691598,0.38366836,-0.08181088,0.2862519,-0.8225277,-0.8042339,0.4389522
-1.0196023,0.34626213,1.02233,1.7738312,0.28594923,0.032563303,0.17460425,0.041515958,-0.8513629,-0.80820656,0.027658444
-0.90969443,0.2495109,1.083503,1.742165,0.3724179,-0.17645814,0.2857387,0.12130648,-0.9291245,-0.9211628,0.20490429
1.5147377,0.24801649,-0.5727388,3.4126027,-1.2208967,1.0053213,2.981154,0.09254936,-0.09670403,0.48894498,1.311877
1.4594196,0.9624216,0.57904154,3.4956548,-1.6908646,1.196906,0.16793461,0.80705947,-1.2077117,1.3787454,2.9217932
-3.2746303,1.8102411,1.2824926,2.0249672,-0.8080656,-1.4002618,-0.364929,0.12332845,-1.4929554,-1.3767892,-1.0619445
-0.35078427,1.3687441,-0.92593443,2.9949448,-2.419776,-0.19137257,-0.16459697,-0.84234303,-2.2931588,0.8331361,-0.9135193
-1.1200268,-0.29644528,0.50617296,2.681391,-1.0011423,-0.7623534,-0.32263127,-3.0617468,-1.2188232,-3.7485147,1.9710655
-1.2374276,1.0371503,0.6343699,1.02282,-1.2561914,0.34761736,0.82980007,-1.2084726,-2.4146223,-2.2586904,-0.8007667
0.119714916,0.7127103,-0.44276753,1.883765,-0.05709418,-0.16276684,0.12365593,-1.3133754,-1.8256469,-0.20639898,-0.71730727
0.07139822,0.7216514,-0.5194253,1.8386745,0.08818943,-0.21027072,0.2700361,-1.1901435,-1.6895443,-0.14539067,-0.86533993
0.044195995,0.86680686,-0.32048973,2.0067534,0.02611912,0.039019983,0.0977554,-1.1660292,-1.4514161,-0.45747933,-0.9730873
0.032862157,0.5494405,-0.4046674,2.0965874,-0.15268457,0.008177282,0.11326511,-1.0228233,-1.6859008,-0.35742977,-0.9563048
-0.015900437,0.2777338,-0.45036158,2.0774126,-0.24172495,-0.1250722,0.32943642,-0.9603364,-1.8986381,-0.40600494,-0.97110903
0.15464288,0.4056986,-0.6085457,1.9826229,-0.031507935,0.0019012878,0.090724126,-0.9666947,-2.0637815,-0.27760935,-1.002322
-0.056416426,0.6332527,-0.4258715,2.0604265,0.05313122,0.050650436,0.11762313,-1.1290501,-1.782497,-0.40704206,-1.0149156
0.019423332,0.51273197,-0.6030633,1.9334469,-0.04287487,0.07866827,0.25871935,-1.109487,-1.8270509,-0.34137648,-0.9246939
1.0669515,0.24378131,0.3139008,1.4555413,2.9267507,-1.4347652,-1.3174231,1.8307444,-3.0351477,-2.169813,-1.109424
0.6190742,1.3082061,-0.29200166,1.4212297,1.4539667,0.72203183,-0.42458266,0.34039962,-0.8179183,0.31987888,0.2208015
0.8195593,-0.025267031,1.0133113,1.1310469,1.4634355,0.15183926,-0.36976996,0.07453289,-0.79654896,-0.81329495,1.5419137
0.5750798,0.39646614,-0.8766791,1.9059849,1.4633107,0.17161708,-0.6988838,0.26177123,-0.93790543,-0.9032674,0.18156917
0.49129117,-0.8022522,-0.20385411,1.7118653,1.3337219,0.39701435,0.2985492,1.1090238,-1.220466,-0.36769342,1.3283601
0.057518803,0.7411688,-0.56258893,1.5568082,-0.9204658,-0.011928928,0.6401318,-1.077452,-1.7845501,-0.892676,-0.66151285
-0.022833968,0.6005277,-0.71582484,1.566265,-0.75429535,-0.017076956,0.5808208,-1.0822246,-1.788047,-0.902228,-0.66435796
0.30641514,0.5199395,0.5135639,1.1858236,0.56661487,-1.1337154,2.3544648,0.3000339,-3.1936395,2.0463045,0.8989984
-0.17325555,0.19772783,0.9553264,1.0370656,0.6496065,-1.5684276,2.0925605,1.0017207,-3.1830525,2.5506973,0.92468697
-0.71621895,2.265827,2.2420166,0.71382344,-0.42538917,-0.14768773,1.1217924,0.7001841,-2.6089175,3.0037153,-0.27586272
-0.69621897,0.1106448,-0.4577967,1.1009806,-0.667535,-0.9645096,0.24435836,-0.5642872,-2.1339204,0.3808835,0.2658138
0.29117665,0.43270546,-0.33190548,0.2704207,-0.35551375,-0.21404004,0.5013149,-1.8265189,-2.8075888,0.46164653,2.2380047
0.5577248,0.62672126,0.2832626,1.269666,0.9592596,0.25210103,0.25039962,-2.3648684,-1.576329,0.42638993,1.5397387
0.4992965,0.8845743,0.02849344,0.9894803,0.69374686,0.36044315,0.30728072,-2.0366318,-1.5775152,0.66670084,1.734941
-0.8972538,0.41081044,-0.7547407,-0.58019584,0.19873562,-0.9575214,2.175627,-0.6837979,-4.637078,1.7407292,0.027596777
0.35165724,0.039830096,0.8659737,1.2719567,0.3578928,-0.3631813,-1.0135727,0.96510404,-1.5024099,0.8582615,0.64975744
0.5048441,-0.024586601,0.8570559,1.5189278,0.29285875,-0.34841272,-0.8233409,1.0227898,-1.4751046,1.0006241,0.8146681
0.53044766,-0.2722645,-0.087292194,-0.17294429,0.29467842,-0.47135204,-0.24209034,1.5093656,-2.4236333,-0.43591407,2.1862512
-0.19383977,0.43858474,0.7617666,1.411193,0.08788943,-0.11552081,-0.33014646,1.7139738,-1.4018995,0.266067,0.55577606
-0.35532477,1.3368888,-1.2527535,1.1485043,-1.4520631,-2.1335006,0.1140985,-0.9905452,-1.9886161,0.2790905,1.1847763
0.47304383,-0.461527,-0.4206568,0.013726831,-1.2408679,-0.5707554,0.042881563,-0.71619594,-2.5291831,-0.38809997,1.4626738
0.09622159,0.17477238,0.70884055,0.6062616,1.0227227,-0.38643327,-0.2298731,-2.5643728,-1.8698105,1.1769396,1.2106855
0.03891951,0.51358265,0.41765347,0.25953457,1.0042505,-0.41863155,0.21398446,-1.9612342,-2.0895352,1.3298863,1.2335203
-0.22056878,2.7906952,0.91438955,0.17871727,-1.8742056,-0.92103684,2.0474484,0.77691776,-3.8106549,3.5132632,1.289295
-0.325202,-0.38693243,-0.9613095,0.5642655,-2.331486,-0.44034398,1.0731068,0.31475657,-3.353289,1.7050363,1.7145646
-0.22004433,0.90260196,0.2585334,1.3000392,-0.3257737,0.08866098,-1.9578842,0.11768841,-1.1517109,0.6269065,1.2844052
-0.29294604,0.9870942,0.33254278,1.2180752,-0.30169135,0.11653888,-1.7913095,-0.1492128,-1.1158713,0.82809716,1.4327731
0.60377115,0.12056684,-1.2501745,0.23115309,-0.5214672,0.16411921,-1.668111,0.50735587,-2.45281,0.3154618,2.2274117
0.4053885,0.5561971,0.24838671,1.2189479,-0.16020976,-0.064889155,-1.6611943,0.6475219,-1.9060241,0.20259462,0.24623694
