p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10
-0.14545658,0.994289,0.5437955,2.1764019,-0.63879144,0.8688724,-0.8970854,0.20016436,-1.3771825,-0.41507328,-1.0551758
0.4292259,-1.0467044,0.7943535,0.868702,0.3087681,0.4128518,2.0321348,-0.02109742,-2.5543773,-1.446324,1.2062852
-0.9448208,0.5701962,0.96807766,1.7779231,-0.42223814,0.40617678,-0.44557056,-0.3632096,-0.32073838,0.11387168,-0.1149998
-0.8238665,0.41230205,1.3483077,2.4160414,-0.2605494,0.50688744,-0.3180855,-0.14368342,-0.38641837,-0.2836464,-0.046744026
-0.8242865,0.5520648,0.95500106,1.8838979,-0.2745896,0.38238597,-0.33053502,-0.2508862,-0.57245773,-0.10250499,-0.17634547
-1.0434867,0.63105345,1.4122369,2.4007812,-0.3998319,0.5390187,-0.3863416,-0.18001787,-0.44601306,-0.06817842,-0.107595704
-0.8549778,0.4122827,0.9851634,2.077431,-0.15103376,0.32106158,-0.24578112,-0.26460743,-0.40435496,0.03113948,-0.1288785
-1.0411283,0.6887688,1.2578465,2.1927629,-0.32658362,0.44073224,-0.38352117,-0.23230915,-0.17721142,-0.16358502,0.026052345
-1.0177847,0.79251045,1.2939934,2.116128,-0.3087077,0.6785507,-0.30266213,-0.27864355,-0.3214466,-0.03675117,0.012729693
-0.94755894,0.5477981,0.90817374,2.2759259,-0.3184413,0.50852627,-0.3245613,-0.6096436,-0.323854,-0.21203251,-0.11010882
-0.080818355,0.35261142,0.38558456,1.604342,0.74165756,-1.566589,-1.0231544,-0.49426344,-2.5936818,-0.039287075,-0.16792315
1.0462941,0.37510148,0.6113811,1.9726251,1.1545823,-1.6169466,-1.3738962,-0.048562884,-2.6807392,-0.12162921,-0.84277576
-1.2914778,1.0332996,-1.2789092,1.8919225,0.6350463,2.6484377,-1.0319233,-1.7977304,-1.741073,0.6172143,-0.41849798
-0.14246415,0.3917447,-0.4075669,0.39318928,0.36978763,-0.0012022984,0.7588063,-0.002686807,-0.7870861,0.14037536,0.77663326
-0.27427462,0.0764228,0.038285162,1.7710404,0.64890546,0.38078326,1.4251437,0.14870138,-1.2538471,0.09173578,-0.067620985
0.18393981,0.72751576,-0.23385757,1.3728621,0.48481742,-0.562557,1.541866,-0.3339988,-0.8599377,0.647235,-0.4813054
-0.17308941,-0.7156398,-1.3486472,1.3634088,0.30643758,0.2943987,0.2207208,-0.31725094,-0.9583214,-0.090488456,0.9455425
-0.5739218,-0.7052134,-1.5895284,1.717622,0.048754208,0.9328888,0.016263774,0.302484,-1.7209039,-0.03635628,0.7732941
0.9531909,0.4332965,-0.73178065,1.5005865,1.2836499,0.8050089,0.3753564,-0.1981047,-0.5515735,-0.19371538,0.19333786
1.5110518,0.90836906,-1.3922062,1.8037481,2.1266336,4.0897794,2.957478,0.5277499,-1.1854404,-2.4971945,-1.6120079
0.35940695,-0.21023549,-1.2606447,3.0670638,3.6533856,1.244094,-1.3765349,-0.4664552,-0.8302255,1.1618274,0.12846558
0.8433818,0.5400356,-0.93405473,1.3971746,1.8718414,0.11692353,0.34891218,-0.06315731,-0.5876516,-0.55828285,0.82286745
0.8424501,-0.06129963,-0.6037026,4.038439,3.9166095,-1.415322,-0.9386635,-1.6849066,-0.5728145,-0.6726533,0.67791283
-2.5974271,-0.36627728,0.38841656,2.7141242,-0.462569,0.69797343,1.3832246,0.9534739,-1.1579376,-1.0590069,-1.0050969
-2.4539404,-0.25068828,0.45001885,2.416191,-0.08915227,1.1115991,1.6534554,1.1973168,-1.2972119,-1.0355685,-1.1699449
-2.2254007,-0.092030026,0.79382795,1.9804443,0.12729703,0.679439,1.0656397,2.0693576,-2.0562994,-0.27439448,-1.6130677
-2.0423717,-0.23482165,0.8006733,1.9600469,0.31794575,1.020814,0.9990716,2.0731013,-2.0214794,-0.3142077,-1.6238831
-2.1762042,0.21749036,0.45401928,1.5329742,-0.17290273,0.9956783,0.23561879,1.7618876,-2.3509254,-1.460564,-1.2668827
-2.0542994,0.41489905,0.540386,1.2017792,0.23057291,1.2423815,0.6126733,1.8150579,-2.2028377,-1.5761744,-1.3985553
-1.9047261,-0.17256446,0.27780053,1.1111035,-0.15810671,1.2984903,1.1578257,0.39207864,-0.6246069,-0.13390791,1.3247389
-1.4673449,-0.03814228,0.120613866,1.2208494,-0.31772444,0.8586554,1.0452317,0.08333861,-0.40965384,-0.4164171,1.2359579
-1.8867271,0.17430331,0.36664012,1.0907458,-0.10423956,0.75395954,1.2796429,-0.124144666,-0.2289292,-0.53075486,1.1259077
-0.95996016,0.72771275,0.5063762,0.16156894,0.12589943,1.3037745,0.6352264,1.4233471,-1.3597598,0.3933166,0.7744094
-0.64415455,0.5801724,0.46839714,0.4142472,0.32904264,1.0726666,0.48596328,1.4518245,-1.513303,0.82287174,0.77986807
-0.7604528,0.5492921,0.39422348,0.56569344,0.11064405,1.0637279,0.45040882,1.1510446,-1.3540171,0.65312487,0.7841479
-1.1774324,0.7757933,0.2859311,-0.07165537,0.0993385,1.750507,-0.20451362,1.2481253,-2.0099096,-0.9133102,0.7517082
-1.195024,0.70026517,0.20333032,0.009534165,0.19405682,1.6206255,-0.055507746,0.96438676,-1.597651,-0.76159364,0.8216617
-0.97523963,0.92623,0.3537915,-0.08452187,0.21429703,1.2457957,-0.25084275,0.9540812,-1.7966163,-1.090341,0.6494332
-1.0366353,0.88951886,0.09055032,-0.002288767,0.15974842,1.1837318,-0.27461225,0.7633792,-1.8022364,-1.0174923,0.45424283
0.25679663,1.1507558,-0.070879884,1.4774379,0.9881564,0.7227206,-0.7250195,0.6985745,-1.6528718,2.7200763,-0.28616986
0.17174785,1.5122145,1.2448151,1.5082171,0.5028812,1.4124844,-1.3034923,0.0930199,-1.2858261,0.7279461,-1.170919
-0.29189366,0.5984169,-0.47015956,1.1261276,-1.2230246,1.3316008,2.6586726,-1.0486768,-2.0035667,-0.38668746,1.2437276
-0.8253732,0.53700185,-0.5657955,0.5926175,-0.6078881,0.416011,1.7185435,-0.6726657,-2.0978377,-0.46145576,1.8380837
-0.78457475,0.78035,-0.8812042,0.38366702,-0.32407486,0.41991,1.770983,-0.7874924,-2.3455882,-0.8788814,1.0964794
-1.9824278,0.7153153,-0.068750516,0.85389906,-1.2269409,0.7137944,3.6107986,-0.6719012,-0.94168043,-0.87804455,1.7450435
-0.6242902,1.4431801,0.044787884,-0.13769555,-1.346159,0.52928954,3.3752456,1.1978818,-2.14499,0.50682986,0.9290617
-1.3296049,1.4533845,-0.33377165,-0.54245454,-0.62979394,1.0474051,2.3088713,0.58191884,-2.4193068,-1.305756,0.9992507
-0.91655684,0.79868394,-0.30488017,0.6095621,0.6862755,-0.6227268,2.0131907,-0.95647526,-1.6945446,-2.2046947,0.8908039
-0.11002787,-0.5054546,0.37327588,0.10667489,-0.7141011,-1.8644559,3.2003715,-0.27192852,-3.4226406,-1.1720681,0.95908
0.915492,1.3498565,0.037528045,0.49397835,-0.38319415,0.7277783,-0.33401617,0.25475532,-1.4180684,0.61940795,1.1834282
1.1023753,1.6175357,-0.21308164,0.62204444,-0.10671511,1.1093943,-0.9076706,-0.2870757,-1.4292378,0.67036676,1.821711
-0.032904252,1.7810094,0.79238534,0.3328279,-0.05816751,0.77345,-0.974953,0.6872133,-0.7772761,0.94549143,0.57702386
-0.20377447,0.86528236,-0.3695345,0.72808653,-0.8912658,0.13897409,0.46601123,-0.5425347,-1.1772057,-0.9412878,0.21437778
-1.0366518,0.60233945,0.35794905,-0.045881405,0.28222054,1.4390419,2.139347,1.2434268,-0.1695033,-1.5425901,1.9033588
0.048626367,1.2315482,0.5779601,-0.47850022,0.3176093,1.5470417,1.3183728,2.4484916,-1.2895471,-0.46269783,1.3826591
0.39298734,1.4816941,0.7454304,0.53034985,0.090321176,2.6760898,0.12941284,1.5438076,-0.8763225,-1.2590675,2.5223715
0.5284646,0.25159875,-0.22421116,0.8053478,-0.01781253,0.3146527,0.17131674,0.1415735,-0.63869464,0.3604028,0.21890861
0.84374577,0.24817088,-0.35402077,0.98780465,0.024546202,0.25255734,0.048842322,0.026299745,-0.8046488,0.38698953,0.05204598
-1.095788,0.75029874,0.18060294,1.9889376,-0.40554413,-1.4731032,1.5052729,0.47683075,-0.4013885,0.029425042,0.3844956
-1.2462146,0.9444026,0.057765275,1.8277874,-0.3979351,-1.6728088,1.4142158,-0.17853035,-0.44168293,-0.10910593,0.63706344
-1.0575074,0.63720614,-0.0036798613,2.2315516,-0.3401834,-1.729348,1.4262478,0.37116793,-0.407736,-0.06393188,0.5645605
-1.2557758,0.77252144,0.26347536,2.075787,-0.5196362,-1.7720304,1.1089256,0.24492477,-0.45358264,-0.5034433,0.6362843
-1.5132563,0.60705173,0.013791804,2.144407,-0.40244427,-1.4359206,1.1626276,0.21850504,-0.44910654,-0.17369786,0.5621236
-1.42055,0.54598004,0.15996702,2.1435256,-0.29236543,-1.6492759,1.1786498,0.08992217,-0.54944986,-0.4035592,0.32391557
-2.1947389,1.0117277,0.23653367,1.5814049,0.91174555,-1.4353063,1.1253728,0.48928118,-0.17466395,0.34378862,0.4327438
-1.3836193,0.9102464,0.088975675,2.225363,-0.30880955,-1.5434445,1.3108072,0.12592745,-0.13053825,-0.05879758,0.6241748
-1.0284086,1.8436927,0.40411356,1.8629398,-1.286425,-0.7116295,1.7696581,0.24849083,0.11503179,0.72817963,1.2206525
-1.5138717,0.79176074,-0.03763608,2.0156133,-0.20388368,-1.6629902,1.0805058,-0.050316807,-0.35973743,-0.37631613,0.61432225
-1.208137,0.8963596,0.21646509,1.911864,-0.16389862,-1.5830675,1.2571145,0.366563,-0.3606635,-0.35142255,0.38403046
-1.6849463,1.925582,0.7770818,0.6621423,0.12131757,-1.3647404,1.4255341,0.48693818,-0.30486426,-0.9456733,1.6876639
-1.2001565,0.59153295,0.30408064,2.1217175,-0.24524593,-1.3831344,1.1706896,0.39388323,-0.16374147,0.07914913,0.82256943
-0.76150525,1.4512478,0.30644047,1.0716925,0.13888751,-1.1511723,1.0171194,1.7678139,-1.2346182,1.0314939,0.10649913
-0.8912652,1.5344386,0.20848008,0.9170316,-0.0062774774,-1.3156271,0.86993575,1.4707197,-1.2814276,0.9302529,0.34349874
-0.7195082,1.0823877,0.1475173,1.2619928,0.08285755,-1.3442744,0.834702,1.4905244,-1.3480415,0.89150167,0.14183258
-0.69543606,1.3005573,0.37876093,1.1771564,-0.14804381,-1.3571188,0.70236,1.6743355,-1.2240019,0.42403734,-0.114201315
-0.99372375,1.1681285,0.21491167,1.3542757,0.0021015264,-1.1430199,0.45989168,1.5529768,-1.2138462,0.601832,0.09833394
-1.0312465,1.0678016,0.085719585,1.3418455,-0.101245716,-1.2273418,0.5959816,1.454304,-1.2599211,0.5224088,-0.14010505
-1.8770795,1.6538416,0.27202475,0.42820212,1.4255354,-0.9939805,0.5924433,1.6926038,-1.0590382,1.2349956,-0.07224284
-0.91437304,1.248185,0.06494488,1.0717709,0.017537978,-1.0870025,1.2274154,1.4087574,-1.0218911,0.6370485,0.16542134
-0.7805518,2.2373087,0.30424857,0.7266888,-0.5695645,-0.6182054,1.0017056,1.302155,-1.0363215,1.5244515,0.83135796
-0.7215879,1.3296036,-0.00847991,1.0302466,0.048954975,-1.2492622,0.98769164,1.6618091,-1.3633505,0.5142053,0.08679523
-0.7781084,1.2224034,0.3455667,0.9436612,0.3923632,-1.3994238,0.8312762,1.5310036,-1.1785012,0.5732711,0.053663976
-1.1887095,2.5431383,0.48666137,-0.034334518,0.62830245,-1.0316862,0.94383824,1.7233064,-1.1643362,0.153614,1.1913321
-1.0351675,1.1965154,0.33036527,1.0501548,0.37426993,-0.98829615,0.56829965,1.6782186,-1.0219651,0.8126985,0.38903475
-1.4088937,1.4193491,-0.18545273,1.7798942,0.86333007,-1.1920375,0.21895905,0.04601443,0.030013256,0.6268482,0.54629344
-1.6004387,1.4392807,-0.5596577,1.7356403,0.67632824,-1.4023933,0.25989616,-0.4562953,0.015592714,0.6978273,0.887858
-1.3140037,1.1370435,-0.15326516,2.0552738,0.5572199,-1.212927,0.0681764,-0.020269249,0.104490295,0.752985,0.71270496
-1.4286748,1.2121534,-0.14303964,1.8727709,0.397881,-1.4233849,-0.093027174,0.010474403,-0.022270653,0.27394798,0.5938877
-1.6116928,1.1794772,-0.17092873,1.9700708,0.8658798,-1.2555426,-0.12999056,-0.20748271,0.23286413,0.46714696,0.61664695
-1.871906,1.0028349,-0.13307394,1.884602,0.47837836,-1.270544,-0.074837625,-0.17149591,0.022391507,0.34035453,0.39868036
-2.398172,1.4466372,-0.20719753,1.2674901,1.7936004,-1.2541358,-0.06797607,0.0372168,-0.052141853,0.9953405,0.610742
-1.5644488,1.3404734,-0.18555279,1.8368315,0.6577517,-1.2175941,0.14078256,-0.3170314,0.26164663,0.6262062,0.7718292
-1.1942431,2.3644738,0.0663722,1.4460777,-0.16604973,-0.43275553,0.24660397,-0.06949844,0.33169338,1.5988164,1.3419622
-1.6579348,1.3403236,-0.280747,1.7611607,0.8044949,-1.327009,0.17101938,-0.17651829,0.052772973,0.40127325,0.6955179
-1.3586204,1.3983654,-0.26659805,1.6869831,0.8499519,-1.3298507,0.18909459,-0.1486219,0.21702033,0.2820015,0.6335422
-1.9834296,2.4500957,0.24375616,0.5969829,1.2126248,-1.0832633,0.16911352,-0.123655826,0.32420808,0.15464349,1.6886499
-1.5110899,1.1714252,-0.45161402,1.9409926,1.1077002,-1.1143953,0.0025597026,-0.20239364,0.27680886,0.60759306,0.80869454
-0.06676985,0.8550065,-0.4669366,0.382354,0.69440717,-0.078113556,0.6263427,0.33072767,-1.3948989,-0.5631202,0.46823305
-0.17903596,-0.1830076,0.053932425,1.7798473,0.75464976,-1.0722004,0.5514648,-0.49759647,-0.82566136,-0.8230271,0.95452255
1.1120385,0.99169475,0.7961351,2.770046,0.91480386,-2.0442252,-0.00870592,-0.6078458,-1.0567733,-0.70136327,1.7164363
0.6936468,0.54683506,-0.6340046,0.7370717,0.9452726,0.83974755,1.0239547,-0.08983445,-1.4714146,-0.14605811,1.4548054
1.1007255,0.71649987,-0.6751134,0.7471123,1.3640105,0.74366456,0.96817726,-0.07020245,-1.2863808,-0.2830541,1.3738098
0.97703546,0.73804694,-0.6424687,0.6958313,1.2791195,0.6490372,1.2250668,0.035274547,-0.97454184,-0.0994342,1.1677128
0.8200984,0.5702893,-0.77611387,0.8010409,1.3300807,0.6833642,0.89300746,-0.10930241,-1.3420675,-0.28151318,1.4612198
0.91908383,0.55078626,-0.63138056,0.63289976,1.275477,0.69684505,1.1016208,-0.07683249,-1.1002221,-0.09849946,1.3603836
0.8699007,0.76727283,-0.63518447,0.6726144,0.99205,1.1086221,1.1243913,0.0183327,-1.1347907,-0.25955707,1.5671536
0.9059138,1.0332243,-1.0090964,0.8277813,0.5704157,0.48194417,0.92770666,0.54376954,-1.4291937,-0.06433841,1.5016636
1.0372548,1.1303293,-0.8330095,1.0150388,0.49889618,0.54615057,0.8494379,0.55607706,-1.1026863,-0.32930264,1.3676373
1.0336305,1.1536846,-0.8063996,0.996138,0.5081374,0.32858372,0.97711474,0.4027961,-1.0439606,0.024307342,1.4111084
0.8407697,1.1266844,-0.85132456,0.8733534,0.51553136,0.41502377,0.9781682,0.28734034,-1.1206626,-0.14781828,1.3492844
0.97033334,0.99232966,-0.8024047,0.80756235,0.6914263,0.4738802,0.94672436,0.50112695,-1.2134389,-0.16884346,1.502084
0.88941044,1.0419532,-0.8765201,0.8592375,0.5671911,0.682912,0.93882513,0.4734945,-1.266664,0.04371254,1.1951799
0.7260821,1.8491598,-0.15155686,0.66458565,1.9499247,-0.17836513,0.7680513,-0.6507638,0.029021442,0.21934468,2.3257778
0.51137835,1.970988,-0.49909377,0.836357,1.3906636,-0.49669,0.75295657,-0.4622359,0.017496085,0.45010036,2.0437038
-0.6155363,-0.42759374,0.547448,1.1732444,1.3565906,1.0829664,0.47854838,-1.2258979,-0.9709681,-0.63619053,-0.2832146
-0.8524687,-0.1433164,0.6774395,1.145963,1.2965046,1.3121204,0.50724316,-1.3099829,-1.0978055,-0.5306862,-0.4493166
-0.773569,-0.1124604,0.6255865,1.1983627,1.2803926,1.1007524,0.25857395,-1.0501771,-1.4498078,-0.36183107,-0.27766266
-0.6530114,-0.113687135,0.38578072,1.1836023,0.9852096,1.2466815,0.14784618,-1.0585535,-0.9389201,-0.3552655,-0.32505247
-0.74563384,0.08359188,0.5645959,1.1742882,1.2788846,1.0455842,0.19578938,-0.93103206,-1.2553821,-0.45157182,-0.39518365
-0.020252652,1.1039402,0.37371516,1.428833,0.51322246,0.77047276,0.05560246,-0.5484672,-1.3052804,-0.12815551,0.10501452
-1.1129732,0.07264871,1.1221302,-0.6850018,1.714498,2.7516222,0.21265185,-1.0920444,-2.782071,-1.5103798,0.24435145
1.3517243,1.6656451,0.1570258,1.2362707,0.25797644,0.37217972,-0.019358767,-0.72001433,-1.9017547,-0.7645878,0.2081358
1.3802189,1.237086,0.54662097,0.90219885,0.8701716,-0.6888821,-0.04565718,-0.51086795,-0.80044335,-1.2710241,1.0654179
1.1879185,1.4614443,1.0293099,0.504223,0.6093272,-0.06797046,-0.5292051,-0.6345496,-0.7845294,-1.5891031,0.8236213
1.0272804,2.09164,0.16900584,0.98241794,1.2841054,-1.0809232,0.24975644,0.5538399,-0.9895622,-0.5969874,1.593966
1.1638467,1.8790694,-0.41254562,1.172701,0.5864195,-0.64722246,0.036733575,0.37121978,-0.8144261,-1.3968455,1.9117573
1.2010477,1.8401651,-0.48999038,0.84887505,0.7748196,-0.36947328,-0.07419616,0.72327983,-0.99104416,-0.9911633,1.9279447
0.9552021,1.6963645,-0.5105087,0.87706846,0.5882467,-0.66379875,-0.041549906,0.3727242,-0.9196789,-1.2510136,2.071986
1.169839,1.6811917,-0.43829018,1.1103364,0.42593676,-0.6518481,-0.063360564,0.24655633,-0.81206703,-1.4315903,1.8320793
1.0577081,1.6305166,-0.47743767,1.0436975,0.5365267,-0.57920825,-0.10968043,0.6460073,-0.805334,-1.083573,2.0888956
0.97285604,1.886855,0.07996443,0.94529504,1.4431516,-0.9051061,0.2700613,0.5168529,-0.8085625,-0.75089794,1.7828925
1.2536819,1.8860558,-0.4977458,1.3028667,0.41633007,-0.511134,0.20394489,0.39119095,-0.8077345,-0.9638577,1.9460977
1.5645472,3.4610238,0.04317108,0.45646617,-0.20120996,-0.07819937,0.09262467,0.29792774,-0.66693914,-1.6944623,1.2371943
1.2716279,1.7918006,-0.26463947,1.1629316,0.4426923,-0.42301315,0.2125129,0.53151006,-0.84648544,-1.0924684,1.946629
1.171539,1.8103937,-0.5651284,1.0576134,0.37104917,-0.36663508,0.19233195,0.4829341,-0.8130575,-1.0895599,2.0106752
1.2248437,1.8108863,-0.3918667,1.0563931,0.5995683,-0.51823914,0.20542356,0.52929026,-0.7597867,-1.2289547,2.0257256
0.94525975,2.1627667,0.1410652,0.9777701,1.3942639,-0.94998854,0.33403456,0.4903868,-0.7748496,-0.82053334,1.6412086
1.3749189,1.6454357,0.9756812,0.7690739,1.0023595,-0.13024966,-0.8024774,-0.6789373,-0.23850247,-1.3457708,0.49617785
1.542147,1.6775228,0.6683766,0.7949701,1.221378,-0.99767756,-0.22602734,-0.905268,-0.44372603,-1.1856638,0.93635124
-0.93884116,1.8381361,-0.41704842,0.54585946,-0.010549412,0.14823803,2.120746,0.15823875,0.16902047,-1.1101304,0.29220814
-0.69762146,2.4094377,-1.2904205,0.94241786,0.88967264,0.360638,-0.98866355,-0.74454015,0.4849349,-0.74636704,0.17601296
-0.47922483,1.9875252,-1.4774425,0.62016165,0.8944654,0.43070707,-1.1583425,-0.142381,-0.7867841,-0.5462224,-0.08222748
-0.8999583,2.4486513,-1.1080523,0.83387965,1.1815556,0.33172518,-1.3056211,-0.6698945,0.369416,-0.7361553,0.012285358
-1.3309851,1.2858069,-0.64596295,0.24478745,0.078317046,0.047851924,-0.19313732,-1.4366233,-0.0746481,-0.6191945,1.7245533
-0.57508796,2.20721,-0.9388972,0.16964512,0.533914,0.1606502,0.10896861,-0.4343723,-0.9158066,-0.51158845,0.109703474
-1.3221769,2.1622148,-1.4471202,0.3891179,0.2448759,0.21147205,0.33087236,-1.6755601,-0.3024953,-0.54825604,1.7344768
-0.6796251,2.3915844,-0.40380958,-0.9201053,0.41797242,0.38002867,0.5832551,1.3876402,-1.5987833,-1.3921733,-0.26330695
-1.3981458,2.5772245,0.2546138,0.20231937,0.018979397,0.2817217,-0.014022058,-0.70772475,0.20310238,-1.4399754,0.18540145
-1.0773947,2.189186,-0.19452071,-0.28377843,-0.03390767,0.5437356,-0.25641954,0.008739069,-1.283576,-1.236364,-0.107392415
-1.2561255,2.551288,0.23592736,0.032712985,0.4261709,0.32933342,-0.7004136,-0.56834525,-0.15156887,-1.5707989,-0.1461977
-1.23587,2.5173302,-0.9980432,0.7193533,0.92775536,-0.07626546,0.31508934,0.12108571,0.80659515,0.09798771,0.39973375
-0.46136633,2.1536145,-0.8771267,0.16240889,0.43619812,0.24828902,0.21053986,-0.48054326,-0.9049991,-0.6564354,0.29109472
-1.6185015,-0.030202227,-0.005071837,2.1244946,1.6354532,0.7672689,0.2726482,-1.5315537,0.034710106,0.35838646,0.724249
1.590224,-0.926902,1.0821317,1.0965097,1.3503766,2.64652,-2.4644372,-2.0769436,-2.360824,-2.5081475,-0.36811176
3.9764645,2.3707304,-0.2711435,1.2256498,-0.43585682,0.48330635,-0.22161436,-1.4929605,-2.5076897,-0.90373814,-0.3496852
-2.0454519,0.50615674,-1.1644005,2.997924,-0.6453744,-1.144983,0.049547125,-2.8299894,-1.36503,-0.07949338,2.4617221
-2.2865198,0.70787853,-1.0243623,2.6753705,-0.5505612,-1.2529496,-0.0031996306,-2.9578302,-1.1982298,-0.29334864,2.4121158
1.420734,0.64315844,-3.0142622,1.6066473,1.7416502,-0.62418205,-2.217639,-1.9995145,-3.1446362,-1.5365129,0.4913667
-0.028762689,0.30983508,0.045584105,1.5440497,1.7855633,1.321185,-0.2585167,-0.8743185,-0.44286868,-0.40840825,0.17620362
-0.010061176,0.2173747,-0.24628912,0.67933905,0.29958257,0.6124187,1.1668504,-0.93687457,0.39191315,0.38372722,0.9963333
-0.23124179,0.5419282,0.3562147,0.970188,0.26194274,0.43262422,0.061431784,-0.5791888,-0.19191782,0.41189283,0.4949109
-0.31273276,0.5227883,0.30113697,0.88053924,0.26448727,0.4532771,-0.0045319833,-0.49338037,-0.22670713,0.36553466,0.5410902
-0.21922365,0.44100994,0.3519285,0.9416561,0.34071416,0.32738352,0.056251973,-0.657348,-0.077848606,0.40432894,0.45453486
-0.2927543,1.689526,0.8579626,2.8046453,2.8464115,-0.2133394,-3.4127965,0.77680504,-1.2021623,-0.076300524,2.064384
0.14339557,1.6104767,-0.030192293,1.1524878,1.2343566,0.2264686,-2.316651,-0.41781533,-1.7381177,1.1058683,1.7932193
-0.15463851,1.0517753,-1.8311623,1.1359429,-0.828753,0.7179073,1.073996,-0.9829524,-2.4489386,-1.4868279,0.09902675
-1.0190147,0.2915599,0.013930583,1.6009386,-0.31868222,0.86287487,1.9494346,1.2746004,-0.4964963,-0.46948183,0.18498358
-1.0559769,1.1024474,-0.39970288,1.9889385,0.5937825,2.1004648,-1.3140181,1.6109715,-0.8623275,-0.31848216,-0.34957182
-0.6531637,0.46394214,-0.27038682,1.2218871,-0.17398003,0.9266348,0.6669879,-0.28709856,-0.8582576,0.062360246,1.4401948
-0.5671668,-0.10061133,0.1719985,2.490366,-0.07741341,0.3989072,0.063585944,0.34409997,-0.7478486,-0.77097106,0.7098422
-0.4998783,-0.45142913,0.7299973,2.7794335,0.10339887,0.8331284,0.20654626,0.88762355,-0.70241827,-0.66965353,1.1321015
-0.5949947,-0.33472645,0.36695215,2.85084,0.37628254,0.29570845,-0.22610216,1.3042666,-0.8230452,-0.9012624,0.6473632
-1.291461,0.6216601,-0.7287732,2.6081636,0.5440565,1.5000299,-0.80463296,1.6752428,-0.6247351,-0.40900546,-0.41331905
-0.0811856,0.2178695,0.53746676,2.0517523,0.13978237,0.95149887,0.14432397,0.29741842,-0.62813,-0.7635359,0.8304241
-1.2850305,0.9120862,-0.6516609,2.1292486,0.0624857,0.99199855,1.0416477,1.7099018,0.33168748,0.32033247,0.14798257
-0.93327886,-0.651136,0.4303722,3.2417655,-0.22318609,0.5848631,0.025631607,1.2986319,-0.68249464,-1.0024232,0.6891711
0.65576607,1.6172444,1.207743,0.8205363,1.0999746,0.43091512,-0.8548545,0.55620724,-1.0544959,0.13290703,-0.87623423
0.5393934,1.0724267,0.39735752,1.7615029,1.0609614,0.5057837,-0.4786058,0.06318682,-0.5604042,-0.9512866,-0.8665909
0.49938422,1.476204,0.47762227,0.6442455,1.1005963,0.6109118,0.6253408,0.3063396,-1.0684348,-0.20192377,-0.20526959
-1.2157952,0.922886,-0.37683722,0.9370424,0.75987536,-0.016186547,-0.21681425,-0.8278402,-0.53138644,-1.0540736,0.28047043
0.8885966,1.6180613,0.8364804,1.293558,0.6520361,1.3240603,-0.443386,-0.6413128,-0.12629119,-0.017438686,0.59515655
-0.21566395,0.031214617,-0.23195799,0.9622844,2.0604205,1.8628367,0.35893258,-1.8855327,-1.2222657,-1.0794427,0.46240246
-0.15573776,-0.92483175,-1.0839149,3.0059197,0.20589553,-0.9468769,1.0332506,-0.603959,-1.3285856,0.23912944,1.4053053
0.26591462,2.5482,0.38988933,0.757979,0.15216061,1.8283105,-1.1735721,-1.3624817,-0.733779,-0.034257248,3.1038778
0.24249898,1.0380388,0.5609976,0.70338225,2.1289165,1.9518588,1.3047215,0.0026938764,-1.3769318,-1.7798783,-0.5765946
-1.5007107,0.2333177,-0.63046736,0.44307727,3.0180917,0.6290195,1.384663,-0.27295777,-0.77766955,0.20798288,1.9737767
-1.7233664,0.65249485,0.5844187,0.8919294,3.6057174,1.0736135,1.9540541,-0.21280453,-1.4812405,1.0652213,1.1574768
-1.5962868,0.3815868,-0.2326191,0.80443895,2.9885652,0.8856942,2.6235704,0.01566127,-0.21896692,0.2524248,1.7641807
-1.0851215,0.99504197,-0.7410043,1.1229126,2.2161317,0.5492206,-0.90338016,-0.6475211,-1.1911068,-2.779266,0.4465162
-2.6325686,0.09900025,-0.32233185,1.3829288,0.2523619,0.43240303,-0.30223292,-1.6607517,-0.9213953,0.24858543,1.1617286
-0.31725422,0.776327,0.06036508,1.0523021,0.60550964,0.13576029,0.024291763,-1.0864674,0.19238833,0.1068325,0.90047693
-0.26511708,0.82207614,0.009390135,1.093722,0.52710444,0.3585746,-0.072237015,-1.1313475,0.37139612,0.26061133,0.9418522
-0.3012857,0.7765359,0.09816776,1.0239621,0.60129946,0.2405349,0.056548353,-0.9117563,0.28194132,0.3306207,0.9827025
0.28505582,0.7953399,-1.052507,1.1113648,0.3781759,2.034973,-0.07299157,-0.91738844,-1.1511639,0.9171897,0.60462886
0.1918121,0.7985634,-1.0177207,1.1676174,0.5878602,1.9554969,-0.025080461,-1.0159724,-1.1372262,0.77784956,0.62118036
-0.013241617,0.023886139,-0.46466127,1.8254544,-0.10847009,1.1029868,0.31757733,0.059226036,-0.67239493,1.1375382,0.73660135
-0.07821704,0.15284494,-0.3345454,1.7207189,-0.21097635,1.1980612,0.27038205,-0.064069554,-0.68832433,1.0502278,0.6378342
0.68704975,1.062248,2.6459343,1.366205,0.5521561,2.7783597,-3.2767928,0.3383325,-2.7006226,-0.25540647,-0.9590225
-0.26099315,0.94626194,-0.37499547,0.72958887,-0.99232876,0.13655251,0.45037723,-0.45824724,-1.1708428,-0.90630794,0.24362153
