p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28
0.6641519,-0.07090596,0.17694564,-0.3711485,0.58144426,-0.36133748,-0.0659101,1.2820282,-0.9054149,0.7686628,0.54243404,-0.73168266,-0.7160909,0.11567324,0.7547804,0.12944768,0.316972,0.102356896,-0.05094452,-0.1726051,0.13208073,-0.8050774,-0.2437026,-0.092196085,0.20812866,0.6507241,-1.1530269,0.5482161,-0.80294085
0.39382002,0.47013348,-0.124082305,0.29703107,0.32770142,0.08643288,-0.4215878,1.3548431,-0.6960566,1.025034,0.76192236,-0.47181678,0.15650561,-0.33655515,-0.49938458,0.7136019,0.68579495,0.1607145,-0.12926272,-0.26038605,0.6409193,0.16865982,-0.60845596,-0.10026821,0.04152531,0.4124509,-1.0258726,0.56656545,-0.63044465
0.20113857,-0.07819083,-0.5436348,0.46121976,0.37009797,0.29679754,-0.65964746,1.0742528,-1.3092735,0.89624584,0.92916805,-0.30296367,0.4334164,-0.53508615,-0.27007592,0.50722426,0.71976995,0.1825336,0.21646343,-0.6362872,0.3982722,0.31570572,-0.47143018,0.012228458,0.062124234,1.0056828,-1.0494944,0.21894355,-0.60869116
-0.11024321,0.20502467,-0.5118228,0.3269866,0.32572007,0.5699216,-0.5524489,1.1089693,-0.8568227,1.0151622,1.0358489,-0.2663702,0.2072009,-0.52445656,-0.3164566,0.54258823,0.77123886,0.28280476,0.24590993,-0.33224532,0.2882682,0.23178308,-0.6744753,-0.09676189,-0.19793363,0.33686954,-1.225793,0.58335054,-0.7360922
0.25415936,0.040403694,-0.5698571,0.29753467,0.41559595,0.08540469,-0.57410336,1.0111339,-0.97376883,1.1332324,0.85827893,-0.27867952,0.3501304,-0.23270926,-0.45242798,0.23008154,0.4707312,0.24693866,-0.22397284,-0.55257815,0.33994788,0.2333303,-0.5739225,-0.23424512,0.02117688,0.48092523,-0.92815965,0.44061115,-0.75835866
-0.036235727,0.30101946,-0.39599046,0.2610977,0.23918904,0.16277456,-0.8533273,1.0484636,-0.76996976,1.2347537,1.0305902,-0.19050515,0.26655638,-0.38811776,-0.3394021,0.5225908,0.46056792,0.30137733,-0.06668163,-0.58865494,0.61223996,0.35879487,-0.7098593,0.011347232,-0.18252587,0.31941777,-1.0417747,0.531513,-0.49598408
0.2379501,0.11232626,-0.6014594,0.27575764,0.15675743,-0.0055142245,-0.4603592,0.9816029,-0.87725085,1.0414267,1.0339386,-0.2147384,0.26953036,-0.570609,-0.1852446,0.59311134,0.63649094,0.2962886,0.12502183,-0.5674267,0.46387336,0.3243163,-0.3556366,0.082218766,0.17495671,0.6215212,-0.8594856,0.72554106,-0.5855233
-0.41865742,0.4875669,0.06998484,0.60070235,0.52714133,0.8810413,-1.075039,-0.09895067,-0.85280156,1.0217944,0.99942636,0.36196873,-0.32494527,-1.1184324,0.061989028,0.84766686,0.43650827,0.48950016,-0.07598377,-0.4506969,0.8038396,-0.10649899,-0.4139862,0.5649861,0.58589846,1.139852,-2.0139225,0.4168969,-0.35534212
0.15424997,0.37233296,-0.30463707,0.4178222,0.27215227,0.21006227,-0.5443909,0.90651727,-0.97992665,1.0344381,1.1431739,-0.29902476,0.24915126,-0.59852076,-0.2531038,0.54243577,0.72999275,0.19349517,0.031278867,-0.5597734,0.41460532,0.21980762,-0.3889419,-0.27515095,-0.16494705,0.5697999,-1.1428112,0.5329535,-0.74744576
0.73894835,0.26051918,-0.7633572,0.35037997,0.92344826,-0.22015443,0.028115513,0.9379812,-0.42367163,0.44578442,1.3911408,0.13944116,-0.23637024,0.400998,-0.7302203,1.2523149,0.4596811,0.063386664,0.5595861,-0.21801558,0.028582498,0.15934382,-0.46569598,-0.06857736,-0.13131851,0.26439968,-1.7483218,0.7947275,-0.18036152
0.15121767,0.0839684,-0.43148816,0.46318722,0.27766085,-0.02441807,-0.7228011,1.2061803,-0.97101843,1.0274142,0.90635854,-0.33552116,0.4005342,-0.34873438,-0.38267553,0.4047961,0.70309937,0.1874283,0.06724913,-0.7672343,0.47149852,0.28411987,-0.69443655,-0.20616774,0.008818587,0.69924146,-1.0547061,0.5265412,-0.55824816
0.2248854,0.2338173,-0.3628301,0.34171546,0.2672386,0.35496968,-0.28972745,1.0902874,-0.7900676,0.9696609,0.82503986,-0.15545006,0.45610645,-0.49555665,-0.2609984,0.71550757,0.68751967,0.22265373,0.09356245,-0.59873754,0.4832415,0.33065996,-0.7061032,0.1347605,-0.099089846,0.6835433,-0.87528765,0.6138752,-0.54158175
-0.12236454,0.2903716,-0.85674345,-0.04352224,0.303539,0.45678177,0.12127515,0.6126903,-0.45804566,0.9799166,1.3421818,0.4737041,0.35947597,-0.051279373,-0.15839514,0.15589719,0.19258648,0.32247493,0.0152363125,-1.4030716,1.1643953,-0.53217345,-1.0770411,0.11238077,0.61465144,0.9656997,-0.9642298,0.74024737,-0.49099365
0.073243015,0.4084484,-0.28821856,0.5097983,0.36483237,0.3535743,-0.7355366,1.1397902,-1.1092598,0.796681,1.1203232,-0.23656088,0.28573593,-0.31153318,-0.22992004,0.7084376,0.27141926,0.09316898,0.38408443,-0.7522701,0.44275087,0.1910848,-0.65342253,0.11478355,-0.111930996,0.64084244,-1.0697869,0.5195368,-0.6006717
0.19222666,0.46318477,0.14421779,-0.07285186,0.71127546,-0.37998474,-0.20464468,0.5694196,-0.25917286,0.5621124,0.101677,0.09206529,0.32002965,0.07144081,0.61266214,-0.4675139,0.8668007,-0.45100513,-0.14748262,0.08868653,0.18627773,-0.45834932,0.0001145852,0.15621005,0.5353695,0.16923465,-0.5320981,0.119306095,0.1078883
0.685373,0.4438509,0.19221199,-0.11711239,-0.37738943,-0.5089593,-0.2550944,0.28501064,-0.10304436,0.5649751,0.54649514,-0.060245533,0.10225409,-0.025587115,-0.41611812,-0.35236263,0.61067265,-0.2776146,0.68535733,0.032600086,0.8201863,-0.22521648,-0.9753854,-0.57174605,1.0441357,-0.17736681,-0.5193744,0.52784204,-0.027905863
0.38178155,-0.034816086,0.41320482,0.02691775,0.18922207,-0.18662989,0.11972152,1.5200701,-0.47256792,0.44963613,1.4616737,0.15712786,1.0527984,0.5738844,-0.79594165,-0.5243743,-0.17154445,-0.61902344,0.3092262,-0.07627885,1.1886564,0.4082605,-1.313612,-0.7463242,0.93694246,-0.20081048,-0.8251908,0.60609657,-1.5165912
0.26511732,1.1093639,0.36675647,0.06341526,0.16549769,0.17955045,0.33157805,0.85032463,0.36048314,0.24609625,0.25225663,0.5317921,0.8545119,0.5086373,0.76367587,-0.6648805,0.5259976,-0.48158893,0.19595325,0.43727118,0.1331193,-0.4885447,0.041358504,0.49954537,1.1605313,0.31097704,-0.38215673,0.3054808,-0.010953327
0.48262444,1.0312362,0.62456787,-0.027105609,0.12545577,0.17732139,0.26799244,0.62277335,0.2923189,0.16423033,0.16954044,0.7046727,0.7090522,0.66895837,0.63492435,-0.68577754,0.3479823,-0.20791379,0.15321535,0.3966907,0.15941392,-0.70148206,0.053570267,0.4965197,1.1652523,0.2724861,-0.4366398,0.23704073,-0.292631
0.4392461,1.0139005,0.71112406,0.14670257,-0.031009132,0.07606568,0.24224043,0.3994551,0.24521671,0.13563026,0.04848316,0.5795008,0.61954135,0.6419142,0.8160301,-0.7078522,0.28912175,-0.22772759,0.16925783,0.34597164,0.21282881,-0.5543548,-0.004549987,0.5047727,0.99688506,-0.06220284,-0.6255435,0.21413039,-0.4478397
0.408347,0.91268486,0.5541588,0.082271606,0.1420992,0.08618689,0.23806185,0.82759756,0.33059338,0.29821578,0.17441687,0.5684178,0.74278384,0.7262629,0.67152447,-0.79677784,0.51805377,-0.19154032,0.11188066,0.53400534,0.19958927,-0.4407166,0.03255926,0.60088706,1.0632695,0.26001158,-0.42173117,0.2514729,-0.34683526
0.44359353,1.0896093,0.5507052,0.03187238,0.010059564,0.044953246,0.30479652,0.5032579,0.32669857,0.07577184,0.03765166,0.5062311,0.5408018,0.6446258,0.77203506,-0.8208743,0.2425441,-0.2426339,0.0070858467,0.48142028,0.041670073,-0.53668916,-0.029466338,0.65279716,1.0667741,0.24789597,-0.3341547,0.10453261,-0.28163496
0.39320832,1.1563958,0.5988777,0.115954325,0.15711546,0.057921838,0.561134,0.5813111,0.4224976,0.041073073,0.31381398,0.72870547,0.7938168,0.39143077,1.0167719,-0.8128522,0.40543836,-0.25293118,0.10492395,0.22817294,0.26592398,-0.42566296,0.010797387,0.2913817,1.117638,0.06936779,-0.41427037,0.26113766,-0.12173114
0.23742846,0.7422804,0.07553004,-0.05235319,0.32404384,-0.48446855,0.08258889,1.2658561,0.061805576,0.00024283346,0.043844722,0.119884826,0.46771196,0.70485294,0.74121475,-0.713898,0.55959535,-0.26958674,0.29592282,0.4036857,0.3293506,-0.4134405,-0.23135453,-0.06925033,1.2786537,-0.22534052,-0.28780198,-0.076738805,-0.58884823
0.07805512,0.8054851,0.12826163,-0.044443868,0.3585872,-0.68214005,0.09826659,1.0886772,0.043295994,-0.09845819,0.09964727,0.40791282,0.26067844,0.76599455,0.66806746,-0.70049644,0.50164914,-0.033861324,0.40175745,0.26485422,0.29171896,-0.33399427,-0.15350142,-0.20006111,1.1581761,-0.46421403,-0.33357882,-0.02533387,-0.7352009
0.16927189,0.8959035,0.16568321,0.031064803,0.34345534,-0.6109533,0.13929616,0.893541,0.029884286,-0.009618043,0.17272374,0.39341453,0.63583016,0.7527483,0.6831649,-0.7852483,0.32110676,-0.04792926,0.42397082,0.077879675,0.29932517,-0.45746645,-0.2776977,-0.14785929,1.1683342,-0.4666724,-0.38846207,0.2511235,-0.6769079
0.13948552,0.68945336,0.17697833,0.059602767,0.31938586,-0.4998654,0.13097338,1.1458117,-0.030461967,0.06323195,0.16950652,0.33324736,0.6028266,0.7848931,0.5793576,-0.6698504,0.40838036,-0.10759869,0.4929343,0.24729928,0.23796749,-0.42190325,-0.08609953,-0.018104265,1.2346975,-0.25696376,-0.3214617,0.12067216,-0.6034464
0.18322583,0.74290395,0.17866023,-0.03206635,0.27859184,-0.46590725,0.12306225,1.1290411,0.041852836,0.06399918,0.07199364,0.27273843,0.41299614,0.71991223,0.6210836,-0.73932815,0.39133734,-0.18699397,0.33987537,0.24892174,0.31997788,-0.41339725,-0.1525003,-0.05267493,1.2785109,-0.23061922,-0.23431723,-0.06156489,-0.63934
0.1862865,0.62460476,0.21772337,0.06907533,0.30255467,-0.39802125,0.070942186,1.106232,0.019103816,0.027710672,0.055766363,0.37910947,0.6718982,0.6681529,0.81893593,-0.65913,0.42477387,-0.16229987,0.51402545,0.1016032,0.31883246,-0.5616912,-0.13740548,-0.21345346,1.341164,-0.3160796,-0.30544055,0.073557176,-0.5655592
0.78532875,-0.23956469,1.7346979,-0.65764093,0.7374695,1.3627238,-0.008350668,0.4070375,-0.1946172,0.1922502,0.55910045,0.6279405,0.14528707,0.52941275,0.68320113,-0.50055826,0.0029917073,-1.2957153,-0.5861644,-0.9143225,0.7491817,-0.28971383,-0.8618405,0.29905936,0.9590404,0.25689036,-1.1530911,0.77670586,-0.68244994
0.37999737,-0.47728008,1.1134154,-0.727233,0.8814231,0.4473347,-0.20611517,0.79161966,-0.5811272,-0.18494587,0.3587953,0.3107045,-0.034627926,0.5909356,0.7932869,-0.33927813,-0.0925978,-0.8553107,-0.1689608,-1.0295206,0.6160127,-0.32775533,-0.90869915,-0.48535606,1.0143185,-0.30217505,-0.94056123,0.5903007,-0.897807
-0.16791221,1.0442965,0.44130072,0.3027186,0.0035258872,-0.5792504,-0.45196566,-0.09540086,-0.60356784,0.057930395,0.5925562,0.9433191,0.05349617,-0.058452453,0.5157414,0.07078612,0.5266474,-0.57066345,-0.44745806,0.21586384,-0.26476604,-0.08454977,0.7789194,0.62666076,0.597927,0.03848717,-0.7256652,0.26002797,0.119087555
-0.097822785,1.0219079,0.46982956,0.50802684,-0.024829688,-0.6927404,-0.3823912,0.004206525,-0.5646683,0.16138622,0.70309836,1.007348,-0.007496619,-0.31073448,0.6001213,-0.0770296,0.4099513,-0.61522734,-0.5638602,0.2770072,-0.3325048,-0.11164083,0.7349028,0.6784396,0.6425671,0.15604956,-0.68799055,0.46270287,0.25141636
-0.092041105,0.9590299,0.3402323,0.19396208,-0.07338636,-0.52173406,-0.4459856,0.0875235,-0.771318,0.35756844,0.4516313,0.96134293,0.053177003,0.07972718,0.57419354,-0.014071516,0.7597386,-0.63069445,-0.4466616,0.34270138,-0.089524396,-0.1786814,0.72696084,0.44851607,0.5564892,0.10308413,-0.91145384,0.27844903,0.04039282
0.100064196,1.012735,0.14011507,0.23867837,-0.028960828,-0.51325226,-0.42820582,0.10591173,-0.4337762,0.14696543,0.576604,0.8640086,-0.04998136,0.029257353,0.47922873,0.019880986,0.46731144,-0.5318938,-0.47902152,0.32064018,-0.24046312,-0.044418484,0.73033756,0.57332426,0.62551326,0.060355622,-0.5822341,0.40736884,0.065902516
0.07964687,0.8668987,0.2667211,0.29923397,-0.10819159,-0.5770147,-0.44402996,0.16505402,-0.66554606,0.36870506,0.5563759,0.9654908,0.012981089,0.004765725,0.50465727,-0.10785204,0.7005103,-0.6445777,-0.53462225,0.31584057,-0.14522627,-0.17354058,0.7115965,0.54138374,0.4931874,0.09165196,-0.7702527,0.42539385,0.009583228
0.06799414,0.6155628,0.3357628,0.3645379,0.3748045,-0.12588318,0.030098476,0.9053945,-0.42776835,0.90036154,0.6571665,0.46065116,0.5004007,0.4945706,0.78650105,-0.15725954,0.4448558,-0.37184235,0.5322274,0.46813443,0.21061906,0.020868035,-0.20108342,0.20201676,0.6286203,-0.38147762,-0.8827654,-0.10309674,-0.40476206
-1.7867302,0.46534342,0.6847808,-0.7617281,-0.1511061,0.36694968,0.23264027,0.46961984,-0.044332977,0.924046,0.6746054,1.1700356,0.07312581,-0.88802004,0.6447175,0.5032786,0.58743876,-1.9322082,-0.11274604,0.92932236,-0.44747263,-0.38578662,-0.30454803,0.99582064,1.4414818,1.7785937,-0.689822,-0.4545979,0.6347636
-0.42091635,1.247123,0.32197517,-0.4605352,-0.30460754,-0.23121575,0.328572,1.6588211,-0.36193442,0.17062907,1.0598255,0.48111713,0.7394914,0.1633605,0.6595868,-0.17301583,0.3816788,-0.43463787,0.23712473,0.93180656,0.22350214,-0.86819273,0.22051848,0.26900515,0.7022769,-0.08117709,-0.23136859,0.4705527,-0.6572815
-0.0008438405,-0.1253929,0.82061553,0.13687313,-0.035052396,0.17702694,-0.01905542,0.46254292,-0.010244883,0.31484857,1.2448118,1.1720649,0.011712704,0.49791393,0.016719045,0.13201705,0.38817638,-0.46851364,-0.2862232,1.0264884,1.0394201,0.16909647,-0.069344535,-0.06944576,0.05203347,0.103122,-1.1325831,0.15643954,-0.5695322
-0.35182863,-0.33472967,0.71733826,0.11001767,-0.07150423,-0.22800359,0.12709029,0.5204289,0.027524456,0.22669096,0.9399363,1.3697946,-0.17057815,0.60744345,0.009392344,-0.1660142,0.022135772,-0.9197171,-0.023880828,1.0052135,0.7578246,0.28144452,0.21261287,0.1480243,-0.27906036,0.063085385,-1.1783563,0.34645936,-0.67725366
0.37081647,0.30320987,0.55749756,0.4582079,0.41823184,0.49177465,0.48130694,0.8579433,-0.012194542,0.5333904,1.0460321,1.0400726,0.19250719,0.54309165,0.47418028,0.14621615,0.6958609,0.13887759,-0.18269654,0.38392535,1.3559464,-0.50149494,-0.65308315,-0.29911143,0.7898189,0.35671473,-0.89352524,0.43778947,-1.4502268
-0.10814477,0.34709263,0.1924504,0.060465697,0.46742368,0.5388804,0.17385139,1.1523017,0.32165053,0.30394235,0.90835494,1.219991,0.4937635,0.5853454,0.856092,-0.5371784,0.463881,0.33888465,-0.42196932,0.1620172,1.1369545,0.08826547,-0.7231354,-0.31784216,0.73726517,0.1972083,-0.44197562,0.4427048,-1.2470592
-0.0763494,0.41116714,0.19914259,0.05052763,0.4169577,0.7038335,-0.022402015,0.98809296,0.1932249,0.1546955,0.54452544,1.1848172,0.35695514,0.7377385,0.79438674,-0.44265914,0.7818873,0.3733188,-0.51103663,0.36116245,1.002276,-0.016149461,-0.6841861,-0.22472273,0.84784526,0.22867118,-0.45292836,0.48012877,-1.3096548
0.029375738,0.4666088,0.43607974,-0.0050370097,0.6189939,0.3224259,0.13536766,0.8831597,0.3225935,0.057926893,0.81007856,1.1292686,0.7083867,0.70466405,0.6670548,-0.57489777,0.59060925,0.28147143,-0.15428817,0.059448853,0.7864482,0.12420156,-0.6160685,-0.6025672,0.73141164,0.483714,-0.4265449,0.61158824,-1.3954525
-0.09504748,0.17855226,0.40986478,-0.06310691,0.60710347,0.5993337,-0.23619026,1.0872436,0.19577791,0.15476574,0.9940376,1.2744597,0.44351646,0.6177474,0.51265657,-0.47599196,0.5569119,0.3699083,-0.2957703,0.5416341,0.9110161,0.31581804,-0.565948,-0.3605831,0.52710474,0.08689075,-0.44412148,0.49573585,-1.0260624
-0.1926166,0.41641587,0.038164355,-0.06685112,0.24337986,0.5268723,0.15045185,0.83680457,0.23666649,0.25478828,0.8544464,0.9722893,0.49311474,0.6821029,0.8780749,-0.62050444,0.60095304,0.35187882,-0.34593987,0.21866305,1.0802172,0.17249721,-0.8778958,-0.6057734,0.6577488,0.28608632,-0.336812,0.45586628,-1.1412963
0.19333288,0.2531841,0.641045,0.2535109,0.42872182,0.46738002,0.33305147,0.7526268,0.3116313,0.6144077,1.0916516,1.2009599,0.17759377,0.44647402,0.5238754,-0.029027184,0.53722984,0.10611156,-0.38658237,0.41819012,1.356981,-0.51421547,-0.59910977,-0.2347724,0.6754248,0.3021412,-1.1034167,0.38625506,-1.435842
-0.13447484,0.51904726,0.16993983,0.13258548,0.44843432,0.42617968,0.30605713,0.95832884,-0.031170636,0.0048052804,0.97330225,1.0841122,0.68357325,0.82152534,0.6430633,-0.53354853,0.7000098,0.33992887,-0.42890033,-0.06484431,0.79442126,0.12922539,-0.83370614,-0.3781031,0.8749633,0.47441128,-0.41982,0.5741178,-1.0840713
-0.113346554,-0.07580408,0.54924124,-1.1594952,0.65950656,0.0687269,0.85813314,1.0860096,-0.15021588,-0.020522516,0.50841266,1.5342295,-0.52075875,0.91456974,0.36918953,-0.6034076,0.37639707,0.1360494,-0.07992177,1.2078365,0.7240985,0.46793118,-0.6541954,0.32091323,0.70962274,0.2133545,-0.4029357,0.85595125,-1.1520197
-0.25559428,0.28037155,0.20600024,-0.02918135,0.36411723,0.5647556,-0.06530043,1.1692598,0.17360446,0.38888264,0.7051966,1.2903558,0.68107134,0.5747998,0.53822607,-0.43018255,0.47940126,0.25324056,-0.370905,-0.07307965,0.7795957,-0.077274546,-0.7661547,-0.33954793,0.89290214,0.07387558,-0.36220416,0.434711,-1.2409399
-0.26777795,0.47607335,0.16424513,-0.14601554,0.5077727,0.45789635,0.16893038,1.082536,0.3487087,0.21211128,0.7623642,1.1239597,0.6161113,0.59201616,0.87598705,-0.5167513,0.39490446,0.30903256,-0.3493035,0.020044165,0.9080243,0.12617134,-0.71909595,-0.2736973,0.7763598,0.11853908,-0.33376998,0.4550341,-1.1379347
0.08754496,0.5566377,0.09716229,0.09862728,0.4733398,0.43484512,0.002623595,0.9658213,0.15689227,0.1917432,0.8115277,1.3197197,0.6632471,0.769609,0.75631815,-0.53635126,0.40754485,0.17576626,-0.29209527,-0.12284646,0.9062701,0.21785243,-0.7325704,-0.49201363,0.6011588,0.18405631,-0.20991658,0.61261576,-1.2565249
0.33274677,0.14928776,0.5497722,0.42507368,0.4432296,0.41588762,0.45072973,0.8191773,0.08570932,0.5759423,1.0603703,1.1183333,0.39192733,0.713117,0.68708396,-0.09244544,0.50464994,0.04386283,-0.21886235,0.46582997,1.3442395,-0.39077148,-0.57205874,-0.3565527,0.73933876,0.41061854,-1.0162956,0.4318982,-1.4157423
0.061529856,-0.5674284,1.032143,0.19935556,0.07985798,0.05391887,0.12862413,0.7058981,-0.28889588,0.3216455,0.821835,1.2092626,-0.10965564,0.73256457,-0.25416413,0.12252602,-0.009778419,-0.8522886,-0.0718876,0.9465519,0.6281727,0.068463065,0.31831977,0.06334997,-0.3433283,-0.26339918,-1.1803972,-0.06304839,-0.8087785
0.27139187,-0.34744945,0.9941257,0.08883405,-0.014491277,0.1905492,0.19132362,0.4556593,-0.15442969,0.404491,1.2940192,1.2629644,0.18065274,0.3960582,-0.413745,0.2103817,0.18767856,-0.41016763,-0.49784383,0.8785996,0.91672456,-0.21429558,0.0539616,-0.07790189,0.09184543,0.044982713,-1.3299401,0.011727727,-0.85567015
1.1089928,0.45258287,-1.0417999,-0.5339899,0.8148915,0.014359349,0.2638568,0.5767823,-0.04807263,0.55331427,0.149981,0.9360698,0.39306843,-0.18231595,0.7231308,-0.24582691,0.4633164,-0.23502181,1.2800364,-0.0114268195,0.541926,-0.07801426,-0.6354936,0.32462394,-0.5147856,0.7119059,-0.18657428,0.50328356,0.1962803
0.10841561,0.7774822,-0.28591782,-0.68519104,0.5211748,0.61480767,-1.3277891,0.6270126,-1.1541873,0.5447014,0.6171541,-0.5673982,1.0066401,0.10227818,0.5652781,0.15551531,0.20745456,0.02222009,-0.16563325,0.36243796,0.85711575,0.88341314,0.42937395,0.025702976,0.28893125,1.080693,-0.72600156,-0.60549176,0.008556649
0.28419334,0.2859523,0.03457134,-0.9599766,0.4625732,0.50189865,-0.8981003,0.8463336,-1.3066019,0.38143724,0.25089303,-0.19521566,0.8205795,0.3325973,0.3080446,-0.19628929,0.38932437,-0.5126139,0.35691375,-0.063784525,0.2855654,0.74380475,0.086027205,-0.025689369,0.45309958,0.22268005,-0.63755953,0.22148731,-0.10640961
0.43651256,0.6454094,-0.2785509,-0.80440533,0.4620798,0.47050756,-1.3932933,0.6423121,-1.0725831,0.5125685,0.6806052,-0.49737015,0.9651297,0.115482464,0.62148833,-0.22282833,0.22801694,-0.11567721,-0.1773571,0.4485066,0.89110327,1.0480943,0.3636261,-0.2226194,0.38762942,0.90092057,-0.59016913,-0.25374025,0.16382009
0.72292703,0.5673295,-0.25786364,0.2174191,0.8392916,0.38899156,0.42719033,0.44353577,-0.42481607,0.97462934,0.32776737,0.36464694,1.0286533,0.7007389,-0.4302013,-0.18833208,0.2704936,-0.09962728,0.83063996,0.081648424,0.60101765,-0.09389261,0.15788434,0.5073746,0.20074898,-0.029562352,-0.29653826,-0.13258196,0.07499161
0.85542923,-0.075241625,-0.2892018,-0.6278783,0.9382409,0.26339123,-0.46651652,0.6198333,-0.6489212,0.6836951,0.45065746,0.56647164,0.51997787,0.39350823,0.031890966,-0.066084154,0.5291204,-1.0009446,0.5597682,0.38920265,0.23115659,-0.031035656,-0.25368825,0.23036657,0.21616809,0.79560184,-0.53162813,0.29556292,0.34418428
1.3229922,0.58743167,-0.151888,0.15204918,0.99347365,0.19749537,0.07242336,0.44400093,-0.6209778,1.1143926,0.4270693,0.50910515,1.4307784,0.916638,-0.46128532,-0.09049899,0.19760907,-0.6208147,1.0978789,0.35585535,0.82481205,0.016627086,0.04106133,0.7393855,-0.04910606,0.2713612,-0.42299378,0.15306817,0.119957425
0.19850853,0.009003757,-0.48514214,-0.9149779,0.330998,-0.3476316,-0.6471402,0.746741,-0.7543367,0.86225986,0.22777718,0.9293802,-0.2687573,0.88518035,0.28534013,0.25295556,0.79649484,-0.6154395,0.8730931,0.05257935,0.6103953,-0.16427054,0.19876097,0.1215612,-0.013144745,0.57659996,0.10820217,0.6871089,0.8440088
-0.26776436,1.406604,-0.72515035,-0.5956325,0.22114143,-0.024114128,-0.83575386,0.71734023,-0.9510396,0.8416152,1.280257,0.7318696,0.12423696,-0.102289855,0.032885246,0.23248836,0.34995976,0.40281022,0.6781529,0.4346318,0.7424646,0.23303393,0.73848516,0.306875,0.19588773,1.2194952,-0.114099786,0.25786066,1.3762803
0.15638399,0.6645747,-0.38857597,-1.082016,0.27765018,-0.09347829,-0.4248148,0.89392775,-1.1488986,0.6417853,0.8050516,1.0924624,0.048909996,0.36204052,-0.22172396,-0.038724516,0.5717138,-0.27794147,0.8904442,0.14950567,0.28411135,0.2801784,0.3133261,0.18385284,0.35181478,0.37761483,-0.2314331,0.9700806,1.0418117
0.11907338,1.1008793,-0.57498115,-0.8554874,0.13162251,-0.38739243,-0.99954236,0.5355864,-1.0038974,0.7800472,1.237679,0.8316324,0.10493142,0.061922297,0.23602372,-0.04815447,0.30155247,0.17363231,0.48971716,0.7089805,0.76882,0.5600203,0.71585,0.06320127,0.33315983,1.0447477,-0.02489993,0.49323732,1.3913543
0.70044994,0.49294966,-0.91140467,0.23651393,1.1194439,0.78008944,-1.108632,0.8707238,-0.3393091,0.5466646,0.92297125,0.018885532,0.029220538,-0.25445035,-0.45046836,0.64572555,0.7380808,-0.6270978,0.54415613,-0.46833083,1.0155265,0.046574015,-0.49098927,0.034176473,-0.24942704,0.23375069,-0.48298553,0.64481986,0.09370372
0.70440185,-0.026821041,-0.26036492,-0.5376468,0.93435943,0.21797669,-0.46683672,0.638509,-0.6765088,0.7916872,0.4632101,0.5463492,0.6778468,0.4332896,0.049622968,0.0019226831,0.5947169,-0.9465844,0.63653415,0.38449076,0.244457,-0.050711114,-0.17078348,0.27354413,0.09694551,0.7202014,-0.4658731,0.3178239,0.34092355
0.11158816,0.6211953,0.23495792,0.8572172,0.32263896,-0.6535989,-0.7401099,-0.39162433,-0.43594402,0.6840437,0.6114419,-0.6089576,0.46348283,0.21715061,0.9342979,0.44983542,0.41207874,-1.178953,0.32584658,0.12752339,0.10029643,1.0025023,0.108056895,0.5808208,1.4826616,-0.17741151,-0.66057783,0.3527563,0.611407
-1.7844565,1.4281901,0.90511435,-0.15803194,-0.52255034,0.24003367,0.120655425,0.95932305,-0.2618777,-0.12837753,1.1995246,1.0009061,0.10709126,0.6467024,-0.4813269,0.5422888,-0.22531208,0.05491464,-0.43644682,1.8649753,-0.8546833,0.30345544,1.367113,1.1883513,1.0367272,-0.5860444,-0.17562011,0.61714065,-1.8483161
-0.72847784,0.22970411,0.98298013,-0.5629322,-0.6677404,-0.07249838,0.14956646,1.6465367,0.3584334,0.3347821,0.4434412,0.2893873,1.1655991,1.3503515,0.51227266,-0.44683066,-0.18737216,-0.6375753,0.7916148,1.5539379,-0.32574823,-0.809757,0.51353943,0.060485303,0.49646294,-1.3952084,0.12869544,0.49459165,-1.7462851
0.6525224,0.12673578,-0.058085017,-1.0022446,0.1602755,-0.6841136,-0.41996926,0.6201639,-0.64522624,1.173335,0.35847613,-0.029839873,0.7266127,-0.24402869,-0.75551593,-0.30614242,0.23990622,-0.15969262,1.016583,0.867739,0.10027809,1.6991501,-0.9448091,-0.4926242,2.0514417,0.7619041,-1.9701998,0.63530684,0.09545868
0.7631214,0.040589232,-0.016020125,-1.027758,0.08390715,-0.6288251,-0.43126714,0.46875224,-0.46893802,1.0728271,0.44014728,-0.211845,0.7052195,-0.12437506,-0.715339,-0.12459668,0.2298892,-0.119679146,0.85404736,0.7428269,-0.023329183,1.6610717,-0.71997863,-0.450281,1.9714016,0.9079783,-2.0887494,0.54971176,0.28152853
-0.0078128055,-1.5394198,0.018422062,-1.5044795,-2.1620038,-0.24588868,-0.7516827,1.3020356,-0.74171215,0.5815555,-0.67875123,0.48728824,2.1027076,0.95927,0.453863,-0.44363886,0.28317297,-2.3278701,0.65376025,1.0475616,0.06691303,2.0694156,-0.8834366,-0.29171678,1.367889,-1.8332132,-0.0569322,0.5956084,-0.3284394
