p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28
0.66024286,0.6220398,-0.031500988,0.013768901,0.5461787,-0.5787843,-1.3363308,0.54645,-1.2630647,0.45979485,-0.4533268,0.39990586,0.7938381,-0.4253804,0.45883968,0.5669368,-0.23105526,-0.5326961,0.70453334,-0.08858744,-0.015081199,-0.39008304,-0.48969525,0.4614721,0.5051895,0.4208954,-0.20557415,1.1402634,-0.59940743
0.6004954,0.5415829,0.007155261,0.048876353,0.5064486,-0.5064526,-1.2138209,0.35661447,-1.0688835,0.44901028,-0.33396026,0.25141487,0.5890626,-0.522893,0.4951284,0.55018485,-0.10922084,-0.61139894,0.64000684,-0.051080983,0.012505797,-0.4377193,-0.44217595,0.25045452,0.47560853,0.33629084,-0.3256529,0.8706499,-0.52110803
0.005594343,0.09228517,-0.6595248,0.45233643,0.072361134,-0.732383,-0.4239775,0.35854933,-0.7389541,1.742941,1.9354827,-0.75089425,1.4097332,0.46264064,0.26583925,0.092292674,1.9445169,0.60348994,0.86417425,-0.74309325,-1.0304042,-0.11561274,0.21476075,0.64264405,0.7362609,0.26868895,-1.0202928,0.48569503,-1.1442344
-0.23339412,0.74785787,0.26138172,0.4145201,0.27221844,-0.13175617,-0.37150383,1.0746716,-1.1972797,0.29929894,0.7294353,0.18069762,0.19694255,0.063238576,-0.21414673,0.0005746084,0.21212547,-0.017157385,0.3881977,-0.09539237,0.40501246,-0.38660106,0.25279665,1.1175529,0.9219335,-0.3701644,-0.47534302,0.44485843,0.047062386
0.6091365,0.22340007,0.5587099,-0.05010072,-0.46288344,-0.58361155,-1.0366765,-0.0061676437,-0.75065154,0.19370487,1.300537,0.038407285,0.28857443,0.43871087,-0.11550286,0.63294053,0.6059655,-0.7170094,0.099608414,0.19577047,0.47542596,-0.1054982,-0.26339868,-0.535402,1.3234966,-0.22038034,-1.7115462,0.07328257,-0.65936327
0.6143415,0.30612105,0.42319688,-0.0959177,-0.49177194,-0.65633225,-1.014008,0.02780688,-0.8823557,0.10822067,1.2291856,0.0504078,0.33628508,0.4585098,-0.0823717,0.6705402,0.43593073,-0.7100865,0.21415514,0.3359102,0.47841746,-0.12594816,-0.34534177,-0.59258103,1.2906373,-0.15366343,-1.7735603,0.22162151,-0.65111077
0.4243123,-0.55996805,0.4961005,-0.5367525,0.06081273,0.4680909,0.31984106,0.8573225,-0.80837,0.949813,-0.14058296,1.0993458,0.15534177,-0.33973497,0.500262,0.38659748,0.905963,-1.7715907,0.20941727,1.0411273,1.3142166,0.53668797,-0.27334008,1.3180797,0.7135361,0.41075408,0.24610512,1.53028,0.517657
-0.2686633,1.0407796,-0.04090123,0.27093536,-0.26402363,-1.3104726,-0.5629311,0.42140183,-0.54163915,0.9098825,0.89376915,0.7333375,0.32653937,1.0386629,-1.1624314,0.24173175,0.14575408,-0.8071136,0.5334,0.42636007,0.20369044,0.6833803,-1.2971841,-0.12447508,1.4921128,-0.96815395,-0.20762506,0.40002555,-0.7751592
0.2840183,-0.072647266,0.01885811,-0.72682506,-0.13339847,-0.8464818,0.28162867,0.9358664,-0.08740777,0.7368456,0.29830942,0.05700887,1.4006311,0.6850926,-0.19532889,-0.22605121,1.2939907,0.35928997,0.17542733,1.1789085,-0.91676784,0.529948,-0.18924713,-0.019277716,0.620175,0.37865168,-1.0558406,0.1948075,0.51014966
0.25795808,1.3696059,0.16174532,-0.014833516,0.7626846,-0.24238136,-0.2286781,0.3778992,-0.037772425,0.39555106,-0.53079134,0.43549058,-0.008895779,0.69954205,0.4482876,0.27007446,0.0005533265,-0.21741864,0.2614199,1.1603082,-0.3044784,1.0932648,0.75090814,1.4851326,1.3316954,-0.23027432,-1.8301104,0.47476387,-0.27138218
0.891269,0.5372973,-0.6627028,0.5572276,-0.33543336,-0.21475308,-1.047468,0.6483047,-0.9491245,0.13786845,0.6691757,-0.38170135,0.4102887,0.4015673,0.3833492,-0.062247373,0.29475805,-0.9074989,0.44827008,0.36116457,-0.24985261,-0.6169861,-0.23412217,0.68079144,0.31325313,-0.636758,-1.1654452,0.16008236,-0.82015955
1.1338024,0.9072234,0.117677435,-0.8287974,-0.08475929,-0.3489666,-1.048737,-0.033612277,-0.3107362,0.9953316,1.005922,-0.2500284,0.086200655,0.121837,-0.65123326,-0.8014173,1.770082,-0.8876894,1.095363,-0.9068688,0.80547416,-0.24089183,-1.3073493,-0.6533732,0.58258796,-0.4002838,-0.20647764,0.6546668,-0.02017902
0.2949085,-0.10956796,0.8559463,-0.3028224,-0.039291155,-0.084046274,0.020941937,0.55482405,-0.57764554,1.5111709,1.1131657,-0.03015987,1.0877384,0.24747814,-0.36377248,-0.03818873,0.08541363,-1.3790593,0.28805682,0.40988547,0.7672602,-0.10664729,-1.5974748,-0.5063125,1.5866334,0.040017087,-0.9596461,0.6372709,-0.18437065
0.39076298,0.0104669295,1.0088184,-0.44539794,0.011683745,-0.6117576,0.008084418,0.35196695,-0.4110688,1.3320724,0.8085289,0.073481336,1.3782469,0.6842342,-0.16876842,-0.402635,-0.111062005,-1.8502599,0.06388363,-0.03525348,0.6379002,-0.29548144,-1.5682133,0.8101731,1.1006764,-0.16731928,-1.1718937,0.23259535,0.0037159424
0.5125993,-0.23954515,-0.13367517,0.42804778,-0.045214374,0.22324796,-0.02816883,0.7167584,-0.94124055,1.3303082,0.9565174,0.23782161,0.8133767,0.19411317,-0.8621712,-1.1022637,0.44769254,-2.2158654,0.6274607,-0.5118749,0.72801614,0.6208088,-0.07617171,-0.3705957,1.6955557,-0.506004,-0.4191915,0.016898692,-0.33231884
-0.030963054,0.83107716,-0.06528446,0.19749871,0.029951716,0.34730846,-0.2377408,0.3535509,-0.797514,0.3461011,0.17554319,0.4786503,0.68921036,-0.21135312,0.11282759,-0.09487294,0.9155043,-0.6298427,0.31705177,0.406531,-0.5689034,-0.3039523,-0.73773116,-0.34256822,0.46582156,0.111666985,-0.8629431,-0.5672666,-0.21786468
-0.03950286,0.7308878,0.20369098,0.3123017,-0.16849743,0.7317237,-0.26626047,-0.2132422,-0.7309366,0.062031664,0.12479786,0.57915986,0.9312973,-0.53507185,0.2395946,-0.059534237,0.37598643,-0.67560315,-0.17620847,0.24345873,-0.7568386,-0.6748302,-0.79334915,-0.30695546,0.8863258,0.016605137,-0.95048064,-0.5914842,-0.039936848
-0.37278038,0.37936908,-0.51090693,-0.7503971,0.65227646,-0.97156805,0.9324223,1.2186089,0.052800674,0.7275209,-1.202989,1.1821343,-0.52872324,-0.58723027,0.5571631,-1.2417971,0.33630368,0.2560482,0.529115,0.034533262,0.22317442,0.672144,-1.3991293,0.83724934,-0.70315766,0.54534566,-0.9552908,1.0227672,0.3216789
-0.04038884,0.43648162,-0.04426181,-1.0173312,0.90685505,-1.209276,0.39311475,1.327984,-0.047249958,0.39422506,-1.3391203,0.11206732,-1.4404814,-0.04255742,0.8445036,-1.1793638,0.63941735,-0.18192977,-0.35871124,0.4034522,0.41083288,-0.07565795,-0.8865677,0.5019639,-0.46755487,0.47235703,-1.283241,0.9557788,0.31692854
-0.42923832,0.6578513,0.39204302,-1.552184,0.30253392,-1.0215682,0.013450943,1.1406235,-0.60967684,1.0285791,-0.9050799,1.1103364,-0.6666032,0.25714114,0.15053968,-0.14172131,0.62780464,0.5801538,-0.073058434,-0.31235507,0.28258434,0.65894794,-0.20949888,0.6851676,-0.460645,0.5106567,-1.4937559,1.4100202,0.78215766
0.54010993,1.1818291,-0.3945425,-0.18459456,0.17207405,-0.84049904,0.69821566,1.5499288,0.15825562,0.8180662,-1.5937313,0.16613488,-0.024531158,-0.68985856,0.74271035,-0.93907726,0.69755477,-0.010796631,0.5577684,-0.4053246,-0.13631509,0.44419187,-0.94418335,0.51606333,-0.028960515,-0.38299778,-1.2925303,0.31519377,0.6797234
0.6392337,1.0845274,0.008997293,-0.50059825,0.31576905,-0.87427664,0.17109382,1.6857564,-0.16530873,0.56948876,-1.6115676,-0.6633486,-0.5734021,0.07894038,0.8871856,-0.8906348,0.94109005,-0.43541276,-0.19743596,-0.13381632,-0.027268153,0.04784899,-0.52828604,0.18651511,0.30156437,-0.40162605,-1.6442095,0.2553476,0.77868205
0.1935076,1.1594473,0.48970166,-0.76100045,0.2501093,-0.90949976,-0.043204762,1.327559,-0.4342928,0.8559472,-1.1253699,0.5874104,0.109685674,0.36965185,0.3233329,-0.26825738,0.66434264,-0.16640125,0.066342674,-0.30893928,-0.050913226,0.57789147,-0.1946042,0.56451434,0.4337038,-0.28506795,-1.7093598,0.62711245,0.9598715
-0.15500633,1.4334626,-0.22710833,-0.03865386,0.27896467,-0.13649367,0.3149266,0.93110394,1.0426029,0.250544,-0.26573968,1.0614735,-0.21937422,0.6397332,1.1680192,-1.2257255,0.7885274,-0.9218321,0.15075025,-0.65816987,0.29627508,-0.7159896,-0.3765683,-0.38596866,0.76837164,-0.8783389,-0.72151184,-0.10135744,0.7091287
0.45327845,0.27583012,1.2257488,0.47217563,-0.18692687,-0.07816177,0.56852597,1.7464286,-0.2808879,0.3836711,0.39051497,-0.15877004,2.1485853,0.055536624,-0.12708828,-0.35097373,-0.30613038,0.14486107,-0.34826973,0.6532143,0.3436069,-0.5708201,-0.88432926,0.5642788,-0.07489728,0.22015084,-0.4342867,-0.035141967,-0.52803653
0.4654604,0.11510534,0.8991487,-0.18255608,0.32821432,-0.0014200734,0.33216363,1.5303309,-0.8950588,0.35820022,0.52863747,0.22474146,1.4000528,-0.121304795,-0.061554495,0.046479836,0.07003694,-0.107834846,-0.5069025,0.36410305,0.07871035,-0.626096,-0.5233101,0.6033118,0.3235236,0.25774246,-0.1120152,0.37187356,-0.37375194
0.42049414,-0.06797496,0.75754803,-0.18885767,0.30759355,-0.07895037,0.38893074,1.5347065,-0.8514798,0.37512478,0.5998638,0.22930667,1.6669544,-0.16616313,-0.05273313,-0.15081821,0.075321525,-0.23307717,-0.47081426,0.50748384,0.15434256,-0.5339446,-0.55055636,0.74466544,0.24625857,0.21847408,-0.19678612,0.5043937,-0.4394088
0.5312749,0.8046067,-0.023547044,-0.4945894,0.74336964,-1.1921282,0.1549581,1.3427218,-1.179509,-0.16300762,-0.18472762,0.033694297,0.7468401,0.5102157,-0.07363141,-0.86348456,1.1380374,-0.15780415,-0.785915,0.008841204,-0.52197504,-0.6726462,0.051237583,0.29950854,1.4887165,0.9438272,-0.31525528,-0.40936884,-0.34187308
0.3781277,0.16903941,-0.5720644,0.36241204,0.19598779,-0.945671,0.40854052,0.9001482,0.22261916,0.17378762,-0.5587708,0.77461416,0.03475044,-0.07272082,1.1934116,-0.49914053,1.0062373,-0.6841803,0.4779299,-0.564847,0.14952634,-0.22250359,-0.9937572,0.45220956,-0.23394683,-0.22784214,-0.21928771,0.4277896,0.2315965
0.35916585,0.9081831,-0.30399024,0.3322451,0.33714962,-0.12341091,0.4561751,0.71108186,-0.33626437,0.5664908,-0.009989271,0.27162978,0.9313997,0.66348124,0.10688416,-0.61667234,0.44664094,-0.77769166,0.09228597,0.15960628,0.19500533,0.070288956,-0.33091584,0.49735656,0.3100188,-0.48552656,-0.5928395,0.42551175,0.22033149
-0.40875083,0.07842836,-0.17076737,0.48255357,0.30950007,-0.6523433,0.19400066,0.574047,-0.3960499,0.85258996,0.48645985,0.47789034,0.75902224,0.20879768,0.040972594,-0.7532188,0.5825081,-0.44319975,0.118594915,-0.091179684,0.44485357,0.19820055,-0.29541156,-0.3279504,0.4413864,-1.0468825,-0.623478,0.4084027,0.303234
0.5720183,0.5688509,-1.1975245,0.91241413,-0.22980683,-0.7888966,0.09241323,1.5374966,-0.8179507,0.74158365,-0.27922174,0.76023656,0.4721846,-0.8664805,1.2481337,-0.92369264,0.54717153,0.45032886,0.8162567,-0.82792985,-0.38932085,0.2293359,-0.63637376,0.4111535,0.25737798,-0.7536935,-0.57126915,0.3730474,0.43222398
-0.59495384,0.18041623,-0.5166563,0.6406291,0.4701497,-0.5582115,0.3196802,1.1224277,-0.5332435,0.9871855,0.60242426,0.43170914,0.79740936,0.22020866,0.078983635,-1.1651686,0.68306595,-0.47738454,0.19876918,-0.39480338,0.6392072,0.2811481,-0.39958537,-0.4758238,0.21054198,-1.5338993,-0.66494054,0.5958673,0.62009555
-0.32770902,0.61660886,-0.75333923,0.80098003,0.40276733,-0.47389087,-0.6740872,0.82024276,-0.14729093,0.26252648,-0.14894286,1.1793541,-0.6034843,-0.42643932,1.7445989,-1.0882773,0.5455432,0.4917819,0.011107766,-0.7680897,-0.41300392,0.4054572,-0.9446491,0.37265712,0.28347832,-0.3445108,-0.5792911,-0.36551332,1.3156248
-0.7012745,0.57253844,0.039506942,-0.45476457,-0.023569033,0.22094071,0.029811965,0.4329477,-1.0752945,0.10659417,0.60381454,0.35895315,1.2419178,-0.048641846,0.1312941,0.022073466,0.7452238,-0.6571347,0.3877293,0.47946683,0.75978154,-0.5491624,-0.102492034,0.27869722,-0.3954657,-0.5244226,-0.9394822,0.6553209,-0.515485
0.7607202,0.49358952,-0.3045893,0.07567892,0.46732044,-0.38461348,-0.3005738,0.66165304,-0.4766519,0.32749584,-0.26245233,0.6436465,-0.071520105,0.56598943,0.4017512,0.09416457,0.15563473,-0.32112443,1.3215399,0.62290525,-0.27279472,-0.28707364,-0.1991836,0.48653552,0.9593332,-0.5731997,-1.3814459,0.49589503,-0.49734026
0.67972636,0.45747334,-0.41542998,-0.050789647,0.38171533,-0.09968129,-0.19822034,0.8676863,-0.35708752,0.3082817,-0.264113,0.6032503,-0.1651791,0.4247114,0.46425825,0.17457272,0.25607163,-0.20247838,1.4270272,0.6246018,-0.32475644,-0.18519743,-0.16049846,0.23135528,1.0564767,-0.48304147,-1.4554228,0.23561503,-0.34580138
0.5924536,0.6760704,-0.40827703,0.11794322,0.2735,-0.08811009,-0.23594926,0.54323274,-0.20430762,0.29183426,0.4696132,0.83316255,-0.1643629,0.8674107,0.64608204,0.09414538,0.5245794,-0.18552949,1.0779574,0.43938896,-0.24288297,-0.43258598,-0.18317118,-0.085646845,0.44494796,-0.04260008,-1.2130313,0.2647103,-0.22596188
0.61223257,0.6254471,-0.50535816,0.13249391,0.27404642,-0.03916031,-0.32625836,0.43301716,-0.215743,0.2829745,0.501971,0.8606041,-0.069718495,0.9011545,0.53503764,0.3301334,0.5302592,-0.38312814,0.9976528,0.53227526,-0.3408658,-0.53149784,-0.11523356,0.05142011,0.31020138,-0.17876685,-1.1827215,0.36713764,-0.10436313
0.28195477,0.41380292,0.051421486,0.04808502,0.7754392,-0.3152972,-0.16735628,0.631624,-0.16830428,0.51027054,0.06258267,0.15082851,0.2780142,0.10042539,0.67317593,-0.4229302,0.8074087,-0.3582879,-0.09315034,0.06655465,0.2827673,-0.40664238,-0.029235791,0.21124053,0.50481373,0.31506976,-0.5229066,0.051981978,0.10763791
0.76666975,0.34173375,0.24580246,-0.09355417,-0.3461163,-0.4665702,-0.3213097,0.19951962,-0.06648342,0.6571364,0.57750654,-0.05004276,0.14705297,-0.0930499,-0.41994423,-0.29928437,0.5724704,-0.180749,0.7134703,-0.0040811077,0.89187616,-0.2897019,-0.969913,-0.5780878,1.0653908,-0.25763676,-0.52266157,0.43526798,0.005819508
0.38544682,0.763125,0.71117455,-0.47970423,0.4651664,-0.44665128,0.41586283,0.8099602,-0.08716225,-0.053516645,0.5388505,-0.097787626,0.91200507,0.66022897,-0.4870714,-1.3797995,-0.14750965,-1.2729094,-0.2710207,0.0021677024,0.703718,0.069667354,-0.9595105,0.4245067,1.5594851,0.315871,-0.4831494,-0.14545786,-0.24557535
0.44983077,1.7787454,0.57461524,0.24233857,0.9494283,0.05494727,-0.22078149,0.16380884,0.48502055,0.023012986,0.32053542,0.7586492,-0.14331123,0.21130271,-0.15668492,0.340254,1.0222648,-1.408385,-0.018394174,1.2570044,0.13060294,1.2311193,-0.12954302,0.39973575,0.27511722,-0.27571982,-0.8131617,0.24680895,0.25233087
0.39732325,0.20188977,-0.6717704,0.38734,0.14716928,-0.86714363,0.4510226,0.90501064,0.30731338,0.30156958,-0.4451722,0.83466995,0.052072138,-0.034401387,1.0812782,-0.521659,1.0269094,-0.5945621,0.44524887,-0.6936119,0.16240202,-0.15294689,-0.9193795,0.44378135,-0.2099464,-0.29816818,-0.22144185,0.47274724,0.12361236
-0.08556251,0.3102622,-0.55226576,0.2644096,0.10090372,-0.6969066,-0.11746606,1.6584002,-0.7903628,0.82210195,0.038901307,0.66925496,0.22489831,0.45073062,0.8418401,-1.721186,0.6596425,-0.7604251,-0.21973914,-0.91893727,0.18095823,0.3969716,-0.59489053,-0.33808354,-0.25508466,-0.8898355,-0.11452148,0.0009576305,0.5593218
0.4297855,0.46082953,-0.9431723,1.0545359,0.5581316,-0.34328797,-0.602976,1.1611035,0.017734954,0.23394926,-0.07272241,0.19050446,0.028468216,0.03284467,0.3673477,0.17765416,1.1905302,-1.0011474,-0.059256647,-1.1993581,0.61801827,0.12527633,-1.1364118,0.20379147,-0.29043227,-0.45256102,-0.45042577,0.7427245,0.286169
0.05475604,0.75478196,-0.37969545,0.12609884,-0.7122213,0.11898044,0.88377506,1.234539,-0.71491873,0.9567716,0.54358196,-0.5099783,0.71997213,0.4127427,0.85391146,-0.44741336,0.1677071,-1.2781932,-0.047078438,0.2669177,-0.7922732,0.4451888,-0.3405731,1.1817497,-0.64647037,-0.06711114,-0.072369814,0.4190534,-0.43039626
0.08138379,0.8616608,-0.39329585,0.14442804,-0.5551293,0.19275898,0.7850825,1.3737049,-0.7876255,1.1153461,0.34771597,-0.5299941,0.6258816,0.37244138,0.91816735,-0.6011039,0.42793626,-1.4777255,-0.08584514,0.33141428,-0.7045261,0.5760698,-0.18385988,1.3598076,-0.70434034,-0.26822662,-0.05756102,0.40637425,-0.50189596
0.067756295,1.1255056,0.30125728,0.48580012,-0.5738289,-0.5545865,-0.40678152,1.1283073,-0.8915878,0.1917039,0.79207706,0.18862037,0.70587206,0.30358875,0.6109003,-0.019084832,0.73275363,-0.6868728,0.0025684973,-0.45506418,-0.020296395,-0.13875653,0.33987403,0.9104049,-0.5521079,-0.44111237,-0.20905857,0.27713543,-0.04863214
0.4477078,1.1599265,-0.25977826,0.17051765,-0.105600946,-0.8253745,-0.04567316,0.91784316,-1.3945864,0.4188292,0.16920774,0.52774465,0.46877375,0.48707458,0.9566295,0.15647337,0.7943814,-1.3984199,-0.56910956,-0.9031478,-0.5986639,0.08119115,-0.16298917,0.6472088,-1.112388,-0.93315583,-0.21912129,0.27927095,0.0065139844
-0.188205,1.1415424,0.7240493,0.53055346,-0.8175342,-0.41460222,-0.6678642,1.3468953,-0.7828037,0.39551935,1.122523,0.3738113,0.041904617,-0.5589036,0.6241634,-0.44652098,0.8603956,-0.7308578,0.039518263,0.014134088,-0.27624598,-0.28065073,0.20174547,0.79221255,-0.2422026,-0.38242495,-0.42695904,0.10770945,0.28915673
0.063524626,1.5048103,-0.20154075,0.3152128,-0.6177747,-1.021053,-0.014994973,0.98829585,-1.1734622,0.5791237,0.5662976,0.8463897,-0.0028781062,-0.4933756,0.9621489,-0.53296787,0.7278443,-1.2190317,-0.9018371,0.05088849,-1.171778,0.25495508,-0.32275322,-0.1491137,-0.8577355,-1.1172793,-0.59976894,0.27494058,0.10685872
-0.074553885,1.4439582,0.5015933,0.70117944,-0.677739,-0.113069,-0.5146721,0.9691375,-0.73159945,0.6250647,1.415875,-0.16960356,0.31344464,0.0431261,0.5070655,-0.55544037,1.1949306,-0.8436503,0.30920294,-0.49288657,-0.31582308,0.13258882,0.21710618,0.99834174,-0.22620901,0.10107171,0.16213387,-0.040522374,-0.15666656
0.10614897,1.3260231,-0.21849051,-0.06747981,-0.054260846,-0.8664059,0.24849565,0.38390276,-0.9628544,0.7245145,0.43159238,0.44988245,0.21886192,-0.26057422,0.67218286,-0.26026028,0.46058896,-1.0202622,-0.6292804,-0.0064108693,-0.90090793,0.7510865,-0.61847717,-0.6060244,-0.52036685,-0.44226587,-0.46340975,0.60689026,-0.117223285
0.32778317,0.6580076,-0.116227,0.48583478,-0.6209029,0.15056533,0.6911449,0.9271921,-1.55236,1.5266864,1.7709981,1.6066458,0.2125673,-0.051858425,0.48635536,-0.43262935,0.02619642,-0.24909897,-0.0016574988,-0.37808934,-0.08563557,0.02000763,-0.71512896,0.8866143,-0.042971138,-0.37768835,0.46379128,-0.52391285,-0.4088258
0.6430803,0.67740005,-0.74290365,-0.48003787,0.084873945,-0.3269971,1.0226803,0.5900464,-1.9444262,1.5050558,0.6746258,1.9204304,0.012071316,0.14641654,0.7896192,-0.17182559,0.22586335,-0.97484374,-0.5884684,-0.73561853,-0.5810179,0.37612617,-1.3781815,0.17732124,-0.43271282,-1.0877756,0.13134947,-0.15572885,-0.2576287
0.20303704,0.16284156,0.20501156,0.101804204,0.120445065,-0.15759186,-0.2582638,0.9489498,-1.4039528,1.0127883,1.0617589,0.030544937,0.42138854,0.29958677,0.48694524,0.026393032,1.1213906,-0.75025815,0.29675055,-0.007018445,0.022125997,-0.322015,0.08891965,0.6542141,-0.5721431,0.040028848,-0.3936251,-0.5190153,0.5592777
0.17792092,0.52050155,0.4152713,0.08311564,-0.078448474,-0.3865071,-0.4236102,0.9973808,-1.2849232,0.41503924,1.0321188,0.048630226,0.55930316,0.35482955,0.65490156,0.18147123,0.87796825,-0.45612392,0.31114104,-0.17691314,0.13553557,-0.264708,0.09021323,0.6734564,-0.16753599,-0.0014518667,-0.42032462,-0.19889519,0.40703934
0.14886521,2.1837692,-0.6139012,-1.136756,0.24621229,-0.5659322,0.81860256,0.7073132,-0.7883328,0.62832487,0.7306948,0.43627936,1.2203735,0.37357804,-0.49374035,-1.7265066,0.95292485,-1.6152824,-0.29311773,-0.6169622,-0.17671989,-0.05412979,-0.26216418,0.28967124,-0.62362623,0.8175758,0.08260202,-0.4011485,-0.5940493
0.06107458,0.43873414,-0.2021915,0.8758163,-0.39366886,-0.07840374,0.32434693,0.84463406,-0.5963755,0.6630601,0.66778356,0.11478797,0.50648487,0.15693732,0.8427727,-0.083569154,0.42386204,-0.03652089,-0.15997915,0.23338142,-0.4062033,0.34963936,-0.21760145,0.82234824,0.04096369,-0.0051085963,-0.24152748,0.21114893,-0.38339424
0.02283375,0.7114858,-0.30099505,0.8786921,-0.3598339,-0.081556804,0.3779625,1.1059878,-0.753141,0.90214044,0.7235108,0.2911645,0.59822637,0.038944993,0.7262897,-0.14032137,0.61014557,-0.33249572,-0.3842928,-0.12673165,-0.5549056,0.21473452,-0.27773538,0.5122426,-0.17921247,-0.19835421,-0.32216558,0.22752696,-0.5790751
0.0005971084,0.4985796,-0.1400664,0.7607009,-0.308563,-0.13185133,0.29257166,1.0056238,-0.60462147,0.6678998,0.64075005,0.1316319,0.561167,0.07447565,0.85838133,-0.09580036,0.5266854,-0.17579345,-0.18810984,0.14673497,-0.41946292,0.29551923,-0.26956543,0.6184245,0.014791563,-0.027405733,-0.31391054,0.2947895,-0.43483853
0.097586475,0.65941846,-0.2342356,0.9792246,-0.41756484,0.022835968,0.31817368,1.2121692,-0.84223294,0.99835277,0.84388375,0.27299258,0.58815587,0.039962,0.83946407,-0.24178734,0.5298713,-0.38647765,-0.21245444,-0.017221987,-0.58653146,0.20070393,-0.31823388,0.9208644,-0.13117139,-0.19586767,-0.19149765,0.1470513,-0.43027732
0.13427351,0.5901881,-0.11326294,0.85946095,-0.33545303,-0.027879234,0.30392575,0.988105,-0.5212018,0.7256583,0.5754138,0.27745122,0.46868238,0.011979623,0.72369975,-0.08184261,0.61589676,-0.21522523,-0.18029156,0.096632056,-0.4644451,0.32509196,-0.3147434,0.7900154,0.0271802,-0.1102409,-0.3342881,0.2394101,-0.471438
0.12814847,0.5535089,-0.3035971,0.94617784,-0.40361094,0.032688882,0.5066911,1.0103557,-0.76558053,0.96238655,0.8307361,0.21149142,0.5891696,0.15804096,0.8578005,-0.053464845,0.3727356,0.023247221,-0.20661101,0.22526486,-0.5497782,0.37507308,-0.4301329,0.827225,-0.07650034,-0.05609125,-0.30571324,0.24724473,-0.5227056
0.0729063,0.41819575,-0.33994457,0.8013246,-0.28176624,-0.0005395497,0.59354687,1.1518556,-0.8186,0.9474039,0.6851199,0.35182568,0.5007269,0.041569427,0.8603844,-0.09595778,0.500624,-0.16577575,-0.012611598,0.17391795,-0.6093371,0.31170276,-0.4181729,0.8810566,-0.107228935,-0.18502176,-0.43419033,0.22105028,-0.3554061
0.07228594,0.63195455,-0.16667211,0.765643,-0.3859553,-0.14257863,0.39040658,1.0786242,-0.6395807,0.7783805,0.71406454,0.26965258,0.5769474,-0.014083125,0.7046555,0.025567835,0.57877845,-0.0776274,-0.11727771,0.23755366,-0.5175579,0.39880416,-0.2535036,0.81675225,-0.014402137,-0.15040201,-0.43526012,0.29517937,-0.36597502
0.1454179,0.68278384,0.64843506,0.727256,-0.071962014,-0.7243942,-0.012494312,1.5541834,-0.24217139,0.28933665,0.023070937,0.23951252,0.7487875,0.42090553,-0.21376434,0.11171811,1.132295,-0.4715086,0.18258062,0.15364416,0.26206392,-0.3534845,0.74240494,0.3223293,1.2468842,-0.2222794,-0.26452875,0.14315212,-0.017328527
0.3302309,0.9198309,0.9600122,0.6736788,-0.2270172,-0.57940227,-0.35340586,1.2795959,-0.43741333,0.21670485,0.07109143,0.087576605,0.8600052,0.18537633,0.009329854,0.1888321,1.3209504,-0.7270281,0.027416488,0.25592196,0.011598802,-0.69523287,0.62814385,0.36081854,1.2701949,-0.6425715,0.047351837,-0.052233327,0.073839955
-0.42872062,1.2344108,0.62337095,-0.43550342,0.8727227,0.09248098,-0.37559894,1.1252022,-0.12650092,0.06913997,-0.7095913,0.23641972,-0.009121046,0.50514036,0.020534288,-0.008441508,0.6614693,0.019202558,0.33422774,1.4048625,-0.7015392,0.7563931,1.1132767,1.8438876,1.1518966,-0.029554674,-2.1555777,0.592065,-0.79702544
0.21142969,0.63772863,-0.10827376,-0.3721106,0.55300105,-0.30092126,-0.041245624,0.6404391,-0.43251806,0.4269692,0.21762735,-0.07065551,0.3567735,0.35709414,0.494147,-0.14227965,0.42007896,-0.3282624,-0.19528945,0.27159825,0.37699687,-0.06897821,-0.114568576,0.02563173,0.60517913,0.14141384,-0.018870002,-0.21240519,-0.047685508
0.21485676,1.2427222,0.18589686,-0.57226,0.34413126,-0.6449479,-0.6421114,0.1488938,-0.39551067,0.92792976,0.47839987,-0.16932511,0.5802499,0.32468528,0.8115284,0.24882819,0.8513061,-0.9932449,0.295254,-0.20435594,0.0039806454,-0.026585897,-0.43501952,0.08434957,-0.06489322,-0.06779792,-0.41238427,0.37890768,-0.26584718
0.21400657,0.8146276,0.6991812,-0.79432726,-0.27549115,-0.5832762,-0.4981332,0.17640391,-0.5377464,1.0177412,0.28209546,-0.3439788,0.56418204,-0.21467663,0.66677004,0.24846646,0.48337454,-0.2733018,-0.019941768,0.28545383,0.37321663,-0.46375242,-0.34159777,-0.38967007,0.03073473,-0.449342,-0.51403886,0.3800352,-0.13692015
-0.37462845,0.58601433,0.055339098,-0.4608178,0.24467552,-0.33662257,-0.4951203,0.42107528,-0.012337494,-0.47119558,-0.0014939045,-0.013026147,0.10317685,-0.050011877,0.25650755,-0.5199999,0.5579583,-0.26579237,-0.3437158,0.059700917,0.14340052,0.702812,-0.29471496,0.021565827,0.7438786,0.14708202,-0.03858645,0.47780934,-0.30100372
