p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23
1.118917,0.08044591,0.7863585,-0.08168171,-0.55618644,0.3109977,-0.9724519,0.48067766,-0.3871029,-0.43048644,0.5898282,0.8044299,0.6162898,0.12071276,-0.10473194,0.28306392,0.33745456,-0.15383305,0.90706223,-0.51140743,0.16016932,0.048698988,1.3211379,-0.457612
1.0572976,0.084896095,0.8592494,0.08455974,-0.5175925,0.3039108,-0.97296286,0.5245398,-0.3319929,-0.49466422,0.66649157,0.68700904,0.5556795,0.059581313,-0.13548747,0.28690922,0.30494404,-0.11624756,0.98677784,-0.54029024,0.15592086,0.086312786,1.320475,-0.38284892
-0.57713294,-0.29278183,-1.0828224,0.13682395,0.33037648,1.3693964,-0.50847006,1.2063565,-0.07468524,-0.048660602,-0.0049392064,-0.029750913,-0.040723883,-0.17120342,-0.86631644,1.274622,-0.38085985,-0.13985507,-0.035622403,-1.3925544,0.86536896,0.007999163,2.4683769,0.97736716
-0.47859183,0.0144946715,0.05647376,0.18848585,-0.1748595,0.07568734,0.027360814,0.67393017,-0.052702703,-0.27726752,0.012122125,0.07065587,0.22026032,0.13592923,-0.1923677,-0.25488588,-0.011876372,0.14633961,0.11221976,0.01643774,0.09523492,-0.06705786,0.5309949,0.33946237
-0.44036123,0.26815748,-0.55405253,-0.26058605,0.006680754,0.2839124,0.09832113,-1.1863692,0.22613536,-1.0019605,0.5854089,0.8504793,1.1851733,-0.063101515,-0.6267204,0.53178084,0.7254594,0.5196601,-0.5244796,-1.3280877,0.7948797,-0.4799664,1.8658557,-0.55635136
-1.2058133,-0.06435852,-0.2960813,0.14795049,1.0086907,0.57984245,-0.42324007,-0.63076437,0.64005446,-1.7635728,1.116922,1.3530389,0.2275216,0.3247153,-1.2784016,0.7039177,0.6522053,0.29270196,-0.5206782,-0.6384308,0.20631619,-0.5048279,2.4626904,-1.2853607
-0.9003177,-0.50041354,0.7730209,-0.14445545,0.20595856,0.44768727,0.28416228,-0.02688489,1.0177298,-0.9861995,1.2759777,1.9736478,0.7258382,0.13486734,-0.35385087,0.35551554,0.9708461,-0.082134835,-0.2791561,-1.0426648,0.19444859,-0.20994784,1.838812,-0.4974086
-0.18372816,-0.034746066,0.15537612,-0.55634755,0.15614814,0.31883058,-0.2626011,-0.3063128,0.2927669,-0.87147754,0.8256892,1.1711247,1.0765737,-0.19933715,-0.37396064,0.45497444,0.6166478,0.66687673,0.18478093,-0.75521624,0.50983465,-0.1556465,1.7639719,-0.029372085
-0.89345014,0.683514,-0.3281767,-0.33818656,-0.6996252,0.18565546,-0.092283,0.5928303,-0.5921996,-0.038446795,0.5528303,0.6956239,-0.4299036,1.0420523,0.39746752,-0.47044232,0.49020812,-0.07306621,0.3226909,-0.51898843,0.14420153,0.820272,1.4762183,0.496668
-0.08666428,-0.8589972,0.68814546,-0.5855219,-0.9319166,0.31355524,-0.7253553,0.69849557,-0.6340277,-0.0620885,1.0898703,0.3493126,0.12658755,0.15468377,0.13103965,-1.3279358,0.57112545,0.6788707,0.26748064,-0.38496438,0.2790072,-0.51833683,0.7455486,1.0823622
-0.15536237,-0.460906,0.67363447,-0.5673568,-0.798897,0.12804575,-0.3119367,0.72294706,-0.48847303,0.52840835,0.85788447,0.42031732,-0.0027239574,0.08531103,0.66176325,-1.0334944,0.65557927,0.7122381,0.54330766,-0.30966395,0.22580658,-0.49119377,0.72884613,0.99141157
0.029337788,-0.41504616,0.61259294,-0.51709723,-0.8958554,0.024107302,-0.37344334,0.8510371,-0.45227286,0.11878965,1.043131,0.34300712,0.022004534,0.06038301,0.44031173,-0.93078303,0.7063882,0.75748456,0.56000996,-0.03370209,0.27052146,-0.48537028,0.709655,1.0281411
0.013903693,-0.51656604,0.33654213,-0.51325864,-0.793811,-0.049205553,-0.4731174,0.80210066,-0.4275731,0.028032433,0.695748,0.35872146,0.010988743,0.03715215,0.3829463,-0.80641764,0.6003772,0.71505326,0.5631533,-0.18739422,0.11039549,-0.46499863,0.72428036,0.8872391
0.04669914,-1.2707937,-0.004086803,-0.7058929,-0.5459623,0.24607036,-0.40579364,0.49138844,-0.46135598,-0.16725431,1.1625432,0.13261354,0.393721,0.19484596,-0.068406776,-0.15670805,0.1266685,0.40782142,0.50518954,-0.43713486,0.0016849086,-0.39737839,1.033153,0.34126744
0.10221157,-1.0846137,-0.21072026,-0.5995138,-0.34136108,-0.093474545,-0.30097613,0.5305989,-0.36798415,-0.20379315,0.8894476,0.16159028,0.23629881,0.22762416,0.19347654,0.13576472,0.13091493,0.18266016,0.6667415,-0.16897042,-0.45297545,-0.44880897,0.82550836,0.1719933
0.17031337,-1.0229918,-0.29372162,-0.4347605,-0.29569238,-0.18631628,-0.39846852,0.7953598,-0.5173161,0.0002932979,0.90232706,0.27099282,0.49544343,0.14270854,0.2609861,0.38683617,0.13866079,0.11220256,0.7404371,-0.20559314,-0.64634466,-0.57001686,0.89259714,0.11121441
-0.20302774,-0.6860851,0.12083175,-0.7204868,-0.7430026,0.37215307,-0.31042668,0.39706275,-0.31777757,-0.08308388,0.269845,0.033564527,0.26451838,0.3161144,0.15526998,-0.27941555,0.1564566,0.34806833,0.26562,-0.27814195,0.2169123,-0.35087585,0.8416987,0.6544486
-0.25047472,-0.6582127,-0.14622547,-0.69255376,-0.6706851,0.118481465,-0.19735014,0.589343,-0.25481194,0.05115415,0.15871471,0.23530467,0.18940721,0.23605977,0.46386647,-0.21993384,0.17380726,0.33006206,0.42834622,-0.3438679,0.12271529,-0.29805076,0.9170703,0.37960202
-0.14739192,-0.6351519,-0.20785561,-0.5612068,-0.5622168,0.22979657,-0.28565845,0.4680916,-0.24302647,-0.13602091,0.17800513,0.18671313,0.18193023,0.21305677,0.29462817,-0.032651175,0.14761254,0.3010339,0.47873878,-0.28080308,0.055723403,-0.30428037,0.9645835,0.45220888
-0.16283795,-0.7058963,-0.32760397,-0.5827772,-0.6181871,0.20326424,-0.34515458,0.55346525,-0.21222416,-0.22156648,0.051305167,0.2676279,0.2884483,0.2062576,0.3655747,-0.026975619,0.07979652,0.26533312,0.46641576,-0.39752823,0.023089677,-0.31603774,0.9977463,0.33968857
-0.31967083,0.09840141,-0.9681433,-0.32905084,0.34343362,0.17586127,-0.19219805,0.5645996,0.35557535,0.6021482,1.4172982,0.8394623,0.5548041,0.4370144,1.0537823,-0.036814507,-0.21048222,0.6222372,0.77315235,-0.59567416,0.3428501,-0.71060985,1.4161584,0.53823775
-0.23800711,-0.7132273,-0.4430011,-0.4253776,-1.2051643,0.13418424,-0.52282894,0.8577716,-0.22971492,-0.13090576,0.021191133,0.4004705,0.107975885,-0.5120682,0.12708348,0.17652905,0.0649524,0.8424762,-0.16472569,-0.17104526,0.18453826,-0.19148986,1.5203772,-0.9627264
0.58093023,-0.45633152,-0.099392526,-0.07567048,-0.10823364,-0.75706345,0.016115613,1.1372007,0.19818696,-0.19250289,-0.21725823,0.040158276,0.093132846,-0.3035738,-0.6688879,-0.20510268,0.12845932,0.39512947,0.068564236,-0.11433012,0.24232976,0.25903443,1.1308379,0.4612448
-0.22832082,-0.30374393,-0.2896239,-0.45347357,-1.1033024,0.24388894,-0.9042584,0.39751762,-0.7287016,-0.104204364,0.5732389,0.15078464,-0.13410017,-0.054630257,-0.19520715,0.57611775,0.9328282,0.52992254,-0.7183077,-0.19916385,0.6394628,-0.5826276,1.3129764,0.7105837
-0.47996506,-0.65528107,-0.36714506,-0.29753846,-1.0580618,0.14205575,-0.92735505,0.9727958,-0.08825681,-0.25083497,-0.16920125,0.124447964,0.33693182,-0.587728,0.08157967,-0.020266196,-0.10312438,0.7617831,0.12820429,-0.06188889,0.17140257,-0.2576984,1.3626467,-0.90349853
-0.14066854,-0.28311345,-0.29544842,-0.19646399,-1.0057478,0.12811299,-0.30974624,0.39149874,-0.22991392,-0.24901721,0.7328401,-0.08682451,-1.0914335,0.7704639,-0.12607789,-0.4235641,0.4376288,-0.09535804,0.96801347,-0.5426868,-0.36535105,0.02957718,1.7659215,0.2244799
0.6670769,0.13320602,0.006976038,-1.5258931,-0.58508486,0.58329606,-0.48295966,0.9203362,0.17482644,-0.3945197,0.4118812,0.70599765,0.5572396,0.68030006,-1.6586455,0.4113515,-0.48074976,0.6075979,0.29201156,-0.4776693,-0.4449871,-0.9753897,0.95080674,0.8962176
0.032399114,0.9224418,0.23098569,0.3240675,-0.13683474,0.5842336,1.008353,0.58191746,0.0022622396,-1.1443832,0.41272685,0.18770172,0.16383265,0.3689247,0.31427872,0.7078991,-0.8843357,0.33638945,0.93936384,-0.74236333,-0.69387853,-0.39354643,1.9958801,0.56580573
0.6631032,-0.3464673,-0.02701411,0.3213706,-0.6434032,0.9651506,0.11491355,1.5738224,-0.3574661,0.16140169,0.70159346,-0.3679804,1.1968167,0.27101737,0.13671887,0.40733927,0.51183254,1.6971267,1.0908309,-0.2413175,0.93895507,-0.22765407,1.8218409,1.5895987
-0.50051653,-1.0551085,-0.15868323,0.2228726,-1.2811248,0.9795004,0.2725591,0.8418373,0.6569119,-0.13426955,-0.7201923,0.8865029,1.1076626,-0.20733064,0.25903797,0.34518373,-0.9280867,-0.22236589,0.5200921,-1.0452241,1.5174919,-0.35431033,1.5401385,-0.27546102
-0.04147234,-1.2787718,-0.34931612,-0.51933354,-0.25197175,-0.016514653,-0.07552865,0.886413,1.3135248,-0.0076442305,-0.93774444,1.3254738,0.5038049,-0.42338985,0.7058666,0.28037742,-0.81917566,0.1946076,0.17101389,-1.0374957,1.0060735,0.14700705,1.2817146,-0.08479157
0.04844048,0.18297301,0.14453971,0.1906859,0.11027944,-0.8499599,0.24752757,-0.18587078,-1.1270095,-0.3086622,0.8089648,1.1792525,0.19834478,-0.7029275,0.48353836,-1.4540217,-0.04797484,1.5436246,0.0780744,0.28293315,1.075203,-0.3295894,1.1386304,0.87899977
0.099262305,0.03963541,-0.62645566,0.36444882,-0.02872052,0.0033210826,0.7615161,-0.0676035,-0.39062718,0.029759979,0.74382573,-0.36093315,0.33405307,-0.25899476,0.16185741,0.038573608,-1.0481379,1.1221523,-0.7091309,-0.46275717,0.8334613,-0.7460675,1.7630545,0.39416742
-0.06888014,-0.5550158,-0.7467873,-0.1416558,-0.55590457,-1.0385063,0.31136554,0.01445182,-0.48345742,-0.2785274,-7.368301e-05,0.45771924,-0.18324968,0.40550435,-0.41858312,-1.4218621,-0.72230256,1.039132,-0.13585739,0.21664569,1.3486109,-0.35962987,1.8782306,0.072041534
-0.13722818,0.067218594,-0.6625139,-0.3769955,-0.37096772,-0.6722699,0.62248594,0.038671356,-0.46870163,-0.32615066,0.30565506,-0.22579661,-0.053132083,0.023640178,-0.239461,-0.5113732,-0.8254824,0.6870809,0.30538297,-0.2312884,1.1572558,-0.7213444,1.7275914,0.3706434
0.26902863,-0.38257208,-0.792513,-0.54886687,-0.16311173,-1.0391147,0.8624018,0.1145056,-0.11847744,-0.12372942,0.15990563,0.18585005,-0.09229681,0.5835202,-0.42717606,-1.3944452,-0.5361416,1.2561344,0.107753105,-0.3247787,1.2836603,-0.596593,2.0492415,-0.19276272
-0.105183184,-0.607482,-0.18438554,0.6293375,0.31375778,0.0057805805,0.11786669,-1.1748949,0.039751932,-0.3544934,0.6520137,1.0267043,0.84509265,-0.5725665,-0.78510803,-1.095795,-1.3855356,0.6047659,0.26066262,0.039681166,1.7340797,-0.15722045,2.3835087,0.2781332
0.020161157,-0.19928575,-0.7343593,-0.23606905,-0.650416,-0.96024233,0.2544131,0.31933707,-0.19933736,-0.2403632,0.26869306,0.23053147,-0.23593563,0.36129305,-0.6465118,-1.0210924,-0.6001933,0.9808507,-0.05566696,0.13065879,1.4175204,-0.48079327,2.1985972,0.40121534
0.45403424,-1.1056006,0.46819356,-0.11413604,-0.23022646,-0.7874656,0.41158745,-0.46865517,-0.77958155,-0.18268944,0.7120115,0.78553575,0.9359212,-0.39088067,0.29851553,-1.2487882,-1.6690547,0.88122624,-1.1606565,0.8378003,0.265007,0.09182015,1.6480483,0.28485325
-0.6834249,0.25865704,-0.31166908,-0.15201919,-1.2043844,0.009513288,-0.44754007,-0.23700047,0.4185455,-0.22211324,0.7523073,0.11556498,1.1269886,-0.4659274,-0.5099467,-0.013889404,0.039097175,0.16914262,0.37531823,-0.21293828,-0.5801993,0.001412477,1.6597533,0.825626
0.8041858,0.099482656,0.5399497,-0.26832938,-1.6476175,0.14243345,-0.8088919,0.5053898,-1.0919855,0.38039035,0.76364017,0.7807149,-0.95164615,-0.3322123,-0.22742842,0.3206657,-0.27375653,0.69579965,-0.4290358,-0.6223634,1.090843,-0.3919995,1.0513955,0.14879338
1.0017203,-0.47553667,-0.38072032,-0.194209,-0.6801686,0.3854543,-0.97483003,0.90450907,-1.6857067,-0.09351578,0.7334403,0.91654813,0.44124833,0.16133803,0.1824037,0.004682019,-0.82167697,1.1063983,-1.2367638,-0.0028978016,0.69109017,-0.12987533,0.9653391,0.32237664
0.90981865,-0.36821195,-0.123080514,0.95156544,-1.6701349,0.72393095,-2.5241742,1.3291653,0.22595006,1.4948052,1.5164956,0.96149874,0.07301145,-0.3536964,-0.17071222,-0.9446219,0.4525756,-0.37382331,-0.012670936,0.006272786,0.68875945,0.81456554,1.3862544,0.23044343
0.57528037,-0.38824746,-0.43924436,-0.2917662,-0.32053646,0.32678849,-0.28567922,0.720138,-0.67974967,-1.1702994,0.46387428,0.27072424,-0.23118472,1.3284423,-0.3879986,-0.19127558,0.06412002,0.43429035,0.28539744,-0.6365664,-0.38840237,-0.2038069,1.3813642,-0.036474798
-0.33696944,-0.14589444,-0.5229641,-0.41500568,0.29554987,-0.18861343,-0.1864726,0.4578381,-0.104082964,0.2588828,0.7322221,0.73733103,0.16418627,-0.22374758,0.54815316,0.12422352,0.06745977,0.8473651,0.6205123,-0.638655,0.13680378,-0.3952489,0.83249164,0.033283133
0.1373777,-0.5515535,-0.7143946,0.3242736,0.06924001,1.6879946,-0.3930061,1.1747534,-0.18267268,-0.4686704,-0.004642949,-0.040512986,0.32415852,-0.61149484,-0.72008675,0.81902784,-0.47904974,-0.5061898,0.0016271096,-1.482673,0.8952657,-0.10692822,2.5383773,0.8702506
0.35712287,-0.09865451,-0.99699724,0.27515483,0.81976515,-0.29042906,0.1610823,-0.7259199,-0.36963594,-0.89819205,0.4010894,0.9499678,-0.026193846,-0.26366097,-0.8987414,-1.1636233,-0.6250453,1.0639331,-0.3311437,-0.18907328,1.2561027,0.52454597,1.5406425,0.4173331
0.48996678,0.5428244,-0.5216713,0.07137221,-0.2745503,0.07343238,-0.15340628,-0.26518497,-0.8075021,-0.0999195,0.18090785,0.32523793,0.10849463,0.36769545,-0.041537,-0.5047944,-0.14945817,1.1981572,0.08415313,0.4178632,0.9584545,-0.19647828,2.3086627,1.008502
0.31698722,-0.10572801,0.28991225,0.39680383,-0.8592416,-0.009236104,0.37024593,0.94432974,-0.2529916,-0.4980517,0.8400314,0.16322845,0.4773286,0.23306896,0.023346664,0.2054441,0.026319515,0.1567565,-0.08389169,-0.524292,0.3134346,0.013460808,1.2282959,-0.108243205
-0.07655635,-0.51246333,0.21686593,0.511259,-1.067681,0.11781055,0.32677874,1.0421784,0.641103,-0.25535825,-0.77844983,0.8558193,-0.14278257,-0.03258357,-0.09000234,-0.3382288,-1.1499342,1.0609486,1.1442379,0.33322313,0.7102971,-0.39225316,0.9476436,0.8142855
-0.8467379,0.5791088,-0.019263376,0.009892772,-0.83506215,-0.07720492,-0.95732266,-1.3617351,-0.2073524,-0.18504214,1.2302468,1.5093678,0.80324376,-0.45505378,-1.1241733,-0.5516014,-1.1001885,-0.3072642,0.0020761837,-0.047766212,0.34630576,-0.34196422,2.0166876,-0.4860977
-0.3786445,0.67055315,-0.3238692,-0.16428827,-0.6629675,-1.1116292,-1.020453,-0.86845624,-0.19051293,-0.16294655,1.6529852,1.5033162,0.73051685,-0.030521514,-1.0160586,-0.4188035,-0.5483129,0.024819039,-0.3134859,0.420562,0.12755613,-0.5448466,1.8276069,0.5854306
-0.43712702,0.1581162,-0.3071509,-0.011252462,-1.0750036,-0.02662261,-0.45191133,-0.7053514,-0.28024924,-0.2714935,0.71240073,1.0548621,0.60346174,-0.24123436,-0.56698626,-0.040418506,-0.77925515,-0.22708507,0.018757924,-0.45853692,0.05922822,-0.5988018,2.1160705,-0.18431294
-0.05371159,0.4592762,-0.29881692,-0.11582993,-0.76620185,-1.4518398,-0.46160302,-0.26047403,-0.27327475,-0.28311324,1.42255,1.2691642,0.5761432,0.4835974,-0.73372823,-0.0633628,-0.15422274,0.1565468,-0.61887825,0.14019029,-0.03782388,-0.9642051,1.8611246,0.9700854
-0.4525331,-1.520658,0.89359266,-0.3962618,-0.050825737,0.52072215,0.78100824,0.82327867,-0.23370188,0.29026327,0.6971357,0.55348283,0.83876604,-0.16029735,0.10181993,0.5109857,0.16420053,-0.17874332,-0.33465135,-0.32535243,-0.40708748,-0.880549,1.6392828,0.59040666
-0.46708858,-1.4534111,0.9683618,-0.41329443,-0.06792483,0.5006312,0.6471216,0.81754816,-0.35423908,0.403751,0.67525226,0.6450835,0.7037361,-0.31602797,0.19252168,0.47500178,-0.032510236,-0.18258959,-0.28600106,-0.32878944,-0.5573175,-0.83957374,1.3950996,0.64779115
-0.5127232,-1.2623881,0.78494024,-0.42901638,0.056632053,0.23405786,0.37234068,0.7656417,-0.36468455,0.3625837,0.58933973,0.5328604,0.8486767,-0.13831346,0.12495767,0.44508365,-0.06332274,-0.19413514,-0.20192434,-0.29606205,-0.5953877,-0.79907817,1.3036622,0.561608
0.050075524,0.65055346,1.7296911,-0.6200444,-0.9053275,-0.36996415,-0.45182982,1.8857709,-0.4092657,-0.096009456,-0.11800908,-0.4225024,0.71947545,0.2180559,0.5846418,1.4255778,-0.897133,1.9516139,0.6174316,-1.387795,0.18645601,0.77894586,1.5131313,0.7057049
1.098032,0.07447832,0.8763733,-0.11712411,-0.5543618,0.3158585,-0.7853998,0.4305325,-0.42447102,-0.4369945,0.57348245,0.76986605,0.5299166,0.09485486,-0.14014803,0.2869984,0.30119097,-0.22632118,0.91574883,-0.6104126,0.28919572,-0.017095849,1.3532666,-0.30743387
0.36337277,0.09731014,0.43677142,-1.3819755,-0.693207,-0.08760994,0.38126308,1.3641851,-0.38333556,0.021991475,0.3550562,-0.017955055,0.78556246,0.38059583,0.048889805,0.37995416,0.13196474,-0.37314716,0.69950753,-0.6857971,-0.22208188,-0.7024201,1.9701173,-0.5298559
0.4244089,0.10393309,0.37524903,-1.2904365,-0.74009913,-0.09660293,0.5051115,1.4732273,-0.32134026,-0.0941953,0.4563114,-0.005993983,0.8846573,0.40467238,0.039776374,0.47122124,0.30872118,-0.4435228,0.7040189,-0.6613104,-0.1490755,-0.7014781,2.0667934,-0.5203344
-0.74172586,0.015378422,0.19409417,-1.3146158,0.18279098,1.4046677,-1.6596363,0.57300234,0.24578215,-1.4195329,0.036915295,1.3242635,-0.93577176,-0.2535365,0.36707917,0.46947652,1.0100505,0.49835274,0.67384696,0.19012567,-0.46124253,-0.48561493,1.5612818,1.2654544
-0.025824647,-0.587282,0.49303684,-0.44595626,-1.6059121,0.3905715,-0.8136136,1.950832,0.66042507,-0.10801752,0.48759028,-0.68766046,0.37403446,-0.5152977,-0.30905992,-0.046959948,-0.06537293,-0.025659015,0.8007727,-0.2596418,0.46885598,-0.59648454,1.803223,-1.3862486
-0.3782565,0.64299995,-0.029372627,0.41022012,-0.304318,0.5348184,-0.4278792,-0.09226241,-0.08039416,-1.4318914,-0.49773425,1.3135724,0.10532115,-0.27811456,0.51731306,-0.1095448,0.33513436,0.75055724,1.1606411,-1.6421797,0.6989969,-1.2493057,1.0441616,0.25431147
0.058617704,-1.2055378,-0.19579914,0.08552345,-0.12510768,0.5239796,-0.08826403,0.92802036,0.6394233,-1.116836,1.0140914,0.99289393,-0.96483046,1.9436454,-0.93543416,0.123834245,0.98569465,0.531684,0.14115492,-1.055154,-0.5802175,-0.3058028,1.3956513,-0.54715294
0.36269408,-0.8222194,0.1548396,-0.009627637,-0.8263813,-0.4553588,0.76072764,1.042055,-0.4665293,-0.8549447,0.744309,0.78329337,1.0104532,0.97204274,-0.49843,0.008921525,0.041910205,-0.49239856,-0.29685375,-0.6803656,0.65977407,-0.3931351,1.2081176,-0.4808624
0.31262863,0.8216032,0.62187535,-0.7526077,-0.759564,-0.07662985,-1.4007579,1.7300408,0.983938,-0.08506848,0.81942475,1.5158513,0.51390034,-0.9335241,-0.5954142,0.066603296,0.15009284,-0.67017686,0.2804634,0.67711693,0.24508269,-0.20492685,0.95216924,-0.3811681
0.13573156,0.54308116,0.34347406,-0.89574385,-0.13046028,0.5705227,-0.31132254,1.9999517,1.4589378,-0.43639746,0.27611852,0.038010087,0.66827077,-1.1657352,-0.34296843,0.1950318,0.37863845,-0.271567,-0.12291808,-0.46149728,0.45264998,-0.48475647,2.264751,0.22583143
-0.2529347,0.28236884,-0.20637229,-0.7349631,0.57524437,0.9725094,-0.16702227,2.4166172,1.0507833,-0.2444555,0.72229254,0.18486549,0.63701934,-0.7596834,-0.88299227,0.03776733,0.3912484,0.24281736,0.44604325,-0.6326087,0.6257105,-0.5781304,1.9180185,0.47811785
0.2012942,0.00573147,0.2038964,-1.2196159,-0.9520343,-0.19000442,-0.7152321,1.1425514,0.7302752,0.6800736,-0.701297,0.4289788,1.0706648,-0.8271487,-1.040273,-0.023965186,-0.80946743,-0.22836164,0.12589987,-1.5160679,0.199921,-0.6634095,2.118995,-0.40320316
0.48641974,-0.56522304,-0.37019897,0.024838112,0.10181859,-0.22726074,-0.41003543,0.19681047,-0.124794744,-0.09939726,0.9054246,0.5555153,0.6640498,-0.5883471,-0.0223883,0.26516044,0.23278852,-0.0499765,-0.14588998,-0.45260832,0.31071317,-0.65472627,1.521688,0.08934182
0.69973135,-0.8400149,-0.5969064,-0.042741,0.61787367,0.12145077,-0.38914853,0.18316795,-0.38681954,-0.25395527,0.816448,0.14039646,0.60272783,-0.7928854,-0.48650044,0.78269935,0.26682314,-0.41226044,-0.22848874,-0.28914022,-0.1025191,-0.66847146,1.4959172,-0.116702646
-0.71392435,-0.3752287,1.4273852,1.1938934,0.28612873,0.28606233,-0.31638744,1.1939248,0.8492767,-0.032275647,1.0992557,1.9048496,-0.78787136,-0.13236788,0.052558802,-0.89786994,0.8940132,1.6106284,-0.26426786,-0.28536707,0.57016104,0.48930648,0.4262737,0.22517389
-1.0732427,-0.38697124,0.7247751,1.1495999,1.0042126,0.41119525,-0.87824315,0.55043626,0.41949594,-0.63511163,1.4224733,2.236584,-0.2977861,0.2503516,-0.5539543,-0.93604434,0.37438232,1.1636419,-0.6835667,-0.42050487,0.7306406,0.9427683,0.21401796,0.25921398
0.064270705,-0.16766098,1.0251302,0.808529,0.591572,0.98732704,-0.20938897,1.2162179,0.2058381,-1.467999,1.2414508,1.4649776,-0.6319856,-0.05913185,0.4492722,-0.0131875845,-0.23109832,1.0374415,-0.005847586,-0.41941437,0.37727502,1.0689193,0.5248135,-0.23743849
-0.2792938,-0.7999058,0.84304726,0.86135453,0.25969264,-0.75016963,0.08174429,0.69660735,1.0847195,-0.43579888,1.1572754,2.411023,-0.34412605,0.10987741,-0.533329,-0.60512686,0.92575645,1.2377976,0.33059683,0.028408166,1.0888083,-0.20763673,0.69747466,0.23043501
-0.41689283,-1.0392847,0.26856697,0.6184358,0.6283874,-0.70629454,-0.19754001,-0.019474883,0.9122611,-1.197822,1.2836658,2.600502,0.27430168,0.32758766,-0.910736,-0.58393776,0.27733278,0.94047433,0.24891058,-0.1930773,1.0799085,-0.029936936,0.69693214,0.13960154
0.4716177,-0.6068343,0.12432094,0.80642784,0.5907951,0.50571805,-0.11155725,1.1393058,0.68759906,-1.5294437,1.1506363,1.9490534,-0.17335689,0.28019106,-0.045528024,-0.09200271,0.038904313,0.93955994,0.4690225,-0.0024158198,0.98881954,0.27103657,1.1431707,-0.53665113
-0.018429205,0.23393242,-1.4533131,0.68531966,-0.00826734,-0.08965494,-0.61624414,-0.08119157,0.79361254,-0.9653588,0.55593795,0.77474034,-0.20401746,-0.080670826,-1.2443922,-1.268194,-0.43199822,1.4476012,-0.40801305,0.07411657,1.2726735,0.37209848,1.3714621,0.41559505
0.64964753,0.75744706,1.5369982,1.0711405,-0.18982618,1.1673305,0.26110685,0.93968284,0.21135232,-0.765497,-0.70661587,1.2906051,0.55729586,0.36472407,-0.6228578,0.2111093,0.1263568,-0.24284518,-1.4709194,0.55366665,0.94431674,-1.4150131,1.2509907,0.56572497
0.31156245,0.2690456,1.2646973,0.15275162,-0.44153664,1.0034895,-0.30451846,0.77525824,0.0014444711,-0.3700922,-0.24835272,0.69344234,0.44503778,0.5234502,0.28363678,-0.13295838,-0.090481065,0.14253691,-1.1331651,0.16908745,0.69522214,-1.2177515,1.3038868,0.27091557
0.17132004,0.2520837,1.2014456,0.034388263,-0.48280194,1.1578397,-0.2227471,0.9662302,0.121979624,-0.39780632,-0.3303802,0.7381526,0.5482853,0.48559755,0.34978026,-0.13415007,-0.09449869,0.15996854,-1.0947378,0.04897276,0.7794689,-1.1776495,1.3233913,0.5029446
-0.29156244,0.5880926,-0.9922675,-0.65247315,-0.4744017,-0.29301578,-0.48810425,-0.36125168,-0.27176785,0.21591885,1.2659096,1.7960297,0.85388374,-0.3023377,0.4274903,-0.21317123,-0.6023651,-0.20451881,-0.51648456,-0.838581,-0.39548624,-0.24799427,1.3988092,0.79144555
-0.27234906,0.044647638,0.26953107,0.05045414,-0.27942744,-0.52393633,-0.065465614,0.5933406,-0.091346845,-0.10257102,0.49353087,1.6150768,0.3747316,-0.42380852,-0.0612111,-1.4748858,0.2054534,0.9539867,0.20009345,0.11049591,0.7432113,0.21179721,0.63900274,0.71215236
-0.095952444,-0.13219813,-0.4666809,-0.013473258,-0.4182559,0.14386725,0.23358956,0.8504337,0.70357126,0.21812618,0.47348204,0.56629556,0.5582028,-0.047229294,-0.41281423,-0.2534184,-0.51594704,0.73211575,-0.38228813,-0.43197343,0.62768507,-0.20936541,1.1995558,0.38559633
-0.17710306,-0.24714698,-0.22905658,-0.56411654,-0.6836731,-0.33105987,0.549246,0.7194863,0.25366795,0.12239732,0.031919472,0.0065637613,0.30661395,0.13722825,-0.2691182,-0.273373,-0.73659426,0.9268343,0.5106394,-0.39812732,0.7412409,0.027875455,1.3361115,0.4246928
-0.4152244,-1.4252031,1.2209041,0.6548571,-0.8551145,-1.1480607,0.1976148,0.78432727,-0.03861485,-0.0013408386,0.9317805,0.9985885,0.40551227,-0.26142156,-0.19264983,-0.49874976,0.29745477,1.995015,0.7672241,-0.17778799,0.70654047,-0.17445095,0.8731287,0.6009694
-0.1616029,-0.74123883,-0.079711236,-0.34515405,-0.9249905,-0.7577102,0.5904688,0.6707789,0.36658713,0.4213464,0.20978038,0.024061387,0.40650126,0.09674987,-0.33521962,-0.4542912,-1.0234799,1.5799866,0.54001653,-0.29859725,1.1062675,0.31315866,1.6296839,0.4800004
-0.009723544,-1.7161179,-0.43897656,1.1046151,0.012790475,-1.0962454,0.253973,0.32973126,-0.26355198,-0.8999661,0.30003318,1.4116836,0.5074949,-0.38991088,-0.94269586,-0.9783376,-1.1397943,0.9640571,0.77369773,0.4876155,-0.023932248,-0.58680344,0.8500413,0.03324178
-0.6677303,-0.594413,-0.36697736,0.77089506,-0.295398,-0.16224657,-0.23572879,-0.0038562545,-0.16279851,0.42325008,0.5938477,0.661008,0.89997387,0.02912443,0.4622682,1.3400685,-0.120655894,-0.16675077,0.18854232,-0.5645799,1.012141,-0.5253202,1.3382742,0.287867
