p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23
-0.3217712,-0.13141343,0.015967548,-0.05060504,-0.122754715,-0.33876547,0.17118682,1.201404,0.13396257,-0.56703943,1.4761499,0.26706082,-0.09448707,0.7163378,-0.12290841,-0.5289764,0.94194245,0.084480084,-0.72419345,-0.7451913,0.5571283,-0.7591283,1.4817082,0.030175598
-0.43763998,-0.15530628,0.048966732,-0.036095317,-0.15064844,-0.48626253,0.121151134,1.1546534,0.44501826,-0.8877552,1.6066966,0.035181426,-0.25098038,0.7009299,-0.023830501,-0.45612776,0.73547703,0.13510157,-0.8043048,-0.6228861,0.44412196,-0.8451331,1.3365489,0.064955145
-0.2981643,0.36021158,-0.15576802,0.23935723,-0.29353008,-0.5449152,-0.34139067,1.0744834,-0.29776487,-0.719908,1.3722794,-0.26958817,0.083388224,0.4909093,0.15408798,-0.3231982,0.24158435,0.067785606,-0.30681333,-0.46298215,0.472561,-0.3300886,1.4668753,0.055626906
-0.36531317,0.25318274,-0.22721228,0.1509572,-0.24860345,-0.66478395,-0.30913955,1.0021508,-0.32819661,-0.5325417,1.4541878,-0.22097352,0.13366139,0.6830439,0.0599614,-0.20458053,0.2911321,0.036038853,-0.3328117,-0.46768513,0.39225522,-0.18755712,1.4065828,0.2298543
-0.44874442,0.24580632,-0.26197973,0.07261246,-0.12603916,-0.093602106,-0.64572895,0.16454843,-0.110470526,-0.798683,0.50149256,0.57217354,0.535364,0.039429247,-0.3293294,0.22118685,-0.23865464,0.48134112,0.06674702,0.19278957,-0.09951759,-0.5270986,1.0732127,0.5383683
0.27083185,0.6759125,0.50028336,-0.26178592,-0.6420448,-0.22938809,-0.40401036,1.0602473,0.69506407,-0.14903624,0.69465697,0.38902774,0.3277241,-0.34183428,-0.2908568,0.4605567,0.041584257,-0.6943699,0.29324383,0.14713936,0.21738979,-0.82692724,0.9900446,-0.18558614
-0.5664194,0.8375332,-1.1895796,-0.8073803,-0.57629406,0.38813323,0.07366215,0.88152504,0.99780166,0.57716256,1.0129664,0.08518825,1.058722,-0.97757286,-0.751498,-0.27417856,0.20831978,0.1997163,-0.3250715,-0.055853385,-0.35230836,-0.43627933,1.8135778,0.5987799
-0.443465,-0.22430673,-0.9454615,-0.29661292,-0.92979,-0.0765712,-0.40950668,0.2187916,-0.2497072,-0.13106057,1.1331595,0.29882506,-1.1665701,0.8109238,-0.34488562,-0.42816713,0.5763418,0.06767696,1.1375425,0.0075861705,-0.6561497,-0.113674365,1.9770772,-0.07192261
-0.24356286,0.061212726,0.40145752,-0.050877124,-0.30746683,-0.59740335,-0.005474172,0.5471415,-0.10349364,-0.063192844,0.4812929,1.4398652,0.35251108,-0.45182148,0.022352092,-1.4365151,0.14393681,1.073886,0.18852133,0.12742601,0.8214275,0.17921437,0.73309946,0.69587505
0.04806404,-1.2898912,-0.14726311,0.39786804,-1.0921493,-0.95655596,0.18737568,-0.026074078,0.4375447,0.1533775,0.304334,1.2631025,0.15776516,-0.5541621,-0.61598706,-1.0729117,-0.5607675,1.4338773,0.24984528,-0.4583492,1.2685934,-0.09453252,1.1761612,0.23544367
0.29792288,-0.94729674,0.61616725,-0.330936,-0.55937874,-0.46096542,0.124155894,0.4084754,0.3885231,0.008631723,0.405682,1.5096111,0.8940373,-0.23056224,-0.19600889,-1.3682262,-0.95182544,0.60522324,-0.764699,0.62491155,-0.014911389,0.6294846,1.035905,0.28360578
-0.9485988,-0.9861869,0.17362432,0.114617065,-0.31921533,-0.6035791,-0.68620557,0.9930107,-0.28459066,-0.5848673,-0.604265,0.04615096,0.6878364,-0.4522759,-1.4947782,0.27422398,1.0267651,0.5058382,0.07383537,-0.34269002,0.73489636,-0.1339799,1.2966499,1.4132648
-1.0582689,-0.9345483,0.34764862,0.060449794,-0.4293667,-0.5716256,-0.7219521,0.75191927,-0.13958113,-0.46800846,-0.55918217,0.2929499,0.5711764,-0.57019144,-1.6450866,0.26971525,0.93396705,0.45253485,0.10641389,-0.31994414,0.8868305,-0.008513335,1.4451251,1.553872
0.3608586,-0.8149346,0.71103835,0.64311993,-0.5885422,0.08106301,-0.31836912,1.0413121,-0.62740797,-0.29392445,0.8361283,0.0036328754,0.060667034,0.20447576,-0.6262798,-0.36209363,0.0145307435,-0.48258853,0.6094594,-0.13138911,0.5346455,0.33038926,1.3883779,0.8278499
0.36075634,-1.6854097,0.56454086,0.52133274,-0.28905836,-0.32592952,-0.02437146,1.3920943,-0.23219405,-0.40755108,0.59990263,0.21438368,0.30684835,-0.3394862,-0.53306216,-1.0880531,0.13583313,-0.2743851,0.5543131,0.34871963,1.0445867,0.8060217,1.4704431,0.576912
-0.013054917,-0.7295037,0.61948925,0.6945957,-0.5544055,-0.5552902,-0.54945105,0.9348845,-0.6558807,-0.2146789,0.7460112,0.4732402,-0.44327366,0.15408978,-0.7323721,0.49416164,-0.2682563,-0.62456876,0.9092089,-0.2797889,0.8024409,0.24660392,1.5236952,0.872091
-0.2155077,-1.447671,0.14951369,0.6192954,-0.46197343,-1.4691663,0.3903086,1.720088,-0.32113117,-0.3405503,0.33341625,0.7504332,-0.37505004,-0.60838044,-0.5653113,-0.22854283,0.026641216,-0.08245293,0.77700776,0.40382227,1.2748793,0.579206,1.541924,0.5139742
-0.08294877,-0.50056624,0.6848484,0.8781178,-1.0915774,-0.15932903,-1.2054679,1.1057044,-0.95542014,-0.046915907,1.1351286,0.7391358,-0.032090526,-0.068136856,-0.6778798,0.11762491,0.11042692,-0.8782957,0.36526957,-0.20458548,0.2518476,0.68025595,1.2400217,1.0554669
-0.40924487,-0.7549937,-0.29611441,0.4781968,-0.83350945,-0.9087664,0.26905447,1.4936599,-0.074011035,-0.5763078,0.23597033,0.9993135,0.08522503,-0.580485,-0.48553804,-0.11261541,0.49116158,-0.027910363,0.26284844,0.52777123,0.33839533,0.6243053,1.1140875,0.26891598
0.4592918,-0.772138,0.80070645,1.0453473,-0.116175115,-0.5035042,-0.95684564,1.4294629,-0.14478883,-0.08703953,0.02663206,-0.89498335,-0.2145395,-0.009562248,0.07539542,-1.0010898,0.29100654,-0.24888143,-0.26778224,-1.05266,1.187377,-0.8608723,2.087947,0.809052
0.37548563,-1.744409,0.33032793,0.76394606,0.16041791,-0.7219273,-0.31281108,1.8204812,0.3853035,-0.45669246,-0.08194487,-0.10214886,-0.049041197,-0.45894116,0.03355946,-1.7651647,0.53937656,0.1974076,-0.20958206,-0.32606485,1.542387,-0.47132754,1.9929157,0.2614869
0.3835649,-0.9354985,0.6028182,0.49180216,0.039826736,0.076710604,-0.486818,0.66900593,-0.016443983,-0.4865158,0.51031756,0.6611329,0.8561193,0.4134173,0.24458277,-0.2385877,-0.32397518,-0.3955916,0.40688238,-1.1204479,0.6230041,0.7162467,1.2346894,0.8430418
0.4939526,-0.77790314,0.79253507,0.6163169,-0.3834109,0.37111512,-0.17449744,0.7778351,-0.15612158,-0.5644305,0.9855996,0.36798203,0.44700637,0.47596067,0.121063925,0.07627463,-0.31727722,-0.49321175,0.57509226,-0.77608,0.51943386,0.6295666,1.3925751,0.72831094
0.15759423,-0.10171089,-1.3043776,0.12684026,-0.8634484,-0.533062,-0.8927375,1.914423,-0.004726099,1.0440816,0.7422722,0.6356206,1.2029564,-1.1354532,-0.8498505,-0.83114153,0.54696983,0.519323,-0.12905473,0.19902794,-0.831817,0.98779386,1.6892805,1.4549468
-0.61327106,-0.39918563,0.59890145,0.533862,-0.6919103,-0.23089479,-0.5533965,0.7728558,-0.59557676,-0.29660702,0.01993245,-0.061685953,0.31125176,-0.089811064,-0.6616971,-0.13789447,-0.006095288,0.23042332,-0.060503047,-0.60935944,0.07685219,-0.23514576,1.0487446,0.62091285
-0.2592849,-0.4966924,0.72951865,0.42005265,-0.7935269,-0.51120895,-0.73664343,1.051614,-0.54265517,-0.25075138,-0.05953156,-0.015760103,0.3303223,-0.2961622,-0.8708,-0.4467197,-0.07710218,0.31452858,0.014177856,-0.46828574,0.1136559,0.083548695,1.4260423,0.5270719
-0.53849095,-0.3710684,0.6224536,0.41435763,-0.74264324,-0.2796673,-0.5346697,0.8764505,-0.52708685,-0.41270316,0.086924896,-0.02276499,0.33704826,-0.20759016,-0.62203866,-0.1458309,-0.027832132,0.2754752,-0.003582721,-0.48207498,0.016393106,-0.1022618,1.2211804,0.5319063
-0.39067692,-0.62056565,0.7344515,0.5685506,-0.6548007,-0.45109686,-0.9430501,1.037662,-0.7364941,-0.22568375,-0.04722423,0.05126947,0.44740614,-0.21947156,-0.8865601,-0.37652576,0.04361669,0.21434012,0.019714035,-0.66952986,0.25481775,-0.16552795,1.4825726,0.711133
-0.4777747,-0.43594632,0.64271504,0.33367416,-0.66679454,-0.26848704,-0.7471943,0.9027616,-0.5842742,-0.36914596,0.06408209,0.1697403,0.3400631,-0.21331728,-0.71732396,-0.30507636,-0.026265645,0.1457082,-0.06528315,-0.4131486,0.079340234,-0.2382225,1.2311934,0.4714698
-0.47191975,-0.56352186,0.8596385,0.5819976,-0.88413876,-0.3412819,-0.677521,1.0751524,-0.444329,-0.37922576,-0.05919485,-0.09684094,0.35647675,-0.2278626,-0.6772265,-0.28458327,0.18588373,0.22224298,-0.11497196,-0.7245521,0.12883693,-0.26224223,1.2185308,0.64455813
-0.52115387,-0.7960362,0.6849814,0.5243097,-0.7305595,-0.37150416,-0.81477594,1.0654035,-0.43219885,-0.4102201,-0.14123692,0.14589393,0.41065398,-0.05768715,-0.5838629,-0.37536722,0.20389888,0.39889798,-0.029199766,-0.7455615,0.1557898,-0.21992846,1.2724814,0.64989823
-0.38760912,-0.6490597,0.66459805,0.41862983,-0.8890422,-0.12829845,-0.62385637,1.0425199,-0.4792506,-0.4711128,0.0834877,0.23740287,0.32165334,0.0057605547,-0.7268941,-0.26133755,0.14921321,0.1737767,0.034009323,-0.52462715,0.09734251,-0.29051253,1.1545352,0.5467458
1.4478438,0.13321249,0.21261625,-1.1983523,-0.5542216,0.76124924,-0.10128698,0.18526328,-0.45129535,-0.57758546,0.40448812,0.7498607,0.49023074,0.6914027,-0.34373182,0.22757,-0.5831396,0.6509893,-0.02812871,-0.83589953,0.59433216,-0.16453315,1.1349952,0.7986205
1.8700646,0.13817136,0.33583337,-0.8597879,-0.79495186,0.7681058,-0.055094305,-0.035254676,-0.4691737,-0.45213518,0.089837804,0.8342307,0.13655287,0.7067374,-0.6166002,0.19895864,-0.58683515,0.21460593,0.1027029,-0.5911605,0.8192073,0.22360031,1.4331496,0.9242577
0.10930918,-1.0239903,0.06288739,-0.0871883,-0.8925883,0.8787347,-0.3069003,1.1347408,0.9106669,-1.1628746,1.4172351,0.91345626,-1.3261051,1.9725869,-0.4749107,0.40298423,0.93559635,0.5694744,-0.1815194,-0.9851612,0.033875823,-0.042318992,1.3836962,-1.0876364
-0.9594168,0.03318596,-0.32711744,0.1591154,-0.120438926,-0.06731153,-0.24498458,0.07853939,-0.15423124,-0.36292577,0.6399504,0.22942674,0.55608344,-0.14028843,-0.2758067,-0.056684192,-0.4154403,0.49057445,0.24090958,-0.3138376,-0.33902976,-0.21672425,0.8052985,0.4687377
-0.55529064,-0.027632432,-0.027974548,0.5087247,-0.1272111,0.39993557,-0.444358,1.0365235,-0.4055208,-0.5395039,0.6571316,1.0589843,0.13901642,-0.44446194,-0.800504,-0.46885774,-0.104190856,0.026279368,0.4072833,-0.36019295,0.05028907,0.07969803,1.077213,0.21742418
-0.73321205,0.22878784,0.25339645,0.39400595,0.34859407,0.76145864,0.17427544,0.64049035,-0.3313395,-0.38413474,0.5358821,0.5968121,0.12921968,-0.03921719,-0.9245223,0.13080251,-0.4467952,0.078495406,0.7411778,-0.33529523,0.5488497,-0.14555712,0.7670799,0.19402844
-0.60215384,-0.008761843,-0.35582092,-0.30584043,-0.6854196,0.21510243,0.49871105,-0.114337854,0.047525544,0.006230638,0.88379073,0.66435504,-0.26440674,-0.6166487,-0.1541398,-0.04980599,-0.15734589,0.14439362,-0.07180035,-0.2513903,-0.597896,0.11609542,0.836677,-0.16401064
-0.20758297,-0.33093542,-0.092273846,0.070005186,-0.8973526,0.67040634,0.41417405,0.30083144,0.034069713,-0.37657395,1.0541179,1.2447169,-0.7325511,-0.84554267,-0.14027773,-0.23254152,0.16102123,0.08241285,-0.21313302,-0.43289092,-0.16742933,0.32735693,1.4106802,-0.36464766
-0.2663896,0.3317896,-0.014614449,-0.6879158,0.0786848,0.45748147,0.030816548,1.5927892,-0.0019504692,-0.13774972,-0.42539775,0.8112163,-0.16180685,0.61647385,-0.12608449,-0.7551723,0.14822462,0.24443795,0.13589256,0.8160828,0.23399723,-0.07412169,1.3364131,-0.029239837
2.0218058,1.4193407,-0.29135358,-0.9184505,1.1614573,1.1661227,0.40074617,2.4112098,0.42932597,-0.24954997,1.5616629,2.006296,-0.19165646,0.92261285,1.6586484,-0.6946635,-0.62341547,0.99047595,0.10223626,1.7549227,1.239247,0.384764,1.5595276,-1.0896227
0.6541776,-0.04385289,-0.48657066,-1.7563181,-0.17511855,0.5292653,0.32951534,1.9977922,-0.024673713,-1.2999357,-0.46070358,0.76934195,-0.006008546,1.5577652,-0.03252671,-1.1599579,0.7834361,-0.73144484,-0.093564235,0.009934284,0.36234504,-0.38456982,2.1671383,-1.2260988
-0.832871,1.0520567,-0.45520973,-1.6492422,0.38329577,0.20811869,-0.0011616854,0.75298935,0.2277551,0.23696274,-0.21831317,1.0408552,0.4123161,0.31676063,0.090970136,-0.71744454,-0.2931611,0.47738242,0.12781084,0.8531469,-0.57838464,0.066711895,1.5947057,-0.11553319
0.78299785,1.1278722,0.755093,-2.5741515,-0.37627438,0.26007363,0.58954114,2.1698282,0.4948323,0.56907636,-0.14951633,0.92474604,-0.25362182,0.28059635,0.19897185,0.02225083,0.5253103,-0.62552845,0.5949999,0.12561591,0.09538088,-0.5980889,2.3717377,-1.1426702
-0.23543337,-0.6817828,0.9099255,0.65227926,-0.74620134,-1.4323124,0.450407,1.0784949,-0.32059422,-0.063574664,0.82762945,2.0371926,-0.97917074,-0.24811694,-0.21144949,-0.06273298,-0.077374235,0.86709785,0.6819628,0.24180806,1.0563755,-0.001160216,0.76038873,0.7650728
-0.26033404,-0.45536134,0.5146785,0.7567511,-0.40722823,-1.4228903,0.3840381,0.77568686,-0.12666434,-0.36198235,0.6915295,2.1426165,-0.93857163,-0.07310086,-0.026637487,-0.08239981,-0.22729182,0.9036072,0.73270345,0.52696115,1.1926988,0.12485948,0.9524562,0.71670246
-0.3861511,-0.86709636,0.56019187,0.27258953,0.16641644,-1.4427978,0.24018465,0.4229716,-0.3389634,-0.25312683,1.1664125,2.5429006,-0.77222,0.16583212,-0.9251371,0.18428865,-0.5826191,0.48339438,0.4710524,0.017201135,1.2896014,0.14755388,0.73552155,0.88573647
-0.67325723,-0.8729878,0.030365398,0.3099269,0.2776485,-1.5582844,0.28882372,0.46282533,-0.29478446,-0.7938399,0.9363328,2.32582,-0.6338419,0.36873752,-0.7935448,-0.03158099,-0.6604327,0.21464382,0.36977875,0.3471246,1.2889093,0.30183187,1.0231162,0.7142554
0.07852853,-0.97182906,0.07111331,0.92293394,-0.6228212,-0.56347483,-0.15909158,1.1456733,-0.401607,-0.7261121,0.57032895,1.5557028,-0.9072371,-1.0405539,0.2840549,-0.13663054,-1.16079,0.7007064,1.0899154,-0.6293434,1.2372763,0.5923656,0.5555271,0.61841345
0.10169062,-0.65495634,-0.1476032,1.0583413,-0.2402336,-0.5080795,-0.1347142,0.9079553,-0.31321993,-1.0148298,0.62784,1.6021807,-0.9111411,-0.7596353,0.30879858,-0.049827546,-1.3041297,0.6336884,1.1205965,-0.3161497,1.3306241,0.70527965,0.6500866,0.6243953
-0.1324074,-0.46202034,-0.047227163,0.35698837,-0.66485864,-1.0858316,-0.04753015,0.62050956,0.24935283,-0.23284185,0.86416346,0.6796707,-0.1492172,-0.013535029,0.13422751,-1.0245867,0.55826265,0.91254437,-0.16514839,-0.20039468,0.22815391,-0.5323207,1.1735004,0.54509354
-0.032073013,-0.12851076,0.02119609,0.5972607,-0.7155282,-0.865091,0.20117281,0.6886932,0.10608085,-0.262685,0.5814697,0.44069675,-0.05650015,-0.04219866,-0.010618743,-0.69771755,0.5372602,0.8571925,-0.03729867,-0.28714722,0.06439702,-0.39440244,1.204534,0.5211723
0.09391508,0.007903623,0.23063223,0.44722086,-0.73998475,-0.74042916,0.016707199,0.79236937,0.04424396,-0.11374231,0.93793607,0.39332116,-0.18974482,-0.16640736,0.19546847,-0.6528062,0.49300966,1.0884477,0.024961662,-0.2373559,0.0786224,-0.5277626,1.0730165,0.57186407
-0.28747734,-0.18398695,-0.50901,0.23146471,0.21258111,-1.0080644,-0.15598255,-0.044018723,0.26526263,-0.5807974,1.378178,1.0579948,0.24328168,0.24703881,-0.7385229,-0.735809,-0.16065481,0.5767811,-0.12185981,-0.46970266,0.25460008,-0.17698266,0.8348205,0.53203255
-0.51420504,-0.3351958,-0.43207842,0.19865797,0.1670363,-0.8152093,-0.2553243,-0.058181662,0.18152195,-0.60463923,1.1861056,0.87702024,0.42072037,0.26356483,-0.83968765,-0.471758,0.11667012,0.18711497,-0.31784958,-0.33933437,0.36883944,-0.2922194,1.1333381,0.4752053
-0.46039566,-0.3090313,-0.37101698,0.26926354,0.15231471,-0.8230766,-0.16443844,0.1549159,0.042626362,-0.6041083,1.1786475,0.883837,0.42976332,0.22557858,-0.7520553,-0.5031542,0.05516437,0.32376766,-0.36994952,-0.2825196,0.26705962,-0.23693849,1.0107299,0.5174535
0.40378535,-0.76220375,-1.0575954,0.84247375,-0.44355917,-0.17885703,-0.52169645,0.575233,0.1625296,-0.92643845,0.7550188,0.45542252,-0.1395686,-0.6095928,0.5218109,-0.97717756,-0.54302835,0.76074666,0.31465846,-1.0331061,0.26926717,0.031936433,0.98835254,0.274063
0.2710052,-0.49120477,-0.84970003,0.7775098,-0.44380394,-0.21775045,-0.36115476,0.5651973,0.11998522,-0.78701955,0.9862458,0.2693888,-0.16902536,-0.65047836,0.440609,-0.8543208,-0.51882684,0.67426294,0.33181018,-0.79603857,0.33022237,0.089690804,0.9610379,0.19628006
0.5236497,-0.4712752,-0.78170705,0.9396682,-0.5069993,0.14224203,-0.47315505,0.7405909,0.045781314,-0.75248,0.73949736,0.09818767,-0.16058727,-0.83815384,0.60648686,-0.63588566,-0.5817414,0.65275854,0.4215393,-0.99926674,0.3393608,0.16240114,1.0336825,0.32995805
0.32432097,-0.42343843,-0.7706976,0.92361885,-0.63810045,0.19977207,-0.115453005,0.77691597,-0.004446355,-0.91254634,0.8691549,0.11731929,-0.070822775,-0.7062452,0.41594893,-0.5973081,-0.5704887,0.54144645,0.29052073,-0.8199419,0.31873283,0.12051318,0.97027564,0.22308561
-0.32659435,-0.74729687,-0.35023022,-0.83946913,-0.3311141,-0.2472676,0.23395543,0.91015613,-0.62947416,-0.75081664,1.3937876,0.22683062,0.7765208,0.8717516,0.20765576,-0.53000224,1.3993969,-0.28922227,-0.5607752,-0.7906395,0.4804199,-0.43174157,1.5588453,-0.16230287
-0.92308927,0.6844594,-0.22143562,-0.30120242,-0.7369946,0.17051965,-0.11652413,0.52887255,-0.6226739,-0.06133301,0.6450416,0.5965648,-0.31015754,1.1091343,0.42311135,-0.38513565,0.6253923,-0.031798624,0.18701586,-0.6703438,0.1800516,0.87854564,1.3434972,0.56275666
0.80315274,0.50424486,-1.076388,-0.5310201,-0.0053312583,0.084410325,-0.2299446,0.44926387,0.47386628,0.08371779,1.22045,1.8459018,0.5273176,0.77140963,0.7179289,-0.12255242,-0.51791567,-0.10154153,-0.004589237,0.11186438,1.0079972,-0.50270337,1.3499743,0.030697716
-0.1211457,0.41592586,-0.7103789,-0.47857314,-0.37077856,-0.1932893,-0.6715551,0.11313286,0.09916758,-0.0951206,1.0302726,1.3137096,0.4690059,0.03892382,0.32926622,-0.29762512,-0.8268184,-0.0902601,-0.16478121,-0.6805656,0.050529964,-0.55519915,1.1887916,0.65156114
-0.11373548,0.21802945,-0.9932968,0.32057995,-0.38515732,0.21029714,-1.0950805,0.9765758,0.17885922,0.013027564,1.3672336,0.69402236,0.610645,0.2953455,0.24992321,-0.5972982,-0.5894538,0.0031555255,0.20937595,-0.88252926,-0.01231305,-0.42203435,1.1817528,0.6034613
0.25601634,1.2484673,-0.021466002,-0.2543038,-0.4242261,-0.64162517,-0.8763547,0.48478436,0.04726652,0.015951836,2.0122068,1.4310745,0.007636174,0.47699118,0.7933361,-0.7207478,-0.4968497,0.3748603,-0.043370377,-0.046435483,0.72112674,-1.014376,0.53792465,1.2703668
-0.23209152,0.81767267,-0.4783138,-0.8989139,0.7598773,-0.86686933,-1.0500816,-0.31342882,0.19156532,-0.15376854,2.1880305,1.9032041,0.5515341,0.9932861,-0.24645108,-0.462304,-0.7952245,0.14842947,-0.102339596,-0.35495752,0.76099974,-0.82883316,0.52218074,1.0992072
0.5404167,0.76336336,-0.71020633,0.18769251,-0.2064392,0.42347464,-0.9669135,0.381483,0.055322424,-0.6001101,1.7917295,1.2612183,0.0856045,-0.36250368,1.1603673,-0.7701932,-1.475278,0.29962283,0.6364611,-0.82974863,0.7731179,-0.19262895,0.4237903,0.9215969
0.18916298,0.6473882,-0.4175074,0.6087486,-1.211895,0.85912114,-1.3070624,1.3305982,-0.04674368,0.7015706,1.5232022,0.25260738,-0.08336588,-0.068434305,-0.40525335,-1.3268175,-0.2087797,0.057305507,0.7399621,-1.3449906,0.19338785,-0.82499236,1.4653614,0.0625605
1.2413205,1.3287657,-1.0653474,-1.8410907,-0.46385005,0.9260796,-1.0612382,-0.29860368,-1.7339622,0.32961637,0.9349883,2.4664357,1.422387,-0.31568035,-0.5371996,-0.8805405,-0.41092303,-0.064391665,-1.5432152,-1.483911,-0.3702792,-1.1300861,0.48907292,0.9239765
-0.43436524,0.13002497,-0.2808496,0.25788125,-0.45305556,-0.33272547,0.14909615,0.71807194,0.5122201,-0.21650691,0.24287277,0.13852717,0.64958066,0.7612613,-0.20769608,0.27961743,-0.20222926,0.72260267,0.36790976,-0.20861296,0.15177692,0.5974146,1.1671447,0.9601528
-0.39784572,-0.119744234,-0.19102849,0.37244582,-0.5873196,-0.5186291,0.3655581,0.5408884,1.1023046,-0.46028847,-0.030711863,0.18778792,0.8624914,1.0320324,-0.11300311,0.32958212,-0.32518226,0.7611347,0.51184314,-0.07358052,-0.050536636,0.70095426,1.4162832,0.6957451
-0.0344067,0.2781251,0.20590036,0.12387934,-0.459142,-0.50614667,0.5701588,0.6714854,-0.25094318,-0.011700141,-0.022509264,0.46825638,0.42468753,1.0366553,-0.28215167,0.18444176,0.49207288,0.45237264,-0.117671244,-0.4357046,0.14934865,0.89925104,1.0734937,1.3247894
-0.37799546,-0.1081185,-0.5648238,-0.40959385,0.24763718,-0.16259363,-0.105482005,0.48174873,-0.07242248,0.27172735,0.75626755,0.7027019,0.16166587,-0.293633,0.5342711,0.1436872,0.055728104,0.81016135,0.602936,-0.6415949,0.075981036,-0.3682955,0.8661539,0.03567325
-0.2688723,0.67758995,-0.29499525,0.5050835,-0.35423994,-1.1386822,0.2216216,0.22411267,-0.25802204,-1.2852987,0.91322047,0.16569607,0.058796804,0.108478226,0.4729665,-0.806624,-0.5995299,1.8608327,0.38238534,0.7817557,0.5723724,-0.7624507,0.7917062,1.4367917
-0.67201954,0.5208696,-0.6410499,0.13645996,0.56502503,-1.1215903,-0.08018133,-0.5655986,-0.11574566,-1.5408269,0.9139793,0.7649833,0.4023053,0.50080884,-0.40300262,-0.62592864,-1.1001699,1.2316353,0.08742272,0.2608618,0.6323166,-0.3538121,0.7954998,1.3441402
-0.19912747,0.5679178,-1.2015921,0.2778498,-0.75410175,-0.7688266,-0.08101956,-0.30274037,0.47211844,-1.3109273,0.7862751,0.11559378,-0.6831404,0.6711485,0.047679894,-1.1871825,-1.0524461,1.7428215,0.4644093,0.0038908755,0.85885775,-0.32448047,1.7345245,0.5303365
-0.44565395,0.0053533437,0.06415782,0.1218499,-0.20260352,0.044325147,0.005810913,0.6868148,-0.06839811,-0.36316997,0.041061025,0.09798119,0.1743226,0.08017441,-0.17821671,-0.2825429,-0.05099588,0.14583214,0.057654317,0.02624715,0.079141974,-0.06854744,0.5833813,0.30322486
-0.5501439,0.13262641,0.11562521,0.28497246,-0.17321484,0.11905326,0.0857833,0.8948948,-0.19203484,-0.3326019,-0.083951734,-0.00014382688,0.20565115,0.26342863,-0.20873697,-0.37860578,0.023915147,0.19423692,0.09032032,0.10196872,0.12845123,-0.10791343,0.67942333,0.39083302
-0.8648557,0.9017932,1.365054,0.28166285,-0.56525594,-0.6085477,-0.40608424,0.82607293,-0.5514481,-1.0498432,0.5771948,0.9033603,0.20481357,0.1736505,0.39996272,-0.20740807,0.51968604,0.6016072,0.09643571,-0.41159186,0.24337448,-0.46022254,0.44354844,0.64798397
-0.58112574,0.8398259,1.2970598,0.32851192,-0.5726161,-0.5003665,-0.6713977,0.9638846,-0.6749597,-0.75331813,0.6777227,0.63626856,0.44108927,-0.11646732,0.74070495,-0.032856613,0.30710375,0.42776063,0.26185158,-0.8544918,-0.00038587136,-0.35758927,0.52599883,0.59248495
-0.40422007,0.7600575,1.6592342,0.027704056,-0.763341,-0.5664222,-0.48039025,0.9803135,-0.3828062,-0.8285641,0.6860414,0.76509595,0.19943316,-0.12897868,0.7640528,-0.15671621,0.6608596,0.42884165,0.24998857,-0.44722345,0.18443258,-0.026284788,0.61436594,0.4794276
-0.61760247,0.69940877,1.3045844,-0.051615607,-0.7108032,-0.65869623,-0.23322827,0.85700154,-0.5745394,-0.31866017,0.51606923,0.6248302,0.24376678,-0.50721073,1.0295752,0.08021342,0.2703237,0.75833046,-0.016159765,-0.7205121,0.12505046,-0.2496794,0.6114142,0.5097369
-0.46964374,0.61611193,1.5250168,0.10378315,-0.7319753,-0.6207279,-0.3250887,0.8491877,-0.6177362,-0.69787526,0.73229915,0.7875394,0.32746804,-0.27012435,0.5350833,-0.1796058,0.16202243,0.72526866,0.2964175,-0.44578028,0.19429938,-0.41594934,0.5561443,0.61250293
-0.40600812,0.6171834,1.3417318,-0.06908768,-0.73340523,-0.45857963,-0.38742518,1.0336422,-0.4379576,-0.66047084,0.91815907,0.8651751,0.2187773,-0.14838995,0.7300489,-0.070506535,0.15117377,0.46229047,0.040230744,-0.67611647,-0.031688336,-0.33063298,0.48004216,0.52575535
-0.0051475484,0.8453146,1.2987084,-0.36595795,-0.21168408,-0.55047005,-1.1028942,1.3300022,-0.6561213,-1.03761,1.4172198,0.80278105,-0.42366362,-0.1277721,0.84881777,0.32131594,0.35152125,0.45337108,1.1510478,0.23096588,-0.64992297,0.29466844,0.76098835,-0.27504522
-0.36981517,0.84937835,1.69778,0.07355892,-0.41652304,-0.79503113,-0.700056,0.73127395,-0.24864575,-0.57245594,0.6681339,0.8918361,0.4065554,-0.10399188,0.7831543,0.074810915,0.4588174,0.5376253,0.28302562,-0.46610248,0.014096614,-0.19701765,0.83538824,0.5804273
-0.54225266,1.1072544,0.9083117,0.19941941,-0.404347,-1.1214479,-0.546217,1.4939289,-0.45193645,-0.16071962,1.0284181,0.27183402,0.19458489,0.3478797,1.2030798,-0.24399558,0.6023879,0.71097136,-0.09327362,-0.7534531,-0.04208833,-0.35919067,0.7243149,0.12490179
-0.6251163,0.55144656,1.4489102,0.22786954,-0.81226397,-0.749049,-0.08501325,1.2226281,-0.46088696,-0.6609275,0.7130533,0.3893061,0.5464188,-0.24287505,0.68156624,0.11593561,0.31804487,0.7781941,0.253958,-0.8035984,-0.027726036,-0.34854046,0.48432466,0.4403142
