algorithm,params,calinski,siluetas
k-means,2,29.983577159999047,0.05737363
k-means,3,26.220499102012766,0.052623242
k-means,4,24.38705501718329,0.05615781
k-means,5,22.609662444089402,0.056198955
k-means,6,22.30362229278294,0.06272085
k-means,7,21.34933053563613,0.0672393
k-means,8,20.085112788633438,0.04439232
k-means,9,19.737589052638526,0.07022214
k-means,10,19.155832443453786,0.05794465
k-means,11,18.379582989254022,0.074624754
k-means,12,18.452136733803258,0.085649624
k-means,13,18.11944402761566,0.08506263
k-means,14,17.15522136070066,0.08495986
k-means,15,16.96486589989368,0.091843136
k-means,16,16.803043074967324,0.077151775
k-means,17,16.21873908261355,0.083727695
k-means,18,16.21194679733818,0.08696524
k-means,19,15.66630491700407,0.09967451
k-means,20,15.274591656707459,0.09835056
k-means,21,15.537518848549944,0.09727998
k-means,22,14.835655183085795,0.08706878
k-means,23,14.885853347674548,0.098991714
k-means,24,14.454075515864814,0.09352245
k-means,25,14.34577839492689,0.10864989
k-means,26,14.590002835804917,0.107528865
k-means,27,14.204567390258026,0.10741322
k-means,28,14.092526577611379,0.109288864
k-means,29,14.014962750438105,0.094495915
Birch,2,18.21903440840536,0.054508153
Birch,3,18.227661230357196,0.035760302
Birch,4,18.340405579051964,0.039160978
Birch,5,18.226671091196497,0.049500834
Birch,6,18.031543983851904,0.05547743
Birch,7,17.441720217539512,0.055398762
Birch,8,17.072038324336436,0.052317053
Birch,9,16.78704972929581,0.058889214
Birch,10,16.346323436587337,0.059040286
Birch,11,16.02385209712067,0.06560492
Birch,12,15.77359945593011,0.056477018
Birch,13,15.538892661583624,0.063850574
Birch,14,15.31104982671019,0.065702885
Birch,15,15.13438841587232,0.0605011
Birch,16,14.985416772775242,0.062826745
Birch,17,14.918262841434762,0.0446952
Birch,18,14.857723297523107,0.04947962
Birch,19,14.776918111387182,0.054987095
Birch,20,14.645074402625099,0.06125734
Birch,21,14.54966434926576,0.067888394
Birch,22,14.37849170205135,0.07026954
Birch,23,14.239994306203075,0.0754694
Birch,24,14.128939405159445,0.081475146
Birch,25,14.001019512128208,0.08396435
Birch,26,13.895900764203107,0.08852899
Birch,27,13.799272153153836,0.08855719
Birch,28,13.720091693550957,0.09290487
Birch,29,13.649443110381384,0.094537
DBScan,,ERROR,ERROR
Affinity,,11.187553311853064,0.2013269
Mean Shift,,ERROR,ERROR
Agglomerative,ward-euclidean-2,17.47368153628147,0.045388166
Agglomerative,ward-euclidean-3,17.67937602900848,0.04620383
Agglomerative,ward-euclidean-4,17.409312074844536,0.038645923
Agglomerative,ward-euclidean-5,17.218128157039867,0.046140853
Agglomerative,ward-euclidean-6,16.94319483553879,0.049338706
Agglomerative,ward-euclidean-7,16.818490514639024,0.056165267
Agglomerative,ward-euclidean-8,16.479946211115788,0.04983907
Agglomerative,ward-euclidean-9,16.22745967272917,0.03986362
Agglomerative,ward-euclidean-10,15.913100856703217,0.04438571
Agglomerative,ward-euclidean-11,15.632332092118684,0.050591473
Agglomerative,ward-euclidean-12,15.387223358984741,0.05597241
Agglomerative,ward-euclidean-13,15.19375389186266,0.028576298
Agglomerative,ward-euclidean-14,15.053065784412892,0.035442196
Agglomerative,ward-euclidean-15,14.934917326996656,0.041665237
Agglomerative,ward-euclidean-16,14.76433797419606,0.046350952
Agglomerative,ward-euclidean-17,14.627356878327781,0.047225222
Agglomerative,ward-euclidean-18,14.522949103324542,0.05125002
Agglomerative,ward-euclidean-19,14.420353565464874,0.058012515
Agglomerative,ward-euclidean-20,14.336576991957608,0.063458726
Agglomerative,ward-euclidean-21,14.248552314101785,0.06894782
Agglomerative,ward-euclidean-22,14.144399996923662,0.06965337
Agglomerative,ward-euclidean-23,14.047252550308555,0.075618014
Agglomerative,ward-euclidean-24,13.923401213675037,0.080459744
Agglomerative,ward-euclidean-25,13.818832633396017,0.08586204
Agglomerative,ward-euclidean-26,13.725593014317706,0.08995936
Agglomerative,ward-euclidean-27,13.649811923250311,0.09403769
Agglomerative,ward-euclidean-28,13.584085695074808,0.0989696
Agglomerative,ward-euclidean-29,13.531223448231149,0.10404788
Agglomerative,complete-euclidean-2,10.601672156270165,0.23031886
Agglomerative,complete-euclidean-3,8.947463742239687,0.21257642
Agglomerative,complete-euclidean-4,8.107541862826961,0.21407698
Agglomerative,complete-euclidean-5,7.608432836578083,0.19829358
Agglomerative,complete-euclidean-6,7.08223285886878,0.19647224
Agglomerative,complete-euclidean-7,8.136233249035172,0.09705687
Agglomerative,complete-euclidean-8,7.636711914679214,0.09767604
Agglomerative,complete-euclidean-9,7.504898168183954,0.09610787
Agglomerative,complete-euclidean-10,7.585191122286109,0.08143854
Agglomerative,complete-euclidean-11,7.462306100087603,0.08346807
Agglomerative,complete-euclidean-12,8.136523404918398,0.046664093
Agglomerative,complete-euclidean-13,9.091771177698517,0.03605287
Agglomerative,complete-euclidean-14,8.606595100913234,0.03564828
Agglomerative,complete-euclidean-15,8.292015059642779,0.035603877
Agglomerative,complete-euclidean-16,8.39940550515584,0.03895422
Agglomerative,complete-euclidean-17,8.579335854528132,0.04358164
Agglomerative,complete-euclidean-18,8.336429246917252,0.044833254
Agglomerative,complete-euclidean-19,8.103818414503179,0.044906527
Agglomerative,complete-euclidean-20,8.106919740273819,0.048363764
Agglomerative,complete-euclidean-21,8.134691157466431,0.04866322
Agglomerative,complete-euclidean-22,8.375715525806353,0.034747273
Agglomerative,complete-euclidean-23,8.385829292802033,0.03835263
Agglomerative,complete-euclidean-24,8.241463573094052,0.03769309
Agglomerative,complete-euclidean-25,8.694114138595317,0.046775136
Agglomerative,complete-euclidean-26,8.515623850368572,0.047332957
Agglomerative,complete-euclidean-27,8.322308439616418,0.047199186
Agglomerative,complete-euclidean-28,8.302218351740205,0.049012586
Agglomerative,complete-euclidean-29,8.338947701407857,0.051370364
Agglomerative,complete-l1-2,9.775542587854511,0.2695778
Agglomerative,complete-l1-3,7.999237631127802,0.24683863
Agglomerative,complete-l1-4,10.320705667829644,0.060644157
Agglomerative,complete-l1-5,9.657328968987958,0.063626856
Agglomerative,complete-l1-6,8.706797651114954,0.064736076
Agglomerative,complete-l1-7,8.716893727091136,0.059144374
Agglomerative,complete-l1-8,8.085073623007016,0.060156308
Agglomerative,complete-l1-9,7.970945305444293,0.06209672
Agglomerative,complete-l1-10,8.157491785197552,0.053840104
Agglomerative,complete-l1-11,8.603570867894721,0.0108506465
Agglomerative,complete-l1-12,8.210014512106914,0.011772368
Agglomerative,complete-l1-13,7.977709112952019,0.01310671
Agglomerative,complete-l1-14,7.780673765826994,0.014146892
Agglomerative,complete-l1-15,8.277001106247488,0.01059832
Agglomerative,complete-l1-16,8.321849247452093,0.015563459
Agglomerative,complete-l1-17,8.362057900521055,0.00902238
Agglomerative,complete-l1-18,8.119147391805372,0.009755747
Agglomerative,complete-l1-19,7.873700764526996,0.010640631
Agglomerative,complete-l1-20,7.749382093259604,0.012302624
Agglomerative,complete-l1-21,8.359046983311057,0.025302358
Agglomerative,complete-l1-22,8.1229826458554,0.025165267
Agglomerative,complete-l1-23,8.22400959623099,0.012201281
Agglomerative,complete-l1-24,8.453339360797123,0.013963655
Agglomerative,complete-l1-25,8.538711841144252,0.019048695
Agglomerative,complete-l1-26,8.364659966922003,0.019732563
Agglomerative,complete-l1-27,8.17592204709976,0.019766748
Agglomerative,complete-l1-28,8.28532561682881,0.025315918
Agglomerative,complete-l1-29,8.345831676655802,0.03112952
Agglomerative,complete-l2-2,10.601672156270165,0.23031886
Agglomerative,complete-l2-3,8.947463742239687,0.21257642
Agglomerative,complete-l2-4,8.107541862826961,0.21407698
Agglomerative,complete-l2-5,7.608432836578083,0.19829358
Agglomerative,complete-l2-6,7.08223285886878,0.19647224
Agglomerative,complete-l2-7,8.136233249035172,0.09705687
Agglomerative,complete-l2-8,7.636711914679214,0.09767604
Agglomerative,complete-l2-9,7.504898168183954,0.09610787
Agglomerative,complete-l2-10,7.585191122286109,0.08143854
Agglomerative,complete-l2-11,7.462306100087603,0.08346807
Agglomerative,complete-l2-12,8.136523404918398,0.046664093
Agglomerative,complete-l2-13,9.091771177698517,0.03605287
Agglomerative,complete-l2-14,8.606595100913234,0.03564828
Agglomerative,complete-l2-15,8.292015059642779,0.035603877
Agglomerative,complete-l2-16,8.39940550515584,0.03895422
Agglomerative,complete-l2-17,8.579335854528132,0.04358164
Agglomerative,complete-l2-18,8.336429246917252,0.044833254
Agglomerative,complete-l2-19,8.103818414503179,0.044906527
Agglomerative,complete-l2-20,8.106919740273819,0.048363764
Agglomerative,complete-l2-21,8.134691157466431,0.04866322
Agglomerative,complete-l2-22,8.375715525806353,0.034747273
Agglomerative,complete-l2-23,8.385829292802033,0.03835263
Agglomerative,complete-l2-24,8.241463573094052,0.03769309
Agglomerative,complete-l2-25,8.694114138595317,0.046775136
Agglomerative,complete-l2-26,8.515623850368572,0.047332957
Agglomerative,complete-l2-27,8.322308439616418,0.047199186
