p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17
0.24268275,-1.5867834,0.5431565,-0.5371699,0.24397017,0.9997484,0.1793623,1.0986942,-0.084266506,-0.2752435,1.3336259,1.9898878,-0.09855094,0.94681674,1.7254515,-0.3489329,-0.052064512,0.82538915
1.1585104,-0.72805846,0.6572091,-0.5817348,0.95668125,0.4206564,-0.29278544,-0.5149631,-0.31542668,0.18842947,1.0002482,0.69534695,0.7849427,0.5538683,1.5069312,0.15424445,0.85440636,0.26540846
0.5064749,-1.6513052,0.8540851,0.49030364,-0.0056282734,-0.14788689,0.89815056,-0.04197758,0.02880971,-0.9337949,1.830809,0.63969064,-0.58020884,0.54505336,1.4172534,0.5201122,1.1560532,0.681013
0.83329123,-1.3685566,0.79762506,-0.106012054,-0.18923157,0.01120835,0.21057057,-0.35767463,0.08508026,-0.3134244,1.1412721,0.5107038,-0.22455093,0.29267532,1.6379128,1.0165092,0.6206463,0.4164562
0.7840463,-1.6366265,0.88154465,0.45136803,-0.40997094,-0.33273187,0.63334423,-0.14281625,-0.04179739,-0.78422314,1.5115948,0.92490107,-1.017195,0.34061962,1.3459481,0.914328,0.7995869,0.87597173
0.22891816,-1.4238673,1.4113635,-0.29882422,0.6718113,-0.559856,-0.39409024,-0.65989715,-0.007367486,-1.3261606,1.7033721,1.256952,-0.25006282,0.7902734,2.0249448,-0.1635131,0.3209234,1.4848242
0.44450402,-1.3544677,0.9254013,0.4948949,-0.04388855,-0.043050468,0.9454672,-0.40819788,-0.10996025,-0.86980116,1.6060568,0.93029976,-0.5874096,0.55453664,1.4444125,1.0459018,1.1954565,0.49686682
-0.45162466,-2.1144319,1.4532648,0.63956416,1.1539482,0.42033476,-0.030620592,0.52444285,0.0025580823,-0.4026048,1.1808152,0.54657865,0.8399989,-0.054320917,2.315814,-0.74988836,0.78759485,0.6699696
0.66685593,-0.011857266,1.4189038,-0.12734681,1.1871092,0.07467844,-0.696339,-0.58544636,-1.3004788,-0.21261461,1.0193399,-0.16196606,-0.25351244,0.39876652,0.47133952,0.6290988,0.28453305,-0.27689844
-0.71286845,-0.23177594,0.09973402,0.7170135,-0.37564057,0.5178577,0.0038965354,-1.4708111,-1.33517,-0.25854266,1.3198631,0.70644826,0.22758006,-0.8782119,0.7492939,-0.013708737,0.9634463,-0.3817048
-1.4869668,-0.28053054,-0.024692526,0.7450591,-0.0321326,0.5183509,0.31217512,-1.3665209,-1.276245,0.64860433,1.786581,0.9021837,0.12826557,-0.57792246,0.7805994,0.11683476,1.0786638,-0.34726968
0.3214665,-0.73398715,-1.3128527,0.25560394,0.51030505,-0.57743764,0.19543394,-1.5983598,-0.4374428,-1.6034923,0.98283774,1.0010757,-1.7872981,0.40078744,0.87487143,0.77159935,1.8083531,-1.8089418
-0.00064132095,0.466286,0.69856113,0.5429169,-0.6594485,-0.004253129,-0.5252132,-0.8532356,-0.84546506,-1.1299071,0.107323214,0.65660685,0.608158,0.70422256,0.6515313,1.1740452,0.7848335,-1.1860389
0.20700037,0.56705683,0.19951564,-0.88669467,-0.23140259,0.55440724,-0.2385447,-0.50786257,-1.1747603,0.0224133,0.553675,0.21951097,-0.03511961,0.51881623,0.7337434,0.38526595,0.3402929,-0.51752204
1.1891152,0.40764898,1.4856839,0.49945697,0.012719967,1.01701,-0.7955938,-1.8434702,0.6476828,-0.0080056405,1.0310156,1.7412953,0.90351826,0.6884229,1.1680968,0.76649505,-0.5124506,-0.67184
-0.25381202,-2.340345,0.5707208,0.047135755,0.76046515,-0.13520576,0.9095404,-0.6636393,0.30220467,-1.1410694,1.3034452,1.5177205,-0.20177749,1.1678938,0.63884443,-0.21940614,0.15715182,0.16665241
0.9523975,-1.3906409,0.44835645,-0.0037941667,0.17082265,0.187992,1.0344124,-0.61434466,-0.66506284,-1.0147349,0.369522,1.1623133,0.11070267,0.24285917,1.1610019,1.0011742,1.241758,0.40619195
-0.027359536,0.5228114,0.7702861,-0.1402031,-0.39245805,0.39679664,-0.35352337,-0.31170976,-0.26807475,0.5118012,0.8389253,0.49342826,-0.09917645,-0.13974157,1.3604589,0.6828754,0.9789653,-0.09621103
-0.47625282,-1.2938637,1.178824,-0.9210327,-0.9549378,0.49664822,-0.38390413,-0.8714485,-0.093372084,-1.854922,0.5823415,0.20928761,-0.38904443,0.81941944,0.41862267,0.53126043,-0.39692336,1.1671042
-0.6425445,-2.1880002,1.6808437,0.03351618,0.999771,-0.83796066,-0.5389363,-1.7643439,-1.9267813,-1.3102326,-0.09295942,0.5523495,-0.21687408,-0.06762547,1.0524844,-0.41770214,0.77409464,0.55541253
-0.52885115,-2.3450053,1.2195907,-0.2151388,0.9617073,0.23988195,0.37812093,-0.41954014,-2.541618,-1.1493844,-0.3386051,0.7623222,-0.114831135,0.6191548,0.8800999,0.21741307,0.95429015,0.29029116
-0.0656909,-1.5184802,1.4431549,-0.18925832,0.57399625,-0.28503177,-0.37627122,-1.3463217,-1.4692612,-0.60214436,0.047762454,0.089541905,-0.3210586,0.04131418,0.8908636,0.51315075,1.0481783,0.13130414
-0.10442669,-1.698165,0.971628,-0.3515203,0.49199983,0.8263717,0.6281395,0.1157175,-2.431026,-0.61734825,-0.23914075,0.5283794,-0.20503877,0.51630324,0.6230564,1.009163,1.1860193,0.047388643
-0.8315743,0.5971579,1.4702768,-0.626091,-0.9661119,0.8041113,-2.166807,-0.3514767,-0.30774072,0.059549406,0.5617128,0.4754336,-0.17597283,-1.3139945,0.7206875,0.92452955,0.3605337,0.8351888
-0.88327146,0.37234506,1.5252726,-0.6361037,-0.93896264,0.9100905,-2.2252474,-0.3957728,-0.3439377,0.18109545,0.4203389,0.49381003,-0.2879478,-1.3054222,0.6645833,0.8172437,0.15105726,0.85183126
-0.75489205,0.38954273,1.4457731,-0.34249455,-0.97082335,0.8919192,-1.986893,-0.3326826,-0.4485065,0.14419094,0.36107725,0.44545037,-0.3216009,-1.1015292,0.66880137,0.9205817,-0.008168849,0.7276823
1.1085483,0.5766862,2.181196,1.0582298,-0.6013379,0.9657839,-0.36557114,-1.9544566,-0.47511438,0.6981649,-0.6551269,0.58272755,-0.5717045,-0.45437917,0.6176725,-0.17597944,2.5375373,-1.198618
0.08581685,0.37006778,0.66595924,0.2504618,0.16540116,-0.266087,-0.41113326,-1.1980243,-0.94231844,0.23027779,-0.3237899,0.13883732,0.016812682,0.17159289,1.462871,0.4500594,1.4965593,-0.26563522
-0.23671304,0.28825575,0.6861467,0.93742406,-0.60494006,0.56722176,-1.1201043,-0.7441262,-1.4587575,-0.9748494,-0.043338396,0.18499987,-1.3408304,-0.34643057,0.96677065,1.4970088,-0.22657536,0.6094309
-0.2242497,0.3728761,0.6540892,0.8927111,-0.59950644,0.64365226,-1.1417674,-0.80985534,-1.5859292,-0.76192355,0.03133733,0.17324002,-1.3316426,-0.4956613,1.0244257,1.6045793,-0.1927392,0.7185459
-0.44562885,-0.7008184,1.6731207,-0.26749492,0.7164407,1.7407203,-1.4783487,-1.1886578,0.74166006,-1.7466742,-0.36137724,1.3676709,1.3215177,0.7323476,-1.2062427,0.57164246,0.79728913,-0.44128436
-0.0877439,-0.47948408,0.87829506,0.5313456,-1.1702156,-0.044702493,-0.87190974,-1.2997975,-0.13482717,-0.44742048,1.4289287,-0.4661075,-1.8537786,-0.29733896,0.11150496,1.9767884,0.9115306,0.254746
0.47266805,0.045456357,1.0850557,-0.7218854,-1.9772611,1.4311315,-0.5472904,-1.6591944,-0.5322492,0.57583004,-0.2474276,1.4449153,-0.21338981,0.30540183,-0.3742966,0.56911427,0.6100828,0.021488238
-0.525203,2.1314688,0.83023244,0.022798603,-0.21404572,0.43291095,-1.3296498,-1.2380037,-0.76239705,-0.8590892,0.4116545,0.15681842,0.8344929,1.5750467,-0.10460589,1.5746486,1.549209,-0.7704937
-0.12935555,1.1019486,1.3938138,1.2667857,-0.0667787,1.0105503,-0.32523692,-0.61307085,0.08222482,-0.0800922,0.6826511,-0.20641628,-0.84582186,-0.13402785,0.8652345,0.6892407,1.0223757,0.9586162
-0.22171766,-1.5331005,0.53474045,0.36600074,-1.4194275,-0.40541503,1.0123376,-1.5571777,-1.1406139,-0.743946,0.13529818,0.047023367,-2.23177,0.49559492,1.6607819,1.1063566,-0.012447829,-0.5387526
1.7629559,0.65530884,1.5108273,0.14785847,-0.42096493,0.15487894,-0.26562446,-1.1484659,-0.5463093,-0.32250196,1.0811194,0.95460814,-2.3277028,0.787679,0.59948623,1.4264377,-0.30991107,0.054154858
1.1834922,0.63002664,1.0219221,0.3068249,-0.37724742,0.15600598,-0.7975742,-1.4006416,-0.19855392,-0.43574136,1.4226902,1.4520768,-1.4397118,1.1116688,0.6433236,1.7821239,-0.54365414,0.51123583
0.8733026,-0.7235005,1.764538,2.1825843,-0.29506838,-0.053008422,-1.0692608,-1.4232496,-0.38697338,0.1117543,0.63983154,0.6068431,-0.86828285,1.6168656,0.24661262,1.6500343,0.3085877,0.31975675
-0.30417505,0.34181526,-0.029724022,0.47902533,0.14901207,0.660988,0.35148513,-0.49715057,-1.0534637,-0.98278075,0.50075674,0.72156185,-0.31008005,0.22934435,0.6141463,0.73170626,0.6893963,0.42483908
-0.58772725,1.1799144,0.23351675,1.4200475,0.036541447,-0.07852885,0.984448,-0.6152032,-0.9188643,-0.793098,0.9653215,1.2614486,-0.31899378,0.13940041,0.69936806,0.6699434,-0.46984524,0.70396775
-1.5468544,1.2510397,0.54898876,-0.8335381,-0.17534783,1.4153682,-1.0084585,1.0892172,0.20711118,-0.44003406,1.8441992,1.7097818,-0.69646186,2.0907648,-0.7392552,-0.6497611,1.344834,-0.01243049
-1.9354547,0.73311555,-0.2550327,-0.6867221,-0.23591863,1.3801137,-1.129703,0.20725411,-0.97022593,-1.5717971,1.0814058,1.7859914,-0.31907478,2.0992382,-1.0875881,-1.1635066,1.3073794,0.070672855
-2.039334,0.72971606,-0.03346751,-0.82707036,-0.7849828,1.2181695,-1.4718992,-0.77081746,-0.6039496,-0.46564326,0.6925477,1.5938139,0.1928159,1.1219294,0.014436092,-1.1003445,1.152057,-0.4692886
-1.7382134,0.42503998,0.84950304,-0.2382542,-0.3614137,1.5455265,-0.6647316,0.87958467,0.3628931,-0.2174607,1.6932797,0.8977783,-0.06842516,2.1465626,-0.1850227,0.19858015,2.0354342,1.3551055
-1.7909955,0.024193164,0.037272975,-0.20851627,-0.24801604,1.4127616,-0.75232565,-0.09624759,-0.70286083,-1.0959773,0.89774203,1.0273644,0.3828263,2.2128985,-0.33063453,-0.5206479,1.97883,1.2087616
-1.5485829,0.24972592,0.2822163,-0.11828015,-0.7284665,1.0475831,-1.0917773,-0.97993,-0.13333036,-0.7058426,1.3327957,1.259546,0.5188878,1.5767664,0.18786958,0.3964262,1.5978217,0.89760727
-0.87347406,-1.5610616,0.528713,-0.1413109,0.70085365,0.07513022,1.4969933,-0.6521141,-0.2618888,-1.0146811,1.3759508,1.2470044,-0.012195642,1.6744858,0.16546145,0.81786597,0.3262434,0.76611507
2.109649,0.97414005,2.0690968,0.0013630188,-0.20251901,0.45720634,-0.23346978,0.17407806,-0.2823275,0.52153635,-0.8640964,1.94783,-0.7482453,0.0796997,0.059130367,0.64326596,1.2786852,1.9670258
1.3126211,0.26588142,1.5263035,-0.20095187,0.073267676,0.4514834,-0.5357464,-0.21927987,-0.75467455,0.24225368,-0.53889847,1.4180124,-0.56891817,0.20333156,0.097037084,0.4700856,1.358846,0.9015466
1.4666752,0.2629539,1.591303,-0.22261268,0.0030909954,0.6475708,-0.4912967,-0.30196828,-0.5773153,0.48256755,-0.3754138,1.5031335,-0.5462711,0.11522783,-0.013806394,0.64953184,1.4046334,1.0179123
0.17492355,-0.9056905,1.2926865,-1.1047003,0.960212,-0.03329425,-0.75443715,-1.5628242,-1.4298552,1.0090982,0.82564646,-0.21680374,0.31733477,0.48921406,0.65361655,0.78036064,1.1676214,-0.9223474
-0.4399755,-0.5259126,0.6341068,-0.107875705,-0.034571774,1.1049905,0.038964503,0.89985096,-0.24114394,-0.63422453,1.5747446,1.3286952,-0.33240283,0.9505591,0.3900705,-0.11949353,0.3185912,0.5913874
0.30599487,0.060851987,0.7073327,0.12880626,0.72812396,0.62457204,-0.43282792,-0.527608,-0.43448728,-0.2618203,1.4449481,0.40038204,0.2440666,0.75666463,0.04644916,0.55797833,0.9538912,0.15111126
0.3495015,-0.52455795,0.8717255,0.4175362,-0.3280549,0.1604637,-0.38711727,-0.8493598,0.0924551,-0.03987006,1.2585508,0.14069293,-0.109339885,0.3894622,0.8975518,0.7273008,0.8967748,0.45330185
-0.54763865,0.17787832,1.3376194,0.036944732,-0.812207,0.8675083,0.12602367,0.6933702,0.06344011,0.24215715,1.580174,0.7004087,-0.29882196,1.7135046,1.5290223,-0.12421821,1.269503,1.3363185
0.47097683,-0.62564963,1.096636,0.614795,-0.38898578,-0.18642376,-0.5919851,-0.998595,0.21362762,0.132919,1.7037073,0.022773352,0.070674494,1.1753793,1.3432455,0.43038777,1.4508209,0.7081722
-1.3551383,-0.5307432,1.5596311,-0.49436104,-0.37066573,0.47806105,1.7016894,-0.074031286,0.21179259,-0.8944493,2.160629,-0.5246362,-0.4536369,1.2888774,0.12859167,-0.67496973,0.6607061,-0.00029235138
1.2243835,0.31441766,1.0183494,0.13929391,0.49157476,1.1991483,-0.5163417,-0.1274836,-1.0706637,-1.1037327,0.38174903,0.71048456,0.6749192,-0.558001,0.29756624,0.60312,0.5363812,-0.1255935
-0.96182615,0.40494832,0.8974007,-0.2697956,-0.788819,1.038389,-0.19204038,-0.0517778,-0.7340342,0.1857803,1.2159635,0.47248834,0.0037137894,0.1538103,-0.023181405,1.6596167,1.8214687,0.027725266
-1.2586328,0.42000723,0.8631092,-0.42075005,-0.52578324,1.2705212,0.04841909,0.017497823,-0.7358167,0.18929651,0.9769352,0.37741873,-0.23327239,0.23759475,-0.102526315,1.6122036,1.7321084,0.16820875
-0.5465385,-0.5534242,0.7053154,-0.19054407,-0.36788467,1.1245235,1.0373424,0.0069648074,-0.57732296,-0.16156916,1.0509995,0.67844534,-0.050708726,-0.038470183,0.33323273,1.242403,1.1371287,-0.3180812
-0.40749383,-0.59488434,0.53556967,-0.12604372,-0.38863945,1.2385346,0.99991167,0.022693481,-0.5607602,-0.17752841,0.9185405,0.6482553,0.11769973,-0.025779257,0.3418017,1.442128,1.1635158,-0.23416525
-0.4699875,-0.12399539,0.871813,-0.14716867,-0.0014392217,0.4800038,-0.02790967,-0.42557898,-0.9450498,-0.4680188,0.4764915,0.9156861,0.01988097,0.4425113,0.56058055,0.020136453,0.19850035,-0.6492573
0.048939534,-0.35206228,1.0805795,0.24145323,-0.9301802,-0.2636136,0.1955703,-0.59250367,-1.1388096,-0.15058269,0.13118161,0.16592932,-1.0913316,0.15455955,1.089138,0.9137835,-0.04090425,-0.0022315127
0.8857872,-0.2768522,1.3874333,-0.36144513,0.943684,-0.6655247,-0.55488896,-1.0348573,-1.5175866,-0.33195016,1.4767882,0.3654587,-0.73392147,0.7778988,0.07739496,1.701476,-0.46798143,-0.2691403
-0.16107501,0.2505446,0.735197,-0.09704966,0.15583304,1.1735216,0.07885462,-0.69736624,-0.6411048,-1.9350628,0.6095646,-0.8561487,0.9762775,-0.5084791,0.2858817,2.0322003,1.2916708,-0.9935104
-0.36842105,-0.63323385,0.6517985,-0.048193477,-0.006521063,1.0229392,0.05911672,0.92339426,-0.22922558,-0.49214673,1.5263582,1.3978274,-0.35284853,0.9843455,0.49243954,-0.109720565,0.3842143,0.5375035
-0.1285901,-0.6779223,0.61023086,0.31395584,0.1866243,-0.2940852,-0.19253202,-0.30056444,-0.23834807,-0.70868653,2.2906075,0.31754693,-0.5861147,1.833285,0.7885517,-0.2507114,1.5042521,0.52935123
-1.3178124,-0.8315175,1.4302274,1.0742518,0.6553407,0.7129028,-0.118475564,0.4557632,-0.18956073,-0.6590147,1.4604124,0.19677347,0.31065285,0.21990393,0.5473388,-0.4138872,1.097706,0.72324854
0.9022435,-0.7553493,-0.09403987,0.5897299,0.3798482,1.2783427,-0.76777405,-0.56101036,1.2046441,0.008297388,0.34683478,0.7593079,0.740702,1.1614525,1.0671654,0.39277205,1.8514458,-0.6793856
1.1046009,-0.82663107,-0.05970997,0.693872,0.5632171,1.4214958,-1.0395935,-0.63273734,1.1722872,-0.34528455,0.39228544,0.7474277,0.6927692,1.3041519,1.0700394,0.3022926,1.9479741,-0.6347357
0.95664555,0.3065994,0.2999357,0.22340526,-0.54018974,0.12542072,0.040215287,-0.38271514,0.038337406,-1.1876873,0.21584037,0.21223854,-0.4013,1.480274,1.2346961,0.41202357,1.6059139,-0.076719105
0.1636168,-0.12703972,-0.32753998,0.48042226,-0.82518727,0.049306005,-0.55033404,0.47749004,0.2585564,-1.3986313,1.441003,0.67525774,-0.6255346,1.7048864,1.6905426,0.14480875,1.4280912,-0.671865
0.9339722,0.14565672,0.599643,0.02193404,0.10469713,1.132757,0.36054552,-0.78720415,0.8615384,-1.1801018,0.09804685,-0.08662134,-0.46704736,1.275172,1.6106725,0.22178385,1.3515067,0.019964607
0.49747223,-0.12654038,-0.22396863,0.062302254,-0.6882385,0.97979933,-0.32668,0.063021146,1.084776,-0.97967935,1.7314974,0.33738542,-0.8388289,1.1664857,2.30671,0.18538733,1.0753853,-0.68449223
1.1756886,-0.43840554,0.38514522,0.22550252,0.18767624,0.6519112,0.8978244,-1.0366203,0.3408386,-1.3270628,0.25936946,-0.5288924,-0.5834265,1.3577932,1.1904457,0.29694536,1.8509486,-0.40987706
0.17467436,-0.38808894,-0.32237974,0.03545315,-0.75529647,0.7990684,-0.019416431,-0.12310374,0.37699375,-0.50480235,1.4317175,0.15725856,-0.42423892,0.6855102,1.9950459,0.36559665,0.63243556,-0.95266455
1.0571098,-0.17811818,1.512973,0.1732648,0.7964811,0.648964,0.39842764,0.6037063,0.5289626,0.097399235,-0.35850793,0.1841999,-0.30450407,1.1814958,1.9571873,1.038296,1.5872612,-1.5180796
-0.13742904,-0.6883712,0.50326294,0.14534998,0.1272387,0.044618998,-0.56924707,1.0273505,0.28517258,-0.28118694,1.3170975,0.7076634,-0.45956025,1.2908828,2.3234468,0.8514775,1.0839877,-1.7992871
0.21615389,-0.19310516,0.8969902,0.0645796,-0.2943431,0.4446381,-0.791992,-0.39581814,0.2891274,-0.14442357,-0.7890702,0.39012173,-0.699189,1.8109592,1.4967548,0.4758755,0.96793795,-0.34876725
0.49370092,0.3863251,0.7792451,-0.21634497,-0.5565639,0.0100561185,-0.29150915,-0.46668667,0.04187595,-0.6134729,-0.5458786,0.23309688,-0.5151213,2.012826,1.4670352,0.5502355,1.3555545,-0.17499048
1.0419834,-1.0797203,-0.4318734,-0.036704507,1.1105189,-0.38100895,-0.11924103,-0.8269567,-1.4246771,-0.36596596,1.7020993,0.04463332,-1.5404754,1.4665558,0.86619437,1.3997475,0.48826423,-2.1609607
0.6583795,-0.012061605,0.6455149,0.46296722,0.2750784,0.8092478,-0.21877445,-0.056250714,-0.16129452,-0.45657247,0.4355069,-0.030278727,0.21483852,0.31033966,0.4937407,0.24330962,1.7219588,-0.5808432
0.8017932,-0.11034405,0.50697744,0.8433709,0.13442785,0.76034325,-0.1282918,-0.04914875,-0.30104542,-0.5816814,0.63900167,0.113699846,-0.21715505,0.53734297,0.8329732,0.32926708,1.8596869,-0.77692866
0.63981503,-0.037947863,0.53538674,0.45099345,0.072767,0.8571925,-0.16992883,-0.19787993,-0.25019607,-0.50840974,0.57417023,0.044953823,0.020087294,0.23091854,0.62779063,0.28222156,1.7001157,-0.62265044
0.81272095,-0.20125732,0.63852423,0.77976143,0.35773593,0.9279402,-0.21150318,0.036496736,-0.08858646,-0.631178,0.55285645,0.07184713,-0.08786855,0.5779131,0.75631434,0.48377725,2.1000419,-0.66203576
0.62835336,-0.09125057,0.57979554,0.67156965,0.2536029,0.7283448,-0.16086778,-0.14567503,-0.27000389,-0.7345622,0.4742252,0.065388575,-0.006717439,0.31150708,0.6683891,0.3614671,1.714964,-0.5430716
0.6739886,-0.008155571,0.61545163,0.5273636,0.3537828,0.85515225,-0.34798023,0.07704319,-0.22767901,-0.29485556,0.4543019,0.06658851,0.0013604149,0.31971774,0.7472854,0.41947466,2.0146332,-0.92318964
0.4293673,-0.20965415,0.5392629,0.58899736,0.44941023,0.9265919,-0.5605714,0.103601106,-0.24871522,-0.30033195,0.4513309,0.22175232,0.019234035,0.40319836,0.8634061,0.41319442,2.0132926,-0.7857902
0.52541655,0.015254528,0.46888256,0.48315006,0.20734698,0.7839174,-0.4085078,-0.15221049,-0.39811623,-0.4765845,0.34445179,0.024777116,0.17807895,0.25812593,0.90927655,0.4624097,1.8679397,-0.6854823
0.7159524,-0.3090606,0.13079132,-0.16317616,-0.04724999,0.34033495,-0.31650352,-1.7990714,-1.2765458,-0.47956008,0.06296495,0.17230593,0.5659859,0.77213705,0.9127701,0.60294354,1.1663697,0.8319336
1.2162441,-0.33199733,-0.2924502,-0.20224781,-0.16027264,0.019807458,-0.62704664,-1.8293791,-1.0298105,-0.868997,0.015867747,-0.2924107,0.55416536,0.76346886,1.5425202,0.64152694,1.801841,1.31398
-0.9918576,1.7293017,0.07782709,0.03657368,-0.0035929007,0.39956236,-1.51953,-2.0302556,-1.181812,-1.1265417,0.3627479,0.24655613,0.26085988,0.778908,-0.17287956,1.464848,1.8986989,-0.6987633
0.28146422,-0.12591787,0.6934337,-0.2323542,0.42246568,0.43089992,-0.09697322,-0.48524478,-1.0486612,-0.1273118,0.3573012,0.36693597,-0.43437305,0.48741087,0.043017175,0.12274715,0.24203402,-0.29706237
0.51090175,-0.16145316,0.47064292,0.011651819,-0.5819739,0.9678032,0.7741351,-1.1310748,-0.13249588,-0.99870276,0.7698995,0.6635709,-0.8540517,0.6699534,0.22620155,0.03309907,0.6681254,-0.5788645
0.61124474,0.33778524,0.7578504,-0.18086751,-0.5525964,1.0958384,0.7819543,-0.97830003,0.087171696,-0.4863885,0.074861236,0.8765861,-0.6713366,0.18374282,-0.06023985,-0.26932967,0.24716692,0.10340145
-0.15655036,-0.5241486,0.9073473,-0.48810735,0.6173523,-0.121639445,-0.20534298,-1.2500544,-0.5466452,-0.38114026,0.68252563,-0.5062884,-0.06841593,0.04321346,-0.1012464,-0.1684043,0.4745711,-0.14831492
-0.337453,-0.7390831,0.8334911,-0.5875855,0.3222458,0.44832632,0.32063442,-1.7050022,0.034031656,-0.7610881,1.0190248,-0.18325698,0.046106566,0.10996812,0.07165286,-0.1504535,1.0359015,-0.17718743
0.2860991,0.10660093,1.063443,0.38638902,-0.23339553,-0.054201618,-0.15491697,-0.95947117,0.646871,-0.5596897,1.2538598,0.5141683,0.134021,0.18867348,0.33425516,1.1764344,0.24724038,1.3183752
-2.6380663,0.35460883,-0.79496616,-1.0598466,-2.5899272,-1.1093299,-1.3811964,-0.8469122,0.4790873,-0.9260488,0.30955735,2.56983,-0.21661668,1.1591752,2.2012253,3.657965,0.0674881,1.5722164
-0.473344,0.9254942,0.30796683,1.4761013,-0.734847,0.23167574,-1.174193,-0.96182966,-0.38747352,-2.4324062,0.8026587,0.979707,-0.64730227,-0.73987055,0.32808024,2.5493836,-0.045731645,1.0690161
0.44446725,0.10103731,1.4777285,-0.508046,-0.11031802,-0.88520485,-0.08489979,-1.4737047,0.10045761,-0.9075443,0.32639587,0.26669106,-1.5055517,0.1954727,-0.46461803,1.7941312,0.3522801,1.0811245
-0.20885906,0.049322095,1.5517752,0.5654083,-1.4108781,-0.6499526,-1.1097362,-1.2326478,0.33054397,-1.5015469,0.19123544,0.60844797,-1.6051341,-0.27501938,0.45267758,3.3145344,0.04142857,1.5359337
-0.34345567,-0.0007469911,1.1692127,-0.23758054,-1.1584284,1.7354834,0.44786808,0.97708195,0.7435838,-0.9772399,0.97932464,0.31220862,-0.39718753,1.8585384,1.9381242,-0.24944824,0.98272634,0.5659226
-0.4140987,-0.22608063,0.93446213,-0.11699548,-0.8435664,1.6150577,0.5051855,0.6715845,0.47526023,-1.3912812,1.0497779,0.553102,-0.27919963,1.8487082,1.9914619,-0.46179557,0.75280666,0.6379039
-0.5828762,-0.88986295,0.5005052,0.08576128,-1.0156097,1.6975144,0.24639185,-0.2000458,-0.13208906,-2.213852,0.0659,0.31696343,-0.22550392,1.6574848,1.8706923,-0.7166034,0.7707322,0.53540766
-0.50637025,-0.91342634,0.33555317,0.08570398,-0.9203626,1.6244831,0.42276847,-0.29984206,-0.23414893,-2.4724038,0.5400237,0.28416803,-0.20212603,1.4838699,1.7662427,-0.8418905,0.9283625,0.27827263
-0.052632086,-0.44285235,0.22102946,0.23621553,-0.8298177,1.1166785,-1.146201,-1.0901333,-0.056622747,-1.486049,1.2464354,-0.56430936,-0.15599866,1.9201564,2.1952803,-0.9553399,0.05451835,-0.1761262
-0.16168106,-0.3773291,-0.079827875,0.34324172,-0.70516217,1.1525967,-1.04353,-1.1899236,-0.25175112,-1.7420847,1.1075913,-0.085197814,0.0014686654,1.9319121,2.2190588,-1.2701908,0.008011345,-0.18643507
-0.39728895,-0.84918624,0.85549134,-0.42350423,-0.50854945,0.40582538,0.44304532,0.6270456,-0.7437727,0.1533163,1.149131,0.9744838,-0.48948935,1.4730496,0.4219191,0.8360823,0.9441096,0.5954037
0.092470065,-0.42934018,0.9410037,-0.37871742,-0.5361653,0.41851375,0.5346256,0.45703202,-0.5478053,0.41720322,1.0382643,0.820869,-0.2693344,1.1975335,0.46990213,0.6350553,0.8099227,0.4659211
-0.011486437,-0.34403935,1.0850949,-0.35602388,-0.61787033,0.386716,0.34176648,0.7671567,-0.52099377,0.5404698,0.7457369,1.1697396,-0.3775995,1.4211425,0.59130025,0.7634295,0.6788865,0.44395515
-0.5714954,-1.0872099,0.25132495,-0.25008428,-0.39273915,0.50716066,0.42619702,-0.043935232,-1.4548583,-0.6892295,0.3997881,1.1761929,-0.08937657,1.3444027,0.25564227,0.2770213,0.65469444,0.5412287
-0.3312277,-1.0797471,0.17131403,-0.1554618,-0.21970752,0.46331125,0.39799392,-0.15408313,-1.627623,-0.84941924,0.2092898,0.99821466,-0.15799554,0.96312195,0.3916012,0.24256857,0.9712124,0.2374337
-0.3159123,-1.0004969,0.2717799,-0.28292793,-0.5110972,0.5320257,0.3990164,-0.03291539,-1.4816945,-0.73871034,0.36959693,1.0857798,-0.14567302,1.0273466,0.40145472,0.32252586,0.7521011,0.23884396
-0.22177038,-0.8702275,-0.07197959,-0.183053,-0.24799554,0.003779357,-0.8178277,-0.98104066,-1.27016,-0.37687615,1.3271644,0.42429867,-0.23890698,1.8533128,0.48464242,0.38553524,0.049893774,0.24587618
-0.26922682,-0.6770956,0.12209797,-0.17472218,-0.1940973,0.080975056,-0.5220692,-0.4902053,-0.9827647,-0.2194298,1.2482361,0.47450912,-0.2597907,1.5531152,0.61752754,0.47329804,0.083133206,0.048080526
0.16832325,-0.5091852,0.11640332,-0.13121232,-0.06541807,-0.0958861,-1.0103922,-0.94155604,-1.0532057,-0.076807976,1.0977134,0.3997957,-0.20564109,1.6698458,0.83060473,0.2709849,-0.07611443,-0.08548108
-0.01746911,-0.38658464,0.04685291,-0.3757452,-0.4021884,-0.01774235,-0.8373301,-0.907381,-1.1976424,-0.21561264,1.1663674,0.45506853,-0.010682224,1.4013562,0.8129912,0.27569106,-0.05758324,-0.0933328
-0.9664523,0.8099827,-0.0052917833,0.5738852,-0.68945,1.4540013,-0.37303597,-0.16972938,-1.7496594,-0.59494394,0.4665873,0.29867592,-0.5373165,-0.9696025,0.7587039,1.3947501,1.0643713,0.8719958
