p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17
0.06200188,-0.22377206,0.32057276,-0.3146514,-0.23126456,1.3113606,-0.84251016,0.082605526,-0.43060482,-0.40948394,0.21137677,0.46905103,0.28531292,-0.54754525,0.06510703,1.8553205,1.3692112,-1.0454026
-0.8851783,-0.4748466,-0.04694464,-1.259663,-0.282397,0.14969616,-0.44463584,-1.4316883,-0.57618207,0.85017157,0.35031953,0.69200796,0.18926646,0.5558251,1.6538713,1.8322108,1.0620477,0.07634144
0.04965619,-0.8001717,0.7251517,-1.0570995,0.78235054,0.47144198,-0.16398884,-1.4707282,-1.1269997,0.5241604,0.11689221,0.215023,-0.027594067,1.004057,0.6039054,1.023781,1.0531772,-0.5887005
0.14960226,0.035918545,0.1724883,-1.2050592,0.40475565,0.3243914,0.37067223,-1.1065743,-1.4843795,0.048621833,0.29444724,0.77608407,-0.60740805,1.0188445,0.6616746,1.207065,1.0727704,-1.4016489
-0.5076183,-0.04295873,1.0971065,-1.8177942,0.07276635,0.8595994,0.8701276,0.82395613,-0.6820935,1.7836671,-0.25696343,2.1855447,0.47112375,1.6202219,1.4089928,0.92493284,1.1488688,-0.13653761
-0.6750062,-1.0275959,0.10689248,-1.1468635,0.25916764,0.73669696,0.5581995,-0.57354116,-2.1784422,-0.003636883,-1.4205761,1.9573082,0.44628733,1.2176498,0.79867136,0.23017576,1.3956074,-0.119766265
-0.3340901,-0.1527443,-0.12819691,-1.2247224,0.26938632,0.1350196,-1.326577,-1.6006964,-1.4310198,0.39096156,-0.22166374,0.8999097,0.4208706,1.7187897,1.296232,0.10979594,0.33657497,-0.72855145
0.9065789,0.06413568,0.7653443,-0.9493501,-0.5059985,-0.15141754,0.06029591,-0.81277275,-2.2106466,-0.86628723,0.5861955,1.0514486,-0.6881184,1.384287,0.47260806,0.9103771,-0.005280633,-2.004083
-0.63579094,-1.6395409,0.33820355,0.03383535,-0.24497437,-0.066358306,0.36571354,-2.9687655,-2.025927,2.1073768,0.7428043,0.4692394,1.1971322,0.34379938,-0.16540334,0.24413112,0.9653087,-0.0019998823
0.71279097,-0.0197371,-0.39755148,-0.042499747,-0.22968708,1.1316872,0.04959474,-0.5226355,-0.5153342,-0.7440469,0.5682523,0.81687987,-0.4032867,1.0501028,0.35647538,0.84199715,0.37077138,-0.022258073
1.0143458,0.2850557,-0.7527495,-0.067024045,-0.2539311,0.96335286,0.03557911,-0.5520105,-0.6526677,-1.3651545,0.63828874,0.86903375,-1.2079217,1.1310532,0.31665117,1.1325463,0.4492459,0.40454447
1.1498111,-0.281779,-0.8832184,0.32945445,-0.93533015,0.95751244,-0.6364092,-0.28262082,-0.46932137,-0.6703689,0.43614858,1.0202309,-0.27405944,0.64575475,0.19042309,0.6301047,0.9241486,-0.47263727
0.26920232,0.5561701,0.23696913,-0.8870863,-0.17938344,0.49468327,-0.23879738,-0.51427937,-1.1645784,0.033370364,0.62023497,0.19841714,-0.15146478,0.4842985,0.7064203,0.42591548,0.2912089,-0.51808995
0.32536912,-0.7999694,0.48911077,-1.5928811,0.63528335,1.6151649,1.219753,0.84000653,-0.48536557,0.08042329,0.68478775,1.4962634,-0.088420935,1.1213495,1.8729109,0.156408,-0.5042031,1.4679422
0.18013006,-1.7584665,-0.15979302,-1.2167523,0.7466024,1.5994008,1.1489066,-0.31748095,-1.385415,-1.1006844,0.016361315,1.5720891,0.10035056,0.8960968,1.3505824,-0.4218337,-0.3338551,1.3541479
0.17747523,-1.7663155,0.030491628,-1.6121848,0.83263445,1.1076694,1.6982223,-0.28391778,-0.9689946,-1.1589707,0.9073334,0.62711275,-0.10291006,1.1134686,1.1535963,1.0490874,0.6345575,0.6985864
0.12499326,-0.07523785,0.29175133,0.20785943,0.16307858,0.6535045,-0.06747444,-0.38655415,-0.04082055,0.02435305,0.71051496,0.13352431,0.25368562,0.034640644,0.35577697,-0.02581866,0.21897477,0.32713804
0.38808948,-0.0058085937,0.4420906,0.3411206,0.15066345,0.6167292,-0.047427766,-0.47115558,0.0020215726,0.038913436,0.89973396,0.0907433,0.46348596,-0.024270937,0.39102313,-0.07165013,0.29976347,0.48916084
0.15737957,0.31593993,0.98763216,-0.22198957,-0.55038464,1.7510698,0.07910139,0.79169655,-0.6335453,0.8463676,0.44684023,1.0805109,-0.8266088,0.41183105,0.7081183,-0.58928466,1.0020411,-0.41865996
0.009394711,0.0925933,1.3428805,-0.32655114,-0.33287117,1.6723096,0.0580127,0.68031377,-0.28741685,0.97694427,0.54298586,0.8902375,-0.813262,0.18387747,0.8218025,-0.28179267,0.6714134,-0.8116399
-0.15186375,0.5515561,0.86180323,-0.4062618,-0.37242427,1.6205283,0.011172687,0.85899645,-0.13932778,0.77783257,0.48952398,0.98667216,-1.0243922,0.32424727,1.0450667,-0.485617,1.2209023,-0.83016896
0.20128678,-0.15745674,1.1686554,-0.18116714,-0.5288761,1.1950085,-0.27934986,0.58506554,-0.57058495,1.3140464,0.5042251,1.1366186,-1.0320661,0.5155514,0.5185215,-0.4358089,1.0330905,-0.662766
-0.0810355,-0.009143588,1.2034873,-0.250018,-0.5830682,1.2520924,0.05861327,0.6246348,-0.60612243,0.99287677,0.35974142,0.89484966,-0.82300687,0.5094248,1.0165812,-0.4016946,0.946864,-0.24756819
-0.035840515,0.111161806,1.3754375,-0.21044421,-0.578774,1.39195,0.0066977055,0.53490233,-0.38090995,0.97388726,0.40229377,0.93046105,-0.6948538,0.6141096,0.97957826,-0.48321685,0.84586096,-0.6943993
-1.3933911,0.8416314,1.0092188,0.01499828,-0.55312294,1.4459417,0.24819578,0.381705,-0.05141298,-0.15085885,0.5169606,1.0756834,-0.5972616,0.083201244,1.42781,-0.5914607,0.3299852,-1.5335258
-0.26573774,-0.02256738,1.1561222,-0.21033424,-0.113238156,1.5538539,0.05304956,0.8228692,-0.41597882,0.79351556,0.44412917,1.2773917,-0.95014334,0.27942607,0.94843155,-0.4580782,0.8717007,-0.6507358
-0.4548781,-0.17575559,0.96887976,-0.4518787,-1.1509529,1.8528466,0.21513188,1.1905802,-0.45217508,0.73955363,0.54782295,0.7870589,-0.91504735,0.2022936,0.14181736,0.42432246,1.5953422,-0.9017256
0.10365432,0.22083235,1.4190205,-0.3383378,-0.7514828,1.4502333,-0.057725076,0.5514454,-0.53965276,1.254159,0.62618184,0.7989619,-0.74366665,0.54834324,0.8151527,-0.5089576,0.8882911,-0.505972
0.014390723,0.09240635,1.2665666,-0.29600754,-0.47973174,1.654944,-0.042391606,0.6612515,-0.4843062,0.56776977,0.37788907,1.1721882,-0.6214648,0.37522414,0.62498075,-0.7107044,0.7992019,-0.49244338
-0.5034789,0.12838691,1.2403057,-0.10253107,-0.24153702,1.4445541,0.25929976,0.2510248,-1.052266,0.9290563,1.0874767,1.7086335,-1.0743499,0.16654281,0.73860234,-0.5421933,-0.2850589,-1.1505286
-0.16454677,-0.17086157,1.2099869,-0.06149432,-0.12166345,1.3461329,0.25823486,0.7794863,-0.38992104,1.0143169,0.58873165,0.89979154,-0.8451859,0.17947903,0.7558159,-0.28822005,1.0811831,-0.53129745
-0.34832668,-0.49899375,0.8680941,0.17163424,-0.4163574,1.5501776,-0.23058395,0.13156806,-1.7329153,-0.44360247,-0.61441016,1.0900947,-0.6096276,-0.055035975,0.6876522,-0.85373604,1.0949088,-0.31635034
-0.44114044,-0.8962302,1.1372222,-0.032650273,-0.18884279,1.6227684,-0.17139418,0.16371019,-1.8202399,-0.1976669,-0.46522307,0.98736775,-0.552645,-0.21406715,0.7542555,-0.7952138,0.7669669,-0.60486734
-0.38217092,-0.5904319,0.4765563,-0.0707043,-0.2805872,1.6198391,-0.27146843,-0.17603926,-1.4887702,-0.51333904,-0.54814476,0.9160591,-0.5153163,-0.23323153,0.9929899,-0.97247183,1.1828868,-0.63031566
-0.011373642,-0.81049794,0.8656359,-0.00754891,-0.20528975,1.3448015,-0.3158303,-0.05783491,-1.7095138,-0.24366201,-0.48545685,1.1412988,-0.7628871,0.14123034,0.59770983,-1.1778572,0.71519166,-0.40083116
-0.30160552,-0.6782976,0.87482095,-0.12132355,-0.45923045,1.1860766,-0.04807569,-0.36879522,-1.8947693,-0.28035286,-0.48794603,0.87279403,-0.5448992,0.102813385,0.763208,-1.0022718,0.91776806,-0.29471663
-0.2485648,-0.6966593,0.9739097,-0.05083494,-0.33759812,1.3291695,-0.39014074,-0.19702683,-1.6711487,-0.28589252,-0.4309174,0.8061481,-0.43992415,0.12863043,0.9145393,-1.1262052,0.7608091,-0.48967263
-1.5682688,-0.015074919,0.6869807,0.32555395,-0.3844174,1.2732112,-0.15076627,-0.5882327,-1.1616205,-1.5379572,-0.6484526,0.96899694,-0.2977471,-0.4600473,1.312165,-0.91885054,-0.019909509,-1.519268
-0.3521807,-0.90393364,0.8174514,-0.13911566,-0.37718213,1.4925067,-0.215172,0.15111074,-1.4878699,-0.4001864,-0.41681242,1.2801044,-0.61129344,0.093638055,0.78426987,-0.92882085,0.4911747,-0.42686543
-0.73190105,-1.2969629,0.48274988,-0.30291528,-1.013178,1.843759,-0.09693806,0.5506866,-1.4466547,-0.49940515,-0.39064917,0.99730575,-0.75475174,-0.15970309,0.08859988,-0.057589483,1.5312148,-0.6836428
-0.001726994,-0.70999384,0.9550411,-0.029494604,-0.4241388,1.2125411,-0.17603524,0.0034530598,-1.9329063,-0.25391254,-0.22403392,0.98870933,-0.7649916,0.44242588,0.7531744,-1.0717303,0.7080012,-0.16367666
-0.20370792,-0.6466591,0.901425,0.03500189,-0.43877634,1.4580127,-0.1225856,-0.014637273,-1.7034391,-0.52797127,-0.41207266,1.1356984,-0.4670297,-0.06726033,0.5928975,-1.0438858,0.5235049,-0.47657993
-0.70971704,-0.69944817,1.0979335,0.025592325,-0.02352605,1.3479524,0.15711455,-0.39950955,-2.0425127,-0.2747987,0.26113462,1.9749198,-0.7259152,-0.285918,0.75651765,-0.9753295,-0.5678785,-1.0723037
-0.6152689,-1.2192832,1.0185282,0.08733666,-0.08162558,1.4385959,-0.2032731,-0.0412328,-1.4723433,-0.23503402,-0.34786808,0.9855418,-0.45496303,-0.2834636,0.6935876,-0.839462,1.0072551,-0.23479602
-0.8399023,0.05166321,1.8749003,0.8479891,0.5107551,1.0647922,-0.5174995,0.034649864,-0.47208235,0.2800576,-0.16224463,-0.18466274,-0.34675205,-0.29539737,0.76890665,-0.21526212,1.6679528,-0.3213774
-0.87904274,-0.19139574,2.203147,0.49850994,0.66362804,1.1467787,-0.59197015,-0.055950824,-0.20844099,0.7657217,-0.008219633,-0.45131493,-0.21066728,-0.6730066,1.047334,-0.12326385,1.1230164,-0.58192825
-1.0468292,0.18122667,1.4852855,0.5900178,0.91748285,1.2074609,-0.5357526,-0.18665239,0.002623015,0.45756736,-0.18020959,-0.33273724,-0.32279947,-0.49545527,1.0540848,-0.2589573,1.802417,-0.565025
-0.5805596,-0.27990973,1.917234,0.63100326,0.4598388,0.7568384,-0.63337874,-0.13045615,-0.52838385,0.88558936,-0.14001918,-0.22985445,-0.38880566,-0.29880568,0.71436864,-0.34626532,1.6027757,-0.4730144
-0.99432087,-0.0999756,2.0414004,0.7383323,0.46035305,0.7666944,-0.22956593,-0.26246098,-0.35074732,0.4220749,-0.17875443,-0.45188516,-0.38287076,-0.32378876,0.9111972,-0.26653156,1.4744207,-0.24117045
-0.8253446,-0.17146915,1.9334029,0.63131064,0.34477204,0.8482165,-0.50825006,-0.16691379,-0.4595617,0.67959255,-0.2569013,-0.31617388,0.13835104,-0.063903,1.0131809,-0.36445102,1.4526627,-0.68581814
-2.0705006,0.50889724,1.8267115,0.8741786,0.28017396,0.9081172,-0.46009982,-0.69417024,-0.095827006,-0.40465215,-0.1847787,-0.4051743,0.023645476,-0.914095,1.4722092,-0.26174295,0.60022366,-1.5173604
-0.916879,-0.22130467,1.8155792,0.7265485,0.6092258,1.0139228,-0.35472617,-0.11669549,-0.30253506,0.5229649,-0.25495473,-0.1837114,-0.11741986,-0.43443972,1.1062087,-0.161012,1.2610948,-0.67279947
-1.3038324,-0.32884562,1.5952529,0.27681577,-0.0056614727,1.3674082,0.03828218,0.5678294,-0.3537008,0.525086,0.047550958,-0.5499304,-0.114304885,-0.5394858,0.0024311156,0.78345925,2.5121408,-0.8300416
-0.7535824,-0.21100923,2.209547,0.68264294,0.33929712,0.90704674,-0.51201254,-0.08073262,-0.38355258,0.71929294,0.12063132,-0.24742107,-0.27416867,-0.22589263,0.9089934,-0.43256086,1.4818244,-0.2674104
-0.7952165,0.080045275,2.022428,0.68814164,0.65919775,0.9416195,-0.44033906,0.007898254,-0.32001337,0.36449954,-0.037904937,0.063195996,-0.14026038,-0.4360006,0.7832145,-0.46861455,1.3398778,-0.520421
-1.5304638,0.1794094,2.3537579,0.92856306,0.9716389,0.86627257,0.097092025,-0.4104557,-0.8999455,0.9473471,0.36258316,0.6035706,-0.039828215,-0.73442,0.7354218,-0.17922859,0.23103464,-1.0117849
-0.8914968,-0.28557727,2.2196429,0.7414021,0.6658775,0.9707818,-0.41585633,0.03572071,-0.039443884,0.4226466,0.20581026,-0.44894984,-0.12477087,-0.71654415,1.0503191,-0.050442033,1.4429448,-0.3887492
-0.40897125,-0.14685072,0.788843,-0.1932699,-0.084124155,0.4802739,0.05986514,-0.54329693,-0.9833865,-0.5355835,0.5336595,0.84484076,-0.11581195,0.42053625,0.6807136,0.018446885,0.2791205,-0.6839297
0.056504533,-0.33283567,1.0191551,0.21516246,-0.843327,-0.16087766,0.1587033,-0.6453244,-1.167641,-0.08264266,0.20709786,0.11060805,-1.0447527,0.13892822,1.0691212,0.85732484,-0.0030175594,-0.024000853
1.9643711,-0.21044154,1.8167112,-0.36894342,0.1731309,-0.3145247,-0.07243305,-0.70980644,-0.7794898,0.85302055,0.8186455,0.5542935,-2.6170115,-0.09024107,0.65565,1.6120777,1.1831897,0.3227069
0.1670378,-0.5562882,0.7298245,-0.043241937,0.9821957,0.53861535,0.35094258,-1.1647202,-1.011124,-0.19021204,0.7417565,1.0231116,0.58826995,0.046074983,0.5324029,1.2689883,0.36241567,0.22283024
0.3134056,-0.5459994,0.73414826,0.03552805,0.7563505,0.12498865,0.30027947,-1.0602943,-0.9066412,-0.18119349,0.7462378,1.3410493,0.6744118,-0.09857056,0.6331118,1.1741394,0.21464859,0.13624713
0.32677254,-0.61617565,0.7949136,0.121398084,0.48529994,0.10021603,0.4533271,-0.8544219,-0.7910195,-0.34399077,0.8034538,1.2312548,0.82167745,0.08971524,0.7234264,1.1325742,0.14111531,0.35660574
0.51351047,-0.6798949,0.8424558,0.00019900894,0.82470584,0.38926795,0.18425144,-0.99946606,-1.0207424,-0.30525404,0.913171,1.1519895,0.74822724,-0.10315277,0.6646238,1.1908286,0.35094395,0.19019467
0.41251317,-0.5712533,0.73846185,0.045163903,0.73758,0.18963097,0.35592744,-0.87238693,-0.86654115,-0.22801514,0.9038848,1.1339918,0.95999795,0.03773099,0.60609704,0.9717392,0.15436983,0.18057367
0.10987998,-0.72795534,0.8580899,-0.15769604,0.91619474,0.2253208,0.696687,-0.85191333,-0.8903059,-0.25691143,0.7285041,1.2935972,0.678358,0.16559048,0.68431664,1.2829539,0.26915684,0.118335076
-0.056043178,-0.8889877,0.8849031,-0.5597334,0.4673808,0.20734729,0.010103476,-0.99926746,-1.2603115,-0.15522014,0.7966626,0.8041306,-0.08002278,-0.06990059,0.6339855,1.0664297,0.191576,0.556067
-0.30515775,-1.0991406,0.82541347,-0.5652897,0.19310112,-0.053709146,0.12554146,-0.79417807,-1.0528431,-0.27924177,0.7929882,0.84761775,-0.073209,-0.022989685,0.7847735,1.1831646,0.30056047,0.35613903
-0.25953773,-0.85014015,1.0644389,-0.43297935,0.2544114,-0.28784013,0.12759681,-0.83369654,-0.9259262,-0.028704472,0.854029,0.94027615,-0.1727222,-0.027155926,0.6567875,1.2466836,0.42260888,0.25080988
-0.1443079,-0.86395985,0.8469989,-0.44289964,0.32451788,0.124211594,-0.061815664,-0.94028205,-1.1207342,-0.03679732,0.7255583,0.90471256,0.009500609,-0.081218444,0.6666073,1.2913333,0.3434444,0.36612505
-0.0575843,-0.92977357,0.9025261,-0.5354026,0.35166833,0.07140924,0.0029206246,-0.82276064,-1.0454044,0.026218016,0.7683226,0.8245983,0.029186102,-0.034735568,0.72982806,1.0663095,0.1521014,0.3137683
-0.16747744,-0.79314095,0.8574038,-0.47078755,0.20082055,0.075002745,0.16190822,-0.93472064,-1.0672139,0.03574335,0.79050255,1.0560658,-0.098001875,-0.039432548,0.6997118,1.103565,0.25484884,0.47826093
-0.03716948,-0.14987925,2.2839248,0.5798226,0.65387017,-1.102101,0.54453754,-0.90675396,0.01174571,-0.52273375,0.25767636,2.8268542,-0.49635613,0.5850248,-0.13939326,0.18237807,0.61581194,-0.13841859
-0.66352344,-0.15366158,2.0281818,-0.48924696,0.00055243174,-1.0769176,0.36816758,-0.8066748,-0.18736961,-0.043454513,0.040508226,2.0811765,-1.2613533,0.3282509,0.18760303,0.045920264,0.42078266,-0.026068004
0.106794186,1.0484989,0.30183476,-0.21709207,-0.3786809,-0.10596717,0.08344924,-1.1136515,-0.18900344,-1.0743779,-0.053606786,0.10611734,-0.123624496,0.522458,1.5413308,0.65862185,0.64560515,-1.3155037
0.07359979,1.1072699,0.36889887,-0.18079384,-0.51020837,0.16655326,0.2682123,-1.1252084,-0.23311912,-1.1118324,-0.08129412,0.037192173,-0.038327865,0.58345443,1.6862258,0.53178614,0.74259216,-1.4987578
0.0028130775,0.9874701,0.3952074,-0.27623698,-0.34164917,0.29988706,-0.18749765,-1.1835252,-0.27989405,-1.0124208,-0.26440758,0.41833797,-0.31490028,0.7329572,1.5004059,0.59021175,0.7257619,-1.0024921
0.21168911,0.9826949,0.30420148,-0.056577254,-0.38128766,0.15847707,0.04644536,-1.0607706,-0.421929,-0.9938487,-0.039202143,0.08666185,-0.09635757,0.506411,1.1665362,0.48946884,0.86620635,-1.0371342
0.09136293,0.951611,0.40338948,-0.1360272,-0.41361386,0.3309984,-0.12688595,-1.0568815,-0.23692521,-1.0097347,-0.07180944,0.338469,-0.2508953,0.6198315,1.4587333,0.38526377,0.7753689,-1.0223111
0.35932815,0.17919317,0.840355,-0.015065876,0.104956776,0.9886437,-0.48833865,-0.65459096,-0.2187029,-0.5166852,0.23342092,0.9846056,-0.23897126,0.67426264,0.8858614,0.71082747,0.8620622,-0.065895475
-1.1470215,0.86712617,-0.58648694,0.54386723,2.080042,2.2688663,-0.13814515,-2.4006069,0.29773694,-1.2366745,0.37253514,0.13341758,-0.559276,-0.4069012,0.8036049,0.80138683,-0.072335176,-1.789181
-0.09714515,-0.45821014,0.25982243,-0.32461014,0.96198505,1.2759354,0.32496232,-1.2270641,-0.9002241,-0.2060615,-0.19411796,0.6548879,0.4259937,-0.37233898,0.98043334,1.1751047,1.1337278,0.11906336
0.8286429,0.21302319,0.39798716,-0.47291717,0.2906753,0.30649886,0.39147672,-0.37306735,0.08502073,-0.19873822,-0.04574907,1.5178672,-0.16874862,-0.77266586,1.1710676,0.9273104,1.286967,-1.0864297
0.92327416,0.14197099,-0.111737475,-0.36881548,0.11056023,0.36627337,-0.0066289287,-0.6326037,0.4376687,0.17976598,0.35037935,1.5885674,0.068523124,-0.6141293,1.0868607,0.96839243,1.2775216,-0.88699913
0.7595071,-0.6994281,1.1711797,-0.1406513,0.6813947,0.57645476,1.008983,-0.3737102,-0.74529296,0.042482145,0.044032022,1.8132957,-1.0543143,-0.8654261,1.3485329,0.28692815,1.1207691,-0.7078098
0.43948936,-0.56668514,0.9994877,-1.1859386,1.0250993,0.3934196,0.93012834,-0.7439801,-0.094023176,0.2346815,0.44074357,1.6774731,-0.94676775,-0.7097045,1.1870832,0.13593526,1.0654677,-0.51200944
0.29867688,-0.7214773,0.9231777,-1.099317,1.4660342,0.18639301,0.6659508,-0.90370554,-0.26953435,0.07846979,0.3048256,1.4496323,-0.92430496,-0.7613656,1.0930551,0.0647999,1.1581109,-0.54596806
0.28689978,-0.67593735,1.1588088,-1.2810414,0.8269214,0.24845581,0.7778646,-0.94958353,-0.27284196,0.21063238,0.0895857,1.6533604,-0.91199476,-0.930389,0.9568953,0.26236197,0.91358984,-0.46434888
0.7001822,-0.5706546,1.0149266,-1.3394946,0.9749193,0.39312586,0.6469887,-0.81626004,0.08481631,-0.06086414,0.11473339,1.2995179,-1.1133288,-0.7848757,0.82533085,0.23802686,1.1180487,-0.69452953
0.41972318,-0.34572375,0.9747831,-1.2156671,0.9012197,0.15697436,1.0513067,-0.8867818,-0.2402085,0.1839108,0.4402553,1.390631,-1.1407406,-0.5709566,1.1926289,0.013008544,0.7637601,-0.6936999
0.6941833,-0.46405944,0.9776625,-0.2726342,0.90695167,0.6418165,0.9604377,-0.44385952,-0.46069163,0.06640147,-0.01476721,1.926334,-0.7634059,-0.9067948,1.437053,0.3876345,1.0447937,-0.8129526
0.47630206,-0.4247324,1.2376169,-1.0607343,0.93623763,0.114967525,0.8601106,-0.91642594,-0.2468486,0.17874548,0.3267591,1.5982716,-1.1422063,-0.6179109,1.0325848,0.111309834,1.1525346,-0.58780515
0.15988833,-0.4953539,0.21141312,-2.0000017,1.0696503,1.1681284,-0.18347684,-0.118755996,-0.37758088,-0.02237256,0.2325093,1.9494991,-0.8250675,-0.92020744,0.6943092,0.26870653,0.97668093,-1.2910253
0.5697156,-0.4540669,1.075198,-0.9183191,1.0309644,0.17333326,0.5402488,-1.0320073,0.1627192,0.36005515,0.33781552,1.6082597,-1.3439602,-0.6182409,1.1235093,0.1813049,0.9275133,-0.3286131
0.25709808,-0.5448464,1.1808332,-0.9277003,1.191998,0.08841322,0.8573255,-0.82923895,0.0053730994,0.058281675,0.46649593,1.4608907,-1.0993471,-0.6633785,0.8724267,0.24750853,1.0569109,-0.4311051
0.39963123,-0.55315393,1.1296117,-1.1470698,1.1126726,0.13980624,0.56720185,-0.79216945,0.17397492,0.21137168,0.33286855,1.6135886,-1.0231246,-0.7280554,1.1102662,0.2430852,0.98716444,-0.5915323
0.9504727,-0.47511834,1.0169873,-0.3300437,0.7747199,0.6354622,0.81761104,-0.48569492,-0.48855254,0.2309592,0.15629989,2.0865278,-0.7898756,-0.6736403,1.3954502,0.24838142,1.1458247,-0.819193
1.1532792,0.21195637,-0.39280933,-0.14167447,0.19254704,0.1170554,-0.5792711,-0.11472154,0.3228709,-0.06089295,-0.045036092,1.4674468,-0.13890052,-0.76070416,1.5086416,1.0441667,1.5604836,-0.4902286
0.97041863,0.21875839,0.21059906,-0.109127276,0.43843454,0.08355769,-0.03942916,0.048338335,0.07959085,0.0043150266,-0.44847298,1.6353555,-0.39610684,-0.9583081,1.5827291,1.3199264,1.4017683,-0.8964639
-0.1281641,0.5675422,1.6216619,-0.91084486,0.49407434,0.6204444,-0.357074,1.2214497,-0.36311662,-0.28981018,0.19612205,1.5162772,0.07531174,1.4722531,0.5428434,-0.013041891,0.31115475,0.003326007
-0.3546944,0.28992456,2.5664728,-0.40047863,0.47647616,-0.73894703,-0.54239327,-1.3108534,-0.009871519,-0.72513145,-0.42562178,-0.30006316,0.16319606,0.34510383,0.3847828,-0.23090343,0.47166336,-0.2015413
-0.014816519,0.42697257,1.5190266,-0.62952316,0.49801534,-0.20793524,-1.3096493,-1.0008307,-0.2221489,-0.3434,-0.16437303,0.24826111,-0.36836657,0.38961527,0.7602863,-0.026534714,0.57027507,0.18899854
-0.20506181,0.50365686,2.597003,-0.6116074,0.29785368,-0.72957283,-0.6174582,-1.2596915,0.06597239,-0.44382337,-0.27115762,-0.12905596,0.2694783,0.5049924,0.36197105,-0.08202306,0.4628652,0.08964152
0.6085535,0.5985366,1.6556275,-0.12261667,1.3103637,0.07545697,-0.8477622,-0.17540352,-0.53182375,0.2835523,0.5277092,-0.17039792,0.30583417,0.67599547,-0.02564843,0.33302066,1.0168068,-0.37628672
0.06929298,0.24457265,1.5933334,-0.27172196,0.6129963,0.67795026,-1.2623668,-0.294353,-0.74664,-0.51436,-0.07538963,0.6383193,0.20545459,0.53266567,0.19137198,0.22241712,0.25999963,-0.6052384
0.79361254,0.7394649,2.0391583,0.081034586,0.9659583,0.29193446,-1.7255898,-0.088915005,-0.70168227,-0.066621594,0.47397673,0.43770817,0.89364207,0.6093606,0.10622606,0.5713638,0.91726863,-0.56536514
-0.1708808,0.04311159,0.8142051,-0.25780842,0.41448775,0.31609973,-1.9542059,-0.32107386,-1.0770189,-0.6840175,0.17561577,0.7460189,0.11674797,1.4872422,0.78581035,-0.6502475,-0.4695066,-0.70598865
-0.6016407,0.68598515,1.7544495,-0.30679232,0.43991095,-0.119968854,-0.8767376,-0.5693045,-0.7555231,-0.2592746,-0.27233145,-0.29251352,0.3745141,1.8084725,0.5687216,0.25702807,-0.026745355,-0.77851534
-0.049868844,0.804833,0.87836117,-0.66229445,0.4041918,0.35803384,-1.6960651,-0.49507967,-0.8701495,0.092584416,0.029436754,0.28252995,0.068098314,1.5650572,0.8660128,0.35208392,0.31709427,-0.56042325
-0.32852334,0.7001488,1.7764455,-0.6076568,-0.07012905,-0.2051307,-1.0068235,-0.71198237,-0.6217564,-0.13064942,-0.08307966,-0.11913379,0.6737935,1.6694862,0.75100523,0.41128936,-0.2575213,-0.5682679
-1.070473,0.09680329,2.392668,0.52352023,1.4142317,-0.01991396,-0.7266552,0.31797573,-0.31617394,-0.38833332,-0.80850667,-0.22459045,0.404352,0.71192414,0.71930027,-0.1607267,1.226655,-0.29473194
0.07503023,0.34296626,1.5522501,-0.1791395,0.7058038,0.66479856,-1.3183786,-0.32853836,-0.64829487,-0.44280022,0.0639529,0.6668436,0.25787953,0.6254589,0.38252375,0.21560992,0.2413827,-0.46855012
0.16159184,-0.37583828,1.7745148,0.5525161,-0.59462017,0.14746602,-0.7244431,-0.90700465,-0.5862801,-1.4487911,0.14039777,-0.1970166,1.1783367,1.6655018,0.5147559,0.9381678,0.09915877,-0.31721133
0.5606835,-0.18084176,-0.6406618,1.6777889,0.45449337,0.6935118,-1.15615,-2.2731025,-0.5867918,-1.1231799,-0.98825747,-0.21824373,1.0092238,-1.5693625,0.26665264,2.3930376,1.0033559,-1.5187805
0.8607748,-1.7356709,-0.710387,-8.934866e-05,0.0042539053,1.1712767,-0.8219181,-1.1470345,-0.3232355,0.07444728,-0.3591919,1.9593718,1.1152891,-0.8544099,0.5397431,2.4971316,0.37840337,1.3313628
0.32531875,1.3473899,2.4994042,-0.022677515,-1.6435242,0.7484722,-1.6464372,-1.0160468,-1.1640469,0.6942103,0.6415518,-0.3754097,-1.7259059,1.3423506,-0.11545209,1.1887438,0.59035224,0.13826106
0.23435318,1.3936652,2.3079646,0.0177071,-1.7802957,0.7055327,-1.5817603,-0.98799664,-1.3084376,0.49422872,0.5051948,-0.28998414,-1.5928987,1.4042485,-0.121824905,1.1093421,0.24496607,0.15261334
1.792681,-0.89098775,0.84004545,-0.43030247,-1.1383152,-0.47074065,-3.9329596,-3.9641683,0.57713276,-0.29966858,1.5158958,0.3345672,-0.2915412,0.069146074,0.6728137,0.44665447,-0.7318696,1.6331897
0.10478624,0.51733565,0.777539,0.41939834,-0.66255945,-0.081818946,-0.5202086,-0.8527159,-0.8992386,-1.1473752,0.19813123,0.6353448,0.6262231,0.65763515,0.60486627,1.3603344,0.7614247,-1.0993159
-0.40916052,-0.048394393,1.0437617,0.064853795,-0.39953262,-0.2436827,0.23020424,-0.83135366,-0.7893538,-0.025484942,0.54692733,0.5147442,0.88133234,0.19587268,-0.043296512,0.3058407,0.35871392,0.5307931
