p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12
-2.7979212,0.69510597,2.4945314,-0.4289629,0.09316732,0.44805673,0.61500037,-0.0963185,-1.0261832,2.035889,0.88657814,0.2390239,0.2834015
-0.38167778,0.070294075,2.5471773,0.4885085,-1.6656656,-0.5133334,0.6378822,-1.067306,1.1484431,0.7930712,0.5913826,-0.65383255,-1.0728328
1.5572169,-1.0549937,-0.68078023,-0.03513539,-0.36766955,1.7258308,-0.27462775,0.6775155,-0.6842384,2.6568995,1.0619305,0.16555348,-1.005018
1.458087,-0.35485432,-0.3618621,-0.50647855,-0.5848367,0.79747045,-0.031437796,0.320557,-0.9362615,1.9699132,1.0595126,0.6837789,-0.9591211
1.3629519,-0.45463642,-0.52897584,-0.47227097,-0.62578505,0.91240525,-0.009543201,0.2650978,-1.0548518,1.9776373,1.1662816,0.7784724,-1.0302255
-0.19004367,-0.7928331,0.5281939,-0.5065533,-2.2994347,-0.45103458,-0.5301903,-1.5302134,0.21599208,0.88799024,2.192227,0.4709254,0.35782728
-0.80595505,-0.33759746,1.6089011,0.91101456,-0.9351974,-0.29866627,0.3397608,0.54509974,-0.726685,0.29151356,1.8170774,0.3333759,-0.19580801
-0.9435434,-0.39297336,0.755602,0.35455778,-1.0920786,0.46782073,0.7052923,-0.27526915,-0.08420134,0.97286963,0.740801,0.010775075,-0.9340446
-0.47943577,0.11765486,1.1329954,-0.030131476,-0.6524564,-0.29638046,0.8025143,-0.58854246,0.34654397,1.6904179,0.21918918,-0.0328844,-0.3379279
-1.3460767,0.5620934,1.7772808,0.45980826,-0.75538343,-0.73552954,-0.22390625,0.11220581,-2.025442,0.6487141,2.1088352,-0.83189285,-0.32045904
-0.7681356,0.17631778,1.8080709,-0.19319758,-0.89959073,-0.95748276,1.2962695,-0.8700794,0.4591671,2.1831965,0.5039864,-0.58004344,-0.1956396
0.2863789,0.6105947,2.4621992,0.2743773,-0.509997,-1.092287,1.2370038,0.3909785,-1.0137599,-0.19912767,1.3843069,0.24560651,-1.3920804
-1.1823124,0.62834394,0.3197024,-0.8960032,-0.15256763,1.6223814,0.015441375,-0.031721808,-1.3114479,1.0255322,0.8448777,0.41685873,0.17977431
-1.9267418,0.40753615,0.21158129,-0.31310812,-0.042498384,0.16513477,-0.13159238,0.46288925,0.6128731,1.4273797,2.2218971,1.4892207,-0.5445918
-2.0428054,0.32347164,0.2790568,-0.05625874,0.03793251,0.056361683,0.19099845,0.37511775,0.8019542,1.3164444,2.007406,1.6331743,-0.47700715
-1.5606627,-0.04783802,0.48312503,0.25412276,-0.43662748,0.38700625,-0.3651159,-0.1279376,0.45211017,0.9241802,1.798394,0.9897329,-0.09260521
-1.5778359,0.10939178,0.34801674,0.4430213,-0.47897717,0.49764663,-0.63829124,0.007812926,0.36714363,0.77942425,1.7977363,1.0058751,-0.1516561
-0.03647823,-0.4010293,0.6713172,0.21857007,-0.99273634,0.5913759,-0.16336806,-0.53353083,-0.708544,0.4563325,1.1039253,0.71406275,-0.5941807
0.5539567,-0.25019598,0.017414639,-0.14308216,-1.3505859,0.01271254,1.2685858,0.08316146,-0.6705326,1.5328007,0.30506963,0.6279609,-0.31249702
-0.11290846,-0.73007464,-0.3532695,-0.94391435,-2.9889927,-0.03695373,0.81877637,-0.9588967,0.5222931,1.1201376,1.1415215,0.1689064,-1.1123041
-1.4743171,0.33245096,0.7468624,-0.67452997,-1.5777578,-0.027293716,-0.5631014,-0.33094168,0.26803896,0.06197726,1.0221703,1.1354238,-1.7199572
-0.7550217,-0.4648851,1.6024276,0.9326273,-0.8407239,-0.30031303,0.3233891,0.56353146,-0.8069101,0.38373792,1.7635714,0.18786961,-0.29642254
-0.43085322,0.05582218,2.0609927,0.3925211,-1.3528932,-0.51218545,1.4099462,-0.20837052,-0.13661598,0.92100877,1.7005327,-0.8468883,-0.5350313
-0.4112427,-0.090835035,1.458733,0.8868664,-0.39622888,-0.40405822,1.0679327,1.0841639,-1.4678129,0.5827699,1.6451703,0.20632634,-0.9786384
-1.0709531,0.3185401,-0.4396648,1.4915429,-0.7672137,0.022177847,-0.76851237,-0.5285141,-0.15247434,2.1767282,0.6618772,-1.2170874,-1.4374774
-1.1085461,0.47284165,-0.38647908,1.5586752,-0.90264994,-0.3179403,-0.81732816,-0.5519756,-0.23309194,2.2560732,0.95283276,-1.2425354,-1.5698485
-0.21621399,1.6425521,0.31290463,0.6887247,-0.9210428,-0.27868164,-0.08487015,0.3776148,-0.7298576,1.9280607,0.9317029,-0.5530837,-0.22617547
-0.70783216,1.4591728,0.6826978,1.736525,-1.1473291,-0.5263354,0.71045417,0.42996126,-0.85171425,1.337136,1.6643573,-0.79235935,-0.06792042
-0.5857957,2.110339,0.5350391,0.92449963,-0.9671159,-0.29959905,-0.3658949,0.02834676,-1.3574038,2.3088915,0.26727006,-0.25263357,-0.6402658
-1.3789017,1.6148452,0.9942104,2.1511512,-1.5784566,-0.29872066,0.7352799,0.21579352,-1.8040636,1.339541,0.803594,-0.53910726,0.011978388
-0.75551724,1.3804288,0.54267645,1.2409028,-0.97701627,0.33651644,-0.6839267,0.81352186,-0.9416461,2.4606636,0.39142588,-0.6132755,-0.78191406
-1.3912549,0.62114865,1.0795203,1.668394,-1.1576133,-0.049192943,0.7935459,0.20505016,-1.6331,0.62949586,0.7548922,-0.09064767,0.12884067
-1.0935768,-0.49368957,-0.1662801,0.37024942,-0.38790426,0.88181245,0.058352564,-0.45073092,-1.2305952,2.951135,0.0763238,-1.849411,-2.1199636
-1.413887,-0.59335697,0.8187598,1.3186721,-0.69518614,0.6940307,1.3516493,-0.4231547,-0.9700535,1.2918316,1.3091036,-1.5466841,-1.3478158
-0.21974362,1.1548997,0.6340886,0.898787,-0.54744345,0.078227855,0.4020024,-0.02089674,-0.7244947,2.424721,0.62750727,0.53321856,0.921185
-0.17105272,1.2965529,0.32497528,0.65295285,-0.6919027,-0.23376149,0.16420977,0.01746595,-0.6720925,2.2584558,0.97494316,-0.07492742,0.29684612
-1.0844189,-0.5844243,0.9365692,0.78454334,-3.6385915,1.433433,0.41830608,-0.83515686,-0.33659202,0.5373075,1.5330322,-0.8867036,-0.24541374
-0.8379446,-0.045328565,-0.12654164,0.4204182,-0.18125345,0.09066959,-0.52049273,-0.085130356,-0.98832715,1.6775544,0.6450628,-0.53674495,-0.6916765
-0.97518873,0.06954835,-0.03350155,0.6090095,-0.6099887,0.018542124,-0.33122477,-0.043380078,-1.2856013,2.064249,0.8262944,-0.85868585,-0.612966
-0.85463613,0.14619477,-0.041957002,0.3924479,-0.47593763,0.16744752,-0.40687016,-0.08949713,-0.98055637,1.7492678,0.7878176,-0.50027853,-0.64130545
-1.052758,0.041599244,-0.10515567,0.6845495,-0.42115262,0.19900906,-0.47956493,-0.007842092,-1.1715808,2.1878228,0.75500935,-0.82671994,-1.0346943
-0.7459028,0.054308694,0.08157136,0.6153287,-0.49279508,0.1320119,-0.40810987,0.091439836,-0.980341,1.8765098,0.6859888,-0.5861744,-0.7460863
-0.8902742,-0.03769058,-0.11416106,0.60442364,-0.16250399,0.19275978,-0.5599812,-0.12450406,-1.0157498,1.9852391,0.8032475,-0.7725993,-0.7340817
-1.1459229,-0.115110554,0.10337342,0.7127673,-0.3290846,0.24117893,-0.50740695,-0.24447103,-1.1184623,1.8658502,0.7752436,-0.60998505,-0.7728332
-1.0072212,0.21647985,-0.063028514,0.46397442,-0.50463027,0.26655173,-0.675197,0.04965363,-1.1081982,1.9839833,0.7012133,-0.51272726,-0.6277199
0.48813364,1.1082717,-0.36115524,0.14332992,-1.4132696,-0.5795578,-0.5439436,-0.35659468,0.79552156,2.0770543,1.1149478,0.763774,-0.6496198
1.3707036,2.3151274,0.5509649,0.2360464,-1.3357041,-0.89677376,-1.3217217,0.27759114,1.243134,2.6152897,0.5212212,1.1230863,-0.6665473
-2.6001153,2.4564142,1.0295451,-1.42521,0.10286144,-0.728407,0.093257606,-0.5098133,-0.024096899,2.2446952,0.112856045,0.7551488,-1.0844467
-0.15829718,-0.2208291,0.17517687,0.35682553,-0.613125,-0.2860083,-0.08824119,-0.46229574,0.19790006,0.66412455,1.1513206,0.2218579,-0.478442
-0.3168099,0.6212551,0.4294671,0.9236814,-0.8272341,1.3159652,-0.00042990097,-0.14753854,0.062490907,0.9690085,0.9868523,0.8724146,-0.6364311
0.18170998,0.5754967,-0.23753129,1.0016866,-0.7205205,0.8235356,-0.5891735,0.010455784,-0.24698772,1.2597454,0.26435035,0.46839043,-0.67966276
-0.7792217,0.6835581,0.36303377,0.12171746,-1.050765,-0.27037132,-0.6331671,0.4811139,0.859881,0.5397516,1.6530902,-0.107918076,-0.7476957
-0.87613386,1.1944559,0.8639789,0.25964653,-0.4400769,0.8361349,-0.4039854,0.6160802,0.9122945,0.8884061,1.8937608,0.4266189,-0.99932647
0.66357106,0.10711843,1.0422561,-0.44191787,-0.7339964,0.76753247,0.45433083,0.18147418,0.20184982,1.0165786,0.2819848,1.6186775,0.12685537
-0.7011297,0.753547,5.2283697,-0.8125607,-1.7253742,2.6715848,-0.4184752,-0.53598446,-0.73077357,2.2252934,-1.7913841,1.199206,1.8068273
0.17309715,2.0289173,0.86663234,-0.061755035,-0.41894263,1.0966637,0.6103172,2.115721,0.48951015,2.8085887,-0.4563263,2.915585,-0.5136037
0.5398057,-1.1221576,1.2871974,0.031485237,-2.103475,0.327622,-0.26309735,0.9403552,0.4104532,1.4391505,0.8377458,1.2020769,0.1974513
1.1018318,0.22767252,0.8981788,-0.29185304,-1.6456139,0.96648014,1.7859476,2.0034525,-0.27348968,4.0149975,-1.2056049,2.648064,0.4185248
-0.8151415,1.3141487,2.0263007,1.7817363,-0.9895037,-0.9959051,-0.4100878,0.59738976,-2.105958,0.6805475,1.4280322,0.7880562,-0.09227471
-0.6518955,1.1868585,2.5909889,1.9109669,-1.0846974,-0.6290472,-0.24984209,0.37965003,-1.9472718,0.343855,1.1362824,0.8719473,-0.45251554
-0.12610513,1.3877168,3.1761882,1.3001196,-0.41027808,-1.4557256,-0.6587216,0.10194447,-1.4844134,1.4387306,0.54706186,0.9984042,0.21568747
-0.15451223,1.3668427,3.4799383,1.5920818,-0.3785436,-1.0016172,-0.5049354,0.034127872,-1.2528838,1.0856277,0.36705047,1.0743276,-0.28664237
-0.30353528,2.4428036,1.962444,1.344865,-0.8919222,-0.544684,0.3734987,-0.58666134,-1.5427479,0.7196693,1.7598864,0.35902715,0.830951
-0.11746346,2.1729267,2.5451849,1.4464806,-1.0464208,-0.08694501,0.40051183,-0.62348,-1.693688,0.4629446,1.3728817,0.38265467,0.6240279
-0.7570868,-0.63545245,1.3422837,0.76028454,-0.9237299,-0.5475428,0.15716721,-0.8361957,-1.0398648,-0.16286813,1.5490136,0.46218836,-0.8853996
-0.54915774,-0.48799798,0.82529855,0.5285918,-1.0596871,-0.30549827,0.3112066,-0.73985803,-0.93451196,-0.18546641,1.5889307,0.4338523,-0.66503817
-0.697703,-0.73410386,0.83551353,0.5159657,-1.0885243,-0.2291425,0.013016777,-0.83179486,-1.2553244,-0.1488977,1.4882519,0.42492905,-0.5669617
-0.12047456,-0.30777645,2.1174533,0.1692765,-0.58324057,-0.8799034,0.21537788,-1.0817162,-0.58429277,0.49358568,0.5858633,0.4457129,-0.26954612
0.034619257,-0.3387055,1.7223018,0.057430156,-0.43509892,-0.8437557,0.2512,-1.0446236,-0.3296867,0.8395142,0.5503099,0.420596,-0.42325592
-0.11987872,-0.31913185,1.786235,0.021401942,-0.45128673,-0.7574641,0.31998867,-0.9553023,-0.43122968,0.7617651,0.52082527,0.62064976,-0.38640642
-0.352798,0.7651937,1.4251685,0.34269065,-1.1155459,-0.11238173,0.8914245,-2.1557522,-0.39483106,-0.26355016,1.6235269,0.117922075,0.15830475
-0.4408238,0.48522013,1.2200868,0.3968671,-1.1518358,-0.09582251,0.82081306,-1.7915919,-0.6585783,-0.2555251,1.5169013,-0.06677327,-0.0766016
-0.1757657,0.6970184,0.8985075,0.27475482,-1.1371727,0.20852534,0.8612707,-2.1005552,-0.55413204,-0.10078393,1.6283184,-0.23845688,0.27798593
-0.34854373,0.73899466,0.91924435,0.0085936645,-1.1485333,0.17267121,0.8753733,-1.8596834,-0.41564155,-0.036552228,1.5827746,-0.094515964,0.29008293
-1.2177769,1.509152,0.02732513,0.10946226,0.7079398,0.25315428,-0.106880605,1.2762761,0.2869963,2.3381596,0.9890069,1.8226594,-0.68910193
-1.293439,-0.26905224,0.4307392,-0.9428018,-0.27805433,-0.34049293,-1.933076,-0.9167938,-0.06666469,0.94841784,1.1316793,0.5245138,-1.0947142
-1.2018559,-0.21711442,1.7862124,-0.7088704,-1.7314733,0.013111061,0.028247368,-1.621289,0.3433281,2.1566439,0.23067652,0.6583235,0.8820423
-0.24563551,-0.5538541,1.0564381,-0.18292825,-1.6677917,-0.31592986,-0.18537311,-1.4951766,0.4062643,1.2210085,1.2172307,0.87276655,0.2627127
-0.3313173,-0.62455314,1.2253518,-0.5179262,-2.142468,0.41431215,0.32650197,-1.5622048,0.26952115,1.1360954,0.9184296,0.6631429,0.2826398
-1.0942817,-2.1135585,1.8369701,0.3228194,-1.8499058,-0.736599,-1.2177008,-1.0268059,-0.8784121,1.0056627,1.6338222,0.9050041,1.3456036
-0.21964124,-1.9229169,2.8215187,-0.5082705,-1.3942196,-1.442305,-1.4050678,-1.8680906,0.041739713,2.1413064,0.590148,1.0535226,1.5672201
-0.29276267,-0.30455428,2.195488,-0.46959677,-1.557182,-0.19275148,-0.38467482,-2.106202,-0.054611728,1.1376894,1.6568785,0.20996825,2.3310137
0.10805309,-1.2205158,1.02371,-0.12956426,-1.8219812,1.8761411,0.8761387,-1.4139615,-0.49569145,0.83387196,1.0498792,0.86251557,0.6431527
0.4311792,-1.2868378,-0.6937047,1.4907893,-3.1757793,0.76082116,-2.1020315,-2.1840217,1.209857,2.6050394,1.95249,-0.5931498,2.843299
-1.0925734,0.10835293,0.67427796,1.0955429,-1.032207,0.36655357,-0.9739993,-0.49875346,0.3490826,1.4480331,0.24428055,0.4688548,-0.48731905
-1.152932,0.19887494,1.4141465,1.422386,-1.16443,0.42932835,-1.3177891,-0.34609675,0.6809475,2.0209687,-0.3726643,0.5824302,-0.74032027
-0.795727,0.6407624,0.21949689,0.27532446,0.11090886,-0.042706396,-1.3270003,0.0027695782,-0.1260703,1.7068202,0.5804992,0.92550665,-0.23882449
-0.83161664,0.12379803,0.09251117,-0.70051503,-1.0113404,-0.32859975,0.22398011,-0.74133587,-0.7134403,0.5272335,0.9700572,0.54567486,0.36872742
-0.5662524,-1.003648,2.5821345,0.27484512,-0.5167852,-1.3617207,-0.3881205,-0.6089811,-0.14859058,-0.21646503,1.369138,1.1608986,-0.71236134
-0.08808965,-0.5445467,3.16672,-0.012605201,0.04855395,-1.5670819,0.04630961,-1.036831,0.57142633,0.7003921,0.6471012,1.3874143,-0.3009293
-0.65940297,0.02298248,2.6729019,-0.39653638,-1.2493343,-1.6295768,-0.1401271,-1.069722,1.1974325,0.8445997,1.52325,0.7220364,-0.88100487
0.30218753,0.30737457,0.24843532,-0.26874405,0.10076218,0.11965373,0.4922238,-0.5001233,0.19235443,0.21501009,0.5841955,0.5892008,-0.29375252
0.5190562,0.3954008,0.2894611,-0.36716455,0.24179724,0.13665429,0.60052794,-0.54283124,0.29747567,0.0951354,0.60373527,0.8838962,-0.31160924
-0.55471194,-1.084471,0.14509848,0.2014566,0.6525272,-0.21233763,-0.72639793,-0.42390722,-1.192181,1.218421,1.9389869,0.4936081,0.3117359
-0.35673577,-0.9645133,-0.24245067,0.2202695,0.48777604,0.17722698,-0.25446147,-0.47315896,-1.4387304,0.9524416,2.0592678,0.4554335,0.030574072
-0.45489615,-0.7695019,0.17823505,0.3371921,0.6510921,-0.21080822,-0.40967554,-0.23244973,-1.39596,1.2391924,1.8585601,0.34763867,0.2987703
-0.4395876,-1.0774941,-0.27158648,0.7198418,0.43982485,0.5182085,-0.102711,-0.20468529,-1.3055345,1.2868304,1.9715623,0.29311302,0.21788256
-0.5859147,-1.1591917,0.040200815,0.55274916,0.36753243,0.14246511,0.011878594,-0.121926896,-1.508488,1.1596636,1.9893574,0.14397398,-0.0927098
-0.5152032,-0.8011183,-0.12414431,0.39725623,0.5211585,0.17339873,-0.20963234,-0.4649955,-1.567545,1.0091252,1.9763312,0.4287061,0.050951533
-0.26442823,-0.39203623,0.7754695,0.34050646,1.0065085,-0.2108206,-0.08648371,-0.3263136,-2.4253721,0.81355375,1.228966,0.73865306,-0.14964846
-0.45882332,-1.1201104,0.12495292,0.28656426,0.73695046,0.047486003,-0.33594906,-0.23491608,-1.5058362,1.3264279,1.8492584,0.26344633,-0.16903724
-1.4774307,-1.2643532,-0.04420661,0.4726453,0.5060145,-0.045394823,-0.58965653,0.094178855,-0.7713299,1.146667,2.52414,1.0544844,0.18059897
-0.2809309,-1.0249375,-0.074428685,0.17606428,0.51708835,0.17500767,-0.16966918,-0.34955138,-1.6312264,1.0740793,2.0663807,0.42746648,0.08438831
-0.3845999,-1.0267752,0.1815772,0.31431165,0.5697077,0.2588264,-0.37169707,-0.5142748,-1.3779923,0.88980526,1.9467093,0.48610607,0.1350182
-0.18226187,-1.9383171,0.49918202,0.6612151,0.43702734,0.15555157,0.4149151,-1.613115,-1.1578635,0.6548669,2.4112227,-0.36485156,-0.1955558
-0.59379923,-1.06599,-0.082187474,0.44391698,0.53937596,0.17647459,-0.3329215,0.07251949,-1.3681753,1.5299957,1.7530951,0.15900618,0.12796322
0.32498756,-1.0514904,1.0430983,-0.14464359,1.4258786,-0.3652441,-0.61130136,-0.83218074,-0.8975387,1.92362,0.6793162,1.2594881,0.12524804
0.4981682,-1.3683317,0.9266639,-0.14406243,1.3667682,-0.13265891,-0.20359951,-0.9395192,-0.93537045,1.7123414,0.8789822,1.0563389,-0.09763106
0.25343156,-0.70682365,1.0427352,-0.12921235,1.5328459,-0.22553784,-0.46023473,-0.957805,-1.0743285,1.8145487,0.5487254,1.0937985,0.050823417
0.6030336,-0.94900066,1.0649388,0.29018435,1.2722392,0.02472615,-0.08331715,-0.89393145,-1.0948387,1.6782275,0.72434336,0.7670396,0.3943872
0.21452987,-1.1831491,0.981029,0.00797449,1.1813,0.021916803,-0.13341592,-0.886336,-1.0003288,1.7387639,0.6949615,0.70033234,0.035652373
0.23331922,-0.7604115,0.83867335,-0.0795714,1.4053335,-0.14672633,-0.29609933,-0.9314841,-1.1654712,1.5162001,0.8994296,0.89189446,-0.094179206
0.89764816,-0.21746373,1.4944277,-0.1774237,2.0498886,-0.22098331,0.25737354,-1.2105106,-1.7543373,1.5024093,-0.1156379,1.6315622,-0.43994316
0.34067425,-1.0863403,1.0874902,-0.033813618,1.2871317,-0.042284463,-0.37117302,-0.7975319,-1.0883503,1.5217636,0.5966662,1.0962187,-0.0025911364
-0.9752883,-1.2764142,0.9625963,0.19917408,1.4314753,-0.18999681,-0.67970794,-0.5509325,-0.34377837,1.5375009,1.255606,1.9662627,0.13909118
0.6359517,-1.1505078,1.139586,-0.23130319,1.104462,-0.2122658,-0.123449676,-0.92217946,-1.0064455,1.6881065,0.9231103,0.9353822,0.18191472
0.46744144,-1.0830818,0.9898261,-0.045641623,1.3075175,-0.107058235,-0.29229212,-1.0784491,-0.9561315,1.4109374,0.70573926,1.2242812,0.1702369
0.65642804,-1.8576891,1.5637559,0.074420355,1.3652642,0.028644813,0.38395447,-2.183698,-0.801267,1.3456341,1.0494648,0.43490848,-0.31322724
0.20266302,-1.0749314,0.9968368,0.01122021,1.4253619,0.18749459,-0.39346597,-0.5122214,-1.1421137,1.9162225,0.5790164,1.0038794,-0.15161918
0.0917771,-0.4529081,0.017972585,-0.062188376,0.8785363,-0.30067468,0.18905422,-0.007004818,-1.6291606,1.6006048,1.3268207,0.7466544,-0.5703681
0.12181716,-0.42963588,-0.2813805,-0.21146,1.1193099,0.33975893,0.7525887,-0.049315434,-1.9293438,1.3338656,1.4424962,0.5424476,-0.8439014
-0.14904991,-0.08140413,0.03422786,0.0373978,1.0470635,-0.1636979,0.2742998,0.11335858,-1.8663578,1.627047,1.1018046,0.33066043,-0.63521296
0.07974329,-0.4721331,-0.15623023,0.32817897,0.9268465,0.42174992,0.59551257,0.03745755,-1.7004396,1.5610464,1.3567268,0.32130122,-0.3585004
0.053321347,-0.3365206,-0.15897992,0.35318443,0.81843793,0.19009209,0.77587783,0.04106871,-1.8367237,1.3746682,1.3318243,0.1860315,-0.745331
-0.17487453,-0.4119093,-0.18165387,0.036100075,0.9384066,0.2504071,0.3108549,-0.17111537,-2.0810986,1.226438,1.2848748,0.3717135,-0.6002197
0.53202796,0.24460685,0.33066037,-0.053715773,1.5543422,-0.061008204,1.0220377,-0.26249316,-2.5260787,1.104258,0.4602012,1.0569332,-1.2643629
-0.06907843,-0.40088537,-0.016415514,0.07612639,1.0483471,0.03812743,0.3647808,0.065350085,-1.9863939,1.5567286,0.9165054,0.5558507,-0.7568019
-1.358983,-0.7004207,-0.20610854,0.11929796,0.82526183,-0.081748545,-0.06456108,0.43404022,-1.1416956,1.3702075,1.7164588,0.9508563,-0.4788248
0.31398976,-0.50581896,0.02973808,-0.0106469095,0.874703,0.22363119,0.5738481,-0.07174638,-1.9583267,1.3929387,1.4276857,0.37155738,-0.6898977
0.04941704,-0.54082507,0.012582053,-0.062215485,0.9238091,0.2584585,0.40418896,-0.1575269,-1.7418058,1.1483984,1.3528537,0.38378313,-0.6447462
0.19844274,-1.1721016,0.30793935,0.1830931,0.9740428,0.3176202,1.0750171,-1.0495985,-1.8975616,0.8814831,1.4726156,-0.43762517,-1.2596182
-0.043579154,-0.23756014,-0.16881938,-0.08201032,0.7980418,0.30767286,0.57918507,0.4459339,-2.0444965,1.6064366,1.3370612,0.38306957,-0.68560666
-0.06351493,-0.28482923,0.58778,0.30793646,-1.0578107,0.7458367,-0.1168403,-0.55835503,-0.6840086,0.5856373,1.0749377,0.7931866,-0.5400756
0.44305485,-0.12029856,-0.06267276,-0.015821628,-1.3420691,-0.035922684,1.1630788,0.05197731,-0.6667675,1.5652272,0.40924016,0.6855243,-0.30206224
0.78480196,-1.1605327,-0.331793,-1.1436332,-0.9998182,0.31393015,1.9867548,0.052816875,0.12870076,3.387928,1.131931,0.20645677,-0.39652863
-0.21030086,0.081506714,0.7100534,0.036025323,-1.4089583,0.297275,-0.3735569,-1.000465,1.0720699,0.9289199,0.90029234,0.8801536,-1.2917038
0.19860879,-0.07094795,0.7110284,-0.23183446,-1.144678,0.4546792,-0.49471757,-0.99056315,1.2851164,0.95964426,0.883054,0.69320345,-1.3580124
0.23227602,-0.034499206,0.8597946,-0.023857944,-1.2545611,0.36677316,-0.54343724,-0.7377193,1.152466,0.896023,0.68222183,0.72590965,-1.4689301
0.016923858,0.0028972137,0.73162836,-0.19900024,-1.1027008,0.3094953,-0.44212207,-0.8107679,1.1121738,0.8909132,1.098066,0.8287649,-1.5904272
0.16495568,-0.07480032,0.74227375,-0.019089052,-1.2116374,0.42004383,-0.5148901,-0.8124635,1.1619718,0.8106009,0.80738586,0.59480023,-1.59564
0.024346579,-0.113232516,1.0711312,-0.0044459035,-1.5426694,0.34011045,-0.5662394,-1.0039362,1.1410282,0.90004766,0.72531897,0.5915126,-1.4006339
0.57994115,0.2517916,0.77965117,0.04791188,-1.1152334,-0.08131576,-0.42503822,-1.3393705,1.0959631,1.2125694,1.4828703,0.36301222,-0.7130737
0.6066247,0.14945224,1.1062975,-0.23097056,-0.9532496,-0.18200304,-0.5437602,-1.3906038,0.9972715,1.3678347,1.3849763,-0.05970248,-0.44116804
0.574157,-0.060802653,0.9269786,-0.1261566,-1.2289029,0.14327851,-0.6386609,-1.2328191,0.8726106,1.4195497,1.2389014,-0.19522505,-0.6320047
0.5418292,-0.0057254555,0.87438756,-0.162995,-1.0410385,0.14848992,-0.48424682,-1.3079482,0.95569575,1.2156587,1.382911,0.25646275,-0.6518364
0.6160572,0.091624685,0.91812104,-0.1357652,-1.0162805,-0.06693719,-0.47153863,-1.3793272,1.0243969,1.2505882,1.3454984,0.07997556,-0.77162457
0.66119367,0.13095029,0.91143894,0.01916416,-0.9275962,0.13233444,-0.51438326,-1.2514057,1.0268769,1.2335241,1.2660455,0.27898362,-0.76594806
0.9525028,-1.0188929,1.1994033,0.52780086,0.32341906,1.7459292,0.03426395,-1.060448,1.3537396,1.566265,0.2668452,0.38591146,-1.7011304
1.1857535,-0.8127656,0.87834024,0.19804507,0.38798413,1.3245052,0.4459487,-1.0852008,0.8058631,1.928944,0.5770227,-0.0025134615,-0.9656265
-0.52369446,1.6682558,0.89652824,-0.050401323,-1.1549336,0.22703254,0.23685144,-0.70454985,-0.3844316,0.48232916,-0.3660092,1.2355999,0.023754986
-0.5611788,1.8052492,0.94870967,0.02752166,-1.239908,0.017132921,0.43977,-0.9230036,-0.6691066,0.5643978,-0.34872457,1.3146031,0.029695036
-0.671991,1.5444853,1.0664778,0.0607864,-1.0041847,0.09810081,0.03984383,-0.9761238,-0.6333164,0.8369136,-0.13560617,1.156725,-0.17769566
-0.61932504,1.5140265,0.7395454,-0.000974015,-0.9676849,-0.10466537,0.2458421,-0.5745191,-0.31396693,0.5615672,0.117650904,1.1429907,-0.075844765
-0.5578252,1.4999758,0.8785504,0.056900933,-1.0034924,0.11529391,0.14693584,-0.7712302,-0.68082076,0.79249126,-0.03268333,1.1345341,-0.10577711
0.12878302,0.5856378,0.19207756,-0.2617432,-0.13635269,-0.28261232,0.0075127105,-1.0997772,-0.53618425,1.9229361,0.57572854,0.39459363,-0.9018291
-1.9227957,2.5443525,-0.04797138,-0.11804757,-0.21330997,0.59702,0.68423146,-3.506414,-0.10753684,0.48175842,-0.13279806,1.7741992,-0.68092656
-0.2435325,1.0585455,0.35343006,-0.049343947,-0.47380036,0.6969764,-0.92397755,-1.212419,0.6825395,1.3447368,1.5362632,0.6026098,-0.3416943
0.7797361,-0.4783377,0.5600297,-1.7815421,-0.38827673,0.6368216,-0.83513355,-0.83467066,0.09626423,1.670447,0.58583444,0.472005,-0.0037471617
0.47760528,-0.3873565,0.8032303,-1.5981313,-0.3570233,1.102304,-0.49152246,-0.6295097,0.1447935,1.2341341,0.544309,0.6190518,0.15669996
1.0463529,-1.3370924,0.6140547,-0.9616198,0.14358707,0.23758471,-0.27760503,-0.9335688,0.40652558,2.0484498,1.5226568,0.5618538,-0.7775966
0.87248474,-0.80636746,0.819632,-0.85147774,0.035073448,0.5422896,-0.3303713,-0.9140077,0.800546,1.6472044,1.982795,-0.30407202,-0.7592864
0.65358174,-0.5817729,0.63364667,-0.9002502,0.015232899,0.31402907,-0.71185064,-0.7502212,0.9425752,1.5615883,2.0987396,-0.24842493,-1.0340395
0.779287,-0.76835304,0.6069039,-0.9376655,-0.15211387,0.80685496,-0.4257895,-0.6693863,0.8431516,1.4681634,2.016079,-0.11883587,-0.8627746
0.43481237,-0.5740282,0.4281687,-1.4122748,-0.11395134,0.45554277,-0.68624973,-0.6546431,0.6389345,1.5858206,1.9150738,-0.520145,-0.89340293
0.7275858,-0.8001066,0.5875769,-0.91974974,0.057289653,0.44383267,-0.3637187,-1.1415085,0.68011945,1.5841212,2.0447521,-0.7187711,-0.6050439
1.0163836,-1.196036,0.82491934,-0.8982917,0.20333026,0.65009665,-0.53663915,-1.1418751,0.50846094,1.8524333,1.47132,0.5226772,-0.7090366
0.67347175,-0.6576148,0.4745563,-0.7513561,0.07570468,0.5963087,-0.34339297,-0.9303137,0.91121626,1.7000148,2.1041071,-0.16392998,-0.7575719
