p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12
-0.42876592,-0.7975218,0.2685202,-1.2811259,0.5942562,0.91390866,-0.86857516,-1.2637879,0.49726117,1.4500781,1.9601063,-0.8320853,-0.86661035
0.77743083,-0.53308296,0.56181747,-0.9021896,0.08648057,0.74393755,-0.2474322,-0.95679384,0.7425254,1.6239114,1.936823,-0.2742677,-0.8305456
0.929435,-0.57180023,0.53906083,-0.47757554,-0.18830924,0.7196277,-0.3468412,-0.9864961,1.0534407,1.5504557,2.0278845,-0.35820693,-0.7536157
0.8170812,-0.84335345,0.64194876,-0.79646164,-0.11452102,0.83262235,-0.40276805,-0.80217105,0.63115734,1.5416281,1.9803591,-0.6641158,-1.126543
1.0088055,-1.2307786,0.6243143,-1.068281,0.34818497,0.5652029,-0.28616914,-1.1398258,0.45418718,2.0288155,1.3844082,0.67988443,-0.94184333
0.84667075,-0.20404471,0.72859466,-1.8162997,-0.29073352,0.9108106,-0.40136233,-0.15401806,-0.2856243,1.5723867,0.22946806,0.582642,-0.07184609
1.0396299,-0.66097367,0.36943215,-1.8759638,-0.32932416,0.82692224,-1.0873505,-0.71878666,-0.15714607,1.9243753,0.24649824,0.47843122,-0.2948901
-0.37901777,-1.4143128,1.4754982,-0.11080285,-0.47591355,0.8977388,0.24246101,-0.2662358,-1.4494517,0.033275817,1.2573572,0.17012994,0.021641105
1.3265016,0.19523904,0.5928092,-0.84374547,-0.017817333,1.2582546,1.160681,-1.0024986,-1.3585907,0.4197228,0.30396134,-0.29391643,-1.1102834
0.8350082,0.57175964,0.8930006,-0.07966495,0.17601252,1.7951858,0.9879496,-0.93534493,-0.8392118,0.8573858,0.72609705,-0.29113308,-0.22775695
1.1695392,0.08660714,0.8911572,-0.8410829,-0.030239284,1.5291976,1.2652857,-0.8315767,-1.248855,0.63292265,0.28081954,-0.29144353,-0.8124161
-0.62111497,-1.0054449,0.20543377,-1.1001313,-1.1161556,0.7014148,0.9537005,-0.62791353,-0.47336146,0.45494646,1.0085523,-0.45082974,-0.57795393
-0.16057001,-0.27637544,0.70229405,-0.6255535,-0.14671215,1.4972239,0.9123685,-1.100874,-1.0453274,0.2119224,0.96477544,0.883697,-0.25557986
-0.5930359,-1.3886021,0.51525116,-1.262083,-1.3090674,1.570911,1.1723577,-0.74444854,-1.006131,0.38103238,1.1925609,0.12609813,-0.7309726
0.25476828,0.24607939,1.2656819,-0.18298781,-0.23461191,1.1316475,0.89425623,-1.3223742,-1.1612264,0.01746344,1.5520316,0.11386322,1.073209
0.06391824,0.27533305,0.6570244,-1.8342171,-1.080806,0.18680488,0.16325927,-1.5709529,-2.525298,-0.21340285,1.0530839,-0.28076586,0.07363729
-0.45098603,0.5194071,0.8761024,-0.95621294,-0.6941833,1.3110427,0.10784286,-1.5687741,-1.6299957,0.3372163,1.2337594,-0.29860452,0.71363145
0.19026124,0.5067766,0.8039228,-1.9126723,-0.9235622,0.7409294,0.38920978,-1.3689843,-2.3181875,0.10656927,0.6939501,-0.22917609,0.35295895
-0.022280982,-0.87870175,1.5188148,-0.4511745,0.4023096,1.131748,1.2205245,0.32767248,-2.4133174,0.45205846,0.5095358,-0.073522866,-0.53225166
-0.11105281,-0.16526154,0.72424936,-0.53929174,-0.33891982,1.4782771,0.9289592,-1.0438688,-1.0475204,0.3814235,1.0187881,0.7433775,-0.057953935
-0.4334149,0.75245667,0.3228997,-1.3704042,-2.01235,-0.9833224,0.8830954,-0.3119703,-1.0809805,0.9225618,-0.1958349,1.6411102,-1.216224
-1.5252793,3.4511933,-1.1237893,-2.177565,-0.13807446,-1.6625608,-1.6834346,-2.6779814,0.06903195,1.8846422,-0.9486139,0.8783392,0.3952932
0.72548413,1.5804989,-0.7490968,-0.31762904,0.12348262,0.45120928,-0.9902686,-1.3327008,2.4949114,2.0708075,2.3861885,0.313642,0.37887627
-1.4862803,-0.5844776,-0.7681583,-0.26059207,-0.5988527,0.39796343,2.939419,0.50739574,-1.1437197,2.2317822,1.6412042,2.4056025,-0.5436324
-1.2963058,-0.59524643,-0.73148984,-0.27627903,-0.49558815,0.3376693,2.7968674,0.52309537,-1.2197095,2.0730479,1.3163551,2.6757746,-0.4131746
1.2658613,2.819664,-3.0185976,-0.29578185,-1.5203869,2.110653,3.2462633,-0.32303387,0.67706835,2.3271348,2.6710236,1.1465313,0.38944077
-0.5484543,1.0980053,0.7117842,-1.0329225,-1.0494856,-0.24514772,-0.075391605,-0.9697125,-0.16420916,0.27516112,0.16344436,1.1951817,-0.7346102
-0.31716612,-0.45691878,0.7894997,0.5885443,-0.2697122,1.008324,-0.1940378,0.2633167,0.63594204,0.25335458,0.06103166,1.1252122,-0.44838366
-0.5908317,-0.08738271,0.05841629,0.2736659,-0.44317934,0.7209683,0.14243346,-0.085447446,-0.1380459,0.4058368,0.4321039,0.69912106,-0.4243342
-0.6232779,-0.12825163,0.04820179,0.20418242,-0.43767598,0.66035295,0.16896123,-0.0860388,-0.21568938,0.44407392,0.45213825,0.69690526,-0.40200084
-0.61393553,-0.18442883,-0.03499059,0.25755435,-0.35002986,0.7075194,0.14541052,-0.010602725,-0.13690482,0.3149247,0.3924371,0.6578397,-0.36812672
0.28900686,1.1430491,2.3037255,-1.7937968,1.5222927,0.76185244,0.93932474,-0.0045722052,-1.2065955,3.744581,-0.33066434,1.7462108,-0.5242557
-0.4336891,1.0228806,2.0024748,-0.11414956,1.1718086,1.7417411,-0.97711164,0.08294856,-0.20260224,2.8871207,-0.21179444,0.66879296,-0.062419306
-1.0509999,-0.12828594,1.1286033,-1.9170598,-1.4108759,0.48745492,-0.5699041,-1.0175867,-0.88110745,1.4097704,1.0166113,1.3040116,0.9248814
-0.75731725,-0.4513264,1.6050565,1.1610463,-0.9871673,-0.33752918,0.39806363,0.572088,-0.77253515,0.3487171,1.7775753,0.25701514,-0.29031605
0.5564885,1.3800006,1.6414891,0.52113986,-0.22743767,0.05173559,1.8401946,-0.0023297223,-0.8669052,1.5489582,1.0512038,-0.9861409,-1.1990292
-0.92698884,-0.44442973,0.6285026,0.2953082,-0.9723907,0.6886144,0.6530264,-0.35254142,-0.19003032,0.9812614,0.6589742,-0.046332486,-0.80613935
-0.23989734,0.1244008,1.2366935,-0.19678245,-1.0612262,-0.2408871,1.4224968,-0.07819923,0.03835781,1.6427039,0.58997124,0.021581315,-0.16524924
0.119802855,-0.24369964,1.9587094,0.40370685,-0.8734449,0.09606322,1.6035571,0.029193208,-0.10613174,1.7086648,0.27396062,0.33882716,-0.22249673
-0.13616925,-0.7814663,1.8265134,-0.48226795,-1.5714422,-1.0487664,1.2562962,1.1363767,-0.5819667,2.0831282,0.62081534,0.25539285,-0.51158184
0.2988606,1.5010321,1.6777002,0.95015717,-0.12817405,-0.10890724,1.1964425,-0.4786399,-1.0120105,1.0746726,1.8660662,-0.9864453,-0.07159541
-0.4874212,0.122045584,1.1636059,0.030744482,-0.7517929,-0.3490472,0.85382867,-0.48433387,0.33318967,1.6719741,0.3438805,0.005670978,-0.42595372
-0.5217917,-0.11937968,1.516653,0.90833336,-0.3962023,-0.46472242,1.2758845,1.1705486,-1.3673089,0.7497818,1.6566159,0.2031358,-0.9980571
-0.17616445,-0.0077451463,1.8942152,0.04680859,-0.96046925,-0.7913397,1.957523,0.38646033,-0.17777792,1.9467666,0.8862666,0.021127215,-0.18421386
0.66711706,0.67494845,0.4840539,0.3593237,-0.6176165,-0.96115905,-0.83827573,-0.5717663,-0.3239332,1.1208276,0.1735869,0.67915803,-0.9434421
0.20897548,0.87390304,0.46530458,-1.589252,-0.73397726,-0.31172824,-0.46194574,0.58186513,-1.1726755,1.3475599,0.39547792,0.37112576,-1.4745113
0.7704642,0.13535899,0.30131805,-0.20335503,-0.30139953,-0.12140031,0.011364141,-0.9430039,-0.78688616,1.0236946,0.53421104,0.20760398,-1.1841093
0.10513627,0.024631187,0.97754955,-0.33584884,0.16318712,0.08797163,0.21625316,-0.95484954,-0.3832832,0.8254521,0.34259465,1.098455,-0.4061068
-1.1074567,-0.45662057,0.08153266,-0.7469822,-0.7450722,1.4003518,-0.49955502,-0.5727157,-1.4608976,0.7120643,0.50113016,-0.0031489865,-1.0349569
-1.1028817,1.8100874,1.2464108,-1.0724086,-1.3303341,0.71765894,0.43270275,-1.5260541,-0.19195417,0.6572082,-0.6604699,1.4800329,-0.5225075
-0.2787798,0.08470022,-0.5237284,0.25542957,-2.1146832,-0.7851586,0.9089826,0.8681947,0.84198946,2.649628,1.1144544,0.60878795,-0.22324447
-1.2712961,-1.9914261,1.0580249,-1.2672185,-1.2624434,0.2977794,0.54928195,-2.1900153,1.5425159,2.5038016,0.22497147,0.35972518,-0.40592596
-0.66137,2.0744553,1.1894989,-0.6337654,-0.18781567,2.3345544,0.35704404,-1.8220057,-1.0284085,0.96049553,-0.06519469,0.7306907,-0.12523422
0.18067072,0.13688956,1.3306143,0.18357906,-1.4825196,1.5475998,0.8039764,-0.63433945,-0.7820823,0.71965784,-0.8221443,1.6962558,-2.61251
0.43371126,1.3684518,0.55659735,0.12389304,-2.5450444,0.076396905,0.9224068,-1.2874311,-1.2093049,-0.11738612,1.0967983,2.0926948,-2.8292992
0.92859,0.65902495,2.1037302,0.5448911,-1.6088566,0.9790072,0.73042244,-0.4772032,-0.6981491,0.06277746,-0.20590453,2.1674626,-2.413209
0.06448786,0.98396945,0.16175094,-1.8360881,-0.30750147,1.472523,-0.66433764,-1.3643157,-0.78126186,2.9315434,0.61370075,-0.19229923,0.32642233
0.36770862,0.89699167,0.3544116,-1.1252495,-0.4649149,-1.4123622,0.60444874,-0.8229102,-1.3823086,2.1053278,-0.09653269,0.92014086,-0.4804665
-0.4967702,-0.28339517,0.04939725,-0.39313543,-0.3247947,1.2076327,0.13211268,-0.108795084,0.049762964,0.56008214,0.38289896,0.8990559,-0.6694622
-0.6247388,-0.3295988,0.23731841,-0.269192,-0.40743524,1.2153249,0.0029095307,-0.10041795,0.24573715,0.54669607,0.17689502,1.013188,-0.58983403
-0.6125819,-0.41080534,0.19530517,-0.15534353,-0.35752282,1.135933,0.02789736,-0.11704594,0.1627571,0.5742778,0.37378183,0.9549871,-0.69665164
-1.7310578,-0.4321002,-0.20878278,0.15822433,-0.13739632,0.218133,0.63256264,-0.22741793,0.065528154,0.90363395,0.25084257,1.4286441,-1.487953
-1.6303031,-0.22709022,-0.49424997,0.03668192,-0.29662865,0.44472787,0.45239463,-0.30830508,0.050046217,0.8288586,0.3629219,1.4869002,-1.4850595
-0.9405963,-0.7880138,0.19655776,0.15792613,-0.6854169,0.18388243,0.72034365,0.49163547,-0.23998314,1.3412249,-0.11527486,0.7569669,-1.4999295
-1.0943984,-0.69761544,-0.017587192,0.043706764,-0.7355114,0.2814728,0.7493512,0.32679117,-0.35394394,1.2114321,-0.037824254,0.7590815,-1.4822686
-2.433207,-0.7256153,0.6848615,-0.9407678,-0.36784336,-1.0595213,-2.4912603,-2.36047,-0.23407964,0.43106222,0.5702501,1.7153497,-2.1159227
-0.84387517,0.04897641,0.22374353,-0.6636184,-0.94557095,-0.3248283,0.23088093,-0.73766524,-0.7227894,0.4918415,1.0620996,0.56675,0.46581864
-0.8357438,1.240688,-0.2873278,-1.4651079,-0.22693692,-0.6003308,0.28553993,-0.9595006,-1.0722786,1.1871725,0.7763068,0.03492117,-0.4092133
-0.34473923,1.2545685,0.015269637,-0.3793992,-0.4581419,0.60727805,-1.2011751,-0.6747503,0.59224486,1.7041812,1.3067441,0.25884187,0.275758
-0.768251,-0.41024798,0.21745653,-1.1041273,-1.358477,1.5055494,0.034015547,0.38138768,-1.5397778,2.1379237,0.9309126,-0.15925436,0.22994314
-0.7624594,-0.90429205,0.36128366,-1.7818962,-1.4589057,0.32615435,0.36968738,-1.067547,0.56456894,2.0951493,0.6750061,0.50886303,-0.4835389
-0.6856528,1.1699715,0.78428787,0.025902847,-0.006288735,1.536823,0.9295882,-0.42116603,0.14701849,0.867874,1.2591832,-0.8338291,0.00642107
-0.8099547,1.6775892,1.2160228,0.61177397,-0.0780227,0.94722486,1.0937812,-0.077110335,-0.63485104,0.8144038,0.60311455,-0.14863755,0.42629766
-0.7089559,1.644927,1.0738487,-0.2666137,-0.18371585,0.6582996,0.14154132,0.25601617,-0.26561567,1.0870543,0.68805027,-0.21590292,0.1654878
-0.79985106,1.5679624,0.9751859,0.22082752,-0.1605237,0.83064777,0.423314,0.36104506,-0.2880432,0.9128738,0.7340887,-0.24298891,0.05920261
-0.6866119,2.0888932,0.91690683,0.82540554,0.6884077,0.26803237,0.4604775,-0.40755278,-0.2590117,1.5984852,1.2991086,-0.826026,-0.23774153
-0.3551545,0.95579815,0.6768957,0.18686898,0.19781964,0.76801276,0.14588244,-0.19964501,0.36024097,1.1935495,1.9964063,-1.0425977,-0.58607334
-0.33732912,0.9927578,0.61833626,0.2885069,0.08124486,0.57299995,-0.12181171,-0.22861843,0.82461166,0.9877816,2.1234217,-1.0488714,-1.0699874
-0.33446404,0.83285975,0.61431104,0.26663417,0.05568886,1.1346047,0.1902623,-0.10764841,0.5965556,0.99292755,1.7476085,-1.0081985,-0.87905526
-0.64106315,0.95714694,0.49039358,-0.0592031,-0.0780657,0.94774204,0.07339391,-0.17294341,0.2795032,0.8988536,1.7257,-1.0199957,-0.964271
-0.28544322,1.0910414,0.69714534,0.17028001,0.34618896,0.7764357,0.27397716,-0.5897824,0.50057244,1.2550755,1.9308343,-1.3297807,-0.5486807
-0.39049998,0.834271,0.7466015,0.42930683,0.3430633,1.0598414,0.096715115,-0.5041523,0.82685775,1.048939,1.8990737,-1.0283396,-0.8636124
-1.1710452,0.88482475,0.577336,0.028297704,0.52921087,1.1109196,0.3832656,-0.8778189,-0.015316436,1.0728351,1.6369414,-1.4802028,-0.87363946
-0.4311427,1.1349807,0.68423426,0.13467307,0.38678685,0.89024705,0.30685887,-0.40448487,0.769851,1.0714468,2.0477974,-0.995732,-0.7112709
-0.24012503,1.1460721,0.6127056,0.65262306,0.1253278,0.90141153,0.21724668,-0.44793448,0.79159224,1.1119744,1.9545214,-1.0983925,-0.7230245
-0.38852108,1.0188434,0.7804208,0.25981215,0.19062735,1.215467,0.20771176,-0.3887168,0.4705168,0.9234511,1.936296,-1.3000035,-1.1312606
-0.63174385,2.1828022,1.1223333,0.59901816,0.4892898,0.5667512,0.5107089,-0.41785434,-0.055738498,1.6210756,1.5056026,-0.85587037,-0.12630795
-0.69762456,2.1183484,1.3935411,-0.60171336,-0.46027413,0.12383376,0.13300923,1.2327718,-0.65168345,0.75409645,0.39759764,0.29672688,-0.790444
-0.4067515,2.1884122,1.3512875,-0.7812899,-0.16563652,0.026532795,0.06549857,1.2034806,-0.7013751,1.1447757,0.5153174,0.23662828,-0.40157688
-0.74480814,2.0387306,1.245383,0.2492695,-0.058500234,0.46796173,0.8006466,0.49636933,-0.9812967,0.8475392,0.35482347,0.001968279,-0.07966212
-1.0202999,1.1455457,0.7959625,0.08549348,0.422363,1.5964797,1.0668526,-0.74536407,0.18377578,1.0392236,1.5399861,-1.0528544,-0.10227103
0.444798,0.06380394,0.91246665,0.25396845,1.6596472,2.656602,3.3119502,-1.7695338,-3.783603,1.3993272,-0.2815945,3.2928026,-1.1694415
0.5288909,2.0486422,-0.17520188,0.09485457,0.20126815,1.434825,1.6143426,-1.3253615,-0.35954005,2.0795343,0.6484261,-0.078607894,-1.3850267
-2.4674625,0.036296498,-0.8627573,-1.4972415,-1.131172,0.67363185,0.7131801,0.63769275,-0.44201335,1.3227323,2.203641,-0.21829017,-2.6520245
-0.123893626,1.2188311,0.30874625,0.27479914,-0.47111708,1.5664824,0.064766,-0.3081824,-1.1299762,0.608441,3.3433099,0.5027859,-1.3697463
-0.19444415,1.3900763,0.4906615,0.3329579,-0.39124796,1.3269899,-0.05893786,-0.580942,-0.99547243,0.6236135,3.0519817,0.24521276,-1.1976513
-0.16042876,1.3838724,0.3594347,0.23853888,-0.32847598,1.3730439,-0.18632773,-0.6116459,-0.96677935,0.69903266,3.0351112,0.36936176,-1.1383997
-1.2819829,1.0115739,0.84915435,-0.13022359,-0.13356683,-1.0791814,0.91530967,-0.3034958,-1.0371478,-0.010280202,1.2681834,2.029257,-1.31017
-0.77109426,0.121825285,1.0584068,-0.84352666,-0.9531755,-0.7962552,0.9177098,-0.87106436,-0.5919898,-0.108999975,0.6648983,0.7827134,-1.0920386
-1.4434319,0.5114,1.1461648,0.11367613,-0.5569823,-1.0473425,0.77385914,-0.0656007,-0.75365466,-0.026986623,0.8366479,2.316162,-0.90322715
-0.86381865,-0.28538096,1.0140425,-0.8887352,-1.0895492,-0.82491255,1.1546984,-0.15519951,-0.82901573,-0.14255413,0.523245,1.0166334,-1.0528858
-0.6780279,-0.20495416,1.0524746,-0.5947935,-0.935155,-0.9737677,1.1283134,-0.25548196,-0.7552052,-0.30884865,0.58173114,0.97941965,-0.95789975
-2.4071088,0.9713411,0.68158,-0.111910604,-0.27692303,-0.09138088,-0.6383684,-0.8839782,-2.7618456,-0.22635819,-0.72333586,2.6390295,-3.2210758
0.733874,1.2280945,1.8680183,-0.5585629,-0.4270335,1.1168149,0.2036875,-1.1232673,-1.6795634,1.1031963,-0.21556151,-0.3012866,-0.5268062
2.1122222,1.3350757,1.3650304,-0.6267475,0.5267702,1.5917932,-0.35140163,-1.9581366,-1.931803,1.5272598,1.9092165,0.23469429,2.5709882
3.0389163,2.0078564,3.4817858,2.1200137,0.87065566,0.14614315,2.0657263,-2.696748,-1.2859161,0.50769156,-0.34043902,0.07447949,-1.5156999
-1.3137126,-1.0593051,-0.20124254,-0.02488757,0.3332121,-0.26928103,0.8650588,-2.0730515,-2.4809227,1.8319327,-0.48360962,0.3999358,-0.7928192
-1.2915462,-0.97960925,0.042720158,0.04794384,0.23421468,-0.634376,0.82934767,-2.0195339,-2.5498147,1.7852086,-0.58233404,0.6422716,-1.0219235
-1.007879,-0.3078906,0.5455839,0.4902619,0.19597231,0.5732336,0.5809041,-2.0181108,-1.6703517,1.5945604,0.32325622,-0.093043566,0.7480892
-0.79353327,-0.56719184,0.43502012,0.63361275,0.40942216,0.52346015,0.5412496,-1.8463737,-1.5930852,1.7709497,0.42485085,-0.11346546,0.72448504
-1.5758756,-0.33189756,0.33603847,0.6061768,0.32459313,0.5526102,0.47719467,-1.9772638,-1.2477303,1.7065313,0.38695478,0.50365144,0.8191263
-1.2941934,-0.6061342,-0.001358628,0.49190566,0.45594937,0.8888765,0.45667037,-2.1554961,-1.3271123,1.969852,0.483437,0.19276801,0.9784146
0.43213522,2.740696,-0.47972587,-0.1083913,-2.3316112,1.4160153,0.5609242,-2.901466,-0.48647192,-0.06385032,1.5021557,2.3995159,-1.312119
0.42118996,1.7224729,2.7560413,0.24844727,1.05778,1.8996123,-0.046681926,-2.697525,-2.6486678,1.6480887,-1.4596761,-1.2285948,-0.28479606
-0.22876146,-0.46520975,-0.046584208,-1.6392453,0.5889959,1.794965,0.88402855,-2.2237039,-0.9854418,0.59829324,1.3667003,0.6229036,-0.19003585
0.013929385,-0.06462045,-0.244287,-1.3595479,-0.35447687,1.3004801,0.7207464,-1.8033621,-1.2386533,1.1301143,1.2100235,1.7333314,-0.023465786
-0.09123266,-0.13886291,-0.091014296,-0.9727115,-0.29868153,1.1388929,0.67704284,-1.6444154,-1.1568745,1.1908902,1.3247354,1.798903,0.34189576
0.34807885,0.41970423,0.30432448,-1.7477149,0.5879751,1.9173173,1.1681303,-2.2165678,-0.7958877,1.204568,0.54854834,1.5342468,-0.19588374
0.017029272,0.07255688,-0.16216148,-0.9831561,-0.34057924,1.2881165,0.7688152,-1.883463,-1.2852532,1.4142487,1.0902387,1.8945677,0.14389409
0.012009373,-0.24405417,-0.09115137,-1.1642799,-0.22132045,1.1153215,0.9999367,-1.9158585,-1.0107,1.2806306,1.1271299,1.8513591,0.052649416
-0.13869843,-0.27658853,-0.0021151274,-1.2002022,-0.19775186,1.1420588,1.1215568,-1.6842443,-1.0434833,1.2096943,1.0640045,1.8569547,0.051071104
1.2231948,2.381893,2.1392293,0.56218594,-1.8116359,-1.1519501,0.18700176,-0.81110865,1.0149089,2.804455,0.82441866,0.20977052,1.2274338
-0.666844,0.29553202,1.4406368,0.68907505,-0.3579844,0.5811127,-1.7252767,-0.7316386,-2.010092,0.70812434,1.7036675,-0.13622816,-0.032993857
0.34451228,0.29756078,2.7688231,-0.20671657,0.51864034,-0.20859437,-2.092909,-1.2404013,-0.91474676,1.9474895,0.58293235,0.10393592,0.2680113
-0.20575404,0.057421,-0.19050154,0.80581117,-1.5236652,0.8485355,0.65755403,-1.5280607,-1.0118581,0.3111359,0.3755722,-0.55558676,-0.6165975
-0.9243668,0.41391224,-0.18463732,0.5886913,-1.3129377,0.57273555,1.0989234,-2.053011,-0.98259264,0.5877101,-0.010572789,-0.60895425,-0.8727317
-0.59148556,-0.70771927,0.0039778133,-0.5018966,-0.19010106,0.39316207,1.631476,-2.785362,-0.40458363,1.7245142,-0.1361015,-2.433006,-1.6849694
0.22562197,0.21239506,-0.24556188,0.9744183,-1.6033953,0.60034764,0.71558946,-1.4441018,-0.55454034,0.13839477,0.5471015,-0.62261194,-0.38548297
-0.82816577,0.09630166,0.19260944,0.4041206,-1.4383876,0.3090733,1.0501193,-1.3440161,-0.9615129,0.626812,0.29081106,-0.5820076,0.052266836
-0.880774,1.7216853,1.1234893,0.17422801,-0.24589603,0.55315614,0.44039717,-1.112696,-0.17311099,0.45455548,0.19411694,-0.8893827,-1.4197873
-0.85521036,2.2640383,1.3646574,0.2202522,-0.37755486,0.5385878,0.542018,-1.0495942,-0.28858733,0.5012973,0.22512706,-0.9486831,-1.1181523
-1.1276186,1.8707786,1.2706429,0.08194237,-0.15902662,0.56339353,0.48377636,-1.1862894,-0.38428745,0.45044455,0.36351416,-0.8165766,-1.2419201
-0.8987178,1.7301639,0.36727378,0.21149673,-0.28769127,1.0431962,0.52731574,-1.736393,-0.13684496,0.46178928,-0.02301058,-0.73558396,-1.4447966
-0.020837497,0.24413656,0.2343618,0.60764205,-0.41695833,0.3332111,1.557022,-0.84159654,-1.3960049,0.35810184,0.8074975,0.12967077,-1.5885391
-0.10610811,0.8318404,0.6166713,0.30705902,-0.31009173,0.35634637,1.5870519,-0.9383592,-1.2780144,0.2909486,0.76267165,0.09020594,-1.2520274
-0.5495429,0.57332796,0.6179256,0.21430124,0.0634587,0.36121804,1.427592,-1.0129998,-1.6877201,0.2525098,0.93723726,0.004006784,-1.5091708
-0.3066361,0.24855326,0.14250918,0.39989987,-0.62205213,0.91066045,1.1455907,-1.4403713,-1.1037107,0.25952452,0.36254883,-0.10014154,-1.2630318
-0.20117858,-0.13985544,-0.026220575,0.4544488,-1.3482875,0.12835684,2.5134382,-0.6012553,-0.80506766,0.76605636,0.44676176,0.7412295,-1.586532
-0.06790977,0.08791338,0.25318858,0.064199604,-1.315062,-0.050388396,2.5433402,-0.2753535,-0.8584263,1.0058926,0.2751734,0.5831335,-1.2415247
-0.32854033,-0.1687468,0.074609555,0.07721142,-0.90431744,0.37489843,2.7233548,-0.69013184,-1.2364837,0.8918127,0.46359617,0.52605325,-1.6720556
-0.48870838,-0.38990897,-0.13838394,0.19078568,-0.7067819,0.8919269,2.3879247,-1.9550425,-0.5199645,0.47653532,0.20984241,0.95488644,-2.1229076
-0.8652316,0.26669052,0.27902424,-1.3231635,0.26142734,-0.41351843,0.47576717,-1.0995739,0.26479858,2.2292361,-0.27242082,0.06429891,-0.52220416
-0.803655,0.27910605,0.30451736,-1.2785956,0.32892725,-0.25656012,0.51572084,-1.0242264,0.11306562,2.4310205,-0.33215284,0.09625835,-0.5401173
-0.2904462,0.18684243,0.27289608,0.083038606,0.031159041,0.87416375,0.46153376,-0.3944537,0.13730803,0.8372978,0.36906457,-0.14397092,-0.16897522
-1.1379691,-0.6112761,0.29075825,0.79769486,0.58430785,1.733175,0.052178923,-0.34714785,0.2963193,1.6286318,0.2881358,0.2997308,-0.32821673
-0.6847404,0.14247411,-0.09558478,-0.29128274,0.22479515,0.9078676,-0.008443729,-0.41143066,0.19698176,0.914117,0.7977358,-0.3256972,-0.4348525
1.8718307,0.1868525,-1.1053213,0.26533365,0.3279798,1.3083154,-1.6450762,-0.6880989,-0.58877385,1.3856975,0.2544175,-0.52131754,-0.4287355
-0.041425448,0.16571964,0.6457882,0.60927546,-0.26787758,1.533397,-0.060879674,-1.0281146,0.36753672,1.411603,0.07965185,0.012117285,0.05363352
-0.8319204,-0.5318267,0.3932843,0.6309365,0.39061314,1.2111639,0.19147281,-0.43121162,0.15335135,1.1845361,0.25990078,0.3446147,-0.34404334
-1.6736066,-1.3562201,-0.5523906,1.4735302,0.15333138,1.586864,-0.3517684,-0.61510396,-0.32829872,0.7425325,-0.5006905,0.14541264,-0.78050005
-0.25453812,1.9936836,-0.28807652,-0.8775518,-0.116575666,0.08745828,-0.9255431,-0.76038784,-0.32482722,0.45397645,2.6354015,2.89984,-1.8043151
-0.51588666,-0.28363678,0.18658748,-0.7170785,-1.0141215,0.76813745,-1.0828204,-1.1697674,-1.0244026,1.7207912,-0.22138302,0.7672574,-0.03546102
-0.5319967,-0.26893076,-0.34250477,-0.0062251966,-1.0844108,0.91302407,-0.76671755,-0.2998818,0.17288464,1.3366592,1.8265811,0.032503273,0.5539031
-0.4218374,-0.43983606,-0.27906016,0.29694724,-1.122829,1.1112287,-1.0156918,-0.3151099,0.21358548,1.5496364,2.1920788,0.3486642,0.6453842
0.44599035,0.023825765,0.40869984,-1.5023619,0.39046562,0.21535346,0.99819934,-1.8457264,-1.4713701,0.9264168,-0.37169924,0.828194,0.5452135
-0.22538406,0.21708278,1.4078268,-1.4377427,-1.1005597,0.801807,-0.5972933,-0.4964705,-0.66303325,1.4116355,1.283128,0.7299152,0.7539232
-1.1965207,-0.084408745,0.55217165,-1.4070997,-0.78759974,-0.23358253,0.13415058,-2.130169,-0.20681325,0.7288155,1.15084,0.6756122,-0.2908485
-1.3587464,-0.30557713,0.64308167,-1.3488979,-0.5431122,-0.15305074,0.14111653,-2.4295034,-0.057060387,0.7307476,0.913617,0.61164105,-0.3733653
-2.1351497,0.06269549,0.23160614,-2.1345758,-0.5321417,-0.4412716,-0.19256966,-1.9646212,0.2149061,0.66412425,1.7485036,-0.015517814,-0.40366578
-0.9730065,-0.23607963,0.59198684,-1.7789305,-0.4079535,0.089057915,-0.05714131,-2.2694902,-0.35334802,0.68995863,0.9372542,0.6372029,-0.5405032
1.2308971,0.48006472,0.11803429,-1.0767876,-0.31778175,0.7088956,-0.14710143,-0.902686,0.3738923,2.0348144,1.7139007,1.9244342,0.7713639
-1.3510731,-0.66646904,-0.15687133,-0.49241194,0.9293187,0.10839603,-1.0862621,0.5593757,0.3921031,2.6643584,2.1859055,0.818809,1.353502
-0.20379637,0.2868129,0.44066772,-1.3770632,-0.6509688,0.016566932,-0.29750726,-1.3039439,-0.40500066,1.8762388,1.6533337,1.768641,1.6103966
0.9638522,1.4147937,1.1204771,1.3684547,0.17897442,-0.7164008,-1.0900407,-0.54324585,0.114709206,1.845349,1.1170273,1.2449448,0.2871133
-2.2598271,1.5999238,-0.62587744,1.4305265,0.78572714,1.1213143,-0.7331429,-2.4382937,-0.921522,1.4131182,1.969623,1.3211814,-0.4165029
-1.7136889,2.5434546,0.278101,2.0374238,1.0279741,2.081659,-2.5225961,-1.3196656,-0.4798616,2.4394407,2.8245933,1.9279112,0.18401714
0.5285528,0.38794875,0.94522524,-0.26041764,-0.16544652,1.6330655,-1.6901954,-2.1569269,-1.333382,1.7895426,-0.95857024,0.2809314,0.42018747
