p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9
-0.4558833,0.8297168,0.71875393,-0.20740755,1.7408686,-1.4145166,0.7292627,0.87350595,-1.5602376,0.60309154
1.3487611,1.0583634,0.9870919,-0.7756849,0.19441564,-1.4173838,1.4742371,0.22300589,-0.7036624,-0.3190878
0.72341925,-0.5945854,2.1884637,-1.4199157,1.3149848,-3.1858668,-1.5809141,2.0278099,-4.516439,3.074541
0.48435953,3.227392,-0.18050735,-1.6641119,-0.66662484,-2.05909,2.2460742,1.8220183,-2.5439725,0.19846302
0.45737544,-0.22828467,-0.38005993,-0.863104,0.5745072,-1.5826226,1.2493469,0.35182384,-1.6223012,-1.020525
0.469281,0.9367454,-0.6206999,-2.3941147,0.34489328,-3.2282283,3.0799086,1.1532179,-2.285084,-0.20874454
-0.14374718,-0.5996159,2.0295289,-0.30523404,-0.88512343,-0.19613789,0.7033284,2.9206433,-1.7386173,1.0318478
-0.1344013,-0.61088127,2.243666,-0.37341267,-0.8641776,-0.11064459,0.47135487,2.9666872,-1.7533745,0.7729068
-0.52403545,-1.3917332,1.7397107,0.073409215,-0.90654373,-0.026021574,0.7601444,3.3266833,-1.3347924,0.27290604
-0.5315229,-1.1589442,1.797482,-0.08042646,-0.72375643,0.05105972,0.5717661,3.4048119,-1.3284674,0.01896053
-0.075222924,-1.3410482,2.0462432,-1.1552213,-0.352215,-1.0867443,0.82564235,2.7948668,-1.6287721,0.5652897
0.0063124695,-1.3971174,2.1180873,-1.0680778,-0.40844145,-1.0178115,0.5155314,2.8227634,-1.8537613,0.6131061
-0.6452566,-0.66252947,1.9476995,0.62499106,-0.24465619,0.9133101,0.1284402,0.892397,-1.4356866,0.020501632
-0.047217876,-0.38902462,1.6751672,0.563279,-0.08984019,0.76878977,0.18687943,0.6621141,-1.1418614,0.17925948
-0.12416856,-0.831527,1.5491523,0.96559155,-0.014058788,0.6993538,0.16998023,0.4873572,-1.3037959,0.35693017
-0.65930796,-1.3864514,1.7515522,0.4138956,0.36114773,0.6470156,0.3996699,0.71102166,-0.94822025,-0.48871326
-0.48395798,-0.8973061,1.5840311,0.52837837,0.32900074,0.8025691,0.6361443,0.66074854,-0.8155958,-0.8475868
-0.48461592,-0.9317315,1.5980439,0.444457,0.3397369,0.5417562,0.56659985,0.6673657,-0.9111573,-0.62875295
-0.60341364,-1.2571858,2.2701473,-0.47468424,0.4979014,-0.062036607,0.24469933,0.5013227,-1.3609953,-0.5873621
-0.31970412,-1.3143078,2.087686,-0.31046015,0.39133164,-0.22729348,0.21027379,0.508743,-1.2805635,-0.2635986
0.013977832,-1.3138692,1.8953129,-0.18155083,0.44256756,-0.28998616,0.31681943,0.25679666,-1.1385483,-0.3593826
-0.18464191,-1.2650337,1.7265723,-0.29275164,0.7339351,-0.5133077,0.37226242,0.23902307,-1.2266047,-0.18700102
-1.8661146,1.2604846,-0.66741145,-0.110866316,0.7016043,0.10480885,1.9535104,0.92388755,-1.9619714,-0.5772507
-0.32464725,0.32137054,-0.32438502,0.40691295,0.3324535,0.37597635,0.4726445,2.326978,-1.2934263,-2.1108434
-1.9071829,-0.7151927,0.8695899,-0.39527526,-0.5935617,0.102701135,1.1783481,-0.566546,-3.6505866,-0.027824525
-1.0260061,-1.2545384,0.8592947,-0.31012747,-0.15069486,-0.15332024,1.3962805,-0.9044929,-2.0838819,-1.5385412
-0.6610141,-1.2703987,1.5178416,-0.48189104,-0.0011312703,-0.12824313,1.2412633,-0.9372162,-2.2426386,-0.532017
-1.6118611,-2.4999728,0.83925015,0.8271821,-1.8013284,0.656853,0.46194404,-0.12693132,-3.0921392,0.52008
-2.0668802,-2.8958707,0.6470242,0.6923489,-1.0773554,0.70043075,1.2113523,0.029182907,-2.3546195,-0.9909278
-1.0377638,-2.7145066,1.0803729,-0.5837495,-0.5496265,-0.45193923,0.71683854,-0.14058137,-2.710818,-0.23543379
0.5253188,-1.6502687,1.1155257,-0.49439606,1.0729698,-1.2522458,0.96928287,-0.6319737,-2.4549344,0.3623683
-1.8912873,-1.6945497,-0.45935723,1.3744587,-1.3276471,-1.3520479,2.568544,-2.8000755,-2.2386305,0.17616151
-1.3100432,0.53404945,0.057597294,1.0295507,-0.20046793,-0.58392036,0.4907099,0.34026638,-2.199216,-0.25186807
-1.96842,0.7794732,0.27283654,0.57571185,-0.6232309,-0.5835856,0.6913845,0.24536183,-2.701717,0.22508135
-0.3962235,0.36357152,-0.45470792,0.9746906,-0.10597827,-0.4069605,0.6808608,1.634023,-1.6218265,-0.09153492
-0.29157463,-0.8468923,0.09888441,-0.24388497,-0.4453132,0.35959113,0.55443835,-0.15708517,-1.8114389,-0.79053086
-0.29266995,-1.5737746,2.007075,0.15577544,-0.044255525,2.072071,-0.25140268,1.1198866,-1.3181704,-0.36433047
-0.9207263,-1.8679639,1.8230757,0.124570124,0.41462076,1.8606784,0.37767512,1.1227493,-1.0499746,-1.1441534
-0.7644498,-1.1938142,2.753067,-0.45756263,1.874734,0.854253,0.17106944,0.937584,-1.0280656,-1.8346153
0.40787882,0.67661774,0.5758527,0.24153231,0.09135169,0.041155882,0.8418359,0.019518103,-0.30546817,-0.36314076
0.7156539,1.006627,0.5969812,0.32615122,0.09782874,-0.059125993,1.0102707,-0.1025822,-0.16350459,-0.5398674
0.1549554,-0.37634677,0.017463427,1.7962087,0.49192223,0.94429296,1.0173471,1.3850412,-1.3472202,1.0067626
0.60516816,-0.33888075,-0.1780345,1.5990379,0.3939479,0.71440357,1.0558953,1.2549522,-1.4022645,0.87052333
0.5150256,-0.22258346,0.10947021,1.7389865,0.28794673,0.93612444,0.9453081,1.5899655,-1.2338259,0.9472846
0.427866,-0.73464304,-0.15299463,1.5993744,0.30341718,0.5951328,1.2998275,1.199348,-1.1986636,0.9229908
0.2568709,-0.590259,0.0871018,1.4902301,0.21438889,0.5646751,1.2934985,1.3338399,-1.3188573,1.1878196
0.6092499,-0.3664575,-0.11606258,1.5707363,0.15660918,0.6829814,0.8948744,1.4082776,-1.6273532,0.9798168
1.6730833,-0.58630735,0.2573352,1.9510239,0.79486865,0.89760256,-0.09428992,1.6794087,-1.894524,0.85637885
0.5251132,-0.5983959,-0.006255148,1.6343073,0.42902228,0.6724594,1.033749,1.4590605,-1.2967755,0.9202485
-0.7811207,-0.98126745,-0.32437506,1.4841403,0.13312115,1.292307,1.1128511,1.6388896,-1.6575916,0.19897938
0.6551818,-0.6281939,-0.028049426,1.4118984,0.32447994,0.6851845,1.2629414,1.3865923,-1.3093201,1.0038831
0.4176366,-0.7349087,-0.07744228,1.6346059,0.4926071,0.8019452,1.1425225,1.0978512,-1.4038798,1.0043937
0.94951606,-1.7285093,0.7536376,2.1066012,1.1278552,0.8892188,0.19109459,1.4646959,-1.3425171,0.16552575
0.23399913,-0.38130876,0.058155235,1.5993153,0.13827772,0.63853717,1.2615281,1.4702169,-1.0396572,0.91248775
-0.24013937,-0.70695025,-0.20040359,1.9265842,0.79986405,0.9120974,1.6324035,1.5075971,-0.8575748,0.047219045
-0.09544733,-0.9435377,-0.32502255,1.6853251,0.81114537,0.6665396,1.7175833,1.5857729,-0.6904163,-0.023253573
0.20225511,-0.6031477,-0.34989625,1.5949615,0.99447316,0.84713495,1.2827703,1.6925995,-1.0825323,-0.04821125
0.13481499,-1.1380733,-0.19428007,1.7366916,0.9974431,0.9759307,1.4280201,1.2547778,-0.7333838,-0.093953855
-0.093417086,-0.8621965,-0.20881203,1.6382971,1.0255139,0.65421283,1.4936066,1.2610373,-0.90464866,0.118462
0.08219062,-0.63395643,-0.40168762,1.5468762,0.7520363,0.90791714,1.2803795,1.5937523,-1.1946349,0.08692233
1.5972418,-1.1046576,0.17163673,1.8558646,1.2297587,1.0148212,-0.17084001,1.8179997,-1.4634565,-0.3272848
0.016308105,-1.2502179,-0.22199035,1.507154,0.9669752,0.7780825,1.2619082,1.452323,-0.90381634,-0.07452052
-0.76325,-1.500298,-0.7886514,1.4079076,0.9536054,1.0161594,1.5413727,1.840753,-1.2600939,-0.85758793
0.041637506,-0.96805024,-0.022221737,1.3713183,0.85373646,1.0069529,1.6130029,1.5036036,-0.6920953,-0.09789227
0.20810221,-1.0280215,-0.32888108,1.6843752,0.85860854,0.8577796,1.2316068,1.3193237,-0.8677129,-0.06816385
0.7132087,-2.0032525,0.4539712,1.9011116,1.911128,1.0416291,0.50180066,1.568848,-1.1451337,-0.70226747
-0.029806565,-1.0859509,-0.26970083,1.4553925,0.8021736,0.7413476,1.7140653,1.5278932,-0.7700195,-0.059879925
0.43912792,0.08451892,-0.11887339,1.5024233,0.4225407,-0.2503982,2.5542667,0.88766134,-0.51227397,1.054224
0.89046764,-0.080885954,-0.4513382,1.218666,0.57753974,-0.3376983,2.445767,1.0342597,-0.70982695,1.1116022
0.66818696,0.3020993,-0.13476005,1.2646505,0.40060937,-0.13512611,2.2262483,1.0407965,-0.66615415,1.2635716
0.6398933,-0.365574,-0.36793858,1.2037356,0.5824307,-0.32691488,2.3678918,0.99079037,-0.49118012,0.9435739
0.7463234,-0.033055164,-0.11038482,1.3137487,0.4204862,-0.56539243,2.3400474,0.8367003,-0.5330031,1.3705345
0.50616294,-0.09889792,-0.38202956,1.3519663,0.21983935,-0.22629945,2.0704541,1.0677147,-0.9138393,1.1941018
2.4437535,-0.20824611,0.15950643,1.5869771,0.4744984,-0.3793355,1.3417418,1.3708043,-0.8903662,1.4539402
0.7678822,-0.3078913,-0.27874738,1.3582745,0.43892765,-0.60725987,2.1677613,1.1163265,-0.5670147,1.1004095
-0.7578087,-0.3633136,-0.6432862,1.20424,0.28224623,-0.029932119,2.6333964,1.2234584,-0.69592375,0.44160452
0.7739152,-0.34895608,-0.09202886,1.2146782,0.3737003,-0.2925414,2.473254,0.9501469,-0.5395208,1.1393726
0.81351775,-0.24249011,-0.11759443,1.4102632,0.5284815,-0.31171826,2.1322904,0.75325257,-0.5778096,1.1849872
1.4356387,-1.3344483,0.6829402,1.9035556,1.1439315,-0.2903594,1.354684,0.8430662,-0.51969737,0.97595733
0.876493,-0.11648618,-0.13770412,0.9348506,0.37239152,-0.37383175,2.5830152,0.9986019,-0.48582995,1.1497282
0.31622827,-0.48995817,0.47868064,0.62259597,0.6628365,-0.2828092,1.1996058,-0.3754052,-1.7708122,0.008274204
-0.4362173,-0.7104635,0.22513606,0.16476332,0.4883412,-1.2626076,2.1971436,-0.10657484,-0.693928,-0.22917448
0.2570485,-0.2888071,0.846577,0.45533675,1.7058142,-2.6021647,3.525135,0.08696945,0.26701063,-0.6630561
0.38666004,-0.17009458,1.2711585,-0.030957118,0.92811674,-0.20709188,0.4224423,-0.84515697,-1.8546269,-1.4227655
0.6313401,-0.28104705,1.196117,-0.070459634,1.340481,-0.11143727,0.44039327,-0.89720815,-1.5915632,-1.3647912
0.5740536,-0.029605554,1.2333325,-0.28985235,1.209912,-0.13919091,0.26690713,-0.71635455,-1.5220386,-1.3324468
0.58418036,-0.32349,1.1398855,-0.099813595,1.2281123,-0.1641989,0.6306018,-0.88911366,-1.6204801,-1.5343927
0.67418176,-0.14511439,1.3450859,-0.05828888,1.2808064,-0.03867757,0.32528988,-1.1154457,-1.6197345,-1.2264153
0.31436917,-0.16298456,1.5327363,-0.26209867,1.4474977,-0.18854393,0.16349146,-0.7066717,-1.6921588,-1.3417321
-0.04094247,-0.54560703,1.1086364,-0.4349324,1.5558822,-0.40440682,0.99645627,-0.83649766,-1.6030538,-1.5672356
-0.10750943,-0.6392454,1.033799,-0.3264417,1.9708978,-0.36208263,0.93778723,-0.4829934,-1.3834765,-1.3287395
0.012780533,-0.403528,1.1989745,-0.35013154,1.8282797,-0.60828674,0.96897316,-0.6970375,-1.3256391,-1.1844282
0.08263916,-0.53209907,1.0503752,-0.24053071,1.7069771,-0.43260962,0.95555323,-0.6593411,-1.5120981,-1.414051
0.09241997,-0.504222,1.1777829,-0.3314747,1.7940347,-0.36675304,1.0055598,-0.79662645,-1.3796024,-1.3730915
0.071141265,-0.3930112,1.1708826,-0.4217878,1.6195202,-0.5380116,0.79794306,-0.5831158,-1.4675337,-1.2960705
1.908925,0.17105463,1.7102884,0.71892697,2.158724,-1.0185838,1.012166,-1.5751692,-1.0600283,0.19596025
0.9550952,0.069386914,1.4948839,0.66151386,2.2594652,-1.139891,1.7073787,-1.5247847,-0.89435524,-0.039677
0.67573106,1.2616657,0.7115033,0.38802314,-0.2204777,-1.0804783,0.019999314,1.1819544,-1.5193566,-0.34566057
0.6527832,1.1264789,0.8127656,0.7028358,-0.43925264,-1.1598967,0.11542501,1.6223963,-1.4835104,-0.45818132
0.5533386,1.0635582,0.87170994,0.7675158,-0.33694938,-1.0554223,0.33796582,1.3239604,-1.6519717,-0.3902779
0.3487698,1.1836871,0.6044866,0.5003524,-0.23212741,-0.8037667,0.30231446,1.227983,-1.3387405,-0.5113014
0.51040053,0.9501884,0.8069239,0.81315935,-0.26555875,-0.9805698,0.36186987,1.4444548,-1.3758352,-0.37932035
-0.044251405,0.59124327,0.4539969,1.6368153,0.48963636,-0.105807364,1.0700666,0.681235,-1.1014714,-1.4564074
0.9265657,-0.3919333,1.7355294,0.98434573,-1.225343,-1.5730078,-1.3055677,0.30250472,-2.8741796,-2.4838662
-0.10710976,0.27467266,-0.032061595,0.9114938,0.64502037,-0.4646703,0.49643144,-0.6184652,-2.713416,-1.2500349
1.8756505,-0.07980225,0.4176469,0.6031579,1.7971497,-0.45355067,0.36043528,0.5507334,-0.47574311,-0.9301169
1.784282,-0.17017819,0.28665903,-0.089989625,1.4614406,-0.7045213,0.3379361,0.49288583,-0.60301954,-0.9605388
1.9653207,-0.20737712,0.72633636,1.2565435,2.026935,0.037163798,1.4072254,0.6614924,-0.2757716,-0.9473341
1.9388641,-0.20737621,1.5282874,0.5220464,2.2533987,0.10879847,1.0730362,0.72157997,-0.22787821,-0.29510078
1.5572245,-0.15720461,1.4058214,0.6433447,2.4313946,0.07513882,1.0614784,0.48776585,-0.1511148,-0.48685926
1.7329452,-0.42930502,1.2135026,0.63648474,2.352506,-0.09657889,1.1043755,0.523765,-0.2193846,-0.37152404
1.7373611,-0.17328586,1.2689862,0.6634921,2.3948376,-0.45894167,0.88257545,0.845617,0.013014624,-0.5371963
1.5979246,-0.09744904,1.5197607,0.81960696,2.1981091,0.020091316,0.9787209,0.591984,-0.0041439263,-0.13949
1.9039273,-0.44540414,0.7184643,1.0794356,2.3595464,-0.004296169,0.99139756,0.6081381,-0.53922224,-0.99824214
1.5097812,0.097522415,1.262534,0.925304,2.346215,0.1253916,1.2533108,0.3292094,-0.3666807,-0.011515159
1.3990133,-0.6980783,0.37558675,0.9745216,3.5388675,-0.248712,0.4963266,0.7885269,-0.9321123,-0.48049587
1.7394685,-0.0935932,1.3150173,0.5880741,2.1412134,-0.34809795,1.3074962,0.59507614,-0.1324984,-0.3128391
1.6181244,0.0037702855,1.4265305,0.6227462,2.173991,-0.14659542,1.1912812,0.51359093,-0.1288195,-0.1827299
1.5608346,-0.4094794,1.4743692,0.6925868,2.2823944,-0.14150874,1.341543,0.21452478,-0.05919871,-0.13145384
1.9478521,-0.4465192,0.90071845,1.0130515,2.3093297,0.12624447,1.312095,0.4858278,-0.5404532,-0.91389525
1.3434286,0.023874013,-0.2356201,0.10123446,1.5832577,-0.7653046,0.7663647,0.43391663,-0.16512586,-1.4025079
1.5935401,0.01588278,-0.42058507,0.8726936,1.870639,-0.94769984,0.7858503,0.40625477,-0.1550518,-1.2903547
0.092050925,-1.3263283,1.2025605,1.4725529,-0.15165523,1.0414196,1.1040415,-0.5069586,-1.4423182,1.6014928
0.7070264,-0.7507399,1.7448654,-0.33489132,0.5677061,0.74194306,1.7709913,-1.2126845,-0.2836815,0.5494443
0.0784177,-0.7156402,0.74003386,-0.011563037,1.0270501,-0.3180541,1.8058435,-0.7599222,-0.93004113,0.65530235
0.58098817,-0.760461,1.7671958,-0.09180349,0.8622025,0.7755263,1.6008217,-1.3495854,-0.4707136,0.66208863
-0.41896978,-0.2732464,0.6272412,1.5017345,0.06889408,-0.03806061,1.5437548,-1.1250081,-0.84055007,0.99682385
0.457369,-0.97322536,0.6372909,0.9097574,0.04557949,0.016988637,1.4430978,-0.87477565,-1.262139,0.33167866
0.00010889306,-0.6665099,0.594587,1.6952258,-0.6059302,-0.10941098,2.2568562,-1.9529814,-1.4038284,0.7122566
0.15862426,-2.149371,1.1274761,0.28729102,0.26161477,-0.056741126,0.8966914,-0.17036065,-1.3262018,1.1015116
0.7734746,-1.8415347,1.9693699,0.24212764,-0.22821417,0.48212627,0.49605396,-0.29588756,-1.2427177,0.93009555
0.08340405,-1.5948087,0.89773273,0.54517865,0.4049471,-0.8001626,0.8213793,-0.43134525,-1.7037272,1.0698037
1.0028274,-1.8637742,1.8393093,0.078278765,0.15315773,0.43116912,0.30993995,-0.6842857,-1.4127089,0.86047506
0.32056803,-0.98519087,1.1479259,1.1607364,-0.0683375,-0.36949185,2.6973612,-0.61528474,-0.2089635,2.4035788
0.48486865,-0.94256574,0.75665915,0.93506,-0.011674534,-0.015110965,1.4002002,-0.84493804,-1.2565793,0.36459678
1.04518,1.6405025,0.38925233,-0.9845273,-0.5349981,-1.1615287,0.19641326,0.733295,-2.6475148,-1.0800428
-0.10728665,2.8623471,-0.8508304,1.9534833,-0.6849729,-1.9789824,-0.47018164,0.5765287,-1.6098386,-4.449194
-0.5014688,0.9588518,-0.7998255,0.48465312,1.0124649,-1.0649906,0.16105412,-1.6118228,-2.1477716,-2.9643703
-1.6900401,-1.0948311,-0.6723315,-1.4710581,-0.022596335,0.19371063,3.806748,0.9498335,-2.1415222,-2.801672
-1.4808596,-1.480308,-0.6983465,-1.6458359,0.102049746,-0.23178506,3.5677233,0.80396044,-2.323391,-2.8021204
0.9827228,-2.1213956,0.6306928,-3.3429558,-0.7013425,-0.22340947,4.133328,-2.4561243,-1.9368097,-2.257359
0.795268,1.3665386,0.4882885,-0.29164857,0.32036552,-0.51978534,0.309299,0.7674341,-1.7426101,-0.7289995
-0.064147726,0.7530505,0.6033926,-0.067531765,1.2810948,0.35463133,0.13307455,-0.65926594,-1.3605576,0.45046937
-0.110146135,0.0964274,0.9965481,1.0919244,-0.22043933,0.20518026,0.7111077,-0.30946985,-0.5605333,0.36052692
-0.16982189,0.09810464,0.99186486,1.0076518,-0.21065304,0.19610155,0.7637963,-0.25746736,-0.6002222,0.27182928
-0.091718495,0.055851612,0.91138846,1.109754,-0.16847047,0.1275046,0.74913275,-0.47300065,-0.39368567,0.35514078
-0.8024915,-0.40362388,-1.5384154,-0.84078336,3.5610688,-0.70848596,2.7967048,1.8209281,-2.2167716,-2.0034733
-1.3623786,0.4042008,-1.1330872,-0.042603027,1.1914502,-0.26247382,2.0085354,0.41078508,-3.0488324,0.09193252
-0.1771569,-0.39136714,0.16843845,-1.2157568,-0.2268948,0.54294145,1.2623686,-0.49883866,-3.484508,-0.81227016
-0.84830236,-0.5310241,1.683388,0.06838403,-0.56108594,0.86056334,0.7794854,0.8433769,-1.5383812,1.1191056
-0.9472641,0.0458129,1.9989495,-0.9396957,0.45095673,0.7582997,2.70359,-0.022933723,-0.85963595,0.32227162
-0.6710174,0.5792842,1.4799446,0.68808067,-0.25531432,-0.16114669,1.3507572,-0.31963712,-1.27571,-0.05492384
-0.85122585,-0.1499584,0.8334213,-0.4473209,0.013425467,-0.52606916,1.8787901,1.1135241,-0.67874545,-0.76908
-1.2191967,-0.7216011,1.0701028,-0.97946113,-0.025227172,-0.8725347,2.122275,1.1587666,-0.9372613,-0.6357517
-0.5869381,-0.25911793,1.0393149,-0.93456995,0.10515978,-0.7179667,2.1971118,1.7934474,-0.4589894,-0.8273439
-1.1791421,0.1381907,2.1501954,-0.6766514,0.1901533,0.7117899,2.4793897,0.8471686,-0.7670199,0.74421865
-0.8180762,0.5239014,1.0256603,0.09498495,-0.2669898,0.43010855,1.6760651,0.8639728,-0.7340838,-1.0410072
-0.6542968,-0.1188576,1.7694243,-0.45871297,-0.69793224,0.17651723,2.332562,1.1487155,-0.5946425,1.6230679
-1.4605557,-0.49771306,1.1488671,-1.0352565,0.0539366,-0.5877269,2.4081993,1.7330586,-0.7188828,-0.502655
-0.17677967,-0.20665039,-0.54772824,-0.06619552,1.1154218,-0.42738146,1.7933367,1.4727132,-0.09973112,-1.5946766
-0.08681298,-0.004641876,0.46148324,-0.4106851,0.5646404,0.06987102,2.02949,0.12021148,-0.40392947,-1.343022
0.021871379,0.04179312,0.7181662,0.215527,0.4256609,0.6351897,1.9118067,-0.17424864,-0.7048117,-1.2094548
0.29790896,-0.41883796,0.3688023,-0.48242295,-0.41816643,-0.77693784,0.83206797,0.37160394,-1.5920302,-0.6494131
0.45881966,-0.3759401,0.61213607,1.3114427,1.8280635,-0.0503805,-0.6439837,0.85662436,-1.2631038,-0.9028334
0.9943285,1.8061461,1.1425852,0.6677647,0.11611298,-0.83159983,-0.43627405,0.7734994,-2.3406825,-0.84671235
-1.3471019,0.3288533,-0.48013696,0.9938012,1.6591283,-2.9550297,1.5726055,0.28039756,-0.90637535,-1.4248055
2.237105,0.09258081,0.31999958,2.207762,2.7172654,0.39763016,0.5816795,-0.17662314,-2.0927012,-1.4515085
0.9577859,0.0033965139,1.6727046,0.8416489,0.39583623,-1.3885574,-0.6850263,0.3356459,-3.1254158,0.44164407
1.808289,2.0611868,2.4666066,0.34122184,0.33003724,-0.22243336,0.48555267,-0.84660774,-2.8215475,0.38017252
2.6555514,1.8586242,3.2125192,1.0917878,-0.14645839,0.62373245,0.06348439,1.1865933,-2.0981948,-1.3059394
2.2553792,2.00888,2.6766207,0.62505454,1.0950588,0.64626026,0.013275442,-0.0066802707,-2.6253731,0.40146118
0.67650574,1.4542074,-0.8915927,1.1787343,1.3894852,-0.3010747,1.5916846,-0.80736446,-2.810925,-0.9633773
0.173616,-0.12233493,0.58118916,-0.45147198,-2.0567563,-1.4251468,1.3206602,0.27962142,-2.1852725,-1.2543368
0.33193392,0.0104114,0.9540358,1.264582,0.04705743,-0.014794979,0.75338477,-0.4650436,-0.59697807,0.33813772
0.31232047,0.11114862,0.9690135,1.2704206,0.13775586,0.1225091,0.6718354,-0.48259693,-0.68451387,0.43427154
0.16151689,0.058733206,1.0627925,1.1713085,0.1240494,0.12968878,0.7384613,-0.5052824,-0.7947187,0.3401804
-0.5904027,0.94230443,1.0024414,1.2683004,1.7016679,0.19952069,-0.76873034,1.1424888,-1.9154364,-0.32473406
-0.40783376,0.9974919,0.8754876,1.1117206,1.8159494,0.029620502,-0.6550263,1.2322818,-1.818804,-0.4460782
-0.9053905,0.8655826,1.2979311,0.68249756,1.1330608,0.27420583,0.0016299871,0.9668967,-1.2787524,-0.015025822
-0.7599783,0.9386544,1.3109993,0.62588686,1.0384661,0.33935422,0.016069168,0.98702973,-1.1705753,-0.23819277
-0.35956377,0.7485886,-0.28052884,0.77777696,1.0316136,0.24078144,0.44010788,2.7526867,-1.0824943,-3.5118585
-0.36341724,-0.9034919,0.05135274,-0.23522569,-0.3253286,0.48362613,0.5883352,-0.07565763,-1.8195307,-0.74891675
0.56711423,1.0415987,-0.094709784,0.90274554,1.7302182,-0.7628248,0.30835548,0.5106262,-1.2571635,-1.0936702
-0.32924768,-0.070887454,-0.5637812,0.986376,0.7472679,-0.59408325,0.4870826,-0.54999435,-2.2822742,-1.1230172
-2.2038994,0.4209532,0.063134596,0.8792245,2.0176613,-0.34708524,1.5142391,-0.24126066,-2.1673326,0.12070187
1.8073124,0.5300397,0.12826785,1.4798794,1.6563777,0.6489107,0.56976515,0.0927906,-1.6555495,-1.2044785
-0.1023197,0.59582233,1.6165575,-0.9843125,1.0805383,-0.77703005,0.6006347,0.9624143,-0.9451598,0.2331937
-0.61424196,0.3517459,1.1736189,-1.1340513,0.38478094,-0.37565422,0.60340345,1.2220564,-1.2970151,0.087470956
-0.03984186,0.6523511,1.2070665,-1.0291896,0.7165136,-0.74531424,0.6817434,1.0923276,-0.8656315,0.09672987
-0.34681064,0.25339794,1.6089993,-1.1425717,0.5918268,-0.6472451,0.49229395,1.0725685,-0.893502,0.05549717
-0.8213363,1.0368558,1.5782228,-0.7447166,1.4074495,-1.3024653,1.2595205,1.7764888,-1.0195667,0.65766865
0.41662127,0.610367,2.0039558,-0.7927546,1.4736861,-0.68926626,1.1032172,1.3096402,-0.6177994,0.67857575
0.12996453,0.657117,2.3364928,-0.59252346,1.8875179,-0.5664311,0.8511705,0.77913207,-0.5437512,0.5938752
0.31048244,0.29851082,2.0150235,-0.6443628,1.6302334,-0.8444282,0.877127,0.9061606,-0.5613512,0.7271803
0.5473781,0.22195694,2.031143,-0.6696154,1.3223944,-1.0117173,0.8944256,1.0190771,-0.5177857,0.47425163
0.2457505,0.63056195,2.1897535,-0.5585038,1.6074194,-0.7030497,1.1223233,1.1734241,-0.43384403,0.87543285
0.14961056,0.44551283,2.0206885,-0.47706488,1.6912054,-0.5823152,0.84834003,0.8379069,-0.7344045,1.0248532
-0.39561456,-0.33307835,1.5929344,-0.8051248,2.709328,-0.26199672,0.04972908,1.1907037,-1.5696375,-0.0015164645
0.37171075,0.71220523,2.128854,-0.7366524,1.5733742,-0.62215775,1.3317842,0.9212629,-0.54025304,0.9426374
0.09544251,0.8552225,2.1844382,-0.64047307,1.4488702,-0.6348007,1.1853645,0.817661,-0.627763,0.9430495
0.18499157,0.41809237,2.2241557,-0.9309335,1.6545646,-0.7179477,1.2137456,0.7342243,-0.56571364,0.6146318
-0.8205183,1.1295325,1.812695,-0.91453403,1.6660511,-1.3291993,1.4270469,1.5923998,-1.0703989,0.6508077
-0.76575273,0.557527,0.797833,-1.6648073,0.48814282,-0.805652,1.4754949,1.0962398,-0.51608,-0.9729056
-0.55891013,0.79897565,0.6402851,-1.5363287,0.82603365,-0.6794495,1.689389,1.3378046,-0.46785027,-0.8323212
-1.167514,0.7850495,0.567761,-1.3912157,0.21592537,-0.65363544,1.4348179,1.3296895,-0.7971817,-0.5631195
-0.7022751,0.28412804,1.3795013,-1.0805793,2.1679554,-0.0038926126,0.18308961,1.0995176,-1.7982825,0.13526972
4.5338745,-2.765012,1.9925436,1.1740596,1.9055825,-0.028087096,0.39652646,2.8952463,-1.4392847,-1.4088546
0.83496946,-0.10002914,2.6811924,-0.6964907,1.0472432,-0.91753066,1.9850035,-0.7869776,-1.0571225,-0.59750164
-0.096400276,2.0155354,0.3140981,-1.1061448,0.38306504,2.1388438,1.1838627,-1.6222372,-3.0220566,-2.3315628
1.8678036,-0.21975255,1.980789,-1.5649514,-1.4433285,-0.20424977,3.7473862,-0.10627912,-2.4878561,1.060775
1.6368175,-0.04404555,2.0781806,-1.3290635,-1.3712462,-0.43176216,3.1649625,0.0066786506,-2.4183128,1.0084891
1.5715222,-0.07763058,1.8267101,-1.2293298,-1.4538131,-0.6779963,3.3070066,-0.30896473,-2.4037669,0.90458673
-0.23340644,1.3066069,1.0284507,-0.76487774,-0.34688842,0.9043935,0.2914513,2.0848327,-2.9773214,0.1440107
0.34602284,0.36923352,1.9202673,-0.9820871,-0.29690704,0.6262471,-0.025993131,0.71277803,-1.9194504,-0.81322235
-0.4656145,1.6171174,0.8816901,-0.38138127,-0.5649593,0.7041607,0.0064034937,1.8716598,-3.1040623,0.25636867
0.059073348,0.94768137,1.5881196,-0.67772275,-0.43083283,0.2801091,-0.18763912,0.5527357,-2.1608014,-0.5481416
-0.048572376,0.8253633,1.665414,-0.591737,-0.4652063,0.38275042,-0.28169447,0.5643389,-1.9778725,-0.48930168
2.2066088,2.5709739,1.4281741,2.0082116,0.7117156,0.48672312,-0.5236563,2.9103746,-1.6926291,-1.5055184
