p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9
2.1624887,-0.16346133,2.286173,0.8462039,0.10975754,0.48622218,-0.17186998,0.7939132,-1.5369604,0.7545048
1.4294809,-4.0548863,0.99147177,-0.46406052,-0.03404067,-1.7943238,0.9186072,1.2617834,-2.9761932,2.5375564
1.5565305,1.0273461,3.9856095,1.1384424,2.0816772,-0.4243771,0.5389881,0.32231176,-1.6198047,3.198397
0.85611683,-0.8430848,2.2594416,0.71400905,-0.13820608,-0.6900122,0.6958109,2.7160962,0.6012175,-1.8354872
0.96851224,-1.012403,2.4035277,0.56214654,-0.31475243,-0.5239316,0.75457084,2.8653708,0.531148,-1.9596592
0.2789218,-0.4027354,1.8803054,2.4545517,-0.9270907,0.124585755,-0.10476407,1.1254117,-1.7024229,-0.047884177
0.20634797,-0.55642134,1.683233,2.6607912,-0.7246415,-0.016482117,0.021125996,1.2065617,-1.5274476,0.028021118
-0.3759287,-0.7247457,1.3936908,2.5422392,-1.0977037,0.56074655,0.07992448,1.389244,-1.8584917,-0.37850088
-0.22852038,-0.7070753,1.2954413,2.8573651,-0.9579125,0.2417137,0.14317814,1.1789666,-1.6677788,-0.25361648
2.8769412,0.27076724,1.501342,-0.04625492,-0.28268793,-2.6312652,0.054404147,-0.628051,-3.5612872,-3.0008636
1.5810393,-0.24510606,3.3072991,1.6220744,0.6948783,-1.556365,-1.178805,2.055217,-1.8795693,3.092452
1.5097793,-2.6459835,0.6898699,0.30325192,0.73589027,0.6355968,0.45026648,-0.6660852,-2.177356,-0.64678013
1.3606644,-1.936543,0.32737142,0.047910478,0.42517674,-0.17274454,1.2350421,-0.21986546,-2.1045768,-1.2955357
0.8460714,-2.1311848,0.288534,-0.03192271,0.440494,-0.21072957,1.3848573,0.11814524,-1.9783709,-1.3456595
1.5816733,-2.3901064,0.32468265,-0.04021035,2.1095593,-0.6505287,0.70226145,-1.1186901,-2.330683,-1.3402423
1.0767052,-2.1769123,0.38267124,0.08444138,0.3069982,-0.49045432,1.4802852,-0.07834779,-2.1349657,-1.3450642
1.1395073,-2.1718328,0.36851954,0.091347754,0.6006737,-0.41827795,1.1559409,-0.05192371,-2.0804121,-1.3937976
1.0910163,-2.2311466,0.46454504,-0.038633935,0.64763325,-0.29793465,1.0662268,-0.004869885,-2.0347977,-1.3089536
-1.8724594,-1.5091336,0.556543,-0.64988863,2.7821498,-2.1796198,1.8559349,1.820547,-1.1837803,0.81908596
0.8053438,-0.0029550407,1.2254149,1.2603362,0.20419298,-0.21356328,0.07220696,1.6971307,-3.0126185,2.055365
-0.04498121,-0.89406127,1.1063935,1.204565,0.5218925,0.3715673,-0.11455399,1.8981324,-2.1564877,1.1055498
0.6185796,0.6105621,1.8494452,0.8975539,-0.085252464,-1.3160931,0.099004544,0.13618383,-0.45767036,-0.057762317
0.48989466,0.45590925,2.6675062,0.8670195,-0.44370052,-1.0037565,-0.05089904,0.19082963,-0.66939616,-0.42925397
0.4402058,0.66882956,3.4280732,1.0059007,-0.119499736,-0.5480709,0.91043395,1.1841046,0.86707467,-0.43720987
0.53874975,0.23667386,1.6218572,0.7523698,-0.15845521,-1.4836843,-0.002486872,-0.15898079,-0.46658036,-0.03256172
-0.165393,0.02226952,2.0321944,0.34263805,-0.11978947,-1.1499733,0.034737684,0.37856054,-0.73312,0.08360229
0.17908278,2.3824775,1.6610247,0.66770345,0.20832016,-1.3430129,0.6036926,0.033157274,-0.7237229,-0.5663892
0.03195463,2.6517074,1.7179221,0.44813877,0.12084856,-1.7058777,0.54367024,-0.08739157,-1.0987827,-0.40044677
0.23127317,2.5757303,1.8619839,0.52892035,0.10983686,-1.3489212,0.6742711,0.2418245,-0.86137915,-0.51532
0.63636637,1.920126,2.214166,0.719734,-0.3447916,-1.1645325,0.2573409,-0.4954894,-0.92440253,-0.64211726
0.8586122,0.06003587,2.3846388,0.7290991,0.86581266,-0.63201165,0.9659964,0.2419137,0.00059735856,0.15911481
0.5659918,0.10966049,2.4703138,0.70772487,0.9736373,-0.7753969,0.5384966,-0.13663696,-0.60454756,0.39806372
0.6938496,0.08496905,2.709285,0.95786214,0.9525645,-0.268334,0.8081203,0.08589528,-0.4075731,0.47920412
1.0091696,0.12437703,2.422653,0.85788924,0.56152374,-0.7022208,0.17538165,-0.017093763,-0.50424635,0.034529425
-0.2868654,-0.3376706,2.214056,0.4169931,0.78995997,-1.5479388,1.5079129,-0.18829437,0.24698365,-1.2511545
-0.41395175,-0.42384404,1.8840777,0.39630106,1.0581007,-1.7114674,1.5049846,-0.14999662,0.1475426,-0.8258825
-0.15128918,-0.35890076,2.3247564,0.7371536,1.166755,-1.5989896,1.5285016,-0.13992521,0.29130778,-1.0017818
0.5233808,-0.5788592,2.9172413,1.2826469,1.2124387,-1.2140507,0.9909134,-0.23014434,0.34353635,-1.7932984
0.13086268,0.6016754,0.5754819,1.326938,0.91468656,1.6572993,0.28776178,-0.2740646,-1.9224982,-0.13986345
0.039635047,0.6220143,0.6253718,1.2240348,0.8297776,1.7493348,0.48733947,-0.2606952,-2.0307236,-0.10057425
-0.5674133,-0.06848805,0.7090872,0.76828575,0.39935553,0.03196045,0.6869966,-0.284817,-0.4999198,-0.2567135
-0.73211026,0.47277108,1.4162953,2.1609075,0.87062746,0.85038596,0.4920823,-0.30555186,-0.43720895,-0.88368964
-0.021566037,0.07064028,0.6830652,0.7325909,0.65098107,0.36218175,0.38559318,-0.21411625,-0.3954096,-0.91649264
1.7402632,1.612196,0.3759789,2.4043703,0.38467693,-0.8672852,0.5158063,-0.5594354,0.5639021,-0.043367285
-0.6688407,0.21147603,1.163298,1.5345856,0.5231354,-0.55420357,0.95846796,-0.559021,-0.5394941,0.027105669
-0.59561855,0.10452404,1.2304484,1.4125264,0.6809565,0.5245699,0.46322638,-0.048790768,-0.4066113,-0.65938836
-0.6797248,0.6928286,1.4583837,1.0980124,-0.51571673,1.5981394,-0.016837643,0.81847507,0.22512749,-1.5314058
2.889513,1.6940445,-0.5202302,-1.1885817,-0.8134328,-0.77960837,3.3045447,1.2336311,-2.6533232,-1.6149684
1.536761,0.06381954,-0.4679194,-0.541663,0.4924985,-0.12939647,0.8342696,0.28273493,-2.6368804,-0.63147026
-0.35999253,-0.12987015,0.09070613,1.5052842,1.4944028,-1.0165634,0.28365868,-0.6027591,-1.4398229,-0.19345662
-0.35448825,-0.35361618,0.077466026,1.9194491,1.7902287,-1.131591,0.4584168,-0.38389397,-1.5783662,-0.19941562
1.0044994,-2.0959647,0.6904819,-1.310033,-1.029332,-1.6187361,0.6415042,0.517579,-0.8692268,-1.3107989
-0.1619001,-0.9218068,0.21098752,-1.1271992,0.28729367,0.35623345,1.5907996,0.12357625,-2.336076,0.093890056
-0.46961805,-1.1671063,0.3344293,0.12280131,0.22148468,0.088961996,0.15054178,-0.065537326,-2.7315154,-1.4833157
-0.5090587,-1.4123126,0.44888845,0.34770066,0.40515247,-0.06671334,-0.23139699,-0.07180331,-2.769221,-1.6044153
-0.14198391,-1.6027869,0.28337285,-0.4487894,1.4839984,0.6145775,-0.6484759,0.007127475,-2.8728619,-1.870717
0.07197595,-1.2501364,0.24825884,0.47469088,0.3845311,0.2947453,-0.23823799,-0.027146654,-2.883354,-1.174867
2.2304685,-1.3417227,-0.7467165,0.36392242,1.3804232,0.3030183,1.257946,0.78632337,-1.7826632,-1.0416411
-1.8489943,0.5353745,-0.4853502,1.1597558,2.1737306,0.6775992,1.7463211,2.3521483,-0.4840685,-0.19301562
0.12984061,-2.2599635,-0.7303131,0.057416614,0.26369977,-0.25288773,1.3312807,0.26442435,-2.8504937,-1.0126482
0.15975194,0.30118072,-0.76466286,1.4897617,-0.3872546,-1.4380023,2.1613133,2.6782932,-0.9079917,0.2597428
0.17345066,-0.29963854,-0.21056494,4.269606,-2.0230763,0.17159677,1.2998097,2.1639457,-3.9167078,-0.967964
0.07873161,-0.30247134,-1.0845461,4.856835,-1.3206632,-1.3436401,0.9599845,1.8703482,-5.1610847,-0.46779317
2.3501794,-0.6935473,0.025921687,-0.3645984,0.18642162,-1.4602757,0.034763798,0.40134197,-3.1174912,1.6997879
0.056894355,-1.2671107,0.25060025,0.25042713,1.6791925,-2.1253657,0.057083648,1.9891194,-2.3750606,-0.4220322
0.002108887,-1.3899486,0.57127905,-0.0038860773,1.8226848,-2.2906406,-0.077117,2.0724673,-2.2340348,-0.5129445
2.02437,2.327322,1.4766654,1.4029001,0.2783323,-0.8788982,0.575699,2.0064576,-0.36463323,0.86516446
1.562017,-0.48793012,0.8713157,0.50040656,0.15024206,-1.1556524,1.1198696,1.1794859,-1.3663496,1.1704309
1.5297065,-0.31983042,0.71340996,0.7068564,0.52407587,-1.0150619,1.2372171,0.6163179,-1.4287363,1.1228452
1.5079232,-0.25790834,0.7579551,0.60781825,0.21981466,-1.0224851,1.2696564,0.8862403,-1.2365413,0.9564578
1.7190173,-1.1086707,1.5369987,2.0839028,-0.10435918,-2.0974126,0.97098565,-0.6041585,-1.5278621,0.6235454
2.2606993,-0.35896772,1.5455048,1.2793207,-0.4881397,-2.7956803,0.9308862,-0.6040303,-1.3391166,0.31831956
1.6658485,-0.20373209,0.9881297,2.0653455,0.111596584,-2.507168,0.36540928,-0.36250135,-1.5406188,0.5228925
2.823078,-1.35328,1.7770644,0.68301094,-1.8139689,-1.0121392,0.7652083,1.132046,-2.1965945,1.4880282
3.1494951,-0.6647837,1.6859934,0.6022159,-1.1630687,-1.2445087,1.6265497,0.75664896,-1.9261068,1.1895723
0.71381885,-1.7608593,-0.41386905,0.85598856,0.10548365,-2.7543874,0.5206594,0.9750821,-1.9485608,-0.29873696
2.7203023,-1.6751812,0.60085046,-0.15286726,2.3533926,-0.37018573,0.3689981,2.4714997,-1.0404929,-1.4609035
0.1080148,0.57958704,0.11208489,-0.04233101,0.39634195,-0.68708307,1.3810982,-1.0456245,-2.1319962,0.65283835
2.5050387,-0.17969288,-0.73590225,-0.048472937,0.3538505,-1.5443226,0.5997844,-0.0030453065,-2.9299743,1.2222414
-1.2182649,-0.18901552,-0.49610624,1.808582,0.0706234,-1.6408614,0.023933277,-0.5739646,-3.0116916,-1.4781505
-0.93540144,-0.7893521,0.10333972,1.8817164,1.197988,-0.96466976,0.78722143,-1.74477,-1.7960237,0.09599914
1.2251705,0.86549664,-0.85273147,0.27683878,1.9270979,1.3439994,0.9464365,1.0161457,-3.6283317,-1.6278353
0.56935066,-0.5102559,-0.37057754,-0.6397228,-0.47712445,-0.0106722275,0.5182771,0.19022165,-2.4977975,-0.75399405
0.48272237,0.3853929,0.0111139715,-0.009886886,1.0807724,-0.35403994,2.4501407,-1.8950367,-1.9093726,-1.609452
1.6428576,-0.20852585,-0.5829283,-0.2618506,0.779716,-0.24672182,1.041271,0.16727522,-2.4233966,-0.5278442
1.4159119,-0.20249943,0.29474008,-0.59392256,-0.4449132,0.01375159,1.4125563,1.4151033,-1.450316,-0.7622943
-0.530183,-0.5117224,2.247061,-0.08160137,-0.9666414,0.021340795,0.43544227,1.2698003,-0.6422764,-1.2598854
0.27025262,-0.15169077,1.6150852,0.44335803,-0.9290045,0.36502331,1.1133789,1.0938966,-0.26750892,-0.779241
0.3450897,-0.12646219,1.5312092,0.2091211,-1.0410067,0.29997292,1.32359,1.1338769,-0.32611346,-0.7307902
-3.5014286,2.1446097,1.3563294,1.8239832,1.2134523,0.06514061,1.481531,-0.69896656,-2.0037239,1.6097184
-3.9182565,0.69734013,1.5899631,1.9900478,0.50838864,-0.8984573,1.248009,1.4986391,-2.2969925,0.7998379
0.9144474,-1.9505583,-0.8636474,1.6091027,0.5517584,-0.47764882,0.4755125,2.814825,-2.5575802,0.0015241011
-0.6965153,0.10091814,-1.5597565,-0.7998822,-0.1472885,0.88318247,1.3635027,1.1729518,-4.333531,-0.4084169
-0.7196166,-2.9347684,0.28547505,-1.360565,-1.565649,-1.6051155,2.1272326,-0.6027025,-1.9970243,-2.0976355
0.2254845,-2.2447958,-0.16868497,0.16432753,-1.5716667,-1.1159698,0.7875228,0.54706186,-3.3734848,-1.0212041
1.5503031,0.24299182,-0.69240266,-0.2973089,0.617825,-0.4047337,1.0742368,0.28319126,-2.4775803,-0.5284233
1.3455868,0.21890874,-0.61343,-0.110931076,0.3091876,-0.19203149,1.000834,-0.055307135,-2.5539327,-0.6292312
1.3974373,0.22220679,-0.38459823,-0.15682754,0.09979345,0.00076974387,0.8633734,-0.14690316,-2.637278,-0.43216392
1.4940591,-0.10237883,-0.5763427,-0.5074081,0.52534133,-0.47830012,1.0240105,0.2680513,-2.5222797,-0.36996588
1.5268823,-0.1713478,-0.65350276,-0.31673163,0.799262,-0.29650226,0.9666392,0.07504142,-2.4636166,-0.5061333
1.7270741,0.04238021,-0.55793345,-0.36687377,0.3219751,-0.20254537,1.1195699,0.04925996,-2.435418,-0.7295157
1.3972167,-0.083878934,-0.5104934,-0.50746924,0.2822761,-0.5748731,0.96193165,0.28270188,-2.7156126,-0.45298606
1.6416432,0.034138247,-0.3719845,-0.5933306,0.56095254,-0.16174203,0.9645101,0.17730351,-2.4301872,-0.5303181
2.735501,0.828632,-0.24474338,-0.022850478,1.219928,1.432209,1.816902,2.7580385,-0.8124587,-2.8399038
0.30543992,0.048152383,-0.19260256,-0.3889749,1.7197614,-1.3385983,1.5036016,1.3101033,-0.41663742,-0.3981682
1.3386328,-0.36193463,1.2940766,-0.57758206,0.50585675,-1.4638282,0.7530318,0.6922544,-0.11803996,-0.9739239
0.35333246,0.40904513,0.45957512,-0.77814865,1.5235417,-0.9757241,1.3768156,0.85552144,-0.6306781,-0.7649324
0.1440062,-0.073526345,0.97431004,-1.2693437,0.99210966,-0.8420945,1.2368771,0.7023583,-0.6606304,-0.6778031
0.5591474,-0.5642682,-0.41898075,-0.66514343,-0.38437468,-0.028298128,0.50862813,0.03409616,-2.5123632,-0.69879353
0.5932316,-0.53849655,-0.36935514,-0.7931828,-0.39074007,-0.08119971,0.6548568,0.12365587,-2.4740355,-0.6551548
0.73854876,0.31563017,1.6575143,2.2847145,-1.9738255,0.7725,2.44179,-1.1296674,-1.6833448,-0.63180745
0.44318125,-0.07896531,1.4525445,2.4606893,-2.4124544,0.75703156,3.042534,-1.0885412,-0.94945157,-0.6978763
1.9675623,1.5058867,2.426863,5.002694,-2.1624858,1.6550932,0.44906285,0.32420826,-1.9142809,-0.7053902
-0.47877055,0.96816486,0.02836919,1.7257209,0.1317464,0.033762015,1.5312463,-0.55705357,-0.9869377,-1.0816982
1.1940432,0.616702,0.13132076,0.22046775,0.48541158,-1.5559504,1.5790236,-0.31434318,-0.9925188,-2.675644
1.0264121,0.6786156,1.4053982,-0.45946229,0.22999428,-1.9154384,1.7032841,0.42715183,-0.5542541,-1.6507475
1.3894945,1.0912287,1.33216,0.07258783,0.7867382,-1.540595,1.1350688,0.46956414,-0.6120234,-1.6399822
0.60109735,1.2100786,1.0479498,1.8345354,-2.1895344,1.0410546,2.4328463,-2.9580917,-2.7900658,-1.6305789
0.56073064,0.7566874,0.10423559,0.49104282,-0.6366892,0.8156091,2.128155,1.2834785,-0.1066997,-1.3409286
0.47036397,0.9744161,0.30196503,0.5076446,-0.67655295,0.8760133,2.2615786,1.229601,-0.057036996,-1.4542242
0.12807468,-0.8083841,0.102976665,0.4560292,-0.1337459,0.64148706,1.8687531,-0.56734365,-0.39027,-1.634862
0.2696439,-0.26249355,0.48082352,0.8753401,-0.5637079,1.2026327,1.7260382,1.473434,-0.83997476,-0.90270025
0.3182272,0.68262273,-1.1427866,2.2850254,1.1652409,0.027429068,1.9681758,-1.4792354,-1.2890716,-1.1764934
0.097751305,0.93546665,-1.2288288,0.5948692,1.226169,-0.6816789,1.0940689,-0.3786385,-0.7502686,-2.465058
0.95664036,0.90970886,0.45621762,0.7906452,0.1737686,-2.0779524,1.5816435,-0.69052225,-0.32225236,-2.1368656
1.1469474,1.3597606,0.52408266,1.266015,0.3812496,-2.0414145,1.4091439,-0.8030235,-0.45035386,-1.7522925
2.5039966,0.7350892,0.9307868,4.7617407,-2.9854069,0.482377,4.7735357,-1.6530368,-1.487174,-0.6960067
-0.98219156,-0.25677943,-0.23292144,1.3021078,-0.86525404,1.5299495,1.6087962,-2.2585735,-2.2047007,-2.5838864
0.91767037,0.60269916,-0.08425413,0.47395572,1.3618852,1.081925,1.199007,0.87940013,-0.57309496,-1.9136559
0.92638403,0.503922,0.10266042,0.6105837,1.3393629,0.91355896,1.2540908,0.40942577,-0.5286562,-1.9761449
0.54986125,-0.161047,-0.01831796,-0.24134941,1.360281,1.1227531,1.3542054,-1.5515554,-0.92399454,-2.459308
0.5277038,0.6943089,-0.24747266,0.73547137,-0.1488742,1.259837,1.2460945,1.2927152,-1.1124303,-1.4072598
