p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27
0.67039615,0.04072901,-0.23068893,0.090162806,-0.40459225,0.115445994,0.96714294,-0.8683161,-0.4699473,-0.87913316,-0.20973358,0.23086576,-1.2805907,0.04144165,-0.35727802,0.7722313,1.0562478,0.9050277,0.017782448,0.6399691,-0.52306044,0.25872347,0.19404398,-0.023713237,0.83923554,0.2684958,0.3935842,-0.03796646
-0.9228363,0.36928922,-0.74994504,0.4631545,-0.1538412,0.013144559,1.2608852,-0.7987882,-1.6363099,-0.9192021,-0.42477518,-1.1625551,-0.27115196,-0.70050883,-0.23593941,0.65136784,-0.22100009,1.6930139,1.2302692,-0.23223385,-0.018548248,0.24257402,-0.19569378,-0.19945428,0.005652946,-0.6597015,0.7184128,-0.7717908
-0.076164186,0.17478889,-0.8715142,-0.06624143,0.6353841,-0.48135138,1.31311,-0.7231691,-0.49929282,-0.94932896,-0.24331814,-0.11782845,0.5308356,0.06781665,0.009655175,0.857975,1.3049712,1.6391994,0.23435833,-0.46204928,0.40774107,0.9109087,0.7092737,-0.86801535,-0.1920546,-0.33298048,1.2460191,-1.1437752
0.39171556,0.6811846,-0.96256953,0.12621264,0.21890655,-0.15120181,0.87066627,-1.518499,-0.66862774,-1.2205666,-0.023664497,0.11398102,0.52324474,-0.21868849,0.14090395,1.1458113,1.3984206,1.1266273,0.18938999,-0.27346018,-0.09321953,1.0586642,1.050219,-0.6681387,-0.35415724,-0.4348348,0.84379905,-1.0461582
0.24204132,-0.05526213,-0.51297563,-0.6956118,0.73487365,-1.3566741,0.9290199,-1.620946,-0.43511742,0.029923461,0.4403463,-0.67427635,-0.2354171,-1.3798646,0.31541833,1.5022337,1.0172924,0.62902355,0.3235,-0.8220485,0.11781877,0.676166,-0.10267333,-0.62101346,0.3115011,0.24714863,1.6859818,-0.41852129
0.12177415,0.16434504,-0.4802839,0.4783334,0.31176648,-0.5285019,0.1717394,-0.78279614,-0.47910145,-0.5583318,-0.14862446,0.2461932,0.18137087,0.8263609,0.05097661,0.7893236,-0.3649024,0.3572762,0.24870144,0.0018237606,-0.41905862,0.40328193,-0.3725127,0.16108523,0.7542243,-0.027166339,0.6237128,-0.33879817
0.44085267,0.21048966,-0.81724447,-0.015737925,-0.044967648,-0.44465533,0.07081355,-0.6450249,-0.4255826,-0.51724553,-0.5783436,0.38670608,0.28335384,0.88763285,0.26546532,0.5964456,-0.067269064,-0.035002533,0.04081507,-0.22639196,-0.6491494,0.8114687,-0.40303293,-0.14072359,0.9111686,0.0065262723,0.46205398,-0.6909918
-0.5336408,-1.2962978,1.712752,0.5950126,0.51089746,-0.4272093,-0.55877686,-0.37431195,-0.4382094,-1.9054816,0.35146916,-0.28195742,-0.834698,-0.31934398,-0.15529998,0.5436711,0.22443041,-0.047082346,-0.12817073,0.8308732,-0.2929216,0.46775874,1.2527256,-0.83533686,0.49621367,-0.66424346,0.79032826,-0.8016132
-0.7486504,-1.0103272,0.6674308,0.5398369,0.34526518,-1.5116109,-0.18200639,-0.3912367,-0.9511118,-1.8560593,0.7778581,-0.6636993,-0.29549065,-0.6012092,0.4459265,0.4733063,-0.6208553,-0.55124074,0.08003329,0.6237358,-0.37518898,0.3548324,2.4328566,-0.16164215,0.15135919,-0.1959778,0.2959976,-0.65844506
-0.940534,-1.1311677,0.44643238,0.52516496,1.0758204,-0.22759639,0.42656168,0.11246468,-0.5035798,-2.002793,-0.039773513,-0.56493783,-0.06469283,0.18964525,-0.14569797,1.0642574,0.1000426,-0.2641703,0.49244797,0.24107471,-0.5645726,0.44907376,1.5020463,0.006789955,0.47940677,-0.785218,0.5849886,-0.8435773
-0.6293461,0.25306866,1.0564253,0.65867865,-0.34175438,-0.6676921,-0.71762115,-0.4576842,-0.60805655,-1.7981317,-0.4691245,-0.53542197,-1.2637516,-0.43225476,-0.07042557,0.4496502,-0.17640047,0.19095851,0.3645114,1.0847008,-0.18137744,0.12635896,0.71354216,-0.9270171,0.79762334,-0.1942187,1.6430283,-0.43962342
-0.8167472,0.5126341,0.1791626,0.36427224,-0.36162797,-1.5707222,-0.22631373,-0.64337575,-0.9388204,-2.0315828,-0.1345897,-0.9152981,-0.8209151,-0.54224586,0.28127602,0.4280432,-0.6727439,-0.16673598,0.41538805,0.7113756,-0.19016762,0.15855114,1.4225069,-0.20801958,0.61714935,0.1084504,1.2282574,-0.2480787
-1.0605565,0.1413133,-0.005039974,0.42719844,0.33216855,-0.38858846,0.16159542,-0.5510259,-0.70007294,-1.9466852,-0.79597086,-0.70332956,-0.30411026,0.13731897,0.033392724,1.1236724,0.15523773,-0.019974703,0.7806818,0.34867516,-0.24186274,0.42713886,1.072282,-0.4224472,0.899113,-0.016425148,1.2413632,-0.59041226
-0.5166416,0.63612497,-0.78055155,0.52792597,-0.68870455,-0.4913974,-0.90754896,-0.28950515,-0.36311543,-0.5161846,0.7447699,0.04194486,0.075274564,-0.094829135,0.12898593,0.71875376,-1.2370325,1.2557819,-0.58313686,0.9488955,0.8790467,1.0614793,0.5646242,-0.37831533,0.8649358,1.0390108,0.9665314,-0.17733255
0.59361255,0.14800078,-0.41394258,0.8948777,0.39038604,-0.28960675,-0.15436727,-0.7750772,-0.07152401,-1.3398911,0.47890943,0.28963584,-1.5775818,1.2499782,-0.1373421,-0.3232128,0.8232722,0.32172355,-0.010496019,-0.6145104,0.6835062,0.29002696,-0.15552016,-1.3970461,-1.3226173,-0.06343832,1.2976106,0.26843047
0.6894716,-0.4250727,0.05648913,0.9395912,-0.012670619,-0.5236361,0.070044555,-1.2549506,0.22627336,-0.76939917,0.17583117,0.43455774,-0.76160496,0.9674463,-0.2962938,0.047798388,0.7814693,0.74854076,0.073782414,-0.28062874,0.26407808,0.2955469,0.06636995,-0.6855386,-0.750184,-0.119682066,0.6540262,0.27248544
0.6444293,-0.26148725,-0.02358948,1.1133599,0.089074686,-0.5493684,0.1432651,-1.3092692,0.2903724,-0.762609,0.27428415,0.6383709,-0.67835796,0.93038857,-0.38907292,0.020369418,0.9472934,0.79138213,0.119437814,-0.3449729,0.18116817,0.36421812,0.21402173,-0.72015864,-0.74426955,-0.25300276,0.6924474,0.40410513
-0.052928988,0.039450895,-0.44426912,0.5544537,0.21616913,-1.8048669,-0.4334062,-1.3224277,-0.9463443,-0.111095436,-0.35442048,0.47709256,0.23057568,0.013111194,-0.22972248,0.27783147,-0.69491017,0.65605265,0.7384836,-0.17212944,0.15528357,0.866558,0.0028799726,0.29891914,0.8034247,-1.1708636,0.5149448,1.008577
-0.15443936,-0.46639204,0.66157365,0.53661627,-0.44334513,-0.22377324,-0.41143337,-0.9579001,-0.3819687,-0.70241374,0.5221227,-0.22732958,-0.68115497,-0.21959604,-0.1725244,0.25957644,-0.2857919,0.55519056,-0.39135063,1.1319563,-0.24238713,0.104134485,0.6099679,-0.8009605,0.6681061,-0.32542214,1.0992668,0.58551234
0.079600655,0.56760496,-0.39887175,0.4291019,0.119328134,-0.5141267,-0.061941963,-0.8197073,-0.24481045,-0.6056975,0.6173019,0.14388059,-0.07860037,0.053651538,-0.16696766,0.4140828,0.6409451,0.5817909,0.4742394,0.43906307,0.11023581,0.272862,0.41103646,-0.45126337,0.7360752,0.008106926,0.5532575,0.38880748
0.081653744,0.70820445,-0.12322604,0.09376003,0.3846964,-0.32067478,0.60851824,-1.0476867,-0.42692602,-0.5455172,0.7330366,0.4053904,-0.110630475,-0.44188908,0.3589091,0.137294,0.19036762,0.58919305,0.16330442,0.03064739,-0.24934149,0.47234023,0.23245624,0.35488877,0.3428582,0.6894834,1.138847,0.15124068
0.41031572,-0.35544398,1.5244101,1.0396594,-0.32057437,0.03288641,0.3092002,-0.27713004,-1.0984869,-1.2576832,0.026582966,0.05002723,-0.7438875,-0.7961716,-0.089769565,0.39584386,-0.02725308,1.1132329,-0.027313255,0.83622336,-0.31332463,0.21441546,-0.54365414,-0.93348783,1.0268819,0.23986721,1.6055832,0.35378933
-0.04504997,0.7534078,0.08733668,0.11977452,0.44711873,-0.36791533,0.63753015,-1.1198778,-0.7468313,-0.83147186,1.1847264,0.25321636,-0.1280936,-0.6873341,0.5502425,-0.027818995,0.33613592,0.8075293,0.17894714,0.11194342,-0.50252604,0.2883793,0.14980724,0.59092176,0.5934325,1.1029212,1.7831169,0.16198815
0.5064004,-0.24239092,1.1440116,0.777685,-0.5792152,-1.0321715,-0.77441525,-0.37872788,-1.5120398,-1.3631004,0.7142775,-0.09271856,0.20982793,-0.76327956,1.0359617,0.06152386,-0.2978185,0.5671264,-0.9247489,0.25007525,-1.0635542,0.8448671,0.5033152,-0.81293374,0.75239176,0.05689547,0.10040811,0.20935358
-0.31255138,-0.4781804,-0.87493724,0.2799417,0.951955,-0.41513267,0.39855385,-0.9911208,-0.8088067,-0.8775046,0.17206264,0.013080648,-0.8199148,0.14093639,-0.39515007,-0.45910215,0.55557483,0.058640417,0.8580184,0.729813,0.23921315,1.1313218,0.18341045,0.041319825,-0.020206526,0.03698703,0.15245879,0.23716517
0.069426775,0.03333672,-0.40806815,0.35327515,0.80897397,-0.96721286,-0.56627905,-1.0879258,-0.34815058,-0.44993857,-0.70623136,0.19441721,-0.69004035,0.6704526,-0.56941444,0.41668445,0.27076665,0.87049526,0.59718686,1.1413715,-0.2169657,-0.044717077,0.40278202,-0.6228529,0.08819742,0.738512,0.6976206,-0.68951774
0.038243096,0.15816018,-0.31426802,0.2476534,0.89824146,-0.9540219,-0.6904278,-0.81096596,-0.08267318,-0.5364004,-0.7530367,0.33368352,-0.51761335,0.51084787,-0.41078597,0.4963173,0.16630627,0.9480193,0.44039112,1.121014,-0.20019053,-0.13614596,0.37891132,-0.6756751,0.15282518,0.7725588,0.85331476,-0.74537635
-0.52025414,-0.15788153,-0.8019019,0.27250552,0.7187673,-0.5490976,-0.49615058,-0.7309485,-0.15685599,-0.19050892,0.06691376,0.5307134,-0.6066952,0.7749263,-0.028417809,0.61664146,-0.022400724,1.0408303,0.35442647,1.1078821,0.009842557,-0.31689763,0.10494381,-0.4151396,0.53142524,0.11200771,0.7149481,0.012122829
-0.3436531,-0.0075846002,-0.93394053,0.31356305,0.6304512,-0.4760308,-0.6036535,-0.82201093,-0.17290731,-0.16663893,0.020855326,0.68501025,-0.6367357,0.7681822,-0.09568542,0.5637767,0.017391061,0.9179677,0.4758587,1.1487558,-0.029174998,-0.2893148,0.06573122,-0.25124246,0.58611226,0.15502076,0.58489454,0.041449055
-0.019564386,-0.16845597,-0.4841394,0.8640496,0.04827749,-0.5474063,-0.053130243,-0.7391736,-0.15285626,-0.8366772,0.037559878,0.15706404,0.023018679,0.18719503,0.2969682,0.29798645,-0.063392885,0.68315715,0.36732092,0.20106688,0.28660074,0.21064529,0.0056084595,0.06691859,0.46236616,-0.14538388,0.39822602,0.23321715
-0.21373671,0.13544881,-0.5791884,0.49930492,0.03217503,-0.29335326,1.1009204,-0.47189552,-0.7665482,-0.017398914,-0.36150423,-0.4827289,-0.4648049,0.17930718,-0.17803034,0.56851566,0.30036044,0.7170132,0.84667903,-0.20208351,0.4019056,0.5208786,-0.09289318,-0.4039732,0.06567102,-0.5489701,0.73362374,-0.49709526
0.25220764,0.3963425,-0.7378425,0.071990065,-0.35226202,-1.4881934,0.2590299,-1.3922473,-0.81153953,0.00087561616,-0.40374377,-0.0025390966,0.37117794,-0.7632246,-0.27713028,0.029833153,0.8300246,1.4268508,-0.069595784,-0.44109967,1.0705472,1.4154304,0.6067577,-0.29659274,0.58157414,-0.8162757,-0.148973,-0.10574271
-0.70853794,0.12475297,-0.32297197,0.6404054,-0.043633018,-0.4901934,-0.774803,-0.9978118,0.8093102,-0.31548634,-0.097140744,0.2989648,-0.9710587,-0.19821794,0.047725845,1.1710447,-0.059603024,0.88544846,1.4750304,0.17824496,0.74327695,1.0810989,0.13231558,0.01475917,0.78994286,0.73122776,-0.88174015,-0.17436683
-0.057033394,-0.49024263,0.73630524,0.547372,-0.44046795,-0.20299374,-0.32529986,-0.9470426,-0.33876982,-0.6047638,0.66361475,-0.1694435,-0.6864234,-0.23444347,-0.22199352,0.23452395,-0.32093117,0.63521385,-0.27351484,1.1374576,-0.2478872,0.08858475,0.48837283,-0.78958905,0.7085557,-0.30705756,1.127266,0.49849984
-0.027525514,0.037042037,0.8683141,0.17826496,-0.0714508,-0.35819358,-0.030566124,-0.65800434,-1.0682776,-1.2171347,1.3594693,-0.47919664,-0.07477813,-0.4786537,-0.21478674,0.4761292,0.43315902,0.96494806,-0.22729103,0.44610628,-0.32140473,-0.17644994,0.29257688,0.3415004,1.6153299,0.9907817,1.4395409,0.63374764
0.16928656,-0.04171188,0.12235608,0.16297223,-0.9375959,-0.35690367,0.29885253,-0.8927225,-0.5295412,-0.92397743,1.0103503,-0.63593817,0.13679531,0.0991761,0.29053846,-0.07117909,0.12332068,1.2305967,-0.016921015,1.5371077,-0.28358862,-0.63104856,0.050800353,-0.1932319,1.1978517,-0.08851511,0.59843814,0.40621987
0.11481079,0.7199797,0.1579917,0.34397724,0.073208325,-0.62275755,-0.30761775,0.05241683,-0.45559213,-1.8487897,1.3042126,0.27950963,-0.45934725,-0.95636785,0.08369988,0.6677471,0.6660077,0.41609943,0.80461454,0.3713548,0.24633853,0.86154723,-0.6636154,-0.23250435,-0.95288765,0.573116,0.60305333,0.4361386
0.016408056,0.82512647,0.20977056,0.12943937,0.006622998,-0.76442385,-0.4445514,-0.24527653,-0.38408983,-2.041837,1.3202374,0.12867466,-0.5112773,-0.9577056,-0.0019467515,0.75259644,0.6541697,0.38691345,0.7571383,0.3793293,0.3371673,0.8216045,-0.64047366,-0.06331237,-0.8432062,0.5322522,0.69960433,0.77264726
0.2524463,-0.25011018,0.043230668,0.15834916,0.20474356,0.3627052,0.8069203,-0.25695068,-0.6422522,-1.4267616,0.19564882,0.1611541,-0.04123233,-0.050852858,0.620386,0.66979307,0.24876216,0.5712955,0.91808236,0.3251575,0.35535926,0.5870776,-0.21683368,-0.5445566,-0.11333779,1.1286625,0.5775129,0.7558782
0.30163738,-0.008300795,0.41710886,-0.30462867,0.056853168,0.38077807,0.3083323,-0.20713046,-1.0093924,-1.4124441,0.9862424,-0.3023783,-0.0136896465,-0.14201301,0.10532066,1.0111568,0.5165923,0.7545728,0.5514701,0.56925803,-0.31274867,0.44071704,-0.060735885,-1.3367376,0.3289892,1.1181687,0.9828795,0.9398092
0.43376458,0.12214902,-0.036844287,0.40527365,0.06807055,0.20185973,0.52618027,-0.0130950855,-0.7501401,-1.2654756,0.20725246,0.10376866,-0.11715144,-0.23821506,0.9620725,1.1098819,-0.21199723,0.63443184,1.4418072,0.64541537,0.32524222,1.2527782,-0.29140335,-0.17269,-0.4052337,0.84142375,0.54515594,0.7345121
0.3982694,0.730448,0.6487631,0.25115907,-0.13709173,0.2824748,0.25315765,0.22910658,-1.2894748,-1.1063526,1.3903503,0.16221839,-0.50048494,-0.37088278,0.17795892,1.2864386,0.024797766,0.7395937,0.8505541,0.6268292,-0.52077097,1.2563152,-0.11540686,-1.1065571,0.59742767,0.66056406,0.839436,1.031233
-0.17956337,0.07426829,-0.2315426,-0.007808719,0.20410614,0.12007643,0.5435999,-0.05039455,-0.9323076,-1.8951414,-0.29395792,0.35026237,0.28744468,-0.8063496,0.76397187,0.65341455,-0.4580553,0.8481827,1.5505327,0.48492622,0.5094838,1.0045679,-0.61055684,0.16482136,-0.7009976,0.7027987,0.16461736,0.6187386
-0.2796765,0.92040485,0.25377962,0.11406623,0.22379072,-0.098850496,0.20427486,0.43019554,-0.97538394,-1.3783094,0.9278478,0.42942476,-0.26911575,-0.46964014,-0.15868306,0.743248,0.08754099,0.83146644,0.4484888,0.05432884,-0.4069332,0.90303123,-0.049598828,-1.0762318,0.69360054,-0.040136125,0.27021125,0.5654861
0.042961076,-0.5620607,0.83027273,0.43394154,-0.07864426,-0.46200928,-0.10747552,-0.30600965,-1.0603622,-0.9043726,1.4019953,0.5105645,-0.49556693,-0.2165939,0.3998221,0.2642832,0.7699008,1.2454318,1.4827195,0.8254711,0.52974236,1.3335459,-1.2019731,0.022926567,-1.1131738,0.5968835,0.39350894,-0.25830445
0.0027516463,-0.11249523,1.3288848,-0.031038182,0.19464594,-0.37973922,-0.74952996,-0.2773304,-1.3010082,-0.94067925,2.097379,-0.18605466,-0.64061934,-0.16949758,-0.361878,0.6627707,0.93159366,1.3094693,0.38565412,0.95906645,-0.5207431,1.1367048,-0.6445121,-1.2990346,-0.24673192,0.31973425,0.82183313,-0.11313583
-0.3292534,-0.22783005,-0.24631351,-0.13411961,1.0302819,-0.09237587,0.45439556,-0.55248916,-1.0365689,-0.66509384,0.45899612,-0.11618027,0.2202221,0.38232246,0.29275,1.2820679,0.14416914,0.51254994,0.8253303,0.9000995,-0.37846783,0.03261703,-0.18392324,-0.35115644,-0.17339826,0.5087248,0.9890536,0.5901343
0.039995912,-0.07955635,-0.31223205,0.10772817,1.002889,0.054228686,0.74779636,-0.2650288,-0.6398938,-0.9551328,-0.15455571,0.10575095,0.11418943,0.3647809,0.5536967,0.88231385,0.10300626,0.7300419,0.8757601,0.6807754,0.002527765,0.333693,-0.14572196,-0.65062153,-0.1849186,0.6099034,0.822377,0.524227
-1.4036801,-0.07938051,-0.11998783,0.25615874,0.027362363,-0.4649497,-0.23861901,-0.9238718,-0.9484582,-0.86327827,0.9166888,0.7733629,0.3926763,-1.7601241,-0.12735632,0.5869109,0.42187825,1.6462493,1.0341223,-0.48446956,0.3965862,0.9100573,-0.8966654,-0.45462993,0.7379137,-0.4458223,-0.4129405,1.3045709
0.306142,-0.44480342,0.08159829,-0.09679541,0.1157263,-0.838466,0.53914773,-0.24231713,-0.46692628,-1.365034,0.5921556,0.5301143,-0.2389167,-0.016181488,-0.016403567,0.31744942,0.44733882,0.17822137,0.5741117,0.29739362,0.29319337,0.6497044,-0.41623375,0.25908545,0.05480622,0.40631637,0.2050603,0.24139151
0.20387177,-0.48555577,0.21416494,-0.13833597,-0.06945477,-0.77158827,0.66460425,-0.3803109,-0.647342,-1.4705209,0.9023278,0.38129953,-0.29026708,-0.2242129,0.1203789,0.63043475,0.5148301,0.4239444,0.66672647,0.16452603,0.27814764,0.52037114,-0.62175333,0.21093543,0.3385342,0.56660587,0.38596302,0.23572412
0.27337688,-0.3195337,0.12145728,-0.05629132,0.07106508,-0.81348056,0.63241804,-0.29366288,-0.48004732,-1.3875463,0.52567357,0.41698208,-0.2592762,-0.020229276,-0.0051942584,0.4517633,0.38263002,0.28252822,0.53582525,0.23027076,0.27052328,0.58887595,-0.35503986,0.2595013,0.2535571,0.40764922,0.29429123,0.22629182
0.27799493,-0.48469704,0.15382761,-0.1502628,-1.0789563e-05,-0.82821333,0.5208724,-0.46091166,-0.7822504,-1.6574628,0.83412665,0.43394887,-0.2688617,-0.2193146,0.013946864,0.57094,0.5359795,0.38940766,0.81688416,0.3397978,0.2920421,0.6384716,-0.6345157,0.33345303,0.03817613,0.65468335,0.36366698,0.30737796
0.35434625,-0.44377056,0.07561809,-0.09445159,0.027458044,-0.80285954,0.5280747,-0.36989614,-0.5916896,-1.3981433,0.58452046,0.32330367,-0.3271483,-0.14909112,0.01186386,0.5408408,0.32160294,0.35688356,0.61581457,0.25991142,0.28838676,0.6331662,-0.42766842,0.2789832,0.24380739,0.4267697,0.18200734,0.16850518
0.2643598,-0.562401,0.11887884,-0.16949159,0.20512314,-0.9952305,0.67884034,-0.27377385,-0.6330274,-1.5120108,0.74961805,0.5205371,-0.2893877,-0.10866078,-0.086750045,0.3137995,0.5633542,0.24604544,0.69130045,0.3689139,0.37768874,0.572233,-0.6796978,0.19008395,0.18836169,0.48176685,0.2564528,0.18689762
0.20871061,-0.585359,0.15425943,-0.1701422,0.34682715,-0.9148117,0.4738737,-0.4279845,-0.68421704,-1.5201752,0.71311635,0.46310204,-0.33949918,-0.24294594,-0.04950751,0.5436388,0.39095822,0.28694567,0.63704956,0.5468882,0.31437415,0.5280213,-0.6708747,0.25808063,0.14469288,0.5811239,0.38630214,0.070369944
0.25259873,-0.4867529,0.05492185,-0.11298914,0.36473697,-0.6892383,0.7448368,-0.37051174,-0.59412646,-1.4957035,0.58586913,0.35921457,-0.38356298,-0.21852998,0.067921035,0.5223367,0.2533006,0.26422876,0.6221687,0.36782843,0.3382177,0.5560302,-0.51010543,0.095693454,0.29702088,0.5730243,0.24524565,0.17762575
0.42387724,-0.14110592,-0.54931086,1.1333985,0.27740085,-0.078420945,0.7987883,-1.4306304,0.520376,-0.87691945,-0.56286573,0.018346723,-0.24071382,-0.3922482,-0.09541568,0.77144235,-0.37792447,0.37675,0.6688444,0.17461962,0.7779216,-0.33139187,-0.21182925,-0.17637365,0.003805703,0.5617226,1.1536895,0.40115568
0.29058254,-0.040335096,-0.7990129,0.6481687,0.4232849,0.21773583,0.79975784,-1.5408323,0.37868017,-0.92302257,-0.9873001,-0.12893763,-0.43868417,-0.21677758,-0.010610574,1.3088088,-0.69581634,0.71559936,0.57741475,0.34844646,0.74137855,-0.6797636,-0.8483615,-0.14285907,-0.32845086,0.9490661,1.0711532,0.6767193
-0.32240713,0.11357175,0.51002145,-0.16950417,1.7290028,-0.99495494,0.3752774,-1.2115577,-0.00167835,-1.3130107,-0.9550368,-0.37848118,-0.7375748,-0.2504871,-0.21949077,1.6737977,0.21849562,0.027462607,0.5460343,0.3856258,0.305845,0.92861855,0.51071393,-0.4349369,0.7296822,1.2744648,-0.10037343,-1.4422406
-0.19517101,-0.07906814,-0.20923339,0.09573119,-0.020686062,-0.99489385,0.051550064,-0.53092515,0.31250736,-0.7429982,0.18012017,0.2817393,0.39491403,-0.0122849,0.28424552,0.28277385,0.03382433,0.665021,0.26067898,-0.013646402,0.1658893,0.23025922,0.027675975,0.0070659374,0.29325804,-0.41193008,0.2379126,0.33935317
-0.60153925,0.12889351,-0.47434983,0.11638928,0.09069292,0.049218222,0.12268038,-0.6706217,-0.15695399,-1.8083293,0.28837252,0.33649242,0.04900294,-0.12479479,0.4515145,0.7770138,-0.020631813,1.0093609,0.25556117,0.0065522683,-0.030647956,0.5082561,0.19777226,0.015711153,0.017519908,-0.006557434,0.08530358,0.16814072
-0.07436751,-0.0051350766,-0.71215314,-0.13848858,0.0966625,0.19027655,0.09411727,-0.55846393,0.3625497,-1.2633579,0.36488774,0.1255778,-0.4322599,0.420684,0.53913295,0.86004126,-0.066843696,0.6167512,0.07009253,-0.27966055,-0.31923124,0.46627676,0.2824695,-0.0021011457,-0.15868369,-0.46350166,0.43275723,0.24788119
-0.32760122,0.39727744,0.24815516,0.35742354,0.14240368,-0.597195,-0.06794399,-0.6069139,0.18416896,-0.38669124,0.18635738,-0.25863764,-0.32230136,-0.24296759,-0.19856918,0.1260459,0.08676045,0.85459274,-0.14912048,-0.3102562,0.1804769,0.3956181,0.2485835,0.25829902,0.48902416,-0.42642125,-0.23992135,-0.05447196
-0.54077244,0.58869493,0.32505506,0.6220754,0.7189899,0.1284448,-0.17581461,-0.69309527,0.009390638,-1.1693715,0.2530683,-0.22340488,-0.74233556,-0.22485092,-0.23130153,0.21393557,0.055179562,1.336775,-0.32456002,-0.077843525,0.16247977,0.71916574,0.49323064,0.45479742,0.60878044,-0.045169096,-0.20919526,-0.32792312
0.21497934,-0.28567973,-0.022626063,-0.3816574,-0.1769076,0.3863435,0.06228814,-1.1850753,-0.5569282,-0.23057833,-0.36283553,-0.059642617,0.25004232,0.1489071,0.88105434,0.55747116,-0.2129656,0.77125114,0.7628812,0.09466486,0.4038066,0.13397267,0.9527471,0.07956299,0.27497193,-0.023685483,0.36251506,-0.18851785
-0.5378174,-0.2913817,-0.3958683,1.9543537,0.7223601,2.0453072,0.24733448,-1.3910087,-1.2450817,0.4140956,-1.1887811,-0.9484286,-0.36191842,0.7943239,0.9464298,1.3491663,0.058961306,0.42472968,1.8180444,0.5096239,0.33056346,-0.26057786,2.180376,-0.96341217,1.5900897,-0.22442801,1.6115603,-0.8258329
0.69459873,0.25390577,-0.9067775,-0.7942798,-0.106102824,0.39936697,1.0911872,-1.701492,-0.21726072,-0.41657895,-0.8657246,-0.054976575,-0.35885122,0.5364629,0.5169141,1.663163,0.08976774,1.3860166,0.3872436,0.8862767,-0.119045,-0.07589539,1.8289686,-0.8185793,0.9530492,1.0164055,-0.34395292,-1.2333761
0.11464545,-0.09770225,-0.16104017,-0.26392186,-0.44814894,-0.3914946,0.016333481,-1.187082,0.12425348,0.06432709,-0.85897285,-0.48690805,0.28688508,-0.018484397,1.038385,0.53098106,-0.39752734,1.6893363,1.0660876,0.23924989,0.18076076,-0.0029004922,1.1675192,-0.12346643,0.46085215,-0.48807272,0.23842344,0.017911812
1.0004318,0.27620378,-0.38475123,0.10204072,0.19775288,0.5631449,1.5344104,-1.1894495,-0.8640356,0.2183369,-1.0465655,-0.6057381,-0.57892054,0.27152973,0.90068394,1.3436781,-0.05244665,1.8051293,1.042677,0.21266334,0.31396,0.24008456,1.6696745,-0.7030732,0.0831008,0.13206117,0.122091986,-0.7427458
0.44172236,0.19319744,1.208878,0.5922008,-0.16957875,0.06482944,0.23632246,0.2674784,-0.4659693,-1.2656957,0.50345975,-0.36843792,-1.676386,-0.6112972,0.37928167,1.1207044,-0.79698455,0.590589,0.35221887,0.82469654,-0.22317572,0.90752155,0.09202034,-0.8054614,0.6980409,-0.51099795,1.5036129,0.61592513
0.23274806,0.2926006,1.2205565,0.4989826,-0.09273852,0.02906962,-0.12539406,0.07743761,-0.55602604,-1.1189655,0.5438907,-0.45256853,-1.6085525,-0.4561599,0.5601067,1.2365763,-0.8663632,0.48934525,0.27521837,1.055825,-0.094500184,1.0029635,0.3215944,-0.71704453,0.850513,-0.71610343,1.2153127,0.58422923
0.4293996,0.48172754,0.24257113,0.5149328,-0.2097646,-0.7667828,0.639255,0.064824104,-0.75774276,-1.3162884,0.65624416,-1.1573156,-1.3978711,-0.786272,0.76162434,1.3424926,-1.4689635,0.15030304,0.61473,0.45196107,-0.09288926,0.79414153,1.0890862,-0.0059312014,0.3965692,0.16836345,1.2361959,0.7957184
0.36293215,0.71146536,0.4514787,0.16088119,-0.2259248,-0.9303845,0.31236094,-0.100212716,-1.002328,-1.3847073,0.81259286,-0.8007885,-1.3195276,-0.5890134,0.7933738,1.3183217,-1.4396304,0.10996724,0.45862383,0.7044318,-0.15234184,1.067336,1.1874723,0.043984763,0.6101609,-0.077557,0.78968436,0.5987035
-0.33960396,0.18197274,0.6212436,0.19890867,0.09602131,0.11105919,0.5544735,0.16642001,-0.31310898,-1.3266673,0.87811744,-0.9137234,0.23212044,-0.34464616,-0.03996859,1.6532661,-0.2479904,0.17196089,0.95915383,0.18223777,-0.18594806,0.9747664,0.71533626,0.08897025,1.0669563,-0.14425376,1.5163915,1.3392779
-0.51459134,0.19514227,0.62761265,0.44171602,0.1539198,0.270308,0.24574573,0.064599276,-0.507891,-1.2073652,0.9772887,-0.92911494,0.106209725,-0.24278493,0.24196942,1.5502114,-0.3355219,-0.18345204,1.1051997,0.58424556,-0.104043424,1.0973082,0.91358364,0.14998217,1.1523322,-0.3208163,1.1021433,1.1004018
0.47873762,-0.052508846,1.003198,0.41206118,0.14514956,-0.3179666,-0.5477405,-0.72990817,-0.5413529,-0.69308215,0.13407525,1.0805109,-0.56499386,0.37078598,0.37845343,0.2290664,-0.12636293,0.45803878,-0.2970308,0.78368986,-0.04402474,0.11079598,0.17936678,-0.43744108,0.90693814,-0.19530629,1.5516301,0.058117386
