p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27
0.4280905,-0.551796,0.10830257,0.026294462,1.2019032,-0.849596,0.688151,-1.1147978,-0.7804303,-0.765603,-0.04184061,0.22786178,0.32734343,0.85700274,-0.10292756,1.0515033,0.60921353,0.10095922,-0.35162944,-0.28287518,-0.17076015,-0.13249871,-0.20013441,0.15934359,0.31941456,0.3306422,0.34409693,0.70528287
0.79391354,0.053687785,-0.14243613,0.11702833,-0.24822885,0.12704758,0.9723699,-0.7649169,-0.6094986,-0.985749,-0.25906143,0.28260684,-1.265797,-0.012351497,-0.41648164,0.8006015,1.0274445,0.9849899,-0.11871514,0.7836038,-0.61664647,0.26650652,0.115759715,0.064849995,0.9209591,0.32380196,0.24877578,-0.09644429
-0.32983503,0.38205785,0.022054108,0.9717995,-0.67420584,-1.236999,0.2240243,-0.8823447,-1.1980006,-0.4822099,-0.6988041,0.92274183,-1.0879174,0.8253281,-1.1009707,1.530966,0.51086307,-0.23786713,0.189938,-0.1738618,0.18578011,0.48365802,-0.037373118,0.37978223,-0.321983,0.11166499,1.1337566,1.8547903
1.4198598,0.4184895,-0.79001856,-0.066974595,1.1029495,-1.141296,1.1972913,-1.1124612,-0.54427624,-0.86780226,-0.23920475,0.10283161,-1.1373445,0.067914896,0.5079869,0.10205286,0.774072,0.91979504,0.61342496,0.42117208,-0.9091441,0.40928495,-0.40341824,-0.2629354,-0.075371,0.3640697,-0.11592443,-0.56568223
-0.04476548,-0.37477142,0.721037,0.050405595,0.3012112,-0.44771183,0.0072995643,-0.0824776,-0.72886217,-0.7215264,0.34443468,0.17877766,1.1734936,0.25003886,-0.39120647,0.099846594,-0.105200954,0.3203643,0.12566058,-1.0005207,-0.5101865,0.39318934,0.6557428,-0.258246,0.7913193,0.42690927,0.55671376,0.3202324
0.20356257,-0.12298964,-0.33755395,-0.27935737,0.20316756,0.089672245,1.2777892,-0.3884571,-0.9173019,-0.01814175,0.6052475,-0.4371647,-0.47820875,-0.39963818,-0.6913655,1.5715331,-0.19683778,0.963475,0.2793087,-0.35491318,-0.19972098,0.21353696,0.7730446,0.123999596,0.2878251,-0.7857048,1.4476849,-0.48861635
0.41055518,-0.08955425,-0.19607759,-0.45062378,0.26540914,-0.48062915,1.2482172,-0.42523247,-0.8551935,-0.11244465,0.7236341,-0.8177181,-0.820076,-0.20134622,-0.008504218,1.3491697,0.2355952,0.87382495,0.26606676,-0.6697952,-0.32804388,0.63083005,0.4342953,0.17123155,0.87505674,-0.5292918,0.8916043,-0.22670874
0.3951572,-0.1974483,-0.27011213,-0.59026915,0.3157461,-0.52899724,1.3761781,-0.38039854,-0.87185526,0.06998473,0.7232157,-0.7425585,-0.6419348,-0.33091527,-0.099468604,1.1929154,0.33036166,0.82239145,0.4489719,-0.63035417,-0.2771464,0.6841608,0.28245884,0.1334893,0.8189966,-0.62128544,0.99317116,-0.20703009
-0.78737783,-0.9385127,-0.43773815,0.20517406,-0.22188598,-0.64972967,-0.21948451,-2.0874872,-0.89430624,-0.74984694,0.25925753,0.82752746,-0.3310505,-0.5104719,1.171381,0.07759952,0.05476351,0.7967855,0.15533476,0.36149102,-0.89038587,-0.032186143,-0.3089351,0.23813851,-0.23727548,0.2993432,0.6733775,0.14571747
0.5217186,-0.339184,0.41276777,1.0890927,0.4835006,0.51784366,-0.29633802,-0.5287131,-0.49269238,-1.6997049,1.1429838,0.032408055,-0.44087857,0.40370256,-0.5941989,1.8178403,0.69873965,2.1489947,0.15517321,-0.33429,1.3407408,0.12444166,-1.0829413,0.0917324,-0.47095507,-0.20846419,-0.39155996,0.19538775
0.22716019,-0.4519872,-0.47624862,0.9409171,0.11980373,-0.7362968,0.090932235,-1.9091499,-0.23784152,-1.7201746,0.39486036,-0.3007006,-0.02033554,-2.1954026,-0.5671834,0.31668675,0.54679006,0.079081744,0.68476206,-0.07895867,-0.843959,-0.5016122,-0.43201527,-1.1382492,-0.30159378,0.15446177,1.6013608,0.8520669
0.3806918,-0.8895897,-0.36666924,1.0945203,0.6152969,-0.47559983,0.15595138,-1.1575282,0.105461024,-1.1744702,0.19888191,-0.52476305,-0.28572124,-2.0932853,-0.9001478,0.1473021,0.5738469,0.7727543,0.9142829,-0.4455894,-0.5446778,-0.1323689,0.013489823,-0.4798886,-0.37081346,0.63439006,2.4301777,0.624859
-0.33293477,0.036881033,-0.17847034,0.556572,0.70051056,-0.5147174,0.5333937,-1.2354543,-0.27078834,-0.7093062,-0.70246744,0.1261105,-0.60595286,-0.16220784,0.35064504,0.7367038,0.15689881,0.8150166,0.8093819,0.3305389,-0.13077295,-0.08424929,-1.2016083,0.3485869,0.39417344,0.057350177,-0.079910204,-0.18338883
-0.33292374,0.009923801,-0.09249255,0.5270162,0.69586575,-0.5368834,0.6183824,-1.1466559,-0.37837315,-0.7712904,-0.56975436,0.1385863,-0.6108231,-0.10961569,0.36589524,0.7318867,0.28579733,0.79438436,0.78087324,0.35358933,-0.062672585,-0.013840411,-1.2140292,0.22928497,0.33958974,0.083348274,-0.17874275,-0.1499153
0.16750509,0.332555,-1.2065157,0.97303075,-0.2198818,0.041703522,0.35710686,-1.6371813,-0.34418702,-0.8530901,0.40683582,1.1877954,0.40021753,0.8786426,0.22875047,1.1147075,1.223829,0.9678586,0.22553991,0.04354703,0.025375148,1.6985996,-0.77075964,-0.18073925,-0.8213041,-0.65398467,0.84268045,0.1897669
0.023232415,-0.16229595,0.049735,-0.15378599,-0.06944238,-0.018523883,0.03461848,-0.54718584,-0.15273839,-0.34750813,0.2059248,0.3128254,0.33931336,0.09356577,0.2067086,0.17292412,1.7317305e-05,0.023486534,0.29015014,0.050700594,0.25408724,0.06630841,-0.04012566,0.25001836,0.11229283,-0.041977007,0.31927386,0.12788555
0.6071205,0.3990653,-1.1776842,0.15521064,0.73125744,-0.8270763,0.51294446,-0.74818414,-0.661289,-0.94442743,-0.30880094,-0.069224894,-0.3927284,0.15627895,-0.19817263,0.41257548,-0.91330236,1.1117102,-0.83802325,0.62639135,0.8988189,0.88945276,-0.10161529,-0.4735242,0.1375552,-0.1195932,0.1809064,-0.8927527
0.24900414,-0.009774192,-1.1671733,-0.22143292,1.0527899,-1.6555792,-0.27555385,-0.8642683,-0.22788508,-1.9918206,-1.0878928,0.23115885,-1.0423275,0.2871919,0.47510993,-0.0365724,-0.28695533,0.53620106,-0.54369503,0.7917541,0.47423008,1.8544056,0.057498246,-0.17647725,0.47795835,-0.17131504,0.60025525,-1.4270933
0.027166309,0.4679878,-0.4402591,0.07860293,0.99742246,-1.286932,0.38796276,-0.97990274,-0.20440277,-2.2709258,-0.8206473,-0.5157827,-1.0876952,0.38171464,-0.11198163,0.13745277,-0.30441466,0.30718455,0.053674545,0.80311775,0.29113752,0.72955084,0.7722802,-0.09654344,0.3659845,0.035381746,0.9205939,-1.2423236
0.1836174,0.20542185,-0.7615602,0.34395602,0.8283012,-0.7388142,0.34782466,-0.9140484,-0.47531095,-1.7070934,-0.06358268,-0.24180521,-0.3392783,0.23419067,-0.027308103,0.67093533,-0.6983517,0.7427322,-0.14096215,0.6199681,0.27135858,0.55744684,0.09766048,-0.43506685,0.1759669,-0.08023942,0.35245094,-0.627426
-0.3000345,-0.210404,0.0505929,0.9669836,0.55913293,-0.18231304,0.43197352,-1.1577237,0.7426054,0.38237795,0.16579838,0.4069101,-0.9986735,0.28114817,-0.41014165,0.7248986,0.23417297,0.53465044,1.1246958,1.0721449,0.20792413,0.43515897,0.6089192,0.04625674,0.4436791,0.035390522,-0.07413431,0.05544119
0.67040884,-0.8182467,0.055642102,1.6897545,0.09321001,0.4629462,0.1297813,-0.45209938,-0.83707875,-0.52534705,-0.87852657,0.030168202,-0.41593552,-0.45934534,-0.04728237,0.68202597,0.084493846,0.8648402,-0.097837776,0.77766186,-0.13491122,0.77604437,0.31471503,-0.60047805,0.071353935,-0.41175073,0.403895,0.27836797
0.58002186,-0.42256132,0.4804681,1.4534912,0.14436421,0.507009,0.336857,-0.43792287,-0.5849084,-0.17499657,-0.8925531,0.23115997,-0.4945059,-0.35081998,-0.08989451,0.63567597,-0.077338845,0.67676157,0.028412394,0.5532411,-0.18719928,0.5487694,0.36845672,-0.7515394,0.1446136,-0.418798,0.3128893,0.4171985
0.52598,-0.60082215,0.34142554,1.5812021,0.052945517,0.3857678,0.24294871,-0.3834161,-0.35237387,-0.28119212,-0.8031438,0.2781343,-0.58585584,-0.34081814,-0.042204093,0.5612738,0.11329509,0.70330286,-0.104308,0.7192982,-0.010222927,0.5502394,0.31585982,-0.8424118,0.26483113,-0.21373025,0.34531316,0.23706454
0.52933943,-0.47032145,0.2779077,1.4305316,0.062479425,0.20027837,0.24044222,-0.3701153,-0.35877207,-0.36058143,-0.67813814,0.28548914,-0.3633021,-0.43008864,-0.03317158,0.7885861,-0.03376042,0.50988126,-0.10288836,0.50529987,-0.035047807,0.5367503,0.36031756,-0.70017284,0.26119256,-0.24867761,0.24330798,0.23942143
0.58398783,-0.21431111,-0.18802951,1.120956,0.104963206,-0.18071386,0.099106506,-0.7980987,-0.7576744,-0.6305182,-0.58281064,-0.07696089,0.06640365,-0.115068,-0.17666142,0.8292008,0.08944377,0.49811363,-0.26892787,0.31632823,-0.7075264,0.69435644,0.015591653,-0.25994137,0.48915917,-0.47018406,-0.15717204,0.17793961
0.4574959,0.10118851,-0.13356414,0.722491,0.084642135,-0.479753,0.15422659,-0.6608363,-0.35029706,-0.46858898,-0.62874204,0.12215055,0.18676199,-0.17019767,-0.078038745,0.86737955,0.08066294,0.3016744,-0.42036122,0.19777013,-0.5090691,0.56389856,0.07974379,-0.24944216,0.46260217,-0.21495228,-0.58348614,0.10575723
0.5151334,0.10699054,-0.0989413,0.7772424,0.24321148,-0.5763705,0.13834779,-0.7753154,-0.29698437,-0.5408886,-0.61657244,0.3166769,0.23286664,-0.22095867,0.06827184,0.8780027,0.03677072,0.06714757,-0.24953856,0.2557765,-0.3503121,0.3288859,0.012838617,-0.46078867,0.5929169,-0.30846593,-0.6377445,0.19798923
0.45865768,0.0064039337,-0.25527012,0.90498066,0.09463936,0.036284927,0.5565899,-0.4030252,-0.3777951,-0.19836748,-0.48675817,0.22830231,-0.09852099,-0.0037118937,-0.2835688,0.7736753,0.11415527,0.5440512,-0.2438146,0.19810943,-0.18378949,0.5728835,-0.110363536,-0.28978756,0.373261,0.033837672,0.1653761,0.42635217
0.51602495,0.29998103,0.041031104,0.66447186,0.21011542,-0.12705302,0.64979047,-0.5125568,-0.37095127,-0.15686943,-0.5535656,0.35662466,0.017099429,-0.043085862,-0.2503601,0.9564854,0.09593121,0.43252885,-0.21586508,0.02744259,-0.12608922,0.5008694,0.14519107,-0.35150304,0.4337368,-0.00725516,-0.022119334,0.45757332
0.377997,0.21343336,-0.084787354,0.6369768,0.22008385,-0.2798951,0.48396784,-0.50931674,-0.19728127,-0.27827507,-0.5245264,0.29656443,0.09264111,-0.0007923176,-0.08283422,0.84563994,0.22433366,0.41024595,-0.31228888,0.01903397,-0.019847343,0.49038616,0.0622704,-0.2787959,0.3763795,0.085608676,-0.119363226,0.36344102
0.45280272,0.2464469,-0.13197145,0.6094194,0.2826166,-0.33418322,0.5097105,-0.6071042,-0.23417161,-0.34549463,-0.4553164,0.35112786,0.07999619,-0.01303098,-0.09974614,0.9456487,0.19751424,0.2775908,-0.27222416,-0.029696837,-0.05474422,0.5159655,0.06391086,-0.26522264,0.44329414,-0.0042612064,-0.07055089,0.36733773
-0.23293948,0.067248,0.30170652,0.9506108,1.0012652,-0.74560565,0.2543236,-1.4304613,-0.4764878,-0.3451076,-0.34452096,1.2670271,0.12744294,0.13335001,-0.06870172,0.3787571,-0.27715138,0.50565827,1.1766819,0.0005037446,-0.3033628,0.50421447,0.71359885,-0.47332722,0.20674492,-0.17908773,0.019446613,0.7025315
0.08383904,0.26466206,0.2626511,0.6754365,0.8660238,-0.1906499,0.589137,-0.6679452,-0.37427613,-0.38935667,-0.06714149,0.29350936,-0.27587008,-0.35717422,-0.15710743,0.6622279,0.5070239,1.0557678,0.38943255,-0.8443325,0.069149226,0.5062071,0.3209152,0.66802275,1.3832778,0.44026133,0.8095044,-0.4269518
-0.17363204,0.13437748,0.104762174,0.44668418,-0.161734,0.0039179153,0.1994395,-0.19597952,-0.41348305,-0.35907003,1.0771232,0.2999913,-0.21191424,-0.48058948,-0.018611306,0.96845883,0.59706414,0.5312391,0.22050445,-0.00370403,0.069776095,0.16075805,-0.3847393,-0.42688376,0.52105385,0.2750433,0.58837825,0.06575501
0.16417675,0.20213723,-0.7273011,1.1814064,0.61251974,-0.42363358,-0.08927688,-0.7365479,-0.13802537,-1.0082052,0.20304959,0.74015296,-0.036080062,-0.19089623,-0.31949666,0.07764055,0.30701745,0.66272914,0.6730198,0.43242463,0.16821472,0.12708539,-0.042407576,1.186204,0.63719225,0.5068599,-0.46344104,0.4627981
-0.05819906,0.0323154,0.23511666,0.49938226,0.59048545,-0.41417208,0.7236692,-0.5699328,-0.2755185,-0.42309812,-0.11328724,0.33239916,0.52049214,-0.13707708,-0.0416686,0.6563681,0.40626374,1.0569955,0.45988014,-0.85040164,0.058210026,0.36379743,0.49635202,0.51426643,1.0670061,0.56607646,0.6359323,-0.34518063
-0.45831046,-0.21262516,-0.27811936,0.70632696,0.040251266,-0.34708863,-0.2833891,-0.74264646,0.59037644,-0.14472833,0.1852466,0.5312993,-0.56727046,0.0037097696,-0.08533808,1.0325897,0.3320053,0.616093,1.285303,0.5162211,0.5930369,0.79188645,0.5186207,0.20429662,0.3850617,0.73887306,-0.5521751,0.06604062
1.0519807,0.15149173,-0.54475474,0.8835189,0.42737922,-0.61208516,0.86320525,-1.1840304,0.59718055,-1.5078139,-0.22515662,0.39005774,0.07544078,-1.9692403,0.17464232,1.0782329,0.03369634,-0.081698745,0.60092,-0.49139825,0.084706634,0.2552922,0.004672599,-0.7803208,-0.08902447,0.032984685,0.22619991,0.5026646
-0.21446191,-0.39399523,-0.57735527,0.7454106,1.4102381,-0.11863543,0.6775701,-0.7568775,0.56294703,-0.89837265,1.0797569,0.20021693,-0.46854717,1.146536,0.56971854,0.33519307,-0.09231731,0.6937108,0.49893522,0.12342763,0.7309063,1.2534032,0.17975464,-0.12647313,-0.075342335,-0.6739485,-0.1407141,0.27494162
0.4558689,0.025991332,0.063324355,1.2816389,0.64350176,0.6996095,0.39703622,-0.5059141,0.06041224,-1.8139304,1.0504308,1.6758466,-0.26396456,0.21095124,0.68123037,0.2321227,1.1174823,1.57135,0.46700728,-0.3097794,1.4079087,0.083854616,0.41791835,-0.83011436,0.89710647,0.5222233,0.0019167509,0.24544016
-0.061030667,1.2881155,-0.16730851,0.54787904,0.59836453,-0.9339918,1.2131953,-0.98556834,-0.048313327,-1.3546627,0.5032437,0.044408645,0.72106236,0.666706,-0.4765964,0.05390089,1.1569105,0.840731,0.43922335,0.19210781,0.017791163,1.0612041,-0.66929924,0.82409126,0.6470339,0.9607055,0.32880646,0.6111703
-0.02187089,1.1804154,0.41612467,0.311019,-0.09663977,-0.9358702,0.36310327,-1.3602215,-0.5288841,-0.7264275,0.7534886,-0.36992475,1.0100698,-0.18298073,-0.53520983,0.8695947,1.0706493,1.0538064,-0.10851442,0.722103,-0.18489844,0.45536816,-0.3082373,1.0448295,0.08549017,0.64856786,0.72268647,-0.26147386
0.48318568,-0.18653879,1.3054608,0.6058081,-0.09399949,-0.6746271,-0.59286064,-0.6004717,-0.122319214,-0.05440475,0.7783558,-0.45606908,-0.4100983,0.3017395,0.15527391,0.4146178,-0.5928294,0.67475194,-0.6742031,0.92874366,0.726248,-0.012712057,0.34683338,-1.1515175,1.0272505,-0.34714782,1.6022732,0.42985144
0.5266081,0.8938748,-0.057546254,0.44239873,0.5759179,-0.9600023,-0.10679469,-0.1667344,-0.060929127,-0.19756289,0.75383145,0.042422887,0.20181967,0.7156841,0.31107926,0.34029886,0.40214947,0.5469325,0.33049938,0.03172903,1.0121244,0.2945485,0.11546546,-0.5275826,0.9773994,0.19651695,0.91440505,0.21001628
0.2538156,1.1043967,0.21391349,-0.50805366,-0.4345499,-0.6227289,-0.4706033,-0.6559739,-0.36973768,-0.5159178,1.3103906,0.14199397,-0.39014086,0.067759365,0.5727167,0.35724536,-0.362203,1.1258768,-0.013784602,0.27976602,0.49857658,0.6222021,0.43380055,0.11328278,0.9256346,0.94811946,1.3686476,0.066776946
0.48336625,1.2182307,0.007949052,-0.13035114,0.3685839,-0.6859125,0.05920582,-0.6968831,-0.054331087,-0.036859993,0.8313094,0.37917346,-0.004628569,0.023492053,0.61609435,0.33066112,-0.15972339,0.67483115,0.06821745,-0.099324,0.759496,0.7630663,0.16088825,-0.02697783,0.582902,0.76097137,1.303785,0.05333414
0.47169814,1.0072867,0.25578165,-0.5530279,-0.3920691,-0.47170898,0.13721323,-0.9179457,-0.5017194,-0.1969363,1.1370984,0.44370696,-0.18065813,-0.12965904,0.7584339,0.6538476,-0.21116093,1.0724295,-0.06841773,0.3221703,0.50751084,0.7444625,0.613431,-0.2115638,0.9948979,1.0750602,1.0518488,-0.29077002
0.543598,0.7607064,0.03172369,-0.15539265,-0.3659005,-0.81406283,-0.47754616,-0.8658443,-0.30623943,-1.0791337,0.883957,-1.2195929,0.15714759,0.65209025,1.0944769,0.33566967,-0.36754227,1.1851029,-0.32540292,0.70923525,0.86902255,0.8406013,-0.14612217,-0.7278462,1.3062377,0.68240917,1.5321163,0.6814033
0.23219696,1.1925192,-0.072556645,-0.16322279,-0.27881193,-0.6350551,-0.33772922,-0.747491,-0.34301007,-0.6279105,1.3136061,0.38194436,-0.2645258,0.031604983,0.6695609,0.60728407,-0.24293095,1.2093782,0.36429307,0.39989364,0.6688301,1.0645882,0.33004293,0.014105396,0.8170325,0.8822293,1.2770243,0.07798402
0.89193255,0.4090058,0.4715019,0.017422702,-0.5929828,-1.0389992,0.21010165,-0.36641872,-0.4816916,-0.4293404,1.2191437,-0.85552055,0.60623103,0.73110527,0.73081243,-0.037108146,-0.12716185,1.3752056,-0.24865611,1.3632435,0.6663918,-0.81477463,-0.34495455,-0.26983842,1.5941561,0.11662358,0.9520676,0.32974088
0.10252165,0.15565357,-0.44270065,0.16131435,-0.104207285,-1.9751219,0.12764926,-1.1036648,-0.26900178,-0.58946115,0.06083141,0.032747988,0.36753735,0.12429755,-0.120408155,-0.17189927,0.32527253,1.0496868,0.6250578,0.08030138,0.7703291,0.71366227,-0.24658546,-0.14366083,0.65607417,-0.60041654,-0.07979097,0.51607746
-0.17864087,-0.039270174,0.34458855,1.2072378,0.19800818,-0.34594604,0.6967839,-0.81295335,-1.154804,-0.5567592,-0.16335608,0.41921481,-0.32252926,-0.0019311553,-0.3500001,0.7797422,-0.48125848,0.0827663,-0.8652069,-0.2732327,0.30915093,0.76641387,-0.2325294,1.14224,0.9218903,0.22940461,0.73495793,0.045560967
-0.3946806,-1.2892555,-0.3180455,1.2872336,0.4931329,0.19664419,-0.19961168,-0.9943119,-1.0835063,-0.8096628,-0.27954155,0.75768185,-0.2639578,-0.15172276,-0.76838464,0.9075041,-0.039158687,0.8539733,-1.0835464,-0.2862523,0.5946449,-0.042669363,-0.22935589,0.86533725,0.90103674,-0.15526344,1.0520436,0.08569356
-0.8455824,-0.6488009,0.07419632,-0.18714882,1.1388646,0.29790956,0.11109583,-1.626205,-2.3817964,-1.2375352,0.5432439,0.3268205,1.0312741,-1.2575239,0.6755896,0.46051753,-0.41972637,0.673838,0.52474946,-0.009175366,-0.6057633,1.3229663,-0.5798296,0.3554506,0.85430896,0.5923419,-0.7684803,0.37855265
0.32655945,-0.42666,-0.11763364,0.958638,0.4084367,-0.62458247,0.6645634,-0.9514538,0.14796863,-0.5814648,0.27128676,0.18816322,-0.03644715,-0.13049254,0.08617144,0.9414371,-0.3617435,0.17581312,0.32892346,0.05239029,0.7876328,0.7231897,-0.19958805,-0.69275653,0.6939238,1.0121567,-0.30855376,-0.5655102
-0.06790039,0.018117992,0.4169985,0.6795973,0.37506554,-0.43720412,-0.07422047,-0.7635186,-0.0301145,-0.49295142,0.073362894,0.7979922,0.23421109,0.25118765,0.10229898,0.52420074,-0.24765603,0.56882775,0.78860027,-0.32895264,-0.1652833,0.18402879,0.7620971,-0.27366045,0.034831565,-0.27554744,0.20902556,0.13362077
0.34428912,0.14511317,-1.1761322,0.4363146,0.48872972,-0.030667624,0.466519,-1.5862281,-0.11470365,-1.0607358,0.2813403,1.0765833,0.33023188,0.5772574,-0.22990635,0.8315222,1.5942959,0.5958733,0.14693896,0.089265496,-0.25496584,2.1368446,-0.33380398,0.08609903,-0.2684831,-0.3198334,0.9028033,0.49639735
-0.1319151,0.33580863,-0.04251354,0.43808708,-0.32418534,-0.57920873,-0.657422,-0.1497024,-0.75259435,-0.20882991,1.1033617,-0.9440049,0.21201533,0.26232344,0.17072411,0.95663404,-0.940859,0.7369572,-0.72994924,0.40596408,1.1790683,1.1797683,0.1272866,-0.0968889,0.56675124,0.52697235,1.4883709,0.01911458
-0.05194543,0.25773612,-0.5731152,0.22805218,0.15702024,-0.9539106,-0.17218593,-0.16678895,0.18022545,-0.67820764,0.8689735,0.09355527,-0.6449868,0.9070504,1.178772,0.7126117,-0.0012690895,0.96113616,0.36624494,-0.31281084,1.0231078,0.4157758,0.27507123,-0.20582348,1.0292941,1.0319494,0.79394394,0.13210203
0.08763725,-0.038367655,-0.2491825,0.8663103,0.4564622,-0.682034,0.68385917,-0.11270713,-0.8583197,-0.8139115,-0.102519564,0.71451205,-0.15551399,0.51955485,0.24379931,0.103390984,0.5909592,0.6182387,0.421231,0.35574484,0.35573146,0.37325415,-0.16083229,-0.26239237,0.5621865,-0.047698725,0.15127455,0.216278
-0.40629637,0.8936836,0.28842983,0.79020333,0.46430168,-0.11538847,0.92934597,-0.790549,0.0005039941,-1.4693843,1.6404665,0.08045089,-0.26700053,-0.29675633,0.63844085,0.22915189,-0.2501568,0.55482364,-0.0007038835,-0.28614047,-0.063934825,-0.14295097,0.63453394,0.069638714,0.6120387,0.5986536,0.10464633,0.46007985
0.76864755,0.06711829,-1.023996,-0.7838224,-0.40526897,-1.612205,0.20398287,-0.83208716,-0.29703525,-1.315356,-0.11855741,-1.2595023,-0.21255183,-0.18529372,0.95875967,0.14826176,-0.800838,1.3121314,0.5122701,-0.14461456,0.8771533,0.73869383,0.050714206,-0.3067319,1.072783,0.0034083428,0.7298622,1.1704668
0.38062164,0.1637869,-0.7083972,0.35473722,-0.8273948,-1.924715,-0.14413846,-0.6287767,-0.79972494,-0.5588038,-0.078149766,-0.38114145,-0.618266,-0.46241644,1.0331393,0.33593205,-0.99264055,1.1999351,0.8364223,0.23137684,0.8461475,0.40699443,0.5095481,-0.100659445,0.71042514,0.26941016,0.51282364,0.88710177
0.6495999,0.47801617,-0.57834834,-0.24448957,-0.09227357,-1.4706783,0.27608272,-0.7209013,-0.33542812,-0.9843262,-0.27242625,-0.10236804,-0.30529648,-0.03294135,0.75197,0.51251334,-0.23415695,1.2380215,0.49059412,-0.42592832,0.7027346,0.7894513,-0.27967808,-0.18863745,0.79354054,0.064365715,0.6362995,0.87983656
0.38707095,0.37741923,-0.26806033,1.0720898,-0.7256803,-2.1634696,0.018610327,-0.41014713,-0.9468597,-0.31776962,-0.18356873,0.917549,-0.9087503,-0.41962495,0.91942316,0.50549734,-0.7881465,0.9749439,0.80104345,0.18221636,0.61769336,0.3601932,0.46437946,-0.0448446,0.2901691,0.42523894,0.58169705,0.64081776
1.4913579,0.5184597,-0.38284653,0.490944,0.1321149,-0.121966235,0.09248238,-0.86762553,-0.26883087,-0.89812326,-1.1470345,0.33983505,-0.116383545,-0.2353323,0.55019087,-0.30150622,0.34564877,1.5119253,0.50589436,0.2977099,-0.3352146,0.27081543,-0.46139458,0.024837695,0.24607767,-0.05567784,0.634407,-0.1178081
1.6632243,0.45398548,-0.37540242,0.5825731,0.18188605,-0.058646146,0.13706371,-0.8204256,-0.2392301,-0.9065105,-1.1069543,0.29620302,-0.04848826,-0.35008463,0.6470999,-0.31584403,0.31030264,1.350725,0.54997987,0.24009794,-0.18045087,-0.017590744,-0.41615605,0.0034736886,0.12998946,-0.30298966,0.66391295,-0.053485435
1.2355607,0.37625447,-0.45313793,0.4043721,0.10946415,-0.20289809,0.2627851,-0.64857554,-0.17979991,-0.7363015,-1.056408,0.2719513,0.038572732,-0.29613638,0.6062828,-0.08455266,0.1443291,1.1479793,0.46874496,0.32349706,-0.30587828,0.028179504,-0.30482745,-0.012928387,0.20266859,-0.31210488,0.5586708,-0.14022408
-0.11561607,-0.6451834,-0.8848171,1.5841078,0.42272118,-0.95965606,1.5409861,-0.5586932,-0.7296631,-0.6100666,1.7459971,0.7273907,0.029878411,0.91636676,-0.61384296,1.5863951,0.27445298,1.088092,1.5603766,0.4127609,0.08898435,-0.82416856,-0.71154904,-0.2451509,-0.1871253,-0.97741675,-0.104125895,0.6034688
-0.17634144,0.16917431,-0.198382,0.534954,0.7024113,-0.5127124,0.6079084,-1.1374508,-0.22785386,-0.7436156,-0.63575536,0.15901183,-0.6441782,-0.023641123,0.36326066,0.7191679,0.21482691,0.73951256,0.77070326,0.32407665,-0.0074721836,-0.093484804,-1.182029,0.32950065,0.2801571,0.13732825,-0.03983508,-0.06283908
0.81023437,0.7294489,-0.44764274,0.04310006,0.36771747,-0.3033995,1.7011762,-0.8349022,-0.3248798,0.01427029,-0.1755822,0.16018343,-0.3597294,-0.0869336,0.31052074,0.9493781,0.26577502,0.9428126,0.40961522,0.22469136,0.37561938,0.4312085,0.38464078,-0.5792649,0.5519737,0.14785312,0.11274023,-0.44164374
0.7655941,0.8460337,-0.49723753,0.119630836,0.39369687,-0.34831417,1.6858886,-0.8190162,-0.3852101,-0.056126706,-0.27966255,0.1837332,-0.4569365,-0.029562492,0.26843312,0.9313396,0.34166378,0.9492613,0.30771202,0.32399586,0.42184916,0.4352759,0.33755806,-0.6634874,0.62547284,0.1584352,0.12720117,-0.53533024
-0.055998165,0.04097043,0.56966686,1.495419,0.11258871,0.05398089,-0.6968208,-1.4767349,1.3120601,-1.2127674,-0.103604235,-0.16631775,-0.13950008,-0.03762825,-0.34975392,1.1126164,1.5185763,0.7209026,0.58678544,0.87848186,1.2774462,0.74990106,0.7424963,0.63211644,-0.42790094,-0.45508564,0.102325514,0.29378894
-0.3058774,0.19317992,0.2725214,0.38263017,0.62222344,-0.50327855,1.8945754,-0.5127645,-0.5779995,0.04907864,-0.23003842,-0.06583894,0.05737998,0.1104094,-0.45299822,0.88532275,1.0638353,1.1924781,1.267011,-1.1036323,0.03527159,1.31209,0.48242703,0.2793965,0.9272853,0.6623472,1.0731472,-1.0091398
-0.690714,0.5570195,-0.16400488,0.91715586,1.0058775,-1.0426335,0.98033005,-0.69183946,0.33269417,-0.89951086,-0.17588063,0.65076375,-0.47066492,0.629282,-0.72134215,1.1218824,-0.14564857,0.9844205,-0.17703138,-0.83451396,-0.047037963,-0.41530132,0.049972653,-0.42183447,-0.3507881,0.17327665,0.5415301,0.530243
0.108586065,-0.038444005,0.35673508,0.55883646,1.0151832,-1.4531021,0.2749864,-1.0128726,0.206152,-1.3115377,-0.5846484,0.13555378,-0.7437685,-0.3061822,0.023378156,0.73866516,0.22222453,-0.4324254,0.57279664,0.12078699,0.6056489,1.0615718,0.39330047,-0.56443447,0.7599248,1.2761152,-0.2171446,-1.2610399
