algorithm,params,calinski,siluetas
k-means,2,28.27927451400747,0.06805167
k-means,3,26.632071050548163,0.05197865
k-means,4,23.88311772011848,0.05968795
k-means,5,23.354752666322973,0.05882009
k-means,6,21.559779600766795,0.06332852
k-means,7,20.44532906792826,0.06646126
k-means,8,20.221772166203568,0.062532276
k-means,9,19.11685118784283,0.06431107
k-means,10,18.95583813261693,0.07679067
k-means,11,18.622674839360585,0.079506375
k-means,12,17.415171395365896,0.05572609
k-means,13,17.324049193726648,0.077504806
k-means,14,16.718096962584394,0.0810697
k-means,15,16.2271307351364,0.09335752
k-means,16,16.44421505466657,0.081834435
k-means,17,15.413802006449384,0.08885662
k-means,18,15.821882413194079,0.09347964
k-means,19,16.00036707957761,0.08899234
k-means,20,15.014626561927324,0.08455009
k-means,21,14.993926585244722,0.0993544
k-means,22,14.829616327452014,0.106651835
k-means,23,14.124077590492963,0.0979361
k-means,24,14.1642363351097,0.0958922
k-means,25,14.461541206191914,0.10981132
k-means,26,14.10632755909339,0.107919
k-means,27,13.85392516400105,0.10201263
k-means,28,13.202070513535915,0.109692104
k-means,29,13.847752706756214,0.11578296
Birch,2,21.312800599107515,0.05026609
Birch,3,18.822575546144712,0.04531827
Birch,4,18.112233722642507,0.035121884
Birch,5,17.56959599985806,0.032800537
Birch,6,17.08527512819784,0.03822894
Birch,7,16.780024580457436,0.04679597
Birch,8,16.3599495069448,0.052468948
Birch,9,15.99364824700433,0.059807964
Birch,10,15.710266734996344,0.057970632
Birch,11,15.435832295623767,0.054711334
Birch,12,15.313125936450533,0.04303369
Birch,13,14.954580965040623,0.04619267
Birch,14,14.67706010923797,0.045941234
Birch,15,14.385653398002368,0.05046249
Birch,16,14.13979453865697,0.05419936
Birch,17,13.928170190667116,0.05958054
Birch,18,13.724406317985107,0.06497877
Birch,19,13.584833264167727,0.0616823
Birch,20,13.435494921587434,0.06659062
Birch,21,13.310131921791776,0.07278758
Birch,22,13.199660347864087,0.076496474
Birch,23,13.1098750961929,0.08151272
Birch,24,13.031090071378173,0.08593858
Birch,25,12.962958887995331,0.08856629
Birch,26,12.89553057165817,0.09320402
Birch,27,12.837662761075254,0.09752536
Birch,28,12.778958494373828,0.1009128
Birch,29,12.716356451695335,0.09831664
DBScan,,ERROR,ERROR
Affinity,,ERROR,ERROR
Mean Shift,,ERROR,ERROR
Agglomerative,ward-euclidean-2,21.60452561829696,0.036959846
Agglomerative,ward-euclidean-3,19.691425069812414,0.038402718
Agglomerative,ward-euclidean-4,18.302592350305538,0.022951046
Agglomerative,ward-euclidean-5,17.48982002721117,0.026839469
Agglomerative,ward-euclidean-6,16.9045511278339,0.03341673
Agglomerative,ward-euclidean-7,16.588629622221493,0.041719247
Agglomerative,ward-euclidean-8,16.25688816825017,0.047811076
Agglomerative,ward-euclidean-9,15.940461191711378,0.053605955
Agglomerative,ward-euclidean-10,15.66243261354805,0.06015307
Agglomerative,ward-euclidean-11,15.473499862410575,0.065070815
Agglomerative,ward-euclidean-12,15.174485334933,0.063350245
Agglomerative,ward-euclidean-13,14.923259287633924,0.066418245
Agglomerative,ward-euclidean-14,14.570384184149905,0.07041926
Agglomerative,ward-euclidean-15,14.26679932727101,0.06822765
Agglomerative,ward-euclidean-16,14.021486522656556,0.068520874
Agglomerative,ward-euclidean-17,13.789906176276034,0.061937816
Agglomerative,ward-euclidean-18,13.59649472976783,0.06043335
Agglomerative,ward-euclidean-19,13.424354294464306,0.05833365
Agglomerative,ward-euclidean-20,13.274683105649054,0.0631669
Agglomerative,ward-euclidean-21,13.153272605937934,0.069554016
Agglomerative,ward-euclidean-22,13.048589188002705,0.07115531
Agglomerative,ward-euclidean-23,12.954080510801758,0.074942425
Agglomerative,ward-euclidean-24,12.857123290817627,0.075498976
Agglomerative,ward-euclidean-25,12.763969132554795,0.07897249
Agglomerative,ward-euclidean-26,12.679928367938171,0.0829597
Agglomerative,ward-euclidean-27,12.611231619554944,0.08751897
Agglomerative,ward-euclidean-28,12.557405717997558,0.092327684
