p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20
-0.6937995,0.14386295,0.72135156,-0.51814073,0.12046715,0.38678682,0.30354494,0.38847858,0.1514275,-0.39882538,1.2005897,0.44843605,0.052633416,-0.03370643,0.5713866,-0.45985278,-0.19323944,0.37736183,-0.48716083,0.84745836,-1.2510092
-0.6397563,0.116711564,0.56727064,-0.7156984,0.12489631,0.5188986,0.09353113,0.28482735,0.26116285,-0.3940543,0.72612995,0.4793797,-0.01131042,-0.18812506,0.25935674,-0.5542064,-0.38696307,-0.044377625,-0.1483467,0.5015911,-1.3112887
-0.8250874,0.22072242,0.4835543,-0.6561354,0.05237013,0.9196943,-0.03516325,0.2436882,0.16007805,-0.48663896,0.69803536,0.43283737,-0.068843335,-0.36306718,0.42457974,-0.65315837,-0.21264754,-0.10154456,-0.23844996,0.34549555,-1.1876979
-0.47876114,0.13600221,-0.061281655,-0.5986431,0.30448022,0.40760747,0.1783097,0.46857652,0.38395077,-0.37584403,0.8831137,0.54599726,0.1980148,0.057049945,0.34696135,0.0082207145,-0.08029025,0.08031609,-0.48837557,0.2470903,-0.82709
-0.66197604,0.07819583,-0.060278337,-0.61345255,0.1928023,0.37245125,-0.03181369,0.5717494,0.4552088,-0.51196146,0.6945658,0.48351684,0.08224449,0.17266779,0.44629765,-0.0947401,-0.15940093,-0.11952266,-0.39167508,-0.062755354,-1.0034679
-0.569328,0.14998747,0.083231494,-0.61221004,0.3098781,0.43543097,0.050461367,0.45304608,0.33879054,-0.42198458,0.6464814,0.56917673,0.20626006,0.050219733,0.37467048,-0.22075742,-0.17080972,-0.21763942,-0.1794889,-0.12772913,-0.8633312
-0.55597365,0.28774938,0.122665584,-0.50281656,0.29719403,0.52982295,-0.0444971,0.5211685,0.2920748,-0.48779997,0.7118215,0.5512364,0.19157434,0.02536876,0.5091887,-0.17771491,-0.10437257,-0.2137717,-0.22523278,-0.21680741,-0.98417985
-1.395929,-0.20353669,-1.0750741,0.5661392,-0.31193614,0.42174932,0.30591267,0.89853555,-0.011309669,-0.81386864,0.20122084,1.0498339,0.09098372,0.24153505,1.3487728,-1.0055507,-0.830316,0.75642544,0.18874332,-0.18596676,-0.73129356
-1.6030099,-0.3338922,0.9455364,0.3474419,0.05804079,-0.16459295,1.1289513,0.58007365,0.9784292,-0.034354627,1.0199803,0.52314055,0.12554042,0.19799043,0.6183793,-0.07674036,-0.17725913,-0.09368824,-0.38943747,-0.80674344,-0.10469338
-0.4776765,0.4804172,-0.63712573,0.4074105,-0.054703895,0.18291222,0.6735528,0.40150765,0.25474602,-0.18068402,1.1676604,0.011395931,0.40527198,-0.5565837,0.469991,0.130041,0.13979787,-0.42689174,-0.7614029,-0.39677972,0.53149647
-1.2059003,0.53647274,0.16080771,0.60547584,-0.54053545,-0.6006394,-0.17465852,-0.009920444,0.5549651,-0.086979516,1.2367043,0.2483604,1.2602843,0.032968197,1.3311793,-0.33836395,0.38462836,-0.056250248,0.5289687,-0.20229194,0.32039452
-1.3865244,-0.36696365,0.73738414,0.09730118,0.4027345,-0.0057134614,1.0776324,0.91817236,0.50016505,0.016761485,0.6970343,0.49848858,0.044741012,0.043608982,0.6791296,-0.0075924806,0.0856752,0.014527494,-0.48763528,-1.0051103,-0.11160132
-1.168786,1.3330005,-0.1647177,-0.60303533,-0.1144568,0.70666355,1.3891592,0.9185698,1.0805719,-0.73569983,0.110560566,0.34325624,0.00689807,-0.67066103,0.57813346,0.12477237,-0.7810241,-0.6127967,0.34527594,-0.5001263,0.50416213
-0.22314787,-0.049140487,-0.0010451573,-0.57265735,-0.36452886,1.2884754,0.481618,-0.5668431,-0.39767107,-1.1734997,1.0303273,1.6871505,0.27965927,-0.94538474,0.6123326,-0.12841511,-0.78768724,0.43009782,1.3627226,-0.69900966,-0.12713112
-0.6771798,0.7205431,-0.19089934,-0.048406597,0.44030944,-0.044268753,0.8351657,0.003821013,-0.516765,-0.32252043,0.84477925,1.4801247,0.4525402,1.6382147,0.95893437,-0.4850803,-1.0074482,0.70785326,0.22989422,-0.35578027,0.89866054
0.54924387,2.0901818,-0.58225095,1.1933367,-0.061921623,-0.1900517,-0.32884535,1.2183682,1.2403566,-1.0388098,1.4049642,0.625447,-0.19020058,0.9301806,1.2538766,0.78114843,-1.6156325,0.32366386,0.62001777,-0.26543447,-0.70311797
-0.56203383,-0.137661,0.19348234,0.6625531,-0.12025116,0.34287345,-0.56157666,1.3159906,0.5838286,0.25139815,2.1247337,1.3017876,-0.38131645,1.0421052,0.94522744,-0.6562478,-0.51160103,0.34723532,0.33699313,-1.5587028,0.4121922
-0.3328841,0.5082884,0.48968807,1.3704995,-0.2554553,0.46234626,-0.79734653,1.024288,0.22283655,0.30111888,1.5379918,0.9949466,-0.4148305,-0.05018713,1.1465029,-0.35157198,0.43248278,-0.9743849,-0.50835866,-0.9649212,0.27106154
-0.08507806,0.5895992,-0.035450008,0.6616397,-0.80187386,-0.9836531,0.30838728,0.49136645,-0.5495739,-0.12555327,0.42299777,0.7202943,-0.25100186,-0.68535036,1.5601914,0.17822446,-1.4945161,0.5452572,-1.5429763,0.92464155,0.6306223
-0.2927149,0.22192363,0.5639763,-0.3897948,-0.70781076,0.14859566,-0.0038626657,0.75971466,0.3305292,0.0033419384,0.5211516,0.6303716,0.31009066,0.20833114,1.871217,-0.003897709,-1.3116691,0.0923505,-0.20474324,-0.09328381,0.26391032
0.08341189,0.14943767,0.5779209,0.33880702,-0.16445652,-0.6092288,0.81011593,1.7553415,0.04646505,-0.2839696,1.1861168,-0.26543653,-0.020022376,-0.7363597,1.6316973,-0.06311475,-1.7088429,-0.32316384,-0.22807111,-0.07030787,0.5948646
-0.31935447,-0.27342334,0.4505064,-0.048340898,-0.038656782,-0.029938025,0.9636902,1.0260243,0.043080684,0.058496904,0.8332711,0.3629297,-0.160572,-0.09672623,1.6692934,-0.034838513,-1.5395461,0.030909425,0.17802674,-0.35614258,0.5986185
0.3341024,-0.25514236,0.6526456,0.5560327,0.025194824,-0.14058124,0.77147174,2.0566792,0.24981959,0.11766229,1.2673705,0.10977202,0.059289705,-0.62704843,2.047395,0.19793412,-1.0858563,-0.26360866,0.10704216,0.16478543,0.5277666
0.033635363,0.26624653,1.3275326,-0.031116657,-0.34704122,-0.96489656,-0.46875283,1.9032079,-0.6975101,-0.06015332,1.6204033,0.96416575,0.23353437,-1.0531574,1.3669016,-0.567786,-1.2202666,-0.29639366,-0.58295304,0.009735916,1.1551677
-0.29939246,0.07131907,0.24718653,0.353558,-0.16706343,-0.189113,0.9290087,1.7786647,0.11767545,-0.16057894,1.4058832,0.1315858,0.3045668,-0.73911756,1.6436225,-0.05402614,-1.8033082,-0.0110367,-0.013067956,-0.15113905,0.5285508
0.29917645,0.3930396,1.4042226,0.046729002,-0.7727357,-0.42058325,-0.4230465,0.6054679,-0.44979414,-0.83890647,0.9699742,0.34980986,-0.38891834,-1.0865425,1.5772278,0.3623949,-1.597364,0.11631989,-1.0336173,0.64919144,1.5714105
-0.96603847,0.01837432,0.30844995,0.59164566,0.080947645,1.2195826,-0.2978432,1.4610282,-0.31347468,-1.1170576,0.41954684,0.56390774,0.99103326,-0.147686,0.10988847,-0.119782954,-0.75804514,0.3400306,-0.21298884,0.050620608,-0.36257866
-1.1124035,0.030686332,0.61533403,0.49308836,0.055719554,-1.2117311,0.7289815,-0.121541284,0.668613,-0.82842994,1.062197,-0.20936765,0.68047744,0.81276834,1.0073007,0.25256073,-0.4307193,0.2579252,-0.4206692,-0.8904249,-0.04236661
-0.87822974,0.59671503,0.73125434,0.8057617,0.0280971,-1.0375935,0.9664963,-0.652938,-0.041220695,-1.4053679,1.0426967,-0.8936457,0.74517095,0.039855726,1.7495941,-0.18220422,-0.61103785,0.4376098,-0.3542746,-0.73995644,-0.22139259
-0.39600796,-0.4910813,-0.7434813,1.6201036,0.46192113,-1.1241065,0.5080347,1.0952744,2.2199063,-0.36900124,2.049893,-0.534128,0.9632165,0.10599235,1.1310959,0.29527357,-0.39959073,0.85221815,-1.2071184,0.16206726,-1.7570674
-0.9366092,0.95748895,0.5816566,-0.9519864,-0.13228826,0.27693418,0.3825059,0.104273684,0.59865344,-0.77046406,0.42073867,0.17860347,0.8654634,-0.29661822,0.93955255,-0.74095243,-1.0389119,-0.4049176,0.058693063,-0.5311133,0.0030784735
-1.0849289,0.075513974,-0.7549882,0.2877338,-0.065056324,0.5115737,0.4663261,0.5937562,-0.3387298,-0.49786627,0.11208957,0.8624259,-0.045739494,-0.009657156,0.43769488,-0.6303899,-0.4423546,0.3637685,-0.32409748,-0.35641035,-0.316814
0.078704506,1.309129,0.32611132,0.45868286,0.5649482,1.3148654,0.06557868,0.61908835,-0.04422788,-0.43390977,2.5228608,1.2945129,0.20456514,0.17501964,0.6427512,0.07478222,-0.1388704,1.4468156,0.34739465,-1.2025281,-0.6557924
-0.26947108,0.57668215,1.0962716,0.6743974,-1.1644974,-0.7725306,0.8736937,1.2007973,-1.1512371,0.102427244,0.87273276,-0.06261993,0.5330595,-1.125313,1.0636207,-0.8424407,-0.9840424,0.1816637,-0.5603887,-0.15738043,0.50183654
-0.6978924,0.27639976,0.6092652,-0.38852826,-0.22490211,-0.3063753,0.40602228,1.0024674,0.22013286,-0.5952176,0.8087801,0.21061033,0.34950322,-0.30900806,1.8100024,-0.5418608,-1.3978045,0.6389185,0.7257298,-0.42281628,1.0648578
-0.674203,0.21521209,0.31191155,-0.27463278,-0.034504756,0.102653764,0.7049196,0.69616425,-0.09017957,-1.0853947,0.82456213,0.029300166,0.10803782,0.73975563,0.88193506,-0.26056233,-0.30008948,0.13028793,-0.2182605,-0.16362299,0.28816628
0.5230687,0.36109653,0.2496949,0.9133463,-0.50691086,-0.8768921,0.7763335,0.56065714,-0.37082812,-0.49020374,0.8721918,1.1264713,-0.65928286,0.55599266,1.4435706,-1.0621256,-0.6058524,-0.480263,0.759355,-0.22522901,0.5808001
-1.7275409,-0.78709155,1.5232621,0.6082935,0.024719127,-1.0090144,-0.33877736,0.34052286,-0.8071278,-0.62233984,1.212977,0.9615847,1.0644128,-1.3414031,0.5102533,-0.5344237,-0.03575271,0.24265595,0.4627677,-0.37089613,0.9956806
-2.0119793,-0.27904472,1.14521,0.9634366,-0.70069206,-0.74868,0.14990188,0.12105449,-0.18936543,-1.4888599,0.6031639,0.23078464,1.533007,-1.5017897,0.73639256,-0.5109596,-0.7598284,0.33522537,0.42021027,0.2044173,0.31803745
-1.4572595,-0.77042717,1.3316298,0.044904973,-0.035783827,-0.31969526,-0.2609672,0.63264334,-0.24132891,-0.86966556,1.0820818,0.97371775,0.7655491,-0.7233626,0.53997594,-0.27265188,-0.25792024,0.20148896,0.30235854,-0.7323321,0.4557226
-1.9666648,-0.08432023,0.5711862,0.53097934,-0.9055968,-0.47646642,0.26764038,0.3943895,0.21818319,-1.8968713,0.5019465,0.14963916,1.3231795,-0.97891086,0.75493705,-0.04443836,-1.0734106,0.47560206,0.33487147,0.32984695,-0.22576135
-1.6078892,-0.14684601,0.68203735,-0.4653165,0.31510127,0.29719225,-1.3863676,-0.15717296,0.6262996,-0.30276343,1.4936812,0.7373096,-0.10035363,-0.22615503,0.9941588,-0.019624857,-0.17530271,1.1126555,-0.22209628,0.018988807,-0.42303467
-1.6696544,-0.05286098,0.5474074,-0.5441973,0.21934439,0.32613972,-1.4132453,-0.24512362,0.37096375,-0.29636097,1.340575,0.7470831,-0.12302778,-0.2432547,0.8401892,-0.05156018,-0.19266143,1.1867286,-0.28979397,0.107009746,-0.44060788
-1.3291781,-0.119677074,0.5487591,-0.5502737,0.20937453,0.4180263,-1.140368,-0.39759862,0.34269473,-0.4525959,1.1663672,0.75400865,-0.052804656,-0.37472534,0.94687563,-0.07104379,-0.03530003,0.920636,-0.3118666,0.1656087,-0.44255
-1.2092062,0.45656982,0.4140317,-0.254554,-0.51980186,-0.6682472,2.5059044,-0.020328129,-0.405279,-1.0691203,1.2006823,1.5221901,-0.63201493,1.2564684,1.212356,1.0723892,0.9098,0.9661508,-0.22657469,-0.4087896,1.2966938
-0.758912,-0.10599521,-0.02411866,-0.38209102,-0.16739458,-0.4335671,0.079708844,0.94994396,0.21173695,-0.94985604,0.58468425,1.0482092,1.0860958,0.41542512,0.18270577,0.8844504,-0.7634236,0.3598035,0.07844199,-0.0074762898,-1.0985776
-0.12623249,0.0108051505,0.0044479524,-0.36053926,0.6207268,0.81073564,-0.3082563,0.6006645,0.78218156,-0.91864944,0.7431709,1.1399169,0.88403356,0.10281886,1.6406088,0.9133534,0.1924044,-0.29904065,0.9796155,-0.44221443,0.2364444
-0.1792055,0.05050235,-0.049954545,-0.38087237,0.6862715,0.8466941,-0.30744466,0.54840744,0.9004569,-0.9688348,0.7506808,1.2618413,0.7993072,0.12445535,1.6405209,0.8973025,0.2985889,-0.14378399,0.88226116,-0.3588187,0.21912152
-2.1935608,2.9337204,0.33111045,0.753632,-0.12352625,0.52778983,0.3347615,-0.16420543,-0.12709332,-0.26362273,0.7773437,0.6168441,0.141547,-0.8530053,0.36795986,-0.46593988,0.11535571,-0.0041040373,1.0299082,-0.1702519,0.57164705
-1.6907408,-1.1200633,-0.26545617,-0.14161856,0.9198156,0.6951882,2.5324824,1.6527297,0.97012055,-0.033608362,0.8851313,0.91769934,0.43326667,0.46933043,0.7508605,1.1773562,0.05197921,0.47695917,0.19892228,-1.1617702,0.7478806
-1.4405743,0.17917357,0.070860006,0.44211742,1.0737314,-0.11587032,-0.31901866,0.06737196,-0.22569759,0.08609487,0.48589414,1.8421215,-0.60321146,0.15259486,1.161785,-0.87426287,0.5910583,-0.050185747,0.6002745,-0.86834323,0.15790866
-1.8721707,0.9334421,0.5903055,-0.72091895,0.95356905,0.5953627,0.57556266,0.36984023,1.2204273,-0.83069545,0.3088978,0.99000764,1.0026215,0.054806758,-0.074372716,-1.2940879,-0.43059358,-1.1939472,0.21535495,0.018307688,-0.7073617
-0.89320636,0.8509086,0.6344685,-0.17120974,1.0136616,-0.3452535,0.7223285,-0.11615976,0.6951879,-0.48401952,1.497906,-0.24235843,0.42709368,0.25152332,1.1288114,1.0860467,0.051038075,-0.12292916,-0.38531297,-0.07579186,0.04594872
-0.7854725,-1.5536798,-0.61869097,0.8963377,0.59257793,0.48730615,0.06601227,0.19778123,0.89750016,-1.1330733,1.8480805,0.61201864,0.36596745,-1.2206218,1.4530975,1.2099377,-0.08739401,0.32840633,0.5231154,1.2320845,0.2672994
-0.67614704,-0.1946747,-0.4137184,0.39863557,1.4642508,1.0738964,1.1327858,1.1325774,-0.6381527,-1.7647903,1.3713522,1.0167652,1.0559213,-0.3135617,0.26420063,0.86447805,0.34540242,0.6235926,0.6104479,-1.1401272,0.34565887
-0.95579547,0.14585716,-0.6748293,0.44435886,0.94511515,1.3110516,0.48456192,1.4495157,-0.4814519,-1.6269239,2.0691361,0.44579527,1.2449383,0.079595305,0.6090837,0.05219197,0.5654525,0.6836254,0.91923344,-1.0348543,-0.3216938
-0.06507872,-0.5246997,1.1955987,1.387737,0.6110424,0.9624906,0.8536595,0.8146639,-0.032128442,-0.9664051,1.4611535,0.7249302,0.4070343,-0.5542574,1.0277752,0.8009311,-0.05152248,-0.8481575,0.6167735,-1.4367346,1.333839
-0.45966256,0.09911204,0.9001513,-0.692996,-0.047274187,-0.47083327,0.63762486,0.13660319,0.3917235,-0.5374564,1.0911973,0.5407798,-0.22786993,0.05836898,1.0237672,0.21406546,-0.43256557,0.32057613,0.1920416,-0.082876794,-0.5108733
0.096277274,0.12379707,1.6901184,-1.2817497,0.06857867,-0.3601117,0.9934863,0.27443984,0.31991592,-0.19091552,1.5087478,0.053052627,-0.35642135,0.28867885,0.43193516,0.24095637,-0.2932037,0.480455,0.02722604,-0.2493262,-0.8418701
-0.4129404,0.9432577,-0.7783764,1.8923533,0.3702288,-0.41480234,0.635011,0.51383924,0.38335794,-1.3688215,0.5885408,1.1596378,-0.8751222,0.41681805,-0.097486086,-0.8958682,0.029481392,-0.72872126,-2.093268,1.2919507,-0.45355833
-0.79095274,1.2370117,-0.55148107,1.8801455,0.09334742,-1.728561,0.5978052,0.45670483,0.22290677,-1.4604075,0.3237921,0.9576913,-0.28322,-0.20789258,0.015340059,-0.85326326,0.026718691,-0.62565774,-1.0389856,1.6386812,-1.0776099
-0.42910278,0.54648507,-0.4171926,0.22918461,0.8705707,-1.2677419,0.38672587,-0.0043043527,0.825057,-1.8420655,0.3744152,1.8352537,-0.17009954,0.2897336,0.17069685,-1.3483881,0.013436564,-0.8539559,-1.6317146,0.55270696,-0.36188024
-1.6826632,-0.52661455,-0.8490779,1.6922938,0.16021925,-0.4280288,0.19919066,0.78436565,0.41825104,-1.4647884,1.3267736,0.5510452,-0.83240324,-0.65474445,-0.08704357,-1.1541072,-0.28946948,-1.1303395,-0.9375516,1.0003471,0.018316232
-1.9818903,-0.35684314,-0.30918977,1.5907571,-0.013473561,-1.3983837,-0.0064463243,0.74944526,0.35270303,-1.5595094,1.0832578,0.39459231,-0.3121431,-1.0124127,0.084650174,-1.1333262,-0.33599582,-1.1097739,-0.0215114,0.7984285,-0.41118237
-1.4006373,-0.3147632,-0.2878544,0.26119804,0.79265743,-0.93170655,0.13054867,1.0089766,0.91671616,-1.5605088,1.2319299,0.94524515,-0.12340543,-0.59786314,0.77768534,-1.4728609,-0.005617812,-1.2575494,-0.46812806,0.12641326,-0.13906793
-0.0626972,0.14372133,0.39219663,0.973508,-0.56298244,-0.31596822,0.91144454,1.7306224,-0.55280983,-0.0073646107,1.1409351,0.54413193,0.37383774,-1.9337331,1.0123936,-1.3121673,-0.47527158,0.575443,-0.077360526,0.09891841,0.546183
-0.42671257,-0.036202155,0.11264788,1.5054022,0.60562766,-0.08547891,-1.5079534,1.1220189,-0.5986224,-1.5203702,2.0728533,-0.26142716,0.6853553,1.5687414,0.14320706,0.9084548,0.023765748,0.2746895,1.5119643,-0.6270356,0.7115254
-0.97888774,0.09259687,0.3886251,0.7087912,0.036108546,-0.00618746,-1.0354679,0.84763366,-0.903126,-1.1337528,1.4552141,-0.25271285,0.90752506,0.76853263,0.7975695,0.2849381,-0.2554179,0.12604655,0.89432955,0.056397825,-0.3435716
-0.9401568,0.10860112,0.27475864,0.7959083,0.015740823,0.031449694,-1.0866464,0.9491578,-0.86682343,-1.1777244,1.6993288,-0.15509513,0.90105814,0.91081935,0.8749038,0.2985542,-0.21513775,0.20282152,0.9025725,-0.15790571,-0.27537772
-1.9752256,-0.48740205,0.8998054,1.1605413,-0.5999027,0.5995389,-0.15147103,0.25972015,-0.31548512,-1.3848068,0.28070444,0.15844832,0.91681886,0.0005353574,1.0680476,-0.7304002,-0.5440676,0.59259516,-0.040212713,-0.7657324,-0.81403947
-0.47697455,0.48828778,-0.64145374,1.2065321,-0.434866,-0.7454315,-0.13614796,0.687444,-0.12740241,-0.66394365,1.0190339,0.4522295,-0.60653293,-0.82086736,0.625661,-0.15826865,-0.3928612,0.23692766,-1.2621145,0.50699747,0.22099379
-0.49816877,0.26229125,-0.21518882,0.34809685,-0.4956593,0.4735742,-0.4310439,0.8781132,0.68165004,-0.42430606,1.2244405,0.50981575,-0.042917185,-0.14291708,1.2473431,-0.38886926,-0.3142305,-0.09742489,-0.23281138,0.020758893,0.11489116
-0.5532516,-0.18550196,0.0783391,0.5907108,0.02961104,0.08107904,0.93974483,0.6451503,0.23926309,-0.2230736,1.1054641,0.48125163,-0.6428469,0.15691389,1.3108724,-0.2225634,-0.6728618,-0.22271116,0.11022777,-0.1833178,0.5640181
-0.96362805,-0.27480987,0.0057260124,0.9211416,-0.84447145,0.25560758,0.43602377,1.067239,-0.24039456,-0.95190704,1.6578294,0.6322681,-0.8269361,0.15889855,0.28302693,-0.6300825,-0.4923743,-0.5123729,-1.8644145,0.97853243,0.47603476
-0.4427103,-0.16498585,0.094891086,0.74336386,-0.22405401,0.018801516,1.3386033,0.99661374,0.13932888,-0.3324179,1.5499429,0.4035131,-0.8488685,0.2715345,1.5315356,-0.40348428,-0.92457646,-0.76265895,-0.158297,0.18710239,1.0232402
0.013873268,0.6207551,0.86346,0.72343355,-0.029491168,-1.0695851,0.7850509,0.96342635,-0.4388567,-1.2900169,1.1498908,-0.31428674,-1.4255545,0.004969454,-0.054275412,-1.3404742,-1.3025678,-0.61533743,-0.91074145,0.6983761,-0.29369026
-1.3823531,0.026864558,0.34584936,-0.25996283,0.406762,0.18948095,0.73715615,0.2862353,-0.33026755,0.53529745,1.1989934,0.89047474,0.6753109,0.7812849,0.8704949,-1.0233377,0.42026213,-0.59170604,-0.25390884,0.3094774,0.03453054
-1.9498963,-0.1634502,-0.21810555,-0.23549594,1.5023824,0.03182503,0.09261817,-0.015856864,1.3337686,-0.12320147,0.63715965,1.0853933,0.54606915,-0.545423,1.2546793,0.11102212,-0.682436,-0.1337312,-0.9234497,0.39313826,-0.64044136
-1.6863356,-0.1786755,-0.119771756,-0.33511516,1.6859472,0.057148658,0.17102547,-0.08177876,1.173474,-0.17360766,0.41730782,1.4108305,0.52375656,-0.76401573,1.0268561,0.13986292,-0.75478125,-0.15199105,-0.9443531,0.19852728,-0.7673834
-0.99324995,0.12568332,-0.33578104,-0.37246817,0.8554409,-0.20430633,0.6658008,-0.035324443,0.41287223,-0.3858757,0.34770155,0.83661294,0.7869776,-0.5441916,1.343458,0.2993094,-1.1126947,0.011314136,-1.0615005,-0.051725548,-0.04811992
-1.1161844,0.066570215,-0.35178244,-0.42230353,0.65536153,-0.0770912,0.69783765,-0.20282772,0.5813735,-0.2511156,0.3729271,0.6979619,0.8169806,-0.60456073,1.3568324,0.31959164,-0.9879649,0.092543915,-1.0070096,-0.005251783,-0.16622292
-0.7382214,0.25976926,0.53827244,0.14319146,0.19001774,0.15576889,-0.18726653,0.04403797,-0.05055649,-0.66912276,0.8930395,0.50800157,0.31459257,-0.43936485,0.9452212,-0.47879827,-0.39074394,0.12747589,-0.51794916,0.026396606,-0.3523482
-0.63364285,-0.5720206,-0.7376807,0.123202056,0.7445375,0.58376735,0.42195752,0.19877048,0.32636282,-0.8205026,0.86635935,0.7030272,0.45100954,-0.18954834,0.9496796,0.7338033,0.056959487,0.41891223,0.41451094,0.31558657,0.6440749
-1.1945479,-0.43399376,0.20015886,1.0845056,0.5522737,1.6353304,0.032215737,0.98613125,-0.022020094,-1.0854738,0.71610296,0.06321709,1.5818741,-0.6189789,0.55614674,-0.39767,-0.5337073,0.68798673,0.51685405,-0.9314318,0.062163237
-1.4380661,0.87579894,0.019417327,-0.7934335,0.015372312,0.82396877,1.5620085,0.8177031,1.3925617,-0.67215836,0.40952504,0.32295743,0.21094947,-1.3157121,0.65836877,-0.113729626,-0.88518846,-0.5889352,0.8020049,-0.07765188,0.08736968
-0.41920152,0.4608398,-0.5563098,1.2018996,-0.50146276,-0.6254257,-0.09357026,0.6727703,-0.07684191,-0.63854754,1.0273995,0.5424525,-0.5859176,-0.75743645,0.6688838,-0.0369068,-0.45642558,0.1797355,-1.287419,0.60879576,0.42546427
-0.27421573,-0.2634489,0.6767173,1.5331178,-0.61013293,-0.5053288,0.74967945,1.4004312,-0.114242494,-0.37376118,1.6980602,0.21237843,-0.9058321,-0.52605987,1.0317862,-0.3301943,-1.1173315,-0.65716046,-0.44319606,0.36288103,0.6184813
0.052227896,0.41862258,0.6601216,0.621401,-0.67808163,-0.2856622,-0.59913486,0.6328025,-0.102698624,-1.2122115,1.2575753,0.2600584,-0.4768049,-1.1678625,0.740156,0.10528766,-0.8102566,0.020478712,-0.98482305,0.53313416,1.4912506
-1.0117457,1.0579329,-0.9364437,1.3056568,-0.30849698,0.5436101,0.33705696,0.40400878,0.33311012,0.035458002,1.9486196,0.23071302,-0.6843341,-0.29910383,-0.17669357,1.0811113,-1.3669345,-0.18710794,-0.3491727,-0.9483164,0.28398067
-1.2237729,0.90936136,-0.7885575,1.4827373,-0.4178628,0.3124984,0.24482402,0.4947144,0.2821388,0.10104804,2.133539,0.33968002,-0.6696679,-0.4309602,-0.27521572,1.1893551,-1.4176803,-0.16325025,-0.35162148,-0.91603595,0.2257717
-1.0713105,-0.1645383,-1.1014799,-0.26039726,-0.008409949,-0.07295345,-0.007001851,0.775582,-0.3800236,-0.5353638,1.4230163,-0.10421436,0.33199894,0.24231958,0.56882364,-0.091266714,-1.5063747,-0.25608757,-0.7065525,-0.6299591,0.07933779
-0.8175152,0.37224665,-1.1672088,0.087573595,0.4460855,-0.6117557,-0.044550102,1.4525405,-0.020226913,-0.2509924,1.7328283,-0.15756625,-0.5247171,-0.60638225,0.5899145,0.25981507,-1.2542053,-0.6324472,-1.3944008,-0.3733785,0.33103213
-0.90289754,-0.1972844,-0.9262307,-0.3351126,-0.390269,0.19604108,0.15000205,0.45263508,-0.14886443,-0.4234532,1.9122262,0.5323226,0.42751703,0.37150857,0.5622317,-0.26507404,-1.546796,-0.7639122,-0.44651225,-0.2896562,-0.662405
-0.7630678,0.46802807,-1.1099352,-0.04187636,-0.6123138,-0.4575692,0.38616633,1.4804636,0.791165,-0.019797731,2.389451,0.12810835,-0.593945,-0.5682433,0.5712948,-0.1256273,-0.9140762,-0.98991126,-1.0845631,-0.048099168,-0.28957367
-1.123649,-0.9258005,-0.76629186,0.012516748,-0.4256937,0.13671242,0.074554235,0.16726069,0.28776693,-0.59416187,1.8414425,0.038775988,0.20946614,0.110415995,0.89346975,0.04768869,-1.7933182,-0.31896493,-0.34255207,-0.28927222,-1.0933917
-0.5869534,0.10721704,-0.69330424,0.08908738,-0.31413352,-0.4342851,0.40315208,1.0895665,1.2195207,-0.27849138,1.8020695,0.40375835,-0.95914286,-0.45597053,0.37460306,0.028459037,-0.40860578,-0.57286257,-0.75023896,0.20174812,-0.07086779
-0.6668579,1.122062,-0.44607446,0.9842076,1.0889277,1.0656887,0.73095727,0.4629906,-0.51644355,-0.39594147,1.407722,-0.42021623,0.23038274,1.0983562,1.2670159,0.405168,-1.4386809,-0.62359786,-1.0972368,0.10035606,0.4190583
-0.5367557,1.4696261,-0.50091875,1.2214245,1.5697185,-0.007853468,0.6357887,1.3986427,0.15263315,-0.11261872,1.6243608,-0.30851197,-0.9874299,-0.020102356,1.067597,0.2205828,-0.8599858,-0.7122951,-1.5505097,0.3591627,0.71498436
-0.7494073,-0.15959337,-0.51015747,0.008278356,0.65916234,0.13474838,-0.21868253,0.94948924,-1.1036564,0.026120596,1.3750496,1.043254,0.35640204,0.104741,0.6957995,0.19840173,-0.8833031,-0.8624717,-1.1957043,-0.48964104,-0.19834551
-0.7283981,-0.5295141,-0.6142912,-0.494858,0.758675,0.038370855,-0.1858132,1.0007024,-1.0316449,-0.37692493,1.298648,0.83411777,0.43250096,0.3699076,0.6835123,-0.030863758,-1.2288157,-0.292264,-0.8663675,-0.5524063,-0.21393313
-1.4538523,-0.13946609,-0.83873785,1.8421603,-0.014134886,0.8647987,0.18562761,0.6839716,1.2625642,-0.36226276,1.5443332,-0.54704297,1.2500275,-1.428566,0.83873254,-0.13102138,-0.89015484,0.9292487,-1.2119868,0.0904972,-0.6187935
-0.924017,0.8031932,-0.3061245,0.48869383,-0.50167763,0.3874172,0.088188566,0.18853155,-0.015311067,-0.69746995,0.93768275,-0.002817814,-0.039716534,0.67736524,0.22414126,0.32678944,-1.023684,0.024839502,-0.41732624,-0.5275892,0.11836827
-0.9566524,0.809245,-0.4422797,0.64790446,-0.5190535,0.3520548,0.15709214,0.4139232,0.018737974,-0.87694126,1.3554914,-0.15239424,0.31703395,0.35873327,0.40615234,0.41914213,-1.1665219,-0.29951274,-0.7670916,-0.5526831,0.4415349
