p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20
-0.94336176,0.73804766,-0.4037871,0.38261518,-0.5060589,0.31967923,0.08107855,0.27930954,0.076341994,-0.79274786,1.1177088,0.08200615,0.092012644,0.48736605,0.32939517,0.33149597,-0.9768749,-0.03711002,-0.53205276,-0.5218658,0.22085223
-1.1257128,0.9104955,-0.42324144,0.7958555,-0.4989927,0.51628554,0.022571446,0.32582226,-0.020870987,-0.7939542,1.4384571,-0.23515321,0.13344671,0.46056694,0.54403985,0.4040549,-1.3209163,-0.24787737,-0.6737782,-0.6002279,0.16230573
-1.0608895,0.83331734,-0.3617291,0.5632095,-0.43948525,0.33355778,0.05534299,0.23559377,0.104476325,-0.9440345,1.1477047,-0.112318285,0.232569,0.32827023,0.1932451,0.31526244,-1.1108103,-0.11744632,-0.45924854,-0.40322244,0.12294615
-1.0857177,0.9526913,-0.3306706,0.6930677,-0.2548691,0.49681473,0.122094445,0.3215182,0.058533285,-0.9356459,0.9890431,-0.16556561,0.048685327,0.75256693,0.31686097,0.5526589,-1.2216274,-0.15953974,-0.6049535,-0.5729031,0.16994998
-1.1577544,0.9530502,-0.3338199,0.8335101,-0.24905176,0.4512347,0.0883848,0.21358655,0.057093993,-0.8831762,1.136083,-0.071116604,0.016794184,0.546439,0.52357143,0.39772993,-1.0973531,-0.5160147,-0.59815586,-0.5504709,0.052366126
-1.2425996,0.78460574,-0.42732435,0.520276,-0.25430116,0.32501534,0.10012328,0.27866885,0.1892534,-0.96494156,1.1302346,-0.06375044,0.1566777,0.56729215,0.30457145,0.30724862,-1.1237452,-0.31847975,-0.36768267,-0.6315237,0.07185135
-0.79769754,-0.4798091,-0.089774385,-0.44053552,-0.4805432,0.09233569,-0.044857122,0.49906823,-0.1715725,-0.83763903,0.9319847,0.74984866,0.6603936,-0.9256635,0.53551036,0.28913164,-1.2313869,0.4605345,0.52125096,-1.0506717,-0.22238012
-0.5646313,-0.55276173,-0.15017205,-0.74271464,-0.34443817,-0.26295266,-0.29655385,0.44299492,-0.12275847,-0.65961206,1.124651,0.46108952,0.7852324,-0.8535041,0.70946395,0.61938274,-1.6328763,0.16036256,0.59627575,-1.459654,-0.5527895
-1.8790727,0.5737337,0.4532049,-0.19007683,1.4855561,0.33526617,-0.5831197,0.48193744,1.9638113,-0.9688256,0.35443667,1.5600563,1.0070684,0.24225812,0.28793225,-1.0977238,-0.62186164,-1.6156354,0.0071835127,-0.70369226,-1.522708
-0.53698254,-0.08833613,0.38540375,0.42525685,0.042493027,0.4185276,0.009002816,0.29498544,-0.33832553,-0.5445082,0.49638343,0.6841151,0.2209147,-0.38741323,0.48497608,-0.022229612,-0.41011003,0.22756302,-0.16448395,-0.25255424,-0.25719455
-0.6872237,0.17318267,0.052454017,0.27055648,0.5304542,-0.14887603,0.39732307,0.23122658,0.23254222,-0.8735917,1.5780454,0.55164546,-0.49982142,-0.81905884,0.5497298,0.22847204,-0.53674567,0.122779146,0.203863,-0.11014786,-0.6063695
-0.1625216,0.11490902,-0.27190468,0.1763494,0.50354964,-0.20738581,0.45346463,-0.14296804,-0.37817028,-0.5335867,1.7792257,0.7683725,-0.36521795,0.0009913468,-0.10503066,0.476915,0.15475541,0.23325457,0.9157059,-0.16587666,-0.37360176
-0.7112741,-0.41669312,0.7982167,0.5943777,0.003973144,0.14687195,0.2731514,0.045143694,0.4683073,-0.2860391,0.57502913,0.5187975,0.019922808,-0.5600069,-0.3032533,-0.08018796,-0.7831123,0.18402398,0.28761998,-0.17817,0.08094196
-1.1279836,0.08288778,1.0837265,0.6816099,0.29286444,-0.59101653,0.5415636,0.11359596,1.0806837,-0.5060096,1.1378081,0.75228804,-0.5100054,-0.6132299,-0.2782576,-0.18797885,-1.0525993,0.27738297,0.34360057,-0.14110334,-0.11112792
-0.60182434,0.20237917,-0.10127909,-0.3635382,0.70452267,-0.7619878,0.23510754,0.8037558,-0.09764908,-1.0223246,0.41907296,-0.1336668,0.8823547,-0.59505826,0.83494645,0.07654213,0.18748145,-0.06718741,0.38479573,-0.21482761,0.36942914
-0.18723972,-0.8506089,-1.8463789,-1.9017572,1.0912137,-2.0968447,0.06897536,1.8642119,0.34303564,-2.2319148,1.4118618,1.1050631,1.7873099,-1.4824628,1.7694346,-2.0719032,2.1196985,-0.59201837,0.34318045,0.2327896,0.53549224
-0.80458695,0.34879547,0.86677194,-1.4760878,1.1169343,-0.16163036,-0.29246122,1.4341637,1.6273636,-1.3454382,1.0379517,-0.53765154,0.29155666,-0.97618884,1.8467859,0.044695288,0.7368812,-0.5350325,0.2757941,-0.71561784,-0.05923474
-0.8572048,-1.376731,0.28719032,-0.39054656,0.71584934,-0.30141878,-0.25575918,1.4662571,-0.17744094,-0.90297854,0.85303426,0.56172806,1.1137991,-1.7392898,0.26632512,0.31549835,0.5108941,-0.32880205,0.96098137,-0.115811534,0.3539753
-0.61062855,-0.5338313,-0.8955099,-1.2130449,1.5768976,0.06398871,0.24685478,1.6758796,0.39936683,-1.2192148,1.4086398,0.780265,1.442614,-1.0536485,1.0101236,1.0254769,0.7051864,-0.45666352,1.643003,-0.010942283,1.0374956
-0.89958525,-0.04930599,-0.90822196,0.4731462,-1.556065,-0.9820521,0.20278008,0.57651657,0.05494423,-0.9957743,1.9735292,0.9323946,-0.5488671,0.27682745,0.099732906,-0.40360844,-1.2706906,-0.9647137,-1.0980643,0.74127483,-0.23129584
-0.5751488,-0.010729092,-0.8041255,0.45593828,-1.2656479,-1.1957811,0.37623334,0.52179664,0.018912684,-0.93224007,1.8836757,0.97792727,-0.6294119,0.15971173,0.32131165,-0.50899297,-1.3010753,-1.2263073,-1.0016401,0.6729827,-0.28851208
-1.1312433,0.24444035,-0.42525694,0.46964893,-1.7684542,-2.0288904,-0.05724349,0.34565574,0.0745808,-0.93759245,1.9949099,0.76595324,0.27488208,-0.24563566,0.25865093,-0.24565946,-1.4274553,-1.2100033,0.044316337,0.7557267,-0.7305782
-1.1132692,0.26825944,-0.33928293,0.38565895,-1.5114797,-2.0900567,0.1740002,0.49514663,0.10088327,-0.95696986,1.817645,0.6187378,-0.21972527,-0.27048317,0.38441288,-0.21982959,-1.4363707,-1.4434814,0.21205898,0.52326834,-0.861292
-0.43198505,-0.6482983,0.053917598,-0.43549934,-1.1808441,-1.346184,0.20762585,0.5038682,0.16270255,-0.5124684,1.9189035,1.3676708,-0.60422164,-0.2921281,0.7982686,-1.1230909,-0.97779906,-0.8607313,-1.1433187,-0.46816504,-0.2561388
-0.25453904,-0.5979894,-0.1817049,-0.4511612,-0.90896237,-1.4922112,0.3446135,0.29114917,0.13895723,-0.44643942,1.9200054,1.4115887,-0.6648092,-0.37370914,0.96389174,-1.3200214,-0.88298166,-1.1322035,-0.97762126,-0.3452547,-0.17098151
-0.7423688,0.27598143,-0.15564823,0.7195053,-1.0892448,-0.0045988397,0.41383564,1.243682,-0.32202145,-1.0110434,0.44561207,0.5898125,-0.2066079,-0.42969698,0.6101428,0.26427165,-0.58380824,0.29397538,-0.73917514,0.66313237,-0.5794724
-0.58908683,0.008197998,-0.18581879,0.66983986,-0.90206903,0.14965624,0.5228606,1.1750594,-0.30124772,-0.8963939,0.5136163,0.48937958,-0.13430494,0.07514002,0.5370538,0.13704315,-0.34729537,0.4211974,-0.768791,0.25277925,-0.38935745
-0.6374158,0.075315565,-0.48583183,0.47493783,-0.8821159,0.442809,0.5308744,0.88208807,-0.30347013,-0.87997305,0.58612764,0.7795326,-0.14774863,-0.1691098,0.57621384,0.03502316,-0.30034763,0.41076416,-0.93327075,0.5749453,-0.21559098
-0.9237697,0.4050232,0.016062887,0.6476196,-1.1153642,-0.9369923,0.17373565,0.96787286,-0.3494983,-0.8990861,0.42962742,0.5995178,0.33042088,-1.0463911,0.629745,-0.061598998,-0.43463355,0.33096045,0.2445963,0.77494216,-0.63839144
-1.1309404,0.42733222,0.2042079,0.6154876,-0.7533622,-0.9293101,0.16099994,1.0612689,-0.21442509,-0.9714738,0.44423297,0.37593126,0.41320336,-0.79653907,0.59245795,0.2705094,-0.5727437,0.31991357,0.48908177,0.59768695,-0.6806272
-1.095505,0.44350424,0.08625587,0.5014171,-0.807937,-0.91431934,0.23003758,1.0178717,-0.32888657,-0.9023357,0.49667934,0.46737194,0.28710133,-0.68729174,0.61682904,0.15505064,-0.47101557,0.46121216,0.4311337,0.573818,-0.6762094
-0.5070059,-0.48194778,0.6383824,-0.04023519,-0.89010185,-0.42108494,0.36814493,1.3293767,-0.31679696,-0.47944617,0.5072273,1.0255996,-0.091534056,-0.92273605,1.3777534,-0.829821,-0.075742364,0.24760625,-0.8294906,-0.3263166,-0.63680863
-0.38267854,-0.3934126,0.4226177,-0.17655803,-0.75781447,-0.086148426,0.38674986,1.2729405,-0.12144174,-0.4586506,0.62442935,1.0905703,-0.327419,-0.94155866,1.1004901,-0.6301752,-0.06311314,0.27017295,-0.85712796,-0.017242938,-0.2317565
-0.4162431,-0.6772314,0.47471637,-0.24176303,-0.5741158,-0.03541252,0.436968,1.2440276,-0.25250316,-0.37697145,0.6744599,1.0592405,-0.12001371,-0.65440893,1.3308766,-0.73213613,0.041655518,0.36868042,-1.0018624,-0.2961214,-0.26257172
-0.4305146,-0.56805605,0.43008325,-0.32346326,-0.5425062,-0.21563785,0.50132155,1.2301122,-0.039673265,-0.44288364,0.640509,1.148312,-0.29753137,-0.5056937,1.1516892,-0.7568836,-0.037642606,0.55877656,-0.7768779,-0.3707382,-0.14558683
-1.1289717,0.10451968,0.5641959,-0.63169503,0.7206718,-0.1073841,0.0011925448,-0.18713239,2.0281668,-0.6297177,0.52514964,0.78643745,-0.037655868,-0.5576668,1.8920566,0.31621835,0.11076358,0.08071287,-0.2698119,0.42014158,-0.47332326
-1.3744551,0.7125583,-0.25887886,0.18563981,-0.2617035,-0.01765032,0.70998377,0.5458239,1.3580893,0.03136553,-0.17524575,0.8377164,0.2472539,0.022231175,1.4418763,0.26368713,-0.11854943,-0.4086773,0.3720572,0.055418678,0.4151091
-1.2293395,-0.58337474,-0.2814033,0.35893616,-0.14828919,-0.098764315,0.6637013,1.0330224,-0.04280467,-1.9603308,0.56056947,0.22473744,0.50019366,-0.11221982,1.5891553,-1.4796144,0.43901014,-0.07675052,0.9355052,-0.9300747,-0.997409
-1.1449085,-0.29278854,0.5259809,1.0661492,-0.12388217,-0.08162177,0.38383237,0.3185922,-0.26104066,-1.2304257,0.38744834,0.57625145,0.49234304,-0.3555014,1.1945053,-0.42851987,-0.52942055,0.6197711,0.3132915,-0.5288118,-0.88524413
-0.861478,-0.03961765,-0.5893053,1.2234671,0.1649199,-0.13895395,0.71291184,0.6170547,-0.30382273,-0.9712429,0.8318117,0.6944595,0.4835672,0.124501355,1.3038942,-0.4791453,-0.5452226,1.5373023,0.21150193,-0.16656457,-1.1795876
-1.2816579,-0.13848503,-1.7292036,0.77926856,-0.7025767,0.11706317,0.965537,0.2126013,-0.8673832,-1.6199496,0.33809352,0.7629083,-0.014557613,-0.3185668,0.94285214,-0.5220433,-0.38700262,1.2054577,-0.28804457,0.43634003,-0.69171065
-1.7621642,0.5326341,-1.154883,1.0240792,-0.75309825,-0.7367763,0.73879474,0.017998494,-1.0734085,-1.3674725,0.10527668,0.6462172,1.0677783,-1.0711988,0.8180065,-0.52081555,-0.66044146,0.5814945,1.0491885,0.47851044,-0.8012953
-0.9965892,-0.9849484,-0.5086944,-0.08561586,-0.23802853,-0.5773228,0.68437994,0.24624197,-0.71677405,-0.92154896,0.5254538,1.2945898,0.07299241,-0.51090896,1.5756114,-1.8974513,0.054349802,1.1786686,-0.36393633,-0.748942,-0.20144397
-0.8191091,-0.29093432,-0.11873071,1.4842545,0.8766822,0.79375964,0.49078184,0.39328602,0.6968144,-1.3307861,0.98266715,0.25446293,-0.7425348,0.6474408,1.9113045,-0.043420468,-0.9420122,1.7741071,-0.14826463,0.6076003,-0.7124499
-1.8947246,-0.8569364,1.007377,1.3573824,-0.6559176,-0.48313186,0.41267306,-1.7078488,-0.71497124,-1.3577985,0.7824763,-0.7223175,0.91485,-0.99684995,1.7544309,-0.027077353,-0.13086617,1.4081612,0.5369869,-0.7823175,-0.6937695
-0.41100758,0.64093196,0.006640983,0.12660678,-0.22913936,0.7778917,0.6166615,0.22623564,0.08466824,-0.15978779,0.84426534,0.70551234,-0.26956278,-0.37538832,1.3913313,-0.17093897,-0.57795495,0.28143802,0.050273355,0.46283147,-0.47378495
-0.24774107,0.8572902,0.28574243,0.0014901696,-0.18967806,1.2079808,0.5509491,0.5353199,0.3335814,-0.034324918,0.8060841,0.83362067,-0.64884776,-0.47130355,1.568123,-0.14124595,-0.6162305,0.27167994,0.09969389,0.79077744,-0.5460024
-0.5427921,0.56676835,-0.09063257,0.060268857,-0.47167772,0.43058577,0.050325993,0.14611891,0.1809569,-0.15794902,0.48708645,0.47915688,-0.107716486,0.15555158,1.6593618,0.25595796,-0.7293981,0.31203038,-0.13249254,0.67323846,-0.705064
-1.0697011,0.10008998,-0.6939275,0.37200344,-0.08776987,0.60054356,0.48783064,0.63221884,-0.2928264,-0.495916,0.105481625,0.8537794,0.015023246,0.018929712,0.37178153,-0.6102251,-0.42695755,0.36561105,-0.2931659,-0.36147937,-0.26127777
0.59330165,0.4419324,-0.7705624,0.40516165,-0.41789332,-0.9241048,0.9815359,0.48679575,-1.052524,-0.5605319,-0.05651549,1.2790715,-0.048986215,-0.8781071,1.2343016,-0.061407033,-1.858657,0.8534403,-0.92994034,0.23114313,0.20409673
0.048485063,0.5895759,-0.13422626,0.81724155,-0.4747367,-2.0405047,0.6962014,0.21546061,-1.094436,-0.65060574,-0.051037982,1.1051278,0.732444,-1.3242043,1.4093179,-0.1952706,-1.5208759,0.57776403,0.36285585,0.029453332,-0.2862606
-0.15730761,0.18653621,0.436403,0.5460663,-0.06870764,-0.8330736,1.3102438,1.6832796,-0.53210735,-0.56765515,-0.45362023,1.2876161,0.5072584,-1.3152303,1.6196702,-1.1994756,-1.3500034,-0.0055599427,-0.15827984,-0.7462981,0.36493385
-0.37816602,0.40875354,0.016253853,0.23485427,0.17979866,-0.23604384,0.13283385,0.13426858,-0.21168447,-0.6235245,0.110988826,-0.015390193,0.2638502,0.042694464,0.5197226,0.08725622,-0.115924366,0.13928834,-0.15966873,-0.2897563,-0.06887169
-0.4621312,0.39404854,-0.09743025,0.2202669,0.26097715,-0.4065498,0.0448764,0.24016863,-0.29161227,-0.81729066,0.013634828,-0.22270004,0.42174956,0.17420205,0.6341264,0.07506974,-0.068781346,0.21647444,-0.099665456,-0.37883276,-0.09090926
-0.9811149,0.033876117,-0.7813177,0.21597826,0.33102962,-0.7274821,0.36183688,-0.2940662,-0.17025967,-1.8210007,0.76987404,0.8896652,-0.5043002,0.17833625,-0.11888989,0.73949605,-0.26391208,0.36229014,-0.75685173,0.18282726,0.021297684
-0.7389766,0.2817009,-0.44308993,0.23838176,0.2604219,0.07864847,0.32118312,-0.3463866,-0.3138297,-1.8645455,0.6247753,0.80591875,-0.3928249,0.6276383,0.074556395,0.6753203,-0.37676752,0.4100507,-1.231639,-0.06795251,-0.22274916
-0.7976484,0.104218036,-0.6906104,0.1896782,0.51565874,-0.22450121,0.39932555,-0.24966234,-0.012579979,-1.9161515,0.8588485,0.8740653,-0.34425184,0.5133826,-0.32309255,0.7497452,-0.3821719,0.06002348,-1.1892136,0.13737373,0.09419707
-1.0637437,0.13090295,-0.14987433,0.6097427,0.11479716,0.27671364,0.35684198,-0.27956462,-0.3083777,-1.3454006,0.49811482,0.9163406,-0.41576985,0.5340207,-0.044897508,0.757172,-0.25811678,0.26684636,-1.4132284,0.14301123,0.013480134
-0.7609329,0.044485874,-0.44977304,0.3373365,0.0022481247,-0.06255208,0.21011524,-0.22293104,-0.21153219,-1.6809517,0.90228826,0.9593768,-0.593725,0.2845438,0.044323195,0.5333046,-0.37408948,0.4001104,-1.1638714,0.42919126,0.13483086
-0.8222018,0.1334774,-0.3500768,0.39775214,0.08278517,0.14825115,0.12949944,-0.3132622,-0.27187875,-1.8551284,0.80558467,0.9494488,-0.30679375,0.5357609,-0.041001182,0.29856628,-0.20117587,0.09707488,-1.2197174,0.14607425,0.06977224
-0.6648322,0.8229936,-0.63493717,0.18231578,0.47314307,0.21786574,0.17284882,-0.0052651227,-0.6422014,-1.7139394,0.9339012,0.8128533,0.7685566,0.9753373,-0.68531346,0.25691587,-0.2994906,-0.47175005,-1.6985444,0.41585785,-0.39829972
-0.80369914,0.30215478,-0.5392798,0.7055697,0.49428186,-0.0817484,0.13433929,-0.4203816,-0.23406498,-1.9499458,0.8673083,0.7594988,-0.23336785,0.36471063,-0.04357326,0.72755116,-0.48507354,0.098885745,-1.0458258,0.45281878,-0.065857016
-1.4013091,-0.054860488,-1.192279,0.5203538,0.8739396,0.10012639,0.9398739,-0.7544129,-0.08639052,-1.4799677,-0.12758909,0.58272845,-0.29088113,0.3593389,1.1286421,0.77171445,-0.8710553,-0.007534339,-1.5800259,0.39374343,-0.18406391
-0.8824557,0.09667671,-0.5153681,0.25690588,0.03968808,0.091265894,0.24611393,-0.0483377,-0.29368037,-1.8117203,0.65800285,0.98563194,-0.5190125,0.88529104,-0.0270864,0.6669509,-0.14922221,0.43533337,-1.2001941,0.007335045,0.15096314
-1.0352099,0.1977673,-0.68900657,0.41904327,0.34185317,-0.28521878,-0.1250931,-0.4905575,-0.31023884,-1.7621562,0.7284844,0.8658889,-0.16833566,0.4653494,0.059291657,0.43852812,-0.36200166,0.27085698,-1.12479,0.115553536,-0.032004416
0.122513644,1.2383636,-0.21990463,0.9758887,0.3983671,0.22878613,0.9192611,-0.006026583,-0.59295243,-1.933538,0.45991609,1.0110123,-0.3328015,0.425884,0.47445798,0.46979392,0.1750308,0.78149736,-1.847975,0.39502874,-0.027296117
-0.8329353,0.24931462,-0.38454986,0.58834773,0.4217545,0.040867373,0.3671188,-0.2993337,-0.097394444,-1.6621635,0.818953,0.50583124,-0.23554023,0.31418616,-0.19148263,0.906066,-0.8509876,0.18098849,-1.0703151,0.3398214,0.084008984
-1.5430342,0.5332187,0.1156232,0.29910558,0.2595061,-1.3651413,0.042663045,-0.76368314,-0.500462,-1.8787287,0.6001206,0.78910476,0.5499682,-0.35694063,0.29177082,0.9356412,-0.25816044,0.13428105,0.56034535,0.4027225,-0.30191898
-1.451356,0.6338901,0.3501639,0.4181095,0.107077815,-0.9393316,0.08725427,-0.9453908,-0.7832857,-2.1231713,0.39020237,0.7269747,0.5693681,-0.08917966,0.41906258,0.8946186,-0.46190876,0.40956092,0.3190439,0.35166734,-0.49020517
-1.3751196,0.48551923,0.08446803,0.436128,0.20101169,-1.3453898,0.048165545,-0.88134146,-0.31948212,-1.8879703,0.8413069,0.7270284,0.8663029,0.054378986,0.102857955,0.87731075,-0.3845055,-0.22707689,0.29352218,0.09611913,-0.48163483
-1.6886145,0.80939925,0.26537326,0.6512477,-0.04736696,-0.9743486,-0.03446182,-0.58049136,-0.6316468,-1.5114446,0.20996314,0.8047048,0.72005,-0.18902889,-0.013621043,0.7815923,-0.13556443,0.026936397,-0.20886114,0.21431641,-0.30167693
-1.2756885,0.48793232,0.081590824,0.6188869,-0.12692256,-1.2065463,-0.008123842,-0.5367675,-0.37545907,-1.5871571,0.5876877,1.0230231,0.3371803,-0.034412913,0.23177417,0.7557195,-0.19300988,0.25190675,0.16402003,0.44491324,-0.37859523
-1.3919914,0.5416546,0.34954542,0.5918445,-0.14879212,-0.9259408,-0.1509983,-0.8291929,-0.58585507,-1.8455386,0.5593226,0.86656123,0.5664443,-0.073252074,0.060937583,0.42504987,-0.31328928,-0.019700533,0.19530201,0.1661942,-0.1927155
-1.3109064,1.4981639,0.0904431,0.1861992,0.28631783,-0.6334533,-0.17411077,-0.44316566,-1.1826619,-1.6309913,0.5868105,0.5934108,2.0874743,0.4086225,-0.37687415,0.29842347,-0.09421607,-0.69500506,-0.08224145,0.38048577,-1.0812433
-1.4048358,0.56946874,0.027925566,0.7212419,0.2102606,-1.0725902,-0.20281324,-0.9419046,-0.69866693,-1.7839338,0.6022208,0.5164305,0.60180575,-0.11602922,0.27927473,0.4950704,-0.33731574,0.085080236,0.17020725,0.35702166,-0.56006277
-2.098498,0.4094491,-0.6279792,0.8288805,0.87408,-1.1353862,0.6092755,-1.3484199,-0.48148146,-1.4139587,-0.45300937,0.35022014,0.8492571,-0.095643885,1.7890972,0.7644168,-0.8273415,-0.37544203,-0.4888057,0.47014531,-0.7700776
-1.567584,0.57953566,0.056902483,0.60509264,-0.063658185,-1.1472964,-0.09556464,-0.323903,-0.6816304,-1.8821818,0.40559667,0.68854356,0.5459196,-0.20250349,0.23542587,0.7913549,-0.09279581,0.107219875,0.21949095,0.18100037,-0.18663989
-1.4609543,0.62687606,-0.10345142,0.5135697,0.16647273,-1.0979445,-0.063886136,-0.84536594,-0.73359907,-1.8520646,0.34629408,0.6106195,0.6745618,-0.09243368,0.34175017,0.6636838,-0.26942292,0.15818149,0.120756544,0.21025495,-0.54244125
-0.4492713,1.9939446,0.2925864,1.1969539,0.32597706,-0.91036886,0.6486014,-0.24141505,-1.0268348,-2.003759,0.18777768,0.6239263,0.8486329,0.00278573,0.8081272,0.49358112,0.18361564,0.8118085,-0.7745865,0.75963885,-0.6398936
-1.4631025,0.72505367,0.2692309,0.7791427,0.1547426,-1.0420998,-0.21969126,-0.84306777,-0.47788027,-1.6562624,0.7682749,0.40947142,0.53723854,-0.048787225,0.28368688,0.91178083,-0.7942779,-0.038396034,0.21899192,0.44880635,-0.4632942
-0.6667171,0.11755348,0.7599846,-0.29094008,0.26790732,-0.034328695,-0.21735048,-0.350745,-0.22857419,-1.9459023,0.9742668,0.8335709,0.14830603,-0.16685385,0.36463052,0.851808,-0.68430984,-0.24003954,0.17776799,0.27497774,0.83096004
-0.35008293,0.23599765,1.1808164,-0.13027383,0.19435176,0.3601638,-0.37671304,-0.6149015,-0.36561975,-2.1639135,0.8617425,0.5639243,0.3689685,0.4956555,0.410868,0.5598514,-0.9354054,0.0068296543,-0.17834543,-0.12788485,0.53246796
-0.23739177,0.14249022,0.80187196,-0.10621885,0.31764352,0.33265546,-0.23080277,-0.44371927,0.13092943,-1.8006436,1.1044422,0.8722924,0.4870568,0.34626558,0.13069096,0.8589288,-0.90722543,-0.62895006,-0.25741923,0.22224793,0.8103973
-0.7432323,0.13692568,1.1107764,0.06103914,-0.059359193,0.5128695,-0.14119416,-0.32166934,-0.3727523,-1.5504652,0.628258,0.974064,0.20902763,0.4379088,0.16512924,0.8128938,-0.6311128,-0.19122164,-0.38568097,0.20453577,0.68254834
-0.1899733,0.25423244,0.9337298,-0.25755322,-0.037020497,0.3858684,-0.3303535,-0.23499155,-0.060664535,-1.79403,1.0133474,0.9503802,-0.0710264,0.21018894,0.35786724,0.72569376,-0.5465577,-0.18564075,-0.34501308,0.31098938,0.874268
-0.6136248,0.071946286,0.8259917,-0.032138992,-0.22786641,0.57894355,-0.31989664,-0.66115755,-0.27976876,-1.795897,0.9349111,1.0237886,0.33985287,0.458404,0.11661942,0.3540067,-0.67792696,-0.284295,-0.2966732,0.2918767,0.7075614
-0.3581217,0.8720219,1.2197886,-0.6477225,0.23662007,1.0581967,-0.35593954,-0.14241552,-0.80997616,-1.8952328,1.0700121,0.7630195,1.6337935,1.1497521,-0.4474854,0.15678105,-0.57740134,-0.91220766,-0.62937826,0.1852429,0.04686533
-0.53899324,0.18121016,0.8937062,-0.18100744,0.10163396,0.36517328,-0.15659878,-0.73861337,-0.2580721,-1.876538,0.998377,0.7545845,0.4325094,0.27423075,0.31083187,0.5833708,-0.8980467,-0.230055,-0.14245775,0.27669582,0.6589229
-0.9971626,-0.07943169,-0.045808624,-0.04673613,0.6978824,0.6176048,0.63902664,-0.90699273,0.17496395,-1.4742421,-0.3123986,0.6939628,0.5067828,0.31397542,1.655881,0.88846576,-1.5694407,-0.47398126,-0.7422348,0.5733241,0.72166085
-0.5268563,0.25407332,0.95020735,-0.12126482,-0.021063227,0.24225487,-0.42577246,-0.25023755,-0.35846677,-1.9731601,0.9346284,0.80415016,0.15447874,0.3705901,0.42223272,0.7405129,-0.61114293,-0.077753015,-0.3633166,0.11890474,0.9737412
-0.449592,0.17213987,0.69132555,-0.08503118,0.24371141,0.3165878,-0.38560683,-0.5396803,-0.3007999,-1.8933225,0.8435556,0.7407848,0.4226505,0.33725145,0.28998336,0.44284797,-0.74293363,-0.114581995,-0.26648828,0.21639723,0.80841964
0.7411214,1.3771712,0.9652841,0.3736729,0.09032887,0.8228256,0.47481984,-0.07031208,-0.52584964,-2.0251396,0.6551956,0.8194728,0.5116252,0.49973726,0.620846,0.41915113,-0.32063538,0.7438049,-1.085461,0.60917675,0.7727676
-0.6028956,0.39189568,0.887992,-0.15374134,0.2618713,0.47539267,-0.3994895,-0.26531506,-0.09966696,-1.9136499,1.0361753,0.30652902,0.2435581,0.25265166,0.17856197,0.6375167,-1.2094641,-0.15171055,-0.24622285,0.14876539,0.8144531
-0.72566986,0.15590627,0.48743296,0.23066965,0.29296663,0.08011657,-0.15706061,0.033633146,0.049333397,-0.65673023,1.1152114,0.48298737,0.2936118,-0.47355694,1.0166092,-0.42238268,-0.30710807,0.12727654,-0.4610109,-0.13122426,-0.46736664
-0.64837515,-0.5266255,-0.7038953,0.2005839,0.67136055,0.57837296,0.44598952,0.20426704,0.40863988,-0.86015964,0.87817115,0.73087525,0.43289575,-0.28532848,0.85463196,0.81648135,-0.055513967,0.4266251,0.3414862,0.2396149,0.6058067
-0.8002728,-0.9200945,-0.06577533,1.3692806,0.86000127,0.4768574,0.07253629,1.7138854,0.5745135,-1.5341176,1.0685619,0.7151445,1.0178529,0.7508362,0.8584591,1.3023667,-0.034289185,0.6842624,0.31567666,-0.19928162,1.6604362
-0.7443147,0.40201446,0.38282987,0.25095662,0.18795457,0.3343321,-0.015321812,0.62791,0.28181452,-0.24438223,1.0057777,0.6579257,1.090038,-0.7576696,1.0262177,-0.68712056,-0.40407965,0.91460717,0.14580116,-0.3368498,-0.3402942
-0.59725726,0.4015065,0.63390166,0.06307059,0.32593825,0.2116464,-0.035332184,0.5928923,0.15139623,-0.033676818,0.93173367,0.43214795,1.2667905,-0.55457807,1.1837046,-0.60534537,-0.41895026,0.9759765,0.13458535,-0.098451406,-0.17849156
-0.609633,0.41535795,0.71784925,-0.22661921,0.22363622,0.33690873,0.02462593,0.7062937,0.16019134,-0.033491265,1.0422697,0.3743704,1.0346515,-0.5271826,1.1096088,-0.60219663,-0.39598912,0.8505818,0.38470566,0.0120025035,-0.047447
-0.9155843,0.30308843,0.6712428,0.24012077,0.26700678,0.16609259,-0.027137928,0.69345486,0.3183793,-0.069897674,0.858981,0.6152852,1.2056116,-0.45935655,1.1449385,-0.5119121,-0.48567238,0.84358877,0.12933637,-0.12834115,-0.29495785
-0.6810431,0.37221485,0.7133739,-0.02510574,0.24365942,0.3589644,-0.012955808,0.6930251,0.23376699,0.055445008,0.88434327,0.2637265,1.0939026,-0.58323103,1.1006008,-0.63114595,-0.4550348,0.92439723,0.28782597,-0.012164461,-0.31846973
-0.63090265,0.30759487,0.5058251,-0.021578977,0.2843025,0.36928546,0.22654708,0.8441069,0.17221288,-0.12031112,0.93257594,0.531697,0.95513076,-0.7952908,1.081351,-0.8144567,-0.59035707,1.13402,0.25216538,-0.04313428,-0.09632377
-1.0473287,0.15910037,0.9984282,0.4904755,-0.047936883,0.2799761,-0.19058418,0.619166,0.38302705,-0.35230458,0.56672907,1.0721672,0.5717171,-0.8663173,1.0751514,-0.33133137,-0.38973862,0.81400955,0.306635,-0.15032245,0.34957728
