p_0,p_1,p_2,p_3,p_4,p_5
2.923643,0.7585652,3.58627,0.9250184,-0.13220829,0.38011497
0.24841325,0.53342634,2.380875,1.2276417,0.11463354,2.7244654
-0.23114146,-1.4256771,3.0253122,-0.6442898,0.1449883,1.3944539
0.57378995,-0.13095134,3.2790384,-0.6332182,-0.7611584,0.4595251
-0.6477133,-1.1036688,1.7385763,1.0708091,0.83710384,1.4601094
1.660169,0.6191132,3.035991,1.2671506,-0.4590381,0.5641695
-1.3725706,-0.052838717,0.4638403,-0.845088,2.0772357,0.46858183
-1.5273228,-0.35908726,0.630219,-0.37830365,1.7174811,1.7322149
-0.7149864,-0.18831009,0.8804268,-0.41472185,1.9680225,0.86598134
0.06580994,0.7684784,0.89869523,-0.060345214,3.7841964,-1.2492484
0.42230847,0.511009,1.0120398,0.02053261,1.5409012,-0.72533333
-2.0856442,0.6773738,1.9270481,-2.1940506,-0.07678226,2.3330553
-0.3712644,3.5779243,0.74735135,1.6324183,-0.60855156,2.6329157
1.6873937,2.9430532,0.60739225,-0.6670052,3.0121553,1.4498856
-0.67255545,0.14885598,3.8734374,-2.9342134,-1.706146,0.22344157
-0.8679387,0.7504079,2.4355316,-3.835279,0.4890974,1.4486698
-2.2729409,1.5376024,2.300291,-4.414878,1.435022,1.3211071
-1.3159205,0.66185445,1.9906784,-3.9159522,1.1984322,1.9898666
-0.48547947,1.5501411,0.2351621,-0.65480256,3.534387,-0.034071635
-1.5234295,0.05796444,1.4638816,-2.1439683,3.3363714,-1.4540306
0.06171867,0.5674971,0.6611453,-1.3652861,1.5807942,-0.22096694
0.22842032,0.46289045,0.7606761,-1.5755647,1.3982342,0.06745099
0.1221083,0.4671421,0.7977606,-1.5338229,1.4809152,-0.024554254
0.41934612,0.74846524,1.5579429,-1.4866718,-0.26851514,2.7333922
0.4020238,0.5680556,1.5106133,-1.6308738,-0.016474618,2.7341068
0.67583823,0.85820585,1.4269968,-1.03389,-0.503919,1.78099
0.7526224,0.8558162,1.4678622,-1.1274872,-0.58073694,1.5933048
-3.0150692,3.6173534,0.29404262,0.05971851,1.4714032,1.9114907
1.2186828,0.69453543,1.7933699,0.64902866,0.21936844,-0.07101148
0.67427266,0.3484933,1.2671415,-0.97820914,0.48645657,-0.26668787
0.5901256,2.515084,0.7078671,0.7618192,0.9103335,0.45222014
2.1524441,1.9818082,1.1763943,-0.2978546,1.6655027,0.016897215
1.148257,2.0725887,0.5743979,-0.53964925,2.0189552,1.229912
1.5990365,-0.46596438,2.3440924,-0.74046683,0.30736825,0.85569614
1.0540088,-0.72957337,2.5601928,-0.89568365,-0.13588715,0.36361274
1.0036653,-0.6134091,2.0504858,-0.9125172,0.19554314,0.9574345
0.75931394,-0.84141284,2.2918591,-0.94040686,-0.0749009,0.92437446
1.4881613,-0.40885067,2.6985967,-0.42809957,0.38892272,1.7777163
1.546915,-0.49616253,2.1804,-0.2943538,0.9042738,1.7226093
1.6402088,-0.59820086,2.1113124,-0.7216138,0.91033196,1.7698581
1.6564579,-0.29460633,1.8705463,-0.38040426,0.6472695,1.7898891
1.3873415,-0.50946456,2.0923495,-0.6451845,0.95656127,1.3575314
1.642919,-0.57641405,2.084088,-0.40617287,1.0433544,1.8711467
1.5494336,-0.49367946,2.0318992,-0.7771831,0.7022667,1.9039102
1.6696858,-0.31479603,2.2849255,-0.33647716,0.5418231,1.3180081
2.019627,-0.43584752,2.2871237,-0.44462734,0.90801644,1.6287318
1.6047245,-0.60125387,2.1489494,-0.75062317,0.7849787,1.6470288
1.8923553,-0.60396576,2.2133079,-0.8632318,0.96913403,1.5780802
1.5793844,-0.60153544,2.7472737,-0.5815034,0.64052695,1.9466399
-0.35884172,-0.98266196,1.8718647,-0.7273039,0.18007582,1.7415727
-0.055784356,-0.9423235,1.7963713,-0.806111,0.5373416,1.8958007
0.13105126,-0.86840224,2.0604737,-0.8470807,0.07503169,1.2023546
1.8940347,-0.44102028,2.5250669,-0.49800742,0.17232582,0.7005175
-1.7896699,-0.65417594,3.3619092,-0.56975305,4.5288367,-2.30211
0.28694394,-0.1897667,2.7492874,-2.7208204,1.6879183,0.772416
1.2009485,0.04227076,1.5339026,-0.99148923,0.40832853,0.59612715
1.7392951,-1.0497531,4.2591534,-1.5995445,2.4352524,-1.6509598
1.4886305,-0.93005687,4.1937404,-1.4970735,1.9259471,-1.5060973
1.5250528,-0.827219,3.9127254,-1.807297,2.2358084,-1.5734494
-2.1801007,-0.09191737,0.9768651,-0.5141329,1.2507651,2.5302262
-0.57853603,-0.7016207,1.4705205,-1.1655147,0.49927163,1.3745481
-2.3535428,-0.9791786,1.6194487,-1.1895612,0.66989106,2.0829
-1.015146,-0.8619587,1.5424435,-1.6366457,0.22325641,1.2692624
-1.0292315,-0.89700866,1.5353689,-1.5251317,0.2397293,1.1672001
-5.2875147,0.7998405,2.0952504,-3.2811522,1.5026402,2.9416692
-1.320953,-0.86578244,2.5571563,-1.3731941,0.72726464,0.25592235
-0.57510704,-0.84556925,4.267929,1.4178118,0.39838457,-2.0145895
-1.5053389,-2.8450253,3.3614814,-3.251046,0.20348883,2.3298206
0.026924172,1.8514708,2.4448364,0.31601116,0.8146252,-2.1439745
-0.28062865,1.8616889,2.4422877,0.23272328,0.7176801,-2.066641
-0.6547864,1.9801091,3.0825574,0.630881,-1.0103443,-1.0386577
-0.7123851,1.8263025,3.178459,0.91185737,-0.9828289,-1.0343667
-0.58173305,1.6900339,2.863766,0.7486015,-0.7731242,-0.94526297
-0.44644007,1.5983448,3.042583,0.97204983,-0.7572012,-1.1612608
-2.0421154,0.70044947,2.7093258,-4.239161,2.5216863,-1.2620013
-1.3433326,-0.23264377,3.6445854,-2.2520015,-1.7577422,0.049036134
2.9405625,1.5546899,1.7030431,-0.3468641,3.090576,-1.7187973
1.6895485,1.6051534,2.4543984,-0.28828132,1.8450642,-1.8807787
1.5508955,1.6068099,2.5253348,-0.0045675845,1.7465639,-1.8755655
2.0618162,1.8264335,2.3229916,-0.40887904,2.2196858,-2.0172205
1.4026793,1.6183808,2.7403762,-0.12298341,1.5927107,-1.907844
1.4411588,1.8608584,2.5504808,-0.06917955,1.7675642,-1.9256006
1.5940297,1.6750135,2.5102353,-0.12539381,1.8469621,-1.9446052
-1.8253404,-2.289398,2.954312,-0.8270645,1.7992064,0.62996346
-1.9347234,-1.0524231,3.5135148,1.6247087,-0.1428119,0.03727599
-2.8075716,-0.7010465,3.057912,0.94778323,-0.1564528,1.7816402
-0.7220648,1.1662024,1.1952734,-1.3733145,-0.2954016,-0.31156296
-1.026254,1.5709152,1.5813204,-1.745005,-0.5838007,-0.3387145
-2.2148447,3.8853927,0.9648177,-1.7886969,-0.65577227,1.1206093
-0.71649194,1.0204363,0.8741363,-1.363144,-0.24996012,-0.2802
-0.75333875,1.2288475,1.2756147,-0.8345223,-0.6486577,0.18257615
-0.6431798,1.1531576,1.1663798,-1.9945368,-0.5848045,1.0564275
-0.3913197,0.9543418,1.290513,-2.2383146,-0.78254974,1.4846059
-0.5972066,1.0265957,1.2905096,-2.1968753,-0.64606893,1.4334015
-0.57671916,1.1413791,1.2040218,-2.5005615,-0.42815924,0.48513067
-1.3339713,1.7175969,0.9044026,-1.6204715,0.2975742,0.5737591
-0.83468324,1.4686763,0.96326864,-1.764687,0.16681941,0.76313627
-1.1374943,1.5021036,1.0802225,-1.764164,0.14231259,0.83648646
-1.0708697,1.4204047,1.0360998,-1.8985744,0.18255253,0.08361245
-0.7770139,2.8137352,0.9800438,-1.1044167,0.032338005,0.5833618
-0.3219515,2.6350083,0.88706964,-0.8631483,0.0006497826,0.8692987
-0.6849207,2.8818512,1.0359663,-1.3536851,-0.017150713,0.85188574
-1.3190542,3.2863724,1.484112,-2.2394557,0.38484186,-0.2509829
1.6034257,1.0076429,1.8057017,-1.1171749,-0.19260277,1.555052
1.5845455,1.0962275,1.7355767,-1.0797704,-0.10577843,1.6312523
0.19815224,0.66629297,1.0851666,-0.6999649,-0.1503258,0.053858142
0.94139725,0.6867651,2.0216856,-2.118602,-0.4140606,-0.04743873
0.49502474,0.32155743,1.1656579,-0.91673166,-0.05947796,0.37297016
0.48377094,-1.1084499,0.9193713,-1.9057337,1.3028085,-1.7500955
0.12873411,0.7554666,1.6024923,-1.0708785,-0.084898286,-0.10681074
0.69123214,0.8605437,1.4184788,-1.5711015,-0.17585474,0.03891257
1.184172,0.40976006,1.3057857,-1.9783725,-0.51579225,0.44772857
-3.0640204,0.5779957,1.2608047,-1.5459199,3.8486028,0.21525642
-0.38921547,-0.38388294,3.0119948,-1.9374713,-0.20831971,-0.6711711
0.9487262,1.6630727,1.3568476,1.5867634,1.8717176,-0.53581446
0.49692935,1.8822861,1.7590666,2.0057666,2.2307434,-0.5232944
1.0728678,0.72176373,1.576615,0.79658216,3.3133953,-2.1103818
1.9174926,0.69777024,2.4156015,0.95944345,1.5177325,-0.07277692
2.208169,2.147438,1.9617283,0.16474074,0.8209845,1.4584173
2.4837582,2.430772,1.9415491,0.18142614,0.9067504,1.618356
2.9005034,2.4545887,1.8717097,0.34877732,1.0546533,1.6535356
2.478092,2.249831,1.8883027,-0.051994257,0.778101,1.2823795
0.01643879,0.3177123,2.197221,0.6938936,2.743557,-2.1111107
0.35100025,1.7815032,1.0821228,1.670992,0.59543157,4.440835
1.3228071,0.77026904,3.7210314,1.0667673,0.98939645,-1.9674139
-2.246542,-0.15888025,3.125357,2.2874045,0.037555803,0.7643113
-3.74409,3.0138526,3.7991517,0.94165003,1.3357757,-1.4677098
-3.6615634,2.8672879,3.771899,2.020029,1.2821784,-1.091688
-0.3853835,-0.37015015,2.8952954,-1.3454013,-0.2553732,-0.66410553
-1.0615817,-0.5151309,3.3736596,-0.060832497,1.1525704,-1.6072164
-1.0693238,-0.407639,3.224137,-0.048654515,1.0416538,-1.5688014
-1.5531224,-0.7709714,2.8015318,-2.1175723,0.21416068,-0.51563925
-1.3275293,-0.25656712,2.7107127,-0.9580283,0.18063134,-0.36411002
-1.0776559,-0.1731292,2.561763,-1.1762595,0.2678547,-0.3559335
-1.2340765,-0.1611588,2.544754,-1.0221778,0.46397462,-0.54360884
-0.88862765,1.1185179,3.5961943,-2.2378008,0.3890739,-2.4483984
-0.78338623,0.6332576,5.1502924,-2.4659903,-1.3756425,-3.0667202
-0.92697155,0.66847265,4.1120257,-2.1837404,-0.977451,-2.0526302
-1.5983806,-0.76345205,3.38957,-2.5775428,0.31875277,-0.8303942
-1.8024994,-0.38637084,3.8210516,-2.3927715,0.5687649,-1.1739942
-1.806354,-0.6278004,2.1192725,0.040181745,2.4659278,-1.7859102
-1.9444885,-0.7330376,3.2489321,-0.14900707,2.8876166,-1.9667948
-0.13052943,-0.48705015,1.4543844,-1.6619588,1.459794,-0.19739965
-0.50779665,-0.45844436,2.771416,-1.5331569,-0.2596813,-0.7541921
2.6600978,2.9766612,3.4871233,0.21858414,-0.06546293,-1.3857573
1.0034893,1.4417305,2.0508385,1.3764747,-0.3164858,-0.4270402
0.79049647,-0.17261223,4.2447886,-3.7598758,-1.0825285,1.2869694
1.1634845,0.16887715,2.7434645,-0.16221726,-0.29272628,-0.68784016
-1.3143636,2.4290845,0.28607762,0.6642597,2.7962024,1.6806086
-0.38137016,-0.14115779,2.984069,-1.3471359,0.10657725,-1.3418571
-1.8334346,0.36142537,1.397839,0.3788003,0.51230645,0.7942093
-1.7775393,0.9525317,1.4807925,0.33634862,0.47092673,0.69449097
-1.8281451,0.5713925,1.7101288,0.32487527,0.43657008,0.43865034
-1.8114884,0.75673574,1.6851717,0.35129863,0.4963381,0.5549207
1.699926,1.5458474,2.2586026,-1.0027391,-1.4318227,0.92780495
1.0358237,3.3599634,2.9645567,0.11046233,-1.7831469,1.6354371
-1.3232791,-0.11126019,2.9421995,2.2173705,0.6878449,-0.47420543
1.9702739,1.3749301,3.2450597,-0.50521284,-1.7871258,1.1235989
2.572013,2.4954703,2.3603423,1.8758409,1.7049448,-1.2559239
1.3910222,0.4393036,4.35599,0.48481664,-0.04487028,-2.526978
-0.38700354,-0.2962695,2.6931949,-1.9601878,0.22207506,-0.8830775
0.035230592,-0.37168482,3.2484658,-1.4805783,-0.17839698,-0.89601773
-0.22571045,-0.14913929,3.0117717,-1.4931437,-0.33331084,-0.7636061
-0.39032742,-0.059525177,2.7374127,-1.7163526,0.052321896,-1.0059259
0.2848647,-0.22488,3.222136,-1.3721544,0.052207503,-1.2410326
-0.09421114,-0.5025638,3.309026,-1.4349837,-0.17899005,-0.8399412
0.22945733,-0.31158203,3.343837,-1.4664222,-0.16632888,-0.96609473
0.20382534,-0.31833643,2.9998834,-1.8421936,0.17436907,-0.9166995
-2.7606413,1.0910708,-0.056236587,-0.7168557,3.422591,1.7007815
-0.6607145,0.34353817,1.4938691,-0.97380733,1.4744275,1.1460202
-1.2020127,1.7109962,0.2737758,0.81801,2.149664,0.29643777
-0.65523696,-0.6241752,0.8730422,0.4955246,1.9233066,3.0854158
-0.44007146,1.00349,1.2254667,0.7539934,1.2482457,3.0461767
1.2341963,0.22394028,2.7715077,-0.16211404,-0.3102522,-0.7186631
1.2585671,0.15646832,2.6765728,-0.30636,-0.19628868,-0.74301296
-2.9486978,1.4242709,1.9131985,-0.5871678,1.0647236,-1.3057021
-3.2219272,1.7064263,1.8463308,-0.649141,1.5077842,-1.651396
-3.7859633,1.5494211,3.3618321,-1.7891476,1.5093138,-2.9856732
-1.747991,1.1673884,0.5851711,0.45373502,1.5070263,-0.09424191
-1.3221177,2.9547477,0.2091147,-0.028391935,2.0239677,-0.036547035
-0.8489526,2.4416277,0.4491742,-0.87582386,1.7546761,0.29920503
-1.1021636,2.2592602,0.44598135,-1.1137524,1.7561964,0.36681864
-3.512676,1.9188119,1.0814893,-1.8497628,2.6806781,-1.4839791
-1.7709529,0.88632405,1.4272414,1.3263928,-0.12021531,0.016204167
-2.014336,0.9652265,1.4464954,1.3299727,-0.19472075,0.20411406
-0.95568395,1.3655866,1.0025132,1.1382138,0.20444268,0.22615904
-1.3723408,0.4627933,2.4292624,1.3832746,-0.062667556,0.029001664
-2.0869496,0.9672601,0.12729107,1.1116585,2.8774314,-0.021618975
-1.134938,1.9856446,-0.8026907,0.7941252,1.8647629,0.7023342
-1.563285,2.6246765,-0.07198581,-0.89300394,1.851037,-0.24685746
-1.9250431,2.2589004,-0.025580497,-1.2634401,1.9078478,-0.17441769
-4.7244687,1.6122668,3.0921767,-0.6361231,1.7209463,-2.7988737
-2.794861,1.9331123,0.6094155,0.5993591,0.7866769,0.006863714
-1.3066031,1.7039503,0.95654154,0.69097716,0.4277197,-0.16044088
-1.393168,1.6977305,0.9709845,0.43276522,0.4927904,-0.39859545
-0.9230853,2.3845696,0.12862417,0.17356789,0.55795455,0.119429134
-1.9175423,1.0166217,1.3236164,0.78083754,0.3372071,0.34326363
