p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14
-0.13477825,1.7704196,0.4701607,-1.1142676,0.078509204,0.16439563,0.23790738,0.26069695,0.8428668,0.5696448,0.68631727,-1.0870825,0.80949956,-0.14604886,-1.0383633
-0.25752914,1.4978364,1.2058895,-1.5657434,0.81692857,0.8193851,0.48182896,-0.027683336,0.5850518,0.53048044,1.0068057,-1.4222981,-0.45954928,0.83815634,-0.8204349
-0.17539199,1.7738525,0.6788333,-1.0747476,0.0805078,0.33748773,0.22489636,0.10874685,0.9225927,0.47126773,0.89865196,-1.3323389,1.1946971,-0.12514558,-0.91933113
-0.5151328,1.7017318,0.39906812,-1.0094345,0.10027496,0.5369449,0.2130831,0.16061617,1.0955367,0.31372738,0.5147131,-0.7941849,0.9005057,-0.023993738,-1.0521029
-0.92460054,1.6936183,0.92908686,-1.4277893,-0.021824686,0.6707814,-0.96324337,-0.45126736,1.0720677,0.0204126,0.9574115,-1.3410968,0.56486434,-0.5034329,-0.23964176
-0.06372698,1.7520685,0.6676467,-0.77864045,0.41087183,0.33634079,0.20284335,0.0771492,1.0809491,0.43023667,0.70769167,-1.2234354,0.9979311,-0.39375988,-1.1680431
-0.05412528,0.9127077,0.5739734,-0.3854612,-0.20320214,0.5544218,-0.13632709,0.7091936,0.2087847,0.51599675,1.1477922,0.9742977,0.067147665,-0.059104204,-0.32685104
0.42105117,0.29317006,0.5797275,0.08869471,0.21337305,1.0301597,0.8455288,0.02994915,0.24695061,0.7205532,1.1784321,0.32177603,1.2348863,-0.39304525,-0.28751275
0.8033212,-0.13598111,1.5850632,-0.64843416,0.9889323,2.2634692,0.37676662,-1.494304,-0.078936316,0.7287659,0.8744094,0.4152643,2.700418,-0.7998818,-1.2596531
-0.2480121,0.0018303281,1.9282,0.2075424,-0.5209437,0.35002077,-0.95377946,0.7352214,-0.13168117,0.49646333,0.9773621,1.2568618,-0.07601827,-0.0070286905,-0.7019977
-0.012911444,-0.033955395,1.9087119,0.12633774,-0.35741907,0.2772407,-1.3419808,0.8236874,-0.19513871,0.24239954,0.7096779,1.1583686,-0.025475286,-0.0074308487,-0.75831467
0.15816875,-0.008957327,1.8412216,0.14973417,-0.3309485,-0.012142196,-1.1483917,0.81400245,-0.45149964,0.033189844,0.9397215,0.8973874,-0.093898386,-0.04682005,-0.6245708
-0.17447993,0.055643886,2.0046456,0.119300626,-0.32957256,0.31790325,-0.99136406,0.80955553,-0.17519225,0.22909822,0.75620455,1.1642863,0.15529598,0.13657153,-0.83679175
0.0014457714,0.035616226,1.7800975,0.24961044,-0.38087946,0.25848293,-1.2065231,0.8037333,-0.3228157,0.06876426,0.7634308,1.1065557,-0.017048636,0.0036520876,-0.6839038
0.106948294,0.2271408,2.0801747,0.41031355,-0.21611327,0.20895511,-1.2918476,0.6015013,-0.30026776,0.2783433,1.0316999,1.3159178,-0.19429865,0.005871888,-0.4794063
0.38794702,0.2951159,2.252672,-0.5747144,-0.70850044,0.52940476,-0.38973102,0.15835467,-0.7460537,0.58652395,0.7356834,0.8622683,0.39508027,0.34200692,-0.6697341
0.5888435,0.4554692,2.2085738,-0.7154147,-0.39072043,0.4120663,-0.35164535,-0.08985148,-0.88133633,0.32512552,0.59960735,0.8526463,0.215111,0.2703978,-0.6916259
0.7196688,0.5369914,2.0187852,-0.48345116,-0.49148974,0.4998162,-0.5374266,-0.011542853,-0.8189857,0.33933157,0.6965023,0.7513536,0.3160617,0.030029453,-0.7904895
0.34437492,0.46378526,2.1393087,-0.49132848,-0.5653362,0.51725614,-0.44179794,0.19858804,-0.5336039,0.5579911,0.60435796,0.7273043,0.24822545,0.22229624,-0.8129181
0.40970892,0.4222996,2.1521974,-0.51565856,-0.4745876,0.57586884,-0.4619331,0.1469844,-0.78229004,0.46130183,0.5543164,0.8016262,0.39068154,0.19966823,-0.62072444
0.5311098,0.41055104,2.1062872,-0.47629863,-0.5096326,0.42945907,-0.5321419,0.12000784,-0.6764617,0.4398787,0.7534054,0.62710136,0.23095071,0.21088421,-0.7315241
-0.053035658,-1.0195115,1.808242,-0.79369724,1.3190341,-0.03403881,-2.410871,1.2059952,0.70139164,0.33248538,0.54272044,0.19272152,1.7736244,-0.6624683,0.082996376
0.53894526,-0.22936861,1.559195,-1.3753753,0.84184796,0.2668821,-1.6076616,0.48970598,-0.17645656,0.5562608,0.5357882,-0.25327381,1.4975755,-0.4357194,-0.26618323
-0.82185555,0.396154,0.7006705,0.45993224,0.21966727,-0.96110886,0.09811307,0.31646055,-0.7498616,0.38894153,0.62033933,0.6262157,-0.51599663,-1.0340708,-1.5775813
-1.0445755,0.5690401,0.9200044,0.38218674,0.49295148,-1.0245386,0.17828369,0.5541878,-0.9110434,0.61076176,0.57073665,0.6251132,-0.5695392,-1.0551187,-1.4421905
-1.0968149,0.46967468,0.8585435,0.14626707,0.3704052,-0.6187353,0.050483543,0.36308235,-0.60350764,0.25928557,1.1090082,0.41861203,-0.41662255,-1.0270096,-1.6668355
-0.81955224,0.53653,0.7779939,0.26359907,0.1462032,-0.6489942,0.33314392,0.3879583,-0.90628505,0.33926517,0.64523774,0.6213579,-0.30160925,-0.7150239,-1.4702502
-1.0528421,0.64411926,0.7729944,0.031828985,0.39273888,-0.6331382,0.14792877,0.52239954,-0.6046795,0.40130785,0.8594756,0.51364714,-0.41649565,-0.90925467,-1.5666574
-0.45642355,0.43639567,1.2873193,-0.45584688,0.1758906,0.26946855,-0.07231797,-0.07809215,0.31948093,0.12524112,1.7312076,0.06513529,0.34292874,-0.38174143,-1.1515073
-3.5109358,-0.913088,1.7093663,-0.7546914,-0.6412567,-0.7367246,-0.46611184,1.477407,-1.1010084,1.2507184,0.75512856,1.1527202,-0.19834225,-1.1896452,-0.5367658
0.06253689,-0.013654897,1.1169634,-0.15226458,-0.69646996,0.697579,-1.0982652,-0.2759275,0.2577337,1.362424,2.316222,0.23789614,-0.37769523,-0.19096065,-1.1087334
-0.30549192,0.16590132,1.626219,-0.39290926,0.8567451,0.65727144,-1.0369792,-0.37504578,-0.82027423,0.98132336,-0.34167945,0.09615365,0.03008721,-0.3993973,-1.3587551
-0.55252075,-0.14587858,1.2854264,-0.40533963,1.0676497,0.57464963,-0.83243936,-0.8019598,-0.7124667,1.148723,-0.25614673,0.77433205,-0.21620168,-0.44155815,-0.86681527
-0.2815193,1.2005533,2.0787218,-0.9973464,0.6804518,1.1879265,-1.4469736,-0.4569263,-0.62140405,0.11018571,-0.23636396,0.27454346,0.6230593,-0.47162858,-1.0721833
-0.37876382,0.6252625,1.7974792,-1.0742708,0.9471083,0.3707846,-1.7864937,-0.25451443,-0.5901008,0.0047441074,-0.21639767,0.8290299,1.1629859,0.01710732,-0.8535175
-0.2520504,0.53346515,2.0278773,-0.8854267,0.7416162,0.16051926,-1.6950359,-0.34994867,-0.78802514,-0.14642116,-0.073422946,0.74542254,1.098797,0.49107254,-1.0389187
-0.14676812,0.65226644,1.5134397,-0.91410035,1.0568199,0.61324435,-1.7035109,-0.51356965,-0.93784773,0.1323466,0.17797875,0.9869928,1.2501646,0.5657671,-0.78157955
-0.1315715,0.36765763,1.6956369,-0.9537302,0.88636535,0.3321791,-1.8052752,-0.26549605,-0.7156466,0.03830041,-0.14571252,0.6752941,1.0433391,0.43679497,-1.1852852
-0.49274525,0.5049974,1.7213774,-0.9353704,0.6959189,0.5899927,-1.4898183,-0.48228398,-0.69151086,-0.3469205,-0.117000796,0.6780216,1.3230916,0.11898121,-0.7650286
-0.24624711,0.95887697,1.9420192,-1.225481,0.55020845,0.81605655,-1.8123384,-0.46116415,-0.68135345,0.35549137,-0.25043514,0.4799049,0.6783767,-0.28636432,-0.80524963
-0.28156468,0.80167234,1.7515734,-0.915095,0.6755777,0.6331654,-1.7462082,-0.65699923,-0.899321,-0.2584018,0.22800323,0.6915473,1.1305695,0.35790408,-1.0432509
-0.6248156,-0.2390912,1.7262905,-2.5468144,0.6842871,0.42540544,-1.5810475,-0.4236448,-0.13660699,0.2013905,-0.36845064,1.0237145,0.22039558,1.1429392,-1.1499245
-0.45813757,0.4484845,1.8962905,-0.9932101,0.70808905,0.35184488,-1.4673014,-0.5968768,-0.4382257,-0.041009992,-0.19138843,0.8883566,1.3518834,0.059951086,-0.8977412
-0.24921362,0.5180489,1.6004461,-1.000939,0.7064075,0.43647635,-1.7755827,-0.38938844,-0.60932255,-0.09812427,-0.09530006,1.1640583,1.1597646,0.22092369,-0.9066647
-0.05873634,0.52038515,1.7128015,-0.99121696,0.9755438,0.6567529,-1.7359034,-0.35726538,-0.53761035,-0.10110699,-0.02471164,1.1339477,1.2294933,0.34582993,-0.74648964
-0.25654396,1.0476829,2.1096647,-1.0521054,0.64797497,0.9702859,-1.6240945,-0.6755097,-0.69321305,0.22788577,-0.08136963,0.34877005,0.7016605,-0.22995967,-1.0189176
-0.4134657,-0.39341953,1.2862662,-0.8141558,1.0753096,0.5401861,-0.8171395,-0.64005756,-0.32416746,1.5156298,-0.6983552,0.67897254,-0.08558962,-0.4715804,-1.000593
-0.21671048,0.0004998285,1.5114883,-0.6890418,0.63173634,0.62175024,-1.3044829,-0.5205968,-0.3929026,1.6291933,-0.699185,0.22031786,0.19619988,-0.3114811,-1.2527305
-0.3978705,1.1059368,0.9175016,-1.1199409,0.2197787,0.6501784,-0.9149872,-0.03790746,1.9449126,-0.098040715,0.9594651,0.053865492,-0.5499573,0.50918514,-0.06195214
0.5176224,0.106432445,0.024103466,-0.60470563,1.4378066,-0.57110745,-0.16017258,0.42170107,1.0104283,0.7964878,2.3171165,-0.9172062,0.84787905,1.5686743,-1.097458
0.13626024,-0.15493031,0.19592105,-0.99764824,1.0213813,0.088181145,0.058279183,0.4053028,1.2742997,0.43434256,1.2644662,0.050535362,0.99578637,0.63359,-1.3859394
0.6711654,0.16782737,0.07510735,-0.3520612,1.4359916,-0.3653848,-0.31365094,0.3070078,0.95814216,0.46092644,2.2815928,-0.44735062,0.8859761,1.458858,-1.1230081
0.39147192,0.09440614,1.1497964,-0.101760514,0.070610486,0.9784605,0.15177888,-0.7583995,1.76082,0.72766155,0.8190761,0.7345838,0.3792111,0.86895895,-0.7057339
-0.8156588,0.30788544,0.7202908,-0.74614656,-0.037350032,0.9455211,-0.21697195,-0.15320632,1.3045962,0.46335253,1.5224448,-0.2856956,0.27487382,0.65092427,-0.8592172
0.21584424,0.23966052,1.2197881,-0.15064348,-0.13993838,1.6424711,0.092804804,-0.6644993,1.9307326,0.74767005,1.4088197,0.3026176,0.23714459,1.0042747,-0.9843983
-1.5763701,0.6222135,0.1655705,-0.6518225,0.8991411,1.1829295,0.042911965,-0.5552004,1.8152305,-0.17225534,1.4289116,0.26151288,0.159461,-0.19786899,-0.040670097
-1.1400938,0.6627041,0.025502922,0.05167427,1.4591513,-0.03478636,-0.5930553,-0.0012858718,1.8047534,0.7382025,2.416512,0.1925666,-0.69110423,0.91060054,-0.19777094
-1.3567104,0.16598853,0.20643236,-0.51382923,0.80208737,0.5977086,-0.09717258,-0.29243475,2.151137,0.38299832,1.309562,1.1284704,-0.17335859,0.10755428,-0.6825183
-0.9907694,0.6677583,-0.21567295,0.3451347,1.5065801,0.14375402,-0.6573714,-0.27155876,1.6364799,0.5568974,2.4191437,0.5441579,-0.43251133,0.7567698,-0.41272822
0.1122951,0.91969913,1.259895,-1.3182719,0.51569617,0.32898,-0.028018106,-0.010731605,2.3946152,0.4071586,1.2930007,-1.6603868,-0.11414303,0.54908985,-0.17164114
-0.6760115,0.3291278,0.6105515,-0.69565946,0.08380196,0.92990714,-0.23769891,-0.20823391,1.2541182,0.5211671,1.6108791,-0.19242202,0.29605326,0.5638056,-0.8614346
-0.05256043,0.3339689,1.4313693,0.9969703,-0.35449108,-1.4300083,0.29558662,-0.0036904076,-0.59477246,1.4558083,1.5783329,0.37799054,0.12651034,0.2000274,-0.8910449
-1.1896075,-2.6985,1.6764805,-0.28614914,-0.31724504,0.5298025,0.86876523,-0.48089275,-1.2956194,0.84477663,0.86738527,-0.50865513,-0.8802108,-0.993824,-3.4824138
0.8021568,-2.3499863,1.7056004,-0.77866787,-1.1859704,0.21948604,-1.7909416,-1.0251005,0.05712254,1.6414433,2.8477907,-0.6251204,-0.86782926,0.20788033,-1.5336027
-1.1875899,0.41259772,0.029917091,-0.39904276,-0.5065458,0.91542953,1.74703,-0.76361275,0.045065105,-0.16772003,2.9542363,0.61271405,3.2243314,0.46159595,-1.4058444
-1.3693907,0.34486923,-0.06492591,-0.23700385,-0.4648736,0.6913836,1.841896,-0.6932657,0.011310754,-0.15666395,3.0156279,0.55061793,2.9068043,0.55537784,-1.1064212
0.5257939,-2.9421928,0.6658252,-1.4755937,0.10110107,1.0083969,0.009902682,0.5529966,2.0774238,0.1423789,3.6953888,-1.2767857,3.7696354,-0.17401135,-0.8645913
-0.41390678,0.008080318,1.1240641,0.59131485,-0.42755526,-0.49852383,0.43886477,0.343271,-0.49529555,0.65079546,1.1020962,0.61041474,-0.61838657,-0.25260898,-1.5924381
-0.0037911208,-0.061353974,0.9282587,0.6872128,0.52816164,-0.28438595,-1.0930275,0.38247928,0.56495243,0.10074374,0.4265086,0.5812112,-0.47644848,-0.033864982,-0.2124027
-0.5206203,0.48561883,0.4212417,0.36508918,0.1449,0.014876547,0.04802976,-0.045870498,0.5027166,0.2419787,0.6555016,0.6869507,0.052891273,-0.4574556,0.011432783
-0.6250218,0.5463979,0.42056933,0.27195647,0.19325124,2.5863988e-05,0.09202732,0.050267596,0.5078068,0.22234485,0.5741452,0.63525826,0.15790556,-0.44442293,0.048647705
-0.49441236,0.47755167,0.29677108,0.4319103,0.20096913,-0.05477301,0.05819675,-0.071149774,0.49510175,0.29478323,0.62059367,0.66309327,0.12439277,-0.48941487,0.10059333
-0.59153247,-0.1879152,2.995258,-2.3034391,0.946095,-1.2985005,-0.1719176,-2.2130353,-0.102025524,1.0452379,0.67462736,-1.3943576,-0.20160507,-0.92326313,-2.6804712
-0.9550722,1.109644,2.200418,-0.6344987,0.5222568,-0.40675762,-0.5841046,-1.6517756,0.3001078,-0.039448947,0.9456364,-0.8115205,-1.1648747,0.073374875,-1.5866362
-0.13222417,0.8054001,1.0009164,-0.090538435,0.39336354,1.6586127,-0.21673378,-1.0754541,-0.07144785,-0.15105006,1.9396539,1.7193943,-0.54289764,1.0072773,-1.6740339
-0.20290579,1.1759841,1.2304081,-0.81201404,0.054845218,-0.03238628,0.031869408,0.06827944,0.6779157,-1.2831517,0.84769446,0.9049184,0.023006724,-1.2321225,0.49448028
0.9462873,0.2543868,1.3050362,-1.4888945,1.4762013,-1.1297759,1.3307317,0.6703353,0.49885052,-0.8164675,1.6492531,0.40723646,0.9787547,-0.6124946,-0.5617156
0.18673418,0.30786797,1.1085001,-0.39437065,-0.10540664,0.27230144,0.4401997,-0.6455401,0.95847225,0.13192698,1.4341389,1.062713,0.26934224,0.033739053,-0.66989726
0.27058494,0.08407679,1.1821862,-0.36279193,0.8151551,-0.101365075,0.8204954,-0.61838245,-0.518878,-0.054220647,1.1859477,0.36684352,0.6594332,-0.89296967,-0.59657454
0.23307957,0.19523989,1.3641595,-0.6703385,1.272174,0.27445075,1.313505,-0.8348351,0.105935365,0.37142423,0.8419548,0.37811202,0.9840202,-1.208025,-0.24362813
0.59727055,0.008432434,1.521595,-0.5069961,1.603411,-0.12091065,1.5310928,-0.70431453,0.27522,0.24726287,1.073317,0.61125314,0.8197183,-0.6543496,-0.3120659
0.6081723,1.217751,0.9439068,-0.86910075,1.4403661,-1.2589701,1.239696,0.42627317,0.39011294,-0.95125806,1.6092384,0.6330023,0.85087776,-0.40710333,-0.61162597
0.38568136,0.11264151,1.3588957,-0.4866467,0.5219475,-0.23168209,0.38770577,-0.34123272,-0.7767531,0.008853288,1.0464791,0.9395016,0.21110596,-1.0443515,-0.48902822
0.43385297,1.650337,1.6584709,-0.78278756,0.32601938,-0.17344159,0.8542573,-0.008920743,1.5731652,-1.0655105,1.3535006,-0.8323636,0.7067268,-1.0765309,0.21207318
0.3754673,0.29691333,1.5150892,-0.5986561,1.4000903,-0.16744635,1.6861104,-0.827907,-0.14511071,-0.25884998,1.298796,0.48011404,1.278402,-1.2888858,-0.17818496
-0.5420269,0.64687675,1.0276146,-0.66529363,0.19824582,-0.47814626,0.47332713,0.022035418,0.40914005,1.1211944,-0.4967214,1.0581807,-0.32640985,-0.44538265,-1.1603291
-0.2037631,-0.66231614,1.5323567,-0.8841715,0.87738466,-0.59805965,-0.3327033,0.19507128,0.63429,0.6661587,0.1464241,0.6821463,-0.5014959,-0.5231229,-1.6408694
-0.10712178,0.9131159,1.4457791,-0.5771031,-0.08605082,0.02819241,-0.60798717,0.16087784,0.18261784,0.44662994,0.0036687872,1.0834281,-0.5482109,-0.7212158,-1.1235667
-0.79491276,0.16023742,1.0533406,-0.566288,0.6171458,-0.026115539,-0.015349475,0.16115542,0.062025573,0.6449209,0.7806205,0.031132184,0.1899995,-0.12559688,-0.27453655
0.56996125,0.22438098,0.4364651,-0.6799594,0.20122957,1.5818912,-0.47497088,-0.53314084,0.76040506,0.1740781,1.5900036,-0.024013085,-0.029334085,-1.0298053,-0.9043118
-1.3349975,-0.14445497,0.8842788,0.546652,-0.53289926,-1.2080724,-0.106539786,0.19152,-0.08371948,-0.37191826,1.1535742,1.1160086,-0.6645665,-1.0186367,-2.4200861
0.39720467,-0.32129034,0.8794495,0.6259221,0.55436313,0.8511301,0.7212533,0.20495057,-0.87738866,0.60434103,1.3993036,1.075802,2.579209,0.6264058,-0.67013204
-0.00574662,-0.72308564,2.7934117,-1.9356172,1.1958119,0.6230423,-1.4294688,-1.8215061,0.91766495,1.3377755,1.3810489,1.5712935,-0.88127196,-0.19127753,0.703359
-1.8214496,-0.46745324,0.4140011,-1.5134019,0.7131757,-0.3323334,-0.733968,0.53463286,0.456207,-0.6579423,0.9557693,0.44038722,-0.4187489,-2.3676734,-2.332121
-1.0382518,-0.19579214,1.9337565,0.46546984,-0.7516957,-1.1018398,-0.8951262,1.512482,1.3524222,-0.14785767,1.4597362,-0.24825205,0.36095545,-1.4965307,-1.1992779
-1.3825974,2.279437,1.7452296,0.5500223,-1.994585,-2.1236322,-0.29766515,1.2435641,0.02053172,-0.13917717,1.4006101,1.1503868,0.6328233,-1.1288731,-0.94235224
-0.602482,0.9146131,2.325323,0.33061144,-0.42500407,-1.923032,-1.146335,1.7095945,1.0257146,-0.4128435,0.72818875,0.2723199,-0.104965694,-1.158482,-1.0477909
0.038457308,0.6731941,0.46033758,-0.05432126,-0.6721302,0.30871567,-1.1138687,-1.5139763,-0.3891833,0.031260103,1.1955948,1.269416,0.17135143,-0.9010942,-3.159215
-0.5220069,-0.03349452,1.022411,0.09572014,0.69497555,-0.9465364,-0.049881566,-1.1355424,-0.41679484,1.1512322,1.67984,-0.42237368,1.0022084,-0.017524557,-0.028462136
-0.58026844,0.42494485,0.46227866,0.39188337,0.8482367,0.12023902,-0.48258415,-0.2407618,0.5133836,0.4548056,0.6130175,0.49275947,0.038061567,-0.6193173,-0.26001838
-0.5324822,0.2959766,0.58857846,0.55985737,0.853013,0.014496254,-0.54522187,-0.30907196,0.53623945,0.5389826,0.67724514,0.5568984,-0.20866007,-0.6887028,-0.27871543
-0.5111685,0.4898778,0.6387222,0.54277784,0.7724722,0.0479873,-0.56843376,-0.17495583,0.5521518,0.47390795,0.62064344,0.54120636,-0.038586386,-0.6349057,-0.15321845
-1.0584137,-0.27085832,0.093243726,-0.41721037,-0.44636303,-0.13409811,0.7072876,0.9483951,0.4432522,0.1363392,0.860551,1.772174,0.14431997,0.7476405,-1.0385306
-1.0305936,-0.15352505,-0.01027534,-0.282107,-0.3815562,-0.2965717,0.4448743,0.84006834,0.3871015,0.5362366,0.85067075,1.8210113,0.020970685,0.8472196,-1.2809592
-0.30230933,-0.15301108,0.039734673,-0.79255515,-0.1412982,-0.22685936,1.4238623,0.6379292,0.3425285,0.052201476,0.44252375,1.8927706,0.5743794,0.28583315,-1.1645778
-0.38428584,-0.23941304,-0.08614465,-0.7846765,-0.13077134,-0.22739285,1.34631,0.5176588,0.530937,0.214632,0.48717004,1.773538,0.56219065,0.33313712,-1.1937331
-0.6490433,-1.311836,2.9752023,-1.5012232,0.6629683,0.67507696,2.1530375,-0.033888564,0.25622606,1.6314511,0.41629827,0.594094,-1.2028035,1.8528737,-1.7567737
-0.7810351,0.61577165,0.52696335,-0.2091202,0.072056346,0.6601334,-0.37285322,-0.1966045,-0.28201586,-0.17938577,1.3807179,0.8416304,-0.16996537,0.7047451,-0.19788828
0.8045223,0.39074028,0.8292863,-0.40295988,-0.46869418,0.599458,-1.1036279,0.6887839,0.49235246,1.303371,1.5220691,0.68969035,-0.5716557,0.014235248,-0.4976983
-0.005088456,-0.26978886,0.8786925,-0.27884308,-0.37155506,0.7404667,-0.4652905,-0.4898153,0.68258023,1.1122867,2.016,0.048380177,-0.38600066,0.15785609,-0.84263897
-0.054426495,1.303566,-0.2064888,-0.7484881,0.10658623,0.72199905,-0.8401559,-1.2127235,0.78556925,0.8956579,1.5999504,0.86332506,-0.90813553,-0.6675641,-1.7256337
-0.064487986,-0.36043128,2.1117368,-1.5725962,0.5866392,0.50396055,-0.77298576,-1.3173527,0.61584455,0.5731442,0.82567495,0.7208693,-0.7370805,-0.5236595,-0.7852322
-0.64856553,-0.05636647,-0.39633712,-0.22451583,0.9866025,-0.3392995,-0.17882426,-0.067590356,0.2660312,-0.49878263,1.0758551,1.2157491,1.4021055,-0.6426021,-1.014892
-0.8032723,0.11428918,-0.5054505,-0.086656675,0.9560434,-0.73160046,0.767361,0.118074566,0.3688108,-0.33242992,1.5903473,0.67389107,0.6299572,-1.1757032,-0.75274175
-0.41843408,-0.17278883,0.019603107,-0.07871332,1.1268369,-0.7637636,0.47765142,0.026192443,-0.057027962,-0.08814672,0.9357032,0.2685207,0.65649515,-1.0041013,-1.4593462
-0.31804028,-0.37207675,-0.13280548,-0.41505748,1.1482617,-0.7885797,0.37170896,0.0301108,0.08656678,-0.16893311,1.2902025,0.59851265,0.59401965,-0.76114494,-0.8566636
-0.8110286,0.16797261,0.09984884,-0.785253,0.8178991,-1.3951858,0.32168883,0.5443204,-0.024941742,-0.769236,1.1191564,0.9835168,1.4876543,-0.46550733,-1.2306765
-0.6088728,0.24950007,0.34438792,-0.4748952,0.9869897,-0.65288335,-0.94498575,0.19875254,0.117209874,-0.70368665,0.4900169,1.2378157,1.7243564,-0.43825823,-1.0479326
-0.19771323,-0.0701441,0.83904386,-0.3423795,0.8087145,-0.6317509,-1.2376314,0.021406183,-0.070629515,-0.9245137,0.8453423,0.9903135,1.8549931,0.2860885,-0.9204465
-0.32727143,0.15901835,0.22305655,-0.3754929,1.1419628,-0.3614206,-1.1187763,0.11784552,-0.17312992,-0.73937887,1.0358062,1.2122321,1.8132745,0.17558727,-0.7377979
-0.0752304,0.0905801,0.44646645,-0.18552361,1.0037454,-0.5492845,-1.0987288,-0.004680501,0.0005281531,-0.47344112,0.96408486,1.0386866,1.6252182,-0.11220766,-1.0034124
-0.6046693,0.046714004,0.37096682,-0.5799752,0.9805456,-0.28019616,-0.8687328,0.24662405,0.013773466,-0.9176872,0.6451031,0.917112,2.1343684,-0.2831342,-1.0553073
-0.20519906,0.21420333,0.44828373,-0.388888,0.9255282,-0.5087732,-1.4013685,-0.07220357,-0.18858811,-0.7704167,0.956955,1.1686896,1.7833868,0.19036852,-0.85793835
-0.30757838,-0.30126098,0.2391844,-1.5765506,1.0026509,-0.57241976,-0.44427246,0.3027367,0.5557044,-0.79925525,0.89410585,1.3007265,0.6801514,0.43324807,-1.29757
-0.54008806,0.008348018,0.67097956,-0.47871408,0.73212177,-0.43349186,-0.90495336,-0.072756134,0.1311791,-0.97827834,0.43509388,1.0114855,2.1198096,-0.3164414,-1.1046162
-0.25724468,0.20550093,0.21879984,-0.48903167,0.7237755,-0.47321558,-0.95037544,0.0921809,0.055542417,-0.94352496,0.71975875,1.5556158,1.7611785,-0.13601854,-0.99395
-0.2910419,-0.12971929,0.45004183,-0.5169638,1.1130316,-0.43513316,-0.90921247,0.20235755,0.094691716,-0.8416448,0.895604,1.3497152,1.766824,0.057467066,-0.98926985
-0.8141816,-0.12095166,0.1820033,-0.94622654,0.96814716,-1.3765814,0.1625014,0.2970334,-0.19600685,-0.81447893,1.3304746,0.93549246,1.5827059,-0.32746375,-1.3433311
-0.1565731,-1.1237968,0.5593976,-0.7595403,1.3075454,-1.1518334,0.9497423,-0.42885682,0.61424685,0.21124226,0.832381,0.28454435,0.09000522,-0.75514877,-1.0700183
-0.3549025,-0.66052276,0.528634,-0.5510413,1.4279499,-1.1267607,0.9763898,-0.0030401761,0.5137705,0.020537212,0.49467567,-0.05558169,0.257957,-1.0496972,-1.6774195
-0.77416116,-0.19026314,-0.27096754,-0.4958017,1.0372618,-1.0206128,1.2312965,0.12978263,0.7299546,0.116544336,0.96361315,0.56678057,0.68058366,-1.2266269,-0.93753284
-0.9699085,-0.14818758,-0.3799558,-1.26406,1.2129042,-0.39573833,0.047928836,-0.15578252,0.36376214,-0.8522554,0.867454,1.4811716,0.7606127,-0.52721083,-1.409307
-4.7169447,2.097817,0.18724081,0.10170461,0.76158696,-0.25144204,-0.059850764,-1.7718258,1.4658414,0.49410406,0.79599977,-0.9532187,1.0257692,-2.6245155,-3.1438587
-0.7438625,0.024295041,0.9436474,-0.5636765,-0.9299963,-0.0783879,-0.931925,0.29803085,0.59553087,-0.65763545,1.3271283,0.22706486,2.0243273,-1.5101976,-2.289213
0.32937667,0.20671673,2.1074216,-0.69508845,-2.4238942,0.34063786,-0.15949017,-0.24333213,1.0827997,-0.15794851,0.6798769,1.8628725,1.2073531,1.2123414,-1.9198945
0.27502653,2.1954458,1.0408732,0.1775258,-0.09901163,-0.24844992,-0.29788896,0.38461304,2.3407845,0.087138444,1.9725798,0.97634614,1.9569751,-0.49822637,-1.4507135
0.079078406,1.4985915,0.99144226,-0.0012243836,-0.013484422,-0.5883017,-0.27344233,0.22816315,2.1110964,0.16930489,2.0114286,0.8452155,1.725218,-0.4970982,-1.3064653
0.0348908,1.5039673,0.990877,-0.0070407963,-0.16184391,-0.4871389,-0.116009146,0.2327033,2.0879967,0.25682586,1.9680742,0.75975513,1.8171781,-0.4772533,-1.4352052
-0.7072344,1.3794361,1.7504963,0.85861444,-0.7435748,-1.1496925,0.9806172,-0.09609534,0.052406527,0.7763116,1.6732692,0.27840996,-0.12863904,0.72076744,-0.8254097
-0.059341773,0.9028975,0.8721947,0.79101497,-0.26577103,-1.2014434,-0.057146918,-0.16400126,0.32793015,0.89492697,1.777072,0.798392,-0.13244656,-0.15454395,-0.010863748
-0.58744067,1.605437,1.5428307,1.1317912,-0.9592157,-0.9296717,0.85241675,0.47366568,0.34244233,0.4486307,1.4561768,0.749919,-0.47959346,0.89667386,-0.90467006
0.17571177,1.1560123,0.67241013,0.91976404,-0.58862156,-1.1508327,-0.054862753,0.3182422,0.30439565,0.4990537,1.4329829,1.1831454,-0.2063596,-0.035004497,-0.41903523
0.12913522,1.1802496,0.63738936,0.90627813,-0.5681247,-1.1170785,-0.054937363,0.25906774,0.30967647,0.5817575,1.3912419,0.9315454,-0.19726725,-0.012090418,-0.14381333
-3.1806755,0.0067839175,2.691833,1.0247909,-0.38233745,-0.8763997,1.4127573,2.7212625,3.4184551,0.5726588,0.7493972,0.023420315,-1.2703255,-0.15928447,-2.3444326
0.18843728,0.583951,-0.23452955,-0.5442642,1.0855742,-0.66994005,-0.4780285,0.4606648,0.9435947,0.47363055,2.3123565,0.6261578,-0.24617803,-1.7705561,-0.73168623
