p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14
-0.46777293,0.59937876,0.2208708,-0.4484431,0.102365084,-0.5073815,0.55908096,-0.29186738,0.41183668,0.28256804,0.5120986,0.79279697,-0.37285402,-0.5276547,-2.168241
0.53227043,-0.32431296,1.8181347,-0.16509448,1.1696739,-0.040502366,0.972709,-0.95976615,-0.97661865,1.171732,1.6533002,-0.93869084,0.894901,-0.16896048,-1.1889833
0.77453154,-0.30334848,1.8014822,-0.24064268,1.0081878,0.03555566,0.90103924,-1.0632797,-1.1615323,1.0663443,1.8139092,-0.936832,0.93263036,-0.015513497,-1.2930574
-1.6144837,-0.41219667,1.0269278,-0.064648055,-0.055189595,0.41374132,-0.11639454,1.8049307,2.0562127,0.9172107,1.6049213,0.5895089,0.9169712,0.84968024,-1.1217372
-0.56378794,-1.306825,1.1832523,0.5875903,1.1277083,2.0232372,0.8820356,0.3410513,0.2649693,-0.6479869,2.5401678,-0.04442351,1.4224013,-0.89248574,-1.6007282
-0.7398373,-0.4409624,-0.47772494,-1.5554672,0.8227419,0.77188253,-0.16716683,0.6370984,-1.1517042,0.26637253,2.9317427,0.25160104,0.9312702,0.98491645,-1.1022766
-0.42130607,-0.21919194,1.1858307,-0.37632594,-1.7323815,-1.4183748,1.0470744,0.17422424,-0.7985342,-0.3941818,1.5820347,1.3208877,-0.029850675,0.65907615,-2.2039664
0.7449404,0.94882447,0.62656057,-0.84705216,-0.12598023,-0.58008665,-0.25768802,-1.2857577,-0.3892103,0.24698316,1.7631531,-0.67948806,-0.23446348,-1.0883557,-1.9555106
0.80037934,0.29225573,0.3642201,0.16850783,0.87578636,1.3394955,1.2862089,0.7453014,0.13462578,1.2316357,1.510302,1.3167703,1.7023438,-0.94200915,-0.2732727
-0.11610136,-0.3628325,1.0534495,-0.029554106,0.17125551,1.3546405,-0.3536091,-0.27432507,-0.24609797,0.6360328,2.3195987,0.6044957,2.4491603,-0.93418235,-0.14167145
0.33244947,-0.15930502,0.89726436,0.22371416,-0.30602267,1.1013383,-1.0494285,-0.07799406,-0.0626411,1.0572401,2.8457704,1.0494932,1.9415436,-1.0588431,0.08160799
-0.44158244,-0.57819486,1.6755378,-0.6252316,-0.59486896,1.189723,0.89336175,-0.21995123,-0.925211,0.9243245,1.1917499,-0.36562106,2.0899892,-1.5598829,-0.9060973
0.106406815,0.4604321,1.355108,-0.09530264,0.35841128,-0.21331732,-0.48109025,-0.03683926,0.12193931,0.3397496,1.7043973,-0.22896317,-0.077890396,-0.34007382,-0.59917974
0.92047286,0.61785567,1.4912423,0.7254454,-0.27344045,-1.128354,-0.84265757,-0.33073866,-0.63257957,-0.00939284,1.8841687,-0.69064426,0.016684221,-0.67499435,-0.7408881
-0.9763075,1.1031886,0.37401125,-1.8212495,-0.6758039,-0.79030436,-0.054741263,0.616562,1.0926703,-2.1665955,1.0887512,1.8791217,0.26449254,0.10105955,-0.005200784
-0.19540259,1.280361,0.45642775,-2.5449548,-0.8833605,-0.94595957,0.5453941,0.6277205,0.20856467,-1.7869593,1.7710513,1.4872727,0.2696176,0.6498665,0.826563
-1.5244429,1.0673717,-0.33196542,-2.1501133,-0.017034646,-0.8977216,0.4655568,0.6159009,0.6413475,-1.3532242,1.2842464,1.6728573,0.21432018,0.13283138,-0.6779178
0.38891453,1.2409267,1.1626793,-1.6399759,-0.9654607,-1.0615789,0.66776574,0.68403256,0.4030082,-1.6673882,1.6420027,1.7512082,0.22288483,-0.36822584,0.18049759
0.57256436,0.9847316,1.3645872,-1.9940823,-0.78936166,-1.2536992,1.4202347,0.42310128,-0.25120637,-1.2145215,2.2394328,1.1164057,0.6259656,0.111166075,0.389312
-0.27103212,0.45997012,0.5627997,-1.8772788,-0.3234214,-1.0233645,1.0123068,0.5183858,0.30748445,-0.99107236,2.203654,2.0162234,0.09674889,-0.24833786,-0.678247
0.059685607,-0.042943113,2.6851182,-0.45799217,0.16772932,-0.43613815,-0.31140584,0.12753634,-0.90660954,-0.8346679,1.4406413,1.3925095,0.121965125,-1.0457952,1.1326761
0.9213884,0.8239381,-0.18429866,-1.1707308,-0.43399286,0.83505034,-1.1586641,-0.18822275,1.0562471,0.87784797,-1.0602802,1.6891297,1.3962653,-1.38586,-2.5345304
-0.35825342,1.0159686,0.47826278,-0.47026983,-0.048615426,0.6180658,-0.26040602,-0.097144745,1.2849995,0.8330852,-0.4140004,0.94465506,0.64556116,-0.67943573,-2.0723603
-0.35871542,0.9650824,0.41236138,-0.54505897,-0.15388556,0.67844087,-0.3082999,-0.15832622,1.387156,0.90428054,-0.21443023,1.0678788,0.7985476,-0.80816424,-2.0571005
-0.5422553,1.1973871,1.5159838,0.04139459,-1.0198761,1.0251518,-0.15931329,-0.6151668,-0.6733371,-0.034149565,0.62881696,2.2757967,0.8007583,1.200469,-1.3627242
-0.20033376,1.1961462,1.1585964,-0.8080566,0.08392034,-0.08830746,-0.04416588,0.108305804,0.6409495,-1.3365924,0.8959071,0.8162324,0.09469456,-1.0271647,0.37363726
0.3371103,0.29731363,1.2957487,-0.35445327,-0.09471328,0.2359695,0.54395896,-0.5493228,0.85418725,0.011079458,1.3966463,1.077407,0.3158731,-0.045599636,-0.5877075
0.21772724,0.028219143,1.4119543,-0.52103376,0.47105357,-0.24347287,0.40277502,-0.28184462,-0.7894173,0.09429559,0.9126933,0.8967833,0.27950215,-1.018541,-0.4178194
0.15295061,1.9785676,1.565477,-0.6658361,0.88055664,-1.3622828,0.31047013,0.3042323,1.0647594,-1.0207996,0.93422335,1.3742205,-0.6531554,-0.60094404,-0.33175144
0.6040002,0.24417756,1.9812515,-0.75058556,1.0379969,-0.6830284,0.677636,-0.45222992,-0.7549368,0.22495048,0.94119495,1.4016169,0.41280305,-1.5053669,-0.049904
-0.3838863,1.8411189,1.6159111,0.34413618,0.49061626,-2.377453,0.32621607,-0.4835703,0.24014188,-0.88671887,1.4651977,-0.0086303195,0.7665453,-1.037823,0.62143654
0.012298838,0.17995311,1.0744271,0.00984786,-0.10861645,-0.30567238,-1.0570879,-0.22752602,-0.3705507,-0.61886024,0.8449367,1.049955,-0.62512267,-0.6338785,-1.8348196
-0.026047867,0.35720712,1.7790757,-1.7006187,-0.6223446,-0.054834068,1.0647168,0.19180283,-0.61208624,-0.28673947,1.1042814,0.42693844,-0.53212255,-0.08104356,-1.125363
-0.114219874,0.28707168,1.9027709,-1.497892,-0.8739451,-0.16431996,1.0666912,0.17496897,-0.6067674,-0.3114114,1.2197597,0.53926104,-0.4842169,0.007823936,-0.8221618
-0.33870217,0.79637176,1.6272852,-1.193717,-0.11248802,0.33459404,0.43236092,0.43412834,-0.82572085,0.057531353,0.8301573,0.5367142,-0.7475567,-0.18970524,-0.5312953
-0.2335398,0.8696489,1.6656568,-1.0713569,-0.25388867,0.2641676,0.35900617,0.41506243,-0.72687906,0.08554688,0.9186029,0.46103832,-1.0020903,-0.14042503,-0.5247656
-0.08585225,0.987775,0.67269856,-0.34885383,-0.27865386,0.55269724,-0.12413845,0.62545913,0.27352807,0.4088137,1.0731323,0.8645746,0.06731789,0.11039134,-0.2875129
0.5586457,0.20175986,0.61285937,0.15363242,0.2822119,1.1175892,0.81791925,0.03802128,0.26386172,0.74952525,1.2679293,0.20920566,1.1660527,-0.3632441,-0.3085054
0.42100328,-0.34145054,1.9790725,0.51152277,-0.8026714,1.6308681,-0.6710242,-0.16364469,0.03095251,0.45209935,1.0674984,1.5614779,1.6285899,0.2604672,-0.41108164
0.34872267,0.07648113,1.6649615,0.57932407,-0.48142186,-0.5975825,0.51392406,1.4661926,-0.27227524,1.0260962,1.4034156,1.5677359,-0.45738107,1.0375189,-0.88340515
-0.075471565,1.1918057,1.2578206,-0.867531,0.09348923,-0.08224573,-0.04432849,0.14689465,0.6615498,-1.2875812,0.7605663,0.8422071,0.025555752,-1.0344695,0.32852072
0.167118,0.09981877,2.0101159,-1.2521846,1.1679449,-0.29247123,1.2531825,-0.61999863,0.6303831,-1.0486864,1.1527928,1.0313945,0.4446278,-1.2898066,0.16573843
0.36154622,1.5045899,1.5830921,-0.6948009,0.3647507,-0.28577995,0.5998939,0.04835126,1.6215969,-0.9832497,1.2236733,-0.8149292,0.6008598,-0.9394287,0.19839846
0.5687265,0.7386992,1.2351248,-0.28130758,-1.2367204,1.1012121,0.7961551,1.7762055,1.2269104,1.6355273,1.1062188,0.1303963,-0.5086197,-1.8643545,-0.8195295
0.49702084,0.70818037,1.0944612,-0.25162438,-1.3523183,1.1935711,0.9636241,1.9353716,1.2308522,1.7192613,1.2789518,0.14529452,-0.32768446,-1.7070204,-0.99874437
0.15843117,0.7224209,0.8459651,-0.3083138,0.8011455,0.8248049,0.94480366,0.8252341,-0.29782662,-0.45341516,1.0807345,0.22541659,-0.7104707,-1.3009658,-1.5523778
0.12752081,0.85273147,1.0113994,-0.522272,1.0242609,0.9889828,1.5577922,0.77064633,0.43241584,-1.1684256,1.122398,0.42955965,-0.3517649,-2.2553594,-0.8662449
-0.4008655,1.1427051,1.2081671,0.12167006,0.86027956,0.17425855,0.77169466,1.2443174,-0.8126087,0.4768191,1.1575018,0.15190703,-0.51402414,-1.6762917,-1.258134
0.029816266,1.1264336,1.3378469,-0.18138143,1.4613758,0.14877307,1.0826958,1.1047459,-0.2133952,-0.29639292,1.2496675,0.42398977,-0.22864442,-2.887682,-0.1605471
-0.22095948,1.025866,1.243714,0.6722552,0.35095555,0.9077401,0.96325845,1.3947626,-1.1127789,0.4682839,0.7663592,0.8726571,-0.39123556,-1.4511232,-1.5690626
0.14476277,0.8567613,1.0751542,0.110392936,0.954839,0.29412675,0.28652322,0.90109414,-0.14381796,-0.6656479,1.0657836,0.49776104,-0.0011372812,-2.0808213,0.018624723
-0.08170789,0.99051434,2.8098545,-0.5126463,-0.08603082,1.7944907,0.08264117,0.08194807,0.7419644,0.026428591,-0.22536147,-0.5964377,-0.37079835,-2.0864105,-1.3664625
0.27382463,0.8523075,2.826637,-0.5838649,0.6963685,0.9948094,0.34146988,-0.2793694,1.3966503,-1.0261412,0.24981807,-0.31923354,0.24103498,-2.7570984,-0.2738793
-0.9816792,0.6060095,0.828481,-0.53889006,1.0166585,0.9667798,1.4237643,0.46821368,0.015618845,0.22219838,0.7173562,0.5092686,-0.13445783,-0.80261344,-1.5001185
-0.56195354,0.8322909,0.9126529,-0.38581666,0.98930347,0.63794565,1.0690986,0.4033642,-0.3317138,-0.026849238,1.0568298,0.35923582,-0.18050395,-0.5806019,-1.6356431
-0.59797513,-0.30397654,1.4129972,0.2519855,0.14608248,2.7729185,0.2158712,1.5192546,0.44429398,-0.031333487,0.8319807,2.6976056,-0.068082035,-1.4261255,-0.49121368
-0.19217217,0.9233624,0.7963658,-0.23053215,-0.570999,0.69066006,0.32104227,0.56440353,0.20549281,0.36730132,0.518643,0.06258515,-0.70717335,-0.6431854,-1.3691719
-0.08411468,0.8721018,1.0624696,-0.54399467,-0.32309213,1.0019095,0.5346952,0.74897796,0.36397886,0.14113942,0.6678554,0.22302985,-0.68273336,-1.2030588,-1.3849747
-0.16332047,0.82160026,0.8298223,-0.35060453,-0.45531833,0.7241215,0.3419742,0.6609547,0.1400336,0.2638548,0.76664466,0.18173525,-0.6667974,-0.70955294,-1.3417181
-0.061085228,0.9150691,1.3177054,-0.38289753,-0.5085019,0.8911808,0.71902454,0.8258631,0.35404307,0.4181647,0.5858933,0.11341107,-0.6468107,-1.1484178,-1.6463679
-0.022671524,0.8638045,0.97440124,-0.31833103,-0.44843525,0.6823246,0.4906043,0.77346534,0.24478354,0.23803638,0.63978225,0.18354124,-0.53792316,-0.85038394,-1.4797484
-0.23795456,1.0021966,0.96627665,-0.57152116,-0.5547486,0.86440206,0.41535932,0.63036275,0.342205,0.428406,0.40343216,0.13438316,-0.7683274,-0.9163507,-1.4786514
-0.3114091,0.89601076,1.2131847,-0.59775615,-0.40646577,0.68749905,0.54868925,0.6707453,0.28466618,0.57764846,0.4108082,0.17000169,-0.6367203,-1.0164986,-1.3580072
-0.09265101,0.91650385,0.92217076,-0.39972523,-0.21564572,0.6872864,0.38242543,0.62268984,0.10730351,0.53158295,0.6357866,0.088075146,-0.71177316,-0.973604,-1.6512163
-0.18752332,1.0858626,0.22225991,0.110437766,0.22581229,-0.4801094,0.92516166,-0.57061493,0.09917226,2.0671718,0.5787938,1.5342572,0.46539262,-0.36019403,-1.5304407
-0.058818605,0.84242696,0.32672232,0.03979643,0.77232003,-0.99884707,0.79037386,-0.54916596,0.11569197,2.377372,-0.15216935,1.4412935,0.7513214,-0.93278027,-2.053842
-0.709119,-0.5603022,1.3830189,-0.97096646,-1.0809633,-1.4931129,1.2328309,0.20776907,-1.1455532,-0.82291013,1.3787425,1.2668564,0.19506703,0.25002384,-2.6651464
-0.36286336,0.75394654,0.87804663,0.028791629,-0.29054487,0.5644396,-0.18396564,0.91046745,-0.26602423,0.13083655,0.596355,0.41054225,0.25754163,0.41097265,-0.22707711
-0.2773323,0.93846846,0.43401358,0.15501532,0.33640474,0.14117552,-0.04402812,1.2930919,-0.5233695,0.12924258,1.280538,1.1497296,0.50055414,-0.3051007,-0.5388038
0.07093973,0.97522336,0.055591565,-0.1983454,0.32113758,0.1995591,-0.7892742,1.2130696,-0.80938005,0.04882657,1.3417934,-0.01769966,0.835509,0.081433974,-0.35307553
-0.23487094,0.07562212,0.6406285,0.053868387,0.030602105,-0.46195373,-0.27773762,-0.14891733,-0.027288992,0.5689337,-0.14161561,1.1524856,1.1183963,0.5883872,-0.5094344
-0.6011693,0.20131972,0.33823866,-0.13194278,0.663528,-1.0358534,-0.17688332,-0.22871797,0.0002568653,0.33713996,0.54791534,1.7795203,1.3907102,-0.02212898,-0.8652859
1.0345678,-0.46463326,0.38281852,-0.1284131,0.6996192,-0.45422512,-0.2659596,0.044876575,0.4720834,1.1891197,0.80376184,1.301832,0.40418825,-0.6525721,-1.1652377
1.3279095,-1.9386525,-0.41818115,-1.8386804,2.3815846,-2.3111992,-1.2937565,0.035530522,1.2282225,-0.40510452,3.7692206,3.2280102,-2.7805045,-2.8529925,-0.7088661
2.7449584,-0.5616567,1.0241109,-0.71849155,0.43704835,-3.069161,0.94372493,-1.1275469,-1.6250371,1.4519424,2.5893693,0.9750857,0.0687138,-0.87980354,-1.7757576
1.5444617,-0.6954483,1.3070538,-0.04814881,0.65040916,0.3228859,0.007938607,0.36409852,0.15110558,0.6825541,1.3207426,1.099798,0.37063485,0.16802137,-0.6343887
2.6911883,-1.9394318,1.2811649,-0.36798587,1.6351683,-1.0764593,1.3289989,-1.001265,-0.74962413,2.070607,2.6261642,0.575036,1.6436626,-0.871806,-1.4446958
-0.62121683,2.0252306,1.2604457,-0.6123281,1.4130255,-1.1385767,0.51994556,1.2678972,-0.3253717,-0.6409812,1.1081638,1.0164285,-0.69798857,-1.4143462,0.1460764
-0.6796415,1.71358,1.5051422,-0.6093026,1.3793024,-0.9799751,0.37456086,1.4301825,-0.54232967,-0.8194562,1.2717133,1.1259373,-0.34663066,-1.3487409,0.46376348
-0.04781039,1.8714997,1.5878576,-1.2103223,1.4373673,-1.2710776,1.4669029,1.3183343,-0.87274575,0.030044254,1.6055659,0.5589201,-0.47212932,-0.9835686,0.63148445
-0.20500565,1.6414101,1.5701067,-0.9953688,1.1699163,-1.1543845,1.3579632,1.4198059,-1.3412349,-0.2882976,1.8244414,0.5592493,-0.1579484,-0.9662266,0.6232382
-1.690618,1.5577966,0.96008885,-0.17479333,2.1044753,-0.35979694,1.4485158,0.61599076,-0.3332025,-0.4049464,1.3991992,1.1077355,0.05445862,-1.7105016,0.16849776
-1.6974646,1.2237368,0.72837836,-0.34098673,1.9774562,-0.15194532,1.1296426,1.0295553,-0.6304709,-0.5661927,1.8034378,1.1841708,0.21698907,-1.7998809,0.49379128
-0.4676241,1.4329544,1.9020576,-0.1948041,-0.25327954,-0.69094974,-0.20451088,-0.6527529,0.38988912,-0.43984357,0.49045515,0.96566206,-0.40796736,-0.31359142,-0.15979427
-0.59924924,1.1276896,1.5573429,-0.107622124,-0.10545419,-0.40267852,-0.54707116,-0.5949082,0.21114698,-0.37408444,0.7151905,0.7125256,-0.34795177,-0.48112708,-0.20137337
-0.69546556,1.2852272,1.4419858,-0.20067428,0.023551939,-0.27501222,-0.6968183,-0.4659536,0.6352012,-0.21627381,0.5541606,0.9573093,-0.49289662,-0.41713104,-0.20864294
0.05203958,1.5089166,1.8873137,-0.7789369,0.05115841,-0.6039025,0.15394041,-0.6129819,-0.15135618,0.081418894,1.1090114,0.53041744,-0.40167055,-0.03426663,0.7000551
0.2629295,1.3966527,1.866704,-0.71201843,-0.16596416,-0.48343197,0.4512755,-0.5270291,-0.33593607,0.20445022,1.0251987,0.35621688,-0.2956877,0.052441716,0.21002011
0.12519884,1.4402108,1.6445205,-0.6629858,-0.18665826,-0.5522067,0.21984568,-0.6542467,-0.2894036,0.10897304,1.2031794,0.41366795,-0.39343506,0.053051855,0.19483525
-1.6799556,0.833482,1.3894855,0.25687,0.5457187,-0.13746381,0.46310475,-1.4024161,0.47163665,-0.19632494,1.1103154,1.3760767,-0.0984033,-0.693988,0.08269843
-1.4204522,0.94796693,1.1858236,0.3178817,0.7177823,0.12160644,0.17107993,-1.120796,0.6739036,-0.1817946,0.9134724,1.5069122,-0.09406598,-0.82374394,0.18415485
-1.7059295,0.7948403,0.88600516,0.262074,0.85322773,0.37338772,0.13557953,-1.1548028,0.6672775,-0.07985613,0.91590047,1.3914347,-0.030451031,-0.9096916,-0.13980012
-1.5505447,0.80268025,0.7922967,0.3333398,0.70712054,0.28376254,0.058447983,-1.2851532,0.38687846,-0.20850639,1.1628491,1.4517909,-0.07466726,-0.6103109,-0.24132669
0.96965533,0.48176512,1.9217238,-0.9666318,-0.6283641,-0.30882442,0.97899646,-0.21556196,-0.84672076,-0.16153869,1.8212944,-0.29437134,-0.8949874,0.06605848,-1.4551048
-0.17573774,-0.32674626,1.4190695,-0.98978364,0.51030517,0.4954975,0.93393886,0.5074937,-0.14859523,0.5483051,1.1034772,0.1937408,-0.82269305,0.96880275,-0.87351406
0.23216774,0.5573727,1.2635672,-0.13695781,-0.5958289,-0.044394925,-0.020700537,-1.1657333,-1.2438195,0.11538823,2.0719442,2.605903,-0.34255907,0.22882466,-0.9687374
-0.47664404,0.7936216,1.4975578,-0.107793115,-0.60453916,0.9536665,-0.064422235,-0.45493397,-0.4401986,0.35417458,0.9862373,1.9346845,0.3777116,0.68955666,-0.5957226
-0.7840409,1.0159129,0.94159555,-0.16355069,-0.37166864,1.6875188,-0.38866994,-0.41114467,-0.8107259,-0.22018467,1.5533702,2.2740827,-0.28382742,0.3277975,-0.71840876
-0.14532134,2.1444952,1.0642407,-0.83031774,-0.77001226,0.6719651,-1.479795,-0.026622854,-0.16860053,-0.16604511,1.0291919,2.584046,-1.0336381,0.64659786,0.12821418
0.8305194,2.014464,1.5679818,-1.4242853,-0.79142904,0.56871444,-0.35458112,-0.08756532,-1.1413319,0.34124944,1.8423302,1.7776725,-0.746204,1.5457097,0.67355305
-0.952641,1.5198625,0.3980146,-0.28485084,0.15551609,1.1950648,-0.37705502,-1.1064506,-0.34026724,-0.42676103,1.6238,2.9731383,-0.06941021,0.40418535,0.12653528
-1.0026135,0.69915587,0.96797913,-0.84280986,-0.07312768,2.4028208,-1.2463093,-0.17982693,1.0780063,0.43145305,1.6883533,0.92454565,-0.5503595,-0.44083178,-0.76905006
1.2892575,1.8946357,0.117999464,-1.074295,-1.372399,-0.22228709,0.31468028,-1.0510235,-2.6853762,1.635509,-0.52166677,3.5494096,1.128755,0.32284492,-1.35982
-0.55962354,0.7515989,1.5297196,-0.14656787,-0.1474055,0.21334928,-0.38084793,-0.19993567,0.07177718,0.46569926,1.3690656,-0.007856362,-0.9030805,-0.43811613,-0.37313533
-0.7980578,0.7291351,2.0060937,0.13399117,-0.07290484,-0.011162436,-0.3486066,-0.66389257,0.47730577,0.42137864,1.2018692,0.051305547,-1.043634,-0.40107992,-0.29219377
-0.21392575,0.767816,1.0197197,-0.8244657,0.63145196,-0.19521677,-0.03309683,-0.621783,0.03908375,0.4217092,0.8709949,-0.693276,-1.1947601,-0.4075047,-1.0851814
-0.7410626,0.483922,0.5300013,-0.14541712,0.027135482,0.6436245,-0.4062313,-0.17391579,-0.31218743,-0.17461269,1.4164134,0.85638195,-0.1145157,0.66563225,-0.23230295
-1.0351857,1.1035519,2.4986176,-0.5197998,0.29337037,-0.25078177,-0.9869671,0.46557012,0.32468313,-0.33926377,0.79345304,0.9358241,-0.7524456,-0.024954412,1.6145477
-0.44811517,0.7375368,2.6888568,-1.2464606,0.23008858,-0.30064458,-0.39718008,0.54707575,-0.5223883,0.033933874,1.3752085,0.18409407,-0.4399816,0.45043617,1.8867334
-1.0149312,0.17230828,3.1755745,-0.4517466,0.9956394,-0.44729862,-0.39069897,-0.4897259,-0.52652997,-0.009072407,0.98648995,1.8218511,-0.50427216,0.09352812,0.9480318
-0.11982263,0.1621828,0.17276478,-0.095659345,0.19966961,0.17291772,-0.18122888,0.21661204,0.3216993,0.5390081,0.22952914,0.5517157,0.3632359,-0.18001297,-0.5033782
0.09874244,0.2221907,0.03483516,-0.03737293,0.26707608,0.21467297,-0.29972684,0.104965515,0.36120608,0.7172413,0.22614892,0.6025668,0.26018593,-0.28912762,-0.829368
-0.82257146,2.1740642,-0.09559916,-1.4493318,-0.09266401,0.7440594,-0.56252915,0.19063176,-0.14227995,-0.277064,0.4064509,0.5137362,0.123001724,-0.3208754,-0.68960303
-1.2772679,2.1061122,-0.22324982,-1.0029429,-0.17032489,0.979442,-0.5330074,-0.13778573,0.383406,-0.008256604,0.19370966,0.5960052,0.50715065,-0.6084389,-0.9095647
-1.2072119,2.106366,-0.16624859,-1.2120934,-0.0024445779,0.7663754,-0.5120313,0.34256303,0.53407246,-0.30779365,-0.027160302,0.7123647,0.49901432,-0.81534874,-0.84321964
-0.9590935,2.1119125,-0.06635896,-1.2834542,-0.08227324,1.0235406,-0.31649858,-0.05686972,0.37905267,0.33524984,-0.111026324,0.8424967,0.67049503,-0.5344236,-0.61462903
-0.6779785,2.3079832,-0.18615213,-1.1949009,0.0023221995,0.70981616,-0.13378228,0.21133535,0.32685798,-0.03247871,0.24959385,0.8024465,0.3921197,-0.56375486,-0.903668
-1.1153415,2.1880727,-0.108954355,-1.1164453,-0.168962,0.67385787,-0.4594539,-0.0068388646,0.43806282,0.10100576,0.34445608,0.5510601,0.3793263,-0.5730541,-0.7473207
-1.9687208,2.3459966,-0.26253754,-0.7955115,-0.09754293,-0.49003574,-0.8294016,0.6296746,0.5320782,-0.25468457,-0.16715209,0.68315756,0.16617773,-1.2034861,-1.333055
-0.8412367,2.296703,-0.08305069,-1.3776721,-0.04575321,0.789733,-0.3062816,0.23528522,0.6402928,-0.05520244,0.063885145,0.732143,0.61526495,-0.74437034,-0.7830091
-0.7584401,2.157133,0.6404007,-1.6299111,0.7238001,1.4160737,-0.22653589,0.057504285,0.14062665,0.16677433,0.48373216,0.24446672,-0.87325406,0.39468077,-0.49372455
-0.8783439,2.312409,-0.16534835,-1.0478697,-0.11039577,0.9398255,-0.4102056,-0.120376274,0.24699199,-0.002551083,0.41114298,0.44550037,0.44523084,-0.50711477,-0.82126296
-1.1303002,2.1665924,-0.27563065,-1.26098,-0.055373427,0.8662875,-0.25009948,0.040934872,0.55545324,-0.017321043,0.1720142,0.87164116,0.50453705,-0.34262732,-0.8148217
-1.7778774,1.8952566,0.40876475,-1.637727,-0.02694563,1.1502061,-1.0892075,-0.5141373,0.36186072,-0.41456622,0.37574196,0.42775777,0.5046828,-0.94743365,-0.0825215
-0.5717224,2.0869586,0.06902106,-1.3643954,0.07457808,1.0509937,-0.21728712,-0.019842941,0.4054744,0.016551934,-0.01810343,0.443804,0.44982544,-0.81272024,-0.7819616
-0.055812333,2.039805,0.604118,-2.0092652,-0.2620778,0.4512564,0.34208363,0.40446782,-0.57912785,0.20399894,0.9182627,-0.48037964,0.3934086,0.3163138,-0.47575817
-0.28285706,2.1224332,0.55240333,-1.795821,-0.23377964,0.8106892,0.41917527,-0.13409777,-0.3569464,0.24305321,0.940925,-0.5571667,0.87640697,0.18795714,-0.2860385
-0.31506094,1.9127032,0.36033228,-1.8791536,-0.2238271,0.41883314,0.39091095,0.19143623,-0.22930908,0.25417432,0.857435,-0.3702997,0.6282492,0.0375959,-0.4828189
-0.36686364,1.9555027,0.5978109,-1.8015391,-0.5234567,0.52157587,0.30681512,0.17368148,-0.09412426,0.3213072,0.46580073,-0.11406217,0.74397767,0.26945803,-0.113258004
-0.123511925,1.8608676,0.413988,-1.971159,-0.20247741,0.49562797,0.6170086,0.12055925,-0.44304827,0.13993847,0.87959653,-0.114325754,0.42283815,0.31708044,-0.56471026
-0.28933105,1.9611592,0.43499523,-1.7109833,-0.27015403,0.39488372,0.54124844,-0.03319598,-0.19800316,0.24264354,0.8636389,-0.3557592,0.64516306,0.14177315,-0.40363228
-1.0695244,2.415835,0.44878122,-1.2732705,-0.31691578,-0.7710475,-0.1685132,0.9110603,-0.20351706,0.06444527,0.49358606,-0.41765153,-0.32994577,-0.6488403,-0.57834494
-0.14892234,2.0690136,0.3021537,-1.6839734,-0.24000701,0.51052773,0.3371232,0.14713316,-0.14831595,0.316374,0.7639363,-0.030508924,0.73219436,0.18781543,-0.16111545
-0.6379139,1.9536684,0.99470943,-1.9957645,0.5118066,0.82806456,0.66797155,-0.06379478,-0.32667658,0.5892863,1.0284457,-0.52822983,-0.25203612,0.9175078,-0.124670014
-0.10424317,2.0732527,0.69300187,-1.6395861,-0.34592697,0.79342264,0.52525383,0.20879383,-0.3708348,0.10041307,0.886933,-0.22392666,0.80911046,0.25632358,-0.25270474
-0.5435661,2.154083,0.36896545,-1.6407261,-0.2661636,0.7475162,0.4764791,0.14911674,-0.43163505,0.2829606,0.57686156,-0.04050068,0.41512725,0.18159696,-0.3249325
-1.0734205,1.987979,0.98748,-2.0993474,-0.29550657,0.9603499,-0.6851616,-0.45064965,-0.24935102,-0.17643009,1.0092028,-0.40959865,0.44446582,-0.29873943,0.38385722
0.063644655,1.9970212,0.57291675,-1.9320633,0.029072167,0.59496987,0.6420632,-0.039863568,0.007677307,0.4436233,0.7709682,-0.46025327,0.72407687,-0.10031538,-0.33278444
-0.17073224,1.6699283,0.78776973,-1.2352341,0.16858126,0.31028268,0.2794808,0.53088677,0.6140753,0.32506555,0.87438065,-1.1974633,0.77855533,0.066383004,-0.97709996
-0.5028558,1.8009171,0.41367677,-0.89905834,-0.021757917,0.32924747,0.31347394,-0.17447266,1.0435319,0.3700828,0.8098098,-1.2071042,1.3411139,-0.041818894,-1.2237953
-0.44071874,1.4432755,0.6203979,-1.1827325,0.09671944,0.16238065,0.29689187,0.33586624,1.2332102,0.26439008,0.48505592,-1.1018652,0.8110201,-0.37478054,-1.1421816
-0.28621677,1.7444066,0.6678638,-1.1389852,0.058119476,0.42747763,0.3079039,0.03336076,0.79420036,0.548073,0.47283614,-0.91377467,1.0023031,0.119920336,-0.8642693
-0.3047428,1.6916717,0.5215801,-1.1476142,0.23427218,0.22344452,0.37513265,0.4421093,0.94347805,0.39353013,0.63223016,-1.098056,0.9075591,-0.20795088,-1.2100526
-0.20586392,1.8614273,0.4117929,-1.1815792,0.068080455,0.24126789,0.30354998,0.01147527,0.93328947,0.6101428,0.78186303,-1.0025581,0.7101841,-0.062680416,-0.9180161
-1.2763904,2.1394122,0.41522995,-0.309962,0.26096272,-0.9856379,-0.23234561,0.61455643,1.1499555,0.37124386,0.32450777,-1.3711374,0.4849016,-0.9495909,-1.6577694
