p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18
1.0678626,-0.48373827,-0.14259243,0.6897561,0.037604947,0.29396436,0.18399905,-0.13994735,-0.16421905,0.19080588,-0.038989987,-0.108572304,0.57674104,0.46763748,-0.40435335,0.3047289,-0.41060257,0.000937104,0.8788948
0.8742955,-0.45013097,0.015346821,0.6295897,0.21550557,0.51981735,0.010284883,-0.10211667,-0.096586175,0.17189804,0.11281177,-0.08467713,0.55081826,0.58679706,-0.19908476,0.43871364,-0.41832522,-0.043420035,0.77353513
1.0105804,-0.51070136,-0.042966694,0.8179011,0.15929209,0.5726842,0.033899162,-0.10531278,-0.06597064,0.13090242,0.047903962,-0.14032076,0.5657158,0.5602744,-0.15274273,0.4189869,-0.3752633,-0.07740529,0.78091574
1.6832072,-1.1059295,0.31149527,0.4356815,-0.26212314,-0.76256096,0.3082486,-0.42060918,-0.91325766,0.51514953,0.42294836,-0.19028075,-0.72505736,1.2366645,0.004049961,0.17091712,-1.4308659,-0.73349476,0.863466
1.3376942,-0.9053475,1.044423,0.6430725,-0.2926112,0.4148758,-0.05237179,0.086657725,-0.43778065,-1.0796785,0.6473044,-1.486052,-0.12760398,-0.20429377,0.38544714,-0.55374163,-0.8368008,0.2295622,0.19288668
0.43717822,-0.63432056,0.38469878,1.1883525,0.6907837,-0.1375897,-0.57678986,0.66310537,-0.16379051,-0.35483783,-0.12903886,0.053371955,0.14157574,0.76148844,0.16971494,-0.7804409,-0.23131882,0.08887164,0.3244299
0.6114435,-0.9343319,-0.34636435,1.211172,0.5472914,0.08416385,-0.62912774,0.80008173,-0.31457388,-0.160435,1.0504622,-0.7651033,-0.42320305,0.114600144,0.81845653,0.5864761,-1.2138915,0.06642871,0.38092068
0.9872253,-1.0826868,0.8118197,0.7718494,-0.53342265,0.4300777,-0.24041778,0.5413313,-0.4331822,-0.70308673,0.31311223,-1.1563449,-0.18375455,-0.25254434,0.3947576,-0.74414945,-0.8445612,0.010638881,0.22271793
0.6901164,-0.81552356,1.2601249,1.3188657,-0.23948182,0.6731794,-0.82308215,0.8008639,0.25699675,0.6889378,0.92862236,-0.016348356,-0.27835366,0.70652854,0.7792043,-0.82075536,-0.6560029,-0.7818402,-0.99201185
2.0293713,0.1704252,-0.69121,0.7503459,-0.52942455,0.9081957,-0.5202178,-0.44755393,-0.23570855,-1.1561847,-0.13169248,-1.1757082,0.97040045,1.1732932,-0.21023437,-0.054507863,-1.367593,-0.5783996,-0.017544165
0.8304344,0.704031,0.72691274,0.12194906,-0.3857696,0.43457112,0.57118285,0.27464834,-0.13772158,-0.4649331,1.6994907,-0.41049448,-1.0410604,2.0465186,-0.25939623,0.97899663,-0.6992025,-0.54956806,0.5809661
-0.032617263,-1.6080387,0.4261928,2.195265,-0.20265083,0.38214087,-0.48920402,0.3099654,0.7202347,-0.16269115,-0.4938101,-2.3347783,-1.762664,1.2195675,-0.15027426,0.6393593,-0.75762874,0.04084387,-0.63182235
0.49738485,-1.2478441,0.4631059,1.3061662,-0.09298933,1.6978029,0.5298897,0.2758041,0.13622908,-0.03208828,1.6111479,-1.2929121,0.1324914,-0.07965539,0.4340081,-0.0036906863,-1.272419,0.112842076,1.5276343
1.0947171,-0.27414757,0.61135954,1.9360982,0.12346356,1.1657445,0.58828163,0.34222862,-0.55511075,-0.081341416,1.4896654,-0.1940714,1.1906182,-0.60398,-0.15474834,-0.4876739,-0.60310197,-0.099210046,1.0568855
0.30384913,0.71117425,0.006525441,0.64793766,-1.2429348,0.15516728,-0.10284115,1.7340943,-1.4222531,0.4836316,0.76124763,-0.47458613,-0.74301344,0.21180427,-1.7704962,0.05709439,0.3449677,0.8085085,1.1905898
0.3854653,-0.034176785,0.022539753,0.87925905,-1.2630602,0.67556846,0.51859534,-0.38634458,-1.0744977,-0.11714676,1.3100537,-0.279483,-0.6295326,0.97675294,-0.6645141,-0.12680028,-0.40214822,0.74972266,0.9630515
0.19416562,-0.37657273,0.40912083,0.995168,-0.49852064,1.0246055,-0.45675504,0.72730076,-2.0142338,-0.5221239,1.4858993,0.03276242,-0.37057438,0.77555656,-0.55635864,-1.0088825,-0.04329134,0.64670646,0.046515096
0.49663234,-0.40761036,0.20666678,0.7515934,-0.91639286,0.9713389,0.08410506,0.21939667,-1.6703793,-0.4563205,1.1107837,0.050522596,-0.30172804,1.0023127,-0.33144185,-0.49780944,-0.43664744,-0.11629679,-0.29994047
0.5052799,-0.628411,0.63441885,1.2953223,-0.39845535,1.1257201,-0.08847422,0.31974763,-2.014726,-0.23496464,1.2626661,0.2667772,-0.26834744,0.7431188,-0.29430807,-1.1277297,0.022487568,-0.03478401,-0.1817277
-0.13188604,-1.072769,0.553309,0.5469716,-1.0044817,1.564935,-0.33696038,1.1068364,-1.638788,0.6644044,1.7065454,-0.72858787,-0.11331188,0.73668,-1.0520357,-0.5988913,0.35639852,1.3004849,1.297209
0.49075255,-0.47654104,0.5896588,1.2010207,-0.5487136,0.7206229,0.015198816,0.6819761,-1.8361903,-0.26981845,1.4888253,-0.12912732,-0.56420726,1.232014,-0.6270437,-1.0090666,-0.38459468,0.7046197,-0.18452615
-0.28210098,-0.10360408,-0.7488952,0.05068741,-0.9052193,1.2083238,-0.8545948,0.6117528,-1.4307588,-0.9813894,1.6327176,-0.52360827,-0.45900345,1.1298405,-1.9483769,-0.7212634,1.2437632,0.19974807,1.0070926
-0.6379016,-1.4827183,0.2641682,1.3451388,-0.49182,0.20611982,1.0906599,0.5394653,-0.8659724,0.17041172,-0.1386911,-1.1366025,-0.3956517,0.29799178,-0.1787368,1.2504548,-0.65038633,-0.42026204,0.6611682
0.6194422,-0.4996148,0.5764734,1.0792209,-0.9739922,-0.94343567,-1.2342345,0.4100254,-0.31944618,-0.29869944,0.5331849,-1.4917156,0.14237344,0.52067864,-0.40784726,-0.14519368,0.2662913,1.2991304,-0.36296502
1.3942368,0.26754943,0.29918924,0.99316484,-0.22709532,-1.557127,-0.7905439,0.32357198,-0.7810859,-0.28227106,-0.46377772,-1.5881127,0.53856033,1.2627394,-0.20409437,0.21334924,0.2916909,1.1583365,0.29286027
0.9433416,-0.77633363,1.9105684,1.2272443,1.2806662,-1.1506965,-0.3493848,0.3032919,-1.7221467,-0.39658612,-0.06668969,-1.2845107,-0.31377807,0.6171524,0.49248254,-0.40852433,-0.3953419,1.3069279,0.073727846
1.2828742,-0.26593098,0.42871928,1.0742456,-0.5319292,0.7280262,-0.709012,-0.15756857,-0.5378266,0.33543608,0.8359019,-0.1498082,-0.45439112,1.2660139,0.66365266,-0.8727933,-0.17980354,0.02178362,-0.084989466
1.1020792,-0.4617753,0.11409427,0.4477094,-0.11933671,-0.49238652,-0.08634152,-0.053333867,-0.5769831,0.02190593,0.043979544,-0.21378055,-0.3160611,0.6288099,-0.3252592,-0.20931742,-0.9736057,-0.8033326,0.56397104
0.42970625,-0.017881861,0.011875393,1.7550353,0.3780226,1.2874484,1.3524709,1.4250758,-0.4947355,-0.39244252,1.0996816,-1.3224012,0.55654395,1.3945116,0.88442695,-0.14540097,-1.1465513,0.5985786,0.8493863
0.011678842,-0.12160707,0.46192536,0.88851273,-0.58704984,0.4180295,0.111819685,1.4696876,-2.0512774,0.25381622,0.9931127,0.25311002,0.23012817,0.5709052,-0.701582,-0.1363025,0.4937333,1.4692581,0.4499613
0.067302756,-0.66318846,-0.016238317,0.8235515,-0.85604715,0.68271506,0.10693211,0.474361,-1.1240393,0.621078,1.0814183,-0.16054995,-1.3587133,1.4095451,-1.0865147,0.40496558,-0.5361759,0.34833455,-0.23409487
0.6800769,-0.97575885,0.3613417,0.9036176,-0.14647214,-0.19237523,0.31111723,-0.16072263,0.2942446,0.041712724,0.1453455,-0.6260381,-0.6403335,1.2720238,-0.2983053,0.07545679,0.17451632,0.04313728,0.18815415
0.5483119,0.015309655,1.5066022,0.4112179,-0.1119018,0.24952967,-0.63106245,0.9893538,0.013627202,-0.25053117,1.9172082,-0.13589995,0.35801134,0.15897481,-0.17147389,-1.1304678,-0.72979444,-0.047567714,1.0695232
-0.60430425,-2.1336906,0.68987733,0.32279545,-1.7054486,1.2534378,-0.12808982,0.27235252,-1.3049417,-0.3191189,0.024901371,-1.4609928,0.011442676,0.83646256,-1.3503091,0.517609,0.17022035,0.74943805,0.7260067
-0.44900572,-1.2279332,0.49803975,0.95291096,-1.5728036,0.296286,-0.22242007,0.2299013,-1.560593,-0.26766604,-0.22197741,-1.1700975,-0.7402986,1.1264143,-2.434339,0.20957156,-0.31049985,0.3586,-0.006993789
-0.2599951,-1.7889706,0.48269454,0.54040676,-1.2297614,1.1410836,0.0685422,0.21870029,-0.89774173,-0.42799145,0.181751,-0.973626,0.026909487,1.259088,-1.1238363,0.21873327,-0.4169653,0.13849722,0.0912466
-0.12588482,-1.2161944,-0.05108903,1.1717639,-1.046916,-0.10119252,-0.24347337,0.43701997,-1.1836208,-0.058600955,-0.103545204,-0.88519096,-0.8754577,1.5155458,-2.5186136,-0.28270644,-0.75959516,-0.16421543,-0.70357627
1.2910316,-1.7050833,-0.39324397,-0.3663155,0.3013461,0.6163851,1.4604783,0.025216145,0.58285046,0.5551827,0.14358775,-1.4625043,-0.33716133,1.2695674,-0.6244829,-0.26444295,-0.16518652,-0.2325125,0.250461
1.1189535,-1.6771835,-0.56420857,-0.41661403,0.2686975,0.6852229,1.4792128,0.07030386,0.54646426,0.40359437,0.15923917,-1.1873126,-0.26700464,1.3251263,-0.60413355,-0.066356055,-0.15085915,-0.29224917,0.42379007
1.0528704,-1.5298853,-0.5468489,-0.22108121,0.119195424,0.6116806,1.2865952,-0.041482743,0.67842466,0.30025545,0.049055316,-0.9608884,-0.3640968,1.2023635,-0.665852,-0.24917537,-0.055508494,-0.2370992,0.3655622
1.2239747,-2.0143168,0.29823261,1.1172242,0.05953758,-1.3393682,0.58299285,0.76488656,1.6028137,-1.2179192,0.22183107,-0.58444124,-0.42811444,2.0415459,0.009667639,0.053705066,-0.83336127,-1.4034605,-0.77606994
1.3912796,-1.0758168,-0.38152957,0.5291773,0.38291353,0.6231002,-0.48032933,-0.6266028,-0.29400954,-0.27821225,0.5212227,-0.50269216,-0.27731732,1.1032912,-0.047130097,0.9329751,-0.53039473,0.3279741,0.41352782
0.88507825,-1.99748,0.3535019,1.2559289,-0.61609954,0.49622273,-0.098069616,-1.2806624,0.5690202,0.23529659,0.8814826,-0.51319885,0.9096868,1.0371779,-0.1367517,-0.40847754,-0.08995456,-0.70656073,0.1620321
0.9663834,-2.1239805,0.3540745,1.3896097,-0.7383711,0.46238565,-0.072906055,-1.2897872,0.6293527,0.366154,0.8692541,-0.6110625,0.9128431,1.0615706,-0.08072991,-0.47705165,0.13969108,-0.6606484,0.24996768
1.7199851,1.6061816,0.26668048,1.0654511,-0.16886549,0.8844494,-1.052301,1.672636,0.660072,0.41555348,1.4845833,-1.599419,0.87154704,0.6664004,0.025223475,0.68742716,-0.53064805,-1.6911551,-0.5206935
0.9497824,-2.1815815,1.6158181,1.1356268,-1.2327986,1.2284669,-0.424507,-0.106434464,-0.05890345,-1.1539298,0.18279754,-1.4792179,0.13961715,-0.029792897,0.8389682,-1.902019,-0.49454167,-0.029016081,-0.0333552
1.2166551,-0.14248605,0.6702087,0.8390268,-0.60975766,0.015284695,0.038726233,1.456242,0.59621894,0.16399415,0.19555554,-0.78188384,-0.07456195,-0.36806077,-0.3674335,0.83317804,-1.5465134,-1.4923311,1.353735
2.668099,0.12699345,1.0035423,1.2974998,-0.8056889,1.1030306,-0.50728285,-0.8629593,-0.73381436,0.723922,0.7459676,-1.0108534,-0.7745408,0.482229,0.58846456,-0.42564577,0.33672237,-0.7130081,-0.6757718
1.7039164,-1.2154208,-0.5194546,1.0005435,0.36066592,0.81806564,-0.32161608,-0.15415148,0.35508484,-0.7872146,0.8131007,-1.2011193,0.1018159,0.82503307,0.5267963,-0.35581765,1.4334816,-0.11729179,0.13109602
0.7595566,-1.4298164,1.926649,-0.08001715,0.11256505,0.5498947,-0.7789421,-0.16301534,-0.45923424,-0.23046818,-0.9483127,-1.7063808,1.4434642,1.1361327,-1.2000215,-0.25653598,0.7318586,-0.41908017,0.383418
0.795508,-1.3363758,0.7300183,1.6443846,-0.81828,0.64564365,0.49807268,-0.04197609,-0.1587127,-0.29738432,-0.24994782,-1.3419456,1.537842,2.006911,0.63257176,-0.50802684,0.19257812,-1.7437742,-0.5986349
1.0286251,-1.1779215,1.1464669,1.9257991,0.1137726,1.2204642,0.7841145,0.6140272,0.04770052,-0.27688944,-0.51417756,-1.3978103,0.7267742,1.2608896,0.55045646,-0.5218141,-0.42773125,-1.4929208,-0.37293455
0.71043825,-0.5527368,0.8477356,1.980743,-0.90639603,1.2788028,-0.58876264,0.062934674,-0.33012763,-1.5638752,-0.053616907,-1.1316851,1.5970726,0.7400688,0.47119084,-1.0981636,-0.33010873,-0.40117583,1.8885918
0.6114018,-0.63543725,-0.107405536,1.0971549,-0.37268695,0.19161543,-0.0077796513,-0.21834473,-0.24784434,0.24235682,0.25633478,-1.1990476,-0.016056359,0.679179,-0.84279484,-0.5313382,-0.2860444,0.26663813,0.5698998
0.31101373,-0.21397737,-0.5667166,1.5759705,-0.10355365,0.9298928,0.9444953,-0.49244684,-0.13022351,0.34431878,-0.012214309,-1.5999999,-0.021467213,0.8258158,-0.31877145,-0.89503986,0.049264587,0.7922233,-0.2710065
1.9575281,1.4177529,1.3584969,0.24555643,-0.044229455,-1.0176682,-0.04859117,1.9531075,-0.7247661,-0.2753271,-0.41658586,-2.0371087,-0.8270358,-0.31449747,-1.6071293,0.028199892,1.2526393,-0.068967685,1.0468383
2.2154956,0.7514385,1.102724,0.76811963,-0.6102965,-1.3088632,-0.9656356,1.4662484,-0.77064997,-0.46223754,-0.11799219,-1.8463435,-0.82071704,-1.2292368,-1.6101785,-0.12351818,1.1813506,-0.52548873,0.7994942
2.5598783,0.0930468,1.756445,0.055207267,-0.4507109,-1.4820207,-1.1124314,0.96581376,0.3544466,-0.60239416,0.12827569,-1.3845998,-0.88238204,-0.35358244,-1.1224495,-0.26742062,1.0961455,-0.40067065,0.7074877
1.4803163,0.067392744,1.5713027,0.6344483,0.25540835,0.23884788,-0.04412023,1.2440162,-0.818927,0.7338137,-0.45891306,-1.5976738,-0.9171454,-0.092628695,-2.2640657,-0.35447103,1.0009805,0.37539235,0.44328117
1.5069814,-0.5799403,1.6234181,0.9497131,-0.25208858,0.21754222,-0.7713623,0.8592252,-0.7613918,0.5646931,-0.035283424,-1.4541523,-0.7126967,-0.63358885,-2.0192103,-0.59596145,1.0551544,-0.11092947,0.26238188
2.0899467,-0.84682614,2.0379672,0.8029742,-0.23394965,0.34124652,-0.7124808,0.617989,-0.36304173,0.41374925,-0.06799785,-1.2545763,-0.8038606,-0.1035851,-1.0400723,-0.59153444,0.5998596,0.091581486,0.36274898
0.45588446,-0.65078866,1.0055165,0.8510355,-0.12807181,-0.05175277,-0.07653906,2.1028743,-2.3071861,0.7457063,0.18182701,0.2960385,-0.30811253,0.7835873,-0.41878757,-0.6162862,-0.13403586,1.0887405,-0.07972467
-0.9852555,-0.72362924,-0.62927026,1.7932689,0.70034623,0.015007795,0.582341,-0.019498624,-0.0744898,0.9042235,0.9908813,-1.8525064,0.47157687,0.6263857,0.19396526,1.2680949,-1.0349386,0.07516726,1.2078515
-0.016263321,-0.83635354,-0.78261006,0.9629253,0.9460868,-0.14548406,0.466606,0.3056408,-0.46546006,0.7850976,0.8632777,-0.9525586,0.7836724,1.4024591,-0.14548378,0.9775922,-0.8790711,-0.18978813,0.54171515
0.14776073,-0.8424482,-0.9849717,1.0067916,1.0005263,-0.21911281,0.6106127,0.24640563,-0.49800113,0.8222197,0.8216793,-0.9828627,0.85531414,1.400522,-0.05697016,0.9690634,-1.0988944,-0.22589709,0.7948129
0.5602014,-1.7209357,0.33776224,0.46249634,-1.197429,-0.66396314,0.49453312,0.26764065,-1.2201692,-0.6537741,-0.35653272,-0.8957676,-0.050739188,0.86768246,-0.6802503,1.2374848,-1.0599098,-0.12701279,0.8052293
0.40364942,0.07233721,0.24306825,0.7136306,-0.029043306,-0.15733555,-0.15671408,1.8657866,-0.9147229,0.17357789,0.050369825,-0.828753,-0.6819652,-0.13146614,-1.284491,-0.29250848,0.08156255,0.59690624,0.995634
0.71683323,-0.5382649,0.33745298,1.061788,-0.016721698,0.27867094,0.2504469,0.1371093,-0.75673354,-0.30167457,0.6024813,-0.6746437,-0.59287536,0.5262665,-0.45851785,-0.4656105,-0.6978791,0.5326915,0.92705363
0.9097308,-0.6833646,0.4217559,0.82373595,0.16500884,0.44974393,-0.22193483,0.17286879,-1.2984568,-1.0583493,0.50268996,-0.38946182,-0.37406102,0.7026261,0.06280725,-0.49985823,-0.16625951,-0.3352158,-0.011780672
0.8941151,-0.3436011,1.0947077,0.102881856,0.5264831,0.034053724,0.39317587,1.3099759,-0.9444656,0.1936997,0.025901727,-1.0543833,-0.12144359,1.1877906,-1.6639766,-1.0586547,1.192925,0.8054151,1.0575242
0.9431594,-0.7440421,0.5344577,0.72936726,0.2077168,0.3663974,-0.62149113,0.25405923,-1.897421,-1.7638407,0.90683323,-0.4001776,-0.4472048,1.1009548,0.19300874,-0.8305633,0.325985,0.12731424,0.43209407
0.7662703,0.57727253,0.9688389,0.032770175,1.0058392,0.93313336,-0.13377978,1.7248117,-1.3811494,0.021576857,0.6596389,-0.92602134,0.07209741,0.15518379,-1.2684007,-1.4217283,0.83122784,0.0439847,1.1907356
0.79906017,-0.34904027,0.5191068,0.7392255,0.029651888,0.61296237,0.031577844,-0.030499347,0.011234949,-0.80945337,1.2650878,-0.5745254,-1.0509955,0.45009577,0.4422937,0.3691559,-0.6712506,0.7218876,1.3846076
1.8039647,-1.4580041,0.17295954,1.1085579,-0.73409086,0.07348749,-0.024220416,0.4570278,-0.0014524369,1.0489327,0.3405281,-0.4075824,-1.1625437,0.53436345,-0.09789158,0.3150253,0.6406336,-0.10350615,0.0866316
1.8277706,-1.4965374,0.27121505,0.95051485,-0.60622185,0.12478168,0.0028161586,0.67434144,-0.08195223,0.9843134,0.27806234,-0.18160911,-1.004533,0.5268056,-0.25009304,0.5139611,0.7498747,-0.2212272,-0.12572034
0.9145651,-1.5181953,0.10902373,1.1979139,-0.36029652,-0.20426115,0.014929085,0.9024859,0.028395852,0.5784239,0.4577362,0.18663424,-1.0692489,1.0167764,0.27735585,0.47288173,0.42487338,-0.26825833,0.27300698
1.0606233,-1.5010716,-0.07006441,1.2599721,-0.27660626,-0.27564448,0.040300872,0.8805278,0.07361787,0.66992885,0.40789998,0.3408207,-1.0282216,1.02829,0.28247324,0.34349638,0.35539237,-0.06844936,0.1392566
0.72788894,-0.14249684,0.21212414,0.45773423,-0.07911105,0.0629069,-0.19215444,0.9297253,-0.404298,0.08241782,-0.11198195,-0.87556374,-0.32497343,0.9013818,-0.4690551,0.3194035,-0.32536405,-0.142624,0.3462887
0.3381408,-0.85619855,1.1144516,0.31538233,-0.745955,0.99278104,-0.5338023,-0.05690397,0.11933575,-0.052139696,-0.5230488,-0.82944286,0.7030785,1.1458728,-0.49708927,-0.13349362,0.35922995,-0.36192474,-0.029960975
-0.014193681,-1.015559,0.91021645,1.7791727,-0.5432029,0.95070654,0.750775,0.25977826,-1.0861596,-0.17928046,-0.9484306,-1.4408848,-0.06802032,0.6960677,0.43688333,0.7120793,-0.50563926,-1.0867566,0.28402287
0.48744476,-0.833826,1.5307155,1.3829521,-0.12766646,0.6494656,-0.576157,0.28853467,-0.30363026,1.1306176,0.7841148,-0.13933884,-0.33559665,0.9653882,0.49176303,-0.51572764,-1.2552942,-0.88728607,-1.1281161
0.4006818,0.13740504,0.16344008,0.7030577,-0.025446624,-0.28495914,-0.12776302,1.7708256,-1.0151875,0.16151446,0.22273941,-0.77627474,-0.6904503,0.043829996,-1.3369379,-0.35934564,0.1461954,0.53818476,0.9926959
0.91728675,-0.6349418,0.9959162,0.8291982,0.5201169,-0.15998183,-0.5278977,1.0408971,-1.6140279,-1.1352797,1.2061112,-0.505963,0.047138926,0.15537961,-0.24219872,-1.2168782,0.73795974,0.7408694,1.2922611
-0.039755743,-0.6340945,-0.171514,0.27399006,0.42061487,0.49061075,-0.98530567,1.1626123,-0.77312094,-0.97488666,0.62042683,-1.048864,-0.5741138,0.5899248,-1.4642118,-0.95125115,0.78492236,-0.010509274,0.9157022
0.44652206,-0.42374828,0.018527469,2.2580218,1.5423167,0.062060878,0.28372702,1.3854172,0.3294745,-1.4966419,0.11178274,-1.0937735,-0.27845567,0.23944977,-0.32135415,-1.5157951,-0.65409356,-0.049873352,0.022865329
0.5579268,-0.3599399,0.111452214,2.1247728,1.5066665,-0.01079652,0.06942226,1.3874478,0.2630386,-1.7650478,0.27966616,-1.3008248,-0.13693462,0.30660656,-0.4963389,-1.371462,-0.6470023,-0.0044808574,-0.10992129
0.6053883,-1.2293322,0.48459846,0.41032773,0.77993464,-0.11383973,0.41859403,-0.037962575,0.004731303,-0.6308679,0.43215975,-0.6928504,-0.20376483,1.4965473,-0.64242554,-1.2991999,-0.3979167,0.25178248,-0.039563358
0.6161372,-1.3614922,0.029332474,0.7235311,1.5242093,0.15156846,-0.22307299,0.9658712,-0.49296334,-0.64949405,0.36543384,-0.48576853,0.028824167,0.7876884,-0.9973469,-2.2388206,-0.42728063,0.014355243,0.47005108
0.9098302,-1.000675,1.1448191,0.82898915,0.73003846,0.18888266,0.92883134,-0.1767571,0.26434535,-0.40334576,0.7313926,-0.45758918,-0.102163546,1.3101424,-1.4200737,-0.8033725,-0.94001746,0.7751955,-0.21905594
1.0450866,-1.2312264,0.76801485,1.108868,1.6327696,0.24100466,0.22982109,1.022722,-0.2968444,-0.31915238,0.5378014,-0.15289535,-0.30496928,0.29629153,-1.4931911,-1.9699177,-0.97554165,0.87138873,0.4577971
0.889537,-0.874153,1.2761966,0.4904053,1.0054247,-0.30745953,1.2463522,-0.39734843,-0.39129734,-0.812315,0.08260562,-1.2378213,-0.028766343,1.4044493,-1.3624473,-0.4356982,-0.60347754,0.41026774,-0.44523138
1.02422,-0.98488116,0.5276274,0.64016867,1.4701777,0.4634729,0.2408123,0.9556928,-0.46805376,-0.12834568,0.074224934,-0.48555624,-0.41402176,-0.123785384,-1.1989857,-1.3893532,-0.65499115,-0.018771077,0.26186532
0.022093669,0.1924989,0.7338079,1.8717649,0.97116816,-0.4839185,1.0893183,-0.21080424,-0.8962155,-0.835113,0.76768005,-0.17467815,-0.23294291,2.470801,-0.57139736,-1.5011351,0.43159738,-0.08479829,0.49284923
0.4838407,-0.05899849,0.14255638,1.9560632,1.5898718,0.15590529,-0.07092778,1.149736,-1.5798523,-0.31374505,0.5095544,-0.02523651,-0.3652769,1.2094723,-0.4862093,-2.21293,0.3298637,-0.74777055,1.1128018
0.7077451,-1.1319073,0.5965592,0.7960749,0.96586275,-0.36972055,-0.8627136,0.22043815,0.23404703,-0.89123625,0.8311213,-0.4999829,0.5251801,0.6791844,-1.0411602,-0.70497054,-1.0081253,-0.38882497,0.7450552
0.7843883,-1.463784,0.24040027,0.46508107,0.7398421,-0.11418915,-0.21585478,-0.0443587,-0.0025294165,-0.5611199,0.6694621,-0.5274897,0.3906097,1.3455087,-0.9871301,-0.7619435,-0.5686514,-0.22794083,0.2670165
0.23897395,-1.0406015,1.2519028,1.3112301,1.3592905,-0.581497,0.6946306,0.57225114,-1.6860498,-0.65382826,-1.4454733,-1.0091913,-0.4654029,1.0636317,-0.1700641,0.08564946,-1.262133,-0.12923573,1.265607
0.7726447,-0.05578458,0.20095861,0.8915048,0.19970334,-0.679737,0.8661391,0.28642476,0.2526725,-0.6511974,0.6184129,-0.8676472,-0.23487554,0.97630227,-0.12223868,-0.8258833,0.17359456,0.106112525,0.27758738
0.753428,-0.23437594,0.4507091,1.1710699,0.51389223,-0.7133271,0.47636864,0.3318904,0.010438652,-0.8323648,0.5854022,-0.84091884,-0.028789466,1.263171,-0.09886227,-1.1576566,0.12648828,0.19532475,0.45336515
0.86319345,-0.224087,0.33614743,0.8469398,0.22097695,-0.64610785,0.6332138,0.37673637,0.24048772,-0.6126375,0.60688525,-0.9126248,-0.17054541,1.0022516,-0.06499488,-0.877336,0.04459998,0.057604503,0.3828445
0.8413555,-0.11411574,0.43643364,1.3361305,0.57783824,-0.6962809,0.86372757,0.21148846,0.05644998,-0.9092625,0.68664557,-1.0551149,-0.059303313,1.1980692,-0.30718294,-1.1666455,0.079062164,0.18588679,0.5116266
0.756397,-0.13831738,0.39935324,1.0130535,0.4435744,-0.59296054,0.65147954,0.25879705,0.04535742,-0.6678005,0.62906766,-1.0427593,-0.15330379,1.022443,-0.2468244,-0.82693976,0.07275024,0.15020272,0.364025
0.8842276,-0.06200761,0.28701004,1.2164077,0.42231625,-0.85200244,0.8615319,0.21774542,0.20998845,-0.70476717,0.6354368,-0.9662204,-0.116217755,1.1623499,-0.2176815,-1.1018696,0.31143233,-0.07346962,0.46134433
1.0608511,0.092067756,0.3863327,1.4195784,0.40702474,-0.7728753,0.7197772,0.26291603,0.059542827,-0.63037264,0.5818485,-0.86951524,-0.11258864,0.9624957,-0.32622352,-1.0085047,0.26778418,-0.064740196,0.5691137
0.9830118,-0.10899697,0.4107759,1.1368811,0.47742325,-0.59286404,0.6139617,0.06742049,0.14806621,-0.65206355,0.6133257,-1.0330609,-0.42146695,1.0574497,-0.21110766,-0.91712475,0.04723822,-0.074489735,0.3030979
1.1371353,-0.8558109,-0.7000208,0.5475852,-0.6667782,0.3224178,-0.70881474,-0.3353618,-0.56947786,-0.95624965,0.2273419,-0.81265026,-0.01425673,1.3263603,-0.3840896,0.17763482,-0.9853053,0.28175434,-0.20284185
0.8519852,-0.93155074,-0.6580281,0.2478781,-0.18748659,0.45437706,-1.382089,-0.64189774,-1.056459,-0.81004494,0.56102604,-0.8324247,0.44552118,1.4611208,-0.78850085,-0.27161324,-1.7108037,0.75284547,-0.54629344
2.995785,-0.37379643,1.568258,1.3986676,-0.71781623,0.33953476,-1.1012373,-1.200542,-0.6715124,0.010929254,1.3726448,-1.4750092,-0.58963144,0.1969278,0.64892286,0.29783565,0.23727755,-0.23001477,-1.2896765
0.03366607,-0.29505274,0.010924804,0.8992925,-0.3041319,-0.23747206,0.37807363,0.6516767,-0.6972106,-0.01906559,0.020241594,-0.3338206,-0.050682403,0.51138085,-0.2901569,0.47896987,-0.6327535,-0.33946064,0.36326295
0.5639897,-0.47036844,0.84091735,0.44057924,0.96102446,-0.19680944,-0.12677115,0.740164,-0.39810395,0.02669741,0.45573822,-0.6964424,0.557341,1.3574322,-0.4521299,-0.087748304,-0.69894415,-0.11653824,-0.094002426
0.2931896,-0.26965266,-0.032519616,0.48851153,0.43375275,-0.28614888,0.038854923,0.47271177,0.021052392,0.41309404,0.7843577,-0.40219054,0.9760295,1.2745788,-0.5408857,-0.024017742,-1.1954534,0.02510547,-0.14915445
0.0021652705,-0.23648973,0.8824035,0.42912635,-0.24929339,-0.061458025,0.49844134,-0.16518648,-0.9230305,-0.4221468,0.44299415,-0.8824139,0.39735213,0.12451274,-0.076200545,0.79515404,-0.46268114,-0.05609886,0.2051147
0.62652117,-0.37814,1.5413225,-0.19623964,0.45486352,-0.017199337,0.10796382,0.20888466,-0.7099838,-0.3317505,1.438782,-1.1820036,0.6686086,0.830834,-0.024969889,0.4181397,-0.052143846,-0.16255632,-0.18233652
0.17348129,-1.3756812,-0.03362162,0.4669184,0.59591186,0.7869099,-0.40198734,0.27743953,-0.17209074,-0.56068987,-0.31965184,-0.27395692,-1.3484322,0.9139245,-0.7027086,0.090287976,-0.73599434,-0.98737305,-0.35992655
