p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18
2.0547502,-4.3636165,2.4587908,-0.3127803,-0.4212996,0.30886424,-0.98344016,-0.4143095,0.59761906,1.574125,-1.5866714,0.5991527,-2.656294,2.0900288,-0.44166914,0.29096082,-0.4907536,1.4666293,0.49748784
1.40711,-3.062731,0.05963095,2.0056696,0.18849519,1.2085638,-1.2743008,-0.6144585,0.64401054,0.57036626,0.771357,-0.40143785,-1.0751729,1.0975783,1.7193582,-1.0947723,0.46416923,-0.35304418,-1.3745227
0.10968643,-2.3184896,0.07234339,0.5389197,-0.03286326,0.20515077,0.18541536,-0.028633242,-1.0394524,0.5946925,-0.5525734,-0.05351821,-0.79693174,0.64512753,-0.9180281,0.4405129,-1.6346419,-0.854657,-0.38714817
1.0863371,-3.654714,0.6515298,0.63870996,-0.29329202,0.6271789,-1.207198,-1.1889242,0.49620047,1.2658612,0.026675265,-0.24647969,0.17084076,1.2417666,-0.6731992,-0.7751337,-1.3214071,-1.565495,-0.5479896
0.83946794,-0.04147466,1.2448151,-0.03798949,0.20200278,0.49371192,-0.020144712,1.5836204,-0.080223955,-0.5377998,0.83980894,-0.9158217,-0.7763266,0.2698371,-3.2226543,-0.40702602,-0.3598196,1.2907509,0.5182363
0.70052266,0.20420967,1.5680376,0.20832375,0.052977625,0.5539532,-0.10350799,1.9221532,-0.19657052,-0.351109,1.0249562,-0.82676655,-0.7151846,0.14965165,-2.9581194,-0.1832337,-0.3590952,1.2484015,0.2775421
0.718014,-0.7132019,0.88776195,0.5079563,-0.47425836,0.29905212,-1.1043692,1.0756737,-0.106586896,-0.4501835,1.2022476,-0.88766557,-0.5046664,-0.23825343,-3.3518891,-0.5409592,-0.58484054,1.1361768,0.44787255
0.6901927,-0.48695743,1.1882317,0.58670354,-0.32084483,0.42946061,-0.91824615,1.5260165,-0.19270797,-0.35948348,1.4853444,-0.76724297,-0.56137735,-0.3131456,-3.1301928,-0.45751667,-0.5772211,0.8580465,-0.11265912
1.103596,-1.2361816,1.5612592,0.3459681,-0.23542616,0.031096807,-0.5433161,1.5922383,0.16980004,-1.3102838,0.94686574,-0.40145522,-0.25134665,-0.42922354,-1.7342318,-0.9580024,-0.79076815,1.164501,0.90218407
0.969967,-0.87628007,2.0152724,0.42656955,-0.31154844,-0.14567958,-0.63910043,1.8091441,0.2771425,-0.9197694,1.0700132,-0.24068053,-0.3715404,-0.35613462,-1.579867,-0.70982814,-0.8314801,1.3721894,0.6584366
1.0627688,0.21535896,0.155339,0.66917396,-0.16415149,0.29057032,0.55150247,1.2671779,-1.0815918,-0.08654594,0.2884073,0.10470221,-0.91075104,0.9200523,-1.1340139,-0.59353924,0.4585591,0.15723048,0.7193689
0.6280297,0.047852077,0.31612328,0.7336373,-0.09192773,0.21799691,0.6825872,1.1773977,-0.6949741,-0.037469428,0.23364767,0.080563106,-0.9226366,0.98750114,-0.6512736,-0.39137578,0.4306452,0.22407082,0.55417264
0.8932382,0.2343748,0.24890798,0.56603557,-0.19674693,0.015965274,0.64484286,1.0079722,-0.53053176,0.0400033,0.14618635,0.018542636,-0.9184063,1.2680047,-0.8847824,-0.36154372,0.35623553,0.34531036,0.70273185
1.1035177,-0.36716443,0.018408,0.90840286,-0.77304786,-0.0014449054,-0.69080395,0.9768991,-1.0413069,0.091066696,0.39061323,0.41246057,-0.8043936,0.260945,-1.1911867,-0.47854042,0.1275284,-0.06615711,0.32801804
0.91867983,-0.66429436,-0.24461605,1.0648978,-0.7489781,0.07806381,-0.4745194,0.6383196,-1.0016048,0.21735354,0.41381225,0.21921547,-0.6063736,0.2747444,-0.9639047,-0.5090397,0.1277717,-0.3536861,0.12927152
0.8650223,-0.6743749,-0.06728693,0.92157525,-0.64437014,-0.033150155,-0.31756577,0.85174435,-0.8429605,0.25320503,0.41261473,0.1507687,-0.70652866,0.40478405,-1.0352844,-0.53108835,0.04908139,-0.34584418,0.24227332
1.4534277,-0.8445123,1.0033529,0.78138953,-0.5843798,0.09329427,-0.12195517,1.342012,-0.86418146,-0.62446356,0.3320216,0.901437,-0.60563767,0.2808371,0.2650722,-0.92321056,-0.13231446,0.16809325,0.87046945
1.3733519,-0.72681963,0.6781871,0.57079005,-0.43988004,0.022266844,0.001156834,1.2372987,-0.76354593,-0.49424478,0.34314716,0.7091276,-0.4580178,0.34856486,0.06543768,-0.8523566,-0.10577165,0.24389543,0.7052717
1.2446197,-0.904667,0.8511098,0.71343726,-0.41501737,-0.2642387,0.04347295,1.1237482,-0.5112472,-0.54818183,0.29556572,0.82175434,-0.41223314,0.51108694,0.47548193,-0.8727967,-0.27656057,0.3060112,0.8620865
1.3391964,-1.0115697,0.8982826,0.49487638,-0.47709858,-0.19398355,0.18823671,1.058349,-0.44827837,-0.56354535,0.33617568,0.49488077,-0.6019195,0.38054445,0.5064483,-0.8687046,-0.2803413,0.11515101,0.6270432
1.6734337,-2.0438561,-0.55141026,1.4931213,-0.11191452,-0.071936205,-0.17536336,-0.078418426,-0.03168247,1.3436676,0.6909128,-0.27924666,-0.7786918,0.28703,0.076853305,-0.31126267,0.39846027,-0.25704634,-0.2555927
1.1220977,-0.28105137,0.19448684,1.6429837,-0.8891274,-0.5195016,-0.08401544,0.01897889,0.103773795,0.9969322,1.3199407,0.10860956,-0.64844817,0.31054834,-0.08571955,-0.49873683,-0.7262937,-0.38537288,-0.35303548
1.8627121,-1.8771347,0.7490392,0.6670145,-0.6065268,0.08432255,-0.044056088,-0.43778718,-1.201221,0.010856085,-0.35295793,0.14120021,-0.39467943,0.7988287,-0.5563207,0.8009105,-0.9115527,0.34370676,0.5814073
0.71271825,-0.96267945,0.43696204,0.46937972,-0.7993811,-0.16098826,0.109700605,0.4207111,-1.245379,-0.56757814,-0.32594085,-0.53549075,0.00849647,1.1627033,-0.44448552,0.879944,-0.89437,-0.17701527,0.5543249
1.4424813,-1.146728,0.5636461,-0.1275553,-0.26693437,-0.23298332,0.7618487,0.6612866,-1.4995056,-0.5081032,-0.62551683,-0.27493915,-0.5748184,1.7680067,0.10746942,0.11575723,-1.3462449,-0.41594997,0.57914
1.5906748,-0.592484,-0.28967193,-0.67246485,-0.8274046,-1.3195844,0.10870906,0.83724505,-1.2637286,0.15627806,-0.862609,-0.4932458,-0.97110367,2.1321285,-1.5370119,0.72822684,-1.292983,0.09905495,0.50228333
1.3389739,-1.4628999,-0.59304094,-0.23971799,-1.589961,-1.375971,-1.3875582,0.40217265,-1.8477148,0.11069326,-0.4528775,-0.10889182,-0.45756975,1.1169147,-1.8888566,0.72023326,-1.4761019,-0.49348056,0.30513126
1.5576471,-1.8889501,0.7121858,-0.78470546,-1.1898253,-1.3989098,-0.44236168,1.1314882,-0.85520935,-0.53620017,-0.38273787,0.008728017,-0.6286552,1.2804754,-0.025435882,0.30244428,-1.4415166,0.2808065,0.63843155
0.6242424,-0.63808763,1.4780064,0.481711,0.5573856,-0.37569302,0.30908504,1.5799111,-0.8077865,0.08655726,0.037662297,-0.51264274,-0.25111583,1.4189427,0.41510525,-0.38980818,-1.067605,0.05022436,1.8059131
0.91555315,-1.198636,-0.9815493,0.26519,-2.0874965,-0.8711992,-0.7391242,-0.19925494,-1.669625,-1.317819,-1.6383905,-1.6871915,0.8164736,0.6400827,-0.7114898,1.3294624,-0.5496893,1.2278436,1.2156136
1.2068558,0.016066542,-0.34311357,0.6557065,0.78189963,0.019585906,-0.15331422,1.2691339,-0.4812844,0.38003805,0.40492532,0.018332003,0.15595697,1.0411669,0.050088853,-0.3553791,-0.50604904,-0.3514665,0.17331177
1.2768168,0.14538208,-0.34008408,0.62614137,1.395201,0.263391,-0.12920865,1.3543212,-0.93329257,0.45001638,0.570559,-0.19069977,0.38127404,1.1432865,0.08700352,-0.33065465,-0.4400719,-0.7801983,-0.11694165
1.3339862,0.045331974,-1.0703068,0.84268785,0.118110895,-0.23972069,-0.2839597,0.4804774,0.28376186,0.48819944,0.88341844,-0.03532699,-0.37113276,1.1802405,-0.030916931,-0.65658724,-0.046108443,-0.09847057,0.37280756
1.0719693,-0.4689959,0.16905852,0.471973,-0.14606091,-0.48228186,0.0045857425,-0.033453353,-0.5856734,-0.009368292,0.058354955,-0.27026635,-0.26527327,0.63800025,-0.25238645,-0.25649014,-0.9893053,-0.8476069,0.56413996
0.5147933,0.8145532,0.52709126,0.28675413,-1.1195675,0.3767029,-0.2822965,2.2239022,-1.1981534,0.52716285,0.27386892,0.22124322,-1.0412967,0.91490215,-1.5864577,0.9823973,0.31154072,0.69239366,0.3316017
0.4768794,0.08972077,0.3844238,0.8564029,-1.5385892,0.30264,-1.2616524,1.9519937,-1.2944543,0.46679604,0.52544856,0.36816502,-0.8540767,0.2012945,-1.624701,0.94413793,0.16989642,0.1289689,-0.04773121
0.4746349,-0.6706141,1.237807,0.54059505,-1.019856,0.5751048,-0.9123215,1.776636,-2.1173096,0.19038527,0.81445074,1.063498,-0.96248037,1.2472867,-0.64285594,0.44589984,-0.15358405,0.056106456,-0.03507793
0.21144165,-0.16950114,-0.06564614,0.40458328,0.20928878,0.34138754,0.023762492,0.4641935,-0.11725469,-0.43380192,0.21027608,-0.15404937,-0.3328924,0.29397172,-0.35872856,0.025304824,-0.029398942,-0.35805383,0.10070966
0.18302165,-0.17326632,-0.124088965,0.48029622,0.3956591,0.42178097,-0.084844455,0.3827832,-0.047414128,-0.5987063,0.18090978,-0.2104239,-0.6124396,0.3413732,-0.41652992,0.087467216,-0.20754091,-0.47745562,0.08411512
0.5941818,-0.44326732,-0.14758568,0.7761064,-0.4642455,-1.193734,0.49052987,1.0970467,0.57759106,0.031981904,0.016251275,-0.7837751,-0.2512861,0.7047841,-1.3386562,0.5034587,0.74809617,-0.29619533,0.37782317
0.69395334,-0.32901245,-0.2481279,0.6588937,-0.33353168,-0.90852153,0.55634475,1.1941916,0.79762423,-0.30306345,-0.078924544,-0.66660035,-0.03974063,1.0700192,-1.01216,0.38837796,0.54672605,-0.540171,0.72691566
0.57895494,-0.451439,-0.118043,0.4281875,-0.12951222,-1.0583736,0.21836795,1.2712091,0.4890673,0.045777358,-0.09714162,-0.9746463,0.041289724,0.8817627,-1.3000801,0.58672833,0.6268254,-0.46699536,0.51480156
0.5987243,-0.20716193,-0.23254877,0.4533027,-0.29144162,-0.9898058,0.900644,1.1219661,0.13149399,-0.42828047,-0.060183123,-0.68026394,0.037933625,0.9965651,-1.1596195,0.69242823,0.45439333,-0.54708916,0.66838473
0.70869493,-0.44407502,-0.33600655,0.27498716,-0.17563869,-0.95512414,0.39073902,1.1671586,0.21703984,-0.30812907,-0.0764302,-0.99881953,-0.14989755,1.0616329,-1.233342,0.44277984,0.59849167,-0.27432433,0.79306513
0.813516,-0.4851508,-0.1626945,0.5868405,-0.25796992,-1.0970672,0.65553623,1.2000855,0.5169195,-0.30847946,-0.28957823,-0.8164937,-0.08455268,1.0386428,-1.0119759,0.33311152,0.61781657,-0.3813804,0.7198481
0.47797653,0.901415,0.8799908,1.1247035,-0.18717994,-0.8493323,0.98527014,0.87322897,0.9047529,0.68987536,0.12581882,-0.49078947,0.029156325,1.661826,-1.9812473,0.6459915,0.73034984,-0.49678954,0.038538475
0.5535646,-0.009318493,-0.19194162,0.8640628,-0.14892258,-0.8408113,0.48536575,1.1759317,0.33198106,-0.13800336,-0.15356156,-0.8343701,-0.08413814,1.1705827,-1.3961982,0.7149802,0.9088691,-0.44599915,0.5959777
0.75779724,-0.5480917,-0.55789,1.179293,0.18711713,-1.0360686,0.2891247,1.6856499,0.12773512,0.67502326,-0.68520033,-0.009810992,-1.1200655,1.0468333,-0.97867703,1.045548,0.47525454,-1.1267608,0.25094894
0.842594,-0.61769766,-0.20849335,0.32222965,-0.2601119,-0.9877155,0.68504155,1.3597611,0.45159164,-0.3454654,-0.3085745,-0.65541244,-0.25115263,1.1299688,-0.98641914,0.4112397,0.62719053,-0.54010224,0.64201987
0.7645933,-0.31978256,-0.024521865,0.38018632,-0.034809493,-0.9774248,0.76114446,1.3930476,0.6291318,0.037902195,0.018195113,-0.7365133,-0.0968068,0.94413334,-1.176488,0.48069862,0.63070655,-0.42129725,0.64203984
0.7099604,0.31714123,0.16207573,0.92638814,-0.6172195,-1.5296448,1.0607203,2.346838,-0.24703012,-0.3146464,-0.26152548,-0.59532815,0.06374763,1.2428842,-0.28031185,0.72515523,0.96329916,-0.38120416,1.0083451
0.56420934,-0.12835822,-0.23687236,0.64411724,-0.1593544,-0.802871,0.42110732,0.90375483,0.14121994,-0.14494695,-0.24784604,-0.80451405,-0.30864558,1.2910011,-1.301795,0.6238998,0.7976451,-0.6493123,0.23460591
0.42867574,-1.139603,-0.5392106,1.3638635,-0.73528165,-1.0320358,-0.5501265,0.3916308,0.6403399,-0.035582636,0.5415777,-0.59547234,-0.08514558,0.36171743,-1.5994911,0.46386462,0.63177025,-0.7946428,0.3860127
0.5336191,-1.3908619,-0.78630155,1.03154,-0.80082387,-0.9029476,-0.82611096,0.6685732,0.7646062,-0.39841527,0.44468215,-0.47522077,-0.04145606,0.42818233,-1.4658648,0.27507076,0.5071325,-1.1148821,0.95243496
0.70533496,-1.327082,-0.46114781,1.2440763,-0.58102983,-0.95143455,-0.7649405,0.53687465,0.5956751,-0.17974018,0.42888367,-0.65353346,0.06993073,-0.04763178,-1.3894616,0.45825395,0.6258819,-0.8258236,0.59140134
0.46565005,-0.9549345,-0.48068783,0.9620473,-0.85657746,-1.089954,-0.11127879,0.7535024,0.42942628,-0.02728161,0.52729607,-0.36097068,0.28292707,0.24057181,-1.4518989,0.25731027,0.47767115,-0.82445884,0.66189194
0.73325616,-1.13899,-0.6744482,0.95357454,-0.7109809,-1.1667476,-0.42369914,0.6122226,0.36412024,-0.19736505,0.5109252,-0.7273965,-0.1033071,0.25934526,-1.2907617,0.21959734,0.5088945,-0.74370486,0.6249159
0.7377009,-1.1585191,-0.46591026,0.96402574,-0.73780066,-1.0520928,-0.5217988,0.63518006,0.60528105,-0.39139882,0.34840274,-0.65477717,0.017087258,0.16768205,-1.2533796,0.1701734,0.60667515,-0.8469625,0.82381874
0.31561255,0.15355046,0.5336251,1.800546,-0.8022121,-0.76394576,-0.018751878,0.16018021,1.0870687,0.83431035,0.55663455,-0.040693544,-0.044711154,0.9475236,-2.395616,0.47370103,0.44544235,-0.95979714,-0.087388806
0.5160818,-0.8807319,-0.5405515,1.1720736,-0.60070926,-0.7515697,-0.35935593,0.70691305,0.4578417,-0.034755997,0.14570974,-0.40472028,-0.12980233,0.20749277,-1.5418209,0.6679449,0.6049098,-0.6655633,0.7862747
0.7103393,-1.1675179,-0.6318072,1.954103,-0.12234482,-0.76820624,-0.5630004,1.0784365,0.22221543,0.5628443,0.0123899905,0.479351,-0.6263916,0.15343262,-1.2494853,1.0968055,0.63635355,-1.5765903,0.6075426
0.54414,-1.3565421,-0.47442636,0.90851206,-0.86545306,-0.9267612,-0.62944067,1.0243738,0.34719118,-0.086239144,0.16859919,-0.46070957,0.12531082,0.2191459,-1.3631408,0.23016585,0.37124878,-0.9032186,0.79550874
0.5599456,-1.0208995,-0.39347234,0.99924314,-0.6654301,-1.0363507,-0.19879338,1.0013071,0.6720362,0.17665878,0.1980609,-0.39793953,-0.045791846,0.34171906,-1.3388786,0.39190385,0.5453415,-0.8522588,0.4833288
0.52138287,-0.37475663,-0.39506546,1.6439837,-1.3635582,-1.660863,0.2009926,2.0327237,-0.37681705,0.34479684,-0.08206052,-0.2727081,-0.015816111,0.488268,-0.6958765,0.7060818,1.0215834,-0.5808502,1.394131
0.5270041,-0.90908754,-0.641519,1.3103801,-0.47735155,-0.7386818,-0.44058684,0.30522704,0.25581267,-0.22374673,0.36379072,-0.4795659,-0.24493122,0.4974854,-1.6878746,0.57071507,0.6842488,-1.0942992,0.5288506
0.28442162,-1.0725334,-0.27516866,0.6423493,0.03592437,0.020780422,-0.49754092,-0.09331637,0.7770585,-0.9441614,0.69639486,-0.8322754,0.19019409,1.5867004,-1.4040978,-0.06463687,0.8711253,-0.74674654,0.19370617
0.55374247,-0.96855444,-0.2370775,0.3977292,0.10996606,0.20499516,-0.6384412,0.050308947,1.036515,-1.2369277,0.62049574,-0.74176437,0.32303077,1.6160923,-0.8903445,-0.079977125,1.1332631,-1.0219564,0.9927013
0.5027046,-0.97810376,-0.37896687,0.4366402,0.48228946,-0.023368502,-0.80450195,0.010638259,0.5650551,-0.9247015,0.7687305,-0.92877465,0.34031188,1.4617599,-1.1435102,0.036137577,1.04531,-0.83975244,0.35177273
0.36606923,-0.95689136,-0.40279123,0.21073528,0.018070208,-0.09899815,-0.056891296,0.11202702,0.4152632,-1.17162,0.6489849,-0.6437071,0.25490367,1.6121106,-1.1023053,0.055155106,0.8309895,-0.9697452,0.4234621
0.41734907,-0.9515418,-0.5785961,0.14678505,0.33403483,0.07724553,-0.30513838,0.14332055,0.4739336,-1.1287895,0.7463051,-0.96465135,0.28098935,1.7102094,-1.0874128,-0.26108912,0.9307167,-0.6872474,0.3871906
0.67354405,-1.0833884,-0.42578292,0.21133675,0.16824777,-0.4276905,-0.28132978,-0.061490875,0.6690024,-1.2534182,0.42253876,-0.7737918,0.02986437,1.6424174,-0.9708204,-0.19222525,0.8375807,-0.76778257,0.6611428
0.3176413,0.367668,0.82147455,0.82028174,0.10659277,0.38721702,0.38160613,-0.6513376,1.3002003,-0.44925037,0.8659633,-0.42035705,0.1500666,2.7265542,-1.8961525,0.1288791,1.1192943,-0.9995551,-0.34761155
0.5411682,-0.78313273,-0.30387223,0.39174974,0.27602977,0.05611845,-0.39257863,-0.08235853,0.63249785,-1.0191067,0.5288916,-0.6944597,-0.021697346,1.9356276,-1.1700983,0.19929723,1.1297096,-0.7405803,0.14754307
0.6675203,-1.1375846,-0.9124381,0.86794144,0.73898625,-0.078005806,-0.7935738,0.38989034,0.18682188,-0.2726994,0.3023909,0.06943581,-1.0272114,1.8577322,-0.7601691,0.23039526,0.92163086,-1.6079149,-0.09913026
0.5172339,-1.2726378,-0.42023334,0.16392384,0.31793442,0.036976542,-0.42526853,0.35969043,0.48689553,-1.2004297,0.52143794,-0.6830991,0.29019764,1.6266804,-1.0490819,-0.1505692,0.97787744,-0.81261736,0.7677968
0.47424945,-0.8534839,-0.14607082,0.053991638,0.41224355,-0.14763422,-0.28513876,0.4133202,0.74688166,-0.79249275,0.5771711,-0.8019106,0.10330579,1.8290269,-0.88173145,-0.14501795,1.0345844,-0.76206523,0.41853404
0.41390863,-0.03675862,-0.46295705,0.37130854,-0.03221463,-0.6500265,0.26110998,1.1125976,-0.17778796,-1.1797816,0.20706877,-0.6944061,-0.09915766,2.5840483,-0.24872881,-0.048006207,1.5477121,-0.46260166,0.8104085
0.31954506,-0.82392234,-0.38250536,0.38245583,0.27292585,0.47543785,-0.2607456,-0.09225324,0.5080997,-0.9384546,0.633323,-0.78754795,-0.18660575,2.015361,-1.132244,-0.11295535,1.1094851,-0.8637137,0.3635838
0.8851328,-0.1739922,0.28445464,0.41670468,0.038882867,0.021486204,-0.20061848,0.9735218,-0.34306914,0.129504,-0.13363412,-0.9636748,-0.18311259,0.85913146,-0.40721667,0.29119548,-0.40816262,-0.15076365,0.29880008
0.29820374,-0.9232162,1.1037372,0.41473117,-0.7311799,0.8636518,-0.51650447,-7.944774e-05,0.111604206,-0.03328103,-0.44227433,-0.8449944,0.62697834,0.9925423,-0.5074335,-0.122265816,0.30464643,-0.35100204,0.024002971
-0.18613978,-1.8469483,0.61006576,1.3727208,-0.7832383,0.461869,0.2636365,-0.6494916,-0.9349004,-0.16310118,0.7149086,-0.97536874,1.2202077,1.633917,0.48571223,0.50394464,0.085974224,-2.0715582,0.75202847
0.58597654,-0.28210634,-0.031543978,1.2857639,-0.66810405,0.07478536,0.21643518,0.8818345,-1.0145396,0.4652002,-0.09607991,-0.98786354,-0.70456487,0.8103827,-0.085743986,0.3944258,-0.92967683,0.3029333,-0.088911824
0.2947116,-0.06534793,-0.17991638,1.3829683,-0.9226879,-0.03433617,0.24366789,0.7254891,-1.120394,0.59151363,0.11086282,-0.9869457,-0.6449145,0.8465029,-0.03465571,0.29994574,-0.6634607,0.3429828,-0.11198207
0.3348029,-0.08272917,-0.16068299,1.1871574,-0.8491222,0.21794318,0.1448418,0.63773763,-1.1400452,0.67582554,0.13806531,-0.91622883,-0.6259227,0.8879974,-0.036209777,-0.08624113,-0.5789137,0.49101216,-0.16224332
0.35748768,-0.08920739,0.0898711,1.3719461,-1.0052409,0.074740134,0.21418332,0.768692,-1.0591112,0.36958084,0.17860259,-1.031304,-0.7545873,0.70217484,-0.120626025,0.1909792,-0.81981087,0.21464641,-0.049339123
0.14047289,-0.069067664,-0.01294794,1.3148065,-0.83297956,0.053823233,0.33583832,0.7383931,-1.1774181,0.48936567,-0.09001869,-1.0821533,-0.74795943,0.59564567,-0.12371801,0.117001384,-0.65231335,0.50028515,-0.14769404
0.5049135,-0.13361993,-0.13955091,0.9833557,-0.7405927,0.11092001,0.26052746,1.0082425,-1.3609728,0.5414066,-0.039397985,-0.88697785,-0.8373555,0.97511405,-0.11282336,0.17863396,-0.83847475,0.41555715,-0.054666545
0.5283145,-1.1666011,-0.05325509,0.8171057,-1.1754881,0.16635758,0.082952365,0.93814075,-1.2438705,0.16183901,0.25796688,-0.9071593,-0.16869116,0.40156808,0.10815807,0.58184206,-0.316635,-0.07513157,0.18186001
0.5723133,-1.276738,-0.053246565,0.562556,-1.1855687,0.12242687,-0.024499843,0.74802834,-1.4378752,0.21092659,0.44276005,-0.6754359,-0.2673442,0.448474,0.123790875,0.5234224,-0.026772564,0.01862342,0.32692072
0.5654999,-1.3512709,-0.3930892,0.64941895,-1.040982,0.06368252,0.08072015,0.72678566,-1.3125652,0.44672373,0.23268348,-0.86893886,-0.28988305,0.6698585,0.2141166,0.47500023,-0.0979782,0.15164712,0.35691583
0.62799114,-1.1236451,-0.19692762,0.77488935,-1.2320472,0.17539676,0.018696308,0.80139595,-1.1087755,0.26259956,0.28939548,-0.82347155,-0.39077282,0.5427618,0.23576969,0.53033173,-0.25054988,-0.056216214,0.29950348
0.44436607,-1.156269,-0.17550933,0.76782125,-1.2276582,0.15614752,0.13710971,0.768687,-1.2880437,0.20954308,0.13965322,-0.8566124,-0.28675598,0.49117225,0.07722995,0.574179,-0.15490294,0.026208805,0.24935676
0.6773883,-1.0506843,-0.18278499,0.72312343,-1.1987464,0.20549878,-0.095991425,0.86513627,-1.2760874,0.36497107,0.2074379,-0.7691941,-0.27529404,0.60015786,0.2855698,0.43318918,-0.24133669,-0.044450257,0.20972265
-0.37712225,1.2576941,-0.34849164,2.0472248,0.4893868,0.65591884,-0.29590303,1.0429399,-1.4955598,-0.2771419,0.41150415,-1.5982159,0.20697892,1.4672863,0.101292774,0.6733207,0.89325446,-1.1543607,-0.26905283
0.10159395,0.14350107,-0.36987385,1.2228407,0.17364909,0.7984922,-0.2650983,0.7835981,-1.4051605,-0.50523573,0.28072855,-1.5403954,0.25202057,1.1385256,0.5014632,0.9364195,1.4861718,-1.1321907,0.081108905
1.3659866,-0.22669715,0.93724537,0.6159298,-0.1927415,0.7052089,-0.27820453,-0.9088545,-0.38077426,-0.2922348,0.68109775,-0.26575708,-0.48131332,1.3418025,-0.17220572,-0.76130825,-0.47794124,1.0955184,-0.12018436
1.3912199,-0.041775577,1.1853653,0.7988477,-0.1409065,0.8734291,-0.29100108,-0.82077587,-0.10001141,-0.41600776,0.72411525,-0.30078006,-0.6588351,1.4057283,-0.31458527,-0.7152855,-0.37277448,1.0800709,-0.1582777
1.5531945,-0.24166293,0.8771207,0.78436244,-0.432507,0.5596779,-0.22895104,-0.61219627,-0.27032995,-0.19605277,0.84506255,-0.4051846,-0.3259939,1.4811851,-0.42038906,-0.59880865,-0.42042053,0.97806984,-0.00097278197
1.2141615,-0.08027643,0.86082107,0.8039827,-0.14505903,0.6124083,-0.27787304,-0.61369765,-0.39172667,-0.3463938,0.7628359,-0.2697927,-0.5614374,1.175159,-0.23898937,-0.7522016,-0.41812494,0.68126374,-0.13414969
1.3643658,-0.22597285,0.8494214,0.803894,-0.32359087,0.54725975,-0.3309792,-0.56202585,-0.15273559,-0.3589923,0.8163832,-0.41932383,-0.41440874,1.3194429,-0.47204062,-0.66329134,-0.470258,0.8194025,-0.005717294
1.014567,-1.0317274,-0.031077262,0.9682399,-0.12750298,0.35832274,0.10837195,0.70903313,-0.3647644,0.10744953,1.1780531,-0.35988638,-0.07276008,1.1677271,-0.07086352,0.09339275,-0.20111406,-0.33231324,0.31469375
1.9005135,0.80667865,3.2152653,2.1245306,-0.5646833,0.16468306,0.31712252,1.0143491,0.6367253,-0.73733026,0.3796827,-0.17508341,0.7062003,1.0068985,0.7633569,0.61909485,-0.91698235,1.2770591,-1.378147
1.0651758,-0.7263016,-0.44498527,1.308657,0.07027015,0.14655045,-0.30018654,0.86772895,-0.95093,-0.31837338,0.81976044,-0.8197391,-0.78291225,0.19824368,0.052342042,0.6600074,-1.2793111,0.49037176,0.093629315
0.31403387,0.59919035,-0.15668403,1.1004819,-0.64629626,0.48984075,-0.1908546,0.17739655,-0.367041,-0.04307625,1.5670034,-0.29249796,-0.6350423,1.1535424,0.14049666,0.7415866,-0.5495448,-1.0280349,-0.38131616
0.77087516,0.7363246,-0.06451334,1.1418446,-0.6821951,0.43205017,0.43465242,0.043411672,-0.46241984,-0.18209575,1.5764095,-0.06619792,-0.7612504,0.6213365,0.42013556,0.67396325,-0.71167827,-0.86398387,-0.027987838
-0.095173754,-0.2590061,-0.28024387,1.3580192,-1.1390942,-0.094235726,0.29516384,0.65950733,-0.5705184,0.21273124,1.3572805,-0.21921676,-0.42488557,2.0231445,-0.15431578,0.8453576,0.39174813,-1.0888424,-0.052114077
-0.031468637,0.021300655,0.3178501,0.46078977,-0.9056175,-0.045752868,0.46075237,0.8860971,-1.344113,0.003417029,1.6026484,-0.57732636,-0.26389137,1.5633228,0.06604428,1.172909,0.07573827,-0.90775585,0.17932753
-0.1754089,-0.44868353,0.35471597,0.517442,-1.2376747,0.01684347,0.61552215,0.71571803,-1.2754829,-0.029565493,1.6277297,-0.6354724,-0.6381612,1.3742964,-0.0526431,0.78989404,0.18576458,-0.8473477,-0.14053757
-0.08739121,-0.23274906,0.28306654,0.42134944,-1.0218738,0.033801977,0.45097336,0.60507965,-1.2077678,-0.028428871,1.5299714,-0.6357888,-0.6718955,1.4528883,0.041644804,1.1207932,0.13973239,-0.86167413,0.29585165
-0.34221372,-0.08546586,0.6263546,0.51926345,-0.9033911,0.24280952,0.3431834,0.58323157,-0.7300873,0.029699016,1.8035455,-0.5564043,-0.5008844,1.3278408,-0.053617775,0.9973663,-0.1768649,-1.0742882,0.058986913
-0.13435242,-0.16054359,0.25240317,0.21720867,-1.0731363,-0.04451255,0.44872844,0.93647,-1.050434,0.035670705,1.5488961,-0.79656184,-0.2743308,1.4855605,0.24327597,0.69877774,0.1607363,-0.8782628,0.10405281
0.15108173,-0.031152006,-0.20134246,1.1869373,-1.0085531,-0.03440993,0.3660111,0.63667244,-0.7661625,0.30804518,1.3724784,-0.23003265,-0.4502093,1.8586054,-0.06840696,1.0663868,0.30875593,-1.0893743,-0.19949362
-0.2194407,-0.29187295,0.33546224,0.67869407,-0.8332977,0.030649917,0.43979013,0.8192623,-1.2846842,-0.11464139,1.3444631,-0.92886895,-0.48209944,1.4800286,0.10618387,0.92938685,0.38252735,-0.9142137,0.123524114
0.8178486,0.38031796,0.37695786,0.8566352,-0.72549784,-0.7557177,0.024254667,0.6618863,-1.4408728,0.702866,1.6532247,-0.32632235,-0.8926821,0.8402495,0.25107384,1.1040031,-0.06179367,-2.0176551,-0.06227584
