p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21
0.7203357,-1.0838137,-0.9870106,0.54695004,0.15933941,0.29392534,0.6961266,0.4898431,-0.029118478,-0.6012682,0.73162407,-0.43413052,1.5285063,-0.32376388,-0.8583156,0.58130336,-0.24527133,-0.6687992,-0.5523378,-0.028324693,0.10244137,-1.0867721
0.8619051,-0.5860799,-1.0152029,0.36462647,0.37303045,-0.011021507,0.44730806,0.16012338,0.011413998,-0.5009712,0.88274455,-0.3382599,1.4882311,-0.2687351,-0.75903726,0.6102812,-0.054324176,-0.3879659,-0.2739701,-0.19994316,0.18121827,-1.0235332
0.64199233,-0.61701083,-0.9426106,0.523246,0.21093056,0.43501246,0.44905478,0.327429,0.101138264,-0.43869025,0.67673445,-0.21859427,1.5783746,-0.08975955,-0.7993376,0.57792354,-0.0902306,-0.4385692,-0.19910453,-0.40577167,0.21517807,-1.2643626
0.8429056,-0.5750297,-0.8112077,0.46155694,0.19277039,0.34050852,0.38562903,0.22542092,-0.16031125,-0.50309974,0.5741199,-0.30300367,1.4493912,-0.13265376,-0.7530811,0.5447372,-0.048368648,-0.33160043,-0.3552223,-0.24400859,0.17733742,-0.9425677
0.49532974,-0.6658912,0.09181676,0.3646411,0.20476484,0.13596211,0.54701316,0.11425445,-0.4423614,-0.7647198,-0.11269528,-0.32978028,1.3163662,-0.41183242,-0.6856661,0.72642964,0.006199875,-0.021335667,-0.31668505,-0.16507746,0.29871202,-0.41928735
0.7570531,-0.40521818,0.29403466,0.12200746,0.23575497,0.21814215,0.30763283,-0.10204825,-0.5909721,-0.6826723,-0.38150823,-0.26934123,1.1417626,-0.028548583,-0.6165544,0.5593817,0.18700218,0.33508515,-0.15030552,-0.39861077,0.27855656,-0.4125155
0.6765092,-0.4310616,0.28530735,0.00019412264,0.3220865,0.25351736,0.12766391,-0.18595362,-0.8487675,-0.6874577,-0.3297156,-0.2745301,1.3493341,0.0385717,-0.6539049,0.5947793,0.2128258,0.25640252,-0.019429496,-0.4494613,0.24890245,-0.2017107
0.6529108,-0.32879823,-0.09168332,0.29593974,0.0387921,0.19100235,0.3135726,0.050801754,-0.027289579,-0.50016296,0.020774962,0.028079627,1.1794367,-0.22276348,-0.4023392,0.7594595,-0.07139349,-0.12580231,-0.46049222,-0.016257547,-0.12578903,-0.7893697
0.99382997,-0.19661453,-0.1037497,0.21961041,0.10021174,-0.10082612,0.15239877,0.022833476,-0.32537073,-0.5640568,-0.055051986,-0.0071463995,1.283414,-0.08826784,-0.2115844,0.71968484,-0.013752868,-0.04397717,-0.43252692,-0.26552922,0.032802522,-0.78303117
0.86367977,-0.16419645,0.16548063,0.19550666,0.08024139,0.067075,0.14260253,-0.04444268,-0.39872447,-0.5616103,-0.21714133,0.049357228,1.2122322,0.030365694,-0.24531378,0.71915823,0.05972376,0.094291896,-0.38184002,-0.13873672,0.0294866,-0.65418464
0.98186135,-0.19329534,0.15066624,0.23485757,0.017784592,0.03194639,0.13165139,0.012095593,-0.48268458,-0.64300543,-0.2377215,0.022057535,1.2458936,0.08655771,-0.13543059,0.70950353,-0.083491474,0.042923138,-0.46615854,-0.17757584,-0.032170776,-0.6147944
0.43636858,0.011941074,-0.19823636,0.3644308,0.46162632,-0.035497356,-0.55434746,-0.23667455,-1.184609,-0.90184015,1.016038,-0.059720475,1.1249,-0.031329487,0.63532805,1.2274656,0.39304152,0.31974858,0.27038813,-0.3158082,0.39034382,-1.6628408
-0.18834439,0.109687164,0.06786649,0.21914311,0.22674398,0.048885364,0.3901606,0.7722073,-1.0734453,-0.8265522,-0.443686,0.42688197,0.97413933,0.04275102,1.0462255,1.7274883,0.14045905,1.067818,-0.06373703,0.11290134,-0.19263206,-0.6109541
-0.12363314,0.13611543,0.45667353,1.3665805,-0.33896884,-0.079480104,-0.39502883,0.61594975,-0.30695537,-0.110367626,0.13159038,0.32449806,0.9597486,0.12281968,0.21652424,0.21558467,-0.5627868,0.19577071,0.20258868,-0.5677482,0.24007757,-0.0930265
-0.43201116,0.17362125,0.38806757,0.22444414,-0.08695086,1.2725165,0.12797338,-0.70986164,-1.0894616,-0.05988249,0.79506135,1.0870546,0.72906274,-0.4055708,0.18390624,1.3120902,-0.49856246,0.11251555,-0.08494495,0.27971613,0.03970563,-0.69584394
0.06664966,0.101042375,0.011207955,-0.026448786,-0.1442808,-0.091515526,0.22452886,0.88742095,-0.8894265,-0.2992143,-0.07538446,0.18450047,0.8966725,-0.25830445,0.62659675,1.9057076,0.43004796,0.7537778,-0.16715541,0.06341833,-0.17493089,-0.30074942
0.27914095,0.32063088,-0.20280205,0.3129034,-0.11643371,0.77235353,0.8021001,0.8186827,-1.2227908,-0.51550674,0.85491353,0.73753107,0.3623756,1.2840252,0.0823079,0.42246908,0.08563133,-0.48218805,-0.91601706,-0.6572421,-0.55666316,-0.1846936
0.4119996,-1.022797,1.0961932,0.0542434,-1.3389506,0.47113454,0.88343537,-1.1153742,-2.4038193,-0.597037,0.39564052,-0.6506842,0.5869897,0.14679128,-0.98384106,0.85216373,-0.08434599,0.47618794,-0.69606113,-0.0076361257,0.38229054,-0.40507036
-0.009235368,-0.79107994,1.5921164,0.35063276,1.0179031,0.05535435,0.50548345,-0.05059958,-1.5611607,-1.0805782,0.005964485,0.7791381,0.56952524,-0.37946683,0.5579972,0.034033872,-0.21363832,-0.35856864,0.056487344,-0.015847998,-0.0013343776,-1.4078633
-0.012689591,0.24014671,0.6268934,2.0929403,1.4236342,-0.80124205,0.05892391,0.36595595,-0.5054504,-1.0854617,0.45782053,0.4911475,1.4195954,-0.20844981,-0.39214492,1.9842558,-0.50118226,0.17780808,-1.1452464,0.7559067,-0.2579773,-0.8092155
0.71257573,-0.7270051,1.1752506,0.8691848,-0.5845167,-1.0116793,0.44422072,0.90791595,-1.4059851,-0.36946264,-1.3170856,0.6830254,0.48737907,0.3741607,1.0255375,1.6252156,-0.49187788,0.33518985,-0.39038652,-0.14778584,0.4306175,-0.32723114
1.0885427,-0.27824777,1.9155664,1.3749171,-0.67675126,-0.62208736,0.21701725,1.4647366,-1.219105,0.044005204,-0.77899563,-0.17608374,0.6002217,0.7546545,0.8585634,0.9015744,-0.3120421,0.2504399,-0.12767904,0.030073337,0.7017253,0.012490943
0.487449,-0.22024576,-0.58916986,-0.031247484,0.31224623,0.3360412,1.1679729,1.7813047,-0.7566424,0.21432227,1.2770158,-0.11218224,0.37315172,-0.7428109,-0.74687374,0.096916206,-0.44720933,-1.04244,0.41249815,-0.70956385,1.318729,-0.37782952
0.97443587,0.03738576,-0.43693328,0.015156973,0.4637437,0.33187997,0.6555794,0.8999627,-1.4287937,-0.8160158,0.71750116,0.61644363,-0.24156053,-0.8911608,-0.2757283,1.0809685,-0.71064025,-0.1910149,0.49146205,-0.30943465,0.021735562,-0.5253922
0.11680323,0.60045195,0.2371874,0.7594699,-0.7058719,-0.08499541,1.0234797,2.0292366,-1.0825478,-0.875781,0.46339718,0.11920523,-0.25458992,-1.2750443,0.19719079,0.21677946,-0.42591193,-0.17864542,0.4427802,-0.17748079,0.5742656,-0.76806706
0.6877947,0.5559487,0.3545703,0.44315162,-0.41402557,-0.07224296,0.40603766,1.3118737,-1.0964859,-1.0123739,0.3581488,0.2157362,-0.15943125,-0.93016404,0.2854092,0.5766018,-0.46583918,0.007693856,0.61584926,-0.536327,0.23100427,-1.1789098
0.041953605,0.6642662,0.69454616,0.49066582,-0.94155294,-0.106655255,0.696695,1.9644126,-0.9282053,-1.0214889,0.50092125,-0.16919927,0.074756436,-0.9115593,0.6235174,0.27530026,-0.1541344,0.008307878,0.33941874,-0.5901155,0.47663304,-0.828795
-0.13529691,0.3812524,-0.25215653,0.023712302,-0.14493471,0.35166508,1.8930451,2.2852087,-0.8475342,-0.8114939,0.2767691,0.53071433,0.5000299,-1.4375207,0.26216242,0.82518214,-1.3837997,-0.6449751,0.35231575,-0.0005814127,1.0368752,0.34564978
0.17784736,0.568883,0.22896926,0.858974,-0.7461015,0.22257613,0.8055665,1.8643613,-1.3754642,-0.94819194,0.6529456,0.2457404,0.22851948,-1.3922994,0.21852027,0.27544358,-0.45736924,-0.026364153,0.43226933,-0.20418112,0.32094517,-1.1314118
-0.3973401,-0.9090956,-0.057568423,0.504475,-0.35569033,0.60740507,1.888822,1.632052,-1.4097712,0.102486275,0.19873251,0.0002561589,-0.5724352,-1.0490129,-0.44004673,0.49844947,-0.5257996,-0.00349383,1.1109154,-0.9189321,0.86669344,0.23379572
0.22552787,-0.016861094,-0.6184273,0.20105422,-0.2614009,0.023815434,0.6873797,0.051481172,-1.3594849,0.61344725,0.96758026,-0.7921237,0.98057455,-1.1489666,0.019609015,0.9733305,-0.74249655,0.811908,-0.6176706,-0.5979206,-0.43193075,0.16246416
-0.1351736,0.8027346,0.7953539,1.0440601,0.023249686,-0.054291546,0.23648159,0.34569177,-0.20792422,-1.0568331,0.911423,0.8648663,0.8596386,-0.657336,-0.14331493,1.3027356,0.10580964,0.80828506,-0.8398931,0.29115012,1.2621511,0.06763399
-0.021473486,-0.34524304,1.0452237,1.0459489,0.11374615,0.3054191,-0.3575449,0.85569656,-0.5039011,-1.139795,0.56639254,0.5593652,1.0869007,-0.22085397,-0.56597775,1.1670064,-0.22393647,0.75846416,0.11160112,1.4339514,1.312146,-0.5895599
-2.2145584,1.3819149,0.23161402,1.1677907,0.26103917,-0.7288411,-0.78963536,1.1192899,-1.5515395,-0.095719725,0.08603019,0.2046702,2.1313722,-1.2063125,-0.5826333,0.8880409,-0.5721876,0.17627683,-0.754594,0.7311854,0.7521264,0.10754678
0.088150054,-0.36939242,0.6404502,-0.14995977,0.17117123,0.80128783,0.34015477,0.6133135,-1.0199602,-0.5295845,0.34504282,0.49088833,0.80804104,0.2230503,-0.8343051,1.373434,0.37310442,-0.59980404,-1.0087805,-0.74457103,0.088534966,0.16243741
0.23238623,0.004069247,0.18773432,0.19041552,0.17265432,0.08763738,-0.46088934,0.048749257,-0.5400487,-0.6245375,0.76197046,-0.002786006,0.9598867,0.05990313,0.6964626,0.39581412,0.06655929,0.17431921,0.3353926,-0.5754628,0.54492515,-0.92932165
1.1957937,0.06596184,1.443137,0.18169826,-1.1420485,-0.28364953,-0.10406288,0.33124265,-1.0015733,-0.8089697,-0.57526416,0.42544585,1.789986,-1.3751863,0.9616108,0.5046614,-1.3277593,-0.60948515,-0.90647864,0.14727376,-0.33958784,-0.85168034
-0.5271128,1.1064454,1.0453727,0.1928119,-0.16956452,0.6472387,0.7996936,1.7532187,-1.401618,-0.1975423,0.76504534,0.05928242,0.060789824,-1.2242274,0.0927253,-0.8065529,-0.60042006,-0.27880564,0.18462549,-0.90608484,0.9978507,-0.11361908
0.46930042,0.22908227,-0.14645693,-0.35433233,0.17238529,0.21735615,1.0840582,1.1010462,-1.2111713,-0.84710366,0.6937357,0.12299129,0.32961315,-1.2704465,-0.2291174,0.9698818,-0.3824097,-0.3705911,0.29515412,0.25358075,-0.27631927,-1.5008878
0.114012584,-0.548479,-0.31489962,0.8429157,-0.11735631,0.35929346,0.2964914,0.13682699,-0.513817,-0.4501606,0.032748196,0.21292436,0.90869355,-0.56356186,-0.1316531,1.2757721,-0.24693772,0.19181894,-0.23235264,-0.50416505,-0.06457998,-0.6631364
0.44562852,0.22168382,0.7556638,0.11058367,0.44891888,-1.1376494,0.38994968,0.94793034,-1.9614303,-0.73785186,0.043850765,0.7282752,-0.047033627,0.076356195,0.19663736,0.8225376,-0.04589599,-0.22168303,0.29865822,-0.3596843,1.4509233,-0.088853605
-0.84591305,0.2558448,-0.060684785,-0.22370376,0.15915744,0.031830683,2.0263267,0.7629217,-1.3345174,-0.46499556,1.0655757,0.055696346,1.0818194,-1.7550876,0.9973558,0.57907176,-0.9966529,0.46786785,-0.01114693,0.26382628,0.060423814,1.2184066
-0.67406046,0.12392665,-0.12607232,0.24412127,0.11554536,0.32315612,1.724989,0.30583358,-1.4130032,-0.8792102,2.3358836,-0.44973573,0.78150517,-1.5184913,0.5253272,0.30490693,-0.83727765,0.3005168,0.55374265,0.3122333,0.62097204,0.29523003
0.23720156,0.38723233,0.11589015,0.13011509,0.08591188,-0.120468915,1.256515,0.41535068,-1.3541585,-0.6479236,0.6150224,-0.013455795,1.1039723,-1.4884554,0.81030166,0.7969046,-0.79995537,0.7678253,0.10063031,-0.13010435,-0.020138077,0.59962994
0.26405874,0.014540629,-0.11740491,0.5956641,-0.11791821,0.18213232,1.0834459,-0.04936289,-1.2657888,-1.0553956,2.2670834,-0.77950585,0.73967266,-1.2069124,0.42366686,0.39782572,-0.701991,0.45663023,0.4440449,-0.07531825,0.7724271,-0.39090762
-0.18811193,-0.82116944,-0.4265729,0.038114857,-1.0476177,-0.02928703,1.2744658,-0.3199086,0.0012381829,-0.5169558,-0.30979142,-0.26933107,1.959069,-0.21481693,0.42718607,1.3686147,-0.94271827,0.3716728,0.60257757,-0.79476094,0.16549931,-0.16225876
-0.05767034,-0.9604656,-0.45514432,-0.1072096,-1.0376768,-0.07376832,1.2154126,-0.3686419,0.057199027,-0.5382555,-0.24213421,-0.2622332,1.8977296,-0.23974647,0.40455964,1.2908679,-0.85216683,0.29463136,0.6887013,-0.7768606,0.29787263,0.07813332
-0.065727934,-0.82065314,-0.43755063,0.11417006,-0.84302247,0.14071102,1.0684596,-0.3186277,-0.0173973,-0.5958731,-0.20123339,-0.46836647,1.8159435,-0.25424764,0.32410204,1.0828526,-0.6898708,0.21404801,0.6505086,-0.7254733,0.16302997,0.17239514
1.4220119,-1.4792057,1.3522307,1.5536526,0.46972954,0.6730512,-0.12829448,-0.42899072,-0.64355236,-1.1454866,0.64235413,0.81893784,1.2711164,-1.7907418,0.26853874,1.8445855,0.4027144,0.4382721,0.8992585,0.1686514,-0.3747717,-0.22457905
0.11341351,0.2612061,1.0364696,1.0047383,-0.026497206,0.05713657,0.8511636,-0.29798648,-0.19791579,-0.83119637,-0.106465966,-0.08849309,1.1038241,-0.114565656,-0.15293917,1.2107999,0.33063734,0.24866799,-0.7712892,0.10723685,0.5100783,-0.7350317
0.1764522,-0.40699804,1.3353238,0.05107419,-0.06159262,-0.4618182,0.6191982,0.10633043,-0.940168,-1.6756831,0.645051,-0.43238404,0.72442174,0.13020045,0.4682401,0.9763866,-0.45912877,-0.34832054,0.0058776056,-1.667287,-0.6975166,-0.3698806
0.09852821,-0.3730287,1.2471864,0.045371525,-0.026354713,-0.3644771,0.5343997,0.059874468,-0.85512614,-1.724782,0.56463504,-0.37924883,0.8005311,0.25558102,0.5391971,1.0341074,-0.63735175,-0.3440814,-0.1437498,-1.7842658,-0.70420843,-0.46217433
0.7602368,-0.32211366,0.65524155,-0.524696,-0.8510782,0.39212424,0.9816245,-0.0027659815,-1.4539442,1.2360388,1.7026647,1.9095433,2.2973654,1.7166915,0.29099786,0.34944963,-0.40608576,-0.36159128,-0.4699074,0.10484695,0.2861065,-0.10644516
0.20296535,0.51350784,0.43402112,0.13040504,-0.13209091,-0.80975294,-0.11231303,1.0296761,-0.5664535,-1.4112968,0.71253985,0.19761974,0.7538163,0.44531932,0.90478414,3.2159574,-0.4718678,0.8667001,0.15091397,-0.6206808,-0.66676146,-0.38458958
1.369285,-0.6660483,0.862129,0.15441078,-0.03998113,-0.0075379927,0.038442735,-0.20875745,-1.3705353,-0.26587227,-0.51722264,-0.1769505,0.18818288,0.959916,0.7848197,1.315801,0.36148125,0.0326659,-1.1081429,0.5553817,1.3549856,-1.6555172
-0.041580684,-0.0070478003,0.31323278,0.52601224,0.5821023,0.5551685,0.733953,0.2794813,-0.9889558,0.0010216024,0.22275569,-0.48149356,1.3373052,1.4052842,-0.22376306,1.2743326,0.36109385,0.07121651,-2.4433894,-0.67055196,-0.042248268,-0.046956282
-0.047105648,0.5158345,0.85389966,1.2269897,-0.2907028,0.54812276,0.5800219,-0.09408929,0.17665061,-1.1601663,-0.25252765,-0.07100777,1.2313886,-0.46671367,0.1884547,1.1857716,-1.13497,-0.6722062,0.5540718,-0.751168,-0.09002305,-0.6088125
-1.5203091,0.4424149,1.1184776,0.791226,-0.41690972,-0.030162876,0.3677527,-0.22386084,-0.553254,-1.1694397,1.4187746,-1.6072843,1.8788953,0.49925694,0.5777168,1.1962489,-1.0778877,-0.017863967,1.2541444,0.2963953,0.06780935,-0.03393503
1.2510939,0.1795328,1.4604049,0.47583425,-0.5872444,-0.40891626,0.2347524,0.50311553,-0.60526234,-0.72728187,1.2456886,-0.6096713,1.6279653,0.11434808,0.76639026,1.2390083,-1.4971559,0.35680497,-0.29473498,-0.31313515,-1.2125124,-1.0781423
0.7861956,0.42509675,1.0553838,0.34943014,-1.0116235,-0.5360957,0.18832213,0.8161328,-0.71806043,-0.6106827,0.7596562,-0.7401742,2.245526,0.22627227,0.32336515,1.1654849,-1.2921659,-0.32886216,-0.58095914,0.21464394,-1.0172216,-1.162739
0.26049173,0.36333862,1.4975549,0.871504,-0.9179554,-1.1159759,0.07311727,1.2798799,-2.052884,-0.24544102,0.6379148,-1.2331842,0.6033366,0.39962903,0.34657988,1.6823477,-0.9808629,0.0025255918,-0.9708292,-0.12021506,-0.82935196,0.5257584
0.2232713,0.44387287,-0.032830156,0.59287876,0.43604064,-0.16531077,0.46998474,0.034572724,-0.8898852,-0.53462785,0.12560381,-0.27702883,1.2990037,-0.8049309,0.6928804,0.52891695,-0.46309394,-0.24651422,-0.5917958,-0.24370483,-0.3378731,0.03756647
-0.038352028,0.4559952,-0.07884422,0.3937476,0.0826539,-0.24096578,0.43495354,-0.21567923,-0.58070856,-0.7041706,-0.58936006,-0.584631,1.5815482,-1.269939,0.1565872,0.039673254,-0.7036772,-0.37960184,-1.0243684,-0.49760732,-0.9163516,0.065088116
-0.5585048,0.21258013,-0.54574305,1.8907759,0.8240333,-0.67493147,0.031623766,1.2895349,0.21034126,1.202282,1.1401373,-0.3766907,1.862606,0.47236377,0.56012887,-0.2787473,0.020269662,-0.8795343,-1.0460777,-0.22938734,1.5111792,-0.78982997
-1.0247514,0.034927856,0.14849746,1.1804754,0.5437408,-0.71971786,0.23915407,0.7683156,-0.25084516,0.43350863,1.6084174,-0.9445578,1.3419998,0.5016334,1.5549366,-0.43715784,0.11939814,-1.4881115,-1.4045055,0.5870116,2.104134,-0.4639874
-0.8830131,-0.47878006,0.51431584,1.3930092,0.75623125,-0.11054722,-0.03868461,0.14096367,-0.15408918,0.27910823,0.6793659,0.014178575,1.6172017,0.82655513,1.3401922,0.13492635,0.94786096,-0.7938875,-1.1558557,-0.3373526,1.7490411,-0.34171772
-0.34433377,0.32152966,-1.1190084,1.5661451,0.03811224,0.023195859,1.0440581,0.8833666,-0.602865,0.657509,0.3899172,-1.4101872,1.2135404,0.7218033,-0.13317497,0.636131,-0.6462321,-0.53463113,-0.770978,-0.25361153,2.0281754,-0.68826425
-0.5766391,0.027767537,-0.4859283,1.0278764,-0.12475051,-0.0130657675,1.0847604,0.43624166,-1.1901113,0.10504332,0.3317514,-1.5959826,0.7372517,0.95347494,0.4924545,0.8049433,-0.49995282,-0.80503976,-1.065705,0.22171691,2.5960376,-0.3439235
-0.6849464,-0.020329392,-0.045171075,1.0126907,0.04794958,0.24571076,0.46329814,0.41161305,-1.0800232,-0.25954136,0.04109337,-0.78476465,1.2808027,1.2119483,0.45565498,1.187301,0.18345413,-0.504818,-1.3071005,-0.18302736,2.0007267,-0.5147507
-0.8490509,1.0005898,0.005500434,0.22665182,-0.48851174,1.5604856,0.5372457,1.8885343,-1.6443578,-0.2070983,0.73504204,-0.06626571,0.3175295,-0.83738637,0.17736045,-0.6075427,-0.43342674,0.26711816,-0.14883994,-0.47854942,0.8854782,-0.9071608
1.213153,-1.2669752,0.42336965,0.2971555,-0.46153036,-1.5626422,1.0613183,-0.28400835,-0.2735421,0.24239649,0.6054582,-0.4422618,0.7024968,-0.12357254,-0.111665726,1.0294303,-1.5173304,-1.4019916,-0.32039618,0.98900396,0.0036382203,-0.8346217
0.5436806,-1.2703658,0.84434974,0.35828334,-0.44146222,-0.86946857,1.1026549,0.07348307,-0.5170542,0.33806336,0.8873325,-0.059051655,0.51546454,-0.15199652,0.19879149,1.1231486,-0.83667547,-0.36254305,-0.0883897,0.35437623,0.11079936,-0.75833327
0.8007777,-1.2809219,0.7808853,0.37789822,-0.57462925,-0.87691534,1.0033678,0.20104964,-0.47856423,0.27041456,0.9191498,0.018883985,0.66945183,-0.025161004,0.2570806,1.13992,-0.8423788,-0.41311365,-0.11674303,0.47457233,0.05059409,-0.8601134
-0.16889569,-0.023744546,-0.095861904,0.26936966,-0.075027555,0.28382525,-0.36391664,-0.86532044,-1.6793921,-0.477682,1.3439573,-1.055851,1.3127621,-1.2084049,0.8548662,0.72375685,-0.058642067,1.1732295,-0.18791445,-0.12104788,0.49148253,-0.54253864
-0.14886259,-0.35925388,-0.766227,0.56879234,-0.2429413,0.10265922,0.8120408,1.5107957,-0.55167085,0.56615055,1.0691127,-0.13556938,0.7653005,-0.16021174,-0.28881592,0.044245247,-0.3353331,-0.68708134,-0.36259103,0.028521653,1.2307504,-0.38353804
0.2270133,-0.07966212,-0.44912943,0.8640286,-0.27238345,-0.017179847,0.39282125,1.0340866,-1.2660822,-0.18652502,0.5867862,0.45353177,0.47089282,0.045241848,0.121459045,1.0486727,-0.42340058,-0.016667895,-0.2065058,0.5443895,0.20409405,-0.47229928
0.6123473,0.5397201,0.12134114,1.1641061,-0.56518364,-0.3953117,0.21890828,1.0477467,-0.99353325,-0.32700446,0.22721662,0.1464028,0.17756602,-0.054780584,0.32735756,1.0194458,-0.19598125,0.29188177,-0.08970142,-0.010498304,0.5087377,-0.951081
0.37584987,0.15244973,-1.1436172,1.6184287,-0.16987361,0.37576768,0.8942738,0.9677132,0.092636906,0.104510084,0.43131965,-0.29117876,1.1741651,-0.3790384,-0.7315,1.1490353,-0.9568356,0.009326483,0.050315488,-0.3779209,2.0750504,-0.6880751
0.69681245,0.9282371,0.07476019,1.6907873,-0.4753205,-0.59088916,0.40924117,1.5264332,-1.0516713,-0.3699609,0.2543208,0.1458032,-0.01445545,-0.14087299,0.16156878,1.4486159,-0.32047972,0.41290745,0.075953096,-0.014655702,0.9571427,-0.83827186
0.10031187,-0.7143123,0.16794182,0.65216213,0.4109421,-0.5597659,1.0285006,1.49308,-1.0684546,-0.5538875,-1.029325,-0.7939815,0.6459247,-0.94114023,-0.82685006,0.039252177,0.054071978,0.016184397,-0.1158663,-0.38440275,2.2050352,0.30228317
-0.37004316,-0.41627726,0.67866725,0.6720808,-0.39661086,-0.7304775,0.76266444,-0.15013796,-1.3887768,0.31599158,0.7280846,1.1943053,0.99119395,0.018052636,0.63523716,0.33742502,0.104221344,0.09412324,0.5186811,0.292067,-0.5305559,-0.65155655
-0.2139291,-0.06256559,-0.5995361,0.4007526,-0.13074233,1.185785,0.28635404,0.66707414,-0.16090687,-0.27724513,0.52383816,-0.64641875,0.9284359,0.40333351,1.0994719,1.4739397,-0.5244407,-0.1318184,-0.88631904,-0.21181865,-0.35494968,-0.90735424
-0.062312197,-0.20439005,-0.63223153,0.3162403,-0.18345323,1.2687815,0.382426,0.6862368,-0.26811978,-0.17184083,0.34510666,-0.7819431,0.7421978,0.49349555,1.1529213,1.2756219,-0.53381974,0.16683555,-0.8551571,-0.23252924,-0.24859613,-0.98764
-0.25394547,-0.55170715,-0.48910496,0.44082,0.29522544,1.338565,-0.09462124,0.72582096,-0.79201955,-0.5679658,0.24874757,-0.17563218,0.5882494,0.21706466,0.99623203,0.89625853,-0.6917654,-0.4622354,-0.10075157,-0.22912303,-0.2074666,-0.8116466
-0.32093647,-0.47953516,-0.57505906,0.41258258,0.1532387,1.53437,-0.08363798,0.64478296,-0.72526807,-0.6395087,0.12894656,-0.100850835,0.65038913,0.20708326,0.9308972,0.91200536,-0.5337739,-0.48330998,-0.16415937,-0.19585831,-0.33977908,-0.6803081
-0.17303267,-0.6222295,0.280904,0.384757,-0.25817373,0.6335075,0.56772804,0.0889987,-0.7323845,0.073112935,0.5302409,-0.15470792,1.210512,-0.53509474,-0.0034979219,0.39693588,0.06177855,0.12278658,-0.3670482,0.24398825,0.19877435,-0.5103271
-0.109647125,0.11125424,0.743688,0.12605943,0.024094246,-0.24701343,0.09222535,0.018640505,-0.35646287,-0.8401474,1.1857055,-0.7582477,0.85057545,0.43614978,0.43734017,0.8010675,-0.87212515,0.04239344,0.3459135,-0.33572572,-0.17272949,-0.18273947
-0.2577718,0.25077355,0.16174863,-0.505418,-0.7193753,-0.19188762,0.18851738,0.44682464,-1.5558534,0.3952858,1.2192672,-0.7116551,1.4726033,-0.51026326,0.3741669,0.91408503,-1.3156968,1.0060179,-0.164079,0.16482367,-1.3766842,-0.7823251
-0.0034265076,0.52289444,-0.5785093,0.28756315,0.32995278,1.0330993,1.1342996,0.62107223,-1.720033,-0.54172343,0.5803131,0.5185994,0.86950517,1.4205588,-0.29658046,0.4775162,0.07448325,-0.3544584,-0.59746534,-0.4994994,-1.0319409,-0.3024335
-0.18770643,-0.32470587,-0.71253777,0.6771095,-0.24097745,0.12152877,0.8473453,1.5346638,-0.50586224,0.57342863,1.1239843,-0.08560815,0.72975284,-0.20223537,-0.30301678,0.15128674,-0.20249559,-0.6249003,-0.19092557,-0.059131946,1.1732367,-0.39379737
0.49943066,0.5863434,-0.25638548,1.4362688,-0.20553474,-0.31980237,0.7898126,1.9791049,-0.7707169,-0.23205318,0.16623,0.22731453,0.07558532,-0.89112145,-0.14580776,0.9994335,-0.5560547,0.24503875,0.04185253,0.42324704,1.9037703,-0.39117503
-1.1463126,-1.0139757,-0.24319215,1.2345015,-0.83322126,0.39220646,1.3312498,1.4164366,-1.1145326,0.69833744,0.34251568,-0.015434992,0.025819601,-0.15440945,0.019960495,0.41753775,-0.3553924,0.155057,0.17133151,-0.13661903,1.0064152,0.10946084
0.36175206,0.17881887,0.079967,1.9180025,-1.2028912,-0.03338494,-0.14210126,-0.11650712,-1.04014,0.6464613,0.14448239,1.0858687,0.9992042,-0.46849173,0.2991785,0.7682907,-1.3433782,-0.73768324,-0.294382,-0.41626108,-0.00077830465,0.60998064
0.36467475,0.34576863,0.008418822,2.1420805,-1.1083835,-0.13400413,0.090419516,-0.031928178,-1.2897515,0.602039,0.16302052,1.1520284,0.9180393,-0.2678061,0.33660823,0.8215138,-1.4308561,-0.74070525,-0.37643406,-0.19768545,0.13830787,0.8241427
-0.63364005,-0.06525114,-0.6602178,1.0996704,-0.001440958,0.12176881,0.23861809,0.082571425,-1.0263163,-0.49893722,-0.1832246,1.141557,1.1951995,-0.39269373,0.039348617,0.8718809,-0.61433536,-0.7716,-0.044772092,-0.732256,0.26613632,0.5209771
-0.482684,0.05757731,-0.7583743,1.7796237,-0.37156647,-0.57379925,0.3454829,1.2404408,-0.6881381,-0.046367433,-0.69522697,0.9001492,1.0429205,-0.3956925,0.564889,0.46723256,-0.56901586,-1.080583,0.20900021,-0.7957064,0.9048051,0.24610424
-0.19649087,0.41188657,-0.6105862,0.99236315,-0.2541133,0.21623668,0.24682683,-0.0018840907,-1.6007915,-0.52653056,0.08677678,0.8136619,1.44296,-0.53611267,-0.13220812,0.5106594,-0.5767791,-1.0283792,-0.132335,-0.86213577,0.20696379,0.6367835
-0.13613309,0.644727,-0.85333574,2.065861,-0.6589271,-0.8115513,-0.10907483,1.1159263,-1.0189252,-0.53148305,-0.3663806,0.6395066,1.4727371,-0.61635566,0.37854663,0.13663699,-0.33479065,-0.96120006,0.30933362,-1.4067341,1.0175984,-0.30623144
