p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21
-0.824655,0.31364667,-0.9879865,1.3007572,-0.3372245,0.51401,0.21370067,-0.3029431,-1.6533662,-0.5241304,0.15982407,0.39259014,1.6190392,-0.6540034,-0.025377523,0.67991066,-0.6698901,-0.60648006,0.17001495,-0.26932016,-0.16576053,0.7581414
-0.4581039,0.098342404,-1.0843356,1.8305166,-0.7699082,-0.853089,-0.16223978,0.8096015,-0.76313037,-0.63573295,-0.588289,0.14463629,1.3826745,-0.33970085,0.8570134,-0.10616507,-0.3368463,-0.15269871,0.061696604,-0.9966178,0.43720213,-0.770142
-0.1672487,-0.47458333,-0.13586128,1.7717643,0.35791138,-0.2204167,-0.4424695,0.92976123,-0.98561656,0.44282553,0.29463148,0.8018166,1.149383,-0.9915081,-0.29210418,1.0109811,-1.3463439,-0.9671884,0.30174497,-0.88166064,-0.83630466,0.377465
-0.09467741,-0.011307144,-0.27412894,2.2260463,-0.038600102,-1.0924517,-0.22709417,2.0102766,-0.7495372,0.90201724,-0.6298342,0.35818794,1.0205233,-0.81199056,0.5621377,0.38535908,-0.78215855,-1.0554755,0.51542705,-0.9682889,0.29917645,-0.45711532
-0.17640445,0.117993616,0.63901794,1.7887491,0.35450706,0.35377312,-0.17561951,-0.014748825,-1.4477242,-0.5233409,-0.5135208,0.7051903,0.6754226,-0.15480538,0.57766855,0.7083089,-0.2888059,-0.95657307,0.4648288,0.00698857,0.26053435,0.25292084
-0.19320552,0.042548865,-0.070926115,1.2311504,0.33063117,0.4276887,0.1859287,-0.07402619,-1.2790465,-0.7551802,-0.42333815,0.7559651,0.8317666,-0.5415767,0.5089953,0.8605534,-0.3693726,-0.9315062,0.1735401,-0.5817529,0.18523972,-0.005917583
-1.1420417,0.44735077,-0.57413685,1.5448172,-0.043124255,-0.19843711,-1.0097824,0.551568,-1.8229911,0.35388327,0.7716167,-0.01968184,2.3060248,-0.5222845,0.2759345,0.19484365,-1.0607265,1.1522789,0.7625309,-0.064782515,-0.3150549,-0.14615044
-0.12499575,-0.78401446,-0.10007038,1.2249138,-0.13306086,-0.51655346,-0.091490574,0.25571287,-0.743238,0.046715476,0.49480686,0.13440941,0.90896744,-0.618914,-0.0146443695,0.7117654,-0.41365445,-0.45833474,-0.92900586,-0.26867,-0.043308213,0.33254465
-0.40885538,-0.6164434,0.12445863,1.8013624,-0.13785297,-0.6227553,-0.07852346,0.58123213,-0.7899125,-0.024961587,0.5783817,0.09092194,1.110361,-0.5411634,-0.09452018,0.7407703,-0.59124315,-0.40032512,-0.7648424,-0.43917286,-0.07393748,0.33365983
-0.25579545,-0.6953534,-0.026825868,1.2437714,-0.18190272,-0.5420738,0.0045296033,0.3185526,-0.8212933,-0.07174905,0.5302629,0.12330707,0.9240328,-0.5683512,0.050442137,0.73613405,-0.4695006,-0.33379912,-0.8816794,-0.34207785,0.05913405,0.22575137
-0.32692102,-0.6711501,0.014856996,1.6625239,-0.27932376,-0.58396,-0.04764716,0.48103476,-0.968126,0.18569651,0.5430508,0.17404528,1.1488731,-0.67287165,-0.15974878,0.933686,-0.67467785,-0.5662755,-0.8289575,-0.3136719,-0.031026086,0.49443454
-0.31220785,-0.60790694,-0.02633954,1.2609502,-0.17003071,-0.547661,0.17271864,0.29367042,-0.8037047,0.057419546,0.5881378,0.016693288,1.0823468,-0.5805444,-0.105384335,0.73670685,-0.4926687,-0.3845224,-0.8264295,-0.30596295,-0.023121592,0.34137574
-0.089053854,-0.791067,-0.05372315,1.5870321,-0.03639551,-0.6904627,-0.23738779,0.3630384,-0.6678177,0.14866282,0.4370898,0.07700243,1.1111985,-0.854615,-0.06299365,0.85697126,-0.6086339,-0.33226755,-0.8524643,-0.32149854,-0.029417701,0.22148271
-0.10970467,-0.6509931,0.09000732,1.661993,-0.12344035,-0.49800283,-0.23762032,0.38356775,-0.8825844,0.35376182,0.39732105,-0.025951399,1.2176517,-0.8542276,0.04401044,0.90610206,-0.40295973,-0.42179856,-0.7635136,-0.27043232,0.0128744785,0.2763328
-0.25948712,-0.4629365,-0.0062394985,1.4756742,-0.078932114,-0.5170792,-0.089831896,0.12432039,-0.8369133,0.018118814,0.446722,0.11321437,1.2192358,-0.73869646,-0.09828051,0.94521004,-0.43242133,-0.27971935,-0.8382533,-0.37325123,0.017964644,0.207643
-0.046033427,-0.11855757,0.5656245,0.21634743,-0.6591534,0.35879186,1.3992745,0.05267713,-1.2451881,-1.2044202,0.8054077,0.15499039,-0.12238079,-0.25981024,-0.41601974,1.3506676,0.045316484,0.14663443,-0.41635963,0.5606705,0.53351676,-0.85844564
-0.4022519,0.24480799,0.75912577,0.45089746,-0.4638584,0.31480488,1.7907902,0.33309284,-1.265689,-1.915743,0.524386,0.13625298,-0.21936485,-0.54700494,-0.6802021,1.2804146,0.15434654,-0.19283876,-0.030892482,1.0939596,0.5284949,-0.7116388
-0.5551258,0.5644199,0.6582751,1.1245728,0.42736733,0.34445694,0.98807335,0.12652448,-0.88880324,0.16648601,0.697194,0.03404962,1.666459,1.1340139,0.0007879402,1.2603878,0.71453816,0.23373038,-2.7722657,-0.07869544,0.01402471,-0.2525098
0.14183164,-0.41952312,-0.1389762,0.17979161,0.07861768,0.40890643,0.39246857,0.058701422,-0.9736282,0.26243985,0.4959412,-0.1456774,0.6945764,-0.5029687,0.086002454,0.38945314,-0.23283812,0.18728846,-0.064421125,-0.06583745,0.2969403,-0.07004787
-0.29987326,-0.24159494,-0.08880435,0.84428114,-0.18598789,0.6725477,0.28178862,-0.12945119,-1.1265148,-0.9073971,0.15208296,0.33028492,1.3591883,0.19462714,-0.28051394,0.547604,-0.832822,-0.45910847,0.32064667,0.12066979,0.5786636,-0.11150083
0.16594781,-0.2705707,0.053730126,0.14811951,-0.09725897,0.14743486,0.400127,-0.38809523,-0.8237064,-0.88994247,0.3136231,-0.044750687,1.0447448,0.058972195,0.08317592,0.06071528,-0.5760866,-1.0500368,0.28134805,0.4408916,0.591032,-0.17810419
-0.8383292,-0.18076968,-0.15694262,-0.161071,0.6092097,0.28791216,0.9905914,-0.18423688,-1.3437167,-0.2814101,0.18133335,0.50655687,0.42051,0.508739,0.45801443,0.33304268,-0.43264353,0.6067074,0.16754167,-0.23033002,0.21657479,-0.20355134
-0.7958735,-0.1396986,-0.16571376,0.21529011,0.74794424,0.9580229,1.0325819,-0.11476947,-1.4034995,-1.0669061,-0.26196826,1.0234375,1.0098732,0.7073948,0.42992634,0.48147348,-1.0993541,0.45053583,0.2204004,-0.050828844,0.47326767,-0.3070865
-0.6056906,0.29677504,0.030157987,0.07632113,-0.3098756,-0.4343959,0.6617066,0.7682848,-0.22406861,-0.5312338,1.117826,0.14922024,0.89306986,-0.0283585,0.24878873,0.44081196,0.47484982,-0.27895468,-0.5410384,-0.22390774,0.043524105,-1.0504975
-2.7867157,0.63186306,0.5266014,-0.6618186,-1.4750735,0.16369878,0.72702193,1.8027216,0.11035561,-1.2286289,0.7696492,-0.5654909,2.732231,1.8922768,0.443627,1.4567609,2.2613196,-1.4674011,0.37711942,-0.089803584,0.90129155,-2.9558208
-1.1883998,-0.0056256414,0.10408772,0.36085564,-0.67007667,-0.019973502,1.4699076,1.522523,-0.1370286,-1.5990316,1.0455369,-0.16465089,1.2437403,0.8553918,-0.6207746,1.8030646,0.13504896,-1.38106,-1.3259006,-0.68764335,-1.3786287,-0.36041144
-1.0032399,0.058633428,-0.6024892,-0.68254304,-0.62231827,-0.22761744,1.3050069,1.0893123,-0.71931845,0.44592887,1.5625966,-0.8152804,1.308825,-0.3942082,0.61667496,0.6822604,0.8410426,0.025590908,-0.18992627,0.26593554,-0.83829296,-0.9434536
-0.97725433,-0.12677296,0.79292,-0.23268029,-0.42056498,-0.7985364,1.0518005,1.0759515,-0.421327,-1.8389156,1.4623532,-0.507581,1.2740592,0.8240584,0.5190359,1.1335,0.086032555,-1.0237087,-0.42214918,-0.5567447,-0.86053634,-1.0514834
0.1635394,0.73946947,-1.0798128,1.9736714,-0.12925577,-0.17537895,1.2588631,0.6260005,-0.9872725,-0.045806736,0.94862413,0.063039,1.1934712,-0.72064674,-0.43357244,-0.39586443,0.13612682,-0.5646389,-0.0700244,-0.81455994,1.7749851,-0.44045755
0.08878695,0.8532926,-1.1169131,1.519442,-0.1910053,-0.118121535,1.6092199,0.86051905,-1.1930463,-0.15917282,1.0452174,-0.1004524,1.1643175,-0.5461942,-0.30646876,-0.6545527,0.12162508,-0.72353935,-0.3847412,-0.72167766,1.6861026,-0.46009946
-0.22800562,0.70226276,-0.4852918,1.4386952,-0.25945508,-0.17712794,1.5602758,0.1063764,-1.5068396,-0.6048071,1.3155476,-0.14541861,0.912248,-0.552599,0.12242083,-0.29624546,0.15041858,-1.1680237,-0.091739826,0.036052972,2.2196639,-0.0276823
-0.06724956,0.61886615,-0.56142634,1.2350405,-0.46444592,-0.30473325,1.8234507,0.4785533,-1.4988592,-0.7459763,1.1682657,-0.36606038,0.9223215,-0.45984265,0.38673136,-0.50056994,0.10838276,-1.2261668,-0.55730295,-0.08167914,2.0605989,-0.044969827
-0.12687178,0.24650699,-0.85547495,1.5398424,-0.1423567,0.108147345,0.58352023,0.6533011,-2.0814776,-0.5147159,0.33135334,0.81677634,0.4682595,-0.6474625,0.3838591,0.15350284,1.1847879,-0.8140731,-0.51170325,0.031896044,1.8189106,0.33522978
-0.39158556,0.35364377,-0.8246379,1.1823478,-0.23715742,0.21051471,0.88882995,0.71957314,-2.10114,-0.6103283,0.5791105,0.72588027,0.6225811,-0.32092744,0.40040582,-0.116104856,1.2105613,-1.1077414,-0.7415133,0.030271906,1.7696253,0.24952184
0.36325458,-0.22960101,-0.38333496,0.8698757,0.2902448,0.04115704,0.012349911,1.4729382,-0.6848843,-0.25085545,0.51557547,-0.78085816,0.69112545,-0.7037068,-0.54320854,0.33791202,-0.28765085,-0.13719288,-0.283922,-0.49579388,0.934237,-0.9176182
0.36595872,-0.24830617,-0.222169,0.72047067,0.18916646,0.022980316,-0.07639804,1.253478,-0.45297912,-0.387231,0.54022324,-0.39221615,0.6772624,-0.6140329,-0.52805257,0.2585571,-0.52005684,0.049554992,-0.35051286,-0.7529489,0.72259516,-0.8412376
0.28339016,-0.31813586,-0.3460912,0.7518124,0.3567732,0.16758756,-0.17250636,1.1972651,-0.45114368,-0.3672447,0.6777489,-0.37886575,0.8996499,-0.60871875,-0.58142036,0.41589585,-0.250986,-0.18916069,-0.07208556,-0.64239466,0.5608921,-0.82152003
-0.19533205,-0.45740998,0.110819526,-0.09060102,0.13409552,0.35591775,0.15298879,1.05292,-1.231673,-0.9155606,0.73545164,-0.9910859,0.26152128,-0.25551885,0.2187952,0.13855521,-0.15698685,-0.6046959,-0.26135564,0.24860151,1.1732477,-0.56313837
0.013076117,-0.3865241,0.2432059,-0.121879935,-0.02391198,0.1573598,0.2849172,0.7597808,-1.0801396,-0.870643,0.7068018,-1.1106887,0.3148365,-0.4133676,0.43031517,0.3022355,-0.384926,-0.61345094,-0.3225948,0.27667737,0.9670615,-0.6370793
0.0016155499,-0.51416516,0.10944242,-0.17536694,-0.06527419,0.08526041,0.03640474,0.8325718,-1.0562421,-0.917892,0.7507203,-0.851583,0.4674559,-0.34950057,0.3777911,0.32978192,-0.30275536,-0.5674496,-0.24917348,0.13923077,0.99712306,-0.5122363
0.046962067,-0.5914869,0.17148344,0.20472352,0.2781975,0.3052099,-0.62000054,1.6980808,-1.7216666,-0.80511224,-0.068808705,-0.1556047,0.15962148,-0.4233942,0.1656353,0.727516,0.54769665,-0.20477735,-0.71942693,0.30308783,1.1320266,-0.2753176
-0.05057377,-0.5729977,0.042320706,0.2953785,0.2418488,0.28325096,-0.36646968,1.6201462,-1.3485632,-0.72971886,-0.23100793,-0.20157291,0.252644,-0.51292545,0.23984921,0.5661,0.36773694,-0.2585923,-0.3725979,0.07303837,0.7217176,-0.3866382
-0.04683849,-0.6764319,0.16295193,0.2571417,0.366585,0.2751859,-0.6598857,1.5590518,-1.4426937,-0.819738,-0.15532309,0.19286196,0.2614922,-0.5090021,0.14882623,0.92118055,0.5024015,-0.16006184,-0.4427801,0.14390244,0.7195795,-0.2757031
-0.047398638,-0.75263244,-0.073661745,0.1273885,0.22891615,0.13629866,-0.59672666,1.3019314,-1.4038447,-0.8930225,-0.14138287,0.28836235,0.24877225,-0.45120972,0.43804705,0.8946546,0.4527923,-0.10817574,-0.5771889,0.05824205,0.6812642,-0.36264268
-0.24260187,0.23015149,-0.50984156,0.63107616,-0.23123084,1.2795608,0.667864,0.33194423,0.12849405,-0.7326297,0.44903708,-0.5747576,0.8466921,0.42738006,1.2397892,1.729666,-0.19634312,-0.5435294,-0.63141316,-0.77341163,-0.9679764,-1.101346
0.5798873,0.15004097,-0.69778806,0.02761664,0.5517156,0.8253914,0.10986068,0.5158156,-0.7422213,-0.2973462,1.0171182,0.7146958,0.8523276,0.71505046,1.1237776,1.0577768,0.3656174,-0.8205624,-0.6090087,0.03541356,-0.8014426,-0.048812333
-0.33333337,0.3156146,0.20121741,-0.19703679,-1.0086269,0.44655785,-0.5127929,-0.22714822,-1.7878418,-0.43729135,0.28953645,-1.7055019,1.3596257,-0.4885216,-0.15445882,1.3462592,0.6490014,-0.0070765093,-0.5734562,0.009854032,1.0389794,-1.2735822
0.15722819,-0.019447131,0.10218994,0.2971826,0.0045361966,0.3681294,-0.27994648,-0.2389014,-1.6910583,-0.56577706,1.1073478,-0.7657694,1.1969523,-0.7179298,0.4447874,0.4098854,-0.081670135,0.80511904,0.06793775,-0.13879272,0.42998675,-0.7724957
0.0071114125,-0.19060309,-0.36956006,0.2902133,0.30972105,-0.17637743,-1.00469,0.5809865,-1.9265248,-0.699651,0.87985873,-0.48223186,1.3192439,-0.59138924,0.10021938,-0.13016386,-0.18744123,0.4204832,-0.040499896,-0.2688509,0.27324578,-1.2625569
-0.15007834,-0.2948059,-0.7614288,0.54971397,0.14690018,1.1311989,-0.4765474,-0.4860673,-0.9367399,-0.7236653,1.9340712,-1.277525,1.4455386,-0.70929676,-0.43627638,0.35781735,0.38423687,0.21782444,0.5499377,-0.31487963,0.80264276,-2.0047944
-0.29176408,-0.28850698,0.3660109,-0.19604018,-0.0051356894,1.2398734,0.058950093,-0.63512033,-1.5598444,-0.91699535,2.127007,-1.6846052,0.6804031,-0.28109375,0.44211864,0.2355189,0.20026834,-0.19534986,0.3755164,0.5062205,1.3643835,-1.2253009
-0.7291455,-0.995015,-0.45665208,-0.08374456,0.30971044,1.1132869,-0.4631699,-0.33075225,-2.0071948,-0.9367817,1.0597172,-0.37297782,0.74220335,-0.5297682,0.51120496,0.9669576,1.1565101,0.15800326,-0.18291707,0.61682564,1.1692673,-0.9097557
-0.8291003,-0.029721232,0.078445785,0.7308343,0.78742534,-1.1341305,-0.8090181,0.5389473,-1.5246861,-1.001819,1.0652797,-0.17617038,1.5014237,-1.4364561,0.09832195,0.23083113,-0.77593374,0.17939848,0.08472436,-0.6028386,0.72916156,-0.04279777
-0.40176055,0.35969153,0.70981544,0.2442105,-1.3613316,0.5998427,-0.12767944,-1.3770843,-1.9131883,-0.62116337,2.4789865,-1.3417614,0.43335146,-1.2026167,-0.76606315,1.004733,-0.1824885,1.1507643,-0.99415374,1.3848131,0.9998471,0.2803426
-0.019684065,-0.26819226,0.4756081,0.9422816,-0.24336651,0.70483863,0.06940559,0.3086704,-1.3412378,-0.44875288,-0.1264246,0.009329796,0.4728609,-0.39246818,0.14082603,0.51360255,0.399145,-0.5578029,0.4881789,-0.3540502,-0.41625753,-1.0726827
0.018942507,-0.3198018,0.71219116,1.0964029,-0.4528407,0.56174386,0.29725307,0.37227595,-1.5149182,-0.13132806,-0.6957549,-0.1877855,0.453439,-0.4397519,0.09171849,0.63088155,0.64810383,-0.30734536,0.654129,-0.56006145,-0.5181381,-1.4381366
0.7149944,-0.24743469,-0.033182956,0.58629555,0.17010027,0.84797436,-0.3093718,0.18675096,-0.49536937,-0.5647822,0.38945013,0.53158027,0.61349726,-0.7110453,-0.097393125,0.99350405,0.23951775,-1.0407583,0.17431535,-0.2227182,-0.65553105,-0.7405848
0.23743862,0.013727528,0.19897836,0.14909936,0.18054923,0.012977164,-0.4410151,0.15667336,-0.51544917,-0.6723045,0.769907,0.04993619,0.9604373,0.048813567,0.72232884,0.4030463,0.008908997,0.2105397,0.35058618,-0.61161137,0.47204348,-0.88844365
1.081594,-0.5880425,-0.7698039,-0.4281555,0.4438972,1.1494336,0.97092086,1.3208847,-1.0338453,0.061328985,1.2547804,-0.10662938,0.32212275,-0.19987735,-0.861935,-0.22024013,-0.5561918,-0.052631643,0.5132748,-1.0483245,1.2826167,-1.1684616
0.8315585,-0.59645957,0.09664708,-0.9668407,0.21277693,1.4559174,1.138236,0.8220806,-1.6237751,-0.42136016,1.6405512,-0.40744886,-0.17645295,0.080916375,-0.065919384,-0.30806655,-0.6354047,-0.24467704,0.25300917,-0.27275258,1.6898264,-0.72037
0.21298668,0.0074808425,0.026124982,-0.09020232,0.34908003,1.1971254,0.6232747,2.0199065,-2.2637572,-0.4889113,0.91066825,0.07480686,-0.6129066,-0.26729736,-0.07934394,0.2590798,-0.22240652,0.43208694,0.15397075,-0.76008815,0.643919,-1.5477904
0.080114715,-0.012056473,0.069038,0.50425273,-0.1709351,-0.11150831,0.20897296,0.21246976,-0.13524392,-0.111411825,0.40030864,0.3469079,0.3067796,-0.22674207,0.23496687,0.112264,-0.07249524,0.18477957,-0.3706733,-0.39740697,0.26194996,-0.31381297
0.119348764,0.08077098,0.09011028,0.6622155,-0.18851058,-0.32268113,0.16766097,0.14780352,-0.0755242,-0.23528345,0.49244654,0.5083522,0.3366342,-0.2193843,0.18356812,0.1290292,0.025251923,0.28312963,-0.44581696,-0.53983,0.2413784,-0.53164697
0.66978574,-0.97620195,-0.515514,1.3062342,0.13976872,0.5443451,0.2694429,-0.25971827,0.09951562,0.26599076,1.0441295,-0.47374701,1.1058162,-0.578573,0.46783498,0.26748928,0.008097482,-0.7716113,-0.14534946,-0.7410006,0.6795257,-0.5693097
0.80339354,-1.179282,-0.11720849,1.3096594,0.32871237,0.34696707,0.029794779,-0.101348765,-0.041775573,0.41503015,1.0173177,-0.279589,1.4524767,-0.4085608,0.0650373,0.16375326,-0.13740455,-0.274417,-0.07084039,-0.9326581,0.2546891,-0.23206231
0.68205315,-0.80180836,-0.5339815,1.3979613,0.37858808,0.62722754,0.1262067,-0.12935285,0.117049836,0.83495015,0.7726649,-0.30524147,1.6221825,-0.61244375,0.17716157,0.13605432,-0.041791324,-0.54198134,-0.1339133,-1.0325215,0.31870553,-0.60533303
0.842898,-0.9740475,-0.11379202,1.1627278,0.2310878,0.37109095,0.1617439,0.15683016,0.29158267,0.60949373,1.12083,-0.10812493,1.3668216,-0.59899586,0.26931238,0.5307106,0.049899828,-0.001733079,0.5680133,-0.80412894,0.32161978,-0.30113548
0.6218021,-0.9930073,-0.34132075,1.256609,0.38356522,0.5316168,0.4086994,-0.012049481,0.120592095,0.32226682,1.0985742,-0.19717585,1.2995064,-0.38475958,0.040883545,0.5898372,-0.06768973,-0.40428314,0.1736658,-0.85423625,0.5624933,-0.19657177
0.75319886,-0.9945463,-0.22179462,1.2665443,0.1863159,0.3747297,0.2473229,-0.022961503,0.029411014,0.33170605,1.0293773,-0.40259805,1.6226288,-0.46593305,0.044316117,0.12722804,0.0054535707,-0.10032834,0.0250207,-0.9526546,0.39648926,-0.32211858
0.15446107,-1.1284392,0.5126338,1.3463901,0.5103805,0.5903235,0.27420262,-0.16520967,-0.4418342,0.77657074,0.6551702,-0.34106612,1.9689262,-0.6617882,-0.63617104,-0.63916105,0.5754079,-0.97623885,-0.9017894,-0.93296385,0.20975457,-0.49401572
0.78725135,-0.7137418,-0.18663703,1.402807,0.46580318,0.70826375,0.42556494,-0.15248916,0.16511188,0.5949302,1.0475984,-0.1228767,1.6587511,-0.6264527,0.04899744,0.06217644,-0.46916702,-0.6258692,0.2913431,-0.9369306,0.45707992,-0.2973303
1.2365499,-0.88844275,-0.69317186,0.7866055,0.28011188,1.0191699,-0.31891665,0.31902555,0.25171083,0.83413696,0.9505993,-0.82122546,1.4476571,0.25633225,0.7458915,0.9672042,0.2904164,-0.7115627,0.55802035,-0.98422164,0.18367073,-0.8677696
0.8803482,-1.0794672,-0.3991873,1.2412158,0.08283092,0.54338247,0.020596184,0.016755652,0.13274427,0.40965185,1.0627714,-0.14145337,1.4087186,-0.54814374,0.28783196,0.29711148,-0.1252875,0.058655713,0.3205218,-1.1650915,0.4677489,-0.49408093
0.8672701,-1.1212217,-0.57608736,1.1566702,0.09514694,0.4246116,0.38376343,0.028186485,0.050409682,0.4301296,1.0804994,-0.10497398,1.507757,-0.47118726,0.40757546,-0.081742354,-0.11783356,-0.35229495,0.13561553,-0.65553576,0.48135248,-0.34067765
-0.039058022,-1.0640002,0.4048603,0.8777728,0.6202916,0.6163909,-0.47014862,0.60076404,-0.18861428,0.6933806,1.8900627,0.04822122,1.7605183,-1.440512,0.38626745,-0.25636816,-0.17481326,-0.16715658,-0.45866808,-0.69002193,0.40234476,-0.14221255
0.76309514,-0.80612135,-0.14401442,1.4091852,0.25364473,0.5811789,0.3882033,0.067951426,0.31378156,0.69313216,0.9156333,-0.111439295,1.4016123,-0.59541434,-0.08681908,0.39221823,-0.31136167,-0.29903194,0.24453494,-0.98256433,0.3423555,-0.2988174
0.040813353,-1.0331874,0.55680597,0.74779046,0.10891386,0.6305938,0.7338939,-0.9859396,-0.54372495,-0.12996115,1.2583532,-0.7718053,0.5233204,-0.34867796,1.2005565,0.39446318,-0.31145155,-1.0309458,-0.509651,-0.29554003,1.0322473,-0.050067373
0.22949784,-1.458711,0.8392705,0.6471113,0.47087738,0.652174,0.5106413,-0.8038531,-0.7182839,-0.044221543,1.60638,-0.6927228,0.6037341,-0.29513347,1.067722,0.2538568,-0.6310643,-0.44357172,-0.3695171,-0.4639568,0.9209051,0.25765383
0.31245512,-0.892414,0.6621616,0.86188626,0.32569098,0.7959517,0.5252595,-0.7342697,-0.48563597,0.047799006,1.2986532,-0.66075593,0.7754931,-0.18235189,1.0926613,0.042436358,-0.46515474,-0.8304152,-0.66706043,-0.37617776,0.87140936,-0.10828799
0.19754203,-1.0872264,0.57595706,0.6447249,0.40604377,0.5848963,0.5129469,-0.5787526,-0.6364855,0.09091291,1.4919146,-0.45350808,0.60118747,-0.61136186,1.1360737,0.06943148,-0.2933948,-0.47424388,-0.18480176,-0.0012709475,0.86807036,0.20425378
0.28361312,-1.0525261,0.58852595,0.6831716,0.5543266,0.6887035,0.6571305,-0.6581146,-0.4148753,-0.25253823,1.5790884,-0.28211382,0.456732,-0.1782592,1.0393094,0.5167779,-0.33827323,-0.6058308,-0.6163047,-0.17688912,1.0268947,0.14977589
0.3141465,-0.9743365,0.6222938,0.78911775,0.31790248,0.489461,0.6208494,-0.7058022,-0.5257384,-0.10096555,1.432192,-0.65685827,0.6749904,-0.21717286,0.997621,0.045318954,-0.5216956,-0.4056946,-0.3777811,-0.38881135,0.9425197,0.09769044
-0.35635394,-1.2630576,1.5572894,0.42171344,0.5726297,0.74940133,0.5705744,-0.9470441,-1.2408311,0.16749822,1.0646617,-0.55950844,1.2862612,-0.37378088,-0.0771688,-0.86099607,0.33046585,-1.3991718,-1.6074641,-0.34236354,0.5783784,-0.0063745207
0.37541628,-0.92638534,0.5715075,0.48172578,0.4774649,0.7146463,0.5351604,-0.6487977,-0.39554033,-0.11255766,1.4299889,-0.54637307,0.92727864,-0.28117067,0.9041228,-0.06345473,-0.79276085,-0.87297195,-0.09002365,-0.20833981,1.1347885,0.14869419
1.0555713,-0.8925231,0.19805928,0.18862653,0.4122167,1.3119711,-0.26325753,-0.16501683,-0.3905205,0.38834092,1.4241457,-1.3656213,0.72077936,0.67003113,1.7901266,0.83656955,-0.11906,-1.3043722,0.21108921,-0.20209253,0.87005335,-0.47268006
0.31644177,-0.91206765,0.45313385,0.5488209,0.27912077,0.7140373,0.44445008,-0.6187722,-0.67404866,0.095153324,1.511343,-0.71033686,0.57306886,-0.48359337,1.0194378,0.32948375,-0.57877505,-0.40982062,-0.07941118,-0.22217056,1.098493,-0.059142508
0.41745934,-1.1533239,0.31923616,0.44291177,0.12524647,0.61257756,0.55141646,-0.60999477,-0.5130173,-0.028581161,1.5732403,-0.43628207,0.71577144,-0.5511289,0.98637694,-0.11811787,-0.3513769,-0.657424,-0.3469921,-0.12583816,0.9818572,0.02391605
-0.3390754,-1.1055043,1.3184516,0.30423462,0.8073735,0.6422454,-0.20202658,0.07329401,-0.80194443,0.12955247,2.1175532,-0.27745035,1.1913563,-1.1560229,1.3262795,-0.5209933,-0.7669782,-0.80047464,-0.9566876,-0.017263353,0.75933963,0.25244552
0.30688235,-1.0474226,0.8845861,0.7634902,0.3244255,0.74304485,0.9373622,-0.5743082,-0.27680823,0.09082339,1.4455515,-0.21444605,0.74567443,-0.17661753,0.7713559,0.26428658,-0.8005731,-0.602157,-0.12271685,-0.40980995,1.0014173,0.25623348
-0.3814865,-1.2011052,0.40683645,1.5482152,-0.18806496,0.72415435,0.965486,-0.61325204,-0.8085001,0.29446676,0.17120293,-0.37810495,0.50529313,-0.31263065,0.6952865,0.78202283,-0.4090785,0.3039978,0.3210487,-0.760739,0.30147222,0.08674379
-0.045446757,-1.6186391,0.90758985,1.6918217,0.18442619,0.5306101,0.6460873,-0.34070516,-0.77200574,0.38161653,-0.010599796,-0.43769887,0.73296434,0.03413334,0.5493644,0.3652174,-0.9363756,0.78100973,0.4399785,-0.83824503,-0.019641332,0.24771239
-0.15017755,-0.99111277,0.39262077,1.811729,0.028799474,1.0011069,0.8484682,-0.28479874,-0.57658637,0.7802736,-0.06987425,-0.10507015,0.85344,-0.14555919,0.5104475,0.5023269,-0.4785488,0.4954682,0.3849634,-0.86244065,-0.052385516,-0.123492435
-0.013117228,-1.3260875,0.63029367,1.4381022,-0.041803077,0.6513879,0.6798543,-0.22955553,-0.54144686,0.38297942,0.26066867,-0.07803387,0.5360256,-0.41606778,0.72469103,0.67050165,-0.45106953,0.8721024,0.71196383,-0.7594541,0.17732093,0.14914462
-0.22738609,-1.2867755,0.36738455,1.6190506,0.06981525,0.817537,0.9236901,-0.32991567,-0.6409499,0.30036116,0.0709272,0.032781098,0.5584457,-0.18149155,0.49325183,0.86726433,-0.4067463,0.61582714,0.39485517,-0.71011347,0.14824215,0.38661647
-0.12477642,-1.2840924,0.42954487,1.6418058,-0.08149202,0.64109135,0.7487254,-0.4383096,-0.44652325,0.11601722,0.45097202,-0.20325355,0.8199601,-0.06488376,0.4307766,0.49312574,-0.4305853,0.8601118,0.5035687,-0.9370094,0.23795016,0.13637765
-0.8388487,-1.7157305,1.3845319,1.5237141,0.13763493,0.7975293,0.84450775,-0.63128084,-1.2496902,0.47966233,-0.3981657,-0.116552845,1.3268893,-0.32962447,-0.44549593,-0.30700627,0.18504296,0.29754704,-0.5447741,-1.1852775,-0.24162874,0.068075575
-0.1698915,-1.1832359,0.51932114,1.5919328,-0.03808247,0.9808365,0.76376706,-0.49170533,-0.5238606,0.05771496,0.124420464,-0.007002943,0.80032283,-0.3114268,0.41801184,0.44151264,-0.72356594,0.5277538,0.6840244,-0.88159806,0.16585907,0.18333581
0.4177034,-1.2299274,-0.18076548,1.283162,0.005727682,1.5216669,0.054347754,0.05060311,-0.32233918,0.7987066,0.16317229,-0.60301405,0.6039606,0.74859196,1.2282969,1.4968565,-0.09959104,0.47340474,0.97281665,-0.94320583,-0.29455018,-0.64070344
