p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24
0.20216034,0.15066211,1.813276,-0.47994754,-2.0936887,0.42769018,0.81912816,0.70291835,-1.2597398,0.1313037,0.9950572,-0.24693406,-0.33798012,0.073138475,-0.7380169,0.9588247,-0.30299237,1.2669199,-1.6172096,-1.0992422,-0.20494564,-0.06454728,-0.28525865,-0.101132825,0.67358077
-0.28137362,0.043075245,1.6904361,-0.085684255,-2.1505525,0.4705178,0.376425,1.426516,-0.52889913,-0.20785612,1.3830296,-0.2944783,-0.81805825,-0.24550201,-0.5330314,1.4429252,0.025609346,0.79643077,-0.94440216,-1.4903455,0.67094207,0.2538114,-0.17550905,-0.31494632,0.5561223
0.27946982,-0.20570618,-0.014428626,-0.29986376,-0.45480338,0.008677538,1.2065575,0.63710946,-0.89679706,-0.30973637,0.87758255,-1.0953802,0.68195915,0.49752793,-0.05787415,1.1697415,0.32518148,-0.04427657,-0.22811687,0.30298758,-0.7648128,-0.09877241,0.32864472,0.32880375,0.08391582
0.2671484,-0.2624969,0.04276726,-0.24883401,-0.58331555,0.06045949,1.2098551,0.56273896,-0.91527253,-0.41568813,0.7528822,-1.003589,0.72744685,0.4725892,0.013980088,1.1764135,0.37407935,-0.10577144,-0.33700645,0.4081856,-0.82463455,-0.13092749,0.33522522,0.37850475,0.087799445
0.329328,-0.2043049,0.6557792,-0.33194244,0.103642635,-0.010664102,0.10592865,1.0789453,-0.17750926,-0.009144061,0.68694407,-0.3086678,0.016498536,0.6813609,-0.080807686,1.9524535,0.68719465,0.9129618,-0.82765555,1.1032543,-0.629086,1.2111293,-0.68332577,-0.6200963,2.3842921
-0.21619949,-0.27356562,0.1716474,-0.12774435,0.06503027,-0.16948764,0.015689105,0.6818421,0.28405324,-0.37213576,-0.03881286,0.023627272,0.13321574,-0.07713866,0.08713838,0.17510085,0.07301559,0.09840788,-0.21460497,-0.105192065,0.27650553,0.07282194,0.29588026,0.028602384,0.35388905
0.33550486,-0.14934249,0.050830416,-0.9616742,0.38063434,-0.8580929,0.87339914,0.6899806,-0.2978384,-1.409575,1.0564252,-0.24639975,0.49479935,-0.6481393,-1.3730906,0.70530236,0.20798479,0.09697954,-0.12094483,1.0557268,0.9657164,0.0011614683,-0.5604768,-0.78053737,0.76391065
0.52074414,-0.067435175,-0.27083838,-0.64113295,-0.047314208,-1.1035208,0.66004324,0.13548648,-1.0321639,-2.2703514,0.9637277,0.56791914,1.2139387,0.11270871,-1.1408054,1.0197545,0.22773339,0.2240936,-0.30489144,2.0327468,1.0583857,0.31572217,-0.053311896,-0.68838114,0.8860178
0.6935007,-0.5086983,0.65342665,-0.051359594,-0.42019892,-0.07517304,0.9898234,0.01198777,-1.3621391,-2.1376472,0.80369943,0.5288427,1.1388563,0.7051165,-1.1898112,0.87861526,0.49266914,-0.034795556,-0.02490849,1.5219704,0.8002699,-0.30144715,0.41361338,-0.38771975,0.5425478
0.58746296,-0.24516585,0.37194243,-0.51422644,-0.09315501,-0.33909115,0.9383947,0.09778852,-0.92597777,-1.1651174,0.80758303,0.05220503,0.5040359,-0.066998094,-0.9602567,1.0309398,0.5413228,-0.00014454294,-0.18299302,0.98814386,0.58995837,0.15456077,0.25743872,-0.22324073,0.5567223
0.15582745,0.5990738,0.7304253,0.78709936,-0.30088416,-0.27500007,-0.3711697,-0.23707551,-0.22382142,-0.5915267,0.26771522,-0.9874491,-0.12568997,0.5671987,-0.19931814,0.74946207,0.5709171,-0.8893373,-0.6625082,0.6767347,0.4736647,-0.08468321,0.8219413,0.52704495,1.3427958
0.8444309,1.071519,-0.016613768,-0.6897131,-0.41663945,-0.14355834,1.1120398,0.65479404,-0.44954196,-0.36909556,-0.9351769,0.103240676,-0.3826855,1.0556061,0.3406641,0.72136724,1.0220892,0.43547755,-0.17828266,0.60877603,0.48507065,0.08355485,-0.26402867,0.19860545,0.6422285
0.77255845,0.8741399,-0.04190658,-0.764906,-0.5095377,-0.23859718,0.67800117,0.4429156,-0.45328057,-0.37281242,-0.9760419,-0.09199524,-0.16777015,0.821861,0.43940023,0.45936075,1.0543706,0.44637957,-0.10675628,0.5172815,0.17816435,-0.31020772,-0.26113254,0.49093708,0.64586127
0.7648135,0.8716665,0.015892822,-0.5034576,-0.6170082,-0.2972708,0.7176729,0.44909126,-0.283627,-0.40302232,-0.992351,-0.024243316,-0.23112461,0.87774664,0.31286782,0.5572944,0.91541076,0.5791534,-0.18969516,0.6011279,0.5568973,-0.07049031,-0.24500175,0.38145426,0.7904622
0.72831815,0.90266496,-0.0022408864,-0.53633547,-0.6247945,-0.36769852,0.8954649,0.31750154,-0.27978066,-0.25364026,-0.7529231,-0.0069425413,-0.11556105,0.67484784,0.30367512,0.51786786,0.75175864,0.5144298,-0.18337347,0.444346,0.29522997,-0.0063677514,-0.059219927,0.36690345,0.70332515
0.73017615,0.5827821,-0.08213043,0.045574214,-0.52613056,-0.3144768,1.29364,0.7161652,-0.7744094,-0.22161584,-0.22931355,0.17539077,0.10613332,-0.17347665,0.45497364,1.0785213,0.5779394,0.20004445,0.07635459,0.09619097,0.21829239,0.13999504,0.00333998,0.010435333,0.19214362
0.7815446,0.5159901,-0.1076796,0.15989998,-0.64278704,-0.43782246,1.1037345,0.502585,-0.64551,-0.30771324,-0.24556698,-0.108715504,0.32144308,-0.39396232,0.50806624,0.8761675,0.30713812,0.33363283,0.09996434,0.16135693,-0.03221378,0.057614185,0.18632115,0.054744605,-0.082470715
0.91572773,0.4966136,0.06117229,0.036247782,-0.81119514,-0.45186782,1.165249,0.45534632,-0.6683462,-0.26723897,-0.43805036,-0.12697047,0.3311903,-0.6014896,0.3277772,0.7652037,0.34114146,0.32398337,0.066125795,0.1344222,-0.14021346,0.12302473,0.32198477,-0.00771239,0.07081164
0.60722715,0.4459079,0.19663128,-0.13517174,-0.36285108,-0.12256064,0.80196947,0.4266987,-0.27466074,-0.2167718,-0.20654571,-0.095221534,0.37867785,0.28428382,0.44535726,0.91263175,0.28070143,0.40820816,0.0036432433,0.30311936,0.034586426,-0.0031254992,-0.052856967,0.45315158,0.42730892
0.5599162,0.31978878,0.19223669,-0.25804982,-0.519636,-0.1919298,0.80230194,0.31786308,-0.45791498,-0.33857507,-0.27737805,-0.25340578,0.33563724,0.2381233,0.44434345,0.8594381,0.2760169,0.46096167,-0.01950732,0.23755176,-0.3019535,-0.09187566,0.18189092,0.55486035,0.29611537
0.64224726,0.26785514,0.15715419,-0.17306495,-0.576858,-0.18396741,0.8317952,0.31411275,-0.27621102,-0.26136813,-0.12684561,-0.25658396,0.38081154,0.1025878,0.2580754,0.86289907,0.18981235,0.47443068,-0.06605076,0.26040837,-0.3062682,0.031461403,0.2788363,0.40326697,0.2772154
0.6318535,0.2666651,0.21919996,-0.23719206,-0.53678876,-0.18107858,0.97664136,0.29394192,-0.3435404,-0.22270165,-0.093232155,-0.22289795,0.3357906,0.10113665,0.27187482,0.92941165,0.12861384,0.42216864,-0.07276973,0.26328915,-0.4517007,0.087109484,0.29943994,0.40641707,0.36691698
0.47848135,0.098806605,0.98131603,-0.8126725,-0.10373145,-0.7213281,0.6308389,0.7587874,-0.6609627,-1.1390378,0.4340652,-1.2015492,0.4798856,0.077019885,0.15284164,0.47273368,1.3556771,-0.03839848,-0.8685203,0.13835663,-0.911201,-0.20858395,-0.03336321,0.40550977,0.020796094
0.2964759,-0.22395611,0.8474298,0.027180703,-0.3964053,-0.3126189,1.0631459,0.14601405,-0.5706534,-1.0135962,-0.10620063,-0.348473,-0.10633636,0.6328032,0.07762143,1.6719908,-0.31958875,-0.17494328,-0.21142112,-0.77301884,-0.6137806,-0.47353178,0.54504,0.7216932,0.61291397
-0.10963673,-0.1636877,0.44411287,0.02656769,0.26986393,-0.50968564,0.5888569,0.33524853,-0.31796357,0.030236047,-0.05624461,-0.044430308,0.6583904,0.59598505,0.07828715,0.45457217,0.42029554,-0.25884393,-1.1761787,0.053546734,0.70680034,0.8470798,-0.10228399,0.019971121,0.07758398
0.45969632,0.19903716,0.81519103,-0.6987299,0.3266587,0.56791127,0.85149896,0.8046186,-0.059106216,-0.22563455,1.2653526,-0.45819816,0.23224553,-0.09517915,-0.017143339,0.7297981,-0.29153594,0.58083874,-0.043605685,0.38924286,0.16823927,0.6633398,0.24929458,1.0877641,0.97586673
0.39117405,-0.28045535,0.92554873,-0.33998165,-0.18799584,-0.16821666,0.7037323,-0.08159325,-0.4757062,-0.9284487,0.28286937,-0.22904423,-0.30585626,0.76614094,-0.2729517,1.2872274,-0.46364087,-0.16194548,-0.3569165,-0.8924466,-0.5709438,-0.13469231,0.5013613,0.64477646,0.4848362
0.81373125,0.9074716,-0.09318991,1.1267579,0.1665765,-0.07003146,0.41030583,-0.3447172,0.036125198,-1.146282,0.5929632,-0.9437541,0.0012310458,0.41271162,-0.1384063,0.645717,0.7224236,-0.5784952,-0.60842663,0.13756183,0.5409282,0.9390149,0.9163546,0.24320842,0.9481157
0.45792466,0.063160054,1.2433673,-0.4727161,-1.6159887,-0.19372106,0.7245384,0.40772685,-0.45069206,-0.76800054,0.9619761,-0.7575307,0.5978547,-0.6432059,1.0143486,1.0249472,0.11363072,0.89632404,-1.0476356,-0.16757703,-0.06859274,-0.26602525,0.29534397,-1.6367346,0.43674085
0.31997636,-0.38778427,0.5005795,-0.7459051,-0.100441724,-0.41485226,0.12449753,0.34354505,0.2994376,-0.95168865,0.25056025,-0.027341777,-0.14122987,-0.89086276,0.19569701,1.4651206,1.0156779,0.106911935,-0.24817728,1.6188614,-0.38689345,0.23357205,0.40419188,1.1391038,0.5104394
0.37054598,-0.33256477,-0.32146904,-0.47688416,-0.91002345,0.5995326,0.90342325,1.8602378,0.10844756,-1.50565,0.74827445,-0.65505815,0.54954064,-0.9120548,-0.06272789,1.2164755,0.5880422,-1.0427784,-0.51538014,0.29619044,-0.35680136,-0.45826265,-0.15068443,0.5050219,2.2857165
-0.35761005,-1.4131912,0.2615302,1.1511152,0.21068865,0.83205754,0.6106235,1.1283345,-0.18768011,-1.2530558,0.23601243,0.12581645,-0.33366692,0.25653216,0.14921479,1.9220302,0.92848825,-0.4771075,-0.38621247,0.478257,-0.24515727,0.70431215,0.5366255,0.13268933,1.1306264
-0.31196943,-1.1738193,-0.10527285,0.986384,0.17652276,-0.16874711,1.2166864,0.5469182,-0.81292754,-0.59714097,0.057705626,0.58034945,-0.7841037,-0.35236067,-0.067626044,1.4932219,0.18909372,-0.3805582,-0.8129194,-0.5929636,-0.08569382,0.875695,0.9877026,-0.06295123,1.1944804
-0.46352234,0.5698269,-0.705883,-0.8985,-0.72718483,-1.4051533,-0.25056058,0.35093153,-1.0319853,-0.723466,0.011609105,0.3982134,-1.4214425,-0.096451186,-0.16979259,0.60266364,1.0059321,0.96921915,-0.40963474,-0.12664865,1.0419677,0.2663405,0.0039811386,0.5922726,1.0293261
0.22613478,0.7523163,-0.36208114,-0.29329044,-0.35850582,-0.7522615,-0.69145215,1.3995671,-0.2537136,-0.5440113,0.47131038,-0.61011195,-0.3830314,-0.06061709,0.30298978,1.3260179,0.550297,0.20059098,-0.52321446,0.134483,0.13979532,-0.36895925,-0.058936078,0.43039256,0.9657609
-0.87171566,0.62508476,-0.8043837,-0.23498201,-0.5278543,-0.20575002,0.29145217,1.0331746,-0.84047914,-1.0406551,0.51752657,-0.90393263,-0.52096754,-0.44252315,-0.31583458,1.1630869,0.32745877,0.61153674,-1.1075946,-0.63078576,1.1412917,0.16806671,-0.07448513,0.91207147,0.57081497
-0.3998874,0.9920499,-0.27304098,-0.11734372,-0.42964077,-0.2080848,0.090859115,0.79907006,-0.29411784,-0.77431685,0.0770214,-1.074789,-0.38998243,-0.7317031,-0.07114684,1.429277,0.48878646,0.19843756,-0.8472643,-0.031348746,0.76092654,-0.19033282,0.09847548,0.98968524,0.5052691
-0.64598805,0.66078764,-0.37970498,-0.13362533,-0.44707173,-0.14168148,0.3803182,0.69743955,-0.8420755,-1.1829392,0.14082624,-1.3300811,-0.7451462,-0.92297083,-0.5031043,1.4189973,0.18930756,-0.07623603,-1.1472976,-0.51531243,1.1162171,0.21896711,-0.15544619,0.61682624,0.43572214
0.19587804,0.15000464,-1.5936646,-0.5789062,-0.5021295,-0.6320645,0.08949682,1.3384993,-0.3837161,-1.0708374,1.1399374,0.13092193,-0.80823666,0.48009938,-0.93759716,1.9702759,0.82588804,0.5001018,-0.86217755,-0.5404151,1.0405053,0.3555253,-0.22749475,0.6524944,0.24723382
-0.7138103,0.8119641,-0.5021544,-0.1748148,-0.2554165,-0.21999614,0.40654707,1.0940535,-0.6833816,-1.1862855,0.33664897,-1.086973,-0.23520505,-0.35887924,-0.21514778,1.3436116,0.5438169,0.38245198,-1.2888343,-0.32382232,1.2204095,0.33872408,-0.019857131,0.8288265,0.77688146
-0.13897255,-0.21356788,-0.9063172,-0.14852673,-0.40179566,-0.5611605,0.01837125,1.8052483,-1.0177941,-0.83675396,0.6896255,0.13909768,-1.703907,-0.7769329,-0.20813112,1.1081934,0.60739875,0.5565175,0.21076925,-0.6223553,1.5685873,0.8912117,0.22023405,0.10140574,0.22549996
0.729404,1.0201449,0.74048346,-0.033693522,0.4665186,-0.16674794,-0.2384332,0.9950993,-0.6970333,-1.7224598,0.43527776,0.2521242,-0.25474015,0.22432607,0.14205998,0.96095717,0.1569683,0.113537855,-0.30437493,-0.36459053,-0.0362681,0.7146958,0.10383647,0.13214798,0.49597883
-0.73891187,-1.0236646,0.9447808,-0.052434172,-0.33252668,-0.6208447,1.4831201,0.6569483,-0.11456807,-0.53527045,0.8402444,-0.89431655,-0.34387535,0.7775464,-0.36467195,0.76052684,0.6193141,0.49555913,0.3286072,-0.42830667,0.46241325,0.13092119,-0.46534675,0.94261146,0.6672349
-0.18344256,-0.37147596,1.1549546,-0.6737901,0.16664582,-0.56748503,1.2059606,0.9497469,-0.41638616,0.15956523,0.09639292,-0.85307103,-0.6722032,0.9462862,-0.7001105,0.86049265,0.56907773,0.64195454,0.33516204,-0.4967013,0.6856162,-0.11017805,-0.82886857,0.9828854,1.3360964
-0.42334598,-1.0816025,0.24093387,-1.3403894,0.63473886,-0.43788725,3.0075839,0.3902126,-1.0267965,-0.24332522,-0.037684716,-0.043997847,0.6194175,-0.38301864,0.0012420041,1.0563251,0.61094046,0.16208443,-0.5748457,-1.2520435,-0.56262547,1.3525206,-1.0929154,0.62138885,-0.0030792719
0.1577468,0.6081691,0.3102473,0.5578824,-0.36393422,-0.42979282,0.80410385,-0.3602199,-0.48384205,-1.0614896,0.66054684,-1.1173944,-0.51570475,0.074691504,0.5131821,0.91517735,0.07913768,0.07890628,-1.03863,0.4940889,0.33876655,0.5202718,-0.04406298,0.3309602,0.37390453
0.46437454,-0.101211995,0.55173826,-0.3842558,-0.19267422,-0.9024982,0.6807955,0.47425428,-0.34561667,-0.7199915,0.6455861,-0.4674564,0.3121246,0.09478157,0.009919644,0.008074794,0.9174552,0.09328628,-0.24998234,-0.0697604,-0.3859442,-0.05953099,0.36073095,0.1489739,0.16767213
0.2951953,-0.3031383,0.36128604,-0.24734141,-0.33337522,-0.24813437,-0.24466069,1.0484313,-0.22763585,-0.05152487,0.55178034,-0.054938715,-0.1035467,0.3674754,0.20116545,2.0808127,0.80930185,0.5373416,-1.0438964,1.1627333,-0.32447162,0.90256894,-0.63930154,-0.5680695,2.5016
-0.38215873,0.7502539,-1.0716242,-0.77902776,-0.49755496,-1.4289207,0.33500254,0.4527369,-0.57070434,0.03865941,1.154844,-0.51684505,-0.47119004,-0.012800096,-1.1184335,1.08675,0.9271285,0.19774216,-0.056208175,-0.5378543,1.1466058,0.7446056,0.114879765,-0.1305984,0.42138425
-0.009829249,0.31849217,-0.5610597,-1.2442204,0.37202,-0.47084236,-0.31178465,0.7157284,-0.089459635,-0.9246282,0.4691845,-0.8802914,0.02173462,0.12333635,0.30266818,0.6416187,1.3610578,-0.09121305,-0.37249905,0.23161756,0.98266613,0.7913789,0.30840084,1.1547183,0.8007952
-0.085914895,0.08090664,0.75554675,-0.34639928,-0.4642016,0.26015046,0.17226344,0.99774945,-0.66538936,-1.0542623,-0.1684025,-0.25785354,0.07525151,0.43437114,0.06412111,0.6627776,0.29100174,-0.57305056,-0.16712703,0.35220253,0.17578621,0.087551594,-0.06892953,0.66671604,0.7214784
-0.44593075,-0.9908166,-0.7531354,-0.61430985,-0.4083816,-0.07829545,0.7831354,0.31142226,-0.231759,-0.9907964,0.6481442,0.29126453,-0.054921333,-0.84336275,0.1513324,0.74636334,1.4507971,-0.38278252,-1.2523665,-0.41341305,-0.4794058,-0.19414763,0.6412058,0.12000478,0.5695347
1.35602,0.5552473,-0.087075114,-0.77273345,0.28093123,-0.41256636,0.6194386,0.93014115,0.20098232,-1.1440079,1.8139287,0.07914313,-0.4246746,0.71251315,-0.3096295,1.5332532,0.4689703,-0.13981403,-1.0017582,-0.6009433,0.736596,0.6031978,-0.03511611,0.6665418,-1.1179234
0.9145951,0.693203,0.4384184,-1.1419775,0.931612,-0.47957283,0.87519836,0.89211375,0.016786223,-1.3371285,1.0044436,-0.20449,-0.63594997,0.50143206,0.23322342,0.38151443,0.978154,0.24071322,-1.5031385,-0.6351265,1.5075344,0.73477846,-0.22686453,0.48702303,-0.49623272
1.000985,0.57926726,0.29479527,-0.7671872,0.11493439,-0.37101412,0.85079163,1.1497946,-0.05070927,-1.0345157,1.4545767,-0.30819798,-0.117764294,0.66635084,-0.07808156,1.5836397,0.27604616,0.052823223,-0.59632313,-0.32463688,0.034199968,0.3856367,0.11476571,0.57702917,-0.44957232
0.38024026,0.84931135,0.87697417,-1.4984508,0.7654746,-0.3695916,1.2378099,1.1679263,-0.30944696,-1.1573846,0.5303569,-0.57274735,-0.45421147,0.4834826,0.39602086,0.15660162,0.95712423,0.5378828,-1.457229,-0.14774457,1.1535207,0.48189896,-0.18527491,0.34319845,0.025861602
1.2787018,-0.7709371,0.97731847,-0.6726248,0.062428966,0.383804,0.7945877,0.44647118,-0.8780587,-0.75255054,0.10319152,-0.5220954,0.09197122,1.1768168,0.08027287,0.9693621,0.32210064,0.18547812,0.42561188,0.23850328,0.9607733,-0.24097203,-0.5033395,-0.98472506,0.84040016
1.174389,-0.5750197,0.9386712,-0.8376994,-0.02568244,0.3959925,0.65661764,0.35641536,-1.0067521,-0.5476874,0.026945068,-0.32150298,-0.030744852,1.0037066,0.21535136,0.95600486,0.2856132,0.10482375,0.52373075,0.25268582,0.8986159,-0.2797217,-0.27492663,-1.1013019,0.7073658
1.1466916,-0.63629586,0.8169409,-0.7475727,-0.044406477,0.24533448,0.7873763,0.42370915,-0.8242936,-0.580017,0.1095671,-0.4061995,0.09067787,0.95679,0.10886516,0.64085245,0.20013292,-0.02024429,0.287228,0.23557246,0.96211076,-0.053035725,-0.22941993,-0.98763955,0.5060936
-0.19799587,-0.07660914,1.7441535,0.01269483,0.7039268,0.25522187,0.55802023,1.6132278,-2.0621128,0.48004127,1.2239579,-0.5164524,-0.33501837,0.14256175,1.1842691,1.0374049,0.62478215,-0.9939479,0.5340289,-0.4372531,0.13241437,-0.7315575,0.8092728,0.63714147,1.8140024
0.27060217,-0.19788857,0.017128574,-0.3230351,-0.5585363,0.14336392,1.0995737,0.689668,-0.784244,-0.35163093,0.92775416,-1.0469632,0.66052735,0.53765047,0.013864647,1.1644237,0.4096928,-0.08167616,-0.26674154,0.4019637,-0.6568272,-0.18795764,0.35238615,0.23506917,0.09677784
0.7494032,-0.85384494,0.98638636,-0.6194067,0.18502209,0.19360577,0.9933583,0.01785627,-0.49903336,-0.78956044,0.8948248,-1.0044507,-0.33032334,-0.45629224,0.5963991,0.9915585,0.05455053,-1.1888545,-0.4292892,0.14554119,0.64801145,-0.2170645,0.32509422,-0.24249995,0.68545187
0.7376931,-0.8258183,1.0451574,-0.5792974,0.148083,0.19533809,1.0313561,-0.016800199,-0.564529,-0.82636553,0.862044,-0.9775355,-0.24225393,-0.38964888,0.45291686,1.0070382,0.050356343,-1.2980525,-0.44198748,0.32549447,0.7672253,-0.25643498,0.24873263,-0.20346554,0.71806425
1.6194654,-0.5176689,1.4250946,0.7050446,-0.1658279,-0.6994749,-0.55896974,-0.7348062,-0.75186527,-0.58091277,1.2464803,-0.44866958,0.08354181,-0.1944782,-0.40536413,1.4985421,0.628065,1.732634,0.2961702,0.7770575,0.22636314,0.8575421,0.76161665,0.29895368,1.4797223
1.194723,-0.33398044,1.3392808,-0.07416631,-0.44529322,0.3476281,0.90399843,-0.3321762,-0.57966447,-0.6335195,0.0695129,-0.45883158,-0.33668858,0.7703675,0.09221109,2.3835936,-0.9215374,-1.3372915,-0.8668644,-1.0055802,-0.5879557,-0.967044,0.38447753,1.3074899,0.80622566
-0.04147849,-1.0203106,1.3469367,0.03806613,-0.3409219,-0.058075078,-0.79444015,-0.44242984,-0.22362028,-1.0606185,0.6483139,0.4113465,0.2175991,-0.38455015,0.34340736,0.87404346,1.6687491,0.6005064,-0.34648654,-0.051068712,-0.6281378,0.47703585,1.3315616,0.56396073,0.8671261
0.4199244,0.69960487,0.42404488,1.4693179,-0.75249815,-0.22818337,1.183379,-0.61681336,-1.0165331,-2.0999434,0.37757418,-0.8492739,0.5210264,0.4822397,-0.13665651,0.77416915,-0.23490582,0.07312296,-1.2640303,1.2331581,-0.10793563,0.23281975,0.551047,0.035696235,0.43876052
0.7318452,-0.63695306,0.53264934,-0.28808516,-0.69089276,0.36513174,1.0389428,0.9322618,-0.77264434,-0.42901728,0.5594523,0.0034230538,0.048642788,0.67904973,-0.10995577,0.91899204,-0.67759454,-0.70388377,-1.1533378,0.7510032,0.5457042,-0.21667945,-0.3568931,0.6576643,0.63272756
1.6381637,0.05562605,0.7130277,-1.4536037,0.18986449,-0.12477041,1.6523651,-0.0070123672,-0.3905339,0.023877157,-0.09556414,0.25581357,0.57524383,-0.7488335,0.8622587,1.167516,0.21135701,-1.0603184,-0.80811745,-1.4275286,1.3170191,-0.2125958,0.32746875,0.33673468,0.7869358
0.868024,0.013103315,1.8156835,-0.5889418,-0.48744527,0.39546135,-0.08833131,0.23603307,-0.11668839,-0.36532775,0.6537853,0.3655175,0.52590364,-0.8899428,-0.5343695,2.2857726,-0.18079598,-1.2463516,-0.8549491,0.11714185,0.27295998,0.4187205,0.03088002,-0.26779693,1.3177503
1.1756426,-0.045208868,1.3248029,-0.4010691,-0.72961485,0.20625575,0.11726844,0.06303987,-0.34119695,-0.60134095,0.94389576,-0.21442987,0.554783,-0.0760025,-0.5352191,2.0913396,0.10511064,-1.2329632,-0.8458638,0.19756289,-0.15136926,0.70490766,-0.41372398,-0.5667238,1.7513354
1.276475,-0.17561398,1.0109415,0.8718583,-0.64551437,-0.26280463,0.88657236,0.3753572,-0.20118342,-0.3091809,0.31607467,0.45769262,-0.42872003,-1.2237418,-0.044136096,1.515791,0.19061196,-0.8271722,-2.2411823,-1.0212026,-0.28426707,0.7888049,0.23599938,0.16110829,1.27882
0.19360511,-0.28174344,0.030924678,-0.93738043,0.5108657,-0.42521223,0.6393767,0.7529576,-0.25314802,-0.7775678,-0.2041392,-0.49762633,-0.32030568,0.5860393,-0.36773694,0.44878218,-0.03943797,-0.013031029,-0.5795935,0.47899988,0.24331559,0.27082074,0.46867332,-0.23578592,0.7422264
0.16270056,-0.34093368,-0.39795697,-1.2813346,0.3162642,-0.3647339,0.50619316,0.4530634,-0.31730416,-0.6991856,-0.52016276,-0.66314495,-0.53528756,0.64721936,-0.4998563,0.6581552,-0.91417104,0.20993428,-0.52542484,0.9963487,0.046961244,0.49761024,-0.2526293,-0.5827537,0.7483688
-0.24357137,0.6617984,0.60679203,0.063733876,-0.8957658,-1.6144435,0.094802484,-1.2907414,-1.9401205,-1.180384,-0.45028678,1.4176282,-0.46476996,1.3159498,-0.9486176,0.19041483,0.89288205,0.6978517,-0.56314355,-0.056704804,0.37655652,-0.46580523,0.20086193,0.584198,1.2485179
-0.5973501,0.1371541,0.87817144,-0.07051019,-0.12001112,-1.2415483,0.9491512,-1.9651608,-1.3944025,-1.4181699,0.56071144,1.0609131,-0.979671,1.2088424,-1.1620593,0.06285409,1.3051877,0.32321906,-1.3162885,0.07618148,0.17094018,-0.49874994,0.16963102,-0.011191188,0.10393461
-0.29729217,-0.6745504,1.2481246,-0.33158043,-0.5142391,-1.1832603,0.18694663,-1.2408093,-1.5204315,-0.96543455,0.6670292,0.92556083,-0.19396558,1.3595576,0.19421354,0.44175017,0.86412174,-0.5082882,-0.15978868,0.0797267,0.26398033,-0.6530134,0.8140043,-0.22495708,0.7053551
0.16454822,0.58343685,0.002098261,-0.0066639343,-1.3122114,-0.93940103,0.034665167,-0.32379717,-1.7141534,-1.3976175,-0.3327767,0.8960069,0.7689227,1.0807197,-0.6833254,0.048047658,0.8305189,0.502592,-1.3918651,-0.37613502,0.9909747,0.30807242,0.5988005,0.27151325,0.6812755
-0.12021474,0.061128248,0.25166416,-0.1263937,-0.78201413,-0.5901324,0.61988497,-0.62006485,-1.3777626,-1.5368016,0.66750515,0.7203603,0.5047507,1.002419,-0.57538027,-0.06720079,1.2857409,0.09037962,-2.02379,-0.08703238,0.7791904,0.14675745,0.6507244,-0.2646876,-0.32689512
0.23055275,-0.40916026,0.6564369,-0.34276208,-1.1380608,-0.7971151,-0.06966811,-0.70942706,-1.3510642,-1.4310396,0.63069063,0.21243271,0.90430254,1.3535602,-0.100609906,0.72226834,0.8778973,-0.45590383,-1.0094233,-0.3730484,0.550579,0.2707568,0.79608124,-0.16684952,0.67956513
-0.5162686,0.7804816,-0.67042965,-0.77032083,-0.32192495,-1.0867432,0.36665338,0.45182538,-0.047022607,-0.6833153,0.78998685,-0.44008505,0.4655984,0.26492482,-1.6910852,0.7526341,1.2492757,-0.08407389,-0.7011321,-0.7953249,0.9226362,1.1349267,0.26439998,-0.35839203,0.41695195
-0.44898856,0.49241078,1.1919241,-1.5110878,-0.1707709,2.3272352,-0.17152032,0.37388757,-0.5331502,-0.30399898,0.26339927,1.0470679,0.97397506,-0.29024205,0.07218712,1.5800521,0.48678347,0.27875012,-0.7864281,0.72940767,0.20119333,-0.470284,-0.6228397,0.55176336,0.69220626
0.17317091,0.34618074,0.8060169,-1.0724584,0.4674547,1.3214481,0.25455326,0.10720498,-0.94491917,0.30588326,0.5991853,0.194356,0.34422347,-0.08898736,0.29039943,1.6837565,0.7190757,0.08130279,-0.33955812,0.45324603,0.3981586,-0.12595941,-0.5315898,0.3179557,0.4415602
0.11313387,0.3755516,0.9547577,-0.991392,0.45327997,1.4716583,0.2531313,0.099029295,-0.9673772,0.23640269,0.6282411,0.29002693,0.3563318,-0.073523335,0.38390958,1.856831,0.86607546,-0.038187083,-0.38275874,0.4533241,0.25196403,-0.07909595,-0.53795445,0.39073128,0.5443474
0.17025824,1.1324072,1.742709,-0.5743892,0.18866645,-0.94978744,0.11146625,1.3165025,-0.7634126,-0.9251438,0.38061678,-0.58130217,0.012328967,0.15503743,0.26109385,1.0326909,0.8030638,0.5306185,-0.3936157,-0.8341283,-0.17608738,0.69660074,-0.16296387,0.14861399,-0.41070113
-0.45380852,0.31361216,-0.123048,-0.67122936,-0.72191656,-0.66533625,0.05699423,-0.10746876,-1.2216982,-0.866793,-0.06220802,0.6712739,-0.74557924,0.22936736,-0.3244605,0.23132326,0.87304175,0.5328198,-0.7087893,-0.36517966,0.72942054,0.6215729,-0.12845922,0.22989099,0.8708241
