p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24
0.100581415,0.22663096,0.25574327,-0.075980246,-0.4690265,-0.13586074,-0.264267,0.83073425,-0.5823089,-0.82206196,0.40888786,-0.23609708,0.16690062,0.19267873,0.015791645,0.9531696,0.47896862,-0.113443255,-0.9413335,-0.34781113,-0.037680715,0.3706275,-0.06425029,-0.098562494,0.9719474
-0.39723125,0.29729283,0.35908696,0.32698855,-0.5257562,0.014217895,0.52563816,0.25909054,-0.75460696,-0.77549386,0.039190296,-0.39606196,0.06389917,-0.35352916,-0.10302261,1.0225343,0.41425186,-0.21840517,-1.1770374,-0.31063357,0.25046444,-0.2115988,0.0639742,0.7095487,0.7182149
0.11434174,0.37716374,-0.6512487,-0.14356881,-1.0446047,-0.23521268,0.6125603,1.3021067,-1.4957663,-0.8161419,-0.68411386,0.93431455,0.31888488,0.9865078,-0.42498946,0.32073075,0.93655705,0.5327253,-1.221692,-0.38205004,1.2943372,-0.24834476,0.2951458,0.51037955,0.9765614
-0.8063582,0.19939044,0.061867226,0.6884194,-0.7174292,-0.1444003,0.55318475,0.64999163,-1.0730829,-0.8089463,0.07659457,-0.17794311,-0.0151916705,-0.13761674,-0.23103271,1.114603,0.59927034,-0.15118688,-1.7640502,-0.65523434,0.5184927,-0.6396987,-0.0091278255,0.9919244,1.0672115
-0.61170584,0.019438034,-1.1795503,-0.735639,-1.2227745,-0.68199253,1.7365497,0.23741788,-0.9738195,-1.1477247,-0.70123696,1.4700046,-0.55124044,-0.64366585,-0.32533386,1.0692148,0.46407038,1.252235,-1.1297888,-0.5575226,0.20471972,0.574834,0.07849381,-0.1772217,-0.386576
0.7948336,0.5174833,-0.43699595,-0.46072987,-0.038256608,-0.15529679,-0.009360229,-0.056395784,-0.24706326,-0.6718462,-0.5041442,0.39119452,0.38372135,-0.7187253,0.28172797,0.6675977,1.260822,-0.17587987,-0.6349305,0.5046274,0.058264576,0.2671592,0.62500113,0.27296707,1.7572056
0.88274115,0.50517726,0.2612769,0.35491422,0.17315818,-0.1073487,0.63316643,0.3716058,-1.0436049,-0.76250803,0.47784305,-0.55852836,0.38290313,0.51960844,-0.8400303,0.62475723,0.6492269,-1.2021489,-1.0639327,0.78066427,0.65106297,-0.33333042,0.07793094,-0.29201826,0.82756025
0.95078355,0.61010796,0.22099209,0.09360686,0.24340236,-0.111505836,0.6998416,0.50452983,-0.8984083,-0.85279965,0.33548486,-0.4697722,0.48985258,0.5628922,-0.93897915,0.50195885,0.6046471,-1.2742583,-1.0225303,0.7679305,0.56586933,-0.36305755,0.37000847,-0.45840812,0.7160482
0.67684877,0.37178457,0.13262634,-0.37532476,0.45117378,-0.32380214,0.3716865,0.78538024,-0.58386815,-0.37525922,0.38419405,-0.46546137,0.23061652,0.34103328,-0.688291,0.5500723,0.84374136,-1.3567551,-0.69396985,0.5977903,0.48772576,0.1369923,0.41079748,0.19395804,0.7718566
0.5939999,0.49271044,-0.010025347,-0.19408911,0.47026774,-0.23162572,0.37746587,0.78405744,-0.48854706,-0.2558402,0.43630978,-0.54496384,0.27540874,0.35740823,-0.66349757,0.5697761,0.81703776,-1.3766005,-0.75693893,0.5972857,0.5359984,0.19307138,0.3116238,0.09144663,0.80989385
0.31962776,0.30730885,0.5993558,-0.4920745,0.1146693,-0.44927338,0.26816267,0.46969283,-0.2246471,-0.7892839,0.5777813,0.05678011,0.14238611,0.34560707,-0.071059585,0.29027313,0.49667338,0.50508004,-0.44837254,0.20653628,0.33195934,0.8076131,0.30783695,0.028165478,0.520982
1.2896023,0.28698722,0.82011837,-0.73774374,0.0055080336,0.18231457,0.58933735,0.0126598505,-0.009214126,0.12650253,0.0013707763,-0.0126389535,0.26421574,-0.4289553,0.29497194,0.8740193,0.04262434,-1.0733914,-0.8343945,-0.043468535,0.58972895,-0.11823949,0.34518057,0.2694259,0.6215191
1.1132332,0.8795457,1.1992469,-0.09058208,0.62560236,-0.22171147,-0.16189916,0.4859862,-0.100399636,-1.5469264,0.21633887,-0.3986947,0.0046921475,-0.41677737,-0.42956522,1.63337,-0.007725495,-0.70461255,-0.5849207,-0.62862986,0.014512553,0.58236605,-0.7064138,-0.6883212,0.9183048
1.0866611,0.8761892,-0.2958389,0.93305063,0.008251932,-0.33463243,0.1154927,0.013654432,0.24996069,-1.6902273,0.21015921,-1.2622714,0.6417576,0.09415482,-0.06501099,0.87200487,0.3139984,-0.19544986,-0.5830566,-0.052375317,0.61354744,1.1728561,1.0975139,0.48140255,0.8481032
-0.48147413,0.32803628,-0.10998045,-0.5210153,-0.6429609,-0.7504857,-0.008657974,-0.0019177557,-1.1872431,-0.8626395,-0.08148075,0.66366506,-0.76796126,0.20895328,-0.19441421,0.28994748,0.88774323,0.5293972,-0.75702083,-0.3906171,0.83659416,0.58361864,-0.13534887,0.27416742,0.9154688
-0.61701804,0.25970194,-0.6578844,0.3114943,-0.70488477,-0.8176708,0.34420523,0.9644762,-1.5069782,-0.88764197,0.43628263,0.5095959,-0.14860971,0.6616008,-0.71208894,1.0351214,0.41613567,0.16356468,-1.3847355,-1.2945006,0.51981187,-0.1874831,-0.068415,0.6763409,0.7985941
-0.18936723,-0.505604,-0.3118334,0.05784008,-0.44559047,0.017087637,0.2580098,1.017815,-1.2752664,-1.1381963,0.5073781,0.63935596,-0.9116172,-0.38160327,-0.2872682,0.52362496,0.5568427,-0.054029357,-0.15522526,-0.9293492,1.2573378,1.2871157,0.12248636,-0.40001482,0.4517889
-0.5974454,0.23012681,0.30306795,0.7494106,0.23573825,0.34389424,0.9761571,1.291663,-1.1496518,-0.20796564,0.19644699,0.6734919,1.2931882,0.40340284,0.48659974,0.91687125,-0.033633422,1.2685455,-1.3412843,0.49898326,-0.041342825,0.58359265,0.44704124,-0.105752364,0.5545587
-0.44637644,0.11528671,0.30227628,0.76606506,0.2378403,0.22324167,0.9332745,1.2894075,-1.12212,-0.1914974,0.35749063,0.79900366,1.2448691,0.5612595,0.43597355,1.0499222,0.103768855,1.5221919,-1.6540788,0.25633344,-0.1045381,0.561721,0.50914127,-0.03382146,0.39819914
0.34752202,0.13764897,-0.3358006,-0.27869773,-0.1999267,0.6269456,0.9193958,0.9362557,-0.5051233,-0.29995203,0.03934193,-0.3664075,0.5028843,1.7722052,0.63320994,0.7983222,0.7706313,0.11724449,-0.8417794,-0.011849209,-0.041384235,0.16508779,0.33374193,0.25443953,0.2752749
0.043453753,-0.5327916,-0.51304257,-0.39656886,-0.1619599,0.23224634,0.6528966,0.59147716,-1.1132348,-0.25497422,-0.3085665,0.0135450885,0.2821341,1.946274,0.5708644,1.1207216,1.079145,0.33336452,-1.5503175,-0.37125054,0.10922598,0.8582966,0.118395366,-0.08009169,-0.37346673
-0.11144826,0.22266926,-0.5367145,-0.40803713,-0.62123674,0.504639,1.1278398,0.797896,-0.21084434,-0.052195806,-0.011046308,-0.4023021,0.82757753,1.2138597,0.5240105,0.8657579,0.8152264,0.39383042,-0.8894221,0.023660606,0.4688865,0.00014408382,1.0944929,0.36872697,0.99981433
-1.1314412,-0.2830781,-0.6184905,-0.39227694,-0.7296699,0.032752257,0.92232317,0.33495104,-1.0264242,-0.20254733,-0.44406706,-0.21256676,1.111288,1.29862,0.5378656,1.1257373,1.133247,0.47756544,-1.660808,-0.21911071,1.0749388,0.7560319,0.48738527,0.14179145,0.06971285
0.02033178,0.5087983,-0.21156977,-0.8841264,-0.3248265,0.6431772,1.6941279,1.3548851,-0.6735774,-0.020837639,-0.24784574,-0.45709836,0.74654937,0.96460146,0.89123476,0.6556522,0.50260186,0.419623,-0.4837444,-0.4993421,0.35796645,-0.14417951,0.8105952,0.22762604,0.7227699
-0.9748557,-0.38923836,0.221439,-0.8118294,-0.7467564,0.048814204,0.85832316,0.29340896,-1.0012406,-0.6806737,-0.84587955,0.022771435,0.90126413,0.39599618,0.6025516,0.78085464,0.90144914,0.28686115,-1.1574212,0.09922112,1.1076403,0.48869726,-0.04257723,-0.22078559,-0.42499065
-0.25524947,-0.026919842,-0.8255687,-0.17604806,1.0721388,-0.014763268,0.82095045,1.9626783,-1.1799359,0.26496345,-0.41601384,0.16663489,0.38079506,-0.05332913,0.36756662,0.76254,0.48250154,-0.09289514,-1.420469,0.5651788,0.7399782,0.3953519,0.075736165,1.1764764,1.0533625
-0.64548707,-1.1025081,-0.95652986,-0.42470405,0.8151301,-0.66259694,0.2900378,1.1905364,-1.6730559,-0.34276178,-0.7288015,0.64929765,0.26871407,-0.08721422,0.14698471,1.2818481,0.89018065,0.07454635,-2.1072686,0.12326001,0.8037458,0.9695624,-0.40226847,0.45318905,0.11005751
0.2868437,-1.0044628,-0.13644736,-0.35584134,-0.14156802,-0.07278405,0.47616306,0.9940218,-0.8854418,0.15915309,0.24466717,-0.2946828,-0.14540312,1.286412,0.34760666,0.67866045,0.9286681,-0.1653797,-0.8993024,-0.3311893,-0.384857,0.7282242,0.99391484,0.28660744,0.5153766
0.50845826,-0.7649888,-0.108917676,-0.5709285,-0.26099405,0.2537727,0.5035551,1.1125287,-0.5119304,-0.17462632,0.09076609,-0.41976973,0.010881758,1.3827769,0.31978512,0.9055103,0.96211976,-0.36233658,-0.61018866,-0.112887464,-0.40524226,0.2703369,0.73535323,0.03415094,0.4899413
0.42362726,0.5244192,0.67608756,-0.7753218,1.1482296,-1.1464293,1.7164235,1.450247,-0.95591044,-1.1173276,-1.1162574,-0.26134545,0.7233014,0.00873721,0.60810953,0.8700016,0.65330285,-0.13403675,-0.8496598,-1.0172057,0.3184382,1.251862,-1.0324502,-0.64247817,0.18669166
-0.1391398,0.19431256,0.3797826,0.3175777,-0.054642744,0.3583598,0.83027583,0.97462106,-1.1744359,-0.24794288,0.15545781,0.09784977,0.21602449,0.5876076,-0.015273284,0.47882777,0.31883484,0.42297626,-0.45190224,0.76883286,0.06841084,0.32759786,0.20066568,0.6052668,0.30818656
0.101715535,0.13328364,0.29315266,0.12905563,0.03989381,0.2114341,1.1745813,1.0311682,-1.3534721,-0.08472105,0.17586038,0.053414445,0.2764428,0.7265545,0.040652487,0.561061,0.39758906,0.26705065,-0.8561195,0.5727189,0.36467007,0.587959,0.12741835,0.78463054,0.10964966
0.06592595,0.21762346,0.41527325,0.16759646,-0.15935129,0.28231335,0.9420808,0.8702165,-1.1461246,-0.23060058,0.17152357,0.06622861,0.2464122,0.58510107,0.0058514555,0.57388586,0.37019473,0.3072192,-0.48782015,0.70201397,0.1706785,0.30822927,0.22925699,0.6121224,0.22183082
-0.0025660745,0.24120457,0.24966295,0.2640011,0.03990948,0.43583813,1.2263026,1.150581,-1.5051285,-0.049876623,0.19966577,0.044979416,0.35854948,0.65594214,0.031286385,0.5784372,0.43963036,0.4981122,-0.8295406,0.564202,0.29788172,0.5263793,0.19174844,0.74751556,0.44536617
0.09100914,0.22301055,0.29651836,0.1544365,-0.0038728057,0.28358874,1.0396978,0.84674007,-1.2488521,-0.2834311,0.19896019,0.054535285,0.25992522,0.58142424,-0.02352054,0.6228469,0.3272808,0.5577538,-0.56017554,0.5744497,0.30232903,0.43260032,0.15532006,0.64279544,0.25000316
0.027888497,0.08481931,0.44188565,0.3809378,0.0441961,0.33673233,0.8813585,1.1717863,-1.4816098,-0.2387503,0.0011452659,0.07226271,0.40289938,0.63503665,-0.009167815,0.4820771,0.34847298,0.38674596,-0.54748243,0.8793969,0.06948237,0.48851076,0.21126935,0.82457554,0.25403237
-0.05745325,-0.11361912,0.39045987,0.3465848,0.06013315,0.30182612,0.9215605,1.0973233,-1.5198045,-0.2912313,0.14063773,0.015440664,0.35844648,0.5308999,-0.14162783,0.4435602,0.3712794,0.5168823,-0.6893648,0.6890976,0.27111742,0.5488654,0.38290223,0.8038037,0.48481196
0.053183895,0.036777187,0.33783102,0.2338509,-0.080135316,0.36134136,0.9566547,0.9228874,-1.2245126,-0.43137118,0.23513654,-0.13527663,0.4878887,0.65054643,0.054112766,0.50645405,0.40392974,0.42819563,-0.6348464,0.6895296,0.20845002,0.43848673,0.29706794,0.7459677,0.30623418
0.17036426,0.42063802,0.49946398,-0.62249947,-0.86286145,0.041381966,0.08001908,1.0852535,-0.26331747,-0.50793517,1.2739563,-1.2805202,-0.20532148,0.3393426,0.082828976,1.63766,0.46919686,-0.03117833,-0.28049347,-0.37714505,-0.04191832,-0.46327505,-0.022733765,-0.4213947,0.3884168
0.053007744,0.26668346,0.07765911,-0.77231735,-0.58078235,0.62268907,0.15985537,1.3515706,0.007899028,-0.25565788,1.2906343,-1.4920805,-0.102949046,0.42389235,0.23920004,1.7147325,0.7082236,0.0029776997,-0.3639311,-0.6329656,-0.18376003,-0.50505465,0.08054855,-0.51904976,0.6381418
-0.10730451,0.46022165,0.6166704,1.1344259,-0.08660793,0.36641282,1.7965355,-1.0861218,-1.3733876,-2.5399823,0.61193764,-0.81829065,0.9710695,0.3668726,0.1661524,0.98814595,-0.35533306,-0.020750085,-0.8667425,1.1471202,-0.30589887,-0.22601059,1.0132523,0.029972844,0.79411244
0.084058434,0.13276114,0.4984775,-0.26759663,0.27421802,-0.47393033,-0.3079469,0.7373962,-0.06214528,-0.7666149,0.46236095,0.35323012,0.16543244,0.20638089,-0.075077385,0.68225574,0.2586992,0.33963615,-0.3734481,-0.32275325,0.25147718,0.42150497,0.13355857,-0.205521,0.15622137
0.070342064,-0.14495666,0.1567843,-0.82808787,-0.18011498,0.11499125,0.684609,0.4199695,-0.27454963,-0.53351897,0.5442005,0.2997482,0.8482375,0.16886216,0.5497156,1.2610819,0.78079283,0.060135845,-0.50461227,-0.39165646,0.6078184,0.54617417,0.15909417,-0.22456822,0.42846435
-0.10567433,-0.53759474,0.27774727,-0.39595842,-0.32598314,0.18982142,-0.24823767,0.22013599,0.4331767,-0.24048303,0.8277998,0.6974104,1.0113122,0.10446618,0.27517724,1.1069287,0.6095083,0.25884843,-0.55204517,-0.029311502,0.527472,0.27993613,0.06661549,-0.082097396,0.66388243
0.08854049,0.27807885,-0.06968918,0.2886032,0.2379056,-0.6127654,0.19631383,0.3245798,-0.2476045,-0.9262712,0.02453072,0.010881758,0.441008,-0.1982004,0.40966576,1.1680241,0.26660946,0.13665381,0.3363331,-0.386544,-0.023178115,-0.13673477,0.26624507,-0.059051443,-0.17100728
0.037794244,0.23567778,-0.34362093,-0.17641748,0.07471354,-0.41626635,1.0532322,0.27721238,-0.66447985,-0.9280363,0.0010271113,-0.046787646,0.72576714,-0.24523304,0.717232,1.8398856,0.76622605,-0.22756596,0.5624339,-0.14713106,0.088474736,-0.23743524,0.57624966,0.006933586,0.062380653
0.30176234,-0.8436999,0.46437293,-1.2365704,-0.3330096,0.17213286,-0.095323555,0.25360775,0.45029163,-0.98837155,0.164021,-0.69784254,0.31300858,-0.26029316,-0.0013600375,0.58306086,0.16161077,-0.23538305,-0.32911378,-0.2917596,0.69705725,0.64596814,0.59214675,0.23679732,0.14486432
0.653972,-1.1437399,1.5588937,-2.0147033,-1.2986201,-0.7993067,-0.5927829,-2.7271538,0.5252709,-1.2364045,-0.7974978,-1.0962448,0.6478299,1.7801917,-0.15987144,1.5469885,1.4253726,-1.6378068,0.55668575,-0.5753626,1.073906,1.0023491,0.2736269,0.71066594,0.91134685
0.54446095,-0.9813203,0.42863718,-1.6573747,0.3724257,1.2542251,0.36338738,-0.7059541,-1.4733057,-1.4694952,1.8680801,-2.003003,0.6199647,0.5366401,0.5045298,0.49941304,-0.3567773,-1.5438068,-0.7347036,0.7354057,0.8026226,1.7722164,0.6992608,-0.2532711,-0.30102554
0.66308856,-0.8190557,0.8436525,-1.6819918,-0.32791525,0.33809698,-1.1134237,0.08249336,0.14269969,-1.6241883,0.69439006,-0.6746651,0.17617667,0.3019587,-0.34491077,0.85646474,-0.050945513,-0.40842345,-0.1658269,-0.88196194,0.85996926,0.9996874,0.90474504,0.06535462,-0.37008277
1.360923,-1.322955,1.076712,-1.6874514,-0.44002983,1.0590131,0.47374603,-0.759837,-0.21565993,-1.0507866,1.0297201,-1.4227378,-0.02359261,-0.38402477,0.19839707,1.2670075,0.13746426,-1.7861032,-0.4306361,0.00094758207,1.0779645,0.25701433,0.8140758,0.18837386,0.18971205
-0.40994084,0.6650835,-0.4244443,-0.35985956,-1.7756885,-0.4209909,0.5321917,0.3692671,-1.2238963,-0.74474066,-0.22744001,0.56247795,0.28616995,0.6996682,0.42227083,0.17687431,1.3496901,0.79344517,-0.93049306,-0.3247184,1.5835419,-0.2030192,0.6795357,0.48994893,0.93732727
-0.43508333,0.56025904,-0.4616237,-0.55716014,-1.9933004,-0.6270648,0.41346544,-0.121838786,-1.0505239,-0.5403135,-0.085526675,0.45476052,0.11581305,0.415182,0.13851623,0.57754815,1.3198199,0.7644891,-0.95597965,-0.47981924,1.4752975,-0.06251969,0.7559541,0.59185576,0.8439764
-0.6399487,-0.21021414,-0.2884016,-0.536168,-1.339235,0.048277203,1.3187792,-0.12334679,-0.7699921,-0.59020925,0.83109623,0.17562652,-0.07826871,0.2899561,0.34794077,0.18008576,1.8413651,0.62108415,-1.6522886,-0.21697357,1.5745523,-0.5246487,0.8812661,0.14114022,0.22031295
-0.84010977,0.0012185673,-0.2386017,-0.59358007,-1.5451274,-0.0014130392,1.1983196,-0.48644575,-0.8267438,-0.4439599,0.7736628,0.06235856,-0.01831096,0.18184693,0.2339387,0.64374447,1.5073912,0.59326524,-1.8194481,-0.26593176,1.3733076,-0.20940307,0.98217034,0.3438805,-0.24559656
-0.87726194,-0.63124067,-0.2693592,-0.4823852,-1.572784,-0.5121169,0.35130975,0.63664293,-0.77552354,-0.79859525,1.2095643,0.05948837,0.15080501,0.9052799,0.9028288,0.5646818,1.2422131,0.35022464,-0.57400715,-1.2404057,0.46659395,0.18045956,1.2687423,0.009471048,0.6788659
-0.9717924,-0.627373,-0.10672033,-0.52514035,-1.8205198,-0.7492976,0.16034073,0.044656876,-0.5676243,-0.54160994,1.1764475,0.03505953,0.13267908,0.6894201,0.6438959,0.7446029,1.4093179,0.25333628,-0.68945444,-1.2212725,0.6648243,0.20326388,1.2820506,0.097762994,0.65415424
-0.31813645,0.45080945,-0.097892754,-0.6554038,-0.6304626,-0.67741144,-0.09120701,0.6081683,-1.1492046,-0.8281298,-0.94887686,-0.067398936,-0.54747504,0.37873396,-0.17111531,0.6681853,0.152891,-0.028625624,-1.0868949,0.47553194,0.7114405,0.1122037,0.48815033,0.12334673,0.49053094
-0.30633402,0.5295333,-0.07096047,-0.49412984,-0.63125753,-0.60557926,0.050324943,0.7360496,-0.89698136,-0.7984947,-0.7718391,-0.058483325,-0.2633812,0.34500673,-0.074032634,0.54183525,0.07874623,-0.07661093,-0.8241273,0.57458866,0.6130853,0.257831,0.24824375,0.30968168,0.6567259
-0.14924814,0.4417045,0.121719465,-0.47879344,-0.6223826,-0.71269214,-0.22016914,0.63507026,-0.79664177,-0.7743184,-1.0505289,-0.031487342,-0.40721807,0.4162572,0.07553699,0.49670458,0.28835297,-0.07539413,-0.73680425,0.54414237,0.7796423,0.14347078,0.37751958,0.2156824,0.95754087
-0.5091248,-0.24520795,0.04370481,-0.7990378,-0.10341657,-0.5683665,0.3859009,0.25068867,-0.49009892,-0.9000349,0.20615178,-0.24639527,-0.9249809,0.13051786,-0.25794348,0.5341802,0.70572376,-0.57044137,-1.4768114,0.5598964,0.5200781,0.08566953,0.41553625,-0.534068,-0.20207977
-0.37456176,-0.25382313,0.26456857,-0.5899443,0.15615654,-0.16154231,0.5719426,0.3255059,-0.54404604,-0.8940981,0.41271085,-0.4406025,-0.7662079,0.10291397,-0.2312859,0.71829516,0.5328612,-0.2762389,-1.5711696,0.7256538,0.49859026,0.05736453,0.33153704,-0.24663146,-0.55912966
-0.36276406,-0.2187721,0.3446035,-0.5711631,0.05614096,-0.26471353,0.5454375,0.3325258,-0.57110614,-0.9321286,0.20884578,-0.37472588,-0.7599154,0.28181988,-0.1429637,0.68207145,0.6064099,-0.3858742,-1.4310901,0.6240457,0.32642096,0.12856981,0.24180508,-0.22209156,-0.5182738
-0.8153032,-0.7376707,0.09545144,-0.8039069,-0.56122106,-0.99395347,-0.32762966,0.7487176,-0.588954,-0.8790991,0.3916986,-0.5693059,-0.730883,0.49439424,0.13596103,0.94574165,0.20568019,-0.64824146,-0.80709213,-0.2690626,-0.22322911,0.46374044,0.92345,-0.4144716,0.36112428
-0.70168614,-0.61900336,0.013935208,-0.65775347,-0.45750713,-0.8819153,-0.34177968,0.6777833,-0.49065536,-0.90270215,0.16364354,-0.39542446,-0.6117212,0.4580173,0.12164734,0.98899144,0.22053933,-0.50520796,-0.5950565,-0.23989166,0.0068889414,0.48206592,0.7987507,-0.4190944,0.4491071
-0.6973803,-0.8968925,0.19139598,-0.5178884,-0.4684592,-0.8853351,-0.4341394,0.95928496,-0.45008713,-0.8247179,0.39605653,-0.55290574,-0.57410645,0.58076596,0.30374607,1.0213512,0.27669853,-0.5232394,-0.42616212,-0.33971205,-0.20160241,0.56970805,0.792242,-0.32520726,0.6551643
-0.72321373,-0.76514363,0.3296489,-0.56244427,-0.5226115,-0.7520308,-0.35926342,0.74642926,-0.40391105,-1.0875196,0.2515403,-0.500919,-0.43835044,0.57866377,0.35900798,1.0573179,0.33519858,-0.6156403,-0.33788082,-0.22085732,-0.3028781,0.42975873,0.6280788,-0.296218,0.46718237
0.800566,-0.07693389,0.5540197,-0.1320065,0.53292793,0.039330896,0.46931958,0.36531726,-0.97855186,-0.9596316,1.1439568,-1.1070516,0.35046327,0.6766544,-0.5433934,0.21709418,0.061583087,-1.2290114,-1.2112962,0.71033955,0.82501274,-0.18549399,0.004263521,-0.38237327,0.7863568
0.14860128,0.5928009,0.6865192,0.96543837,-0.27138203,-0.2293693,-0.42757797,-0.19371717,-0.33784944,-0.47425258,0.28808954,-0.8590716,-0.14229241,0.5593955,-0.21278007,0.7197785,0.5348103,-0.940306,-0.6279878,0.72407246,0.420674,-0.17643942,0.7876402,0.45470634,1.4797505
-0.31458893,0.29486024,1.5405151,-1.2425506,-1.11426,-0.88687795,0.40823197,0.016797733,-0.34779745,-0.7566148,-0.24033384,-1.4591718,0.8250868,0.31922692,-0.33577442,0.98252004,1.3261225,0.042059418,-0.6881656,-0.60163206,-0.29914975,0.82461005,-0.279814,0.7857455,0.06579435
0.15331165,0.512859,1.1983378,-0.86317134,0.096465185,-0.7580828,0.3314049,0.9520853,-0.4240654,-0.63404256,0.21930274,-0.6674206,0.12598763,0.22665867,0.011784546,0.9572603,1.0256716,0.50059015,-0.65559703,-0.48959884,-0.22863692,0.6477063,0.13557512,0.113546476,-0.18015069
0.2899993,0.28075105,0.9054,-1.1589676,0.16133015,-0.817868,1.0140183,1.0577855,-0.5947941,-0.42205924,-0.4623784,-0.526976,0.41031253,-0.010895682,-0.23680413,1.0765306,1.3247764,-0.14135292,-0.6191754,0.08205457,-0.74815017,0.58532137,-0.52608573,-0.16207151,-0.006131217
0.012067834,1.0239508,1.3825952,-1.5015242,-0.58870924,-1.0569694,-0.24394517,0.7792434,-0.09410332,-0.2173379,-0.5296591,-0.5241734,0.16939278,0.6885645,-0.2281407,0.0028713117,1.9168301,0.7787097,-0.885693,0.16613866,0.617283,0.1805176,-0.15349595,0.3133006,0.4328004
-0.08952922,0.25278956,1.7114906,-1.5494468,0.38849357,-0.5009402,0.5141201,0.3977333,0.13317823,-0.3160376,0.72792435,-0.7719714,-0.37191787,0.31712228,-0.5128789,0.23408858,2.0967715,0.43220297,-1.8158119,0.21387005,0.532574,0.19275087,-0.013783169,-0.28945628,-0.8985103
-0.77203315,-0.57104516,1.3470906,-1.5960954,-0.3995416,-1.0235486,-0.77784866,0.87147796,0.13522336,-0.4937907,0.88522303,-0.6498916,-0.22412957,0.89851797,0.19723369,0.6835627,2.132027,-0.11524604,-0.36576435,-0.92029536,-0.2677701,0.723991,0.38730633,-0.3110871,0.18562926
-0.23647858,-1.3246281,0.9893372,-0.55327225,0.519028,-0.7910222,1.3436995,1.054862,-0.46755224,-0.96239614,-0.5157308,-0.34950462,0.19558394,-0.7142012,-0.08576842,0.90455055,1.5479306,-0.14681737,-0.5583736,-0.08041415,-0.10164327,0.8553754,-0.8898897,-0.42502588,0.13018003
-0.15191881,0.76485044,2.701759,-0.6309689,-0.77127427,-1.8542538,-0.00028088933,0.5615558,-0.9285212,0.7202537,0.9032496,-1.3689128,-0.34038907,0.27528378,-0.06511462,1.795954,0.8589238,1.6796252,-0.43858603,-1.7365652,0.6168063,-0.1653323,-2.2046614,-0.42911685,-0.4069852
-0.57045084,-0.19953346,0.2031643,-0.32297724,0.41943935,0.22570011,0.5550075,0.8107876,-0.15632114,-0.19460188,0.5118417,-0.5701106,0.31071272,-0.1749852,-0.66470563,0.9260532,0.81188285,-0.069847256,-0.8567907,-0.06359267,-0.033688597,-0.03271271,0.41566527,-0.12767313,0.19341972
-0.82372874,-0.53425,0.16371946,-0.56292194,0.4451619,0.31848606,0.75971204,1.0496984,-0.20449573,-0.333738,0.15045856,-0.74937916,0.3968236,-0.4238264,-0.9179299,1.1649877,0.660632,0.005294337,-1.0624547,0.010827717,-0.20049383,-0.03829064,0.34315997,-0.12883326,0.053384196
-0.77727145,-0.023954088,0.41858435,-0.030307474,0.24874416,0.60811883,0.620603,0.45046693,-0.548608,0.3549902,0.86187446,-0.77982527,0.10961321,0.016736647,-0.45347413,0.80192465,0.9850752,-0.3416601,-0.8291495,0.7204353,0.20130523,-0.32720852,-0.08004066,-0.11631539,0.059024226
0.49266323,-0.058415208,0.5804664,-0.34911254,-0.19146004,-0.93145734,0.66309065,0.48043004,-0.29175556,-0.7804772,0.6396962,-0.4312835,0.27909088,0.06900336,0.004502485,0.06397486,0.88767797,0.02576901,-0.23591968,-0.07103659,-0.3866018,-0.12325092,0.32522404,0.18930155,0.16146897
-0.1353906,1.1536044,-0.6055088,-1.7934924,-0.5965691,-1.4094172,-0.0075046797,0.77959824,0.19335344,-1.0057147,-0.37848794,0.021017564,-0.8284326,0.42342746,-0.7883372,-0.16098456,0.5838141,0.4091405,-0.44118032,0.6167977,0.769705,-0.100005984,0.8081099,0.36910608,1.1190238
-0.35191438,0.6055782,-0.49060908,-1.8985963,0.102018416,-1.296838,0.5818486,0.6014309,0.5658192,-0.8910874,0.79248846,-0.106258504,-1.2866403,0.09660469,-0.933338,-0.088775575,1.0686622,0.15248506,-1.1499387,0.71764755,0.685088,-0.2261858,0.83194715,0.12650964,0.05880603
-1.0046693,1.1365921,-0.5159326,-1.1409944,-0.06510304,-1.2133005,0.06479059,0.7028101,0.32711807,-1.351399,0.09475952,-0.8716877,-0.24919106,-0.02215807,-1.0842229,0.79088366,0.91741174,-0.31713483,-0.9313967,0.057506595,0.56298846,0.331481,1.3824431,0.7351661,0.23480323
-0.20974746,-0.2165408,0.16038384,-0.17372337,0.063779205,-0.21371175,0.028929425,0.65645736,0.20748979,-0.36350617,-0.009319439,0.060418718,0.1027296,-0.04977814,0.06017062,0.24199991,0.09224454,0.05836664,-0.20838405,-0.09783016,0.33555222,0.08647771,0.31039596,0.0143769765,0.36457658
-0.21376881,-0.4318454,0.21378212,-0.2287088,0.10356914,-0.20758829,-0.07976504,0.82073283,0.42871904,-0.5592288,-0.06300422,-0.11357754,0.16304229,-0.083377875,0.13575755,0.13871226,0.06647932,0.14731991,-0.2390907,-0.17034508,0.378325,0.14473464,0.36648706,0.095950134,0.41051227
