p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15
0.112986766,0.15908766,1.0003687,0.5372912,1.2366416,-0.6848248,1.3206034,-0.14054383,-1.0246098,-1.2521873,-1.2887956,-0.05860221,0.43966234,-1.51858,0.09710472,-0.18800643
0.60685307,-0.26723918,0.94184345,0.5981798,0.70711553,0.14473006,1.3147585,-0.39770648,-0.29966632,-0.19168945,0.13853565,-0.5216581,-0.6234902,0.4952074,-0.2473456,0.32693967
0.7593615,-0.09209474,1.1112686,1.6427052,-0.042117335,-0.9112502,1.1286113,1.336263,-1.0409306,0.058051836,0.54273736,0.28501678,0.33289245,-0.2773446,-1.1568161,-0.27661523
0.1438513,1.7988099,-0.9271741,1.1238555,0.73993415,-0.14754032,2.1293647,-0.53702545,0.8187481,-1.3439654,-0.8938949,-0.48364195,-0.36471108,-1.7998079,-1.1351914,-0.36353835
-0.06512581,1.6689593,-0.34782246,-0.035094883,0.38013187,-0.4046773,2.935656,-0.7833836,1.5342124,-0.9583616,-0.14133923,-1.4354248,-0.6673862,-1.4491587,-0.9640796,-0.4382011
0.6740002,0.8612933,-0.42602766,0.74737716,0.8970975,0.10263908,1.8426077,-0.23707746,0.7337908,-1.222814,-0.55469203,-0.8102604,0.029578993,-1.5231372,-0.9687652,-0.15268607
0.33022434,0.9940657,-0.100811854,-0.34363443,0.38988897,0.01327692,2.9167597,-0.6219017,1.4058963,-0.9962153,0.42845586,-1.597461,-0.57034504,-1.2248368,-0.55165786,-0.27904278
0.9364721,-0.29400447,-0.4850748,1.0159866,-0.3349497,1.3095487,1.6551895,-1.0989927,-1.164591,-0.05219885,-0.016398782,-1.4665136,-0.45375535,0.34616122,-0.50124085,0.9383665
0.8334604,-0.15633705,-0.48311672,1.1311568,-0.57226145,1.1858935,1.4788779,-0.8714196,-0.99171877,-0.023557747,0.071649514,-1.4892688,-0.66239274,0.12338159,-0.44175464,0.906068
0.6836285,-0.3052172,-0.47221452,0.8469868,-0.5128551,1.0063391,1.320142,-0.92222023,-0.8535747,-0.01886586,0.1859143,-1.263984,-0.6335249,-0.048949607,-0.5720871,1.0064827
-0.9989886,-1.9577087,1.4158878,0.49188894,1.2771636,0.8953773,0.61812615,0.18267027,-0.9451935,-1.01563,-0.20588298,-2.7908456,-0.3820009,0.34386426,-1.569405,-0.6992014
0.31270713,-0.9019756,-0.5717675,0.03542151,0.32662433,0.15254615,1.8843971,-0.274905,-0.7381918,-0.15593247,0.8067634,-0.49711058,0.8216107,-0.8000271,-0.79085267,-0.19245423
0.06747785,-0.34464547,0.16775775,0.7178859,1.0140688,-0.28011236,0.55785805,0.123313054,-2.2174842,-1.2478646,1.103783,-1.2064725,-0.8382143,-0.77543205,-1.0570732,1.190015
0.26387498,-0.4096588,0.18894298,0.6995594,1.0330577,-0.12220532,0.662831,0.027475873,-2.2003946,-1.1972674,1.1368883,-1.2550813,-1.0293849,-0.6465068,-1.0417755,1.2856241
0.21734858,-1.6428286,-0.27819023,0.11475729,-0.077411816,0.67633647,1.3555092,0.2957052,-1.8141153,0.2532799,-1.1214601,-2.1432736,1.27794,-1.2344763,0.08110503,1.719521
1.6632273,-1.284726,-0.8295253,1.4248021,3.1557133,1.2395532,1.152633,0.6218022,-0.4717197,-1.6786393,0.7103248,-1.5844117,0.15408146,0.023259813,0.7241517,0.49374714
0.4521784,-0.08210723,0.15150589,1.0903876,1.5108252,-0.44723776,0.42606118,1.0109248,-1.7165425,0.6291033,-0.76757556,-0.7946144,-0.38041702,0.57848835,-1.3914739,0.25731364
0.16070457,-0.9740425,0.3041308,-0.9186513,0.68106705,0.17173302,2.5219529,0.8437767,-0.89838094,-0.38957748,0.8906529,0.9075672,0.4862166,0.76925796,-1.4235365,1.457331
0.16677533,-1.2862864,-0.5844945,1.2964567,0.15794642,0.09817479,1.4341856,0.93906796,-0.8569193,-0.749797,0.40617388,-0.21438207,-1.4120067,-0.036203966,-0.97795326,1.0680733
0.05459377,1.0016418,-1.1279348,0.6956648,0.020994345,0.8256225,2.0613062,1.8066405,-1.550862,-0.56699055,1.9764875,-0.8950304,0.48189172,-0.40754873,-0.35377684,0.90145063
0.50608623,-0.23349628,0.6023593,0.54127115,1.9582887,1.4648296,1.045975,-0.11410048,-1.5496364,-1.0399735,0.36164194,-1.011716,-0.17106475,-0.83381695,-0.4427565,1.6342177
0.20024997,0.35425332,0.7861877,0.54427826,1.5661604,1.1262678,1.4592535,0.2655863,-2.005586,-1.0566615,0.13602027,-0.8179357,-0.17650817,-0.5980104,-0.09665951,2.0007606
-0.32930487,-0.55267876,0.80325514,1.4238145,2.2454112,1.9174452,0.9674857,1.2094142,-0.12584624,-1.1625228,1.029498,0.45733005,0.7424206,-0.8757524,-1.0380621,1.0681119
0.19316491,-0.60910845,0.40459704,0.1848795,0.36564746,0.16019572,1.889695,-0.66869247,0.19561477,-0.7576482,-0.21542422,-0.88025564,-0.82995903,0.083857305,-0.099724695,0.33480513
0.08157937,-0.50786513,1.3464512,0.1838601,-0.16178937,0.8122599,1.5664144,-0.74777615,0.22140071,-1.7205974,-0.30053243,-0.29263318,-1.1402304,0.34807184,0.2143336,1.3434675
-0.63363653,0.24366815,0.84912777,0.6393836,-1.4933597,0.48338288,2.5033221,1.1971899,-1.0701023,1.4967341,0.6569976,-0.6765324,-1.2911514,1.0300511,-0.13197379,-0.83182067
-0.9094526,0.5407505,0.68219876,0.09785252,-1.4718467,0.23770761,2.742756,1.7638727,-1.2752533,1.4216447,1.1570587,-0.30946764,-1.5271094,0.98105836,-0.5641291,-0.96074635
-0.35373342,-1.1008027,1.2464492,0.518994,-1.2080909,0.08598337,2.1746092,1.4318849,-0.7044772,0.80016917,0.7493063,-0.9577421,-1.5702206,0.5451444,-0.8309431,-0.9616701
-0.4131027,0.13799928,-0.35247728,0.8872169,-0.23845072,0.15568057,3.4505148,0.62545633,0.27538037,1.2104316,0.7198985,0.06796511,-0.7181893,0.918826,-0.5360112,-0.24360894
-0.35563228,0.17622492,-0.3134423,0.5244238,0.0071778046,0.06060992,3.483004,1.1894253,0.3268475,0.842031,1.1574683,0.4548959,-0.93211335,0.8355361,-1.2210088,-0.4390317
0.49951658,-1.2743642,0.6772278,0.5126046,0.25722462,-0.27716836,3.1910727,1.4250914,-0.61518705,0.67834836,0.745856,-0.0946106,-1.0223739,0.7346943,-0.4336517,-0.3287522
0.53394485,1.0992024,0.7644032,-0.1706596,0.5315635,-0.3526167,2.3546333,0.2591771,0.38347405,0.4970513,-1.5892806,0.7815215,-0.5296574,-1.4858264,0.2858676,-0.029678885
-0.8057239,-0.37033358,0.18108808,1.4418508,-0.022828188,1.7633761,1.5667422,-0.45088062,-0.9630718,-2.0051098,-0.06808729,-0.5944647,1.3078983,0.13705204,0.854023,0.24212341
-0.2626908,0.29678953,0.31788978,1.1411881,-0.14204288,1.17274,1.3830125,-0.45794296,-1.2319734,-0.87337625,0.12754178,-1.1527605,0.27344513,-0.5015522,0.8455438,0.48750305
-0.26678663,0.2658912,0.26568782,1.261052,-0.028273761,1.2931015,1.398688,-0.34857076,-1.254184,-0.83985114,0.050068684,-1.1868979,0.5361576,-0.4743252,0.80514413,0.59403765
1.1744125,0.73372674,0.8538465,-0.13575289,0.22788624,1.0201461,1.7367721,-0.6995689,0.13838902,-0.3682039,-0.29579607,-2.0893118,0.38421392,0.11976084,-1.6329303,-0.2901175
0.30198303,0.55327195,0.22739993,0.97789633,-0.4471338,-0.2596672,2.1988473,-0.32784024,0.29191458,0.63391894,0.1332801,-0.15710583,-0.7452379,-0.6365943,0.28244534,0.15101556
0.16877335,0.03388178,1.126819,1.0719622,0.62143743,-0.1723314,1.4079232,0.2721467,0.22423637,-0.10645065,-0.46150658,0.035824798,0.16489853,-0.4102118,-0.1060995,0.24790546
-0.0012530029,0.6642094,0.52470165,0.75912446,0.9697091,0.18751055,1.351426,1.0832707,-0.5904919,-0.16667406,0.49521554,0.16706164,0.28942418,-0.36381134,-0.77035856,-0.14817393
-0.19101135,0.37556392,-0.5065135,1.9174383,0.22576676,-0.5588463,2.892792,0.07549819,1.0706095,0.9682508,0.3014273,-0.6212304,-0.6584117,0.2778205,-0.21542396,-0.087276205
-0.24261841,0.93025464,0.4745749,1.3405042,1.4225075,0.019262876,1.855497,1.565452,-0.44453532,-0.08416256,0.63014925,0.6167359,0.38887787,-0.17950487,-0.88768697,-0.4981039
0.623202,0.14753282,0.80496055,1.7008027,-0.91251284,0.5214687,2.5802808,0.38176668,1.1077147,0.7386695,0.7949124,1.5419037,0.053604014,-0.107956916,-0.5736894,0.07466387
1.2109421,-1.0568281,0.016240599,0.63029104,1.4624653,-0.3877089,0.9369635,-0.046920564,0.3066167,-0.2155435,-0.9960848,0.5404352,0.075323455,-0.6392511,-1.2313807,0.371121
-0.12773614,-0.26495886,-0.94346786,0.21915147,0.9263939,1.2088057,2.2128637,0.14817695,-1.365034,0.73471045,0.17898457,-0.51241034,-0.62261426,-0.058098953,0.043709666,0.8446304
-0.042577695,-0.087819025,-0.976571,0.103264645,1.0457082,1.2797565,2.1467578,0.21134773,-1.2059227,0.86914563,0.13002053,-0.09507175,-0.72578907,-0.24378122,-0.1497572,0.9439025
0.22842148,-0.24155334,-0.83017606,0.072658956,1.1646138,0.8658273,1.7914238,-0.26543033,-0.77568406,0.5186461,0.02145643,-0.41037196,-0.859943,-0.83970386,0.13976645,0.47402322
0.24162178,-0.45419753,-0.92139715,-0.0019325744,1.0298644,0.72560805,1.7514491,-0.25331604,-0.6464604,0.53442633,-0.18250464,-0.5546194,-0.8389738,-0.8697167,0.27218452,0.5260494
-0.2535648,0.42988926,0.32753086,0.120556995,-0.48912397,0.3421732,1.4059837,-0.10998085,-0.46859518,0.37120065,-0.23665933,-0.6368444,0.031156108,-1.1037517,-0.69090915,0.30902377
0.11084154,0.6566721,-0.17419055,0.36470252,0.7191577,1.0707583,0.9553319,0.13746993,-0.986842,-0.76905626,1.1158881,-0.68980175,0.2299677,-0.44977972,-0.5725184,0.9731951
1.5683223,1.940506,0.54167855,-0.1374594,1.2313284,1.2084804,0.9095201,-0.24598196,-1.104937,-1.2762383,-0.17703828,-1.1450666,0.31218427,-0.69959134,-0.87428105,0.8449739
0.85068125,-0.16929495,-0.2751362,-1.0917057,1.2031461,-1.2274578,2.4783735,-0.7868935,0.3525936,-0.59511817,-0.39355373,-0.2847158,0.9896544,-0.27011037,-0.65570545,1.2954991
0.08340836,0.6598505,0.29596284,0.9538669,-0.36715636,-0.27706963,2.1702626,-0.34191903,0.28763852,0.6406055,0.14952868,-0.18296324,-0.6850309,-0.63314617,0.28571346,0.007209081
0.38485363,1.0174084,0.82352346,1.3746505,0.5302012,-0.2172395,2.4185634,1.4340359,0.3565497,0.10409055,0.2567813,0.8670138,-0.3099378,-0.28443173,-0.34250623,-0.73494536
-0.3836493,-0.017488904,-0.20817132,2.4165628,0.08920126,0.2656982,2.095447,-0.70218825,0.70379096,0.081600934,0.18013383,0.61801237,-0.23920079,-0.47096422,-0.033655036,-0.04042774
-0.6334227,0.47636262,-0.1045989,1.2565925,1.2865744,-0.30051672,1.670709,0.5298503,0.4850285,0.6270962,-0.47276583,-1.1544471,1.4747049,0.2288214,0.3975359,0.17959991
-0.5284599,0.48633784,-0.3067742,1.5200324,1.139562,-0.22733216,1.8512,0.688093,0.61932844,0.54197073,-0.49297246,-1.1955477,1.6843139,0.048065316,0.3374258,0.07161541
0.45608026,-0.44612893,0.6109241,1.5864711,0.62146467,-0.7905639,1.6227529,-0.12247128,-0.021222886,-0.2779516,0.42682156,-0.59683204,1.2638135,0.030611912,0.23996636,0.291998
0.47607216,0.10823003,0.7049965,1.6430002,0.66245043,-0.59904236,2.25791,-0.17234735,0.24159925,0.0030305253,0.9868646,-0.53867096,1.4413555,-0.5660813,1.1825435,-0.4121663
0.028877156,-0.63366127,0.97442406,1.2617784,0.6523433,-1.2157927,1.9463204,0.44629842,0.5484354,0.24079752,0.105596185,-0.32183397,1.3517731,-0.17183311,-0.2356863,0.94345874
-0.13741812,0.70201886,1.3486834,0.86762744,0.81596124,-1.6397349,2.6758132,0.5818896,0.80796856,0.68149376,0.92413604,-0.26803878,1.4853086,-0.24127164,0.39027712,0.13989049
0.12972921,-0.44425383,0.67703444,1.5926957,0.33194923,-0.6196288,1.8361026,0.57740915,0.7655589,0.23905186,0.46583033,-0.99073774,1.4349315,0.2973395,-0.28379726,0.7766029
-0.17258339,0.9090648,0.85704744,0.42310753,0.3342507,-0.8396383,2.1456692,0.23769094,0.5851146,0.6115517,0.9234688,-0.5875785,1.1240505,-0.15726955,0.1655417,0.035270106
-0.8238233,-0.004169449,1.2647381,0.9062218,1.5253971,0.9318091,1.7966814,-0.81338394,0.29325262,1.1080923,-0.32343778,-1.0757068,0.90002215,0.3471781,0.76103514,-0.60114676
-0.47319454,0.8895996,1.1795361,0.67714536,1.2997413,0.8813497,2.7094934,-0.8964315,-0.0027364,0.88083637,0.5851388,-0.9231519,0.56446207,-0.39317587,1.6171376,-1.4424028
0.092196144,-1.0648408,0.69374394,1.1982753,0.7482043,-0.4001442,1.3745965,0.49872217,-0.51115394,0.17123893,0.45535308,-0.62157726,1.8834165,-0.8758518,-0.18015325,-0.69883114
0.516559,-0.94099236,0.3184839,1.6088117,0.43858552,-0.40296733,1.4438988,0.011387915,-0.4151633,-0.24740723,0.5260474,-0.77027434,1.4724898,-0.77952147,0.183889,-0.17314889
0.75806737,1.9898126,0.74417794,-0.090657234,0.25356272,0.22870891,2.4296098,0.7927585,0.10452624,-0.031782724,0.2265798,-2.3958116,1.3019149,-0.054445427,0.25702086,-0.15707919
-0.45137045,-0.014555215,0.53838,1.282174,0.7745891,-0.19687802,0.97939736,-0.054001253,-0.056542497,0.8023927,-0.33699796,-0.63848287,0.6228915,0.62487084,-0.362568,0.09205451
-0.44610572,0.13735344,0.73526573,1.3790158,1.2110009,-0.19507898,1.4631361,0.079572484,0.1503733,0.58968055,0.109407544,-0.7379055,0.7591486,0.4717245,-0.20872387,-0.15549095
-0.3994674,-0.0024224073,0.5543612,1.3104868,0.8436389,-0.30066714,1.1440187,0.04577726,-0.073051974,0.57066554,-0.12669629,-0.77389604,0.610944,0.46065077,-0.44135186,0.08205045
-0.60776937,-0.20266949,0.7043042,1.5363772,1.1117773,-0.1259432,1.4300705,0.21445906,0.14320283,0.80261344,-0.09246996,-0.7436099,0.903368,0.64442587,-0.2738251,-0.040370885
-0.47251737,-0.14081171,0.5273075,1.3797299,0.800323,-0.15558212,1.2969623,0.028547658,0.089475125,0.5819977,-0.11801949,-0.6391177,0.7188357,0.5074076,-0.3122749,0.07461609
-0.6323276,-0.118697114,0.537387,1.4033918,1.0891364,-0.09738831,1.190823,-0.04102315,-0.15927595,0.9709086,-0.26699287,-0.63061434,0.68219614,0.5839471,-0.31099433,-0.22067617
-0.7575853,-0.25253353,0.5006748,1.177036,1.0979078,-0.06137818,1.5064924,0.09043723,-0.158068,1.1029457,-0.17024775,-0.5660333,0.6629336,0.47345668,-0.28116724,-0.1842473
-0.44462633,-0.17553207,0.50951725,1.2233312,1.013125,-0.30191708,1.3725556,-0.06337086,-0.16956502,0.770376,-0.10412113,-0.67525864,0.7849943,0.7140068,-0.51621026,-0.0024666993
0.050568335,0.42849872,-0.3046991,0.5574723,0.9158505,-0.38403127,1.2332233,0.13594744,0.6313935,-1.4182392,0.36368,-0.8120302,0.6105777,-1.1570065,-1.5053924,0.28403077
-0.52138346,0.5498862,-0.51527,0.22504555,1.203051,-1.2397243,1.6439683,-0.023481619,0.7692791,-1.9996207,0.98807377,-0.6783987,0.7123436,-1.1259096,-1.5867298,0.18199818
-0.45925626,-0.67489487,-0.07156202,-1.2169007,0.5846479,-0.15694207,2.957168,1.8307488,-1.5624337,-0.7410313,0.34334204,0.86397046,0.48324016,0.45733377,-1.8401347,1.1990985
0.39308468,0.7560367,0.27119243,0.27743778,0.64734286,0.08118211,0.8420313,-0.18787368,0.093880445,-0.03770853,-0.45625433,-0.58219856,-0.28679973,-0.60668015,-0.7881182,0.20886289
-0.16618614,0.06543774,0.14374894,1.0131361,0.10427752,-0.2701816,1.7285353,0.7220485,0.15819381,-0.61839116,-0.01438323,-0.9476554,0.03456218,0.09289287,-0.43818465,0.661579
-1.04302,0.07394977,0.32860756,1.0495656,0.1524082,-0.23164822,0.98575485,0.39623976,0.18022949,-0.832966,-0.24726498,-0.60530716,0.12636007,-0.20881775,-0.80929726,0.32316393
0.9257225,0.34894875,-0.5100212,0.66571283,0.1425629,0.107353725,1.2194345,0.034215808,0.1913834,-0.46317795,-0.47577906,-0.213383,0.91155875,-0.0009191686,-1.0007356,-0.03390685
0.64649284,-0.4003894,-0.53675187,1.025328,-0.30579242,0.20488304,2.0382175,0.6177065,0.036037624,-0.68410885,-0.80362254,-0.4230603,0.97894883,0.4007248,-0.8251657,0.006070965
0.30587772,0.046866216,1.2237378,-0.24392007,0.33009252,0.20876442,1.5428352,-0.48781106,-1.1739105,0.14788847,0.82370585,-0.32010946,0.55204403,0.37252054,0.15016682,0.11613991
-0.12219763,-1.2793957,2.4529812,-1.0404884,-0.5044297,-2.0166953,3.789148,1.0096523,-2.4749334,0.08801321,2.635966,-0.819347,-0.098414816,-1.1934346,2.1645267,-0.26474467
1.0030614,-0.7896747,0.8524381,-0.01945961,-0.09764565,-0.5317524,2.2250497,-0.7016042,-2.791282,-2.0317464,1.4172553,-0.8798989,-0.54052997,-0.26185426,0.4417066,2.6474595
0.82442486,1.0262389,0.43060175,0.115355246,-0.13597846,0.23853593,1.6446867,-1.1645081,-0.5452401,-0.7628047,1.550477,-1.0809722,1.6082239,-0.45744467,-0.45934734,0.2893978
0.1869255,-0.036446273,0.44719353,0.39161655,0.5967493,0.72253126,1.6773566,-0.7771395,-2.726914,-1.2390643,2.3981452,-1.6169366,1.1453702,-0.18060106,-0.043820165,2.233855
-0.5071275,0.20064373,0.50243664,1.2289606,-0.77656937,-1.6458055,2.7984602,0.05316082,1.144787,0.6043244,0.16242996,-0.42437667,-0.09952458,-0.6299398,-1.1231637,0.0137971
-0.29879117,-0.052740097,0.65856606,1.2038208,-0.8126027,-1.5978895,2.7926545,0.41813028,1.1248553,0.6511157,0.2092737,-0.08348227,-0.013093242,-0.8005669,-1.0440382,0.023739766
-1.0255976,0.38496616,0.27006376,0.80626947,-0.5390798,-1.8407191,2.9904554,0.4951848,1.169295,0.29245877,0.5659867,-0.07706267,-0.22835897,-0.91872495,-1.507451,-0.018766692
-0.775336,0.18730539,0.5070596,0.8007694,-0.4914844,-1.8090019,2.9199045,0.6471629,1.1274678,0.5012083,0.73099947,0.13883288,0.1795909,-0.75517684,-1.5276209,-0.05109123
0.87391555,-0.6121999,0.81066394,1.785402,-0.019943764,-1.8439993,2.1938322,0.935972,1.0867352,0.69294626,0.33151364,-0.7616352,-0.12829365,-1.0555031,-0.6980405,-0.2658243
0.6778424,-0.80893016,0.9934269,1.656952,-0.116706975,-1.997528,2.1879873,1.1524982,0.7379477,0.91260856,0.20218587,-0.5615956,0.040421546,-1.0018111,-0.42296162,-0.20173918
0.38611814,0.50759685,0.8323492,-0.04650353,0.24731672,0.11821521,2.2198744,-0.79957,0.37841132,0.8731474,-0.12571213,0.05343679,-0.15528677,-0.5228205,-0.42371023,0.16450185
0.6633143,0.42790547,0.8172802,0.12864351,0.40379593,-0.013907644,1.7967426,-0.6842716,0.27441213,0.4902231,-0.2007965,-0.100051425,-0.3015352,-0.40477327,-0.47425556,0.30266848
0.4109737,0.2935967,0.7555475,0.098192036,0.25491315,-0.059010208,1.7843711,-0.6850126,0.086883955,0.7836529,-0.33873954,-0.38042304,-0.33779162,-0.67683065,-0.24360225,0.34028497
0.20229577,0.58099705,0.51563597,-0.45019877,0.3126068,-0.45796075,2.2615519,-0.36906013,0.18016393,0.6516924,0.1114168,0.3069146,-0.5956786,-0.9019303,-0.5911886,0.18689264
0.11886711,0.6161517,0.45959872,-0.46921855,0.6476905,-0.16498317,2.1125147,-0.5166832,0.12186501,0.30467772,0.19076018,0.29272658,-0.26614997,-0.6171529,-0.79732686,0.055976335
0.18436082,0.72700834,0.60381514,-0.3179092,0.42908067,-0.25622135,1.9852949,-0.35032156,0.04944872,0.42814308,0.34614515,0.07583562,-0.33945453,-0.5559758,-0.8567019,0.19747114
1.9464751,-0.5217128,1.1661699,0.211094,0.97791815,-0.4050205,1.6759632,0.19735236,0.004753595,1.0796984,-0.09233033,-0.05308042,-0.22006004,-1.0537865,0.080581374,-0.04728694
1.6548525,-0.42703706,1.1214187,0.2553623,0.7228199,-0.2922425,1.5939234,-0.0056844885,0.0038605088,1.1834729,-0.39298758,-0.21630289,-0.058294386,-0.9541635,0.20964362,0.0038085028
1.8444144,-0.65924376,1.0981457,0.41752565,1.0668355,-0.4368825,1.3644116,0.15811713,-0.09909171,0.97854555,-0.27929538,-0.43632045,-0.08021153,-1.0126859,0.2882554,-0.082709245
1.941228,-0.4901988,1.1527628,0.41433978,0.7875543,-0.42808473,1.337862,0.09711576,-0.2647815,0.98830134,-0.24559565,-0.5470162,-0.12695083,-0.69234854,0.027330741,0.07072346
0.61928177,-0.6902623,-0.7601706,0.109097905,0.82439655,0.028399466,1.6731664,-0.19707516,-1.4098699,-0.33619714,0.57565683,-0.95971215,-1.8266599,-0.33473626,-0.21652664,1.1042634
-0.1706432,-0.33358854,-0.25542516,-0.9763042,1.267619,-0.7699518,1.5337508,-0.9425859,-0.5115468,0.4684304,0.5334277,-1.5322648,-0.08887198,-0.42101863,-0.80988467,0.57008153
1.4305811,-0.11757609,1.0397083,-2.2207096,1.0135667,-0.06224553,2.7010508,0.09227127,0.037970725,0.32956606,0.61456585,-1.247187,0.33012518,0.06664679,-1.1711558,-0.35879642
0.6478678,0.2101573,0.6796204,-0.5955798,0.24155481,0.76762086,1.8914118,-0.16080016,0.21744175,0.36046824,-0.36874354,-1.4150927,0.2849087,-0.4784945,-1.3414673,0.20735453
0.7325405,0.3408612,1.1130058,-0.20623967,-0.10081167,0.4311331,2.0980954,0.21970151,-0.417565,0.75107634,-0.733514,-1.6474102,0.7160393,-0.22286738,-0.27680257,0.6152563
-0.045046136,0.49548408,0.16964671,-0.85001916,-0.4130513,0.2094129,2.3784637,-0.97803646,0.09668468,1.072099,-0.60332257,-1.8066328,-0.38076934,-0.47158995,-0.6379065,0.43974924
-0.5036567,0.6038204,-0.15965037,-1.6005585,-0.030947413,0.23945276,2.6835184,-0.73654807,0.27063867,0.52939314,-0.07971121,-1.3859628,-0.65689707,-0.5143589,-1.4019668,0.25873402
1.581467,-1.0847236,0.9067571,-0.4160115,-0.07183635,0.058786556,1.8912369,-0.44932872,0.3756365,1.3331163,-0.73333687,-2.2018168,-0.4880592,-0.4005579,0.20972799,-0.21770728
-0.7465184,0.69662863,1.5164753,0.021016257,-0.48621905,-0.20534939,2.106196,-0.62599677,-1.1410025,0.7441762,-1.0736713,-1.6978072,1.4846765,0.12854496,-0.27259618,-0.20314446
0.2851922,0.2016889,1.7890487,-1.2595304,-0.7237314,1.3540671,1.4481546,-0.28365305,2.2017593,-1.6427052,1.0148124,-2.9233794,0.92436796,-0.9640806,-1.3990358,-0.29783162
0.65005827,-1.1201968,0.49368262,0.049080633,1.176302,-0.13692409,1.0571493,-0.06079127,-0.35150135,0.38404584,-1.1507521,-0.084476694,-0.5405202,-0.8127371,-0.3541339,0.101986356
0.9913018,-1.3924315,0.6564556,-0.09507458,1.3303927,-0.082763374,1.1646475,0.007871506,-0.7578225,0.23714219,-1.2205182,0.513933,-0.67453223,-1.0098557,-0.55727285,-0.21629396
0.09443762,-1.6341935,0.16297942,-0.10612292,0.7088845,-0.31363744,0.95398957,-0.5931599,-0.28372318,0.2878826,-0.63648975,-0.6829363,-0.47850993,-0.8259729,-0.25642255,0.4915742
0.6369581,0.5658179,-0.34135738,0.08683647,0.41847488,-0.49063691,0.9492353,0.4429881,-0.8072915,0.3837115,-0.1447892,-0.83151233,0.18047847,-0.7380016,-0.78217816,-0.063539565
0.41342136,1.0203484,0.7312262,-0.25459385,0.36272562,-0.6619916,1.4025502,0.13960953,0.3205151,0.617761,-0.86172223,0.046382897,-2.049772,-1.9504424,-0.268942,-0.42107674
0.18941194,1.037676,0.50916535,-0.4487222,0.57804555,-0.7909194,1.5575058,0.6393124,0.2779428,0.23792328,-0.29506654,0.3513069,-2.32612,-1.8091215,-0.92553526,-0.40332022
1.5357515,0.6138695,1.0135908,-0.7548343,1.3240393,-0.7298032,2.0896747,0.30008432,0.27607328,0.40389338,-0.7865247,0.67825156,-0.7099611,-1.9593,-0.8777615,-0.74469054
-0.059939556,-0.11126271,0.60570514,-0.025032958,0.42186055,0.16513596,0.65197074,-0.0467405,-0.27440757,0.44921103,-0.06462557,-0.09730464,0.072311975,0.17276815,-0.27409738,-0.27774882
0.034223717,-0.1800679,0.9016327,-0.15740839,0.51419324,-0.088198386,0.7275661,-0.07958799,-0.41006,0.43326336,0.08031593,-0.18670836,0.073601194,0.3360807,-0.22848675,-0.3869462
-0.66594136,-0.027023243,0.83981997,0.39653826,0.0021493142,0.50131994,1.355494,-0.8951727,0.27441782,0.75694764,0.24219064,-1.539582,-1.1115484,-0.027931584,-0.7116108,-0.28929326
-0.34686396,0.03337827,1.061283,0.45481017,-0.22253418,0.9995268,1.0807378,-0.7998041,0.35491645,0.6588072,0.079009265,-1.5522722,-0.8367097,-0.20945272,-0.8029155,0.32496184
-0.6478828,-0.48451403,0.7013973,0.23544805,-0.0026783277,0.87075627,1.523398,-0.776672,0.47595835,0.8203225,-0.014996694,-1.4427367,-0.98890525,0.05329632,-0.56820685,-0.3022789
-0.45684335,0.47372255,0.677454,0.77465904,-0.035130925,0.92513496,1.0672425,-0.58648497,0.27887315,0.78916067,0.06918333,-1.7372909,-0.8567101,-0.33602834,-0.5988728,-0.2203367
-0.52476025,0.10487551,0.5909054,0.81106293,-0.2268048,0.55214685,1.4055809,-0.7482551,0.39771906,0.7796754,-0.11753236,-1.5468754,-0.8023839,-0.18745294,-0.6278291,-0.09212271
-0.2749255,-0.14729649,0.9164419,0.5692275,-0.2670372,0.73917603,1.2982553,-0.63487905,0.55083483,0.6608744,-0.24495986,-1.8341302,-1.0718642,-0.10132924,-0.5691378,0.07008014
-1.0889844,-0.7205259,1.6945244,-0.07759937,-1.1707513,0.91812956,1.5653932,-0.9093739,0.13869962,0.85278356,-0.29177317,-0.9878143,-0.68071324,-0.7156987,-0.8991284,0.6119315
-0.7439559,-0.082174696,0.54316133,0.49323174,-0.043105472,0.9134716,1.4735042,-0.8866044,0.34980747,0.5862901,0.16914703,-1.5014579,-1.0363511,-0.411568,-0.70439297,-0.09057891
-0.094526194,-0.75986344,-0.1627761,-0.527904,0.036153026,1.0669061,1.6302209,-0.57610923,-0.33119047,1.1174549,0.0993777,-2.0702686,-1.4127891,-0.38597003,-0.07469958,-0.21188344
-0.15030295,0.030826397,0.7620697,0.6583845,-0.20150413,0.6388419,1.186939,-0.8658282,0.52846634,0.6409989,-0.10026665,-1.8011607,-1.1750772,-0.16353984,-0.9072852,0.09947542
-0.4598377,0.015413281,0.7572497,0.6553,-0.3750649,0.5828613,1.2524271,-0.6344177,0.3311607,0.4980081,0.24412827,-1.5791509,-1.274133,-0.3208157,-0.8144075,0.11086452
-0.60105646,0.9567676,1.946888,0.6432945,0.066251695,0.8271391,0.99321854,-0.697113,-0.19106041,1.0606589,-0.30976877,-1.444909,-1.5290184,-0.6651381,-0.7815567,-0.13133812
-0.76799756,-0.07609159,0.43267792,0.47901067,0.074941166,0.8388604,1.4685894,-0.833169,0.5673045,0.3748495,-0.06331674,-1.5149363,-0.78406465,-0.18087134,-0.62006426,-0.42238107
