p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15
-1.1829962,0.06982044,0.122544624,-0.0654184,0.48254347,0.5720323,1.4178772,-0.54941577,0.2372207,0.20132057,0.70537955,-1.1676577,-1.2708379,-0.6280817,-1.3448844,-0.2712557
-0.9155306,0.36292902,0.25308034,-0.036558095,0.3591732,0.98805654,1.3361893,-0.52994055,0.50110877,0.3917779,0.801089,-1.1757768,-1.3512412,-0.7642228,-1.5004678,0.09593129
-1.1691288,-0.1949068,0.22066507,-0.26176298,0.37915388,0.8499127,1.590793,-0.2389143,0.3263701,0.18062697,0.7167072,-1.2014923,-1.2683136,-0.30354443,-1.3324122,-0.24638906
-1.0423814,0.5892684,0.40369022,0.13189088,0.38994917,0.58843726,1.1334349,-0.30323097,0.39457434,0.36088523,0.8131283,-1.0246707,-1.2714038,-0.7629022,-1.2527843,-0.14131862
-0.9363446,0.52656406,0.29229733,0.19683087,0.26414317,0.21953283,1.288542,-0.37048587,0.13986877,0.35208645,0.5086382,-1.2404683,-1.2304054,-0.44279107,-1.4654527,-0.16709939
-0.6239675,0.13506582,0.21914469,0.14405516,0.14306106,0.70988256,1.3226655,-0.34787652,0.52010196,0.22664829,0.3459018,-1.2780586,-1.4028338,-0.42805377,-1.3170978,-0.034732398
-1.5740174,-0.44023708,1.1236289,-0.7226522,-0.61067134,0.83377147,1.3365835,-0.56659746,0.06529112,0.35844907,0.405677,-0.49869618,-0.9493306,-1.387133,-1.6855376,0.92206305
-0.88616014,0.29489937,0.12083527,-0.02683649,0.12465515,0.7518708,1.4633156,-0.47314805,0.43871656,0.27059472,0.8585563,-1.235793,-1.2720616,-0.8397779,-1.0760732,0.05876199
-0.48575863,-0.773426,-0.40186876,-1.0702169,0.32408792,1.2407178,1.6627148,0.010867005,-0.3098069,0.667165,0.8627379,-1.6305178,-1.7093397,-1.0267128,-0.74811757,-0.24579953
-0.55001795,0.2114948,0.22633937,-0.13516241,0.39970332,0.48517984,1.4358532,-0.5932255,0.58408856,0.2925178,0.64141524,-1.188874,-1.408506,-0.8164302,-1.372756,-0.090495855
-0.73308235,0.18481524,0.5089382,-0.1322115,0.123744264,0.45426157,1.1215618,-0.44916603,0.4300185,0.24118024,0.63120306,-1.3057611,-1.5097554,-0.7374373,-1.3702297,0.08607543
-0.9033882,1.1916708,1.5754821,-0.00434172,0.20802349,0.6907359,1.2048231,-0.53844965,-0.29968482,0.5897904,0.23669863,-1.0046743,-1.9301244,-1.0937883,-1.1996908,0.036058877
-1.0429926,0.1959825,-0.055460162,0.13810602,0.2511297,0.8346145,1.4506328,-0.35126057,0.4835169,-0.057953823,0.6571961,-1.2003385,-1.0817691,-0.69637567,-1.2696674,-0.1929528
-1.1973574,-0.6832639,0.009842488,1.5678957,0.8287347,1.0215071,1.0998508,-0.66600215,0.3813768,-0.09537457,0.31206372,-0.54400444,-0.42776147,-0.2744526,-1.2613727,-0.08759842
-0.7804501,-0.56072843,0.3011243,1.6170794,0.25247204,1.8848498,1.0006136,-0.5471369,0.662856,-0.2372472,0.2647583,-0.41403076,-0.3639505,-0.17359495,-1.5016266,0.42468527
-1.3848372,-1.019702,-0.1436673,1.3577718,0.657552,1.518253,1.2387648,-0.27149385,0.30163112,-0.0993946,-0.002617006,-0.31572935,-0.30111822,0.09268434,-1.1499307,-0.17288099
-0.92261153,0.09051325,0.03473427,1.7442484,0.53540903,1.3735785,0.85792184,-0.4760684,0.34149942,-0.019652108,0.2528023,-0.63365185,-0.34486464,-0.20222555,-1.280172,-0.090968095
-1.0943607,-0.37482542,0.1537414,2.0030105,0.49046642,0.901276,0.93833154,-0.5785844,0.36442366,-0.14084786,0.04404752,-0.48270833,-0.30167422,-0.19232154,-1.2254856,-0.08092649
-0.85962474,-0.35292572,-0.04265938,1.581647,0.16364709,1.1597581,1.0299817,-0.45518175,0.6759036,-0.046248656,-0.19782138,-0.9961761,-0.494279,-0.057297364,-1.2004687,0.18162607
-1.5747612,-1.3659359,1.0446737,1.3630966,-0.59743214,1.7232093,1.0041021,-0.8205882,0.3151123,-0.22440578,-0.30061543,0.16432641,0.250973,-0.7577718,-1.7624865,0.9621134
-1.1213968,-0.5426922,-0.08146005,1.5322609,0.4146721,1.2187226,1.1410289,-0.534526,0.6098527,-0.3417283,0.20758556,-0.6642639,-0.3544473,-0.25302282,-1.2077044,0.04094529
-0.83877945,-1.2735565,-1.0478663,0.6498684,0.72458756,1.5039963,1.3211012,-0.38165334,-0.5374254,0.25523135,0.0789944,-0.9371158,-0.92769015,-0.15112527,-0.7336817,-0.06509956
-0.72236854,-0.5810179,0.0350438,1.7980232,0.387616,1.1415954,1.077879,-0.6040931,0.7095365,-0.371196,0.09875537,-0.6601467,-0.5717776,-0.34855282,-1.4001981,-0.03274423
-0.87456393,-0.5418923,0.3153312,1.6384567,0.24521711,1.1376468,0.94870687,-0.5912136,0.43021086,-0.25683174,0.048507262,-0.5915064,-0.658979,-0.14794277,-1.1445501,0.13588548
-1.3527185,0.8681564,1.1569993,2.053989,0.37544838,1.1274139,0.6921167,-0.78602,-0.11882909,0.10735259,-0.6391467,-0.3339252,-1.0274476,-0.38510776,-1.1956654,0.334379
-0.8584544,-0.7301834,0.018013118,1.7436969,0.39123607,1.2754029,1.2311965,-0.8614786,0.5785677,-0.5973141,0.25562868,-0.49881583,-0.22662124,-0.19101936,-1.226301,0.043093015
-0.33949524,0.4275481,0.37183252,0.16068046,-0.57190186,0.30308428,1.4610974,0.028516851,-0.5457226,0.27856678,-0.22740786,-0.61517197,0.106542446,-1.0028211,-0.6553034,0.30174664
0.14680417,0.6344407,-0.23240858,0.3748,0.6419095,0.8318061,0.95131105,0.251068,-0.89642406,-0.68001705,1.0710288,-0.7603455,0.13420536,-0.36623153,-0.54533374,0.9202978
0.83927655,-0.27526864,-0.07743192,0.9893737,1.4895129,2.4028957,1.3853867,0.22190674,-1.2691332,-1.182408,0.809702,-0.580845,0.99387455,-0.6845624,-0.45909208,-0.28453305
0.60728866,0.498005,0.71371144,-0.6584713,0.33245873,0.39025512,1.5804026,-0.23767173,0.23001264,-0.68627465,-0.7323118,-1.0556637,-0.46158332,-0.76411396,-0.6550358,0.4699069
0.41079152,0.5093298,0.85863763,-0.66817397,0.27178022,0.35664257,1.3626734,-0.3301818,-0.004501713,-1.0187136,-0.6955329,-1.1774596,-0.61113584,-0.8615658,-0.38528907,0.24248664
0.28430727,0.51890355,0.8995479,-0.6188991,0.25522178,0.058404658,1.453415,-0.4430024,0.015253113,-1.0862845,-0.7249454,-0.9056743,-0.5125923,-0.8213126,-0.3710262,0.35673237
0.50053066,0.47329468,0.7817253,-0.53556764,0.48104352,0.27806994,1.3623631,-0.49492422,0.1220359,-0.9800755,-0.5843478,-1.3464177,-0.5128661,-0.9026732,-0.71871275,0.30971038
0.58389324,0.7534317,0.8812918,-0.6536596,0.22864032,0.25031847,1.3164241,-0.50095004,0.3039331,-1.0636344,-0.65878785,-1.2365066,-0.62101734,-0.7616452,-0.4079745,0.3114267
0.52749366,0.7320786,0.90719765,-0.64710194,0.10199184,0.1691172,1.6811699,-0.4726545,0.20201606,-0.71592504,-0.80206674,-0.75043875,-0.47317433,-1.028917,-0.46892616,0.3475811
-0.25168785,0.9599912,0.043539554,-0.36716434,0.74105126,0.4451412,1.5307144,-0.1031415,-0.5358557,-0.26795325,-1.2970126,-0.9333672,-0.10737502,-0.6124521,-0.7102045,-0.20297992
-0.32233196,0.95158166,0.10816135,-0.37634376,0.67754674,0.23938663,1.632178,-0.13855633,-0.69805443,-0.14410743,-1.3356574,-0.7706599,0.028403612,-0.66008466,-0.53922886,-0.5666069
-0.2357147,1.1145328,0.219463,-0.13408689,0.45863438,0.31299338,1.7393192,-0.23081145,-0.7215918,-0.28683877,-1.3104703,-0.8290185,0.036243714,-0.4878524,-0.3185646,-0.31597954
-0.35347778,0.82559174,0.14444625,-0.4127267,0.5719144,0.52469033,1.5371217,-0.16043681,-0.6426302,-0.29870468,-1.0662519,-0.98368806,-0.022270784,-0.50854546,-0.6008709,-0.28884682
-0.283726,1.0324028,0.18425426,-0.2949982,0.6644741,0.40168297,1.4399706,-0.11448976,-0.49733227,-0.32732204,-1.1898062,-0.8941821,-0.07913585,-0.64690423,-0.5731586,-0.4359745
-0.43776876,0.7193446,0.026991716,-0.47551957,0.67861193,0.46640807,1.6253408,-0.19347212,-0.61162263,-0.288328,-1.2495637,-0.7536146,-0.06339084,-0.6751886,-0.43907982,-0.22769052
-0.101274624,0.020489303,1.1952397,0.06748753,0.3990811,1.8108038,0.7516209,-0.01951319,-0.8572702,-1.2795242,0.8001694,0.5585754,-0.7435119,-2.1544607,-0.72018623,0.45803636
-0.7589619,0.42643455,0.77341974,0.29662505,0.43338436,1.8490529,0.6888016,0.15886903,-1.687398,-0.88758206,0.32206666,0.6197159,-0.41962585,-1.5470403,-0.9023867,-0.1417459
0.45794803,-1.0585895,0.8730887,0.06072075,0.33302656,-0.84033537,1.3458759,0.8421679,0.42407706,-0.7772457,-0.012050034,0.37949154,0.72731185,-0.6565838,-0.6401571,0.5699558
0.3982567,-1.1236998,1.1157373,0.06886968,0.41974896,-0.9904849,1.4733241,0.9773287,0.3364363,-0.4950507,0.057447325,0.43937624,0.73556787,-0.8393071,-0.553901,0.6745913
0.312247,-1.076602,0.9222575,0.14389317,0.35485697,-0.67350817,1.5740141,0.8940179,0.34351698,-0.66852146,0.14072274,0.030309714,0.39065692,-0.7563422,-0.95404214,0.45850497
0.60830617,-1.1219431,0.6434726,0.15733702,0.46623158,-0.7549351,1.3505008,0.7924353,0.42620316,-0.56077546,0.05923486,0.19444901,0.37279287,-0.5753434,-0.70330334,0.5848249
0.27126184,-1.0295898,0.95555806,0.2137696,0.37726742,-0.8169188,1.5119224,0.84742135,0.25705642,-0.5370934,0.20318921,-0.04709661,0.3809763,-0.7167941,-0.69051814,0.45931745
-0.11630104,-0.3476563,0.03140176,0.39717636,1.2902,0.19821839,1.574073,0.14437027,-0.51814663,-0.52960235,-0.23964883,-0.34796622,-0.34323826,-0.6843678,-0.4150076,0.487785
-0.06638147,-1.1041005,2.011699,-1.2213342,0.55332863,0.19761407,1.1589819,2.4055223,-0.5507447,0.7002572,-2.010531,-0.6194719,0.1479109,-0.5134773,-0.7651458,2.8980632
0.71487236,-0.3623266,0.014863314,-0.050242644,1.0710677,-0.158548,1.4900885,0.39799497,-0.27885425,-1.2014278,-1.2748991,-1.5970865,-0.87143207,0.09836566,-0.5486082,0.79784125
-0.06822194,-0.43766284,1.3683392,-0.66337746,0.9660311,0.50984156,0.8864035,-0.27057117,-1.3879511,-0.63213974,0.21985349,0.07673773,0.79838854,-1.0299009,-0.6978152,-0.6436698
0.13088106,-0.6652884,1.1259701,-0.66435814,0.73740023,0.57462245,1.0973561,0.28747436,-1.1745373,-0.46422634,0.49170431,0.30263302,0.928534,-0.9865605,-0.24497916,-0.74326855
-0.46766767,-0.31560254,1.5769544,0.21305542,0.76105493,1.724289,0.96640956,-0.53286463,-0.63884383,-0.76817673,-0.3316638,-0.21213943,0.12703246,-1.689958,-1.0495242,-0.73592824
0.1942291,-0.09653196,1.4779403,0.55598605,0.5785869,1.526195,1.2170533,-0.27120966,-0.30971274,-0.90077657,-0.8144114,0.51716316,0.17666963,-1.5054842,-0.8834777,-1.0512657
0.082361385,-0.09300153,1.3290616,0.41927007,0.39080894,1.2234395,1.2544022,-0.5365692,-0.30317932,-0.8839498,-1.1310138,0.2534572,0.24667999,-1.344363,-0.81933486,-1.0777751
0.03541118,0.14489065,1.1625832,0.54072374,0.15189835,1.5614814,1.0962898,-0.14031473,-0.57255334,-0.7483807,-1.2232685,0.29572827,0.2683421,-1.559568,-0.80608475,-0.86296
0.3206967,-0.05991806,1.1854168,0.45492578,0.5246692,1.2094554,1.1123197,-0.34637505,-0.775935,-0.8465561,-0.9351425,0.49540025,0.443484,-1.2815605,-0.7489256,-1.0090226
0.31331608,-0.06309244,1.4855199,0.6543983,0.356886,1.4105779,0.97960216,-0.31999317,-0.3089418,-0.404087,-1.2866579,0.51857394,0.19571409,-1.286299,-0.8272161,-0.91553116
-0.46441892,-0.17722975,1.638395,0.17985487,0.62749875,1.5914885,1.067062,-0.48434836,-0.908976,-0.7113817,-0.3553231,-0.06786415,0.14693905,-1.5601128,-0.7842154,-0.76992476
0.34451672,0.014219223,1.5380286,0.64924055,0.29287228,1.3939793,1.3019978,-0.42944726,-0.57006407,-0.65126574,-0.98363733,0.43237615,0.1280254,-1.1151116,-0.92856216,-0.92816424
1.0037874,0.2951047,1.1478013,-0.8458253,0.3146522,1.4660493,1.4673191,-0.015461802,-2.0848944,0.7784389,-0.885266,-0.18548502,-0.020835383,-1.0855057,-0.4000083,-1.3003743
0.24626313,-0.0052315863,1.2266488,0.76690924,0.50595486,1.5068434,1.2544831,-0.19209196,-0.32709464,-0.91603637,-0.91296,0.18901964,0.33578768,-1.1892463,-0.5591127,-1.0435845
0.30125487,0.25679857,1.1853799,0.5696379,0.29781285,1.5617843,1.23815,-0.22828184,-0.34522545,-0.66123223,-1.0567074,0.47367018,0.28041038,-1.3608994,-0.7207855,-0.81340325
0.34796488,0.40324625,1.2245287,0.79737717,0.29071644,1.315847,1.2487618,-0.24250913,-0.51393974,-0.81553847,-1.0307498,0.29934856,0.30499193,-1.3232242,-0.41983297,-1.0473528
-0.3327779,-0.3380383,1.5637226,0.07211202,0.7097618,1.6796598,1.1200287,-0.4169918,-0.8210968,-0.7288306,-0.41152665,-0.14482091,0.21709128,-1.6218482,-0.83365536,-0.85038555
-0.30576906,-0.59606874,0.7937305,-0.44559714,0.9964434,0.30604747,1.1245308,-0.09777579,-1.4992201,-0.570375,0.4066776,-0.12545201,0.8630262,-0.953191,0.085351035,-1.1031557
-0.46005794,-0.2892893,1.3284492,-0.5372734,0.82451504,0.49502265,0.7803262,-0.4447477,-1.5743604,-0.77530396,0.32687947,-0.5141828,0.95717496,-1.039492,-0.52721727,-0.8566229
-0.53726023,-0.3734353,0.74492735,0.52960765,-0.60270834,0.03759879,1.3554794,-0.7931991,-1.1569948,1.2518426,-0.6342871,-0.82644236,-0.38885695,-0.93598753,0.5577584,0.19266628
-0.35207742,-1.192035,0.7700069,1.9580424,0.42115977,0.26865807,-0.25313202,0.23768923,-1.9956431,0.062146958,-0.7924499,0.7429247,-0.34342882,-0.6631337,-1.4983945,0.50673
0.006266602,-0.9428066,-0.11092473,1.1476285,0.9891127,0.4719963,0.3635086,0.24613418,-1.8715978,0.43301624,-1.0002909,-0.44155106,-0.14512542,-0.7574532,-0.48380056,0.027412012
-0.5037297,-1.2997825,0.72111315,1.92908,0.36554778,0.4803846,0.014253707,0.12414061,-2.0921655,0.36582828,-0.6122798,0.63347745,-0.12366876,-0.46075216,-1.3408028,0.44014496
-0.4443382,-0.88687235,1.9159383,0.86385596,0.41534352,-0.048698254,0.3006133,-0.06303637,-1.0994129,0.21909343,-1.1054158,-0.6901162,0.50290257,-0.75136095,0.5544556,0.0049005323
0.10653557,-1.2143039,0.978351,0.79188174,0.6967022,0.44529286,0.5106379,-0.21398228,-1.5096096,0.67727655,-0.44212744,-0.77391386,0.10771092,-0.84172034,-0.110962726,0.42975673
-0.20975058,-1.3174382,1.9637254,1.4819084,1.035673,-0.03236568,0.2810041,-0.6051498,-1.4065969,-0.13497019,-1.1433733,-1.0529714,0.6292748,-0.6508413,0.6179087,0.36725557
1.2123348,-1.4974155,0.64991266,1.0299041,0.27401266,-0.42405257,0.84913033,0.26822335,-0.8525564,1.2900351,-0.52551216,-1.2238177,-0.5784023,-1.2842126,0.99803966,0.029186217
0.44823748,-2.1300416,1.3061064,1.3359287,0.038876656,-0.5805209,0.52976435,0.40930042,-1.189308,1.102636,-0.69434124,-0.4017322,-0.9423142,-0.2779032,-0.15863162,0.5653252
0.891894,-1.7917653,0.73088455,0.7549784,0.7154313,-0.05289771,0.9944838,0.50459397,-1.3318466,1.3843776,-0.7297208,-1.5070266,-0.28228962,-0.28350344,0.6872256,0.06317431
0.60460204,-2.1748288,1.2320654,1.4152839,0.014071303,-0.29220477,0.6091298,0.462572,-1.4831616,1.221486,-0.16497931,-0.5516958,-0.39817196,-0.16208509,-0.04327399,0.5258598
-1.4319266,-1.5493923,-0.12012146,1.7349964,0.4240041,0.6575624,0.9697437,-1.0590007,-0.7190631,0.48510715,-0.7454222,0.2868103,0.16326389,-0.6067456,0.087380596,-0.01127666
0.10398729,-1.1084435,0.9939802,0.8543222,0.72965497,0.3938762,0.56922156,-0.18552867,-1.4837061,0.533412,-0.4667305,-0.7744178,0.060164925,-0.8726035,0.0498941,0.39836717
-0.0846911,-1.0400075,0.15763763,0.5354307,1.2624505,-0.126865,1.4762284,-0.37252554,-0.54669785,0.010330584,0.84200114,0.07702371,1.3225381,-0.12948322,-0.5680523,1.9662992
0.09680167,-1.3733217,0.8297571,-2.1579516,1.4128983,-0.51923597,0.7063917,1.8318253,-0.5411382,-2.3448598,-1.4778184,-0.84064156,0.69339496,0.85746956,-1.537128,0.47196865
0.0024717827,-0.21030413,-1.4579363,-0.98193324,1.671894,0.64151525,1.1411151,0.21223459,-1.4214084,-1.3804055,-1.5315095,-1.1530627,0.25368702,-0.85615814,0.20342058,0.32614917
2.0997105,-1.0097029,-0.10821198,1.7707984,1.5432359,2.433932,0.54866844,1.3633509,-1.2756684,0.75064355,1.0795695,-0.9319006,0.23034674,-0.22563043,-2.4912202,0.6867185
1.9015105,-1.1842233,-0.15218306,1.5126792,1.3296275,2.1270947,0.37307185,1.4496489,-1.3700169,0.85361,1.2227705,-0.9142395,0.21564384,-0.45662877,-2.4741058,0.8890057
1.3065137,1.1740371,-1.2298589,2.570154,2.9793565,0.77690494,-0.056760553,1.8674898,-3.9824247,-0.8570482,-2.414465,-1.1166178,1.4449172,-0.34523144,0.42858562,0.8871887
0.57316583,-0.58190465,0.74472916,-0.38049793,1.125412,-0.6108667,1.4195979,-0.03621275,-0.37215403,-0.9806367,0.46411967,0.15679806,0.12426373,-0.6226804,-0.45288053,0.9050225
0.63507015,0.14163396,0.81633157,-0.72929454,-0.11655168,0.34324244,0.63192624,0.16843234,0.44019127,-0.9951191,0.4799298,-0.42111456,-0.37423468,-0.18650562,-0.6182171,0.16207309
0.5495149,-0.19338015,0.65090585,0.25274396,0.36721244,-0.049567174,0.5892751,0.30948702,0.31626415,-0.16193968,0.32397538,-0.38241178,-0.24747097,-0.23111719,-0.4404177,-0.009140632
0.52306205,-0.17181751,0.60866,0.3691308,0.38535455,0.030165855,0.6425046,0.3065781,0.23032019,-0.10659106,0.32506207,-0.4259304,-0.24447477,-0.23028843,-0.39378422,-0.011593098
0.5361863,-0.21189916,0.6660234,0.26543915,0.40018913,-0.13036612,0.5287489,0.27848423,0.2842988,-0.13676316,0.42601377,-0.3490669,-0.1579023,-0.1993343,-0.35794148,-0.064209945
-0.75806963,-0.40190995,0.7946016,0.26731429,2.3989203,-0.31632262,1.9592013,-0.6767392,-4.191664,-0.41491473,1.2629629,-0.9549788,-1.5012213,-0.72111887,-1.3795526,-0.7667891
0.57107615,-1.7472746,0.5694759,-0.4093247,1.2679828,-0.21653442,1.3440661,-0.23070198,-2.599627,-0.5786527,-0.7094262,-0.15000822,-0.8318914,-0.8159471,-1.2083726,-0.30269015
1.1401503,0.40528405,0.047614038,-0.017634742,0.47247955,-0.7478358,1.915692,-0.8352271,-1.749368,0.5530395,-0.66768926,-2.1179802,0.3055029,-0.029309157,-0.9629885,0.11159377
0.2733296,0.66980135,0.27367085,1.0016558,-0.40691504,-0.25075606,2.2167964,-0.16140762,0.3872714,0.6405808,0.227178,-0.23354465,-0.70096904,-0.715338,0.42896163,0.15614258
-0.245245,0.6005703,-0.56556,2.7747436,0.86002123,-0.63876474,2.131751,1.0842655,-0.51992595,-0.2450646,0.030048005,0.40923762,-0.4034624,-0.17148086,-0.22736682,-0.7216581
0.27382508,-0.07008069,1.1067039,1.0079017,0.63104063,-0.12380971,1.3377519,0.14746417,0.14752893,-0.08714766,-0.583055,-0.07135066,0.23387563,-0.35488445,-0.090032056,0.34473467
0.67371565,0.46030346,-0.13674375,1.1373246,1.0805442,0.17116068,1.4216471,0.4491599,-0.75538003,0.17040166,0.82376987,0.02081443,-0.058232013,-0.443615,-0.848243,0.0049285223
0.32612097,0.5521255,-0.29178625,0.9970016,1.1776856,0.22366461,1.7629378,0.671021,-0.8615244,0.62114507,1.1153525,0.059182603,0.047744792,-0.9867027,-0.28045234,-0.15191644
0.26311755,0.5755317,-0.40389517,1.4334841,1.7147549,-0.33849406,1.8213222,-0.12537724,-1.0394497,0.35259983,1.410455,-0.09540553,0.26340014,-0.83697623,-0.18620409,-0.4843373
-0.028834723,0.6160327,-0.8551989,2.778332,0.76015854,-0.6168819,2.0552804,0.57951844,0.4644726,0.48392656,0.05379452,0.44494826,-0.36868408,-0.26714215,-1.1269325,-0.21536647
0.07836674,0.82223314,0.51523453,0.77371013,0.9421995,0.18379743,1.5100492,0.9651948,-0.6253002,-0.11874201,0.53832877,0.13533922,0.22756979,-0.3060613,-0.7351279,-0.07476699
-0.43096188,0.14458488,-0.16679613,2.491496,0.12570335,0.38416505,2.2613568,-0.7489306,0.70732707,0.14311768,0.3825815,0.7315473,-0.17060077,-0.46666437,-0.09579782,-0.027487585
0.7099597,0.75583005,-0.6792541,1.6949725,1.4791492,0.029069122,1.80379,0.61290145,-0.85671675,0.4542046,1.4600105,0.28342167,-0.020775832,-0.67314345,-0.56188124,-0.33979362
-0.5850813,0.5348353,-0.51020473,0.518174,1.1675941,-0.76488894,1.5457069,0.26172978,-0.16946648,-1.1637028,0.3086517,-0.6721037,0.35517895,-0.33514747,-0.16382872,-0.069869034
-0.19658537,0.07436936,0.2872797,0.08648597,0.520271,-0.6091549,1.8918316,-0.44718516,-1.6950088,-0.54477316,0.14121804,-0.9189612,-0.13747443,-0.024725484,0.88148963,-0.3187614
0.0935927,0.41144794,0.9494702,0.20332299,0.2714026,-0.059526935,1.6911334,0.216585,-0.72009337,-0.7471755,0.1924421,-0.879338,-0.3007238,-0.5760505,0.5136132,0.22729169
-0.6303238,-0.32810926,0.5588437,0.43978322,0.3001064,-0.13022846,0.9168289,0.53106433,-0.9877991,0.3506135,0.112553194,-0.29927114,0.22174902,-0.71586585,-0.64389694,0.143698
0.9991447,-0.9109169,0.30205014,1.1698452,1.6226687,-0.17270996,0.83719766,-0.3210945,-0.35502148,-0.36444205,-0.6166857,-0.9826375,0.3057533,0.5780058,-0.451034,0.30140892
0.4384215,-1.1564927,1.5770324,-0.7799905,0.712253,0.12305723,1.7744398,0.8626653,-0.80685055,-1.3040081,0.11546879,1.0799177,0.7279329,-0.6940983,-1.0628988,0.6869392
0.9243316,0.42449072,-1.19482,1.2435092,1.2863878,0.97468185,1.3140676,0.3543098,0.4582531,-1.5700858,0.9346644,-1.4088601,1.5809354,0.39944834,-1.6804475,0.52518326
1.724476,-0.12138239,2.323703,-0.3935617,1.6090415,1.4395083,1.325523,0.18592119,-1.7542866,1.3042657,0.15879115,0.9400564,0.4388962,-0.7522668,-1.0569662,0.23064342
-0.5616521,-1.5391153,1.8721244,0.41988647,-0.6619756,-0.0649216,1.805311,1.788989,-1.0422835,-0.5035858,-0.9661836,-0.18588652,-0.09532165,-0.5378103,-0.08335499,-0.34033757
-0.8654924,-0.5025969,1.56614,0.06389364,0.2632272,1.4573276,2.6981213,-0.99075836,0.356257,-1.7181541,-0.09581443,0.34467492,0.41884258,-0.29422942,0.15109184,1.6322582
0.012829633,-0.77088463,1.9350467,0.98176414,0.36259335,0.95750284,2.7204897,-0.5541741,0.80074006,-0.15995781,-0.8087157,1.0463849,-0.11320513,-0.509318,-0.3142457,2.1997237
-0.60573775,-0.5038145,1.4954016,-0.298029,-0.51280135,1.2971089,2.9503725,-0.5644146,0.6017846,-1.3421023,-0.047130004,1.146725,0.12071099,-0.681349,-0.42501536,1.2344502
-1.1831471,1.3182576,2.1823497,0.46271348,0.32847518,-0.13402253,1.7948363,-0.5846926,-1.4488608,-0.641164,0.8546107,-0.6100214,1.3640811,-0.09582214,-1.5527005,-0.04064374
-0.7570967,-0.7299699,0.68542093,1.0570494,0.34131688,0.1437137,0.77802896,0.86184824,-0.7899424,0.09238627,0.9997843,-0.26225945,0.78851366,-0.012869153,-1.8821983,1.0422485
0.84615046,-0.4926338,0.89542735,0.2447741,0.17279053,0.33398187,0.47573528,0.42382702,-0.12796144,-0.25834244,0.5095751,-0.34925866,-0.013531265,-0.63783777,-0.56934375,0.13846083
0.9776875,-0.57489955,1.0530281,0.08122478,0.09692428,0.23460548,0.5272804,0.57606953,-0.07700103,-0.26305962,0.64561903,-0.34308365,-0.13568917,-0.53933334,-0.69781154,0.18739077
0.8365787,-0.47937396,0.9619884,0.11059843,0.1474778,0.3713996,0.55679107,0.41345102,0.036654968,-0.27102014,0.6016111,-0.3984273,-0.13133349,-0.575151,-0.6968869,0.22158721
1.6591226,-0.729905,0.0105472505,-0.09585337,-0.23204985,0.42663816,1.3721044,0.50101995,0.0034472274,0.088008545,-0.21839204,-1.0991327,-0.8579661,0.24373007,-0.4715337,1.0522556
1.5133661,-0.89691114,0.002958289,-0.16910183,-0.1884219,0.25550517,1.3714412,0.3329552,-0.13881518,0.059822556,-0.22993465,-1.1904979,-0.6247707,0.1461903,-0.3666329,1.1053178
1.0786136,-0.09608458,0.10685075,0.24291535,-0.10820339,0.49604166,1.9587694,0.28728896,-0.40566108,-0.1267882,0.08004922,-0.62740475,-0.043150038,0.9292793,-0.4391182,0.60573053
0.99911386,-0.18023235,0.1382561,0.16446671,-0.016773563,0.38909465,1.8304507,0.28532,-0.39561877,0.016800119,0.053641025,-0.54105806,0.14724259,0.95304585,-0.3664964,0.7030373
-0.7265496,-0.86803365,0.031180536,-2.3228934,3.560562,-0.85353744,1.2442125,-0.4522168,-0.48003072,0.73975384,0.011196282,-2.008991,0.83414984,-1.0924568,-0.45315737,0.4022706
0.6554346,0.52342725,-0.35557488,0.07524336,0.35694128,-0.45434898,0.98716056,0.40913147,-0.76925886,0.52864146,-0.09586458,-0.8859435,0.109682135,-0.768415,-0.79631793,-0.15638182
-0.5367069,0.61857647,0.8563854,-0.76368606,0.91982484,0.15113744,1.7010211,-0.7964695,-0.1837409,-0.80661714,-0.29275435,-0.42233548,0.8910021,0.12199608,-1.0285208,0.3324534
0.35524523,-0.5636671,0.116011225,-0.5174948,1.0223439,0.18122675,1.202813,-0.031043045,-0.30206674,-0.9732757,-1.1130487,-1.6932812,-0.50680107,0.3249411,-0.47348383,0.55407065
1.5825062,-0.33046666,1.3195388,1.2610244,1.7662913,-0.11737857,1.1942343,-0.66278964,-0.6409871,0.31564176,-0.015748052,0.47871834,-0.41104266,0.4636091,-1.2030313,1.2430038
0.82845604,-0.72326267,1.7583752,-0.47041336,1.2594256,1.2511258,1.5929208,0.040160015,-1.2496358,0.73540217,-0.054181527,0.38079324,0.4899212,-0.13118637,-0.6764046,0.2045086
0.94735026,-0.19081935,0.013922134,0.95135146,0.2105161,0.6366681,1.725225,0.7584849,-0.3435025,-0.56689894,-0.8454867,0.6685627,0.12457124,0.29134458,-0.34117654,-0.38015234
0.61010295,-0.37663367,-0.5460487,0.7963854,0.2619477,-0.30993217,1.8840884,0.8722119,-0.23291416,0.1709543,-0.010577698,0.26256448,0.034513872,0.5220641,-0.3680316,0.020321865
0.5828175,-0.4592752,-0.3178203,0.41876322,0.46890184,-0.21933214,1.7193116,0.29829073,-0.7497751,-0.2557453,-0.09845287,0.37906352,0.75169593,0.3541222,-0.6258987,-0.45425075
