p_0,p_1,p_2,p_3,p_4,p_5,p_6
0.7095825,-1.0972065,-0.21325466,1.3364663,0.4517375,-0.2611265,2.1601963
-0.28244695,-1.8256837,0.69347024,2.3700225,-1.5009704,-0.9928409,2.0389214
-0.29129425,-1.5101064,0.39227453,1.6076504,-1.3415338,-0.97373915,2.3861012
1.1407663,1.3078703,0.60152364,0.83872616,-0.010674493,-0.94417524,1.7836258
1.1619649,1.4193162,0.6383579,1.122906,0.18376862,-1.1064434,1.830521
1.1150807,1.2302644,0.536353,1.2579262,0.39300805,-1.0227971,1.846587
0.927005,1.1065443,0.40720102,0.744958,0.13318843,-1.2465752,1.6090622
0.93809426,1.2373356,0.34301665,1.0680985,0.34393775,-1.1185439,1.7384874
1.3462833,-0.017866444,-0.988573,1.3714772,0.8739683,-1.1437341,1.340078
1.329203,2.9789689,1.676555,3.0270474,1.8301108,-1.3366565,1.1603302
0.47337386,0.3604574,0.39125183,2.2214184,1.576682,-1.2058522,0.94942534
-1.2153697,-1.4156283,-0.21942979,1.3399799,0.6151791,-1.1307458,1.0947988
-1.1421368,-1.0904725,-0.09013668,1.1502528,0.6926894,-0.785668,1.5803926
-0.71057653,-2.3339117,-0.6096588,2.3344,-0.2108547,-1.1295645,1.1851058
-0.90076244,-1.9038783,-0.7091447,1.8447256,-0.69910455,-0.5555185,2.140551
-1.2360804,-1.8123755,-0.5613005,1.8191489,-0.56522375,-0.77115744,2.0268862
-1.0920244,-1.8279638,-0.5955197,1.5658371,-0.7531934,-1.0281736,1.8234831
-1.4130881,-1.7286758,-0.90811586,1.5937158,-0.068373375,-0.695707,1.7623767
-1.3798026,-1.7520547,-0.76862127,1.8358656,-0.6952608,-0.68406564,1.8271091
-0.989755,-2.211108,-0.55620927,2.1219528,-0.10966384,-1.3277951,1.3669024
-1.0237166,-1.7425028,-0.8347435,1.7132695,-0.77563244,-0.91564447,1.8328818
-2.4034495,-1.8538312,-1.8458099,1.4835099,0.8113483,-1.7423992,1.0048916
-1.1816223,-1.8676636,-0.8760324,1.7845412,-0.3687132,-0.8323942,1.969824
-1.1168096,-1.7902219,-0.79587567,1.7275066,-0.59479,-0.69764465,1.9686471
-1.0115982,-1.9502065,-0.70969415,1.8958057,-0.646059,-0.4613931,1.9210614
-0.9374457,-2.291795,-0.5430992,2.0901737,-0.22937502,-1.4555063,1.3831333
-0.91045815,-0.9024425,-0.04922409,0.71021175,0.9875438,-0.87370217,2.0443757
-0.86129457,-1.5119569,-0.078547806,1.0598434,0.723814,-1.3536553,1.5220747
-0.87022835,0.7980253,-0.76130646,1.1682805,-1.270465,-1.597693,-0.22975203
-1.212567,1.217772,0.17737618,0.17685923,-0.9756666,-1.8225493,1.9646033
-0.73528934,0.4847202,-0.4970896,0.066257,-0.70524573,-2.1572914,1.4245063
-1.2300476,1.1022842,0.068906344,0.21575524,-0.9977209,-1.957125,1.65473
-0.8686481,-0.006656555,-0.08153335,0.6213695,0.33044365,-2.5524747,-0.12342557
-0.26021853,0.6023965,-0.13982801,1.0712394,-0.6702605,-2.4202743,0.16176426
-0.9392481,0.55430216,0.3818511,1.1280302,-0.13377213,-3.9155824,0.15292789
-1.1749802,1.6014296,-0.902695,1.2196355,-1.4310974,-1.3504288,-0.30848494
-0.60423803,2.7385197,-0.4064099,0.71586114,-1.292067,-1.390827,0.60220075
-0.6777984,2.312317,-0.7948766,0.8671849,-0.7715139,-1.5940721,0.12884994
-0.8638052,2.5360665,-0.07815813,0.65100086,-1.1442946,-1.5597649,0.7457125
-1.0174997,-0.16838224,-0.32639563,0.7902784,-1.0974197,-2.6674345,-0.38861093
-0.3733535,0.772138,-0.16317685,1.1252419,-0.65132135,-2.284231,0.1956519
1.4249251,0.8374815,1.1679322,0.89004177,-0.53859824,-2.4467454,1.6058451
3.7646375,0.9351263,1.8615215,0.3335663,4.0067844,-2.8743072,1.7063727
1.3271166,-1.2334603,1.1237869,1.379174,2.5494306,-1.1641572,2.3347979
2.899017,1.3955159,-2.268762,0.4325991,-1.3098153,-2.9528067,0.33420795
2.9741864,1.4763019,-2.2049797,0.46398175,-1.1663594,-3.197085,0.18713993
2.2260702,-0.0017341916,1.9869848,1.7529836,-2.1000257,-3.737096,0.18418449
0.72691745,0.47965878,0.4484673,0.6485899,0.026442586,-1.4576243,1.7804568
1.1249543,-1.0139965,-0.056646794,0.3681154,-0.79083824,0.35901877,2.3162692
0.4158643,0.43090785,-0.2919397,0.9883309,-1.1394191,0.062053442,0.96188444
0.39183262,0.35287055,-0.46640673,0.8966943,-1.1248356,0.027724769,1.023823
0.159491,0.46921703,-0.27325237,0.85503256,-1.2257096,0.16534127,1.0123082
-1.0457106,-2.4306056,-3.7673805,1.1484028,3.8893528,-3.1032348,0.7260246
-0.79150206,-1.1636288,-2.8955553,0.56135905,2.5304692,-2.6017978,1.2538697
0.8329398,2.4315104,-2.51048,1.0178014,0.31398815,-1.7028494,-0.33509046
-0.68117243,0.889363,-1.7760394,1.8480294,-1.5169382,0.05471845,-0.070462175
-1.2144468,0.6575371,-2.3558118,1.1455443,-0.32414156,0.063474685,1.9631917
-1.162288,0.23958911,-0.4368101,1.4785544,-0.00044485184,-1.1547263,0.6702523
1.3917286,0.451823,-2.7840583,1.1395675,-1.5370809,0.56220686,1.2826648
2.0499973,0.65965456,-3.9473076,1.1140525,-1.148326,0.9132238,1.2717222
0.7107837,-0.024785543,-3.5649693,0.19755805,0.15918411,0.6164865,2.8310378
-1.4913242,0.79330796,-1.8915902,1.7003042,-1.4208794,-0.008256412,1.3462577
0.049043857,-0.08249886,-1.932067,1.6308005,0.9313194,0.47643292,1.377472
-1.0869514,-0.2058395,-1.4898163,1.5874926,-1.804866,-0.86786455,-0.39906064
1.0795527,0.7914193,-3.1629682,1.119036,-1.8711596,0.49243584,1.0456543
0.33889857,-0.8547199,-1.3905162,0.95309687,1.8820766,-0.11560073,1.1352774
0.2122664,-0.35085207,-1.7217939,0.5946546,2.1831558,-0.40592644,1.4112897
0.44818124,-1.0046685,-1.449427,1.0206201,1.211533,-0.4996718,0.9429092
0.6727286,1.6888809,-0.005875211,1.318206,-0.5941116,-1.8812095,0.06365133
-0.09619316,0.38959435,-0.54081506,0.5165523,0.92062813,-2.1899407,0.16799079
1.7189115,1.0396166,1.0045793,1.3322138,-0.5125739,-1.5852481,1.9567779
2.9584422,0.43946785,-1.6313013,0.32143888,-0.92352885,-0.45745313,1.7700515
-2.8669536,-0.530076,0.7895998,3.979534,-0.026154593,-1.6812247,1.3025919
0.52817047,3.234008,0.06650267,2.1180735,1.0130837,-0.5275328,2.0241911
1.3841815,0.07275771,1.4518012,2.3971567,-1.4963149,-1.36779,2.8765702
1.0745083,1.543046,1.1484015,3.1174557,-2.463174,-1.1122928,2.1652477
1.5249555,0.03177601,1.1467861,2.161543,-2.1890585,-0.6984678,3.5013125
2.2395308,-0.47104183,-1.4521322,0.8323685,0.7700589,0.08475983,1.1887295
1.4990824,1.6558503,0.73587394,1.6174126,-1.0586362,-2.1588573,0.48369732
-0.07792865,0.46585375,0.14976001,1.3561445,-1.3812181,-0.24557692,1.5713024
-0.11103337,0.6479229,0.17518613,1.2167727,-1.3671141,-0.4187168,1.7545289
-0.08300927,0.6033586,0.062073898,1.1464896,-1.3336774,-0.2971056,1.6965929
-0.9696074,1.4182385,-0.30894566,0.3459874,0.2832881,-1.8110987,0.78582984
-0.95366406,1.2152151,-0.18619144,0.33686417,0.28401694,-1.8916724,0.91252565
-0.7122907,1.8871342,-0.83978575,0.28031722,-0.24887633,-1.8474717,1.3238672
-0.7035092,1.8328729,-0.88198215,0.2902115,-0.091104425,-1.8585696,1.3822584
-0.24761249,0.45682353,1.6636587,2.5089817,2.568275,-3.510282,0.06775625
0.44875318,1.3064312,-1.49053,0.68323326,0.23989256,-0.9107144,-0.44659975
0.19971208,0.47113618,0.051953945,0.41787088,0.84440774,-1.9170955,1.2171289
0.9204276,0.28016213,0.6903414,1.6751058,1.7231525,-1.4494978,0.8086098
1.2192756,2.6607306,-1.930591,0.86993086,-0.5880456,-1.2964923,-0.16462772
-1.7888837,-0.6526041,0.465829,2.603055,0.06810406,-1.4354885,1.1793617
-0.015855404,0.53804326,-1.804501,0.21216562,-1.1126577,-0.044608098,2.2648842
0.020346515,1.497432,-1.9672732,0.17592739,-0.8110142,-0.1133138,1.4783778
-0.010899287,0.66618913,-2.0725667,0.124878705,-0.31092137,0.015733093,1.7191849
-0.20888516,1.1543802,-1.9669341,0.18356812,-0.24290021,0.26034382,1.9756746
0.44293445,0.4554609,-2.855955,0.18958439,-1.1770539,-0.09632158,2.3065863
0.29598808,-0.3181663,-2.1638296,0.3421348,-1.4447242,-0.046309326,2.489658
-0.15054527,-0.33912358,-1.7430087,0.5878799,-1.5290787,0.08599578,2.705885
0.05143288,-0.21098047,-1.9486548,0.18572308,-1.4391743,-0.312348,2.314052
-0.35754523,-0.09857686,-1.8827368,0.60382617,-0.6854092,0.025167609,2.304485
-0.26439175,-0.33197653,-2.006568,0.33171934,-1.307193,-0.22210453,2.5251963
-0.04487497,-0.15965211,-2.0513897,0.2796316,-1.2956184,-0.13666886,2.373461
-1.2359776,0.27499428,-3.1776485,0.38991192,0.353826,-0.60589755,1.7944484
-0.19326626,-0.48408827,-2.0833151,0.5548647,-1.3651007,-0.060326356,2.4455395
-0.08599738,-0.18215565,-1.9534109,0.49794668,-1.4228628,-0.0070441463,2.4124599
0.014186296,-0.41617924,-2.1044831,0.48274738,-1.1775954,0.11735622,2.525975
0.10923596,0.4270161,-2.9017153,0.33504206,-1.291058,-0.117226444,2.6003811
-0.10229661,1.1277428,-1.9633093,0.1421736,0.6073764,0.79922783,2.4118006
-0.22971345,0.758144,-2.3222148,-0.059943847,0.55731505,0.22909336,2.1403978
0.32025516,1.4424087,-2.1648762,-0.11296439,-0.24271399,0.24504635,1.9493471
-0.6848888,0.47487384,-2.6280031,0.24720077,-0.59214467,-0.48101404,2.0519433
1.5807704,2.008111,0.522409,3.4986343,-4.6278276,-4.7721443,-0.9180592
-0.3800564,-0.0057827784,0.89166427,1.6616589,-2.016829,-1.2840844,1.6267797
0.19323164,-0.9919306,0.20920023,2.1095226,-1.6289475,-1.0905206,1.4845135
-1.1200421,-0.8092011,-0.086590156,3.4642618,-3.3466158,-2.1709573,0.69939405
-0.9418156,-0.70795465,-0.24351156,3.224151,-2.961938,-1.6874568,0.5324935
-0.81890017,-0.7833585,0.13798584,3.324313,-2.890316,-2.0854588,0.65628505
-0.10442539,-0.13687588,0.60279286,0.745335,-1.0622182,-2.4684646,2.2335503
-1.0674028,1.0207088,0.2967753,1.1587075,-0.9309501,-0.70801276,1.6455914
0.26375392,0.4405545,0.21088809,0.12850834,-1.7720678,-2.192713,2.2491739
-0.57174134,1.0041113,0.022366764,0.40702984,-1.3213353,-0.81586176,1.6996115
-0.72925097,0.8985115,0.16565287,0.567821,-1.2527585,-0.6808294,1.4651872
-1.0648768,1.5485001,2.46863,2.2253685,0.7932826,-4.536279,2.6421518
-1.0260574,1.3039663,-0.59965515,1.8139169,0.24188283,0.18349949,2.6192622
-0.833482,4.19356,-1.123117,1.7831968,0.3888115,-0.37179792,0.06666868
-2.3367116,1.0611292,0.45753238,3.3600566,-2.1607082,1.6253234,4.5112205
0.24995172,0.37420717,-1.1939301,3.0507658,0.24210599,-1.493612,-2.1418216
0.4258268,0.3196771,-1.106399,3.2265093,0.4134996,-1.5783783,-2.1136925
0.59233564,-0.33960354,-2.1974006,2.6143377,1.6233051,0.036481507,-0.6281119
0.52767795,-0.6022205,-2.3284986,2.4827898,1.547986,0.036378406,-0.6503076
0.37619814,-0.6336259,-2.3406665,2.465024,1.5170825,-0.19797191,-0.7863297
0.54151696,-0.57905114,-2.3353186,2.4112716,1.6543301,-0.31800035,-0.9910779
2.8097804,1.8127121,2.3253648,3.3172083,0.76762414,-2.908977,1.0162582
-1.0122299,1.9771158,-1.1009419,3.0259113,1.0455134,1.963399,2.3902366
-0.9056249,2.3043065,0.19717999,2.4296436,-1.2957677,-1.826597,-0.92285466
0.4687414,1.9800041,0.0027015167,2.2196195,-0.67745733,-2.3019316,-0.49911267
0.6241551,2.038264,-0.15158793,2.0893087,-0.5840061,-2.2244258,-0.5504317
-1.6459861,1.0540676,0.18704145,2.631987,-0.2112592,-2.9558089,-1.1404725
0.78508925,1.9664791,-0.10412604,2.247489,-0.40219918,-2.2929652,-0.39846736
0.58148026,1.9106905,-0.09002521,2.2858925,-0.60379106,-2.1783335,-0.6341182
0.42793489,1.9657723,-0.1256385,2.2724633,-0.6804766,-2.2039154,-0.68376404
-2.4200072,1.1751127,-3.6587002,0.24567007,1.675214,-0.17488348,3.3587174
-2.007743,1.9616083,-1.3869922,1.7610732,-0.86511135,0.020446083,0.74870867
-2.5848124,0.5166726,-1.8535576,2.3096197,1.2774796,-0.25366905,0.8285615
0.23949018,0.49929875,0.07234762,2.2427378,-0.3201822,0.44946498,0.13502648
0.4187068,0.63170576,-0.06058851,2.863814,-0.32663003,0.83776224,0.26540822
-0.27080518,-0.6069302,-0.3711274,3.3670745,-0.5211459,1.4151903,0.1582734
0.12946913,0.8207005,0.35130426,1.9889227,-0.3774882,0.2971687,-0.01734794
0.19399184,0.6984761,-0.5571964,1.8654627,-0.06348624,0.579111,0.06694462
0.59013754,-0.007394169,0.002133015,1.9860181,-1.176773,1.2590032,1.9292538
0.82591695,0.36113486,0.07975075,1.7662328,-1.2512491,1.3395059,2.2808926
0.56438476,0.20903978,-0.07714312,1.9785714,-1.353716,1.3479701,2.2500985
0.45455015,-0.10548155,0.51992756,2.4106684,-1.1917635,1.2656723,1.8092673
0.02786224,0.53176016,0.20148551,2.742744,-0.70776016,0.17503174,0.58053803
0.06971578,1.0290748,0.32304144,2.5163255,-0.23410356,0.2232364,0.8991263
-0.00510323,0.60661924,0.10410362,2.7267292,-0.3800851,0.3449171,0.92898977
-0.032170814,0.52214396,0.42184126,2.6546602,-0.25568056,0.16964838,0.40128276
1.9465252,0.6558641,0.20675707,2.6181512,-1.1228131,-0.0652281,0.19401886
2.0359998,0.87526596,0.026461953,2.1555467,-0.75606096,-0.09367475,0.3849138
1.9025084,0.7559604,0.23961984,2.668773,-0.8957815,0.04807878,0.50207204
1.5605772,0.66254425,0.72970337,3.8738084,-0.8013126,-0.2733768,-0.14341654
-0.823697,2.0434375,-1.3845353,0.33269146,-0.10050106,-1.0377035,1.5433741
-0.73325956,2.014604,-1.4235065,0.29396236,-0.038211968,-1.2199515,1.6491709
0.60033256,0.583296,-1.073438,0.00045644562,-0.110464744,-0.6176309,0.18622726
1.6181986,0.7013255,-2.093089,-0.23742302,0.6260267,-0.86073947,0.80283695
0.63068527,1.0242544,-1.5114036,-0.24218038,-0.109438315,-0.60881865,0.31091073
2.752236,-1.7157135,-0.83936715,-0.18163715,2.031004,0.927236,1.3729229
1.6818951,0.34533527,-1.4609823,0.63238376,0.100014575,-0.13341913,0.6461377
1.370924,0.7893963,-1.4928693,0.10649026,0.1998577,-0.8186355,0.23958859
1.5826292,0.8472413,-1.6748807,-0.89902365,0.45007858,-1.4644884,0.44062263
0.6620302,-0.53066176,1.3413785,2.2047818,0.33999896,-4.44315,1.3784783
0.22815132,0.7287502,-1.3592001,1.0408195,2.3750772,-0.73896927,1.631762
0.995581,0.00035096757,-1.9528666,0.49246338,2.4152248,-1.3246144,0.45303535
1.1243101,-0.26770657,-2.3346488,0.7517173,2.2755382,-1.7393829,0.17745663
1.0569992,2.101207,-0.071586326,1.4136106,-1.4860283,-2.0947971,-1.3086419
0.92101353,1.735119,-2.6421957,0.39989677,-1.0137206,-1.1845248,0.31308335
-0.000252377,2.4045606,-0.97653425,1.9412576,0.5181513,-1.7233067,-1.0187579
-0.14122468,2.540565,-0.98230946,2.0730357,0.60386705,-1.776248,-1.177526
-1.7478197,2.488363,-1.8727666,1.278752,1.4086658,-1.789769,-0.8602797
-0.29218203,2.6140115,-0.6652605,2.034144,0.3471605,-1.7433208,-0.9310146
0.5515064,0.28289837,-0.44301942,0.86993706,0.8077387,-4.199517,-0.56215924
-1.9985248,0.10418477,-2.2866793,1.0517428,1.8087713,-1.6334755,-0.65448815
1.4640216,1.8731861,-1.6472528,1.2720163,1.0980781,-2.8239589,-0.92668444
0.99767363,-0.57991976,-1.1132251,0.20591512,2.6171646,-1.8154764,0.28149253
-0.19648957,-0.43387067,-0.72931594,3.951792,2.2933571,-3.1095088,-1.2792842
-1.0291313,-0.28442147,-0.52855486,4.463567,3.3614326,-5.1272397,-1.400596
0.09765906,1.3775318,-0.54874086,1.5999017,2.744107,0.44841692,2.3748686
1.2317381,3.0486538,-0.36423868,2.009005,0.98450404,-1.4035034,0.485585
1.385965,3.1394732,-0.31782278,2.2310863,0.95806164,-1.2368659,0.4480024
1.7808063,0.37678725,-1.2006671,1.6053857,4.4931865,2.6263914,5.1228223
-0.9040314,1.1987237,-0.9716528,2.255364,1.1327752,0.7625062,2.2742975
-0.65640634,0.89425486,-0.9018042,2.1156976,1.1969856,0.608266,2.335554
-0.6998512,0.9883924,-0.80868006,2.2067373,1.2377648,0.57764995,2.1250887
0.95196545,1.0066274,0.6527503,3.9786742,1.7106671,0.5309969,1.7570457
2.0017765,1.6340572,1.0079951,3.3194337,0.99435776,0.9233627,2.22688
1.3455149,0.80608106,0.66793245,3.1492312,1.7462099,0.7648061,2.494778
-1.9036316,2.0822477,0.7285665,3.8973196,1.0475266,0.3927523,2.691209
-1.2978477,1.5431546,0.6462944,3.814225,1.5551002,-0.2270618,3.1479077
1.078967,2.006982,-0.19240555,1.3049334,0.2960545,-1.9768271,-0.1970526
1.3292034,1.5885726,0.61962163,1.9990511,2.276764,-3.6127346,0.40855524
1.026298,-0.4244601,0.62008315,1.0565348,-0.9329305,-1.5617496,1.117208
0.0021845389,1.5295576,-0.106545754,1.6822478,2.6222122,0.6084012,2.1896539
1.3426327,-0.37405092,-1.0128973,2.443258,4.5042014,-0.9861576,0.70083547
2.022554,-0.65181214,-1.0785364,1.4963953,1.9615262,0.57615054,1.2155637
-0.10931538,2.3387396,-2.4106984,0.3842579,2.494595,-2.3859007,2.151329
0.57761985,1.6804996,-1.2568682,0.7194386,1.5940685,-0.9338671,0.13612245
2.3651104,-1.5426561,-0.88740754,1.2305642,0.17975008,-0.62487227,2.8521585
0.29311267,1.0203495,-1.6173638,0.9753186,2.0413947,-0.2963806,1.6462193
-0.31395078,0.76512444,-0.74932045,1.1518859,1.4056691,-0.64108753,1.8669566
-1.0362147,0.9646392,-0.29725757,1.5630558,0.4700533,-0.35408294,1.2202227
-0.8350467,1.0289243,-0.336815,1.3312348,0.3770538,-0.25309175,1.3796996
-0.7422339,0.90026814,-0.49822035,1.305276,0.46640024,-0.24699052,1.4599651
1.6406873,0.8961476,-3.0300856,1.0147431,1.41002,1.0838051,1.0422658
1.9889833,0.4097502,-4.508013,1.5479212,0.98966205,0.48214296,-0.15268147
0.4229655,0.6829562,-2.019157,1.0082649,1.1724255,-3.1697114,-1.3040671
0.23956312,1.8928134,-2.71957,0.7274759,2.4279225,-1.675035,0.4949332
3.8414166,2.7882843,-2.5142562,1.3491249,-1.8686627,-1.5695583,-1.6536642
2.054663,3.1920946,-1.3976047,1.6227251,1.199967,-1.9915348,-0.4973334
0.48591405,0.7089701,-1.3060203,0.98063636,2.3392055,-0.690357,1.6019604
0.3571362,0.9514729,-1.2435538,1.0780681,2.1397133,-0.5491161,1.569829
0.4373869,0.7435417,-1.298971,1.0096445,2.2667937,-0.5376983,1.5733621
0.5981743,1.1372428,-1.2002311,0.79728746,2.1495807,-0.8559637,1.5961922
0.36341923,0.56911737,-1.5188873,0.9260418,2.30556,-0.54342294,1.6004484
0.77206415,0.5549132,-1.3911464,0.9496215,2.2908514,-0.64433974,1.7262988
0.33966494,0.93179727,-1.278603,1.104099,2.3901172,-0.77305853,1.5505221
0.19973205,1.3236419,-1.2361975,0.8300772,1.9819081,-0.65012735,1.7231495
-2.1975708,-1.1990242,1.3322413,2.3007226,1.4108498,-2.7563555,1.7353727
0.61119956,-0.5995322,-1.2677593,0.4815569,0.77592295,-1.04694,2.0286593
-1.0028557,-1.4788479,0.5722898,0.82354355,0.51632905,-2.7390091,0.28106272
-0.75860536,-0.0037207627,-1.4012669,-0.27230245,1.0038931,-1.3201462,2.3819118
-0.23485464,-0.9957054,-1.2729952,0.012808654,0.67656195,-1.1085416,2.8054059
0.6160386,1.7342614,-1.3040107,0.74588436,1.6150773,-0.8442105,0.11774648
0.6410135,1.7100481,-1.2603196,0.728939,1.5816699,-0.78329676,0.2179489
0.9133199,-2.3004382,-0.19142997,3.0372062,1.2254248,-0.61473227,0.90630203
1.926368,-2.3320405,-0.44290385,3.338624,1.5316083,-0.21204135,0.61533636
1.6064272,-3.7217317,-0.041041344,4.126754,2.4447098,-1.0885943,0.7921872
1.7441444,-1.0792823,-0.11626947,0.9318795,0.63348305,-1.5087677,0.7157526
2.937533,-0.35786274,0.79212785,2.0199835,-0.07750176,-1.1000978,0.7804884
1.9389862,0.8890827,0.46297166,1.7524648,-0.9487087,-1.2684913,0.8970873
1.6775552,0.5024986,0.61229223,1.8540255,-0.65023106,-1.2370017,1.0261984
0.98890245,-3.5971987,1.5676641,3.8689404,0.7950369,-2.0155907,1.0734563
1.4593005,-1.7014098,-1.2042749,1.1639206,0.16960163,-0.17075221,0.51075065
1.4081903,-1.8413885,-1.1850832,1.3353124,0.016582197,-0.07877161,0.59077555
1.3456988,-1.8601506,-1.5305098,1.8633207,0.46682984,0.31169766,0.67861557
0.923888,-2.0113769,-2.0360856,1.9431964,0.31560272,0.23645583,0.6801864
2.206991,-1.3445065,-0.37137723,0.17106083,1.0706186,-2.5036032,0.6256434
2.6393397,-0.30203617,0.5853608,0.25124076,-0.032880906,-1.0573053,0.9981414
2.6964412,0.17675976,1.3689798,1.5072901,-1.0288119,-1.6233971,0.71518016
2.300577,-0.39547667,1.3549192,1.7294898,-0.8940249,-1.2820388,1.1424097
1.4513384,-4.98461,-0.045638703,4.722725,1.1587992,-1.7543395,0.34432244
1.8530382,-1.8187281,0.15936469,1.3029301,1.3328922,-0.94611645,1.0943273
1.4043527,-0.3997369,-0.19034782,0.8955887,-0.51373875,-1.8760301,-0.10796097
1.2238797,-0.4654871,0.095933445,1.102758,-0.51254976,-1.9820733,-0.107487306
1.6983138,-0.57082814,0.6701564,1.2268747,-0.1911121,-0.8370763,0.5069697
1.390369,-1.4850342,-0.53752434,1.1465886,0.13711199,-0.774092,0.8145579
