p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
-2.3584673,-0.70326555,2.7185216,-0.736812,0.30058625,-1.2495897,0.7220726,0.6422877,-1.8560418
-1.8016175,-0.88731706,2.008818,-0.7731863,1.2662095,-1.2698545,-0.4454288,0.5148454,-1.2008457
-2.6330233,-0.25188556,2.776726,-1.6143645,0.27536508,-1.9204061,0.26232055,-0.42390952,-1.3605452
0.020174468,-2.3458483,2.9871037,-0.7508577,0.65033823,-0.9939666,-0.17164616,0.3881271,-2.9407709
0.11226796,-3.2641232,2.9029193,-0.9793466,0.6293396,-0.38344175,0.13533759,0.72462106,-3.0762439
-0.93735594,-0.61607784,2.9544897,-1.5015296,0.35254338,-1.4183289,-0.13988186,-0.5666484,-1.9603013
-0.49125877,0.776909,3.1403234,-1.8411676,0.7558597,-0.7147335,0.10961487,-1.4610678,0.1572243
-1.824835,-0.9425372,1.9178088,0.019091027,1.1952238,-2.9531684,0.14622247,2.2640915,-2.437506
-1.7349662,0.6895909,0.954329,-0.33972582,1.2045912,-0.052815657,0.7023562,-0.7489046,-0.8150863
-2.7827353,0.8557807,0.6895998,-1.1961151,1.3974212,0.10284533,0.70226735,-0.9350377,-0.29186386
-0.7533869,1.4698482,0.20614728,-0.53603786,0.20119734,1.5362719,0.37761942,-0.69827247,-1.4716398
-1.0284822,0.30217248,0.9566553,-1.2794669,0.5330086,-0.48117095,-0.31065443,0.04103344,-1.0112611
0.4527189,-1.8610474,2.8308616,-0.7562885,-0.04901132,0.43415663,0.86199003,-0.51011455,0.19956236
0.22501095,-1.8064138,2.5881462,-0.68102425,-0.03257621,1.0256177,1.0369091,-0.53797233,0.10436574
-1.7547675,-1.6775768,2.5737827,-1.2534058,0.36316076,0.55508536,1.340756,-1.0079831,0.6154677
0.17232996,-0.2981993,0.51210153,-0.3521311,1.0486815,0.32648155,-0.6382916,0.5621014,0.47400886
0.15861984,-0.4400346,0.5232808,-0.35453522,1.1461345,0.5196349,-0.76289415,0.8973423,0.51804626
1.3744903,-0.007040694,1.721081,-0.40857542,1.1583954,0.8375334,-1.1055133,-0.09963609,-1.0848229
1.2323923,0.26420996,1.6874548,-0.18178837,1.4480232,0.48129845,-1.0301808,-0.27401695,-0.9210623
1.4106784,0.04176844,1.649962,-0.16912432,1.3045212,1.0412376,-1.0606897,-0.084113896,-0.93142
1.1178423,-0.12945795,1.6421047,-0.1836114,1.4333727,0.6494944,-1.4471576,-0.07089146,-1.045875
1.2218701,-0.2982535,1.7260877,-0.2935933,1.3173283,0.8515675,-1.1462722,0.14359286,-0.85781246
1.2556059,0.11860999,1.7916017,-0.020093491,1.3610216,0.54384106,-0.98611504,-0.04651935,-0.961051
1.5765558,-0.21453117,2.285648,-0.33372143,1.2461162,0.24088149,-1.4421831,-0.012687718,-0.5440164
1.3790027,-0.0021687846,1.9536535,-0.09109897,1.3051033,0.69303644,-1.2250216,-0.11650833,-0.7058219
0.857407,-0.25514987,1.3597237,-0.32528317,1.2946186,1.5107709,-0.82809186,-0.48896948,-2.221856
1.1247876,0.13117751,1.7425687,-0.0767148,1.2124025,0.680379,-1.4006109,-0.0038183662,-1.0605716
1.3772645,0.22595857,1.8839296,-0.41972524,1.1897755,0.6064697,-0.9615757,-0.28383034,-1.0238733
1.0943302,-0.5806657,1.7300545,-0.12968805,2.2058213,0.2990653,-1.170762,-0.8171083,-1.2491727
1.1216986,-0.2229492,1.6201373,0.13397712,1.13812,1.1143847,-1.3977399,0.07786213,-0.6164535
1.3584762,-0.14265223,1.6138676,-0.24467759,1.5316353,1.335679,-1.1858221,0.080392346,-0.84273505
1.4111869,-0.0949305,1.5384644,-0.008095714,1.8503113,1.0975981,-1.1146431,-0.21154279,-0.7590798
1.52202,0.18263918,1.5883493,-0.17526297,1.7451413,1.4174706,-0.7300678,-0.102466024,-0.62469727
1.2459135,-0.16968986,1.5605487,-0.034054615,1.532154,0.95400476,-1.1045048,-0.36866266,-0.9688147
1.2337883,-0.38382858,1.5213712,-0.31539997,1.732399,1.2666119,-0.96322334,-0.027386777,-0.80101657
1.3082744,0.021234784,1.5610517,-0.191696,1.5236752,1.1913248,-0.9767394,-0.15864561,-0.9185042
1.5796181,-0.24912363,2.110079,-0.33292374,1.5133566,0.4102121,-1.3780063,0.032378722,-0.16917217
1.507526,-0.038041953,1.8784301,-0.12272101,1.4276402,0.8583988,-0.93931997,-0.098465525,-0.6182342
1.0253063,0.032042254,1.2043036,-0.2736443,1.7524439,1.7189031,-0.55178237,-0.70544344,-2.058924
1.088317,-0.07682683,1.6859362,-0.04314866,1.3024596,1.101222,-1.3115176,-0.11991365,-1.0000248
1.4743446,0.19519961,1.6065373,-0.2578265,1.5390179,0.8478682,-0.88033706,-0.24287093,-0.89593554
1.3270625,-0.61576563,1.7474775,-0.14483926,2.580196,0.7139978,-0.79349715,-0.962576,-0.94761103
1.3396103,-0.102658756,1.77544,0.027295416,1.467116,1.3231627,-1.3133543,0.10714158,-0.30879238
0.41610575,0.10981177,1.5952537,0.50081754,1.088016,0.9420401,-1.9033986,-0.181969,-0.07879781
0.66413015,0.4351717,1.5030276,0.5808217,1.4170425,0.79870015,-1.6235125,-0.4606361,0.1149761
0.520135,0.07552798,1.4331635,0.6520248,1.0857103,1.4312806,-1.5219178,-0.33039445,-0.0627772
0.48734516,0.06586104,1.3436983,0.47860506,1.2586595,0.92831045,-1.8673276,-0.41051358,-0.14431043
0.45945975,0.032052983,1.4117618,0.6808671,1.177479,0.95448583,-1.7385584,-0.22497292,0.08049369
0.66026515,-0.008663147,1.4421475,0.64352846,1.1781107,0.8693451,-1.54896,-0.16367659,-0.30115065
0.7947106,0.04364283,1.9224302,0.39263034,1.2624693,0.25536636,-2.1542706,-0.17522047,0.49959162
0.6728467,0.12593548,1.6109973,0.8003647,1.1019763,0.9827169,-1.6541973,-0.20246536,0.17927386
-0.021483617,-0.08720697,0.8410755,0.6737398,1.1069577,1.8678886,-1.2861767,-0.81602645,-1.5558993
0.43490723,0.23675308,1.610513,0.81688124,1.050237,0.95501155,-1.8758981,-0.3585806,-0.24242133
0.6259891,0.26003665,1.5625447,0.47791913,1.0790133,0.7361544,-1.566499,-0.5414419,-0.07572347
0.36516786,-0.530225,1.4484214,0.9581483,1.9529592,0.6265755,-1.791735,-1.0928005,-0.112729885
0.3756184,0.20757067,1.6638794,0.75309426,0.9926897,0.93287176,-1.9897172,-0.17691508,0.45988938
-0.35720146,0.12806089,2.0404625,-0.06708709,0.56307244,-0.5197138,-0.6379179,0.040203303,0.30883577
-1.3592043,-0.03071365,1.3769573,1.03886,0.33996063,0.15143873,-1.3506864,0.7074187,0.07065645
-2.9846146,0.32881534,0.6210417,1.4774361,1.8064272,1.5197995,-2.109821,-1.0585638,0.9131592
-1.8702955,-0.3170666,1.4598193,-0.76290137,1.3259162,-0.39648572,0.38279733,0.20264515,0.6214154
-1.8167208,-0.42381367,1.2081017,-0.7583245,1.3875079,-0.17939326,0.30345386,0.14641465,0.9380458
-1.8291485,-0.5002189,1.219627,-0.78068334,1.1657436,-0.27141482,0.12966779,0.32888576,1.1174693
-1.8378747,-0.4327424,1.3146323,-0.65604776,1.5609925,-0.15326494,0.2190198,0.2941723,1.0673113
-1.7907301,-0.43105167,1.2929343,-0.60941154,1.2503899,-0.2999266,0.34569687,0.06133641,1.0807211
-1.9727238,-0.68550867,1.4939475,-0.8624175,1.095118,-0.33585054,0.3998987,-0.07110093,0.86589754
-2.3648796,-0.6356331,1.0122223,-1.2521738,1.2629379,-0.27134925,-0.6413479,0.28854987,0.47999582
-2.3562772,-0.6907703,1.0252032,-1.3463885,0.8530816,-0.0027311035,-0.53901064,0.052990872,0.6032304
-2.347405,-0.6901575,1.0060959,-1.1003648,0.8438548,-0.12943414,-0.74720883,0.17118447,0.6660978
-2.0577664,-0.6478604,0.98521364,-1.1174093,1.2220622,-0.04404452,-0.5102919,0.24989966,0.6693243
-2.2739398,-0.7096871,1.2153214,-1.005843,1.053825,-0.138241,-0.56597567,0.056010444,0.8189425
-2.1442647,-0.5898825,0.9852467,-1.0650171,1.1385237,-0.01589814,-0.4215475,0.15517482,0.8111936
-0.5611621,-0.7144052,1.0517912,0.45065966,2.9317265,0.9087366,-0.63334787,-1.1048127,1.7128512
-1.2675062,-0.93206245,0.7445146,-0.16597812,2.0688932,0.68994343,-1.4811268,-0.8015562,0.684217
0.08995381,0.4433337,1.6195426,0.8469479,0.73649555,0.9961885,0.7044159,1.8237227,0.67468214
0.36597335,0.5002732,1.8060383,0.80971336,0.9739725,1.0338037,0.8733124,1.8512589,0.48076254
0.12726644,0.50599855,1.9079945,0.72225803,1.0280744,1.0074021,0.59706026,1.7658913,0.044891346
-0.101780035,0.3089715,1.4558945,0.5081493,0.7715733,0.86887515,0.56823903,1.7820255,0.17533155
0.16619578,0.5751383,1.743013,0.48838338,0.96968246,0.9936939,0.5708393,1.6223902,0.028048761
-1.143157,0.13912614,1.1350056,0.27119893,1.662076,1.0008382,0.19387677,0.9007368,-0.43003517
-0.29690957,0.5276317,2.0024772,0.8161026,3.6184194,-0.39452744,2.6838887,1.0275854,0.5612841
-1.9315063,2.2007592,1.0098298,0.5603117,0.97426033,0.4962729,0.46144587,0.50428194,-0.3807612
-0.14191331,-0.2827717,0.32135892,-0.879324,2.6144829,0.7884843,0.29743746,-0.71312684,0.6562681
-0.22607918,-0.06990037,0.21157876,-0.7359798,2.3250701,0.8368809,0.8785564,-0.6401339,0.50773376
-0.29308048,-0.25392425,1.4501344,-0.22281335,2.4330027,1.134827,-0.86933225,-1.2095985,1.4819937
-0.52604747,-0.08563193,1.3867044,-0.75547683,1.8926653,1.1664734,-0.3707642,-1.782459,1.342096
-0.71639556,-0.41631225,1.3234409,-0.75051546,1.8803747,1.0893687,-0.67328256,-1.5517527,1.3904493
-0.4502363,-0.25736648,1.3164734,-1.1931206,1.8710524,0.90290534,-0.63858634,-1.4382633,1.3714757
-0.7466535,-0.42699975,0.90424556,-1.1458794,2.0898025,1.0273751,-0.59047586,-1.6020427,0.9602129
-0.56996614,-0.18160403,1.339185,-0.72231287,1.8436812,0.98939204,-0.725915,-1.8663764,1.1459877
-0.13280763,-0.480062,1.44016,-0.50701946,2.5356917,0.99951017,-0.6913441,-1.228802,1.33614
-0.7004378,-0.11601509,1.3137944,-0.93080634,1.9740189,0.87741625,-0.6752179,-1.6458174,1.0552427
-0.47943023,-0.31569877,0.7122983,-1.3785837,2.52426,0.8704911,-0.21931672,-2.0335064,0.5742899
-0.74540347,-0.2555793,1.3097639,-0.6822237,1.9311603,1.0603733,-0.7343871,-1.525601,1.2467061
-0.8085384,-0.24391977,1.3729398,-0.67174155,1.6877284,1.0628577,-0.592208,-1.7330648,1.2139785
-0.7060827,-0.3109753,1.4252495,-0.51116985,1.6410549,1.0253115,-0.44893113,-2.0108526,1.0864606
-0.35312688,-0.22640605,1.5830145,-0.5509917,2.3569465,0.94949573,-0.72304785,-1.2774179,1.5367664
-0.073960826,-0.32977492,-0.123880744,-0.29500565,2.437596,1.5149119,0.95902586,-0.30301604,0.7088029
-0.04888308,-0.7830854,0.06128367,-0.027921095,2.890301,1.3281441,0.41197014,-0.5728582,0.86441207
0.67853045,-1.6894498,2.4752505,-0.29039365,0.14717613,-0.0940709,-0.68687785,0.037702743,-1.411327
-1.2500848,-0.41870847,1.5837095,-1.8279794,0.005854188,-0.3635798,-1.6111734,0.21239088,1.1061811
-1.5030308,-0.8174833,0.9574087,-1.2561595,0.7777299,-0.18454191,-1.3285654,-0.46547472,0.05070958
-1.522186,-0.8459839,1.4437243,-1.8294442,0.19765206,-0.49570853,-1.5629252,0.15514532,0.9111983
-1.360049,-1.0316662,0.7516437,-0.033527415,1.0329146,-0.6322039,-1.3059099,-0.71135867,-1.2538106
-0.73531646,-0.7223026,1.5270493,-0.8771639,1.2783779,-0.80999523,-0.9520057,-0.61370057,-0.6009709
-1.5565372,-1.3977274,1.3052417,-0.15191495,1.5156953,-1.1127872,-1.8011436,-0.83663064,-1.5419388
0.19008246,0.28643635,2.5794184,-1.165506,-0.15982889,-0.92978144,-0.68804854,-0.9290976,-0.91208255
-0.2440585,0.2660537,2.6369183,-1.8195506,-0.31855702,-1.0994297,-0.41946644,0.0024956118,-0.07189745
-0.42993864,-0.15272862,2.153884,-1.0835629,0.29824093,-0.9275686,-0.11662855,-1.0503093,-1.4122136
-0.5749122,0.011985265,2.3709857,-2.0166197,-0.22937751,-1.3019702,-0.4655241,8.584067e-05,-0.112729505
-0.17760806,-2.1683095,2.2011113,0.86125916,-0.0861207,0.3680909,-2.2623782,-0.33881512,0.17132254
-0.8465907,-0.6977765,1.6426786,-0.74024355,1.2091105,-0.76604676,-0.88625896,-0.78064936,-0.6528542
-0.14809221,-0.59784496,1.9655946,-0.78734565,1.0775189,-0.5385619,-0.75194144,2.32868,0.2274543
-1.9858958,1.5242689,-1.4330575,2.2989073,3.1827006,1.9926842,2.1166196,3.3415442,0.39019245
-3.8325236,2.290343,-1.1273636,0.23602197,1.5903205,0.40426752,1.6062195,1.1755391,-1.0526322
-3.233381,-0.78285074,1.2814362,-0.35155672,1.5844631,-0.22508651,-2.242957,1.9406751,-1.7455176
-3.1566114,-0.7233243,1.3108462,-0.49330902,1.8017381,-0.6851636,-2.2355514,1.9924241,-1.3189731
-4.7838225,2.7468328,1.0776625,-1.351595,0.39771774,-0.8813694,-2.004502,0.12343023,-0.17827429
-0.6143939,-0.56689924,1.3537432,0.12315267,1.0452435,0.60487884,0.29178783,1.7509439,0.47268263
-1.0206969,0.16278334,0.15886886,-0.41011766,1.1462928,1.06781,1.4125389,-0.32065755,1.3740429
-0.93272966,0.89849025,0.72417337,0.47343197,0.5669856,0.3592944,0.38844165,-0.53648186,-0.45366582
-0.8833301,0.768227,0.84452504,0.39265758,0.5790958,0.3912689,0.4170244,-0.549915,-0.6053621
-1.0185815,0.88489485,0.61541986,0.5463722,0.5582988,0.33291018,0.42467964,-0.55123794,-0.56138766
-1.924681,-0.7026267,-0.4336823,-0.5634513,3.8119981,4.310398,-0.89593756,0.79742897,0.42550334
-2.5769036,0.8622813,-0.0053552836,-1.6094912,1.6490204,2.561274,-1.2577864,0.5444525,-0.27128813
-2.206648,0.14085369,1.8321887,-2.2106347,-0.21265319,0.43607044,-0.64630353,1.0454111,-1.5687413
0.0052796383,-0.29723346,2.5907412,0.27707878,-0.91105956,1.0979539,-0.19254954,-0.28330046,-0.9006569
-1.4877074,-0.43635803,2.0013883,-0.68299395,-0.82638764,2.443452,-1.2359159,-0.0033632321,-0.26849252
-1.5091372,-0.7168974,1.4215763,0.29105484,0.3005142,0.4718902,-0.09525572,-0.45113245,-1.0602733
-1.756053,-0.20199531,1.5227559,0.47425595,0.01867853,1.4860363,-0.55730724,0.12028136,-0.77758217
-2.1554842,-0.7291458,1.833372,0.8402321,-0.21616265,1.6121668,-0.23661453,-0.26747784,-0.7581356
-2.152003,-0.87365186,1.3468994,0.23319799,-0.06862066,2.9923596,-0.00035107904,0.096940376,-0.24157459
-1.0097733,-0.089297205,2.2231376,-1.015676,-0.9705047,2.2538671,-1.3141879,-0.28708175,-0.44447792
-1.2267091,-0.16131215,1.676759,0.3321223,0.04062149,1.5537598,0.22511604,0.25948983,0.14359559
-0.57160765,-0.19129543,2.6646414,0.9037913,-1.1281742,1.6444337,-1.3001437,-0.6811083,-0.047250934
-2.2272046,-0.27113664,1.9315954,0.9025729,-0.69014895,2.2570565,-0.7621105,-0.37766734,-0.74193555
0.41485274,0.76360804,0.8889844,0.66931033,1.3390794,2.7399035,0.959462,0.21954009,0.6929515
-0.40774935,0.4149259,0.88997084,-0.25128978,1.3390726,2.0821147,0.5620279,0.2544444,0.4084738
-0.451634,0.5696868,1.5950046,0.69225335,1.3107449,1.6990315,0.4555807,-0.0008690033,0.91114
-1.1313962,0.5785124,0.6366632,-1.1933647,1.2001406,0.19138968,-0.2756057,0.92819417,-0.02810763
-0.65174484,0.13855377,0.37192684,0.6102634,1.7642477,2.0065696,0.84374267,-0.39737448,-0.08795778
-0.4716825,-0.57201123,1.9508452,1.4309669,1.6543423,0.7023848,0.9144026,2.1143715,0.41821682
-2.8033574,0.06995469,1.7245872,0.74720776,-0.08982835,-0.5007293,-1.2847356,1.4728916,0.037639633
-0.998717,1.1118871,1.908236,-0.34248623,2.2645879,0.6015013,1.8922048,-2.2527118,0.70184624
0.62927926,0.8241983,2.7566247,0.35139647,1.7094657,1.1310487,2.1667976,-0.1703988,1.2005126
0.27259958,-0.21852556,3.0661283,2.0906246,2.609925,0.47262368,-0.6878957,1.2424239,2.1563163
-0.07484453,-1.2086358,3.7873235,0.9526621,2.1436896,-0.84891564,-0.98043776,1.3829627,1.1423211
0.62639,-1.1190853,3.2982824,1.0701956,2.3942995,0.50466627,-0.52347845,0.9877409,2.3771427
-1.0686944,0.697539,2.7275918,-1.2754817,0.17577483,0.6275705,1.3939884,0.9758692,1.9487847
-0.7541926,0.27657625,1.2309747,-1.5409371,1.3566893,-0.69297636,-1.1541237,1.6128377,-0.24271822
-1.116069,0.7440516,0.5292997,0.23642522,0.95387363,0.29340088,0.5711256,-0.89343536,-0.50021064
-1.0682182,0.89051586,0.53917384,0.13162187,0.98446333,0.28311852,0.90580213,-0.8290332,-0.4843217
-1.1409174,0.8827071,0.65971357,0.19907828,0.9547681,0.36668092,0.6909387,-0.86639154,-0.48465574
-0.9788895,-1.3000294,1.697248,-1.0706741,0.81957465,-0.14625648,1.1345553,1.0424763,-0.7944979
-0.9513599,-1.267101,1.7620599,-1.1918855,0.8935085,-0.17363639,1.0348322,1.1246799,-0.533857
-1.5012696,-1.2031751,1.6451783,-0.2145975,-0.5336421,0.64827675,0.5662923,0.52127707,-0.34542173
-1.4820204,-1.1962806,1.5064832,-0.19570881,-0.4437866,0.7315048,0.5821467,0.48899433,-0.2485132
-1.5814824,0.3380335,-0.7377476,-1.0368205,3.5617783,2.735223,2.0690615,0.6532656,-0.26970294
-0.9665032,0.24825421,0.9918365,-1.329304,0.5032533,-0.43896705,-0.32768908,-0.085255675,-1.0984871
-2.3845484,0.72657365,0.94412005,0.17994823,-0.06541201,0.13671632,0.5657425,0.18800221,-0.65635014
-1.5275584,1.9315921,0.48409674,0.6558979,1.326572,0.75042635,0.22780064,0.77590644,-0.3415443
-1.4325765,-1.6512867,0.4788555,-0.15907347,1.7703795,2.7788146,0.28255945,0.25823432,-0.59223264
-0.80532295,1.8318473,1.531949,-0.349868,1.7328578,0.5249592,1.2776139,-1.1156327,0.92189205
-1.8576151,0.69235075,0.7224442,-1.1724646,-0.05526116,1.3215044,0.25821677,-0.9422014,-0.85660404
-1.3490183,0.62744004,1.0144671,-1.1010966,-0.6745133,1.3616507,0.36221173,0.044222683,-1.343887
-1.4217782,0.7300088,0.6356401,-1.4698113,-0.08491294,1.3749055,0.15159927,-0.12798205,-0.6843761
-1.5587105,0.59067297,0.75491995,-1.5514717,-0.46883756,1.2985208,0.3016413,-0.09066111,-0.9823473
-1.8218553,0.99043757,0.9962679,-1.3060293,-0.208535,2.5958261,-0.29153362,-0.6827083,-1.1549022
-1.627809,0.93270177,0.94928044,-1.2319443,0.29678437,1.9126748,-0.28483412,-1.4593823,-0.16261558
-1.9626064,0.6255287,0.98884434,-1.2350178,0.22503679,1.5989317,-0.48182356,-1.5518775,0.15953043
-1.6677237,0.48392946,0.9325635,-1.5376383,0.13458069,1.5832928,-0.2397776,-1.2355033,0.05072419
-1.7447067,0.474404,0.90419936,-1.3441474,0.34839,1.372938,-0.2072984,-1.169653,-0.0697515
-1.5939547,0.95458376,1.0009302,-1.2400389,0.17331879,1.8027084,-0.6190624,-1.5316842,-0.11221014
-1.6154888,0.49547628,1.0317944,-1.5136971,0.18304837,1.5194606,-0.25095943,-1.4330096,-0.07355044
-1.4507873,0.14603524,1.0025436,-2.0496743,0.5134012,1.286826,0.038557462,-1.3991642,-0.80862886
-1.8018898,0.98556226,1.0517786,-1.2911397,0.20325606,1.6094284,-0.53969115,-1.6453233,0.015028007
-1.9406782,0.7156913,1.0605093,-1.094557,0.0003182968,1.5859845,-0.44108385,-1.4193056,-0.111643374
-1.882806,0.71714485,1.0035559,-1.19833,0.1563164,1.7107583,-0.18771847,-1.5979989,-0.13927945
-1.9842752,0.9168206,1.0904735,-1.6199988,-0.15975021,2.5390084,-0.35322505,-0.8502483,-1.0098631
-1.3042481,0.88228786,0.57434666,-0.9496764,-0.38778064,2.1029255,0.72535026,0.3159275,-0.09434926
-1.2796168,0.76855505,0.4128166,-1.068226,-0.11355849,2.2553422,0.39511165,0.19140139,-0.07927466
-1.4608105,0.8334699,0.57324445,-0.41442966,-0.6162535,2.0919068,0.45271206,0.32890195,-0.8956452
-1.4929996,0.68124664,0.8308253,-1.4613785,0.05455422,1.3803905,0.43572974,-1.1694393,-1.09646
0.52176535,1.9799584,2.9436126,0.13264193,4.2664766,0.3839829,-3.8487957,1.212703,2.7968478
-2.4545953,0.86146826,2.112294,0.09614606,0.75349545,0.420554,-0.66497487,-0.4713403,1.4363046
-3.2107835,-0.56396794,1.3757863,-0.27964437,0.35342953,0.5809386,-0.9684673,-0.73890585,-1.8337548
-2.580912,2.1115577,2.3857195,0.009223369,0.08666274,1.0767083,-2.1748211,-1.7160963,-2.3010776
-2.5521433,2.0043843,2.3262465,-0.109451815,-0.050275024,1.0045339,-1.386413,-1.5454347,-2.2750828
-2.5725732,2.1357262,2.2360566,0.00268355,0.12239047,0.85008955,-1.5788579,-1.3838756,-2.2805212
0.24386822,-0.17440109,2.9186394,-0.5816919,0.06183174,0.02327147,-0.94328755,2.199182,0.33710155
-0.34903523,-1.0504063,2.3493278,0.34042075,-0.034560826,-0.36237496,-0.2742322,0.8956378,0.22790904
0.0784921,-0.7918268,2.3489826,-0.6741963,0.23797019,0.03305704,-0.68416005,1.966322,0.2728339
-0.33828244,-1.6126316,1.8728697,0.20260586,0.16813119,-0.019459318,-0.2756776,1.1031144,0.124016866
-0.24551637,-1.4376864,1.8543539,0.20448676,0.1311141,-0.17545989,-0.23708019,0.9702975,0.13480854
2.3074667,-1.596324,2.6964006,-0.026229221,2.5296924,2.2958157,1.3792355,3.4591675,-0.24704805
0.41018158,0.54240143,3.239361,-1.5818259,0.4579091,-0.25168058,0.9275697,0.2991375,0.79048336
1.4715188,2.581567,3.7182093,-3.4740808,0.28740916,-0.7475284,-0.918707,-0.9675832,-1.0646081
2.1726735,-0.8263807,5.5776167,-0.28199574,1.906486,-1.1608088,0.9179145,-1.0554168,1.4868827
-1.7101544,1.092486,-0.23905198,1.2340158,3.4622629,1.7489767,-0.0039880695,-1.4425532,-0.45357674
-1.5023898,1.1853303,-0.16592753,1.2485799,3.6870553,1.896075,-0.019400207,-1.2153002,-0.6051979
-0.48153964,0.6861347,2.4757874,0.5154945,0.48504257,-0.23480941,0.16077808,-0.73680985,-2.704914
-0.28207016,0.51344234,2.4314475,0.55795705,0.43386266,-0.20467108,-0.047115117,-0.79470426,-2.7928004
-0.7600956,0.45983776,2.074127,0.35865998,0.58066064,-0.057176,0.24108788,-0.883081,-3.350964
-0.59826905,0.5612659,1.909786,0.51821214,0.6501381,-0.0026201003,0.37631875,-0.90577734,-3.2170591
-1.9233215,2.4421303,1.8477615,0.975064,4.1131077,-0.103441454,0.5926792,1.9604337,2.0895803
1.5985963,0.14422597,5.2841434,-0.1431949,0.024565106,-1.1496727,2.4613163,-0.09700527,0.43726185
-0.46685618,0.95783985,1.1651708,-1.6087722,2.28781,-0.9541839,-0.9722124,-1.0186801,-0.06838606
-1.1850933,1.2257512,1.1416259,-1.762562,2.2511022,-0.6379443,-0.65742356,-0.28823423,-0.033242155
-1.1647059,1.1513802,1.0451478,-1.9420825,2.133738,-0.5585694,-0.793597,-0.20527914,-0.34949452
-1.0783678,0.63049674,0.9149103,-1.998309,2.8120582,-0.3057695,-0.15340894,-1.2213187,0.8410094
-1.282515,1.329557,1.139709,-1.8061345,2.3616922,-0.49388382,-0.71116775,-0.2249116,-0.30863956
-1.0528237,1.0729148,1.1463839,-1.9068437,2.4138725,-0.5762491,-0.78199095,-0.28078175,-0.15739566
-1.1403596,1.2830724,1.0314323,-1.8937094,2.3471513,-0.5761161,-0.7251862,-0.48396915,-0.23765618
-0.20524918,2.4504924,2.1938047,-1.7130407,-0.74861395,2.608022,-1.444451,0.26777056,0.14636943
1.4111848,-0.20348483,2.9824412,-0.46878245,0.4208903,0.99128926,0.58057135,0.45629594,-1.7586051
1.3116835,-0.4090067,2.8589852,-0.61477476,0.6373438,1.6606288,1.0755662,0.27801827,-1.1854852
-0.39227253,-0.35485357,1.7240571,1.4369047,0.85629857,-0.20471041,-0.26028132,-0.84898686,-0.12600721
-0.9102928,-0.7906437,2.2541208,1.5271586,0.87838197,-0.45277202,0.26720536,-1.0297656,-0.08923993
-0.12477627,-0.36007604,2.758037,1.750689,1.2419864,-0.09972853,1.0909911,-2.2030032,0.87810135
-0.06664112,-0.28673834,1.6502528,1.3632859,0.7257255,-0.4216266,-0.22051701,-0.5554685,-0.01632118
-0.56548,-0.48457083,2.015704,1.2078134,0.06386043,-0.004009049,-0.12296053,-0.6951313,-0.31334004
-0.7597469,-0.9006164,1.2939267,1.4022653,1.2653826,0.9360461,1.1756006,0.8615034,1.0799831
-0.70249796,-0.8957613,1.4222887,1.147221,1.0067086,1.1313692,1.5589906,1.0412817,1.359194
-0.6561239,-1.0401314,1.4317855,1.1440259,1.3276783,1.2493049,1.2998558,0.7535797,1.3122787
-1.0413677,-1.0514339,1.482206,1.352231,1.4706184,0.173892,1.2318115,0.23117478,1.1095449
-0.28624514,-1.367655,1.7728882,0.7302184,1.483894,0.27386314,-0.28760815,-0.39290982,0.34781387
-0.26650754,-1.3684462,1.9087235,0.4352321,1.1618947,0.155986,0.35964352,0.042412862,0.28168106
-0.17511714,-1.5168623,1.8795413,0.45415586,1.4577314,0.50528616,0.46397302,-0.2041724,0.25145856
-0.54256225,-1.2409395,1.8472195,0.6201907,1.3338197,-0.22952332,0.0739824,-0.8914519,0.041961793
-2.2897341,-1.5469102,1.438521,1.5454918,1.0864594,0.355131,-0.9263803,-0.18829592,-0.066845976
-2.1969783,-1.4941084,1.4737662,1.336578,0.62878954,0.5128875,-0.74628943,0.32029805,-0.070383
-2.3838263,-1.9546957,1.4388497,1.4136689,1.1785799,0.71594685,-0.73497695,-0.11282314,0.0040275087
-2.2906134,-1.6927114,1.6995816,1.2504754,2.0734973,-0.38356465,-0.14144295,-1.0298316,-0.4258356
-1.1985184,-1.4545491,0.59284025,-0.78495556,0.7121018,1.0407835,-0.2107293,0.69683236,-1.3095939
-1.2817519,-1.5161251,0.664894,-0.5791481,0.64887536,1.2946479,-0.23982057,0.7199161,-1.3454572
-0.6627743,-0.28191528,0.9570946,-0.14726944,0.23748522,0.52309966,0.22926162,0.5401108,-0.34397718
-0.90164965,-0.7541252,1.2197181,0.449278,0.43090084,1.9092209,1.9765962,0.27406716,-0.45596972
-0.66000134,-0.6107257,0.7932775,-0.68222004,0.50328946,0.7910935,0.6333763,0.3442426,-0.118444405
1.2092742,2.3376331,0.34178966,0.7739302,0.5016258,2.157511,3.3842967,-1.1728859,-0.12738805
-1.1383643,0.3278979,1.3615156,0.41105545,-0.124326386,0.902516,0.7080606,0.17408818,-0.23320478
-0.549266,-0.501613,1.3095225,0.15213613,0.47066584,1.2802414,1.2717695,0.46556354,-0.31859282
-0.8956031,-1.4092132,0.08228814,0.911794,0.82603776,1.2508352,0.44046748,-1.3485798,-1.1716211
-1.688007,4.2302904,2.0314357,-0.47271755,1.6213397,0.78784955,-1.1579053,2.6818712,1.1742858
-1.2524774,1.5077336,1.4336803,-1.1915739,0.15550625,0.36911058,0.67540586,1.4605303,-0.965357
