p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16
-0.21798223,-0.114940025,0.92752194,1.9952304,-0.012565987,-0.74233377,0.6951962,-0.30004916,0.26533648,-0.8265532,0.12087735,-2.172538,-0.6654701,0.50848615,-0.11237056,-0.2820069,1.6525612
-0.25501838,-0.54655147,0.70079136,0.9774007,-0.3787235,-0.22984204,0.6299148,-0.07371516,0.40080237,-0.41921765,0.33912027,-1.5264212,-0.22950786,1.0466561,0.48252863,-0.39075142,1.5679091
-0.38653347,-0.04241435,1.3021802,1.8087025,-0.61267924,-0.7997002,0.30585253,-0.23836543,0.14040886,-0.3089502,0.3721227,-1.7210131,-0.472142,0.58222663,-0.055851445,-1.0577765,1.838117
0.35787755,0.3762927,0.6534141,1.0994632,0.07515327,-0.41805682,0.116093054,-0.8788083,-0.7868676,-0.14351061,0.90520203,-2.3665798,-1.1552799,0.47588503,-0.2674913,-0.32840064,2.7678895
-0.20835732,-0.32630894,1.2423275,1.8364683,-0.0071718898,-0.36253932,0.5661584,-0.114998415,0.33865485,-0.5425024,0.035603777,-1.8265126,-0.51835215,0.9660314,0.37893784,-0.30551383,1.8974051
-0.2075641,-0.004878918,-0.75343186,0.6009959,0.0030064825,-0.7281888,0.00076319504,-0.6952512,-0.37534496,0.44238126,0.7400941,-2.9090738,-1.8745136,-0.50717187,0.34302709,-0.37141147,1.9143646
1.0201638,-0.44329387,0.34337747,0.048273023,0.90907776,0.9478093,0.420492,0.8334943,-0.012272478,1.2982316,0.64804125,0.095938735,-0.9953992,-0.34458822,0.31173182,0.094449654,2.126301
0.4214027,-0.50073516,0.32644272,1.2124989,1.0268908,0.24993642,1.5761843,0.097691126,0.078435734,-0.49893254,1.0178926,0.5265158,-1.3122987,0.63653415,0.036747113,-0.82054335,0.5531938
0.02957264,-0.3222621,1.2160312,1.540995,0.67833126,-0.3804467,2.419702,-0.1925431,-0.04532496,-0.39012507,-0.20003621,-0.5211114,-1.2348847,-0.5892495,1.1321661,-0.88154185,0.30746302
2.9966514,-0.81372964,0.88737816,0.68900514,-0.7445618,1.0410384,0.72955465,0.07724132,-0.45896834,-0.31275177,-1.0649881,0.660993,-1.0659527,-0.24116321,0.25517988,-1.8576027,-0.0318447
-0.24278921,-1.1499342,0.93306255,0.86700034,0.37923333,0.43711787,0.091155246,-0.6968963,-0.1847123,-0.60499465,0.07232485,-0.0049749413,0.96323156,0.662714,0.46431363,-0.9684975,1.3699702
0.39391398,-0.25053772,-0.12549578,0.26800802,-0.11742175,1.0782422,0.23461388,-0.079107486,-0.59844863,-0.753761,-0.16478904,0.5874723,-0.7823715,0.42381075,0.6927655,-0.03881904,0.93943894
-0.25511032,-1.5906775,1.7456025,0.56435335,0.43164173,1.1253111,1.2576427,1.2097863,-1.2397453,1.541622,0.30605066,0.18388018,-0.30396125,0.6000098,0.83744276,-1.1183972,1.0329738
-0.19684914,0.31047994,2.04494,0.9297765,-1.015568,-0.76689506,0.004382766,-0.1932247,-0.8010775,-0.43866232,1.7464939,-1.2469954,-1.201063,0.34574702,-0.19410019,-0.25191957,1.615454
0.24289873,-0.46347076,1.0359582,1.1339778,0.32873744,-0.42425665,1.0060529,-1.1096954,0.3057483,-0.8349058,0.1815151,-0.77539146,-0.31414428,0.35151047,1.2966696,0.39884314,1.7437954
-0.34699118,0.20738089,-0.00052140164,0.97401553,0.046698328,0.8697983,0.92014277,0.42556816,0.11986489,0.5887857,-0.28378916,-0.22196575,-0.50498337,0.4209664,0.27682632,-0.9058098,0.75585335
0.8579705,-0.109337226,-0.8317785,1.6252701,-1.1999116,-0.19294901,0.5602911,-0.3625133,-0.41049886,-0.29973397,0.8516107,-0.65429586,-0.41546693,1.2291452,0.8081435,-0.63989824,0.8977997
0.28031778,-0.24391598,-0.21472281,0.663645,0.57661384,0.2726877,0.13835953,-0.5224468,-0.74593437,0.07343538,0.9305542,-0.77368784,-1.588519,-0.74726456,-0.48548925,-0.48986518,3.263544
-0.08088884,-1.0424834,0.06453462,1.6540322,0.56994146,-0.20621532,0.35281816,-0.7207645,-0.24120417,-0.41231608,0.9934132,-0.3321282,-1.6390697,-1.7501966,0.4713716,0.29292926,3.0141897
0.316073,-0.6184849,0.15120088,0.64848083,0.39568126,0.5216054,0.40257716,-0.49971706,-0.09707975,0.036433205,0.3883921,-0.36633652,-1.3310394,-0.3705117,-0.275516,-0.9071191,2.632874
-0.21598415,-1.2081385,0.33241615,1.8531731,0.25808176,0.19209047,0.37254813,-0.58409595,0.17440586,-0.52408767,0.46581095,0.10283898,-1.1684961,-1.4787352,0.8335097,0.1609268,2.5277178
0.5538351,0.58149314,0.9212293,1.1285293,1.1811371,1.2304368,-0.59789073,-0.4560409,0.08352425,2.0924933,-0.5061363,-0.15957493,-0.6295188,-0.7913566,0.32203174,-0.99400556,0.8108049
0.49770695,0.5194727,0.6956249,0.70659673,1.0750841,1.375793,-0.77937967,-0.46570665,0.013207178,1.9746268,-0.3577032,-0.1187438,-0.72871894,-0.8525132,0.39191198,-0.92104703,0.60700035
0.30883148,0.3020378,0.559905,0.9971778,1.0201484,1.1901033,-0.78821874,-0.3471652,-0.11460015,1.6220164,-0.29270288,0.11648207,-0.67081445,-0.8764602,0.28801605,-0.81557727,0.57022655
-0.5231622,-1.7793925,-1.3747615,0.82335424,0.9549638,1.8465219,1.67701,0.9650934,-0.5241122,0.28770366,0.50804037,-0.7991142,-0.4835643,0.33586362,1.2874198,-1.9915259,0.14949647
0.12793563,-0.41751355,-0.16814826,0.1283333,0.87528425,0.9376235,0.14376557,-0.840308,-0.5325824,-0.56303024,-0.43588802,-0.38396922,-0.2959031,1.1175671,0.023307748,-1.3124024,1.2423382
-0.62705916,-0.9544128,0.015489855,1.217098,0.121779546,0.6224773,-0.4323923,-0.13943392,1.0024099,0.87743336,0.8976915,0.77005535,-0.29844278,0.11688901,0.66243464,-2.5326023,0.7934677
-0.5399575,-0.90415835,0.08667622,1.2424285,-0.023953835,0.7299154,-0.42043203,-0.068356216,1.0714452,0.77243507,0.9008401,0.9004069,-0.34820393,0.1075136,0.5097893,-2.5180686,0.90268874
1.2353778,-1.1619121,2.241053,-0.2030273,0.83656037,1.7699316,0.03992709,-1.3101379,1.2580676,0.59367245,1.1540205,0.6106497,-0.3479964,0.07312266,1.1360614,-0.39775214,0.16432182
1.0216503,-1.1709327,-1.188514,0.6244648,0.07189424,-0.49740115,0.08621196,0.13618831,1.565021,1.262843,-0.08521071,-0.2931917,-1.4418902,1.5763246,0.2744371,-2.9886363,1.6811607
0.20934527,0.14395589,-0.17650847,-0.11169062,0.021583369,1.9683926,-0.061705627,0.41358757,-0.0004350284,-0.78430814,0.6028222,0.24568966,0.19027129,1.0278997,1.6640266,-0.7590592,1.0963857
0.6322472,-0.80256784,1.0402957,1.9673606,0.10695657,1.9069375,-0.20640798,-0.34119293,0.16732721,-0.52620673,-0.016880658,1.0102898,1.8722353,0.20987357,0.094156966,-0.6946619,1.622388
0.18827443,0.24085148,0.49729073,0.84915215,1.4225954,1.4399538,0.27994412,0.4264627,0.38532203,0.33496472,0.3454807,-0.21833827,-0.3692473,-0.053552423,-0.022696301,-2.1686676,0.28480408
1.2585804,-1.160928,0.25863433,0.97079515,-0.69895273,-0.40939596,-0.5019897,-0.35478687,-0.5764188,0.6324378,0.5279021,0.61470777,-1.2177348,-0.62359226,1.3698381,-2.6952062,0.48492816
0.47396496,-1.0296742,0.5888001,0.020531133,-1.2945417,0.8829702,0.49738008,0.6834966,0.1256015,1.1020991,1.4591064,-0.26801845,-0.14793494,0.64565593,0.6480054,-2.1086903,1.5308515
1.0820841,-0.8421166,1.3096141,0.30726868,-0.7017257,1.1314025,0.48919457,1.0993747,-0.7078253,1.1366236,1.2194928,-0.3082251,0.04056503,0.94130296,0.28525254,-2.1019835,1.4290657
0.44270298,-1.2677176,1.1806241,0.7222316,0.7446895,-0.32438102,-0.7027006,1.1011207,0.68093264,0.12708415,1.272047,-0.5094901,-0.4903074,-0.29242876,1.1274614,-1.9368682,2.0774083
-0.46007243,0.09363919,0.9884728,1.0187795,0.5353264,0.64891976,0.17572138,-0.28104055,-0.42359763,0.20226638,-0.27294827,-0.025209771,-1.030992,0.40302414,0.04740787,-0.8385057,0.7097863
-0.8200147,0.17374863,1.2692323,1.0479349,0.9873593,0.52974075,0.30346552,0.12622447,-0.5345073,0.73129696,-0.40207097,0.12924048,-0.91352046,0.17385787,-1.0043095,-0.7208067,0.71982366
0.32810923,0.82832336,1.7881947,1.937151,-1.7357217,1.847664,-0.008259904,0.24325636,-0.97756803,0.6932904,1.2225974,-0.39342755,-0.54428583,-0.90892375,1.0355735,0.18896201,-0.721201
-0.07513354,1.0033238,1.5725795,2.4780672,-1.1964308,2.0563622,-0.52656364,0.068488896,-1.1997095,-0.15262629,1.5207343,0.22363667,-0.20729052,-0.8390256,0.36342216,0.39541203,-0.17150185
-0.321473,1.1143317,1.3296324,1.3968357,-0.6067314,1.8780088,-0.41819626,-0.21859218,-0.44103473,0.8584022,1.9447259,0.45414984,-1.1147817,0.17177625,0.33778355,-0.60494125,-0.43416283
0.9766544,0.87712854,1.6816428,2.6265862,-1.1064372,1.4832,-0.8381352,0.6720956,-1.2201644,0.11703273,0.97492373,-0.762181,-0.109877214,-0.6787073,1.2005126,0.58111954,0.23128493
1.0726147,0.8340869,1.1804864,2.8223562,-0.3339709,2.0273578,-1.244704,0.57218665,-1.1246941,-0.531169,1.4196776,-0.35521665,-0.058284774,-0.23245846,-0.08186543,0.45239192,0.96285295
0.8446374,1.0064559,1.8083929,2.2568846,-0.38428137,1.7401057,-0.7906699,0.12563808,-0.48631087,-0.042434786,1.6264796,-0.025806123,-0.38820988,0.56457704,-0.102959365,-0.8808626,0.5913488
0.26737204,0.24481554,2.169153,1.3858873,-1.1312206,0.020224994,-0.30437502,0.15153149,-0.716466,-0.89848554,0.51342344,-0.6619689,-1.2554687,0.54357946,-0.44507828,0.3072734,1.8963689
0.49142343,1.3528007,0.5547958,0.07487463,0.16744119,1.5290885,0.115984626,0.32994547,1.0234569,0.7982185,0.14651574,-1.2523527,2.405017,-0.030601932,2.7311475,-0.10979781,1.9030368
0.124974705,0.5961567,0.5181892,0.4051131,0.5598085,1.232309,0.107967645,-0.20821477,0.8306377,0.49359182,0.17960012,-0.31285378,0.7919874,-0.37646312,1.8240234,-0.70218116,1.3888955
0.24618918,0.6119382,0.58874303,0.35268244,0.5227014,1.361743,0.013235493,-0.07358313,0.9392894,0.5983235,0.23690248,-0.28465974,0.61389744,-0.19772741,2.0143442,-0.6342196,1.4098103
1.1655711,-0.1150229,0.9982131,0.26084724,1.0717423,0.74712706,0.1758151,0.5979747,-0.3933658,-0.15804316,-0.458968,0.12851119,-2.519249,-0.7977567,1.2224946,0.065205716,1.2511828
0.54871845,0.3915314,1.0810404,1.3436494,-0.57800764,0.29281017,0.4660841,0.08004349,-1.0805051,0.08122722,0.6459517,-0.980558,-1.0922645,-0.56628925,0.8473855,0.5996555,0.4638683
1.155856,-0.16808899,0.534283,1.1679275,0.32443908,0.30267948,0.42442808,0.46454445,0.26202676,0.6227264,0.33507618,-0.60516596,-0.5329464,0.64348054,0.9300442,0.2337262,1.0573468
0.1661764,-0.21240269,0.32953677,1.1797384,-0.0015032006,0.064085275,0.19700052,0.47567236,0.062015306,-0.011768713,0.3433266,-1.1685796,-0.291267,0.87775296,0.60767466,-0.5287335,1.2733169
1.0691572,-0.21639554,-0.035814878,1.9782006,-0.6025131,0.39823186,0.5423877,-0.11332134,-1.388609,-0.13298593,0.029560786,-2.286214,-0.97809815,-0.4768207,1.1732304,0.33824012,0.53117305
0.035009246,-0.07726643,0.15996759,1.7766191,0.16975896,-0.4178495,0.10635861,0.5100875,-0.13633522,-0.31502408,0.22667748,-1.9733415,-0.64073896,1.099816,0.7982546,-0.5677815,1.5522232
0.87106097,0.12880711,-0.0118207475,2.4126027,-0.84162146,0.18361554,0.81790096,0.09994275,-1.8183552,-0.4315174,-0.758489,-1.5958586,-0.04858187,-0.70298475,-0.48189786,-0.451121,1.5420444
0.6345122,0.21872532,0.05364171,1.4316174,0.80151165,-0.022807904,0.35431272,0.40424427,-0.15475848,0.502776,-0.037981845,0.4878309,-0.5490493,1.0513215,1.1624055,0.17186083,1.4803039
-0.8027743,0.6789655,1.8957161,0.74042517,0.5932267,1.7252865,-0.76138294,-0.43435144,0.15135798,-0.50242174,-0.6577688,-0.2667501,-0.25412902,0.68682086,1.1353903,-0.5643713,0.8550985
-0.9724049,0.5430515,1.7694267,0.74204546,0.34674278,1.8649949,-0.965285,-0.5607705,0.24625556,-0.5312298,-0.90335083,-0.20408842,-0.36861968,0.7454834,0.9315553,-0.57868224,0.84085596
-0.8043144,0.42527896,1.1701043,0.7204931,0.3012289,1.0165024,0.020747827,-0.4468636,0.12208056,-0.8270823,-0.62730926,-0.8136684,-0.72910106,0.8566778,0.76450425,-0.1732911,0.99093467
-0.73967296,0.3170042,1.3171206,0.73153645,0.51285326,0.987125,0.03326223,-0.4212871,0.13858087,-0.86200696,-0.70455396,-0.8008245,-0.63072604,0.8768966,0.72532547,0.051327076,0.83066064
-0.015258072,-0.317538,0.3461398,0.8125663,0.36127,0.7352684,0.42359668,0.12480335,-0.4622042,0.052010313,-0.121619895,0.111785315,-0.9753625,-0.4287717,0.2895728,-0.2292609,1.1013519
0.45707327,-0.72313744,-0.0091224285,0.44773173,-0.7096741,0.06547432,-0.3124598,-0.04536833,0.18171078,0.44191903,0.041137177,0.27270067,-0.47763115,-0.124206565,0.83740807,-1.5622295,1.0423689
1.2436837,-0.42427853,1.1904837,-0.38092056,-0.24573955,0.34513924,0.4226181,0.84539557,0.011043302,0.9386643,0.87420917,0.32975528,-1.1463412,0.069970734,0.1260778,-0.7965183,2.3613327
1.2018037,-1.0622927,1.2055328,1.5257467,0.4100913,-0.014150901,0.40188095,-1.4174834,0.81386256,-0.406389,0.43785062,0.3782026,0.41476694,0.65014887,0.06440354,0.36428654,1.3269424
0.3740887,0.4096039,1.0811912,1.3083625,-0.60619056,0.20252693,0.43086722,0.14031108,-0.96060336,0.14802986,0.7029866,-1.0907651,-1.0802822,-0.57584035,0.9631981,0.5218257,0.5036392
0.49475214,0.70810467,0.6832449,2.0843072,-0.055655915,-0.38392675,0.49895912,0.06732018,-0.12260563,-0.17135799,0.8931095,-2.2692764,-1.3779236,0.39602324,-0.00783881,-0.76558965,0.8184909
0.60613316,0.20029749,-0.49974206,1.2770612,0.17023069,0.03837727,-0.36809656,0.0033536328,-0.53094715,1.0390403,0.64747155,-1.7663381,-1.6357733,-0.7036616,0.08501844,-0.042989273,1.1516476
2.2285047,-1.0016657,0.036852665,0.549805,0.8792137,1.2183917,0.17542517,1.3653882,-0.47500262,-0.7444159,-0.2388793,-1.3557358,0.54529065,0.33402327,0.6398165,-0.48698688,1.1080824
2.3483014,-0.9946914,0.08135316,0.8128728,1.2323822,1.2878946,0.09318892,1.1933101,-0.5297224,-0.7158481,-0.06962161,-1.4685227,0.3760147,0.50683326,0.47263777,-0.29301992,1.0019004
1.2643121,-0.16857755,-0.5504073,1.6127537,0.79672545,0.7581596,0.027875924,0.31594735,-0.33767483,-0.78013754,-0.39813742,-0.31385615,-0.6774457,1.2557802,0.050093323,-0.7030866,0.39295214
1.5873991,0.46948078,-0.16227086,1.6701161,0.36829346,0.7539927,0.35472983,0.6969847,-0.47614598,-0.8172377,-0.35280195,-1.6938995,-0.97455496,1.1381251,-0.37838927,-0.7598463,0.20408131
1.2024194,-0.98875576,-0.25599685,2.042932,0.8919892,0.8640071,-0.32809982,0.011209207,-0.47737315,-0.5557148,-0.5454659,-0.52732503,-0.5846813,1.4939415,0.25030452,0.08821067,0.04500374
1.50009,-0.3825476,0.21675304,2.3973498,-0.36009833,0.50203305,0.3649408,0.5443073,-0.46169868,-0.66782403,-0.34541425,-2.1231472,-0.5271229,1.8587649,-0.028932396,-0.29563445,-0.16236764
1.8327925,-1.2079399,-0.6257347,1.9825245,1.1412531,0.44128287,-0.26331073,0.02689251,-0.59599596,-0.30966386,-0.9914719,-0.070562914,-1.2034227,0.73548794,0.57181317,-0.17159651,-0.049813896
1.4177506,-0.3726375,0.055215348,1.5879397,-0.66879463,0.3273988,0.622932,0.75255674,-0.2870807,0.1813751,-0.5996818,-1.4676983,-0.6544253,1.2333567,0.27652428,-0.0016471039,0.0025213705
1.0893217,-0.9071681,0.052842103,1.6069486,-0.360319,0.5436844,0.72143805,0.58291006,0.20045766,-0.20014192,-1.4789206,-1.5738012,0.4267471,-0.77718765,1.5146486,-1.2193536,0.7879474
1.2895089,0.016014054,0.83949643,1.2486004,-1.375597,0.72399443,1.257032,0.67555326,-0.13102746,-0.3153679,-0.9393999,-2.7396693,-0.010533403,-0.39410108,0.7496368,-1.2541926,0.70975363
1.1254908,-0.10488663,-0.10098073,1.226346,0.8924672,0.82850707,-0.60113895,0.1411969,-0.35539323,-0.8140712,-0.53711385,-0.59398,-1.3551719,0.85956806,0.6786818,-0.6976163,0.3048451
0.67006266,-0.13036849,-0.3629313,1.0742517,0.93729955,1.0080341,-0.3269574,-0.07170529,-0.39152393,-0.43804651,-0.58349216,-0.28923392,-1.1897562,1.1789515,0.38217357,-0.79217553,0.50593084
2.8854077,-1.3142935,0.64786404,0.26716992,-0.4863088,0.15233657,0.9820946,0.862939,0.038863737,-0.13339344,-0.41865557,-0.58598274,-1.6512568,0.06852738,1.0462956,-0.09978572,0.82698005
0.5129925,-0.5657876,-0.19533662,1.3660727,0.6557133,0.9942801,0.6328469,0.4927544,0.06470555,-0.16611212,-0.3980633,-0.57416856,0.23281007,-0.19849204,0.5080458,-0.4883256,0.3784991
0.7451567,-0.8140359,-0.2828657,1.6808155,0.5600331,0.74663377,0.7965121,0.47404853,0.1496674,-0.41698334,-0.14793241,-1.0414692,0.13931869,-0.09516136,0.56213254,-0.7397574,0.43979484
0.55330163,-0.55610114,-0.248458,1.5210642,0.5736062,0.939437,0.6851096,0.41308188,0.060014594,-0.18215814,-0.21990463,-0.6731896,0.12171884,-0.071478926,0.5773079,-0.67068225,0.46953663
0.9545377,-0.6829768,-0.06664639,1.8634241,0.7603787,0.96014786,0.7437294,0.58249956,0.113354735,-0.46550807,-0.395354,-0.9502975,0.1964047,-0.28374177,0.6947724,-0.86847895,0.48424762
0.78443724,-0.618267,-0.19932988,1.5473057,0.69164926,0.91586685,0.63753,0.32683012,0.017613256,-0.20712613,-0.23200952,-0.69127274,0.14018379,-0.2356685,0.432082,-0.74531585,0.4688829
0.83215284,-0.7545761,-0.23285928,1.5809932,0.64843404,1.0103925,0.86690706,0.40096134,0.3508035,-0.24751782,-0.4220391,-0.8808222,0.37176454,-0.36803356,0.6673456,-0.7413887,0.47225773
0.86993486,-0.65027463,0.04308558,1.6500617,0.62027544,1.1326466,0.7467327,0.4402824,0.2737244,-0.46756053,-0.31740117,-0.8900885,0.23502307,-0.47710943,0.64691937,-0.7776606,0.50805014
0.8801195,-0.65239704,-0.24295104,1.5270889,0.679466,1.0708191,0.69220316,0.37517643,0.18495713,-0.35040784,-0.21553007,-0.5391563,0.25109655,-0.07287228,0.50767297,-0.74591434,0.5712298
0.0146590695,-0.48622763,0.21353368,0.54255515,1.3625734,0.32657528,-0.28998628,-0.5033946,-0.6887588,-0.4683835,0.6266308,0.03396818,-0.61964726,1.2253608,0.74729556,-0.85808367,1.4542588
0.2254964,-0.2956634,0.55670685,1.0471292,2.440675,-0.51299906,-0.6746898,-1.08418,-0.97773516,-0.72362477,0.31568515,0.13813649,-0.42583668,1.8069602,0.967308,-1.6866705,1.0831273
0.59579134,-0.7252298,0.84287536,2.2698128,0.03771116,2.2773368,0.51746315,-0.7633356,0.39075038,-0.9133653,-0.019399364,1.0282792,1.5405897,0.5548452,-0.4627436,-1.1382542,1.5108593
0.38848674,-0.5571502,0.08224033,0.34282026,0.05224072,0.591036,0.43432152,0.2626758,-0.21687533,-0.08734137,0.54946697,-0.039459784,-0.41711628,-0.01955294,0.18578294,0.14869574,1.0469509
1.139858,-0.99340814,0.26080906,0.97120357,-0.6508216,0.4957082,0.4151502,-0.33436507,-0.6852823,0.10090686,0.49932563,-0.20420809,-0.6371047,0.20795295,0.9726411,-0.5683373,0.25764456
0.6256139,-0.566415,0.039297424,0.4373154,-0.4745212,0.7666181,0.6557408,0.22131178,-1.035608,0.056051884,1.3405854,-0.014604539,-0.07541266,0.6272536,0.8100374,-0.010435016,0.24626966
0.75710934,-0.4616007,0.43558738,-0.15492234,-0.0108963875,0.27172148,0.46103254,-1.0507975,-0.0064108153,0.55405885,0.036717996,-0.07987617,-0.6116337,0.44053814,-0.2433707,0.048992343,0.867358
1.0339414,-0.55417293,0.5527385,0.3416178,-0.6951668,0.54862154,0.53787243,-1.7270246,0.058720633,0.5439137,-0.21562733,-0.48468873,-0.9288783,0.5916388,0.33531475,-0.455521,0.55759573
-0.21040013,-0.046083402,0.91472167,1.0178556,0.34403217,-0.17178936,0.031156901,-0.40260854,0.04490798,0.92292434,0.90814054,0.36212793,-0.56194884,0.4028549,0.3746608,-0.5124774,0.70670116
-1.1866252,1.1674892,2.810098,3.8335543,-0.82757246,-0.9481005,-0.94927865,-1.1892934,0.058931567,1.6716331,1.518414,2.6747565,-1.4670978,2.179348,0.962344,-2.6395137,-0.70405906
-0.9808935,-0.12129687,1.3154944,2.302929,0.92105454,0.016828988,-0.2849225,-0.7352377,1.0985966,1.1476498,1.3495985,1.7701601,-0.096054666,-0.049534246,0.10570303,-1.9542282,1.8167053
0.029074086,-0.055156894,0.8504536,0.9156709,0.6665056,-0.2458294,-0.5479344,0.039201174,0.15064232,1.1049398,1.5978816,1.3386711,-1.2825906,0.011843208,0.12245888,-0.027895207,1.708624
-0.6456924,-0.34263828,1.1051852,1.8508871,-0.2632223,-0.26433742,-1.3761363,-1.0567197,0.50352097,2.160141,1.4194505,1.7604645,-0.30518892,0.47381374,1.2640795,-2.4156783,1.2821056
0.51958966,-0.597478,0.23758954,2.7143888,-0.6854462,0.40238288,-0.07539484,-0.42460275,-1.4355968,0.27291298,0.87543195,-1.6197903,-0.98548585,0.37845597,1.089219,0.47403434,-0.58545715
0.44104066,-0.3195544,0.8490604,2.9256973,-0.33701038,0.4649599,0.25785854,-0.57218003,-1.4168134,0.28713304,0.770711,-1.604365,-1.0281147,0.22178096,0.75630045,0.7533907,-0.4462905
0.45087403,-0.90789175,0.18013735,3.1888232,0.36859283,0.68797433,-0.746675,-0.6253813,-1.5536997,-0.23766907,1.2005497,-1.2831535,-0.5970948,0.65134484,0.21329398,0.80659986,-0.05891565
0.26675153,-0.57413805,0.5388233,3.492278,0.5354762,0.85110813,-0.31243917,-0.5865372,-1.2473322,-0.08580624,0.8431039,-1.3497384,-0.5630463,0.5742649,-0.17495447,1.1157645,0.045816272
1.0135052,-0.3281041,0.003462706,2.2830172,0.63308555,0.3293413,-0.042696115,0.16030507,-0.82822394,0.59899026,1.5524743,-1.2251533,-1.9313205,1.5959917,-0.05200934,0.11845978,-0.5766257
0.7619336,-0.0933004,0.5910392,2.5964565,0.8661796,0.26199195,-0.034419,-0.056812078,-0.9380524,0.6932521,1.4419606,-1.062052,-1.8415191,1.5352541,0.018561415,0.560833,-0.55103946
-0.1576925,-0.4680929,0.8852882,1.5371588,-1.3426714,0.6025212,0.1817715,0.53416735,-0.05011539,0.4780237,-0.035515267,-0.98497295,-1.0053967,-0.02941058,0.88216823,0.6361222,0.46773458
-0.032008976,-0.507753,0.58460844,1.1934733,-1.1489506,0.4689382,0.5389596,0.6536253,0.0144532705,0.39943504,0.02188465,-0.682263,-0.8544113,0.22244751,0.8815087,0.47973904,0.568505
-0.17214711,-0.5014538,0.7295704,1.0158204,-1.1425703,0.43028405,0.26041183,0.47571373,-0.05145471,0.53631914,0.1597911,-0.5865007,-1.0572714,0.21413921,1.3827835,0.43819997,0.37667257
-0.41344813,-0.29501787,0.52305454,1.8328336,-0.3901385,0.5508515,-0.5594699,0.33549133,-0.28446782,0.035262678,0.43857732,-0.22623725,-0.99548656,0.11275903,0.37199724,0.7189353,1.0839974
-0.35684922,-0.24659334,0.42771757,1.80195,-0.11183274,0.99629706,-0.49794096,0.46768096,-0.13618104,-0.0012875514,0.26815665,-0.37260705,-0.46732306,0.13198332,0.21195163,0.7177761,1.2748903
-0.33119276,-0.16497877,0.44405767,1.6824154,-0.30657196,0.9489911,-0.39792866,0.43772835,-0.30535585,-0.037411734,0.41826206,-0.2938997,-0.54561937,0.29358983,0.4211044,0.70248187,1.1646513
0.16908689,-0.03611594,0.80736625,1.3123167,-0.41339967,0.40669733,-0.03642741,1.0100048,0.41000432,0.49542284,0.82238585,-0.26010564,-2.0152767,1.0730643,-0.04106753,0.08931672,0.60129946
0.110722184,-0.048520163,0.73076147,1.2002391,-0.54852885,0.25170976,-0.08837494,0.7599354,0.39268756,0.7501956,0.4029155,-0.36034638,-1.9109173,0.86619097,0.29026604,0.059029717,0.46671912
0.2806953,0.0274466,0.6595264,0.8700654,-0.14561783,0.32498813,0.038310327,0.9749703,0.46324137,0.7444271,0.6993109,-0.25086293,-1.9363885,1.2070863,0.33022308,-0.039654218,0.41395214
0.112778,0.1577977,0.49463654,0.9810897,-0.26721314,0.44594225,0.1938167,0.85412294,0.3724296,0.7548284,0.64881873,-0.042582083,-1.9215721,1.2886147,0.25912902,-0.0851259,0.5319468
-0.8980879,0.7647707,1.5155777,0.93313223,1.387512,1.7090657,-0.59493965,-0.34225228,0.7550176,-0.519437,-0.2291715,0.31369478,-0.53716433,0.15627111,0.49006543,-0.7636155,0.8039089
0.67983747,-0.19472334,1.0512303,0.75187653,0.12751009,0.6403101,0.081586435,-0.20763277,1.182569,-1.1533991,1.2599845,0.0026952806,-0.065362245,0.77887976,1.3552697,0.38178834,0.423531
1.024036,0.39251137,1.5663261,1.4553673,0.23605865,0.31099707,-0.033893876,0.4257677,-0.30458456,-0.8394507,-0.83283603,1.3608438,-1.701992,0.6207145,1.18676,-0.7382184,1.1060089
0.87451303,-0.57078373,0.9157291,0.70540893,0.43430245,0.5335052,-0.012712961,0.21379122,-0.1622702,-0.43669692,-0.46214908,0.14034076,-1.9710332,-0.22552386,1.1617965,-0.07802299,0.99891675
1.1493163,-0.6602239,0.6486115,0.873848,-0.56746376,0.90329856,0.73602235,0.61900604,-0.4444007,-0.22542463,-1.0800235,0.28060222,-1.2627405,0.11243238,1.7237228,0.25475547,0.8902678
-0.17468838,-0.35359097,1.0465503,0.9848958,-0.36085212,0.4161913,-0.43237233,-0.20789391,-1.2039028,-0.81309503,-1.1197425,0.14546956,-2.3135831,-0.80807465,2.7788157,0.5851843,0.62055516
-0.24199203,-0.15323535,0.7225371,1.608783,0.9249157,0.812408,-1.5246575,-0.3473559,-1.5393144,-1.8990401,-0.6810818,0.74874854,-1.8772732,-1.0514055,2.339505,0.96270466,1.612501
0.41868103,0.6880264,0.72988707,0.7574023,0.5087652,0.5090574,-0.7499612,0.025749708,-0.85740924,-0.4576214,-0.53463924,0.6653327,-3.1204052,0.35762402,1.9581225,-0.049520902,0.52826595
1.4078103,-1.2216403,0.42541298,0.7798644,-1.2960424,0.6742778,1.1150054,0.42559254,0.24356946,0.79353446,-0.11248497,0.7909711,-1.0543646,0.19513696,1.7265865,-0.3046887,0.9639798
0.9454022,-0.65676206,1.6966516,0.19286679,2.01827,-1.1479061,1.2302827,0.77326196,-1.5824628,-1.3840793,0.9255622,0.58827513,-2.72814,-0.58984107,2.0642529,-0.37986165,0.42987865
