p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16
0.0150800105,-0.9169552,0.3923762,1.4025965,-0.3441432,0.48071152,0.61317945,-0.31261137,-0.28539357,-0.80320007,-0.695463,-0.5314959,-0.3351224,0.17892683,0.93605953,-0.10007035,0.56928396
-0.21290313,-0.70380056,0.15546834,2.1298978,-0.6260842,0.47983974,0.7907457,-0.51434344,-0.23267639,-1.1164219,-1.1989897,-0.43709117,-0.22899383,-0.2770324,1.0297161,-0.51878893,0.8805004
-0.050816134,-0.8707937,0.58000654,1.3122493,0.017137226,0.54166394,0.692288,-0.4208691,-0.4382378,-0.99244934,-0.85020024,-0.69142,0.43808377,0.32565597,1.8398186,0.054980297,-0.39169392
0.40863213,-0.2846017,-0.1366718,0.23944515,-0.1881328,1.0927235,0.2831383,-0.07362964,-0.53432935,-0.70056933,-0.09148898,0.61830825,-0.79421586,0.44615534,0.6510014,-0.05325727,0.93105555
-0.68483144,-1.2530917,0.61698276,0.7345401,-1.7303616,-0.50071704,0.41035843,-1.2922788,-0.7318972,-1.2012573,0.7704961,-0.8485729,-1.8724662,-0.054540377,1.0275185,0.7125131,1.2700258
-0.8778339,-1.1904277,0.39382973,1.1023066,-0.9514188,-0.050139483,0.10292878,-1.3181669,-0.670901,-1.9170986,1.3954289,-0.6015599,-1.3788482,0.061404373,0.2840223,0.7570398,1.9638864
-0.07878068,-0.8068808,0.7418009,1.6574414,-1.1085819,-0.53627783,0.37761438,-0.8364428,0.18101652,-1.6014441,0.54829985,-0.7615899,-1.4970617,1.3268151,0.27251333,0.6361214,2.2578266
-0.09427893,-0.10306205,0.26531497,0.3536213,0.35313252,0.20325804,0.56123513,-0.045937214,0.06281327,0.425246,0.36541072,-0.27914765,-0.38199288,0.24688621,0.16802444,-0.13017015,0.1343026
-0.1252169,-0.07945218,0.33779943,0.45730254,0.61134505,-0.0073337834,0.7671029,-0.044883527,0.08063677,0.62874097,0.43757537,-0.28685296,-0.41956246,0.40575236,0.18655135,-0.24081166,0.12031388
-0.5999146,-0.34898227,-0.24168539,0.89249617,-0.7504257,1.6993537,0.56408745,0.049789436,-0.36718723,0.12719345,0.3925094,-0.5596981,-0.54779667,-0.7485977,1.7342467,0.0049585095,-0.11947428
-0.20506287,-0.73685884,-0.06390874,0.5518619,-0.6313033,1.5943408,0.9970415,0.15336898,-0.4283788,0.22814119,0.031612694,-0.5291696,-0.7842308,-0.9721683,1.7218418,-0.1676707,-0.27022144
-0.51146895,-0.5067673,-0.09330682,0.63207406,-0.67486817,1.9126245,0.61387014,-0.047573708,-0.40105328,0.16780709,0.1565065,-0.88764113,-0.55433327,-0.6946814,1.6116834,0.13526048,-0.19333169
-0.49720073,-0.100389004,0.041161533,0.24680299,-0.48973584,1.6399524,0.69024885,0.6045553,-0.2153043,0.5700935,0.17172831,-1.0535351,-1.0481397,-0.73169106,1.5534272,-0.2373022,-0.1464859
-0.3536468,-0.3505114,-0.15573584,0.71714383,-0.6011947,1.4215527,0.53176415,0.13431817,-0.6595899,0.33444807,0.30965942,-0.8039939,-0.93256086,-0.87850195,1.6018964,-0.14890195,0.10681419
-0.40106332,-0.7987507,-0.07689613,0.749828,-0.56585217,1.3333135,0.8280237,0.07130264,-0.6988673,0.47401005,0.3146801,-0.6955716,-0.8284942,-1.0800178,1.5033965,-0.43237406,-0.06269021
-0.6177426,-1.1077392,0.5628123,0.92630756,-0.76455736,1.971546,0.6943735,-1.3897811,-1.1316725,0.26513603,0.3307938,-0.18089962,-0.22597598,-1.0757256,1.0700595,-0.28398713,-0.5708101
-0.48199508,-0.6483151,0.12646584,0.6622657,-0.6068266,1.6302346,0.54918516,-0.14704497,-0.45717567,0.3686262,0.095744774,-0.8698024,-0.89349926,-1.215049,1.4899231,-0.06687466,-0.012472389
-0.686523,-0.027331626,0.055200838,1.3095753,-0.39011958,1.7534493,0.55266476,-0.11838657,0.27361408,-0.9236723,-0.6105294,-0.5732594,-0.76989156,-0.93745756,2.447219,0.18449831,-0.39458567
-0.47207257,-0.44895318,-0.36807376,0.6423315,-0.6826111,1.5330429,0.56389534,0.557591,-0.48070693,0.5276211,0.22194609,-0.6321786,-0.9586778,-0.7893167,1.7228358,-0.19721873,0.05503097
-0.18050654,-0.32404214,-0.17900571,0.48688355,-0.59915406,1.8186005,0.5189308,0.1695477,-0.7338395,0.017590793,0.39087787,-0.47111008,-0.77502865,-0.89327526,1.538377,-0.055597268,0.09469465
-0.58660847,-0.9211167,0.65562916,0.3528598,-1.3757138,1.7484577,0.97848755,0.25655615,-0.2596195,0.37799,0.37102076,-0.83410364,-1.2208958,-1.0671538,1.3444527,-0.3101516,-0.21809855
-0.42554152,-0.52091104,-0.18587092,0.51108444,-0.39940423,1.5238361,0.7240599,-0.04004225,-0.50828326,0.09309334,-0.052558225,-1.0864199,-0.75422287,-0.90815854,1.4565482,0.014661097,0.14318655
-0.92793614,-0.50990784,-0.55465424,1.2792064,0.44448337,2.0707164,-0.4861763,-0.4790443,-0.29624984,-0.5162316,0.5719119,-0.109731175,-0.25776944,-0.8420189,0.8940152,-0.10919857,0.6401305
-0.7404829,-0.77400625,-0.652988,1.0338528,0.52293444,2.1348557,-0.26285613,-0.13942443,-0.47654143,-0.4967082,0.41191036,-0.12487294,-0.6369071,-1.1507496,0.96060187,-0.0022463158,0.7117041
-0.8243332,-0.69556713,-0.4556677,1.1280344,0.5705801,2.2572114,-0.11472418,-0.21765178,-0.4031182,-0.9373659,0.53739643,-0.088890046,-0.4679259,-0.788193,0.7142844,0.08333809,0.6666062
-0.69030416,-0.48310986,-0.29936343,0.60485524,0.28731403,2.1704345,-0.40301362,0.18526037,-0.5493592,-0.6106466,0.7489926,-0.5146099,-0.43081683,-0.8136867,0.62698543,-0.00021515423,0.63761723
-0.81715405,-0.3858894,-0.3876197,1.0642623,0.30852944,1.9383317,-0.109374754,-0.06348334,-0.52156657,-0.6005484,0.7798853,-0.20741354,-0.5146041,-0.8759942,0.7613182,0.011923523,0.9154137
-0.6049275,-0.7494313,-0.49301192,1.0655845,0.5050249,1.9028797,-0.14658876,-0.25615183,-0.69394267,-0.3225291,0.7254882,-0.20974562,-0.5905959,-1.0567039,0.47882724,-0.15663227,0.7079938
-0.7396853,-1.3457453,0.28295788,1.0426008,0.3312659,2.4371562,-0.15966892,-1.6419761,-1.1120515,-0.48661125,0.58101535,0.4737917,0.18975598,-1.0600965,0.16118343,-0.3212424,0.1301365
-0.6122158,-0.5819912,-0.18935136,0.8989101,0.3249943,1.9880556,-0.3050026,-0.20361358,-0.6759038,-0.6868986,0.35178214,-0.09678732,-0.6774226,-1.1883527,0.8254135,0.047286503,0.636554
-0.74917185,-0.100537464,-0.18620548,1.4343853,0.5406526,2.1523845,-0.25853816,-0.47777852,0.19046184,-2.0648875,-0.16708878,-0.052319854,-0.79167074,-1.0234272,1.4868993,-0.095730916,0.2563639
-0.5784261,-0.6400159,-0.5081356,1.0888466,0.18529917,1.945483,-0.5929255,0.19148846,-0.46456587,-0.6510399,0.6121557,-0.300363,-0.516847,-0.8845412,0.8252175,0.08199607,0.9046636
-0.6126071,-0.65685993,-0.38935173,0.938911,0.27489495,2.2195215,-0.28434584,-0.12590787,-0.7416756,-0.86456734,0.4583471,-0.05301626,-0.3501528,-1.0260956,0.68700784,0.07050871,0.6668948
-0.98124063,-1.0225413,0.6909532,0.85544366,-0.7648158,2.0450618,0.06554265,-0.020885397,-0.66296923,-0.5399877,0.4291351,-0.021734092,-0.693566,-1.4858909,0.8351942,0.11856032,0.64460313
-0.7069766,-0.47135398,-0.4182479,0.97040254,0.67810553,2.00961,-0.170646,-0.21820648,-0.61208916,-0.823565,0.366447,-0.44037312,-0.7578296,-1.0942962,0.61339307,-0.06074369,0.8739823
-0.21469998,-0.727779,-1.319229,0.7557032,0.26381895,1.363451,-0.47833833,-0.3419838,0.18451205,0.5641551,0.38238764,-0.82665133,-0.74273884,-0.50258887,0.681599,-1.0585343,0.7775271
0.14645274,-0.90223575,-1.4773244,0.42388165,0.34349003,1.4124776,0.07310761,-0.115673885,-0.047631312,0.4169554,0.07556988,-0.60811204,-1.2393019,-0.9131545,0.59430367,-0.98976403,0.7861329
-0.1801014,-0.6988551,-1.2697473,0.5966375,0.44931796,1.3122896,-0.20355892,-0.3856084,0.23247252,0.41140562,0.43567377,-0.99412906,-0.9232644,-0.45802507,0.5880791,-0.622322,0.8479589
-0.25760284,-0.40784493,-1.2308306,0.27150664,0.32330412,1.4935199,-0.15655719,0.2808658,0.1380315,0.69262344,0.25698674,-1.0773566,-1.1002325,-0.39112085,0.46152288,-0.8949523,0.6942147
-0.07167018,-0.565431,-1.3058124,0.5017017,0.06436423,1.1772621,-0.33016276,-0.072076805,-0.0042603547,0.60981315,0.45130134,-0.93718153,-0.95574796,-0.53317887,0.5904512,-1.1111116,0.8642877
-0.28292438,-0.8361578,-1.295247,0.58499205,0.542033,1.1197069,-0.008412274,-0.16145912,-0.29663476,0.72208595,0.32368377,-0.6990153,-1.161649,-0.7526875,0.5880808,-0.8981845,0.8065394
-0.41127318,-1.6156718,-0.9180828,0.60783273,0.2987167,1.6155777,-0.18692411,-1.6954346,-0.62530446,0.92550814,0.09485101,-0.049961373,-0.511488,-0.9205141,-0.10882587,-1.3304907,0.54935503
-0.32661566,-0.8609671,-1.3311387,0.44665307,0.4329006,1.181617,-0.25760648,-0.30670604,-0.045402624,0.58885145,0.08589809,-0.71704376,-1.1578071,-0.5259407,0.55087394,-0.8436345,0.89089125
-0.60715395,0.07606483,-1.4183,1.219119,0.564848,1.138984,-0.43914014,-0.4206565,0.9953926,-0.7171724,-0.4350281,-0.5819661,-0.91970915,-0.48917004,1.5634619,-0.54709494,0.82542753
-0.006474921,-0.649621,-1.4576916,0.46253273,0.18968979,1.2971492,-0.46151033,0.09400246,-0.040599115,0.4723944,0.39952222,-0.918454,-1.2477202,-0.5995641,0.6344811,-1.0951543,0.9935977
0.061832994,-0.69033045,-1.3125192,0.30105516,0.1485123,1.4281759,-0.1943572,-0.14060803,-0.23857267,0.4695779,0.30749515,-0.779491,-0.8480505,-0.6303878,0.6039362,-0.8193139,0.85528356
-0.4895847,-1.1873364,-0.77806556,0.12339173,-0.71158046,1.080802,0.12352143,0.0109718535,0.018891864,1.371746,0.3344725,-0.8392044,-1.4332825,-1.0214741,0.6884033,-0.95962423,0.9168378
0.18238738,-0.74184984,-1.4732276,0.3414233,0.37450448,1.2520108,-0.14300658,-0.18134835,-0.13889812,0.35915926,-0.083262324,-0.90287983,-0.975411,-0.59277976,0.49496666,-1.0091629,1.1189461
0.076944165,-0.3723074,0.44796893,0.9273649,0.35015887,0.70428425,0.46407923,0.18329129,-0.53797734,-0.048206393,-0.11784354,0.20072724,-1.0105443,-0.3542826,0.2500771,-0.41753197,1.0445065
0.5419152,-0.81370485,-0.04870792,0.44062713,-0.6303678,0.14888228,-0.2515708,-0.034361854,0.14645346,0.4330022,0.15349141,0.19351223,-0.5661813,-0.033365093,0.79393274,-1.4692569,1.0225126
0.23725963,-0.14747037,-0.17524251,-0.21807878,-1.3930084,0.6685408,-0.196123,0.019822104,1.7913629,0.60733587,0.682426,-0.46082628,-0.8392982,0.4861881,1.7041211,-1.5799211,2.3283315
0.15081897,-0.6858681,1.1924127,0.21912216,0.45040697,0.77337366,0.6392752,0.1494428,-0.23030472,-0.20948786,0.0059104664,-0.12303124,-0.66266745,0.61593556,0.3836569,0.3468633,1.8534833
-0.13393301,-0.4847148,1.2277129,-0.0042711874,0.3273493,0.6220974,0.90508157,-0.005333277,-0.33646408,-0.20428729,0.13285062,-0.24005324,-0.44108516,0.48045638,0.43885204,0.30603155,1.8532645
-0.1712335,-0.48694274,1.213951,0.18942244,0.24090394,0.47237834,0.673874,0.09018968,-0.49409696,-0.14372045,0.24053583,-0.22074659,-0.11994967,0.5410014,0.5245747,0.28873724,1.9275215
0.11524098,-0.7618143,1.0097376,0.19190909,0.45488858,0.739985,0.88456714,-0.0010536882,-0.15931375,-0.13793617,0.23329742,-0.28104514,-0.4369423,0.5151979,0.50513184,0.52591926,2.0324569
-0.01761346,-0.52063423,1.1033554,0.04365862,0.36739042,0.40638933,0.8708405,0.1745862,-0.39693153,-0.07426048,0.30105403,-0.28381622,-0.31796855,0.4356801,0.390512,0.46693745,1.9209812
-0.15423152,-0.3597601,1.2960702,0.28920287,0.16161576,0.47278672,0.61562014,0.06131355,-0.3119007,-0.14179745,0.011154754,-0.11856796,-0.62386173,0.58754575,0.5584577,0.43358496,1.9510893
0.28292608,-0.1555445,1.0163155,-0.08020909,0.26066694,1.1142762,0.23852396,-0.06683049,0.08371161,-0.3488225,0.0065129134,-0.17254592,-1.0244908,0.1595334,0.44840392,0.1325481,2.100816
0.07192945,0.20499817,1.0387244,-0.044606563,0.15495694,0.8564273,0.07859088,-0.38764206,0.19116874,-0.31609014,-0.0031107848,-0.16426927,-1.0033911,0.26552716,0.60712045,-0.040910278,2.1104918
0.12785614,0.41695938,1.234642,-0.13018201,0.17368987,0.9049741,0.13520563,0.064221375,0.016428828,-0.05008745,-0.017468672,-0.17817369,-0.9210233,0.22977178,0.6616464,-0.24089658,2.0587132
0.20246361,0.023627695,1.0616201,-0.053084385,0.38728994,1.0090597,0.29951286,-0.12060906,0.008252673,-0.3359857,-0.16446976,-0.15442096,-0.9626605,0.2017352,0.5834209,-0.09272316,1.9772725
0.15165818,0.04789961,0.94061816,-0.18345702,0.21541433,0.8010397,0.3179052,-0.10779759,0.058193177,-0.3105946,0.012713046,-0.33014962,-1.0076969,0.1524035,0.5678289,-0.038427994,2.1321354
0.06685251,0.01410597,1.1527796,-0.07533173,0.2671881,1.0889548,0.2643609,-0.062761225,-0.111356124,-0.51371086,-0.2151836,-0.23874778,-0.87432855,0.18221608,0.49764007,-0.11458834,1.9799887
-1.3691801,0.20944624,1.3017831,0.42336538,-0.7757308,0.6158165,1.7606463,0.017040305,-0.24985357,0.68964726,1.0332516,-0.32640752,0.2103853,-0.78906524,0.5832987,-0.872496,1.9355004
-1.1848508,0.63203126,0.8706608,0.28978938,-0.72658604,1.0013999,1.2122258,-0.058761403,-0.06735336,0.6945287,0.3523024,0.29714692,-0.43853027,-0.5025893,0.46057367,-1.1978966,1.8706523
-0.4471129,-1.0631135,0.3402317,1.5595703,0.6244865,0.25569427,0.6537695,-0.6056275,-0.6287824,-0.33701545,-0.34391156,0.018515155,0.41303197,1.30139,-0.14154494,-0.1364622,0.95245814
-0.5499545,-1.1902658,0.3707191,1.890865,0.5070828,0.3840401,0.80152917,-0.6947961,-0.5383798,-0.33806103,-0.29255894,-0.2265774,0.5264367,1.211334,-0.0074079265,-0.03943536,0.8382137
-0.27914,-1.0159503,0.34330285,1.7097698,0.7053827,0.7056999,0.48818308,-0.57976586,-0.48411116,-0.33316013,0.0046007354,-0.1386288,0.19181608,1.2770934,-0.0369256,-0.24911396,0.930515
-0.117151745,-0.9988957,0.17671774,1.3963176,0.5740817,0.58446056,0.6267403,-0.46642765,-0.30610296,-0.47909302,-0.09645011,-0.17864183,0.50377524,1.0082579,-0.13021591,-0.11026145,1.0200657
-0.26859438,-0.9257611,0.37799084,1.6545367,0.6059278,0.72828966,0.6418927,-0.4964694,-0.3482927,-0.3138771,0.109860934,-0.27302802,0.3057145,1.1340882,0.060575277,-0.077105574,0.7149869
0.32706517,-0.4301389,0.37414894,0.88684577,0.41905054,1.2302552,-0.08009919,0.14059576,0.0023159878,0.3298986,-0.10787294,-0.26564905,-0.10619506,0.681128,1.0765613,-0.78574294,1.3113661
0.3779216,-3.7137966,1.4776154,1.2190193,-0.65385264,1.4884597,2.0866354,-0.7089311,0.7412018,0.15982994,-0.3279226,0.13538985,-0.51848173,0.5612369,-0.77301866,-0.07349746,-0.011867499
1.6387408,-0.37180144,0.48714003,0.34968704,1.0256996,0.8527522,1.9526477,0.2313234,0.38976932,0.29144543,0.29008606,-0.2400134,-0.72376245,1.8794899,0.80274624,-0.20216247,0.82553196
-0.57883495,-0.08682334,0.43839964,0.4299126,-0.18194123,0.4186558,0.34481952,-1.1277498,1.4313438,-0.050019734,0.13053374,0.09063514,-0.024120219,0.80136114,1.7200724,-0.16836737,1.001662
-0.2302297,0.26576582,0.87100434,0.29930705,-0.522207,0.20450933,0.13356617,-0.7228195,1.3192732,-0.60628563,0.27987558,0.16561483,-0.30699322,1.1275781,1.7175192,-0.25414056,0.59975386
-1.2933544,-0.5787113,0.3822137,0.17581305,-0.6036403,1.1308866,0.6443112,-0.66539806,1.1226921,0.21936408,0.29664314,-0.74380565,-0.5713525,0.025872197,1.471274,0.1465849,1.9355799
-0.88134664,-0.24171823,0.3956153,0.04947486,-0.63416916,1.0954044,1.0025827,-0.9105431,1.2358705,0.222417,-0.23590343,-1.0822779,-0.9364551,0.67655057,0.9162304,0.3726514,1.752704
-0.87500864,-0.26988408,0.54340905,-0.00866126,-0.46428058,1.0939636,0.9804198,-1.1649357,1.2386498,0.27447093,-0.05921103,-0.979356,-1.0015335,0.56552684,0.5910794,0.4156154,1.8040979
-0.9818237,-0.032930534,0.44195455,-0.22119306,-0.4121695,1.0876993,1.098381,-0.89188313,0.8966939,0.068764195,-0.44503427,-0.7003241,-1.0361772,0.70506245,0.8302576,0.22286351,1.8331051
-0.51010823,0.0634593,-0.00587125,0.014101394,-0.24986903,0.98340124,0.89305055,-1.1624938,1.2960916,0.057281446,-0.20706616,-0.67347956,-0.740876,0.7725592,1.004061,0.32746306,1.8202375
-0.6826271,-0.36580133,0.20730937,0.11509233,-0.84343594,0.9488185,0.95509845,-0.9194187,1.1790531,0.48469517,0.05257866,-0.8821215,-1.0547023,0.6274433,0.6693931,0.53523,1.4557332
-1.3802328,-0.57684875,0.75811297,0.048895262,-0.72608334,1.1393529,0.46189138,-0.9800128,1.1816651,0.25747553,0.15189332,-0.66371167,-0.6426411,0.2359845,1.4169171,0.111384995,1.6409954
-0.82086307,-0.04400728,0.22435607,0.1356103,-0.46129462,1.0802393,1.2839189,-0.8924441,1.0278962,0.6104083,0.022565879,-0.80941075,-0.90159446,0.5100862,0.8367119,0.081416585,1.8048776
-0.39210525,0.11945703,1.1553705,-0.2616413,-1.5064235,1.5437334,1.5218275,-1.2045488,1.0007054,-0.53746724,0.48370737,-0.50979906,-0.59406674,1.0205473,1.1185206,-0.03352191,0.524925
-0.6320444,-0.124093994,0.5278589,-0.122256815,-0.46988362,1.0856001,1.1344714,-0.7969169,1.0840722,0.36352876,-0.35821497,-1.0338267,-1.1228495,0.52455926,0.660306,0.093609616,1.6562723
-0.7504666,-0.08571705,0.39002994,-0.009223425,-0.75180775,0.8876983,1.1974106,-0.6311647,0.9058671,0.5341329,-0.13869573,-0.9598501,-1.1337746,0.61788553,0.64945227,0.21824388,1.6259826
-0.6457433,0.09145553,0.55036944,-0.25560603,-0.48582152,0.84861976,1.073422,-0.7606893,0.96464956,0.62141204,-0.24254015,-1.1089911,-1.1345291,0.5086732,0.78555477,0.17332697,1.6818463
-1.231731,-0.4970744,0.64041215,0.03724675,-0.67884284,1.1201338,0.6275543,-0.70331854,1.099227,0.15782191,0.0074711265,-0.89834845,-0.63896394,0.25985748,1.5750104,0.15380052,1.8293957
-0.5813084,0.2789374,0.81485456,0.24927822,-0.28038368,0.21732298,-0.025206683,-1.0329577,1.7062469,-0.770474,0.59542143,0.049203124,0.056785528,1.0427214,1.6469344,-0.8523632,0.44244576
-1.1171132,-0.16440994,0.8237415,0.29378918,-0.03219955,0.33741647,0.18764299,-1.2583627,1.8262582,0.20995292,0.27073672,0.08622222,0.0655098,0.63318664,1.7481105,-0.6178878,0.61833143
0.9426153,0.23606776,0.7160019,0.54310125,-0.3142558,0.5670318,0.8233533,-0.7773303,-0.18399686,0.4233985,0.7882759,-0.14365868,-0.9230727,-1.1245775,2.0409167,0.078155346,-0.078872316
0.9872058,0.5834066,-1.1164403,0.43382984,0.045725394,1.1307356,0.2016987,-1.3408983,-0.38409165,0.21136153,0.4516381,0.24559496,0.10154811,0.12568991,0.57404995,-2.2986176,0.7243767
1.2971939,0.32070863,-0.088636816,-0.23811641,0.14857253,1.2780154,0.120980784,-0.8258509,-0.14600661,0.3871565,0.61271745,-0.122004144,-0.6488721,0.67187774,0.27644846,-1.4170197,0.764746
0.9116344,0.5710838,-1.0228301,0.50577074,0.13930252,0.9339672,0.44616103,-1.183009,-0.4246009,0.5844049,0.7157007,0.3269545,-0.18841006,0.34079593,0.5736203,-2.064263,0.6812582
1.4347105,-0.4790404,-0.25188312,-0.34958908,0.3082469,0.51926345,0.36447245,0.16093905,0.5700948,0.40951815,0.46103454,-0.32084274,-0.052362114,0.1670454,2.0141408,-0.09009803,0.84473467
1.2074842,-0.16324608,0.36776638,0.039045542,0.44290647,1.1354865,1.0381062,-0.53087807,0.3993734,0.30330133,0.5904727,0.31486544,-0.83547604,-0.26098317,0.978352,-0.82631755,0.47712255
2.0210662,-0.21963574,-0.123112775,-0.23232043,0.91571975,0.8964967,0.69434345,0.06869496,0.7965626,0.80898905,0.38101047,-0.08077114,-0.26315513,0.018752858,2.2521496,-0.44324684,0.98506117
1.0969126,0.6207606,0.33660084,0.15402259,0.5421705,0.7977331,0.587126,-0.013567284,0.02697911,0.45563716,1.2588446,0.3563361,-1.8659279,0.040195398,0.8168462,-0.73085445,-0.16551317
0.929476,0.67161876,-0.43788156,1.1866269,-0.15414822,0.31905246,0.41343158,-0.56026727,0.012149327,0.39073315,0.61256915,0.8803355,-1.2157667,0.27560925,1.8107346,-1.9903615,-0.7794394
1.2083256,0.27686387,0.46358162,0.51410824,0.23036548,0.719301,0.5393945,-0.34597355,0.58197564,0.6328068,0.8553277,0.42492187,-1.6273419,0.5597424,1.2211378,-1.1467438,-0.46892273
0.9695476,0.7120198,-0.33594823,1.1865126,0.33493683,0.3812805,0.5705149,-0.42515308,0.09304136,0.90645677,0.7265755,1.2155343,-1.4466641,0.55892974,1.4646963,-1.8579743,-0.75341403
0.94063497,-0.20850407,-0.98371005,0.22414018,0.70126873,0.23358734,0.06229083,-1.0519454,0.59481704,0.9465614,0.71682274,-0.6720027,-1.231275,-0.7039812,0.7480644,-0.8894314,0.75489867
1.1844798,-0.003033975,0.3395114,0.05292488,0.57823753,1.1569813,1.0406487,-0.464314,0.3384842,0.21745394,0.5886795,0.24757838,-0.8180634,-0.048962977,1.1022006,-0.8982779,0.3936362
0.56829774,-1.8624135,0.3596222,1.1282657,0.5855171,0.043188736,-0.37296715,-0.6433032,-0.26956064,0.6935661,-0.40059367,0.16924405,1.2925771,0.35057276,1.1534309,-0.9510363,1.9864197
0.69483787,-2.1685975,0.049104434,-0.15683374,2.653996,0.82446164,1.4405673,0.3188108,2.1881983,-1.2234393,0.14423047,1.2665159,0.972708,3.1278071,-0.57755023,-1.1734493,1.7435327
1.2924109,0.43133685,1.4364516,-1.1639861,1.2681772,1.284501,0.54842776,-0.024501435,0.4509628,-1.0968714,-0.5593995,-0.45604062,0.19647184,2.5847905,1.3658438,0.44779405,1.5391254
1.2779751,-1.2389345,-0.7120839,0.7727168,-1.3825253,2.640779,-0.596979,0.45562452,0.84224075,0.2258951,1.1981331,1.2488803,-0.07860526,0.020626869,0.680509,-1.8180943,1.8769984
0.9888122,-1.181227,-0.85898143,0.52806705,-1.2470932,2.6223972,-0.53790486,0.3046634,0.8350534,0.07774417,1.1461037,1.2822362,0.013343697,0.0694242,0.59233975,-1.7929693,1.9204255
2.0765376,0.16211921,0.8117812,-1.5254546,-0.14672326,1.8890191,-0.9366861,0.35947955,0.7180546,1.2632723,2.6194549,0.6833611,-0.775544,2.7991433,-0.2964059,-1.8126847,1.4653891
-0.17412056,-1.0749388,0.84817433,0.84571075,0.412511,0.32237968,0.054329433,-0.61312354,-0.17997608,-0.5914635,0.09803795,0.09235058,0.9423006,0.6498606,0.4957363,-1.0399169,1.4221455
-0.6785249,0.3950057,-0.004903491,0.9413012,0.26426545,0.30959392,0.5200387,0.44769752,-0.53391093,-0.39768583,0.07753757,0.32404277,0.52290833,0.51534975,0.017349817,-0.27310842,1.3916507
-0.05760157,-0.23842154,0.11984431,0.7110976,-0.09986846,0.5361948,-0.13944341,0.35910407,-0.10967986,0.12643526,0.20138597,-0.3611257,-0.044811413,0.72014225,0.057866782,-0.1582997,0.2954877
-0.048582014,-0.3051419,0.19133525,0.66536194,-0.16676985,0.61962616,-0.13309018,0.37430823,-0.1009669,0.066591404,0.232956,-0.5024139,-0.08070162,0.70375144,0.1700369,-0.16682577,0.26765674
-0.060608394,-0.2485089,0.042687636,0.71874696,-0.15967001,0.43053085,-0.14900267,0.4479118,-0.11010101,0.14841233,0.21557087,-0.42447075,0.056059502,0.72845477,0.09617493,-0.18572916,0.21865092
-1.1275606,0.016866274,0.4287413,2.422431,0.076844044,1.4843863,0.34520453,-1.426726,2.9098678,-0.3074364,0.0030648292,-0.3982802,-0.8659156,0.1313126,0.098151006,-3.1916313,1.3152647
-0.7931159,0.07598412,0.1711147,2.2981236,-0.002609445,1.2550633,1.058789,-0.5381223,0.7390624,-0.7149975,-1.2723374,-0.1345184,-0.5594029,-1.0278133,0.36639944,-1.9591314,0.7782655
1.1374364,0.16640146,-0.09979577,0.5254901,-0.4660665,0.9469058,0.49653804,0.103192076,-0.8760021,-0.7894562,-1.0438231,0.49341977,-0.85590506,0.8403023,1.8301129,-0.10195271,2.173144
0.43165052,0.39814985,1.2037398,1.3584341,-0.5226989,0.1558221,0.446091,0.26167503,-1.0327487,0.16738024,0.71140194,-1.0901325,-1.244544,-0.6097908,0.943855,0.5346461,0.4252025
1.1235436,0.892423,0.104789026,1.143058,0.39800453,0.4899146,-0.4253789,-0.3955243,-1.1367006,-0.27214378,0.53220296,-1.7798752,-1.1761464,0.27202204,-0.72734463,-1.6407937,1.7475898
1.0943397,-0.122416906,0.58367217,1.1450077,0.30661717,0.4435,0.4215962,0.3582148,0.27983057,0.68908477,0.25960636,-0.44685748,-0.51422334,0.7179559,1.0339237,0.23019151,0.9409768
0.5699817,-0.22650704,-0.0942703,1.3291949,-0.78044444,0.5076744,-0.5008716,0.3975287,0.29541633,0.7773562,0.50214154,-0.846273,-0.03559236,0.8201852,0.38349363,-0.9206077,1.116154
0.57622564,-0.023870656,0.650476,1.3678557,-0.9640525,0.23627974,-0.6804648,-0.044042323,0.024940444,0.8116577,0.5586485,-1.0824105,-0.52778083,0.3497886,0.27563873,-1.3562813,1.1644583
0.81673706,0.06400139,0.042978704,1.7278476,-0.48609355,0.23196955,-0.70233136,-0.168215,0.82924294,0.9946317,0.9110059,-1.3894838,-0.4242942,0.5908677,0.45033932,-0.8426629,0.8323327
1.3949833,0.18330003,-0.46556616,1.3116108,0.20451626,1.0499468,0.080328226,-0.10240087,-1.6734269,-0.20420393,0.29837686,-2.3112342,-0.84073323,0.30373293,-0.50411063,-0.17311451,1.315241
0.087586135,-0.06931158,0.31851393,1.4078016,-0.03494258,0.12865774,0.105472095,0.5255888,0.053098023,0.075839765,0.26552796,-1.1317183,-0.31168374,0.9182881,0.50004584,-0.5008444,1.3417304
0.6065763,0.30255908,-0.57880574,1.4962753,0.19880813,0.08700103,-0.34356916,0.12911901,-0.56400394,0.954777,0.4620114,-1.8758934,-1.7057984,-0.8111857,0.06382142,-0.104829445,1.2728133
0.8031879,0.05796359,-0.10231112,1.8870225,-0.7838082,0.36950448,-0.9872453,0.36219513,0.25654483,0.74187905,0.8083362,-1.5400409,-0.6319055,0.62745035,0.04518782,-1.0024334,0.941311
-0.32202348,0.31291533,0.24171826,0.6089947,1.032777,0.13262814,-0.42759278,-0.31950417,0.09233627,-0.114108786,0.2256216,-0.94168186,0.7576657,0.64581615,1.4646636,-1.0381908,1.321696
