p_0,p_1,p_2,p_3,p_4
1.0515505,-0.82576936,2.6604507,0.4860113,-1.8672619
2.3731112,3.171038,2.4982414,2.1331787,0.19095872
0.9777271,3.2721086,0.975365,0.9921699,-1.0220991
-1.256678,-0.2054572,3.513734,0.16856885,-1.434006
-0.34332776,-0.6382141,3.8587096,-0.26970232,-1.7128035
-0.20496261,-0.6762176,3.7226703,-0.41478595,-1.6255455
-1.0376228,-0.68722224,4.386971,0.22588491,-1.4730896
-0.13477266,-0.63342535,3.8432324,-0.4226107,-1.6555771
-0.37978324,-0.6408095,3.8216846,-0.2828527,-1.7229843
-0.41479564,-0.68267876,3.9717286,-0.33755636,-1.6348848
0.2651661,2.2898047,-0.15563765,-3.465207,0.45336682
-0.5616396,3.5130193,-0.05085392,-1.4849946,-1.3391808
-0.28134137,2.824511,-0.111455694,-1.6785538,-1.0428671
0.001504803,1.229636,1.1493729,0.6926161,-1.4664496
0.16329251,1.7623403,1.347438,0.8317966,-1.9668005
1.1188424,2.6448724,0.93655753,0.48401317,-3.0534024
-0.21122164,1.2213204,0.87304825,0.5534866,-1.4692208
0.44824386,0.75265765,1.0887301,0.5763094,-1.4839711
0.70477736,1.4919637,1.5558618,1.4150803,-0.8683414
0.95880884,1.7075965,1.5888114,1.5599015,-0.6206783
0.7976041,1.6165562,1.6527147,1.417441,-0.7052591
0.37323168,1.7656146,1.5786681,1.4618384,-1.0253408
-0.37040937,1.1909032,1.5079303,0.33353123,-1.9755471
-0.036154207,1.2868102,1.6064627,0.60262024,-1.4356296
-0.21275578,1.0736917,1.7349573,0.5209448,-1.6760119
-0.18329097,1.3195002,1.4011291,0.58591205,-1.6229886
0.21399246,1.192531,1.8512707,0.75428677,-2.1617742
0.4502224,0.8368632,1.8069015,0.6362569,-1.6985198
0.20392337,0.91047144,2.1424894,0.87111217,-1.9531437
-0.16232012,1.4191277,2.4480267,1.072448,-2.6380148
0.23578459,-1.2617195,3.0890768,-1.2419063,0.52456254
0.28855845,-1.167261,3.0886788,-1.3403951,0.6012962
0.4266145,-0.30728632,1.6190579,0.33472145,-0.37199345
0.56534183,-0.56409675,3.0429227,1.1613247,-0.54525155
0.17451441,-0.5021575,1.927004,0.3437627,-0.07500791
-0.09210679,-0.08008408,-0.5998049,1.0254976,-1.3698562
0.37265128,-0.077719636,2.1007519,0.6182906,-0.77356106
0.1984081,-0.30730796,2.4796634,0.8763215,-0.6943861
0.32089224,-0.8583367,2.3979125,0.93876314,0.20209998
3.3136752,3.6925616,0.9067329,-2.4800098,1.3802358
2.7160687,1.7070751,0.36225444,-1.5113056,-0.8224532
2.7869203,0.92078364,0.22585058,-1.7988572,-1.5295076
2.1084495,1.0032003,0.56872964,-2.6677544,-2.199495
-0.120740265,-2.2502217,2.788592,-1.5397749,-0.46893242
0.9864372,1.5478796,0.048882894,-2.7436032,-0.116468996
1.1686665,-0.064600654,3.5992281,0.12641452,0.37259826
1.2952375,-0.13784334,3.9835923,0.32942495,0.45043224
1.0429099,-0.526766,4.139359,0.45263037,1.2000289
0.86930996,0.06742436,3.662689,0.4825967,0.25006002
0.59437853,-1.7947026,2.6860387,-2.7833607,-0.67736477
0.87248284,-2.9905825,2.5901804,-2.8420444,0.0629065
0.87682056,-1.8672318,2.9533021,-2.662025,-1.1895349
1.1621492,-0.48737097,0.98975885,-2.6308386,-1.05357
3.3711226,-0.013816777,1.8098102,-2.935782,-4.3818884
4.704763,0.030659169,1.6645105,-5.0007014,-4.177579
2.5729158,3.0414886,-0.33776042,-0.81426984,-0.68994623
1.1601526,-1.8380446,3.5588527,-0.446587,-1.2234988
1.0924822,-1.9047925,3.8580403,-0.24071933,-1.1785251
1.8932223,4.1822786,0.44219187,-0.5065273,-0.52713233
1.2987914,3.1978397,0.16078918,-1.0882026,-0.42190564
1.333446,3.14552,0.22268477,-1.1839408,-0.44349357
1.1217003,3.0242465,0.23645745,-0.9924741,-0.57812643
1.208809,4.5194325,1.0086559,0.50008637,-1.0750039
1.9703046,4.6052895,0.83766043,0.54015523,-0.99203205
2.2768583,4.563776,1.010864,0.85719484,-0.5854119
1.0289061,6.0860457,0.16914731,-0.5280765,-1.4292966
1.2491933,5.131506,0.25351304,-1.4430492,-1.5772942
1.3867385,-1.8106558,3.4357429,-1.3734577,-0.78914154
1.3525782,-1.1345377,2.0734346,-2.5323737,0.66144687
1.0458783,0.82430667,0.27835426,-1.6727788,-0.050193656
2.5654383,3.0086281,-0.5311246,-0.9373745,-0.4986539
4.768056,0.79204285,2.4229786,0.583765,-0.7382192
3.2470396,0.8985803,1.4742763,0.4404985,-1.1185877
3.7265897,0.16118188,2.724402,-0.49891156,1.1424751
2.1750188,0.884327,0.7620951,-0.6417536,-0.42886254
1.9310205,2.4626582,-0.060925785,-2.5471547,-0.39382657
2.943821,1.5689386,0.6293523,-1.345085,-0.3520825
2.1721928,2.2042778,0.39661375,-1.313838,-0.32226303
1.2074003,1.7692616,0.5420594,-0.36940372,0.02246225
1.2270947,2.1107981,0.49282122,-0.6798961,-0.032785468
1.3063703,2.0312486,0.4540542,-1.0476933,-0.14642578
1.9519364,-0.5178566,2.5500016,0.84302807,-0.2954036
3.1115642,-0.32856074,3.5656042,0.8903567,-1.6006788
-0.57378715,-1.2891383,2.498908,-1.8813195,-1.6792961
3.2508402,-0.36289215,2.052733,-0.30940446,0.17748979
1.5054972,-2.1811113,3.6131685,-0.70079356,-1.3268532
2.3107815,-1.1926892,2.83149,0.18098605,-0.8777974
2.6630182,1.3658259,0.37299922,-1.7978851,-0.8924553
2.584471,1.9088095,0.32527205,-1.3954922,-0.6455705
2.6471179,1.6407758,0.37055013,-1.6105137,-0.6811031
2.7696767,1.3393141,0.45478916,-1.7058088,-0.759262
3.05699,1.6119857,0.65335804,-1.29487,-0.58820164
2.649512,1.5608113,0.35510057,-1.637887,-0.76955587
2.9357753,1.6773264,0.44930923,-1.5317138,-0.66995215
2.8112009,1.7697792,0.3785819,-1.4657276,-0.76064026
2.9485607,2.7822373,-0.18654208,-3.208329,1.9664583
1.1623669,1.2681445,1.6112937,-0.91122013,0.58769524
1.8619531,-0.03314527,0.6869347,-1.3315084,-0.014560695
0.925789,0.19599472,1.234463,-2.3869243,2.02213
0.9558961,1.3968412,1.3490883,-1.4219474,1.386871
2.2735772,0.94348377,0.78127486,-0.6661842,-0.44854367
2.1316807,1.049388,0.678801,-0.7573009,-0.41841236
0.22128254,1.8837869,0.6884844,-1.7545542,-3.4872398
-0.44589773,1.6088928,1.262658,-1.5916578,-4.1411433
-0.25145411,3.2063532,1.1076642,-2.0650382,-5.4764395
0.5144689,-0.34819427,0.92220604,-1.5542204,-1.6577685
1.0933133,-0.3928079,1.4740229,-0.69434744,-2.7393005
0.8699139,-0.22852856,1.6192558,-0.70131785,-2.5459356
0.60609555,0.20000431,1.6463121,-0.5176565,-2.674591
0.104448915,3.084614,0.034173824,-1.9833157,-4.424678
0.20895861,-0.16757774,0.39310586,-2.0445325,-1.6291898
-0.043456763,-0.123741955,0.5711025,-2.1528323,-1.652996
0.146145,0.30874643,0.21294606,-1.3119487,-1.2993551
0.046004254,0.4031899,0.57624274,-2.7835855,-1.4558786
1.3461322,-0.34689468,0.6455171,-2.0200346,-2.028232
0.81956035,-1.3584617,1.0176806,-1.7924936,-1.8475615
-0.30031252,0.03949623,1.6077466,-0.50698054,-3.0616632
-0.40798843,0.56689817,1.4354478,-0.5054126,-3.3535075
0.008783823,3.0553856,0.7040396,-2.8695984,-5.87633
-0.19373183,0.042610664,0.78755045,-1.0214972,-2.8552182
-0.38274744,-0.90369546,1.472234,-1.9575822,-1.6453043
-0.32339826,-0.8715867,1.4945238,-1.9927648,-1.8620892
-0.17462122,-0.47077137,0.7992153,-1.1220472,-1.5394036
-0.036494005,-0.4292563,0.83914167,-2.510626,-1.3044702
