algorithm,params,calinski,siluetas
k-means,2,326.2399277420209,0.49871874971141694
k-means,3,558.2537845363034,0.5452045327113586
k-means,4,520.3286543612111,0.47848299665064037
k-means,5,555.9294199825378,0.48563725881587566
k-means,6,525.4884366248972,0.4535931340684478
k-means,7,560.4967598987761,0.4759995786533321
k-means,8,614.2428409152285,0.49524830906639705
k-means,9,654.1256598412224,0.5019222974784914
k-means,10,693.8600895997936,0.5063583881376337
k-means,11,731.7201829412497,0.4852336473148205
k-means,12,783.2207730671801,0.4913472272951728
k-means,13,795.1062136640636,0.4878192160216864
k-means,14,820.4543915466494,0.4601381767171677
k-means,15,851.9767032922626,0.45550388123394514
k-means,16,859.9033384522118,0.4677869241770347
k-means,17,916.1556613418269,0.46516875566650123
k-means,18,923.7333189081268,0.4689830769958185
k-means,19,912.8789488138327,0.45113828176480686
k-means,20,918.2448844225752,0.44862714114107594
k-means,21,944.4191567111167,0.42900608240098087
k-means,22,943.028120550762,0.430399882967141
k-means,23,950.0816212896393,0.4413043931038824
k-means,24,976.3557036174566,0.4232640282683349
k-means,25,992.407421927573,0.40948868903442714
k-means,26,982.7096231758496,0.4026869350704726
k-means,27,1004.324953880625,0.4197062350101856
k-means,28,1022.1673142313393,0.42962320245208385
k-means,29,1002.4781755042633,0.40061407502687013
Birch,2,295.14546224255815,0.4929521222805292
Birch,3,512.8672819064267,0.5316952853252278
Birch,4,460.8382513934018,0.46179674774228935
Birch,5,471.75179255277584,0.4632830355905658
Birch,6,494.05770282752735,0.4867154488426066
Birch,7,528.3566689333785,0.5048534016320302
Birch,8,581.7158813473089,0.4716754893620124
Birch,9,614.028094290911,0.4748139864037937
Birch,10,658.2541782414717,0.46875999540201585
Birch,11,714.1932227166021,0.47344945403199673
Birch,12,755.5356662808779,0.47393655176105104
Birch,13,787.5889390239465,0.4748937039280423
Birch,14,805.5766798446625,0.47718974498691896
Birch,15,835.5138399621264,0.4520962531462823
Birch,16,851.7189856629277,0.4167279067239159
Birch,17,866.4038228706384,0.4268403577138961
Birch,18,864.6856632557342,0.40192324160869486
Birch,19,868.6037867940236,0.40089625796214634
Birch,20,874.828461609961,0.3775227577644813
Birch,21,885.4397796446513,0.378392149519882
Birch,22,900.9399948387297,0.37879967299336914
Birch,23,917.9451932209709,0.37688233286481104
Birch,24,937.713036014111,0.37574672422456884
Birch,25,950.57108880897,0.37513941850713334
Birch,26,962.4405589647342,0.38474669416023477
Birch,27,977.1822191900801,0.3854111694429364
Birch,28,992.2686458926936,0.3866440506439533
Birch,29,1006.9294129734466,0.38635462282320016
DBScan,,ERROR,ERROR
Affinity,,ERROR,ERROR
Mean Shift,,278.32441169728656,0.4094713847866173
Agglomerative,ward-euclidean-2,295.14546224255815,0.4929521222805292
Agglomerative,ward-euclidean-3,512.8672819064267,0.5316952853252278
Agglomerative,ward-euclidean-4,460.8382513934018,0.46179674774228935
Agglomerative,ward-euclidean-5,471.75179255277584,0.4632830355905658
Agglomerative,ward-euclidean-6,494.05770282752735,0.4867154488426066
Agglomerative,ward-euclidean-7,528.3566689333785,0.5048534016320302
Agglomerative,ward-euclidean-8,581.7158813473089,0.4716754893620124
Agglomerative,ward-euclidean-9,614.028094290911,0.4748139864037937
Agglomerative,ward-euclidean-10,658.2541782414717,0.46875999540201585
Agglomerative,ward-euclidean-11,714.1932227166021,0.47344945403199673
Agglomerative,ward-euclidean-12,755.5356662808779,0.47393655176105104
Agglomerative,ward-euclidean-13,787.5889390239465,0.4748937039280423
Agglomerative,ward-euclidean-14,805.5766798446625,0.47718974498691896
Agglomerative,ward-euclidean-15,835.5138399621264,0.4520962531462823
Agglomerative,ward-euclidean-16,851.7189856629277,0.4167279067239159
Agglomerative,ward-euclidean-17,866.4038228706384,0.4268403577138961
Agglomerative,ward-euclidean-18,864.6856632557342,0.40192324160869486
Agglomerative,ward-euclidean-19,868.6037867940236,0.40089625796214634
Agglomerative,ward-euclidean-20,874.828461609961,0.3775227577644813
Agglomerative,ward-euclidean-21,885.4397796446513,0.378392149519882
Agglomerative,ward-euclidean-22,900.9399948387297,0.37879967299336914
Agglomerative,ward-euclidean-23,917.9451932209709,0.37688233286481104
Agglomerative,ward-euclidean-24,937.713036014111,0.37574672422456884
Agglomerative,ward-euclidean-25,950.57108880897,0.37513941850713334
Agglomerative,ward-euclidean-26,962.4405589647342,0.38474669416023477
Agglomerative,ward-euclidean-27,977.1822191900801,0.3854111694429364
Agglomerative,ward-euclidean-28,992.2686458926937,0.3866440506439533
Agglomerative,ward-euclidean-29,1006.9294129734466,0.38635462282320016
Agglomerative,complete-euclidean-2,80.6889102386008,0.8724614951219216
Agglomerative,complete-euclidean-3,161.66453249576372,0.728258931130523
Agglomerative,complete-euclidean-4,409.2476421952025,0.504195180836696
Agglomerative,complete-euclidean-5,329.9222396644705,0.5009454202727108
Agglomerative,complete-euclidean-6,285.1974090464972,0.5064701864534947
Agglomerative,complete-euclidean-7,250.56039710087046,0.5054819353718569
Agglomerative,complete-euclidean-8,257.1092064711948,0.5125428906904521
Agglomerative,complete-euclidean-9,266.78821441965056,0.5187725642320665
Agglomerative,complete-euclidean-10,255.65373083486608,0.5228803151653233
Agglomerative,complete-euclidean-11,514.7613790971084,0.5195586979606117
Agglomerative,complete-euclidean-12,478.6875787445468,0.5185317143140631
Agglomerative,complete-euclidean-13,463.8634437007309,0.48730270024964695
Agglomerative,complete-euclidean-14,436.7245227082901,0.4853656150033361
Agglomerative,complete-euclidean-15,448.86648920037834,0.49036563389630555
Agglomerative,complete-euclidean-16,429.3749317780355,0.4913296576049266
Agglomerative,complete-euclidean-17,409.3862024501487,0.49072235188749114
Agglomerative,complete-euclidean-18,547.5774638526781,0.4493911067731227
Agglomerative,complete-euclidean-19,533.0956689003694,0.44827409889147046
Agglomerative,complete-euclidean-20,516.0020740232326,0.44873431734889463
Agglomerative,complete-euclidean-21,499.2038583143373,0.4481594247187839
Agglomerative,complete-euclidean-22,483.73538792617023,0.44824433000840347
Agglomerative,complete-euclidean-23,471.49195432951706,0.4408245981013957
Agglomerative,complete-euclidean-24,458.63726938901334,0.4407423965217751
Agglomerative,complete-euclidean-25,602.6435287614515,0.44653563599582163
Agglomerative,complete-euclidean-26,590.3939235834977,0.44716522320139757
Agglomerative,complete-euclidean-27,582.4140987231417,0.44686233204532816
Agglomerative,complete-euclidean-28,568.940695035006,0.44560741471429494
Agglomerative,complete-euclidean-29,554.9572820519264,0.44328302787154805
Agglomerative,complete-l1-2,80.6889102386008,0.8724614951219216
Agglomerative,complete-l1-3,170.81691902248232,0.6881699951924662
Agglomerative,complete-l1-4,125.39875843646729,0.6549510760973056
Agglomerative,complete-l1-5,111.77555664472274,0.5850320763841343
Agglomerative,complete-l1-6,93.74831215475396,0.5862557276880176
Agglomerative,complete-l1-7,83.883757318054,0.5372124660028121
Agglomerative,complete-l1-8,77.05434460325691,0.2893234766236216
Agglomerative,complete-l1-9,70.56565994314577,0.29367562399183095
Agglomerative,complete-l1-10,63.13578378223001,0.29178403966625827
Agglomerative,complete-l1-11,60.002778127216864,0.13697290216382665
Agglomerative,complete-l1-12,54.86402974088631,0.13649712739694275
Agglomerative,complete-l1-13,50.643348978592506,0.13343437966027571
Agglomerative,complete-l1-14,46.9472102883892,0.13025579906172643
Agglomerative,complete-l1-15,152.5511510721662,0.35281359695384584
Agglomerative,complete-l1-16,143.29135969815073,0.35216843617202737
Agglomerative,complete-l1-17,134.90515371950275,0.3471153823899487
Agglomerative,complete-l1-18,127.65579622122928,0.34764037039927637
Agglomerative,complete-l1-19,120.66555157362315,0.3391705449345819
Agglomerative,complete-l1-20,125.49187526200868,0.22256340123003807
Agglomerative,complete-l1-21,119.72954090223755,0.21437649549400709
Agglomerative,complete-l1-22,122.11254291783779,0.22147020811835738
Agglomerative,complete-l1-23,116.83528176430977,0.2196502309451898
Agglomerative,complete-l1-24,112.1343512693297,0.2189385474220563
Agglomerative,complete-l1-25,107.65723177908197,0.21788451286661548
Agglomerative,complete-l1-26,287.32366405739316,0.4292138288809083
Agglomerative,complete-l1-27,281.96727707081425,0.39420809231057663
Agglomerative,complete-l1-28,279.0557692228559,0.393135188860334
Agglomerative,complete-l1-29,274.7538782644429,0.38125640995921184
Agglomerative,complete-l2-2,80.6889102386008,0.8724614951219216
Agglomerative,complete-l2-3,161.66453249576372,0.728258931130523
Agglomerative,complete-l2-4,409.2476421952025,0.504195180836696
Agglomerative,complete-l2-5,329.9222396644705,0.5009454202727108
Agglomerative,complete-l2-6,285.1974090464972,0.5064701864534947
Agglomerative,complete-l2-7,250.56039710087046,0.5054819353718569
Agglomerative,complete-l2-8,257.1092064711948,0.5125428906904521
Agglomerative,complete-l2-9,266.78821441965056,0.5187725642320665
Agglomerative,complete-l2-10,255.65373083486608,0.5228803151653233
Agglomerative,complete-l2-11,514.7613790971084,0.5195586979606117
Agglomerative,complete-l2-12,478.6875787445468,0.5185317143140631
Agglomerative,complete-l2-13,463.8634437007309,0.48730270024964695
Agglomerative,complete-l2-14,436.7245227082901,0.4853656150033361
Agglomerative,complete-l2-15,448.86648920037834,0.49036563389630555
Agglomerative,complete-l2-16,429.3749317780355,0.4913296576049266
Agglomerative,complete-l2-17,409.3862024501487,0.49072235188749114
Agglomerative,complete-l2-18,547.5774638526781,0.4493911067731227
Agglomerative,complete-l2-19,533.0956689003694,0.44827409889147046
Agglomerative,complete-l2-20,516.0020740232326,0.44873431734889463
Agglomerative,complete-l2-21,499.2038583143373,0.4481594247187839
Agglomerative,complete-l2-22,483.73538792617023,0.44824433000840347
Agglomerative,complete-l2-23,471.49195432951706,0.4408245981013957
Agglomerative,complete-l2-24,458.63726938901334,0.4407423965217751
Agglomerative,complete-l2-25,602.6435287614515,0.44653563599582163
Agglomerative,complete-l2-26,590.3939235834977,0.44716522320139757
Agglomerative,complete-l2-27,582.4140987231417,0.44686233204532816
Agglomerative,complete-l2-28,568.940695035006,0.44560741471429494
Agglomerative,complete-l2-29,554.9572820519264,0.44328302787154805
Agglomerative,complete-manhattan-2,80.6889102386008,0.8724614951219216
Agglomerative,complete-manhattan-3,170.81691902248232,0.6881699951924662
Agglomerative,complete-manhattan-4,125.39875843646729,0.6549510760973056
Agglomerative,complete-manhattan-5,111.77555664472274,0.5850320763841343
Agglomerative,complete-manhattan-6,93.74831215475396,0.5862557276880176
Agglomerative,complete-manhattan-7,83.883757318054,0.5372124660028121
Agglomerative,complete-manhattan-8,77.05434460325691,0.2893234766236216
Agglomerative,complete-manhattan-9,70.56565994314577,0.29367562399183095
Agglomerative,complete-manhattan-10,63.13578378223001,0.29178403966625827
Agglomerative,complete-manhattan-11,60.002778127216864,0.13697290216382665
Agglomerative,complete-manhattan-12,54.86402974088631,0.13649712739694275
Agglomerative,complete-manhattan-13,50.643348978592506,0.13343437966027571
Agglomerative,complete-manhattan-14,46.9472102883892,0.13025579906172643
Agglomerative,complete-manhattan-15,152.5511510721662,0.35281359695384584
Agglomerative,complete-manhattan-16,143.29135969815073,0.35216843617202737
Agglomerative,complete-manhattan-17,134.90515371950275,0.3471153823899487
Agglomerative,complete-manhattan-18,127.65579622122928,0.34764037039927637
Agglomerative,complete-manhattan-19,120.66555157362315,0.3391705449345819
Agglomerative,complete-manhattan-20,125.49187526200868,0.22256340123003807
Agglomerative,complete-manhattan-21,119.72954090223755,0.21437649549400709
Agglomerative,complete-manhattan-22,122.11254291783779,0.22147020811835738
Agglomerative,complete-manhattan-23,116.83528176430977,0.2196502309451898
Agglomerative,complete-manhattan-24,112.1343512693297,0.2189385474220563
Agglomerative,complete-manhattan-25,107.65723177908197,0.21788451286661548
Agglomerative,complete-manhattan-26,287.32366405739316,0.4292138288809083
Agglomerative,complete-manhattan-27,281.96727707081425,0.39420809231057663
Agglomerative,complete-manhattan-28,279.0557692228559,0.393135188860334
Agglomerative,complete-manhattan-29,274.7538782644429,0.38125640995921184
Agglomerative,complete-cosine-2,173.0428630319427,0.6055183806831432
Agglomerative,complete-cosine-3,95.08120214608728,0.4609175469118321
Agglomerative,complete-cosine-4,63.96629739514682,0.16088289704034703
Agglomerative,complete-cosine-5,51.020399513132645,0.1190028844850913
Agglomerative,complete-cosine-6,42.313725069337906,0.11439993963929403
Agglomerative,complete-cosine-7,36.342162551846805,0.07516424226142307
Agglomerative,complete-cosine-8,31.611238844163307,0.0723505510374785
Agglomerative,complete-cosine-9,32.38145830234658,0.06338232629982674
Agglomerative,complete-cosine-10,30.35732070519426,0.05301336832194448
Agglomerative,complete-cosine-11,31.233467524219815,0.053447728986499465
Agglomerative,complete-cosine-12,31.50279389254755,0.055611317738148404
Agglomerative,complete-cosine-13,30.48713269614618,0.051893862914983525
Agglomerative,complete-cosine-14,28.82954846086347,0.05543699881144587
Agglomerative,complete-cosine-15,26.983868723842587,-0.04559535309312495
Agglomerative,complete-cosine-16,25.73783800121383,-0.04971578111673374
Agglomerative,complete-cosine-17,24.255693541826155,-0.05221506698610945
Agglomerative,complete-cosine-18,22.807010030557908,-0.054169730288066584
Agglomerative,complete-cosine-19,27.577146735737905,-0.0499128539632685
Agglomerative,complete-cosine-20,26.19732007079896,-0.044602640547136814
